,Concept_ID,ar,hy
58,Hunger::N,جوع,քաղց
59,Träne::N,دمعة,արտասուք
60,Geschmack::N,طعم,համ
61,Geschmack::N,طعم,բուրմունք
62,Geschmack::N,مذاق,համ
63,Geschmack::N,مذاق,բուրմունք
64,Geruch::N,رائحة,հոտ
65,Geruch::N,رائحة,բուրում
66,Schlaf::N,نوم,քուն
67,Schlaf::N,منام,քուն
68,Traum::N,حلم,երազ
69,Himmel::N,سماء,երկինք
70,Sonne::N,شمس,արեւ
71,Mond::N,قمر,լուսին
72,Stern::N,نجم,աստղ
73,Stern::N,كوكب,աստղ
74,Luft::N,هواء,օդ
75,Wind::N,ريح,քամի
76,Welle::N,موجة,ալիք
77,Wasser::N,ماء,ջուր
78,Stein::N,حجر,քար
79,Boden::N,تراب,գետին
80,Erde::N,أرض,հող
81,Staub::N,غبار,փոշի
82,Rauch::N,دخان,ծուխ
83,Funke::N,شرارة,կայծ
84,Feuer::N,نار,կրակ
85,Feuer::N,نار,հրդեհ
86,Licht::N,نور,լույս
87,Licht::N,ضوء,լույս
88,Schatten::N,ظل,ստվեր
89,Schatten::N,فيء,ստվեր
90,Wetter::N,جو,եղանակ
91,Wetter::N,طقس,եղանակ
92,Nebel::N,ضباب,մեգ
93,Nebel::N,ضباب,մառախուղ
94,Wolke::N,غيمة,ամպ
95,Wolke::N,سحابة,ամպ
96,Regen::N,مطر,անձրև
97,Schnee::N,ثلج,ձյուն
98,Eis::N,جليد,սառույց
99,Frost::N,صقيع,սառնամանիք
100,Kälte::N,برد,դող
101,Hitze::N,حر,շոգ
102,Hitze::N,حرارة,շոգ
103,Raureif::N,صقيع,ցօղեղեամ
104,Regenbogen::N,قوس قزح,ծիածան
105,Donner::N,رعد,որոտ
106,Strömung::N,تيار,հոսանք
107,Tropfen::N,قطرة,կաթիլ
108,Schaum::N,زبد,փրփուր
109,Schaum::N,رغوة,փրփուր
110,Schmutz::N,وسخ,կեղտ
111,See::N,بحيرة,լիճ
112,Sumpf::N,مستنقع,ճահիճ
113,Moor::N,مستنقع,ճահիճ
114,Wiese::N,مرج,մարգագետին
115,Wald::N,غابة,անտառ
116,Hügel::N,تل,բլուր
117,Anhöhe::N,تل,բարձունք
118,Berg::N,جبل,լեռ
119,Gipfel::N,قمة,գագաթ
120,Gipfel::N,قمة,կատար
121,Höhle::N,كهف,քարայր
122,Abhang::N,منحدر,լանջ
123,Abhang::N,منحدر,զառիվայր
124,Quelle::N,منبع,աղբյուր
125,Bach::N,مجرى,վտակ
126,Fluss::N,نهر,գետ
127,Ufer::N,ضفة,ծովափ
128,Küste::N,ساحل,ափ
129,Küste::N,ساحل,ծովափ
130,Festland::N,بر,ցամաք
131,Meer::N,بحر,ծով
132,Bucht::N,خليج,հաչիւն
133,Insel::N,جزيرة,վղզի
134,Blume::N,زهرة,ծաղիկ
135,Gras::N,حشيش,խոտ
136,Wurzel::N,أصل,արմատ
137,Baum::N,شجرة,ծառ
138,Stamm::N,جذع,իրան
139,Rinde::N,قشرة,կեղեւ
140,Rinde::N,قشرة,հաչոց
141,Ast::N,فرع,ճյուղ
142,Zweig::N,غصن,ճյուղ
143,Blatt::N,ورقة,տերեւ
144,Birke::N,قضبان,ցարասի
145,Kiefer[Baum]::N,صنوبرة,սոճի
146,Weide[Baum]::N,صفصاف,ուռենի
147,Tanne::N,شوح,եղեւին
148,Tanne::N,تبوب,եղեւին
149,Horn::N,قرن,
150,Feder::N,ريشة,փետուր
151,Fell::N,فرو,մորթի
152,Flügel::N,جناح,թեւ
153,Klaue::N,مخلب,չանչ
154,Kralle::N,مخلب,ճանկ
155,Schwanz::N,ذيل,պոչ
156,Ei::N,بيض,ձու
157,Nest::N,عش,բույն
158,Bau::N,جحر,որջ
159,Bau::N,جحر,բայոց
160,Tier::N,حيوان,կենդանի
161,Herde::N,قطيع,հոտ
162,Kuh::N,بقرة,կով
163,Bulle::N,ثور,ցուլ
164,Pferd::N,خيل,ձի
165,Schaf::N,شاة,ոչխար
166,Schwein::N,خنزير,խոզ
167,Hund::N,كلب,շուն
168,Katze::N,قطة,կատու
169,Bär::N,دب,արջ
170,Eichhörnchen::N,سنجاب,սկյուռ
171,Elch::N,موظ,հիւսիսային եղջերու
172,Fuchs::N,ثعلب,աղվես
173,Hase::N,أرنب,նապաստակ
174,Maus::N,فأرة,մուկ
175,Wolf::N,ذئب,գայլ
176,Vogel::N,طير,թռչուն
177,Schwarm::N,سرب,երամ
178,Huhn::N,دجاجة,հավ
179,Hahn::N,ديك,աքաղաղ
180,Gans::N,وزة,սագ
181,Adler::N,نسر,արծիվ
182,Ente::N,بطة,բադ
183,Eule::N,بوم,բու
184,Kranich::N,كركي,կռունկ
185,Krähe::N,غراب,ագռավ
186,Kuckuck::N,وقواق,կուկու
187,Schwan::N,إوز عراقي,կարապ
188,Fisch::N,سمك,ձուկ
189,Barsch::N,فرخ أوربي,պերկես
190,Hecht::N,سمك الكراكي,գայլաձուկ
191,Schlange[Tier]::N,حية,օձ
192,Schlange[Tier]::N,ثعبان,օձ
193,Wurm::N,دودة,որդ
194,Wurm::N,دودة,ճիճու
195,Spinne::N,عنكبوت,սարդ
196,Ameise::N,نملة,միջյուն
197,Laus::N,قملة,ոջիլ
198,Mücke::N,ناموسة,մժղուկ
199,Fliege::N,ذبابة,ճանճ
200,Schmetterling::N,فراشة,թիթեռ
201,Beere::N,حبة,հատապտուղ
202,Apfel::N,تفاح,խնձոր
203,Pilz::N,فطر,սունկ
204,Zwiebel::N,بصل,սոխ
205,Saat::N,زرع,սերմ
206,Korn::N,حبة,հատիկ
207,Heu::N,دريس,խոտ
208,Schale::N,قشرة,կեղեւ
209,Grube::N,نقرة,փոս
210,Falle::N,فخ,ծուղակ
211,Falle::N,مصيدة,ծուղակ
212,Schlinge::N,عروة,խեղդան
213,Spur::N,أثر,հետք
214,Asche::N,رماد,մոխիր
215,Dreck::N,قذر,աղտ
216,Eisen::N,حديد,երկաթ
217,Gold::N,ذهب,ոսկի
218,Silber::N,فضة,արծաթ
219,Kohle::N,فحم,քարածուխ
220,Glas::N,زجاج,ապակի
221,Lehm::N,طين,կավ
222,Sand::N,رمل,ավազ
223,Mensch::N,إنسان,մարդ
224,Mann::N,رجل,մարդ
225,Mann::N,رجل,տղամարդ
226,Frau::N,امرأة,կին
227,Kind::N,طفل,զավակ
228,Junge::N,ولد,տղա
229,Mädchen::N,بنت,աղջիկ
230,Familie::N,عائلة,ընտանիք
231,Großvater::N,جد,պապ
232,Großmutter::N,جدة,տատ
233,Eltern::N,أبوان,ծնողներ
234,Eltern::N,والدان,ծնողներ
235,Vater::N,أب,հայր
236,Mutter::N,أم,մայր
237,Sohn::N,إبن,որդի
238,Tochter::N,بنت,աղջիկ
239,Tochter::N,بنت,դուստր
240,Tochter::N,إبنة,աղջիկ
241,Tochter::N,إبنة,դուստր
242,Bruder::N,أخ,եղբայր
243,Bruder::N,شقيق,եղբայր
244,Schwester::N,أخت,քույր
245,Onkel::N,عم,քեռի
246,Onkel::N,عم,հորեղբայր
247,Tante::N,عمة,մորաքույր
248,Ehemann::N,زوج,մարդ
249,Ehemann::N,زوج,ամուսին
250,Ehefrau::N,زوجة,կին ամուսին
251,Freude::N,فرح,ուրախություն
252,Freude::N,سرور,ուրախություն
253,Gelächter::N,قهقهة,ծիծաղ
254,Glück::N,سعادة,երջանկություն
255,Kummer::N,غم,վիշտ
256,Wunsch::N,منية,ցանկություն
257,Lust::N,شهوة,փափագ
258,Lust::N,شهوة,իղձ
259,Geist::N,روح,ոգի
260,Gedanke::N,فكرة,միտք
261,Gedächtnis::N,ذاكرة,հիշողություն
262,Verstand::N,عقل,խելք
263,Sinn::N,معنى,իմաստ
264,Grund::N,سبب,պատճառ
265,Wahrheit::N,حقيقة,ճշմարտություն
266,Gespräch::N,محادثة,զրույց
267,Märchen::N,خرافة,պայիկի պատմություն
268,Erzählung::N,قصة,պատմվածք
269,Erzählung::N,قصة,պատմություն
270,Erzählung::N,حكاية,պատմվածք
271,Erzählung::N,حكاية,պատմություն
272,Nachricht::N,خبر,հաղորդագրություն
273,Neuigkeit::N,خبر جديد,լուր
274,Neuigkeit::N,خبر جديد,նորություն
275,Name::N,اسم,անուն
276,Rätsel::N,لغز,բարդ խնդիր
277,Rede::N,خطبة,ճառ
278,Rede::N,خطبة,ելույթ
279,Sprache::N,لغة,լեզու
280,Stimme::N,صوت,ձայն
281,Wort::N,كلمة,բառ
282,Zeichen::N,رمز,նշան
283,Zeichen::N,إشارة,նշան
284,Ruf::N,نداء,կոչ
285,Ruf::N,نداء,կանչ
286,Lärm::N,صخب,աղմուկ
287,Lärm::N,ضجة,աղմուկ
288,Laut::N,صوت,հնչյուն
289,Laut::N,صوت,ձայն
290,Ton::N,نغمة,տոն
291,Lied::N,أغنية,երգ
292,Ruhe::N,هدوء,անդորրություն
293,Leute::N,ناس,մարդիկ
294,Volk::N,شعب,ազգ
295,Arbeit::N,عمل,գործ
296,Arbeit::N,عمل,աշխատանք
297,Gast::N,ضيف,հյուր
298,Geschenk::N,هدية,նվեր
299,Spiel::N,لعب,խաղ
300,Gesellschaft::N,صحبة,ընկերություն
301,Hilfe::N,عون,օգնությթուն
302,Hilfe::N,مساعدة,օգնությթուն
303,Freund::N,صديق,ընկեր
304,Freund::N,صديق,բարեկամ
305,Kamerad::N,زميل,ուղեկից
306,Angelegenheit::N,أمر,բան
307,Angelegenheit::N,أمر,գործ
308,Angelegenheit::N,شأن,բան
309,Angelegenheit::N,شأن,գործ
310,Anzahl::N,عدد,քանակ
311,Anzahl::N,عدد,գումար
312,Art::N,نوع,տեսակ
313,Stück::N,قطعة,կտոր
314,Teil::N,قسم,մաս
315,Hälfte::N,نصف,կես
316,Kreis::N,دائرة,շիջանակ
317,Kreuz::N,صليب,խաչ
318,Linie::N,خط,գիծ
319,Strich::N,شرطة,գիծ
320,Abstand::N,مسافة,անջրպետ
321,Entfernung::N,بعد,հեռավորություն
322,Gegend::N,ناحية,շրջան
323,Platz::N,فراغ,տարածություն
324,Ort::N,مكان,տեղ
325,Ort::N,مكان,վայր
326,Seite::N,جانب,կողմ
327,Mitte::N,وسط,մեջտեղ
328,Gegenstand::N,موضوع,առարկա
329,Sache::N,شيء,բան
330,Rand::N,حافة,վերջք
331,Kante::N,حافة,եզր
332,Ecke::N,ركن,անկյուն
333,Spitze::N,سن,ծայր
334,Ende::N,طرف,ծայր
335,Loch::N,ثقب,անցք
336,Winkel::N,زاوية,անկյուն
337,Muster::N,عينة,օրինակ
338,Größe::N,حجم,մեծություն
339,Länge::N,طول,երկարություն
340,Höhe::N,علو,բարձրություն
341,Höhe::N,ارتفاع,բարձրություն
342,Gewicht::N,وزن,կշիռ
343,Menge::N,كمية,քանակ
344,Haufen::N,كوم,դեզ
345,Haufen::N,كوم,կույտ
346,Reihe::N,صف,շարք
347,Reihe::N,صف,կարգ
348,Boot::N,قارب,նավակ
349,Boot::N,زورق,նավակ
350,Ruder::N,مجذاف,թի
351,Ruder::N,مجذاف,թիակ
352,Schlitten::N,مزلقة,բալխիր
353,Ski::N,زلاجة,դահուկ
354,Lagerfeuer::N,نار المخيم,բացօդեայ կրակ
355,Last::N,حمل,բեռ
356,Gang::N,مشية,զբոսանք
357,Schritt::N,خطوة,քայլ
358,Norden::N,شمال,հյուսիս
359,Süden::N,جنوب,հարավ
360,Westen::N,غرب,արեւմուտք
361,Osten::N,شرق,արեւելք
362,Holz::N,خشب,փայտ
363,Brett::N,لوح,տախտակ
364,Platte::N,صفيحة,թիթեղ
365,Stütze::N,سند,նեցուկ
366,Stütze::N,دعامة,նեցուկ
367,Stange::N,عود,ձող
368,Stock::N,عصا,փայտ
369,Stab::N,قضيب,ցուպ
370,Stab::N,قضيب,գավազան
371,Rohr::N,أنبوبة,խողովակ
372,Haus::N,دار,տուն
373,Haus::N,بيت,տուն
374,Heim::N,بيت,տուն
375,Heim::N,مسكن,տուն
376,Ofen::N,مدفأة,վառարան
377,Fußboden::N,أرضية,հատակ
378,Tisch::N,مائدة,սեղան
379,Stuhl::N,كرسي,աթոռ
380,Wiege::N,مهد,օրորոց
381,Bett::N,سرير,անկողին
382,Regal::N,رف,դարակ
383,Kiste::N,صندوق,տուփ
384,Fenster::N,شباك,պատուհան
385,Fenster::N,نافذة,պատուհան
386,Tür::N,باب,դուռ
387,Tor::N,بوابة,դարպաս
388,Zaun::N,سياج,ցանկապատ
389,Dach::N,سطح,տանիք
390,Dach::N,سطح,կտուր
391,Leiter::N,سلم,սանդուղք
392,Besen::N,مكنسة,ավել
393,Spaten::N,مسحاة,բահ
394,Schaufel::N,مجرفة,թի
395,Gabel::N,شوكة,պատառաքաղ
396,Löffel::N,ملعقة,գդալ
397,Messer::N,سكين,դանակ
398,Nagel::N,مسمار,մեխ
399,Netz::N,شبكة,ցանց
400,Haken::N,خطاف,կարթ
401,Haken::N,صنارة,կարթ
402,Griff::N,قبضة,կոթ
403,Griff::N,قبضة,բռնակ
404,Schloss::N,قفل,կողպեք
405,Bild::N,صورة,նկար
406,Bild::N,صورة,պատկեր
407,Figur::N,تمثال,քանդակ
408,Figur::N,تمثال,պատկեր
409,Puppe::N,دمية,տիկնիկ
410,Beutel::N,كيس,տոպրակ
411,Bündel::N,ربطة,կապոց
412,Tasche::N,شنطة,պայուսակ
413,Tasche::N,محفظة,պայուսակ
414,Eimer::N,سطل,դույլ
415,Eimer::N,جردل,դույլ
416,Deckel::N,سداد,կափարիչ
417,Geschirr::N,أوان,ամանեղեն
418,Sack::N,زكيبة,պարկ
419,Sack::N,زكيبة,տոպրակ
420,Tasse::N,فنجان,թաս
421,Tasse::N,فنجان,գավաթ
422,Topf::N,قدر,անոթ
423,Topf::N,طنجرة,անոթ
424,Kessel::N,قدر,կաթսա
425,Kessel::N,غلاية,կաթսա
426,Essen::N,طعام,կերակուր
427,Nahrung::N,غذاء,ուտելիք
428,Speise::N,أكل,խորտիկ
429,Speise::N,أكل,կերակուր
430,Fleisch::N,لحم,միս
431,Getreide::N,حبوب,հացահատիկ
432,Brei::N,عصيدة,լանդակ
433,Brot::N,خبز,հաց
434,Scheibe::N,شريحة,կտոր
435,Scheibe::N,شريحة,պատառ
436,Fett::N,سمن,ճարպ
437,Butter::N,زبدة,կարագ
438,Öl::N,زيت,ձեթ
439,Salz::N,ملح,աղ
440,Suppe::N,حساء,սուպ
441,Suppe::N,حساء,ապուր
442,Suppe::N,شربة,սուպ
443,Suppe::N,شربة,ապուր
444,Honig::N,عسل,մեղր
445,Milch::N,حليب,կաթ
446,Tee::N,شاي,թեյ
447,Leder::N,جلد,կաշի
448,Wolle::N,صوف,բուրդ
449,Stoff::N,قماش,գործվածք
450,Nadel::N,إبرة,ասեղ
451,Faden::N,خيط,թել
452,Knopf::N,زر,կոճակ
453,Knoten::N,عقدة,հանգույց
454,Farbe::N,صبغة,ներկ
455,Kleidung::N,ملابس,հագուստ
456,Hemd::N,قميص,վերնաշապիկ
457,Kragen::N,ياقة,օձիք
458,Ärmel::N,كم,թեւք
459,Hose::N,سروال,շալվար
460,Hose::N,بنطلون,շալվար
461,Gürtel::N,حزام,գոտի
462,Mütze::N,طاقية,կեպի
463,Schuh::N,حذاء,կոշիկ
464,Stiefel::N,جزمة,երկարաճիթ կոշիկ
465,Stiefel::N,حذاء طويل,երկարաճիթ կոշիկ
466,Ring::N,حلقة,զնգալ
467,Band::N,شريط,ժապավեն
468,Kamm::N,مشط,սանր
469,Spiegel::N,مرآة,հայելի
470,Riemen::N,سير,փոկ
471,Schnur::N,حبل,լար
472,Schnur::N,دوبارة,լար
473,Leine::N,قيد,փոկ
474,Decke::N,بطانية,վերմակ
475,Kissen::N,وسادة,բարձ
476,Tuch::N,منديل,թաշկինակ
477,Handtuch::N,فوطة,սրբիչ
478,Handtuch::N,منشفة,սրբիչ
479,Kraft::N,قدرة,ուժ
480,Stärke::N,قوة,պնդություն
481,Stärke::N,قوة,ամրություն
482,Gesundheit::N,صحة,առողջություն
483,Krankheit::N,مرض,ախտ
484,Krankheit::N,مرض,հիվանդություն
485,Schmerz::N,ألم,ցավ
486,Schmerz::N,ألم,տանջանք
487,Schmerz::N,وجع,ցավ
488,Schmerz::N,وجع,տանջանք
489,Wunde::N,جرح,վերք
490,Fieber::N,حمى,տենդ
491,Arznei::N,دواء,դեղ
492,Brücke::N,جسر,կամուրջ
493,Brunnen::N,بئر,հոր
494,Brunnen::N,بئر,ջրհոր
495,Weide::N,مرعى,արոտավայր
496,Pfad::N,درب,արահետ
497,Weg::N,سكة,ուղի
498,Straße::N,طريق,ճանապարհ
499,Dorf::N,قرية,գյուղ
500,Stadt::N,مدينة,քաղաք
501,Brief::N,خطاب,նամակ
502,Brief::N,مكتوب,նամակ
503,Buch::N,كتاب,գիրք
504,Buchstabe::N,حرف,տառ
505,Buchstabe::N,حرف,գիր
506,Zeitung::N,جريدة,լրագիր
507,Leben::N,عيش,կյանք
508,Leben::N,حياة,կյանք
509,Tod::N,موت,մահ
510,Tod::N,وفاة,մահ
511,Grab::N,قبر,գերեզման
512,Kirche::N,كنيسة,եկեղեցի
513,Sünde::N,خطيئة,մեղք
514,Gott::N,إله,աստված
515,Arbeiter::N,عامل,բանվոր
516,Arbeiter::N,عامل,աշխատող
517,Chef::N,رئيس,տեր
518,Meister::N,أسطى,վարպետ
519,Arzt::N,طبيب,բժիշկ
520,Lehrer::N,مدرس,ուսուցիչ
521,Geld::N,نقود,փող
522,Geschäft::N,صفقة,գործ
523,Geschäft::N,صفقة,աշխատանք
524,Laden::N,دكان,կրպակ
525,Laden::N,دكان,խանութ
526,Preis::N,سعر,գին
527,Ware::N,بضاعة,ապրանք
528,Nutzen::N,فائدة,օգուտ
529,Reichtum::N,غنى,հարստություն
530,Reichtum::N,ثروة,հարստություն
531,Welt::N,عالم,աշխարհ
532,Welt::N,دنيا,աշխարհ
533,Land::N,بلد,երկիր
534,Staat::N,دولة,պետություն
535,König::N,ملك,արքա
536,König::N,ملك,թագավոր
537,Macht::N,سلطة,իշխանություն
538,Grenze::N,حدود,սահման
539,Krieg::N,حرب,պատերազմ
540,Feind::N,عدو,թշնամի
541,Gewalt::N,عنف,բռնություն
542,Gewalt::N,عنف,սաստկություն
543,Kampf::N,قتال,մարտ
544,Bogen[Waffe]::N,قوس,աղեղ
545,Pfeil::N,سهم,նետ
546,Gewehr::N,بندقية,հրացան
547,Fehler::N,خطأ,սխալ
548,Lüge::N,كذب,սուտ
549,Schaden::N,تلف,վնաս
550,Unglück::N,نحس,դժբախտություն
551,Schuld::N,ذنب,պակասություն
552,Alter::N,سن,հասակ
553,Alter::N,عمر,հասակ
554,Schluss::N,ختام,վերջ
555,Schluss::N,ختام,վախճան
556,Schluss::N,نهاية,վերջ
557,Schluss::N,نهاية,վախճան
558,Zeit::N,وقت,ժամանակ
559,Tag::N,يوم,օր
560,Morgen::N,صباح,առավոտ
561,Mittag::N,ظهر,կեսօր
562,Abend::N,مساء,երեկո
563,Nacht::N,ليلة,գիշեր
564,Woche::N,أسبوع,շաբաթ
565,Monat::N,شهر,ամիս
566,Jahr::N,عام,տարի
567,Jahr::N,سنة,տարի
568,Frühling::N,ربيع,գարուն
569,Sommer::N,صيف,ամառ
570,Herbst::N,خريف,աշուն
571,Winter::N,شتاء,ձմեռ
572,Januar::N,يناير,հունվար
573,Januar::N,كانون الثاني,հունվար
574,Februar::N,شباط,փետրվար
575,Februar::N,فبراير,փետրվար
576,März::N,آذار,մարտ
577,März::N,مارس,մարտ
578,April::N,نيسان,ապրիլ
579,Mai::N,مايو,մայիս
580,Juni::N,يونيو,հունիս
581,Juni::N,حزيران,հունիս
582,Juli::N,تموز,հուլիս
583,Juli::N,يوليو,հուլիս
584,August::N,آب,օգոստոս
585,August::N,أغسطس,օգոստոս
586,September::N,أيلول,սեպտեմբեր
587,September::N,سبتمبر,սեպտեմբեր
588,Oktober::N,أكتوبر,հոկտեմբեր
589,Oktober::N,تشرين الأول,հոկտեմբեր
590,November::N,نوفمبر,նոյեմբեր
591,November::N,تشرين الثاني,նոյեմբեր
592,Dezember::N,ديسمبر,դեկտեմբեր
593,Dezember::N,كانون الأول,դեկտեմբեր
594,Montag::N,يوم الاثنين,երկուշաբթի
595,Dienstag::N,يوم الثلاثاء,երեքշաբթի
596,Mittwoch::N,يوم الأربعاء,չորեքշաբթի
597,Donnerstag::N,يوم الخميس,հինգշաբթի
598,Freitag::N,يوم الجمعة,ուրբաթ
599,Samstag::N,يوم السبت,շաբաթ
600,Sonntag::N,يوم الأحد,կիրակի
601,groß::A,كبير,մեծ
602,groß::A,كبير,խոշոր
603,klein::A,صغير,պստիկ
604,klein::A,صغير,փոքրիկ
605,lang::A,طويل,երկար
606,kurz::A,قصير,կարճ
607,breit::A,واسع,լայն
608,schmal::A,ضيق,նեղ
609,dicht::A,كث,խիտ
610,dicht::A,كثيف,խիտ
611,dick[Gegenstand]::A,غليظ,հաստ
612,dünn::A,رفيع,բարակ
613,fein::A,رقيق,նուրբ
614,fest::A,متين,ամուր
615,fest::A,متين,պինդ
616,flach::A,سهل,տափակ
617,flach::A,منبسط,տափակ
618,glatt::A,ناعم,հարթ
619,hart::A,صلب,կարծր
620,hart::A,جامد,կարծր
621,weich::A,لين,մեղմ
622,weich::A,لين,փափուկ
623,rund::A,مستدير,կլոր
624,spitz::A,مدبب,սրածայր
625,scharf::A,حاد,սուր
626,stumpf::A,ثالم,գուլ
627,schwer::A,ثقيل,ծանր
628,schön::A,جميل,սիրուն
629,schön::A,جميل,գեղեցիկ
630,heiß::A,حار,թեժ
631,heiß::A,ساخن,թեժ
632,warm::A,دافئ,տաք
633,warm::A,دافئ,ջերմ
634,kalt::A,بارد,ցուրտ
635,kühl::A,قر,զով
636,frisch::A,طازج,թարմ
637,feucht::A,رطب,ղոնավ
638,nass::A,مبلول,թաց
639,trocken::A,جاف,ցամաք
640,voll::A,ملء,լի
641,voll::A,ملء,լիքը
642,leer::A,خال,դատարկ
643,leer::A,فارغ,դատարկ
644,offen::A,مفتوح,բաց
645,geschlossen::A,مغلق,գոց
646,sauber::A,نظيف,մաքուր
647,schmutzig::A,قذر,կեղտոտ
648,roh::A,نيء,հում
649,reif::A,ناضج,հասած
650,reif::A,ناضج,հասուն
651,lecker::A,لذيذ,համեղ
652,süß::A,حلو,անուշ
653,bitter::A,مر,կծու
654,sauer::A,حامض,թթու
655,sauer::A,حامض,թթված
656,hell::A,نير,պայծառ
657,hell::A,نير,խելամիտ
658,dunkel::A,مظلم,մութ
659,schwarz::A,أسود,սեւ
660,weiß::A,أبيض,սպիտակ
661,rot::A,أحمر,կարմիր
662,gelb::A,أصفر,դեղին
663,blau::A,أزرق,կապույտ
664,grün::A,أخضر,կանաչ
665,grau::A,رمادي,գորշ
666,bunt::A,ملوب,գոյնզգոյն
667,billig::A,رخيص,էժան
668,teuer::A,غال,թանկ
669,wertvoll::A,ثمين,թանկարժեք
670,blind::A,أعمى,կույր
671,taub::A,أصم,խուլ
672,taub::A,أطرش,խուլ
673,kräftig::A,قوي,հզոր
674,stark::A,قوي,ուժեղ
675,schwach::A,ضعيف,տկար
676,schwach::A,ضعيف,թույլ
677,fett::A,سمين,գեր
678,schlank::A,أهيف,նիհար
679,hübsch::A,جميل,գրավիչ
680,hübsch::A,جميل,սիրունիկ
681,böse::A,رديء,չար
682,dumm::A,أبله,հիմար
683,dumm::A,أحمق,հիմար
684,faul::A,كسلان,ծույլ
685,fleißig::A,مجتهد,ջանասեր
686,fleißig::A,مجتهد,փութաջան
687,geizig::A,بخيل,ագահ
688,geizig::A,بخيل,կծծի
689,klug::A,ذكي,խելոք
690,klug::A,ذكي,ընդունակ
691,klug::A,عاقل,խելոք
692,klug::A,عاقل,ընդունակ
693,geschickt::A,ماهر,ճարտար
694,lieb::A,عزيز,սիրելի
695,lustig::A,مرح,զվարթ
696,sanft::A,حليم,հեզ
697,hungrig::A,جائع,քաղցած
698,krank::A,مريض,հիվանդ
699,nackt::A,عار,մերկ
700,traurig::A,حزين,տխուր
701,lebendig::A,حي,կենդանի
702,gut::A,جيد,լավ
703,schlecht::A,سيء,վատ
704,richtig::A,صحيح,ձիշտ
705,schlimm::A,خبيث,լղրճուկ
706,wahr::A,حق,ճիշտ
707,wahr::A,حق,իրական
708,alt::A,قديم,հին
709,neu::A,جديد,նոր
710,ehemalig::A,سابق,նախկին
711,alt[Lebewesen]::A,مسن,ծեր
712,alt[Lebewesen]::A,مسن,պառավ
713,jung::A,شاب,մատաղ
714,jung::A,صغير,մատաղ
715,arm::A,فقير,աղքատ
716,reich::A,غني,հարուստ
717,bekannt::A,معلوم,ծանոթ
718,berühmt::A,مشهور,հայտնի
719,berühmt::A,مشهور,հռչակավոր
720,fremd::A,أجنبي,օտար
721,verschieden::A,مختلف,տարբեր
722,nah::A,قريب,մոտ
723,nah::A,قريب,մերձ
724,fern::A,بعيد,հեռավոր
725,linker::A,يسار,ձախ
726,rechter::A,يمين,աջ
727,anderer::A,آخر,այլ
728,anderer::A,آخر,ուրիշ
729,erster::A,أول,առաջին
730,zweiter::A,ثان,երկրորդ
731,dritter::A,ثالث,երրորդ
732,letzter::A,أخير,վերջին
733,allein::ADV,وحده,միայնակ
734,auf einmal::ADV,بالمرة,միասնաբար
735,zusammen::ADV,معا,միասին
736,zusammen::ADV,معا,իրար հետ
737,lange::ADV,مدة طويلة,երկար ժամանակ
738,plötzlich::ADV,فجأة,հանկարծ
739,sofort::ADV,حالا,իսկույն
740,sofort::ADV,فورا,իսկույն
741,später::ADV,فيما بعد,ավելի ուշ
