,Concept_ID,fi,ku
82,Rauch::N,savu,dû
83,Funke::N,kipinä,çirûşk
84,Feuer::N,tuli,agir
85,Licht::N,valo,ronahî
86,Schatten::N,varjo,sî
87,Wetter::N,sää,hewa
88,Nebel::N,sumu,mij
89,Wolke::N,pilvi,ewr
90,Regen::N,sade,baran
91,Schnee::N,lumi,berf
92,Eis::N,jää,qeşa
93,Frost::N,halla,xûsik
94,Frost::N,pakkanen,xûsik
95,Kälte::N,vilu,serma
96,Kälte::N,kylmyys,serma
97,Hitze::N,helle,germayî
98,Hitze::N,kuumuus,germayî
99,Raureif::N,huurre,şext
100,Regenbogen::N,sateenkaari,heftreng
101,Donner::N,jyrinä,gire-gir
102,Strömung::N,virtaus,şewl
103,Tropfen::N,tippa,dilop
104,Tropfen::N,pisara,dilop
105,Schaum::N,vaahto,kef
106,Schmutz::N,loka,gemar
107,See::N,järvi,gol
108,Sumpf::N,suo,hezek
109,Moor::N,räme,mafêl
110,Wiese::N,niitty,sûrik
111,Wald::N,metsä,çiya
112,Wald::N,metsä,daristan
113,Hügel::N,mäki,gir
114,Hügel::N,kumpu,gir
115,Hügel::N,kukkula,gir
116,Anhöhe::N,mäki,sere gir
117,Anhöhe::N,kumpare,sere gir
118,Berg::N,mäki,kaş
119,Berg::N,vuori,kaş
120,Gipfel::N,laki,sere gir
121,Gipfel::N,huippu,sere gir
122,Höhle::N,luola,şikeft
123,Abhang::N,rinne,kaş
124,Quelle::N,lähde,kanî
125,Bach::N,puro,çem
126,Fluss::N,joki,çem
127,Fluss::N,joki,rûbar
128,Ufer::N,ranta,kevî
129,Küste::N,rannikko,berav
130,Festland::N,manner,bejahî
131,Meer::N,meri,behr
132,Bucht::N,lahti,derav
133,Insel::N,saari,girav
134,Blume::N,kukka,kulînk
135,Gras::N,ruoho,giha
136,Wurzel::N,juuri,reh
137,Baum::N,puu,dar
138,Stamm::N,runko,bavik
139,Rinde::N,kuori,qaqil
140,Rinde::N,parkki,qaqil
141,Ast::N,oksa,gulî
142,Zweig::N,haara,şax
143,Blatt::N,lehti,pel
144,Birke::N,koivu,dara sipî
145,Kiefer[Baum]::N,mänty,dara bî
146,Kiefer[Baum]::N,petäjä,dara bî
147,Weide[Baum]::N,paju,dara belalûk
148,Tanne::N,kuusi,merx
149,Horn::N,sarvi,strô
150,Feder::N,sulka,pîrtîk
151,Feder::N,höyhen,pîrtîk
152,Fell::N,talja,heyar
153,Flügel::N,siipi,per
154,Klaue::N,kynsi,napîk
155,Kralle::N,kynsi,dinik
156,Kralle::N,kynsi,dirnax
157,Schwanz::N,häntä,dûv
158,Schwanz::N,pyrstö,dûv
159,Ei::N,muna,hêk
160,Nest::N,pesä,hêlîn
161,Bau::N,pesä,avahî
162,Tier::N,eläin,heywan
163,Herde::N,lauma,hoz
164,Kuh::N,lehmä,çêlek
165,Bulle::N,sonni,ga
166,Pferd::N,hevonen,hesp
167,Schaf::N,lammas,mîh
168,Schwein::N,sika,beraz
169,Hund::N,koira,seh
170,Katze::N,kissa,pişîk
171,Bär::N,karhu,hirç
172,Eichhörnchen::N,orava,pilûr
173,Elch::N,hirvi,pazkovî
174,Fuchs::N,kettu,rovî
175,Hase::N,jänis,kîroşk
176,Maus::N,hiiri,mişk
177,Wolf::N,susi,gur
178,Vogel::N,lintu,çûk
179,Schwarm::N,parvi,lufik
180,Huhn::N,kana,mirîşk
181,Hahn::N,kukko,dîk
182,Gans::N,hanhi,qaz
183,Adler::N,kotka,eylo
184,Ente::N,ankka,werdek
185,Eule::N,pöllö,bûm
186,Eule::N,pöllö,kund
187,Kranich::N,kurki,quling
188,Krähe::N,varis,qijik
189,Kuckuck::N,käki,pepûk
190,Schwan::N,joutsen,qû
191,Fisch::N,kala,masî
192,Barsch::N,ahven,okûn
193,Hecht::N,hauki,mesîyê lûf
194,Schlange[Tier]::N,käärme,mar
195,Wurm::N,mato,kurm
196,Spinne::N,hämähäkki,pîrê
197,Ameise::N,muurahainen,mîro
198,Ameise::N,muurahainen,gêrîk
199,Laus::N,täi,spi
200,Mücke::N,sääski,mêş
201,Mücke::N,hyttynen,mêş
202,Fliege::N,kärpänen,mêş
203,Schmetterling::N,perhonen,perperîk
204,Beere::N,marja,hirç
205,Apfel::N,omena,sêv
206,Pilz::N,sieni,bîrov
207,Zwiebel::N,sipuli,pîvaz
208,Saat::N,siemenet,tov
209,Korn::N,jyvä,dexl
210,Korn::N,vilja,dexl
211,Heu::N,heinä,sap
212,Schale::N,kuori,qaşik
213,Grube::N,kuoppa,çahl
214,Falle::N,loukku,dafik
215,Schlinge::N,ansa,dahf
216,Spur::N,jälki,rêç
217,Asche::N,tuhka,xweli
218,Dreck::N,lika,gemarî
219,Eisen::N,rauta,hesing
220,Gold::N,kulta,zêr
221,Silber::N,hopea,zîv
222,Kohle::N,hiili,komir
223,Glas::N,lasi,qedeh
224,Lehm::N,savi,kelpîç
225,Sand::N,hiekka,qûm
226,Mensch::N,ihminen,mirov
227,Mann::N,mies,mêr
228,Frau::N,nainen,jin
229,Kind::N,lapsi,zarok
230,Junge::N,poika,kur
231,Mädchen::N,tyttö,keç
232,Mädchen::N,tyttö,keçik
233,Familie::N,perhe,malbat
234,Großvater::N,isoisä,bapîr
235,Großmutter::N,isoäiti,pîrik
236,Eltern::N,vanhemmat,bavudê
237,Vater::N,isä,bav
238,Mutter::N,äiti,dê
239,Mutter::N,äiti,dayik
240,Sohn::N,poika,kur
241,Tochter::N,tytär,keç
242,Bruder::N,veli,bira
243,Schwester::N,sisko,xweh
244,Onkel::N,eno,am
245,Onkel::N,eno,xal
246,Onkel::N,setä,am
247,Onkel::N,setä,xal
248,Tante::N,täti,metik
249,Tante::N,täti,xaltîk
250,Ehemann::N,mies,mêr
251,Ehemann::N,aviomies,mêr
252,Ehefrau::N,vaimo,kulfet
253,Ehefrau::N,aviovaimo,kulfet
254,Freude::N,ilo,kêfxweşî
255,Freude::N,riemu,kêfxweşî
256,Gelächter::N,nauru,pîrqînî
257,Glück::N,onni,bext
258,Kummer::N,suru,derd
259,Kummer::N,murhe,derd
260,Wunsch::N,toive,daxwaz
261,Wunsch::N,toive,xwestek
262,Wunsch::N,toivomus,daxwaz
263,Wunsch::N,toivomus,xwestek
264,Lust::N,himo,şewq
265,Geist::N,henki,aqil
266,Gedanke::N,aate,fikir
267,Gedanke::N,ajatus,fikir
268,Gedächtnis::N,muisti,aqil
269,Verstand::N,äly,fêm
270,Verstand::N,järki,fêm
271,Verstand::N,ymmärrys,fêm
272,Sinn::N,merkitys,aqil
273,Grund::N,syy,asas
274,Grund::N,peruste,asas
275,Wahrheit::N,tosi,rastî
276,Wahrheit::N,totuus,rastî
277,Gespräch::N,puhelu,guftûgo
278,Gespräch::N,keskustelu,guftûgo
279,Märchen::N,satu,çirok
280,Erzählung::N,tarina,çirok
281,Erzählung::N,tarina,vegotin
282,Erzählung::N,kertomus,çirok
283,Erzählung::N,kertomus,vegotin
284,Nachricht::N,tieto,nûçe
285,Nachricht::N,ilmoitus,nûçe
286,Neuigkeit::N,uutinen,hewal
287,Name::N,nimi,nav
288,Name::N,nimi,paşnav
289,Rätsel::N,arvoitus,tiştonek
290,Rede::N,puhe,gotar
291,Rede::N,puhe,axavtin
292,Sprache::N,kieli,ziman
293,Stimme::N,ääni,pejn
294,Wort::N,sana,gotin
295,Zeichen::N,merkki,şanek
296,Ruf::N,kutsu,hawar
297,Lärm::N,melu,xarbalix
298,Lärm::N,hälinä,xarbalix
299,Laut::N,ääni,deng
300,Laut::N,ääni,hês
301,Ton::N,sävel,awaz
302,Lied::N,laulu,sitran
303,Ruhe::N,lepo,rihetî
304,Ruhe::N,rauha,rihetî
305,Leute::N,väki,xelk
306,Leute::N,ihmiset,xelk
307,Volk::N,kansa,xelk
308,Arbeit::N,työ,xebat
309,Gast::N,vieras,mêvan
310,Geschenk::N,lahja,diyarî
311,Spiel::N,peli,lîstik
312,Spiel::N,leikki,lîstik
313,Gesellschaft::N,seura,komal
314,Hilfe::N,apu,alîkarî
315,Freund::N,ystävä,heval
316,Kamerad::N,toveri,heval
317,Angelegenheit::N,asia,pirsgirêk
318,Anzahl::N,lukumäärä,çend
319,Art::N,laji,çeh
320,Stück::N,pala,lib
321,Stück::N,pala,parçe
322,Stück::N,kappale,lib
323,Stück::N,kappale,parçe
324,Teil::N,osa,parçe
325,Hälfte::N,puoli,nîvî
326,Kreis::N,ympyrä,çemil
327,Kreuz::N,risti,xaç
328,Linie::N,viiva,xezik
329,Strich::N,piirto,xezik
330,Abstand::N,väli,dûrahî
331,Abstand::N,väljyys,dûrahî
332,Entfernung::N,etäisyys,dûrahî
333,Gegend::N,seutu,dever
334,Platz::N,tila,çih
335,Ort::N,kohta,dever
336,Ort::N,paikka,dever
337,Seite::N,sivu,rûpel
338,Seite::N,kylki,rûpel
339,Mitte::N,keskus,nav
340,Mitte::N,keskus,nabênê
341,Mitte::N,puoliväli,nav
342,Mitte::N,puoliväli,nabênê
343,Gegenstand::N,kalu,tişt
344,Gegenstand::N,esine,tişt
345,Sache::N,asia,tişt
346,Rand::N,ääri,kevî
347,Rand::N,syrjä,kevî
348,Kante::N,särmä,kevî
349,Ecke::N,nurkka,qunç
350,Spitze::N,terä,derzî
351,Spitze::N,kärki,derzî
352,Ende::N,pää,talî
353,Ende::N,perä,talî
354,Loch::N,kolo,qul
355,Loch::N,reikä,qul
356,Winkel::N,kulma,kurnîşk
357,Muster::N,kuvio,desen
358,Größe::N,koko,mezinî
359,Größe::N,suuruus,mezinî
360,Länge::N,pituus,dirêjahî
361,Höhe::N,korkeus,bilindayî
362,Gewicht::N,paino,giranî
363,Menge::N,määrä,qas
364,Haufen::N,kasa,lod
365,Reihe::N,rivi,rêz
366,Boot::N,vene,kelek
367,Ruder::N,airo,bêrik
368,Schlitten::N,reki,xîjik
369,Schlitten::N,kelkka,xîjik
370,Ski::N,suksi,lakan
371,Lagerfeuer::N,nuotio,agir
372,Last::N,kuorma,bar
373,Gang::N,kulku,fîtêz
374,Gang::N,käynti,fîtêz
375,Schritt::N,askel,gav
376,Norden::N,pohjoinen,bakur
377,Süden::N,etelä,başur
378,Westen::N,länsi,rojava
379,Osten::N,itä,rojhilat
380,Holz::N,puu,dep
381,Brett::N,lauta,dep
382,Platte::N,levy,dep
383,Stütze::N,noja,destek
384,Stange::N,tanko,sing
385,Stock::N,keppi,çam
386,Stab::N,sauva,qat
387,Stab::N,seiväs,qat
388,Rohr::N,putki,borî
389,Haus::N,talo,mal
390,Haus::N,talo,xanî
391,Heim::N,koti,mal
392,Ofen::N,uuni,sobe
393,Fußboden::N,lattia,binpê
394,Tisch::N,pöytä,mase
395,Stuhl::N,tuoli,kursî
396,Wiege::N,kehto,derguş
397,Bett::N,sänky,qerewêle
398,Regal::N,hylly,rêbaz
399,Kiste::N,arkku,sindoq
400,Kiste::N,kirstu,sindoq
401,Kiste::N,laatikko,sindoq
402,Fenster::N,ikkuna,çam
403,Fenster::N,ikkuna,şibeke
404,Tür::N,ovi,derî
405,Tor::N,portti,derge
406,Zaun::N,aita,hejik
407,Dach::N,katto,sere xanî
408,Leiter::N,tikkaat,pêling
409,Leiter::N,tikapuut,pêling
410,Besen::N,luuta,melkes
411,Spaten::N,lapio,mer
412,Schaufel::N,lapio,bêr
413,Gabel::N,haarukka,çetel
414,Löffel::N,lusikka,kevçî
415,Messer::N,veitsi,kêr
416,Nagel::N,naula,bizmar
417,Netz::N,verkko,tor
418,Haken::N,haka,çenqel
419,Haken::N,koukku,çenqel
420,Griff::N,ripa,destî
421,Griff::N,kahva,destî
422,Schloss::N,lukko,qonax
423,Bild::N,kuva,dimen
424,Figur::N,kuvio,figûr
425,Puppe::N,nukke,bûk
426,Beutel::N,pussi,kîsik
427,Bündel::N,nippu,pêçek
428,Bündel::N,kimppu,pêçek
429,Tasche::N,laukku,bêrîk
430,Eimer::N,sanko,dewl
431,Eimer::N,ämpäri,dewl
432,Deckel::N,kansi,devik
433,Geschirr::N,astia,ferax
434,Sack::N,säkki,tûr
435,Tasse::N,kuppi,kada
436,Topf::N,pata,beroş
437,Kessel::N,kattila,şîril
438,Essen::N,syönti,xwarin
439,Nahrung::N,ruoka,xwarin
440,Nahrung::N,ravinto,xwarin
441,Speise::N,ruoka,xwarin
442,Fleisch::N,liha,goşt
443,Getreide::N,vilja,zad
444,Brei::N,puuro,hewdêl
445,Brot::N,leipä,
446,Scheibe::N,viipale,parçe
447,Fett::N,rasva,rûn
448,Butter::N,voi,rûn
449,Öl::N,öljy,rûn
450,Salz::N,suola,xwe
451,Suppe::N,keitto,şorbe
452,Honig::N,hunaja,hingiv
453,Milch::N,maito,şîr
454,Tee::N,tee,çay
455,Leder::N,nahka,çerm
456,Wolle::N,villa,herî
457,Stoff::N,kangas,paç
458,Nadel::N,neula,derzî
459,Faden::N,lanka,ta
460,Knopf::N,nappi,bişkok
461,Knoten::N,solmu,girêk
462,Farbe::N,maali,boyax
463,Kleidung::N,vaatteet,çil
464,Hemd::N,paita,qutik
465,Hemd::N,paita,miltan
466,Kragen::N,kaulus,stûvang
467,Ärmel::N,hiha,hûçik
468,Hose::N,housut,şewel
469,Gürtel::N,vyö,qayiş
470,Mütze::N,lakki,fîno
471,Schuh::N,kenkä,şêkal
472,Stiefel::N,saapas,gizme
473,Stiefel::N,saapas,çizme
474,Ring::N,sormus,xelek
475,Band::N,nauha,band
476,Kamm::N,kampa,şeh
477,Spiegel::N,peili,eynik
478,Riemen::N,hihna,qayiş
479,Schnur::N,naru,doxin
480,Schnur::N,nuora,doxin
481,Leine::N,talutushihna,şirît
482,Decke::N,peite,bataniye
483,Kissen::N,tyyny,balgî
484,Kissen::N,pielus,balgî
485,Tuch::N,huivi,şar
486,Handtuch::N,pyyheliina,dezmal
487,Kraft::N,väki,hêz
488,Kraft::N,väki,qewet
489,Kraft::N,voima,hêz
490,Kraft::N,voima,qewet
491,Stärke::N,vahvuus,xurtî
492,Gesundheit::N,terveys,nojdarî
493,Krankheit::N,tauti,nexweşî
494,Krankheit::N,sairaus,nexweşî
495,Schmerz::N,kipu,êş
496,Schmerz::N,särky,êş
497,Wunde::N,haava,kul
498,Fieber::N,kuume,ta
499,Arznei::N,lääke,derman
500,Brücke::N,silta,kopî
501,Brunnen::N,kaivo,çal
502,Brunnen::N,kaivo,kani
503,Weide::N,laidun,beyar
504,Pfad::N,polku,xaçirek
505,Weg::N,tie,rê
506,Straße::N,katu,rê
507,Dorf::N,kylä,gund
508,Stadt::N,kaupunki,baçar
509,Brief::N,kirje,name
510,Buch::N,kirja,kitêb
511,Buch::N,kirja,pirtûk
512,Buchstabe::N,kirjain,herf
513,Zeitung::N,lehti,rojname
514,Zeitung::N,sanomalehti,rojname
515,Leben::N,elo,jiyan
516,Leben::N,elämä,jiyan
517,Tod::N,kuolema,mirin
518,Grab::N,hauta,mezel
519,Kirche::N,kirkko,gilyas
520,Sünde::N,synti,guneh
521,Gott::N,jumala,xwedê
522,Arbeiter::N,työläinen,hîşçî
523,Chef::N,päällikkö,bêg
524,Meister::N,mestari,hoste
525,Arzt::N,lääkäri,doktor
526,Lehrer::N,opettaja,mamoste
527,Geld::N,raha,pere
528,Geschäft::N,liike,firoşgeh
529,Laden::N,puoti,dikan
530,Laden::N,kauppa,dikan
531,Preis::N,hinta,buha
532,Ware::N,tavara,tişt
533,Nutzen::N,hyöty,fêde
534,Reichtum::N,rikkaus,serwet
535,Welt::N,maailma,dinya
536,Land::N,maa,welat
537,Staat::N,valtio,dewlet
538,König::N,kuningas,şah
539,König::N,kuningas,qral
540,Macht::N,mahti,qewet
541,Macht::N,mahti,destihilat
542,Grenze::N,raja,kevî
543,Krieg::N,sota,çeng
544,Krieg::N,sota,sêwaş
545,Feind::N,vihollinen,dijmin
546,Gewalt::N,väkivalta,zor
547,Kampf::N,taistelu,şer
548,Bogen[Waffe]::N,jousi,kêvan
549,Pfeil::N,nuoli,çîrik
550,Gewehr::N,kivääri,tifing
551,Fehler::N,vika,şaşî
552,Fehler::N,virhe,şaşî
553,Lüge::N,valhe,derew
554,Schaden::N,vaurio,xisar
555,Schaden::N,vahinko,xisar
556,Unglück::N,vahinko,bêbextî
557,Unglück::N,onnettomuus,bêbextî
558,Schuld::N,syy,suç
559,Alter::N,ikä,temen
560,Schluss::N,loppu,girtin
561,Zeit::N,aika,çax
562,Tag::N,päivä,roj
563,Morgen::N,aamu,sibeh
564,Morgen::N,huomen,sibeh
565,Mittag::N,keskipäivä,nîro
566,Abend::N,ilta,êvar
567,Nacht::N,yö,şev
568,Woche::N,viikko,heftî
569,Monat::N,kuukausi,meh
570,Jahr::N,vuosi,sal
571,Frühling::N,kevät,bihar
572,Sommer::N,kesä,havîn
573,Herbst::N,syksy,payîz
574,Winter::N,talvi,zistan
575,Januar::N,tammikuu,çile
576,Februar::N,helmikuu,sibat
577,März::N,maaliskuu,adar
578,April::N,huhtikuu,nîsan
579,Mai::N,toukokuu,gûlan
580,Juni::N,kesäkuu,hezîran
581,Juli::N,heinäkuu,tîmeh
582,August::N,elokuu,tebax
583,September::N,syyskuu,îlon
584,Oktober::N,lokakuu,çotmeh
585,November::N,marraskuu,mijdar
586,Dezember::N,joulukuu,kanûn
587,Montag::N,maanantai,duşemb
588,Dienstag::N,tiistai,sêşem
589,Mittwoch::N,keskiviikko,çarşemb
590,Donnerstag::N,torstai,pêşemb
591,Freitag::N,perjantai,în
592,Samstag::N,lauantai,şemî
593,Sonntag::N,sunnuntai,yekşemb
594,groß::A,iso,mezin
595,groß::A,suuri,mezin
596,klein::A,pieni,çûçik
597,lang::A,pitkä,dirêj
598,kurz::A,lyhyt,kin
599,breit::A,leveä,fireh
600,schmal::A,kapea,tenik
601,dicht::A,taaja,gir
602,dick[Gegenstand]::A,paksu,şîşman
603,dünn::A,ohut,zirav
604,fein::A,hieno,tenik
605,fest::A,luja,saxlem
606,flach::A,litteä,pahn
607,flach::A,tasainen,pahn
608,glatt::A,sileä,dûz
609,glatt::A,sileä,şayîk
610,glatt::A,siloinen,dûz
611,glatt::A,siloinen,şayîk
612,hart::A,kova,hişk
613,weich::A,pehmeä,nerm
614,rund::A,pyöreä,gilover
615,spitz::A,terävä,pîj
616,scharf::A,terävä,tûj
617,stumpf::A,tylsä,ne tûj
618,schwer::A,raskas,giran
619,schwer::A,painava,giran
620,schön::A,kaunis,xweş
621,schön::A,kaunis,xweşik
622,heiß::A,kuuma,kelandî
623,warm::A,lämmin,germ
624,kalt::A,kylmä,sar
625,kalt::A,viluinen,sar
626,kühl::A,viileä,jemîrî
627,frisch::A,tuore,ter
628,feucht::A,kostea,şil
629,nass::A,märkä,şilek
630,trocken::A,kuiva,zuwa
631,voll::A,täysi,tijî
632,leer::A,tyhjä,vala
633,offen::A,avonainen,vekirî
634,geschlossen::A,suljettu,asê
635,sauber::A,puhdas,pakij
636,schmutzig::A,likainen,lewitî
637,roh::A,raaka,xav
638,reif::A,kypsä,gihaştî
639,lecker::A,herkullinen,xweş
640,süß::A,makea,şîrîn
641,bitter::A,karvas,tahl
642,bitter::A,kitkerä,tahl
643,sauer::A,hapan,tirş
644,hell::A,kirkas,ronî
645,hell::A,valoisa,ronî
646,dunkel::A,pimeä,tarî
647,schwarz::A,musta,reş
648,weiß::A,valkea,sipî
649,rot::A,punainen,sor
650,gelb::A,keltainen,zer
651,blau::A,sininen,şîn
652,grün::A,vihreä,şîn
653,grau::A,harmaa,gewr
654,bunt::A,kirjava,rengîn
655,billig::A,halpa,erzan
656,billig::A,huokea,erzan
657,teuer::A,kallis,biha
658,wertvoll::A,arvokas,hêja
659,wertvoll::A,arvokas,giranbiha
660,blind::A,sokea,kor
661,taub::A,kuuro,kerr
662,kräftig::A,väkevä,gir
663,kräftig::A,väkevä,xurt
664,kräftig::A,voimakas,gir
665,kräftig::A,voimakas,xurt
666,stark::A,vahva,xurt
667,schwach::A,heikko,kesad
668,fett::A,lihava,qelew
669,schlank::A,hoikka,zirav
670,schlank::A,solakka,zirav
671,hübsch::A,soma,xweşik
672,hübsch::A,sievä,xweşik
673,böse::A,paha,xerab
674,böse::A,paha,aciz
675,böse::A,häijy,xerab
676,böse::A,häijy,aciz
677,dumm::A,tyhmä,gêj
678,dumm::A,typerä,gêj
679,faul::A,laiska,têmbêl
680,fleißig::A,ahkera,jêhatî
681,geizig::A,saita,destgirtî
682,klug::A,älykäs,baqil
683,geschickt::A,taitava,zîrek
684,geschickt::A,taitava,ziring
685,lieb::A,rakas,delal
686,lustig::A,hauska,kêfxweş
687,lustig::A,iloinen,kêfxweş
688,sanft::A,lauha,nazenîn
689,sanft::A,lempeä,nazenîn
690,hungrig::A,nälkäinen,birçî
691,krank::A,sairas,nexweş
692,nackt::A,alaston,rût
693,nackt::A,alaston,tazî
694,traurig::A,surullinen,xemgîn
695,traurig::A,murheellinen,xemgîn
696,lebendig::A,elävä,bisaxî
697,gut::A,hyvä,baş
698,schlecht::A,paha,xerab
699,schlecht::A,huono,xerab
700,richtig::A,oikea,rast
701,richtig::A,oikea,saxlem
702,schlimm::A,paha,nebaş
703,wahr::A,tosi,rast
704,alt::A,vanha,pîr
705,alt::A,vanha,kevn
706,neu::A,uusi,nû
707,ehemalig::A,entinen,kevnar
708,ehemalig::A,entinen,peşidar
709,ehemalig::A,muinainen,kevnar
710,ehemalig::A,muinainen,peşidar
711,alt[Lebewesen]::A,vanha,pîr
712,jung::A,nuori,xort
713,arm::A,köyhä,feqîr
714,arm::A,köyhä,desteng
715,reich::A,rikas,dewlemend
716,bekannt::A,tuttu,naskirî
717,bekannt::A,tunnettu,naskirî
718,berühmt::A,kuuluisa,navdar
719,fremd::A,vieras,xerîb
720,verschieden::A,eri,çîhê
721,verschieden::A,erilainen,çîhê
722,nah::A,läheinen,nêzîk
723,fern::A,etäinen,dûr
724,linker::A,vasen,çepê
725,rechter::A,oikea,rastê
726,anderer::A,muu,yê din
727,anderer::A,toinen,yê din
728,erster::A,ensimmäinen,yekemîn
729,zweiter::A,toinen,duda
730,dritter::A,kolmas,sisêya
731,letzter::A,viimeinen,paşîn
732,allein::ADV,yksin,tenê
733,auf einmal::ADV,yhdellä kertaa,jar kê
734,zusammen::ADV,yhdessä,tev
735,zusammen::ADV,yhdessä,bi hev re
736,lange::ADV,kauan,dirêj
737,lange::ADV,pitkään,dirêj
738,plötzlich::ADV,äkkiä,ji nişkave
739,sofort::ADV,heti,yekser
740,später::ADV,myöhemmin,paşiyê
741,jetzt::ADV,nyt,nuha
742,heute::ADV,tänään,îro
743,morgen::ADV,huomenna,sibeh
744,bald::ADV,pian,nêzîk
745,dann::ADV,sitten,paşê
746,gestern::ADV,eilen,do
747,einst::ADV,aikanaan,jar ke
748,damals::ADV,silloin,hîngî
749,damals::ADV,siihen aikaan,hîngî
750,danach::ADV,sen jälkeen,piştra
751,vorher::ADV,ennen,pîşî
752,zuerst::ADV,ensin,bere
753,zuerst::ADV,ensiksi,bere
754,einmal::ADV,kerran,çarik
755,manchmal::ADV,joskus,çarna
756,oft::ADV,usein,gelek çaran
757,immer::ADV,aina,daîm
758,niemals::ADV,ei koskaan,tu çar
759,hier::ADV,tässä,li vir
760,hier::ADV,täällä,li vir
761,hierhin::ADV,tähän,vir
762,von hier::ADV,tästä,ji vir
763,von hier::ADV,täältä,ji vir
764,dort::ADV,siinä,li wê derê
765,dort::ADV,siellä,li wê derê
766,dorthin::ADV,sinne,wêda
767,dorthin::ADV,tuonne,wêda
768,geradeaus::ADV,suoraan,rastê rast
769,vorwärts::ADV,eteenpäin,ber bi pêş
770,rückwärts::ADV,taaksepäin,paşpê
771,zurück::ADV,takaisin,paşdo
772,zurück::ADV,takaisin,paşvê
773,unten::ADV,alhaalla,jêrî
774,hinab::ADV,alas,berjêr
775,oben::ADV,ylhäällä,banî
776,hinauf::ADV,ylös,banî
777,überall::ADV,kaikkialla,li her derê
778,nicht::ADV,ei,ne
779,nicht::ADV,ei,nîn
780,nicht::ADV,ei,tine
781,ein wenig::ADV,vähän,hebkî
782,kaum::ADV,tuskin,tema
783,kaum::ADV,tuskin,himangi
784,sehr::ADV,kovin,gelek
785,sehr::ADV,oikein,gelek
786,so::ADV,näin,weha
787,noch::ADV,vielä,hêj
788,noch::ADV,vielä,dîsa
789,nur::ADV,vain,tenê
790,nur::ADV,vain,bes
791,nur::ADV,ainoastaan,tenê
792,nur::ADV,ainoastaan,bes
793,schon::ADV,jo,hew
794,wieder::ADV,taas,jar din
795,wieder::ADV,taas,dîsa
796,wieder::ADV,jälleen,jar din
797,wieder::ADV,jälleen,dîsa
798,vergebens::ADV,turhaan,deya çun
799,vergebens::ADV,turhaan,îfleh bûn
800,vor::PRP,edessä,li ber
801,hinter::PRP,takana,li pişt
802,unter::PRP,alla,li bin
803,durch::PRP,läpi,kura
804,durch::PRP,kautta,kura
805,neben::PRP,vieressä,li ba
806,zwischen::PRP,välillä,nabeyne
807,zwischen::PRP,välillä,di nav...da
808,wegen::PRP,takia,ji bo
809,wegen::PRP,takia,ji ber
