,Concept_ID,en,mrj
140,Nest::N,nest,пӹжӓш
141,Bau::N,lair,ыраж
142,Tier::N,animal,во́льык
143,Herde::N,flock,кӹтö
144,Kuh::N,cow,ышкал
145,Bulle::N,bull,ӱшкӱж
146,Pferd::N,horse,имни
147,Schaf::N,sheep,шарык
148,Schwein::N,pig,сасна
149,Hund::N,dog,пи
150,Katze::N,cat,коти
151,Bär::N,bear,мöскӓ
152,Eichhörnchen::N,squirrel,ур
153,Elch::N,elk,шарды
154,Fuchs::N,fox,рӹвӹж
155,Hase::N,hare,морен
156,Maus::N,mouse,каля
157,Wolf::N,wolf,пирӹ
158,Vogel::N,bird,кек
159,Schwarm::N,swarm,цуца
160,Huhn::N,chicken,цӹвӹ
161,Hahn::N,cock,ӓптӓн
162,Gans::N,goose,комбы
163,Adler::N,eagle,кучкыж
164,Ente::N,duck,лыды
165,Eule::N,owl,тымана
166,Kranich::N,crane,тырня
167,Kranich::N,crane,тыртня
168,Krähe::N,crow,лудыгарак
169,Kuckuck::N,cuckoo,куку
170,Schwan::N,swan,йӱксӹ
171,Fisch::N,fish,кол
172,Barsch::N,perch,алангы
173,Hecht::N,pike,нуж
174,Hecht::N,pike,нужгол
175,Schlange[Tier]::N,snake,кӹшкы
176,Wurm::N,worm,шукш
177,Spinne::N,spider,ӓнгӹремшӹ
178,Ameise::N,ant,кыткы
179,Laus::N,louse,ти
180,Mücke::N,midge,кужнер
181,Mücke::N,midge,кужынер
182,Fliege::N,fly,шӹнгӓ
183,Schmetterling::N,butterfly,лӹпӹ
184,Beere::N,berry,мöр
185,Apfel::N,apple,олма
186,Pilz::N,mushroom,понгы
187,Zwiebel::N,onion,охыра
188,Saat::N,seed,нӱшмӹ
189,Saat::N,seed,нӱшмӱ
190,Korn::N,grain,пӹрцӹ
191,Heu::N,hay,шуды
192,Schale::N,husk,аваха
193,Schale::N,husk,карлангы
194,Grube::N,pit,йӓм
195,Falle::N,trap,лӱдӹ
196,Falle::N,trap,лӱдӹш
197,Schlinge::N,noose,онгы
198,Spur::N,track,кишӓ
199,Asche::N,ashes,ломых
200,Asche::N,ashes,ломпыж
201,Dreck::N,filth,лявӹрӓ
202,Eisen::N,iron,кӹртни
203,Gold::N,gold,шöртни
204,Gold::N,gold,шöртньӹ
205,Silber::N,silver,ши
206,Kohle::N,coal,шӱ
207,Glas::N,glass,охоница
208,Lehm::N,clay,шун
209,Sand::N,sand,ошма
210,Mensch::N,human,эдем
211,Mann::N,man,пӱэргӹ
212,Frau::N,woman,ӹдӹрӓмӓш
213,Kind::N,child,ӓзӓ
214,Kind::N,child,шачшы
215,Junge::N,boy,рвезӹ
216,Junge::N,boy,ӹрвезӹ
217,Mädchen::N,girl,ӹдӹрӓш
218,Familie::N,family,йиш
219,Familie::N,family,семня
220,Großvater::N,grandfather,тьоти
221,Großmutter::N,grandmother,папа
222,Eltern::N,parents,ӓтя-ӓвӓ
223,Vater::N,father,ӓтя
224,Mutter::N,mother,ӓвӓ
225,Sohn::N,son,эргӹ
226,Tochter::N,daughter,ӹдӹр
227,Bruder::N,brother,ӹза
228,Schwester::N,sister,ӓкӓ
229,Onkel::N,uncle,кугуза
230,Tante::N,aunt,куака
231,Ehemann::N,husband,мары
232,Ehefrau::N,wife,вӓтӹ
233,Freude::N,joy,ӹвӹртӹмӓш
234,Gelächter::N,laughter,ваштылмаш
235,Glück::N,happiness,пиӓл
236,Kummer::N,grief,ясы
237,Wunsch::N,wish,охата
238,Wunsch::N,wish,шанымаш
239,Lust::N,desire,шӓр
240,Lust::N,desire,охата
241,Lust::N,desire,шанымаш
242,Geist::N,spirit,тух
243,Gedanke::N,thought,шанымаш
244,Gedächtnis::N,memory,ӓш
245,Verstand::N,mind,ыш
246,Sinn::N,meaning,кын
247,Grund::N,reason,вир
248,Wahrheit::N,truth,тöр
249,Gespräch::N,talk,хытырымаш
250,Märchen::N,fairy tale,ямак
251,Erzählung::N,story,шайыштмаш
252,Nachricht::N,message,увертӓрӹмӓш
253,Neuigkeit::N,news,увер
254,Name::N,name,лӹм
255,Rätsel::N,puzzle,тышты
256,Rede::N,speech,шая
257,Rede::N,speech,шамак
258,Sprache::N,language,йӹлмӹ
259,Stimme::N,voice,юк
260,Wort::N,word,шамак
261,Zeichen::N,sign,палӹ
262,Ruf::N,call,сӹгӹрӹмӓш
263,Lärm::N,noise,юкланымащ
264,Laut::N,sound,юк
265,Ton::N,tone,юк
266,Lied::N,song,мыры
267,Ruhe::N,calm,тыр
268,Leute::N,people,эдемвлӓ
269,Volk::N,nation,халык
270,Arbeit::N,work,пӓшӓ
271,Gast::N,guest,хына
272,Geschenk::N,gift,подарка
273,Spiel::N,game,мадыш
274,Gesellschaft::N,company,йӓл
275,Gesellschaft::N,company,йӓлвлӓ
276,Hilfe::N,help,палшык
277,Freund::N,friend,тӓнг
278,Kamerad::N,companion,тос
279,Angelegenheit::N,matter,дела
280,Angelegenheit::N,matter,йела
281,Angelegenheit::N,matter,йыла
282,Angelegenheit::N,matter,пӓшӓ
283,Anzahl::N,count,шот
284,Art::N,sort,цӹре
285,Stück::N,piece,лаштык
286,Teil::N,part,пай
287,Teil::N,part,часть
288,Hälfte::N,half,пел
289,Kreis::N,circle,тӹртӹш
290,Kreuz::N,cross,крестӹ
291,Linie::N,line,
292,Strich::N,stroke,
293,Abstand::N,gap,ло
294,Entfernung::N,distance,ло
295,Gegend::N,area,вӓр
296,Platz::N,space,вӓр
297,Ort::N,place,вӓр
298,Seite::N,side,öрдӹж
299,Mitte::N,middle,ло
300,Gegenstand::N,item,хӓдӹр
301,Sache::N,thing,хӓдӹр
302,Rand::N,fringe,шöр
303,Kante::N,edge,шöр
304,Ecke::N,corner,лык
305,Spitze::N,tip,вуй
306,Ende::N,end,вуй
307,Ende::N,end,мычаш
308,Loch::N,hole,ыраж
309,Winkel::N,angle,лык
310,Muster::N,pattern,тӹрлец
311,Größe::N,size,кӱкшӹц
312,Länge::N,length,кыт
313,Höhe::N,height,кӱкшӹц
314,Gewicht::N,weight,нелӹц
315,Menge::N,amount,шот
316,Haufen::N,heap,ара
317,Reihe::N,row,ряд
318,Boot::N,boat,пыш
319,Ruder::N,oar,вешлӓ
320,Schlitten::N,sleigh,тир
321,Ski::N,ski,ечӹ
322,Lagerfeuer::N,campfire,тыл
323,Last::N,load,нелӹц
324,Gang::N,walk,ход
325,Schritt::N,step,ашкыл
326,Norden::N,north,йыдпелвел
327,Süden::N,south,кечӹвӓлвел
328,Westen::N,west,кечӹ шӹцмӹ
329,Osten::N,east,ирвел
330,Osten::N,east,кечӹ лӱлтмӹ
331,Holz::N,wood,пушӓнгӹ
332,Brett::N,board,ханга
333,Platte::N,slab,плитӓ
334,Stütze::N,bracket,цӓрӓк
335,Stange::N,pole,равы
336,Stange::N,pole,намаш
337,Stock::N,stick,панды
338,Stab::N,staff,равы
339,Rohr::N,pipe,пыч
340,Haus::N,house,пöрт
341,Heim::N,home,пöрт
342,Ofen::N,stove,камака
343,Fußboden::N,floor,седӹрӓ
344,Tisch::N,table,стöл
345,Stuhl::N,chair,пöкен
346,Wiege::N,cradle,шипкӓ
347,Bett::N,bed,койка
348,Bett::N,bed,кравать
349,Regal::N,shelf,полицӓ
350,Kiste::N,box,шӱ́ндӹк
351,Fenster::N,window,окня
352,Tür::N,door,амаса
353,Tor::N,gate,хапка
354,Zaun::N,fence,забор
355,Dach::N,roof,левӓш
356,Leiter::N,ladder,ташкалтыш
357,Besen::N,broom,сало
358,Besen::N,broom,салко
359,Spaten::N,spade,кольмы
360,Schaufel::N,shovel,лоток
361,Gabel::N,fork,ви́лка
362,Löffel::N,spoon,савала
363,Messer::N,knife,кӹзӹ
364,Nagel::N,nail,пыда
365,Netz::N,net,вӓпш
366,Haken::N,hook,крӱк
367,Haken::N,hook,кагак
368,Griff::N,handle,кычем
369,Schloss::N,lock,замок
370,Schloss::N,lock,сыравач
371,Bild::N,picture,картин
372,Figur::N,figure,кӓн
373,Puppe::N,doll,поханя
374,Beutel::N,pouch,мешӓк
375,Bündel::N,bundle,топ
376,Bündel::N,bundle,пидӹш
377,Bündel::N,bundle,кӹлдӹш
378,Tasche::N,bag,сумкы
379,Eimer::N,bucket,ведӹрӓ
380,Deckel::N,cover,комдыш
381,Geschirr::N,dishes,ӓтӹ
382,Sack::N,sack,мешӓк
383,Tasse::N,cup,цӓшкӓ
384,Topf::N,pot,ми́ска
385,Kessel::N,kettle,пад
386,Essen::N,meal,качкыш
387,Essen::N,meal,качкыш-йӱш
388,Nahrung::N,food,качкыш
389,Nahrung::N,food,качкыш-йӱш
390,Speise::N,dish,няня
391,Fleisch::N,meat,пай
392,Getreide::N,corn,киндӹ
393,Brei::N,mush,шӹрӓш
394,Brot::N,bread,сыкыр
395,Scheibe::N,slice,ламыт
396,Scheibe::N,slice,лаштык
397,Fett::N,fat,кая
398,Butter::N,butter,ӱ
399,Öl::N,oil,ӱ
400,Salz::N,salt,санзал
401,Suppe::N,soup,лем
402,Honig::N,honey,мӱ
403,Milch::N,milk,шӹшер
404,Tee::N,tea,чӓй
405,Leder::N,leather,шарга
406,Leder::N,leather,кавашты
407,Wolle::N,wool,миж
408,Stoff::N,cloth,матер
409,Stoff::N,cloth,матери
410,Nadel::N,needle,им
411,Faden::N,thread,шӹртӹ
412,Knopf::N,button,полдыш
413,Knoten::N,knot,пӱкшем
414,Farbe::N,paint,чиӓ
415,Farbe::N,paint,крӓскӓ
416,Kleidung::N,clothes,выргем
417,Hemd::N,shirt,тыгыр
418,Kragen::N,collar,шӱ
419,Ärmel::N,sleeve,шокш
420,Hose::N,trousers,ялаш
421,Gürtel::N,belt,ӹштӹ
422,Mütze::N,cap,упш
423,Schuh::N,shoe,ту́фльы
424,Stiefel::N,boot,кем
425,Ring::N,ring,шӓргӓш
426,Band::N,ribbon,лемтӓ
427,Kamm::N,comb,шерге
428,Spiegel::N,mirror,тӹгӹр
429,Riemen::N,strap,прӓжӓ
430,Schnur::N,string,кӓндӹра
431,Leine::N,leash,керем
432,Decke::N,blanket,одеял
433,Kissen::N,pillow,кӹпцӹк
434,Tuch::N,scarf,савыц
435,Handtuch::N,towel,шӹргӹсавыц
436,Handtuch::N,towel,шӹргӹмсавыц
437,Kraft::N,force,ви
438,Stärke::N,strength,ви
439,Gesundheit::N,health,шу
440,Gesundheit::N,health,шулык
441,Krankheit::N,illness,мыж
442,Schmerz::N,pain,карштыш
443,Wunde::N,wound,шушыр
444,Fieber::N,fever,ӱштӹмыж
445,Arznei::N,medicine,лекӓрцӹ
446,Brücke::N,bridge,кӹвер
447,Brunnen::N,well,вӹдсӹнзӓ
448,Weide::N,pasture,ныр
449,Pfad::N,path,ялгорны
450,Weg::N,way,корны
451,Straße::N,road,корны
452,Dorf::N,village,сола
453,Stadt::N,town,города
454,Brief::N,letter,сирмӓш
455,Buch::N,book,книгӓ
456,Buchstabe::N,character,буква́
457,Zeitung::N,newspaper,газет
458,Zeitung::N,newspaper,кайзет
459,Leben::N,life,житя
460,Tod::N,death,смöрт
461,Grab::N,grave,шӹгер
462,Grab::N,grave,мыгилӓ
463,Grab::N,grave,шӹгерлӓ
464,Kirche::N,church,церкӹ
465,Sünde::N,sin,сулык
466,Gott::N,god,йымы
467,Arbeiter::N,worker,пӓшӓзӹ
468,Chef::N,boss,вуй
469,Meister::N,master,мастар
470,Arzt::N,doctor,доктор
471,Lehrer::N,teacher,тымдышы
472,Geld::N,money,окса
473,Geschäft::N,business,торге́йӹмӓш
474,Laden::N,shop,лапка
475,Laden::N,shop,магазин
476,Preis::N,price,ӓк
477,Ware::N,ware,товар
478,Nutzen::N,profit,пайда
479,Reichtum::N,wealth,перке
480,Welt::N,world,сӓндӓлӹк
481,Welt::N,world,свет
482,Land::N,country,сӓндӓлӹк
483,Staat::N,state,кугижӓншӹ
484,König::N,king,король
485,Macht::N,power,власть
486,Grenze::N,border,пӹсмӓн
487,Krieg::N,war,вырсы
488,Feind::N,enemy,тышман
489,Gewalt::N,violence,ви
490,Kampf::N,fight,кредӓлмӓш
491,Bogen[Waffe]::N,bow,янгеж
492,Pfeil::N,arrow,пикш
493,Gewehr::N,gun,пичӓл
494,Fehler::N,mistake,самынь
495,Lüge::N,lie,шая
496,Schaden::N,damage,вре́дӓ
497,Unglück::N,misfortune,пёда
498,Unglück::N,misfortune,тымаша
499,Schuld::N,fault,вуйнамат
500,Alter::N,age,иӓш
501,Alter::N,age,игечӹ
502,Schluss::N,conclusion,пӹтӓртӹш
503,Zeit::N,time,веремӓ
504,Tag::N,day,кечӹ
505,Morgen::N,morning,ир
506,Morgen::N,morning,ирок
507,Mittag::N,noon,кечӹвӓл
508,Abend::N,evening,вады
509,Nacht::N,night,йыд
510,Woche::N,week,ӓрня
511,Monat::N,month,тӹ́лзӹ
512,Jahr::N,year,год
513,Frühling::N,spring,шошым
514,Sommer::N,summer,кӓнгӹж
515,Herbst::N,autumn,шӹжӹ
516,Winter::N,winter,тел
517,Winter::N,winter,телӹ
518,Januar::N,January,январ
519,Januar::N,January,январь
520,Februar::N,February,февраль
521,März::N,March,март
522,April::N,April,апрель
523,Mai::N,May,май
524,Juni::N,June,июнь
525,Juli::N,July,июль
526,August::N,August,август
527,September::N,September,сентябрь
528,Oktober::N,October,октябрь
529,November::N,November,ноябрь
530,Dezember::N,December,декавыр
531,Montag::N,Monday,шачмы
532,Dienstag::N,Tuesday,кышкыжмы
533,Mittwoch::N,Wednesday,вӹрчегӹ
534,Donnerstag::N,Thursday,изӓрня
535,Freitag::N,Friday,когарня
536,Samstag::N,Saturday,кукшыгечӹ
537,Sonntag::N,Sunday,рушӓрня
538,groß::A,big,кого
539,klein::A,little,изи
540,lang::A,long,кужы
541,kurz::A,short,кӹтӹк
542,breit::A,wide,кымда
543,schmal::A,narrow,ӓнгӹсӹр
544,dicht::A,dense,шӹре
545,dick[Gegenstand]::A,thick,кӹжгӹ
546,dünn::A,thin,вӹцкӹж
547,fein::A,delicate,пыльга
548,fest::A,firm,цаткыды
549,flach::A,flat,тӓлякӓ
550,glatt::A,smooth,ягылгы
551,hart::A,hard,пингӹдӹ
552,weich::A,soft,пышкыды
553,rund::A,round,тӹртӹш
554,spitz::A,pointed,кашар
555,scharf::A,sharp,кашар
556,stumpf::A,blunt,нӹшкӹ
557,schwer::A,heavy,нелӹ
558,schön::A,beautiful,цевер
559,schön::A,beautiful,олмыдшы
560,heiß::A,hot,шокшы
561,warm::A,warm,шокшы
562,kalt::A,cold,ӱштӹ
563,kühl::A,cool,юалгы
564,kühl::A,cool,йонгата
565,frisch::A,fresh,йонгата
566,feucht::A,damp,ӹлӹкшӹ
567,feucht::A,damp,вӹдӹжгӹ
568,nass::A,wet,начкы
569,trocken::A,dry,кукшы
570,voll::A,full,темшӹ
571,voll::A,full,темыман
572,leer::A,empty,йӓрӓ
573,offen::A,open,виш
574,geschlossen::A,closed,чӱчмӹ
575,geschlossen::A,closed,тӹкӹлӓлтшӹ
576,sauber::A,clean,ире
577,schmutzig::A,dirty,шоран
578,schmutzig::A,dirty,лявӹрӓн
579,schmutzig::A,dirty,шорангшы
580,roh::A,raw,пеле кӱшӹ
581,reif::A,ripe,кӱшӹ
582,lecker::A,delicious,тотан
583,süß::A,sweet,мӱӓн
584,bitter::A,bitter,качы
585,sauer::A,sour,шапы
586,hell::A,bright,соты
587,hell::A,bright,валгыды
588,dunkel::A,dark,пӹц
589,dunkel::A,dark,пӹцкемӹш
590,schwarz::A,black,шим
591,weiß::A,white,ош
592,weiß::A,white,ошы
593,rot::A,red,якшаргы
594,gelb::A,yellow,сар
595,gelb::A,yellow,сары
596,blau::A,blue,симсӹ
597,grün::A,green,ыжар
598,grau::A,grey,луды
599,bunt::A,colourful,ала
600,bunt::A,colorful,ала
601,billig::A,cheap,шулдаш
602,teuer::A,dear,шергӹ
603,teuer::A,dear,шергӓкӓн
604,wertvoll::A,precious,ӓкӓн
605,blind::A,blind,слöпöй
606,blind::A,blind,сльöпöй
607,taub::A,deaf,тӱтӱк
608,kräftig::A,powerful,виӓн
609,stark::A,strong,виӓн
610,schwach::A,weak,шава
611,schwach::A,weak,лӹпкӓ
612,schwach::A,weak,слабка
613,fett::A,fat,таза
614,schlank::A,slim,яштака
615,hübsch::A,pretty,сӹлнӹ
616,hübsch::A,pretty,олмыдшы
617,böse::A,evil,шӹдӓн
618,dumm::A,stupid,окмак
619,faul::A,lazy,ялахай
620,fleißig::A,diligent,пӓшам яратышы
621,geizig::A,stingy,шык
622,klug::A,clever,ышан
623,geschickt::A,skilful,мастар
624,geschickt::A,skillful,мастар
625,lieb::A,dear,тыри
626,lustig::A,merry,мындыр
627,lustig::A,merry,сусу
628,sanft::A,gentle,йӹвӹжӓ
629,hungrig::A,hungry,шужышы
630,krank::A,sick,церлӹ
631,krank::A,sick,хворой
632,nackt::A,naked,цӓрӓ
633,traurig::A,sad,сы́лыкан
634,traurig::A,sad,кымы́лдымы
635,lebendig::A,living,живой
636,gut::A,good,яжо
637,schlecht::A,bad,уда
638,schlecht::A,bad,худа
639,richtig::A,correct,вургамла
640,schlimm::A,nasty,йӹрнык
641,wahr::A,true,настоящий
642,wahr::A,true,настояшый
643,alt::A,old,шонгы
644,neu::A,new,у
645,ehemalig::A,former,тошты
646,alt[Lebewesen]::A,aged,ӹлалшӹ
647,jung::A,young,нöргӹ
648,jung::A,young,молода
649,arm::A,poor,укеӓн
650,reich::A,rich,паян
651,reich::A,rich,пурлыкан
652,bekannt::A,familiar,палӹмӹ
653,berühmt::A,famous,лӹмлы
654,fremd::A,foreign,эдемӹн
655,verschieden::A,different,тӹрлӹ
656,nah::A,near,лишӹл
657,fern::A,far,мӹндӹр
658,linker::A,left,шалахай
659,rechter::A,right,вургамла
660,anderer::A,other,вес
661,anderer::A,other,весӹ
662,erster::A,first,икшӹ
663,erster::A,first,икӹмшӹ
664,zweiter::A,second,кокшы
665,dritter::A,third,кымшы
666,letzter::A,last,остатка
667,allein::ADV,alone,иктӹ
668,allein::ADV,alone,иктӹт
669,auf einmal::ADV,at once,тöрöк
670,zusammen::ADV,together,икараш
671,zusammen::ADV,together,цымырын
672,lange::ADV,long,кужын
673,plötzlich::ADV,suddenly,трӱк
674,sofort::ADV,instantly,полт
675,sofort::ADV,instantly,тöрöк
676,sofort::ADV,instantly,тӹшӓкок
677,später::ADV,later,вара
678,jetzt::ADV,now,
679,heute::ADV,today,тагачы
680,morgen::ADV,tomorrow,иргод
681,morgen::ADV,tomorrow,иргодым
682,bald::ADV,soon,чӹнь
683,bald::ADV,soon,вӓшке
684,bald::ADV,soon,выртышты
685,dann::ADV,then,пакыла
686,gestern::ADV,yesterday,тенгечӹ
687,einst::ADV,once,икӓнӓ
688,damals::ADV,at that time,тӹнӓм
689,danach::ADV,afterwards,пакыла
690,vorher::ADV,before,перви
691,zuerst::ADV,at first,андак
692,einmal::ADV,once,гӓнӓк
693,einmal::ADV,once,гӓнӓ
694,manchmal::ADV,sometimes,кынамжы
695,oft::ADV,often,чӹчкӹдӹн
696,immer::ADV,always,со
697,immer::ADV,always,соок
698,niemals::ADV,never,нинам
699,niemals::ADV,never,нигынам
700,niemals::ADV,never,нигынамат
701,hier::ADV,here,тиштӹ
702,hierhin::ADV,hither,тишкӹ
703,hierhin::ADV,to here,тишкӹ
704,hierhin::ADV,here,тишкӹ
705,von hier::ADV,hence,тишец
706,von hier::ADV,hence,тишецӹн
707,dort::ADV,there,тӹштӹ
708,dorthin::ADV,thither,тӹшкӹ
709,dorthin::ADV,thither,тӹшкӹлӓ
710,dorthin::ADV,there,тӹшкӹ
711,dorthin::ADV,there,тӹшкӹлӓ
712,dorthin::ADV,to there,тӹшкӹ
713,dorthin::ADV,to there,тӹшкӹлӓ
714,geradeaus::ADV,ahead,вик
715,geradeaus::ADV,ahead,тура
716,vorwärts::ADV,forward,анзыкы
717,rückwärts::ADV,backward,мӹнгеш
718,zurück::ADV,back,мӹнгеш
719,unten::ADV,below,ӱлнӹ
720,unten::ADV,below,лӹвӓлнӹ
721,hinab::ADV,down,ӱлӹкӹ
722,hinab::ADV,down,лӹвӓкӹ
723,oben::ADV,above,вӹлнӹ
724,hinauf::ADV,up,кӱшкӹлӓ
725,hinauf::ADV,up,кӱш
726,überall::ADV,everywhere,йӹлт
727,überall::ADV,everywhere,цилӓ вӓре
728,nicht::ADV,not,уке
729,ein wenig::ADV,a little,изиш
730,ein wenig::ADV,a little,иклаштык
731,kaum::ADV,hardly,цылик
732,kaum::ADV,hardly,чучок-чучок
733,sehr::ADV,very,чоте
734,so::ADV,so,тенге
735,so::ADV,so,тенгелӓ
736,noch::ADV,still,мол
737,noch::ADV,still,моло
738,nur::ADV,only,веле
739,schon::ADV,already,уже
740,schon::ADV,already,ӹнде
741,wieder::ADV,again,уэш
742,vergebens::ADV,in vain,зря
743,vergebens::ADV,in vain,ӹзрӓ
744,vergebens::ADV,in vain,ӹзӹрӓ
745,vor::PRP,in front of,анзыц
746,vor::PRP,in front of,анзыцын
747,hinter::PRP,behind,шайылан
748,hinter::PRP,behind,шайылный
749,unter::PRP,under,лӹвӓкӹ
750,durch::PRP,through,вашт
751,neben::PRP,next to,сага
752,zwischen::PRP,between,лош
753,zwischen::PRP,between,лошкы
754,wegen::PRP,because of,мычыц
755,dies::PRN,this,тидӹ
756,dies::PRN,this,ти
757,das::PRN,that,тидӹ
758,das::PRN,that,ти
759,alles::PRN,everything,цилӓ
760,ich::PRN,I,мый
761,du::PRN,you,тӹнь
762,du::PRN,thou,тӹнь
763,er::PRN,he,тӹдӹ
764,wir::PRN,we,мӓ
765,ihr::PRN,you,вӓ
766,sie::PRN,they,нӹнӹ
767,was::FPRN,what,ма
768,wer::FPRN,who,кӱ
769,wo::FADV,where,кышан
770,wo::FADV,where,кыштакен
771,wohin::FADV,where ... to,кышкы
772,wohin::FADV,where to,кышкы
773,wohin::FADV,where,кышкы
774,wie::FADV,how,кыце
775,warum::FADV,why,малын
776,wieviel::FNUM,how much,кынар
777,wieviel::FNUM,how much,кынары
778,wieviel::FNUM,how much,кынаркы
779,eins::NUM,one,иктӹ
780,eins::NUM,one,иктӹт
781,zwei::NUM,two,кок
782,zwei::NUM,two,кокты
783,drei::NUM,three,кым
784,drei::NUM,three,кымыт
785,vier::NUM,four,нӹл
786,fünf::NUM,five,вӹц
787,sechs::NUM,six,куд
788,sechs::NUM,six,кудытмозн
789,sieben::NUM,seven,шӹм
790,sieben::NUM,seven,шӹмӹт
791,acht::NUM,eight,кӓндӓкш
792,acht::NUM,eight,кӓндӓкшӹ
793,neun::NUM,nine,ӹндекшшӱдӹ
794,zehn::NUM,ten,лу
795,elf::NUM,eleven,луатик
796,elf::NUM,eleven,луатиктӹ
797,zwölf::NUM,twelve,луаткок
798,zwölf::NUM,twelve,луаткокты
799,zwanzig::NUM,twenty,коклы
