,Concept_ID,ca,az
336,Gegend::N,regió,bölgə
337,Gegend::N,contrada,bölgə
338,Platz::N,cabuda,yer
339,Ort::N,lloc,yer
340,Seite::N,banda,yan
341,Seite::N,banda,tərəf
342,Seite::N,costāt,yan
343,Seite::N,costāt,tərəf
344,Mitte::N,mig,orta
345,Mitte::N,centre,orta
346,Gegenstand::N,objecte,şey
347,Sache::N,cosa,şey
348,Rand::N,vora,kənar
349,Rand::N,marge,kənar
350,Kante::N,caire,tiyə
351,Kante::N,caire,kənar
352,Kante::N,cantell,tiyə
353,Kante::N,cantell,kənar
354,Ecke::N,cantonada,bucaq
355,Spitze::N,punta,uc
356,Ende::N,cap,son
357,Ende::N,cap,axır
358,Loch::N,forāt,deşik
359,Winkel::N,racó,guşə
360,Muster::N,dibuix,ülgü
361,Muster::N,disseny,ülgü
362,Größe::N,grandària,böyüklük
363,Länge::N,longitud,uzunluq
364,Höhe::N,altura,yüksəklik
365,Höhe::N,altitud,yüksəklik
366,Gewicht::N,pes,çəki
367,Gewicht::N,pes,ağırlıq
368,Menge::N,quantitat,miqdar
369,Haufen::N,pila,yığın
370,Reihe::N,fila,səf
371,Reihe::N,fila,sıra
372,Boot::N,bot,qayıq
373,Boot::N,barca,qayıq
374,Ruder::N,rem,kürək
375,Schlitten::N,trineu,kirşə
376,Ski::N,esquí,xizək
377,Lagerfeuer::N,foc de campament,düşərgə tonqalı
378,Last::N,càrrega,yük
379,Gang::N,marxa,yeriş
380,Schritt::N,pas,addım
381,Norden::N,nord,şimal
382,Süden::N,sud,cənub
383,Westen::N,oest,qərb
384,Westen::N,occident,qərb
385,Osten::N,est,şərq
386,Osten::N,orient,şərq
387,Holz::N,fusta,ağac
388,Holz::N,fusta,taxta
389,Brett::N,taula,taxta
390,Platte::N,placa,lövhə
391,Stütze::N,suport,dayaq
392,Stütze::N,suport,dəstək
393,Stange::N,vara,şüvül
394,Stock::N,pal,dəyənək
395,Stab::N,bastó,əsa
396,Stab::N,bastó,şüvül
397,Rohr::N,tub,boru
398,Rohr::N,tub,truba
399,Haus::N,casa,ev
400,Heim::N,llar,ev
401,Ofen::N,estufa,peç
402,Ofen::N,estufa,soba
403,Fußboden::N,terra,döşəmə
404,Tisch::N,taula,masa
405,Stuhl::N,cadira,stul
406,Wiege::N,bressol,beşik
407,Bett::N,llit,yataq
408,Regal::N,prestatgeria,rəf
409,Kiste::N,caixa,yeşik
410,Kiste::N,caixa,sandıq
411,Fenster::N,finestra,pəncərə
412,Tür::N,porta,qapı
413,Tor::N,portal,darvaza
414,Zaun::N,tanca,çəpər
415,Dach::N,teulada,dam
416,Leiter::N,escala,nərdivan
417,Leiter::N,escala de mà,nərdivan
418,Besen::N,escombra,süpürgə
419,Spaten::N,pala,kürək
420,Schaufel::N,pala,kürək
421,Gabel::N,forquilla,çəngəl
422,Löffel::N,cullera,qaşıq
423,Messer::N,coltell,bıçaq
424,Nagel::N,clau,mıx
425,Netz::N,filat,tor
426,Haken::N,ganxo,çəngəl
427,Griff::N,puny,qulp
428,Griff::N,puny,tutacaq
429,Griff::N,mànec,qulp
430,Griff::N,mànec,tutacaq
431,Schloss::N,pany,qıfıl
432,Bild::N,imatge,rəsm
433,Figur::N,figura,şəkil
434,Figur::N,figura,heykəl
435,Puppe::N,nina,kukla
436,Puppe::N,nina,gəlincik
437,Beutel::N,bossa,kisə
438,Beutel::N,bossa,torba
439,Bündel::N,feix,bağlama
440,Bündel::N,paquet,bağlama
441,Tasche::N,bossa,çanta
442,Eimer::N,galleda,vedrə
443,Eimer::N,galleda,çəllək
444,Deckel::N,tapa,qapaq
445,Deckel::N,tapadora,qapaq
446,Geschirr::N,vaixella,qab-qazan
447,Sack::N,sac,çuval
448,Sack::N,saca,çuval
449,Tasse::N,tassa,fincan
450,Topf::N,pot,qazan
451,Topf::N,olla,qazan
452,Kessel::N,caldera,qazan
453,Essen::N,àpat,yemək
454,Essen::N,menjada,yemək
455,Nahrung::N,aliment,qida
456,Speise::N,plat,xörək
457,Fleisch::N,carn,ət
458,Getreide::N,cereals,taxıl
459,Brei::N,puré,aş
460,Brei::N,puré,sıyıq
461,Brot::N,pa,çörək
462,Scheibe::N,tall,dilim
463,Scheibe::N,llesca,dilim
464,Fett::N,greix,yağ
465,Butter::N,mantega,kərə yağı
466,Öl::N,oli,yağ
467,Salz::N,sal,duz
468,Suppe::N,sopa,şorba
469,Honig::N,mel,bal
470,Milch::N,llet,süd
471,Tee::N,te,çay
472,Leder::N,cuir,dəri
473,Wolle::N,llana,yun
474,Stoff::N,tela,qumaş
475,Nadel::N,agulla,iynə
476,Faden::N,fil,sap
477,Knopf::N,botó,düymə
478,Knoten::N,nus,düyün
479,Farbe::N,pintura,boya
480,Kleidung::N,roba,geyim
481,Kleidung::N,vestits,geyim
482,Hemd::N,camisa,köynək
483,Kragen::N,coll,yaxa
484,Ärmel::N,màniga,qol
485,Hose::N,pantalōns,şalvar
486,Gürtel::N,cinturó,kəmər
487,Mütze::N,gorra,şapka
488,Schuh::N,sabata,tufli
489,Schuh::N,sabata,ayaqqabı
490,Stiefel::N,bota,çəkmə
491,Ring::N,anell,üzük
492,Band::N,veta,lent
493,Band::N,cinta,lent
494,Kamm::N,pinta,daraq
495,Spiegel::N,mirāll,güzgü
496,Riemen::N,corretja,qayış
497,Schnur::N,corda,ip
498,Leine::N,corretja,kəmsik
499,Decke::N,manta,ədyal
500,Decke::N,manta,yorğan
501,Decke::N,flassada,ədyal
502,Decke::N,flassada,yorğan
503,Kissen::N,coixí,yastıq
504,Tuch::N,mocador,şarf
505,Tuch::N,mocador,kaşne
506,Handtuch::N,tovallola,dəsmal
507,Kraft::N,força,güc
508,Stärke::N,vigor,qüvvət
509,Gesundheit::N,salut,sağlamlıq
510,Krankheit::N,malaltia,xəstəlik
511,Schmerz::N,dolor,ağrı
512,Schmerz::N,dolor,sancı
513,Wunde::N,ferida,yara
514,Fieber::N,febre,isitmə
515,Fieber::N,febre,qızdırma
516,Arznei::N,medicament,ilaç
517,Arznei::N,medicament,dərman
518,Brücke::N,pont,körpü
519,Brunnen::N,pou,quyu
520,Weide::N,pastura,otlaq
521,Pfad::N,senda,cığır
522,Pfad::N,sender,cığır
523,Weg::N,camí,yol
524,Straße::N,carretera,küçə
525,Dorf::N,poble,kənd
526,Stadt::N,ciutāt,şəhər
527,Brief::N,carta,məktub
528,Buch::N,llibre,kitab
529,Buchstabe::N,lletra,hərf
530,Zeitung::N,diāri,qəzet
531,Leben::N,vida,həyat
532,Tod::N,mort,ölüm
533,Grab::N,tomba,qəbir
534,Kirche::N,església,kilsə
535,Sünde::N,pecat,günah
536,Gott::N,déu,tanrı
537,Arbeiter::N,obrer,işçi
538,Chef::N,cap,şef
539,Chef::N,cap,rəis
540,Meister::N,mestre,usta
541,Arzt::N,metge,həkim
542,Arzt::N,metge,doktor
543,Lehrer::N,mestre,müəllim
544,Geld::N,dinērs,pul
545,Geschäft::N,negoci,ticarət
546,Laden::N,tenda,dükan
547,Laden::N,botiga,dükan
548,Preis::N,preu,qiymət
549,Ware::N,mercaderia,mal
550,Nutzen::N,profit,fayda
551,Reichtum::N,riquesa,zənginlik
552,Welt::N,món,aləm
553,Welt::N,món,dünya
554,Land::N,país,ölkə
555,Staat::N,estat,dövlət
556,König::N,rei,kral
557,König::N,rei,məlik
558,Macht::N,poder,qüdrət
559,Macht::N,potència,qüdrət
560,Grenze::N,frontera,hüdud
561,Grenze::N,frontera,sərhət
562,Krieg::N,guerra,hərb
563,Krieg::N,guerra,müharibə
564,Feind::N,enemic,düşmən
565,Gewalt::N,violència,cəbr
566,Kampf::N,lluita,savaş
567,Bogen[Waffe]::N,arc,yay
568,Pfeil::N,fletxa,ox
569,Gewehr::N,fusell,tüfəng
570,Gewehr::N,escopeta,tüfəng
571,Fehler::N,falta,xəta
572,Lüge::N,mentida,yalan
573,Schaden::N,dany,ziyan
574,Unglück::N,desgràcia,bəla
575,Schuld::N,culpa,təqsir
576,Alter::N,edat,yaş
577,Schluss::N,fi,son
578,Schluss::N,final,son
579,Zeit::N,temps,vaxt
580,Zeit::N,temps,zaman
581,Tag::N,dia,gün
582,Morgen::N,matí,sabah
583,Mittag::N,migdia,günorta
584,Abend::N,vespre,axşam
585,Nacht::N,nit,gecə
586,Woche::N,setmana,həftə
587,Monat::N,mes,ay
588,Jahr::N,any,il
589,Frühling::N,primavera,yaz
590,Frühling::N,primavera,bahar
591,Sommer::N,estīu,yay
592,Herbst::N,tardor,payız
593,Winter::N,hivērn,qış
594,Januar::N,gener,Janvar
595,Februar::N,febrer,Fevral
596,März::N,març,Mart
597,April::N,abril,Aprel
598,Mai::N,maig,May
599,Juni::N,juny,İyun
600,Juli::N,juliol,İyul
601,August::N,agost,Avqust
602,September::N,setembre,Sentyabr
603,Oktober::N,octubre,Oktyabr
604,November::N,novembre,Noyabr
605,Dezember::N,desembre,Dekabr
606,Montag::N,dilluns,bazar ertəsi
607,Dienstag::N,dimarts,çərşənbə axşamı
608,Mittwoch::N,dimecres,çərşənbə
609,Donnerstag::N,dijous,cüme axşamı
610,Freitag::N,divendres,cüme
611,Samstag::N,dissabte,şənbə
612,Sonntag::N,diumenge,bazar
613,groß::A,gros,böyük
614,klein::A,petīt,kiçik
615,lang::A,llarg,uzun
616,kurz::A,curt,qısa
617,breit::A,ample,enli
618,breit::A,ample,geniş
619,schmal::A,estret,dar
620,dicht::A,dens,sıx
621,dick[Gegenstand]::A,gruixūt,qalın
622,dünn::A,prim,nazik
623,fein::A,fi,incə
624,fest::A,ferm,bərk
625,fest::A,ferm,möhkəm
626,fest::A,sòlid,bərk
627,fest::A,sòlid,möhkəm
628,flach::A,pla,düz
629,glatt::A,llis,hamar
630,hart::A,dur,sərt
631,weich::A,tou,yumşaq
632,rund::A,rodó,yuvarlaq
633,spitz::A,punxegut,uclu
634,spitz::A,punxegut,sivri
635,scharf::A,agut,kəskin
636,stumpf::A,rom,küt
637,stumpf::A,esmussat,küt
638,schwer::A,pesāt,ağır
639,schön::A,bonīc,gözəl
640,schön::A,bonīc,gəşəng
641,heiß::A,calēnt,isti
642,warm::A,càlid,ilıq
643,kalt::A,fred,soyuq
644,kühl::A,fresc,sərin
645,frisch::A,fresc,təzə
646,feucht::A,humit,nəm
647,nass::A,mullat,yaş
648,trocken::A,sec,quru
649,voll::A,ple,dolu
650,leer::A,buit,boş
651,offen::A,obert,açıq
652,geschlossen::A,tancat,qapalı
653,sauber::A,net,təmiz
654,schmutzig::A,brut,kirli
655,roh::A,cru,çiy
656,reif::A,madur,yetişmiş
657,lecker::A,deliciós,dadlı
658,lecker::A,deliciós,ləzzətli
659,süß::A,dolç,şirin
660,bitter::A,amarg,acı
661,sauer::A,agre,turş
662,hell::A,clar,aydın
663,dunkel::A,fosc,qaranlıq
664,schwarz::A,negre,qara
665,weiß::A,blanc,ağ
666,rot::A,vermēll,qırmızı
667,gelb::A,groc,sarı
668,blau::A,blau,göy
669,blau::A,blau,mavi
670,grün::A,verd,yaşıl
671,grau::A,gris,boz
672,bunt::A,multicolor,əlvan
673,bunt::A,multicolor,rəngli
674,billig::A,barat,ucuz
675,teuer::A,car,bahalı
676,wertvoll::A,preciós,qiymətli
677,blind::A,cec,kor
678,taub::A,sord,kar
679,kräftig::A,fort,güclü
680,kräftig::A,vigorós,güclü
681,stark::A,fort,qüvvətli
682,schwach::A,feble,zəif
683,schwach::A,feble,gücsüz
684,fett::A,gras,şişman
685,schlank::A,esvelt,zərif
686,hübsch::A,maco,göyçək
687,böse::A,dolent,fəna
688,dumm::A,ximple,axmaq
689,dumm::A,estúpid,axmaq
690,faul::A,gandūl,tənbəl
691,faul::A,mandrós,tənbəl
692,fleißig::A,diligēnt,çalışqan
693,geizig::A,avar,xəsis
694,klug::A,intel·ligent,ağıllı
695,geschickt::A,hàbil,bacarıqlı
696,lieb::A,amat,əziz
697,lieb::A,amat,sevimli
698,lieb::A,estimat,əziz
699,lieb::A,estimat,sevimli
700,lustig::A,alegre,məzəli
701,lustig::A,alegre,gülməli
702,sanft::A,suau,mülayim
703,hungrig::A,afamat,ac
704,krank::A,malālt,xəstə
705,nackt::A,nu,çılpaq
706,traurig::A,trist,qəmgin
707,traurig::A,trist,kədərli
708,lebendig::A,viu,canlı
709,gut::A,bo,yaxşı
710,schlecht::A,dolēnt,pis
711,richtig::A,just,doğru
712,richtig::A,correcte,doğru
713,schlimm::A,greu,fəna
714,wahr::A,vertader,gərçək
715,wahr::A,veritable,gərçək
716,alt::A,vell,əski
717,alt::A,vell,köhnə
718,neu::A,nou,yeni
719,ehemalig::A,antic,əvvəlki
720,alt[Lebewesen]::A,vell,qoca
721,jung::A,jove,gənc
722,arm::A,pobre,kasıb
723,arm::A,pobre,yoxsul
724,reich::A,ric,zəngin
725,bekannt::A,conegut,tanış
726,berühmt::A,famós,məşhur
727,fremd::A,estrany,yad
728,verschieden::A,diferent,dürlü
729,nah::A,pròxim,yaxın
730,fern::A,llunyà,uzaq
731,fern::A,distant,uzaq
732,linker::A,esquerre,sol
733,rechter::A,dret,sağ
734,anderer::A,altre,başqa
735,erster::A,primer,birinci
736,zweiter::A,segon,ikinci
737,dritter::A,tercer,üçüncü
738,letzter::A,últim,sonuncu
739,letzter::A,últim,axırıncı
740,allein::ADV,sol,tək
741,allein::ADV,sol,yalqız
742,auf einmal::ADV,d'una vegada,birdən
743,zusammen::ADV,junt,birlikdə
744,lange::ADV,molt de temps,uzun
745,plötzlich::ADV,de cop,qəfildən
746,plötzlich::ADV,de sobte,qəfildən
747,sofort::ADV,de seguida,həmən
748,sofort::ADV,de seguida,dərhal
749,später::ADV,més tard,sonra
750,jetzt::ADV,ara,indi
751,heute::ADV,avūi,bugün
752,morgen::ADV,demà,sabah
753,bald::ADV,aviāt,yaxında
754,bald::ADV,aviāt,tezliklə
755,dann::ADV,després,onda
756,gestern::ADV,ahir,dünən
757,einst::ADV,anteriorment,əvvəllər
758,damals::ADV,llavōrs,o vaxt
759,damals::ADV,aleshores,o vaxt
760,danach::ADV,després,sonra
761,vorher::ADV,abāns,qabaqcadan
762,zuerst::ADV,primer,əvvəl
763,einmal::ADV,una vegada,bir dəfə
764,manchmal::ADV,de vegades,hərdənbir
765,oft::ADV,sovint,tez-tez
766,oft::ADV,sovint,çox vaxt
767,immer::ADV,sempre,daimi
768,immer::ADV,sempre,həmişə
769,niemals::ADV,no ... mai,əsla
770,niemals::ADV,no ... mai,heç bir zaman
771,hier::ADV,aquí,bura
772,hier::ADV,aquí,burada
773,hierhin::ADV,per aquí,buraya
774,von hier::ADV,des d'aquí,buradan
775,dort::ADV,allí,ora
776,dort::ADV,allí,orada
777,dorthin::ADV,hi,oraya
778,geradeaus::ADV,tot dret,düz
779,vorwärts::ADV,endavānt,irəli
780,rückwärts::ADV,endarrera,geri
781,zurück::ADV,darrere,geriyə
782,unten::ADV,a baix,aşağıda
783,hinab::ADV,cap avall,aşağı
784,oben::ADV,dalt,yuxarıda
785,hinauf::ADV,cap amunt,yuxarı
786,überall::ADV,pertot,hər yerdə
787,überall::ADV,per tot arreu,hər yerdə
788,nicht::ADV,no,-ma-
789,ein wenig::ADV,una mica,bir az
790,kaum::ADV,a penes,güclə
791,sehr::ADV,molt,çox
792,so::ADV,així,belə
793,noch::ADV,encara,hələ
794,nur::ADV,només,yalnız
795,schon::ADV,ja,artıq
796,wieder::ADV,de nou,yenə
797,vergebens::ADV,en va,boş yerə
798,vor::PRP,davānt,önündə
799,vor::PRP,enfront de,önündə
800,hinter::PRP,darrera,arxasında
801,unter::PRP,sota,altında
802,durch::PRP,per,içindən
803,neben::PRP,al costāt de,yanında
804,zwischen::PRP,entre,arasında
805,wegen::PRP,a causa de,üçün
806,wegen::PRP,a causa de,ötəri
807,dies::PRN,aquest,bu
808,das::PRN,això,o
809,alles::PRN,tot,hər şey
810,ich::PRN,jo,mən
811,du::PRN,tu,sən
812,er::PRN,ell,o
813,wir::PRN,nosaltres,biz
814,ihr::PRN,vosaltres,siz
815,sie::PRN,ells,onlar
816,sie::PRN,elles,onlar
817,was::FPRN,què,nə
818,wer::FPRN,qui,kim
819,wo::FADV,on,harada
820,wohin::FADV,cap a on,haraya
821,wie::FADV,com,necə
822,warum::FADV,per què,niyə
823,warum::FADV,per què,nə üçün
824,wieviel::FNUM,quant,neçə
825,wieviel::FNUM,quant,nə qədər
826,eins::NUM,u,bir
827,zwei::NUM,dos,iki
828,drei::NUM,tres,üç
829,vier::NUM,quatre,dörd
