,Concept_ID,sk,uk
72,Feuer::N,oheň,вогонь
73,Licht::N,svetlo,світло
74,Schatten::N,tieň,тінь
75,Wetter::N,počasie,погода
76,Nebel::N,hmla,туман
77,Wolke::N,oblak,хмара
78,Wolke::N,mračno,хмара
79,Regen::N,dážď,дощ
80,Schnee::N,sneh,сніг
81,Eis::N,ľad,лід
82,Frost::N,mráz,мороз
83,Kälte::N,zima,холод
84,Kälte::N,chlad,холод
85,Hitze::N,horúčava,жар
86,Raureif::N,srieň,іній
87,Raureif::N,inovať,іній
88,Regenbogen::N,dúha,райдуга
89,Donner::N,hrom,грім
90,Strömung::N,prúdenie,струмина
91,Tropfen::N,kvapka,крапля
92,Schaum::N,pena,піна
93,Schmutz::N,špina,бруд
94,Schmutz::N,nečistota,бруд
95,See::N,jazero,озеро
96,Sumpf::N,bahno,драговина
97,Moor::N,močiar,болото
98,Wiese::N,lúka,луг
99,Wiese::N,lúka,лука
100,Wald::N,les,ліс
101,Wald::N,hora,ліс
102,Hügel::N,vŕšok,горб
103,Anhöhe::N,výšina,височина
104,Anhöhe::N,vyvýšenina,височина
105,Berg::N,hora,гора
106,Gipfel::N,vrchol,вершина
107,Höhle::N,jaskyňa,печера
108,Abhang::N,úbočie,схил
109,Quelle::N,prameň,джерело
110,Bach::N,potok,струмок
111,Fluss::N,rieka,річка
112,Ufer::N,breh,берег
113,Küste::N,pobrežie,узбережжя
114,Festland::N,pevnina,суша
115,Meer::N,more,море
116,Bucht::N,záliv,бухта
117,Bucht::N,záliv,затока
118,Bucht::N,zátoka,бухта
119,Bucht::N,zátoka,затока
120,Insel::N,ostrov,острів
121,Blume::N,kvet,квітка
122,Blume::N,kvetina,квітка
123,Gras::N,tráva,трава
124,Wurzel::N,koreň,корінь
125,Baum::N,strom,дерево
126,Stamm::N,kmeň,стовбур
127,Rinde::N,kôra,кора
128,Ast::N,konár,гілка
129,Zweig::N,vetva,галузь
130,Blatt::N,list,лист
131,Birke::N,breza,береза
132,Kiefer[Baum]::N,sosna,сосна
133,Kiefer[Baum]::N,borovica,сосна
134,Weide[Baum]::N,vŕba,верба
135,Tanne::N,jedľa,ялиця
136,Horn::N,roh,ріг
137,Feder::N,pero,перо
138,Fell::N,koža,хутро
139,Fell::N,kožušina,хутро
140,Flügel::N,krídlo,крило
141,Klaue::N,paznecht,кіготь
142,Kralle::N,pazúr,лапа
143,Schwanz::N,chvost,хвіст
144,Ei::N,vajce,яйце
145,Ei::N,vajíčko,яйце
146,Nest::N,hniezdo,гніздо
147,Bau::N,nora,лігво
148,Tier::N,zviera,тварина
149,Herde::N,stádo,стадо
150,Kuh::N,krava,корова
151,Bulle::N,býk,бик
152,Bulle::N,býk,бугай
153,Pferd::N,kôň,кінь
154,Schaf::N,ovca,вівця
155,Schwein::N,sviňa,свиня
156,Hund::N,pes,собака
157,Katze::N,mačka,кішка
158,Bär::N,medveď,ведмідь
159,Eichhörnchen::N,veverička,білка
160,Elch::N,los,лось
161,Fuchs::N,líška,лисиця
162,Hase::N,zajac,заєць
163,Maus::N,myš,миша
164,Wolf::N,vlk,вовк
165,Vogel::N,vták,птах
166,Schwarm::N,roj,зграя
167,Huhn::N,kurča,курка
168,Huhn::N,sliepka,курка
169,Hahn::N,kohút,півень
170,Gans::N,hus,гуска
171,Adler::N,orol,орел
172,Ente::N,kačka,качка
173,Ente::N,kačica,качка
174,Eule::N,sova,сова
175,Kranich::N,žeriav,журавель
176,Krähe::N,vrana,ворона
177,Kuckuck::N,kukučka,зозуля
178,Schwan::N,labuť,лебідь
179,Fisch::N,ryba,риба
180,Barsch::N,ostriež,окунь
181,Hecht::N,šťuka,щука
182,Schlange[Tier]::N,had,змія
183,Wurm::N,červ,черв’як
184,Spinne::N,pavúk,павук
185,Ameise::N,mravec,мурашка
186,Laus::N,voš,воша
187,Mücke::N,komár,комар
188,Fliege::N,mucha,муха
189,Schmetterling::N,motýľ,метелик
190,Beere::N,bobuľa,ягода
191,Apfel::N,jablko,яблуко
192,Pilz::N,hríb,гриб
193,Zwiebel::N,cibuľa,цибуля
194,Saat::N,osivo,сім’я
195,Korn::N,zrno,зерно
196,Heu::N,seno,сіно
197,Schale::N,šupa,шкірка
198,Schale::N,škrupina,шкірка
199,Grube::N,jama,яма
200,Falle::N,pasca,пастка
201,Falle::N,klepec,пастка
202,Schlinge::N,slučka,петля
203,Spur::N,stopa,слід
204,Asche::N,popol,зола
205,Asche::N,popol,попіл
206,Dreck::N,kal,бруд
207,Dreck::N,blato,бруд
208,Eisen::N,železo,залізо
209,Gold::N,zlato,золото
210,Silber::N,striebro,срібло
211,Kohle::N,uhlie,вугілля
212,Glas::N,sklo,скло
213,Lehm::N,íl,глина
214,Lehm::N,hlina,глина
215,Sand::N,piesok,пісок
216,Mensch::N,človek,людина
217,Mann::N,muž,чоловік
218,Mann::N,chlap,чоловік
219,Frau::N,žena,жінка
220,Kind::N,dieťa,дитина
221,Junge::N,chlapec,хлопець
222,Mädchen::N,dievka,дівчина
223,Familie::N,rodina,сім’я
224,Familie::N,rodina,родина
225,Großvater::N,dedo,дідусь
226,Großvater::N,starý otec,дідусь
227,Großmutter::N,babička,бабуся
228,Großmutter::N,stará mať,бабуся
229,Eltern::N,rodičia,батьки
230,Vater::N,otec,батько
231,Mutter::N,mať,мати
232,Mutter::N,matka,мати
233,Sohn::N,syn,син
234,Tochter::N,dcéra,дочка
235,Bruder::N,brat,брат
236,Schwester::N,sestra,сестра
237,Onkel::N,ujo,дядько
238,Onkel::N,strýko,дядько
239,Tante::N,teta,тітка
240,Tante::N,tetka,тітка
241,Ehemann::N,muž,чоловік
242,Ehemann::N,manžel,чоловік
243,Ehefrau::N,žena,жінка
244,Ehefrau::N,žena,дружина
245,Ehefrau::N,manželka,жінка
246,Ehefrau::N,manželka,дружина
247,Freude::N,radosť,радощі
248,Gelächter::N,smiech,сміх
249,Glück::N,šťastie,щастя
250,Kummer::N,žiaľ,горе
251,Kummer::N,zármutok,горе
252,Wunsch::N,prianie,бажання
253,Lust::N,chuť,бажання
254,Geist::N,duch,дух
255,Gedanke::N,myšlienka,думка
256,Gedächtnis::N,pamäť,пам’ять
257,Verstand::N,rozum,розум
258,Sinn::N,zmysel,зміст
259,Sinn::N,zmysel,значення
260,Grund::N,dôvod,причина
261,Grund::N,príčina,причина
262,Wahrheit::N,pravda,правда
263,Gespräch::N,reč,розмова
264,Gespräch::N,rozhovor,розмова
265,Märchen::N,rozprávka,байка
266,Erzählung::N,poviedka,повість
267,Erzählung::N,poviedka,оповідання
268,Nachricht::N,správa,повідомлення
269,Neuigkeit::N,novinka,новина
270,Name::N,meno,ім’я
271,Rätsel::N,záhada,загадка
272,Rätsel::N,hádanka,загадка
273,Rede::N,reč,промова
274,Sprache::N,reč,мова
275,Sprache::N,jazyk,мова
276,Stimme::N,hlas,голос
277,Wort::N,slovo,слово
278,Zeichen::N,znak,знак
279,Ruf::N,volanie,оклик
280,Ruf::N,zavolanie,оклик
281,Lärm::N,hluk,шум
282,Lärm::N,hurhaj,шум
283,Laut::N,zvuk,звук
284,Ton::N,tón,тон
285,Ton::N,zvuk,тон
286,Lied::N,pieseň,пісня
287,Ruhe::N,pokoj,спокій
288,Leute::N,ľudia,люди
289,Volk::N,ľud,народ
290,Volk::N,národ,народ
291,Arbeit::N,práca,робота
292,Arbeit::N,robota,робота
293,Gast::N,hosť,гість
294,Geschenk::N,dar,подарунок
295,Spiel::N,hra,гра
296,Gesellschaft::N,spoločnosť,товариство
297,Hilfe::N,pomoc,допомога
298,Freund::N,priateľ,друг
299,Freund::N,priateľ,приятель
300,Kamerad::N,kamarát,товариш
301,Angelegenheit::N,vec,справа
302,Angelegenheit::N,záležitosť,справа
303,Anzahl::N,počet,число
304,Anzahl::N,množstvo,число
305,Art::N,druh,рід
306,Stück::N,kus,кусок
307,Stück::N,kúsok,кусок
308,Teil::N,časť,частина
309,Hälfte::N,polka,половина
310,Hälfte::N,polovica,половина
311,Kreis::N,kruh,круг
312,Kreis::N,kruh,коло
313,Kreuz::N,kríž,хрест
314,Linie::N,línia,лінія
315,Strich::N,čiara,штрих
316,Abstand::N,vzdialenosť,проміжок
317,Entfernung::N,vzdialenosť,відстань
318,Gegend::N,kraj,місцевість
319,Gegend::N,krajina,місцевість
320,Platz::N,miesto,площа
321,Ort::N,miesto,місце
322,Seite::N,bok,сторона
323,Seite::N,strana,сторона
324,Mitte::N,stred,середина
325,Gegenstand::N,predmet,предмет
326,Sache::N,vec,річ
327,Rand::N,kraj,край
328,Rand::N,okraj,край
329,Kante::N,hrana,ребро
330,Ecke::N,roh,ріг
331,Spitze::N,hrot,кінчик
332,Spitze::N,špička,кінчик
333,Ende::N,koniec,кінець
334,Loch::N,diera,діра
335,Winkel::N,kút,куток
336,Muster::N,vzor,узор
337,Muster::N,vzorka,узор
338,Größe::N,veľkosť,розмір
339,Länge::N,dĺžka,довжина
340,Höhe::N,výška,висота
341,Gewicht::N,váha,вага
342,Menge::N,množstvo,кількість
343,Haufen::N,hŕba,купа
344,Reihe::N,rad,ряд
345,Boot::N,čln,човен
346,Ruder::N,veslo,весло
347,Schlitten::N,sane,сани
348,Ski::N,lyža,лижа
349,Lagerfeuer::N,táborák,вогнище
350,Last::N,ťarcha,тягар
351,Last::N,ťarcha,вантаж
352,Last::N,bremeno,тягар
353,Last::N,bremeno,вантаж
354,Gang::N,chôdza,хід
355,Schritt::N,krok,крок
356,Norden::N,sever,північ
357,Süden::N,juh,південь
358,Westen::N,západ,захід
359,Osten::N,východ,схід
360,Holz::N,drevo,дрова
361,Brett::N,doska,дошка
362,Platte::N,doska,плита
363,Platte::N,platňa,плита
364,Stütze::N,opora,підпірка
365,Stange::N,tyč,жердина
366,Stock::N,palica,палиця
367,Stab::N,palica,палиця
368,Rohr::N,rúra,труба
369,Haus::N,dom,дім
370,Haus::N,dom,хата
371,Heim::N,domov,житло
372,Ofen::N,pec,піч
373,Ofen::N,kachle,піч
374,Fußboden::N,dlážka,підлога
375,Fußboden::N,podlaha,підлога
376,Tisch::N,stôl,стіл
377,Stuhl::N,stolička,стілець
378,Wiege::N,kolíska,колиска
379,Bett::N,lôžko,ліжко
380,Bett::N,lôžko,постіль
381,Bett::N,posteľ,ліжко
382,Bett::N,posteľ,постіль
383,Regal::N,regál,полиця
384,Regal::N,polica,полиця
385,Kiste::N,debna,ящик
386,Fenster::N,okno,вікно
387,Fenster::N,oblok,вікно
388,Tür::N,dvere,двері
389,Tor::N,vráta,ворота
390,Zaun::N,plot,паркан
391,Zaun::N,plot,огорожа
392,Zaun::N,ohrada,паркан
393,Zaun::N,ohrada,огорожа
394,Dach::N,krov,дах
395,Dach::N,strecha,дах
396,Leiter::N,rebrík,драбина
397,Leiter::N,rebrina,драбина
398,Besen::N,metla,мітла
399,Spaten::N,rýľ,заступ
400,Schaufel::N,lopata,совок
401,Schaufel::N,lopata,лопата
402,Gabel::N,vidlička,виделка
403,Löffel::N,lyžica,ложка
404,Messer::N,nôž,ніж
405,Nagel::N,klinec,цвях
406,Netz::N,sieť,сіть
407,Haken::N,hák,крюк
408,Haken::N,háčik,крюк
409,Griff::N,rukoväť,ручка
410,Griff::N,rukoväť,держак
411,Schloss::N,zámka,замок
412,Bild::N,obraz,картина
413,Figur::N,figúra,фігура
414,Puppe::N,bábka,лялька
415,Puppe::N,bábika,лялька
416,Beutel::N,vrece,мішечок
417,Beutel::N,vrece,торбинка
418,Beutel::N,vrecko,мішечок
419,Beutel::N,vrecko,торбинка
420,Bündel::N,uzlík,в’язка
421,Bündel::N,zväzok,в’язка
422,Tasche::N,taška,сумка
423,Tasche::N,kabelka,сумка
424,Eimer::N,vedro,відро
425,Deckel::N,vrchnák,кришка
426,Deckel::N,pokrývka,кришка
427,Geschirr::N,nádoba,посуд
428,Sack::N,mech,мішок
429,Sack::N,vrece,мішок
430,Tasse::N,šálka,чашка
431,Topf::N,hrniec,горщик
432,Kessel::N,kotol,котел
433,Essen::N,jedlo,їжа
434,Nahrung::N,strava,харч
435,Nahrung::N,potrava,харч
436,Speise::N,jedlo,страва
437,Fleisch::N,mäso,м’ясо
438,Getreide::N,obilie,хліб
439,Getreide::N,obilie,збіжжя
440,Brei::N,kaša,каша
441,Brot::N,chlieb,хліб
442,Scheibe::N,kotúč,скибочка
443,Scheibe::N,krajec,скибочка
444,Fett::N,tuk,жир
445,Fett::N,masť,жир
446,Butter::N,maslo,масло
447,Öl::N,olej,олія
448,Salz::N,soľ,сіль
449,Suppe::N,polievka,суп
450,Honig::N,med,мед
451,Milch::N,mlieko,молоко
452,Tee::N,čaj,чай
453,Leder::N,koža,шкіра
454,Wolle::N,vlna,шерсть
455,Stoff::N,súkno,тканина
456,Nadel::N,ihla,голка
457,Faden::N,niť,нитка
458,Faden::N,vlákno,нитка
459,Knopf::N,gombík,ґудзик
460,Knoten::N,uzol,вузол
461,Farbe::N,farba,фарба
462,Kleidung::N,šaty,одяг
463,Kleidung::N,šaty,убрання
464,Kleidung::N,šatstvo,одяг
465,Kleidung::N,šatstvo,убрання
466,Hemd::N,košeľa,сорочка
467,Kragen::N,golier,комір
468,Ärmel::N,rukáv,рукав
469,Hose::N,nohavice,брюки
470,Gürtel::N,pás,пояс
471,Gürtel::N,opasok,пояс
472,Mütze::N,čiapka,шапка
473,Schuh::N,obuv,ботинок
474,Schuh::N,topánka,ботинок
475,Stiefel::N,čižma,чобіт
476,Ring::N,prsteň,кільце
477,Band::N,stuha,стрічка
478,Kamm::N,hrebeň,гребінець
479,Spiegel::N,zrkadlo,дзеркало
480,Riemen::N,remeň,ремінь
481,Schnur::N,šnúra,вірьовка
482,Leine::N,vodidlo,шворка
483,Decke::N,deka,ковдра
484,Decke::N,prikrývka,ковдра
485,Kissen::N,poduška,подушка
486,Tuch::N,šatka,хустка
487,Handtuch::N,uterák,рушник
488,Kraft::N,moc,сила
489,Stärke::N,sila,сила
490,Gesundheit::N,zdravie,здоров’я
491,Krankheit::N,nemoc,хвороба
492,Krankheit::N,choroba,хвороба
493,Schmerz::N,bolesť,біль
494,Wunde::N,rana,рана
495,Fieber::N,horúčka,гарячка
496,Arznei::N,liek,ліки
497,Brücke::N,most,міст
498,Brunnen::N,studňa,колодязь
499,Weide::N,pastva,пасовище
500,Pfad::N,chodník,стежка
501,Weg::N,cesta,шлях
502,Weg::N,cesta,дорога
503,Straße::N,hradská,вулиця
504,Dorf::N,dedina,село
505,Stadt::N,mesto,місто
506,Brief::N,list,лист
507,Buch::N,kniha,книга
508,Buch::N,kniha,книжка
509,Buchstabe::N,litera,буква
510,Buchstabe::N,litera,літера
511,Buchstabe::N,písmeno,буква
512,Buchstabe::N,písmeno,літера
513,Zeitung::N,noviny,газета
514,Leben::N,život,життя
515,Tod::N,smrť,смерть
516,Grab::N,hrob,могила
517,Kirche::N,kostol,церква
518,Sünde::N,hriech,гріх
519,Gott::N,boh,бог
520,Arbeiter::N,robotník,робітник
521,Arbeiter::N,pracnovík,робітник
522,Chef::N,šéf,хазяїн
523,Chef::N,riaditeľ,хазяїн
524,Meister::N,majster,умілець
525,Arzt::N,lekár,лікар
526,Lehrer::N,učiteľ,вчитель
527,Geld::N,peniaze,гроші
528,Geschäft::N,obchod,заняття
529,Laden::N,obchod,магазин
530,Laden::N,obchod,крамниця
531,Preis::N,cena,ціна
532,Ware::N,tovar,товар
533,Nutzen::N,osoh,вигода
534,Nutzen::N,osoh,користь
535,Nutzen::N,úžitok,вигода
536,Nutzen::N,úžitok,користь
537,Reichtum::N,bohatstvo,багатство
538,Welt::N,svet,світ
539,Land::N,územie,країна
540,Land::N,krajina,країна
541,Staat::N,štát,держава
542,König::N,kráľ,король
543,Macht::N,moc,влада
544,Macht::N,mocnosť,влада
545,Grenze::N,hranica,кордон
546,Krieg::N,vojna,війна
547,Feind::N,nepriateľ,ворог
548,Gewalt::N,násilie,насильство
549,Kampf::N,boj,бій
550,Kampf::N,boj,боротьба
551,Bogen[Waffe]::N,luk,лук
552,Pfeil::N,šíp,стріла
553,Pfeil::N,strela,стріла
554,Gewehr::N,puška,рушниця
555,Gewehr::N,puška,гвинтівка
556,Fehler::N,omyl,помилка
557,Fehler::N,chyba,помилка
558,Lüge::N,lož,брехня
559,Schaden::N,ujma,шкода
560,Schaden::N,ujma,збиток
561,Schaden::N,škoda,шкода
562,Schaden::N,škoda,збиток
563,Unglück::N,nešťastie,нещастя
564,Schuld::N,vina,провина
565,Schuld::N,previnenie,провина
566,Alter::N,vek,вік
567,Alter::N,vek,літа
568,Schluss::N,záver,кінець
569,Schluss::N,koniec,кінець
570,Zeit::N,čas,час
571,Tag::N,deň,день
572,Morgen::N,ráno,ранок
573,Mittag::N,poludnie,південь
574,Abend::N,večer,вечір
575,Nacht::N,noc,ніч
576,Woche::N,týždeň,тиждень
577,Monat::N,mesiac,місяць
578,Jahr::N,rok,рік
579,Frühling::N,jar,весна
580,Sommer::N,leto,літо
581,Herbst::N,jeseň,осінь
582,Winter::N,zima,зима
583,Januar::N,január,січень
584,Februar::N,február,лютий
585,März::N,marec,березень
586,April::N,apríl,квітень
587,Mai::N,máj,травень
588,Juni::N,jún,червень
589,Juli::N,júl,липень
590,August::N,august,серпень
591,September::N,september,вересень
592,Oktober::N,október,жовтень
593,November::N,november,листопад
594,Dezember::N,december,грудень
595,Montag::N,pondelok,понеділок
596,Dienstag::N,utorok,вівторок
597,Mittwoch::N,streda,середа
598,Donnerstag::N,štvrtok,четвер
599,Freitag::N,piatok,п’ятниця
600,Samstag::N,sobota,субота
601,Sonntag::N,nedeľa,неділя
602,groß::A,veľký,великий
603,klein::A,malý,малий
604,klein::A,malý,маленький
605,lang::A,dlhý,довгий
606,kurz::A,krátky,короткий
607,breit::A,široký,широкий
608,schmal::A,úzky,вузький
609,dicht::A,hustý,густий
610,dick[Gegenstand]::A,tlstý,товстий
611,dünn::A,tenký,тонкий
612,fein::A,jemný,дрібний
613,fest::A,pevný,міцний
614,flach::A,rovný,плоский
615,flach::A,plochý,плоский
616,glatt::A,hladký,рівний
617,glatt::A,hladký,гладенький
618,hart::A,tvrdý,твердий
619,weich::A,mäkký,м’який
620,rund::A,guľatý,круглий
621,rund::A,okrúhly,круглий
622,spitz::A,končitý,гострокінцевий
623,scharf::A,ostrý,гострий
624,stumpf::A,tupý,тупий
625,schwer::A,ťažký,важкий
626,schön::A,pekný,вродливий
627,schön::A,krásny,вродливий
628,heiß::A,horúci,жаркий
629,heiß::A,horúci,гарячий
630,warm::A,teplý,теплий
631,kalt::A,studený,холодний
632,kühl::A,chladný,прохолодний
633,frisch::A,svieži,свіжий
634,feucht::A,vlhký,вогкий
635,feucht::A,zvlhnutý,вогкий
636,nass::A,mokrý,мокрий
637,trocken::A,suchý,сухий
638,voll::A,plný,повний
639,leer::A,prázdny,пустий
640,offen::A,otvorený,відкритий
641,geschlossen::A,zavretý,закритий
642,geschlossen::A,zavretý,зачинений
643,sauber::A,čistý,чистий
644,sauber::A,čistý,охайний
645,schmutzig::A,špinavý,брудний
646,roh::A,surový,сирий
647,reif::A,zrelý,зрілий
648,lecker::A,chutný,смачний
649,süß::A,sladký,солодкий
650,bitter::A,horký,гіркий
651,sauer::A,kyslý,кислий
652,hell::A,jasný,світлий
653,hell::A,svetlý,світлий
654,dunkel::A,temný,темний
655,schwarz::A,čierny,чорний
656,weiß::A,biely,сивий
657,rot::A,červený,червоний
658,gelb::A,žltý,жовтий
659,blau::A,modrý,синій
660,blau::A,belasý,синій
661,grün::A,zelený,зелений
662,grau::A,šedý,сірий
663,bunt::A,pestrý,барвистий
664,billig::A,lacný,дешевий
665,teuer::A,drahý,дорогий
666,wertvoll::A,cenný,цінний
667,blind::A,slepý,сліпий
668,taub::A,hluchý,глухий
669,kräftig::A,silný,могутній
670,stark::A,silný,сильний
671,schwach::A,slabý,слабкий
672,schwach::A,bezvládny,слабкий
673,fett::A,tučný,жирний
674,fett::A,tučný,товстий
675,schlank::A,štíhly,тонкий
676,schlank::A,štíhly,стрункий
677,hübsch::A,šumný,чарівний
678,hübsch::A,švárny,чарівний
679,böse::A,zlý,злий
680,böse::A,zlý,лихий
681,dumm::A,hlúpy,дурний
682,faul::A,lenivý,ледачий
683,fleißig::A,snaživý,старанний
684,fleißig::A,usilovný,старанний
685,geizig::A,skupý,скупий
686,geizig::A,lakomý,скупий
687,klug::A,múdry,мудрий
688,klug::A,múdry,розумний
689,klug::A,bystrý,мудрий
690,klug::A,bystrý,розумний
691,geschickt::A,zručný,умілий
692,geschickt::A,šikovný,умілий
693,lieb::A,milý,милий
694,lustig::A,veselý,веселий
695,sanft::A,nežný,лагідний
696,hungrig::A,lačný,голодний
697,hungrig::A,hladný,голодний
698,krank::A,chorý,слабий
699,krank::A,nemocný,слабий
700,nackt::A,nahý,голий
701,traurig::A,smutný,сумний
702,lebendig::A,živý,живий
703,gut::A,dobrý,добрий
704,schlecht::A,zlý,поганий
705,schlecht::A,zlý,кепський
706,richtig::A,správny,правильний
707,schlimm::A,zlý,бридкий
708,schlimm::A,nepríjemný,бридкий
709,wahr::A,pravý,справжній
710,wahr::A,pravdivý,справжній
711,alt::A,starý,старий
712,neu::A,nový,новий
713,ehemalig::A,bývalý,колишній
714,alt[Lebewesen]::A,starý,старий
715,jung::A,mladý,молодий
716,arm::A,chudobný,бідний
717,reich::A,bohatý,багатий
718,bekannt::A,známy,знайомий
719,berühmt::A,slávny,славетний
720,berühmt::A,povestný,славетний
721,fremd::A,cudzí,чужий
722,verschieden::A,rôzny,різний
723,verschieden::A,rozličný,різний
724,nah::A,blízky,близький
725,fern::A,ďaleký,далекий
726,linker::A,ľavý,лівий
727,rechter::A,pravý,правий
728,anderer::A,iný,інакший
729,anderer::A,druhý,інакший
730,erster::A,prvý,перший
731,zweiter::A,druhý,другий
732,dritter::A,tretí,третій
733,letzter::A,ostatný,останній
734,letzter::A,posledný,останній
735,allein::ADV,sám,сам
736,allein::ADV,sám,один
737,auf einmal::ADV,zároveň,відразу
738,zusammen::ADV,spolu,разом
739,zusammen::ADV,spolu,спільно
740,zusammen::ADV,spoločne,разом
741,zusammen::ADV,spoločne,спільно
742,lange::ADV,dlho,довго
743,plötzlich::ADV,náhle,раптом
744,sofort::ADV,hneď,зараз
745,sofort::ADV,ihneď,зараз
746,später::ADV,neskoršie,пізніше
747,jetzt::ADV,teraz,тепер
748,heute::ADV,dnes,сьогодні
749,morgen::ADV,zajtra,завтра
750,bald::ADV,skoro,незабаром
751,dann::ADV,nato,потім
752,dann::ADV,potom,потім
753,gestern::ADV,včera,вчора
754,einst::ADV,kedysi,колись
755,einst::ADV,niekedy,колись
756,damals::ADV,vtedy,тоді
757,danach::ADV,potom,згодом
758,danach::ADV,podľa toho,згодом
759,vorher::ADV,napred,раніше
760,vorher::ADV,predtým,раніше
761,zuerst::ADV,najprv,спершу
762,zuerst::ADV,najprv,спочатку
763,einmal::ADV,raz,один раз
764,einmal::ADV,jedenkrát,один раз
765,manchmal::ADV,občas,іноді
766,manchmal::ADV,občas,інколи
767,manchmal::ADV,niekedy,іноді
768,manchmal::ADV,niekedy,інколи
769,oft::ADV,často,часто
770,immer::ADV,vždy,завжди
771,immer::ADV,ustavične,завжди
772,niemals::ADV,nikdy,ніколи
773,hier::ADV,tu,тут
774,hierhin::ADV,sem,сюди
775,hierhin::ADV,tade,сюди
776,von hier::ADV,odtiaľto,звідси
777,dort::ADV,tam,там
778,dorthin::ADV,ta,туди
779,dorthin::ADV,tam,туди
780,geradeaus::ADV,rovno,прямо
781,geradeaus::ADV,priamo,прямо
782,vorwärts::ADV,napred,вперед
783,rückwärts::ADV,nazad,назад
784,zurück::ADV,späť,назад
785,zurück::ADV,naspäť,назад
786,unten::ADV,dolu,внизу
787,unten::ADV,naspodku,внизу
788,hinab::ADV,dolu,вниз
789,oben::ADV,hore,вгорі
790,oben::ADV,navrchu,вгорі
791,hinauf::ADV,hore,вгору
792,hinauf::ADV,navrch,вгору
793,überall::ADV,všade,скрізь
794,nicht::ADV,nie,не
795,ein wenig::ADV,trocha,трохи
796,ein wenig::ADV,trocha,небагато
797,kaum::ADV,ledva,ледве
798,sehr::ADV,veľmi,дуже
799,so::ADV,tak,так
800,so::ADV,takto,так
801,noch::ADV,ešte,ще
802,nur::ADV,len,лише
803,nur::ADV,len,тільки
804,schon::ADV,už,вже
805,wieder::ADV,zasa,знову
806,vergebens::ADV,márne,дарма
807,vergebens::ADV,nadarmo,дарма
808,vor::PRP,pred,перед
809,hinter::PRP,za,ззаду
810,hinter::PRP,za,позаду
811,unter::PRP,pod,під
812,durch::PRP,cez,крізь
813,neben::PRP,pri,біля
814,neben::PRP,vedľa,біля
815,zwischen::PRP,medzi,між
816,wegen::PRP,pre,з-за
817,wegen::PRP,pre,через
818,wegen::PRP,kvôli,з-за
819,wegen::PRP,kvôli,через
820,dies::PRN,to,це
821,dies::PRN,táto,це
822,das::PRN,to,то
823,alles::PRN,všetko,все
824,ich::PRN,ja,я
825,du::PRN,ty,ти
826,er::PRN,on,він
827,wir::PRN,my,ми
828,ihr::PRN,vy,ви
829,sie::PRN,oni,вони
830,was::FPRN,čo,що
831,wer::FPRN,kto,хто
832,wo::FADV,kde,де
833,wohin::FADV,kam,куди
834,wie::FADV,ako,як
835,warum::FADV,prečo,чому
836,wieviel::FNUM,koľko,скільки
