,Concept_ID,ta,mn
53,Herz::N,இதயம,зүрх
54,Magen::N,வயிறு,ходоод
55,Leber::N,கல்லீரல்,элэг
56,Atem::N,மூச்சு,амьсгаа
57,Hunger::N,பசி,өлсгөлөн
58,Träne::N,கண்ணீர்,нулимс
59,Geschmack::N,நறுமணம்,амт
60,Geruch::N,துர்நாற்றம்,үнэр
61,Schlaf::N,தூக்கம்,нойр
62,Traum::N,கனவு,зүүд
63,Himmel::N,வானம்,тэнгэр
64,Himmel::N,வானம்,огторгуй
65,Sonne::N,சூரியன்,нар
66,Mond::N,சந்திரன்,сар
67,Stern::N,நட்சத்திரம்,од
68,Luft::N,காறறு,агаар
69,Wind::N,காற்று,салхи
70,Welle::N,அலை,долгио
71,Welle::N,அலை,давалгаа
72,Wasser::N,நீர்,ус
73,Stein::N,கல்,чулуу
74,Boden::N,தரை,хөрс
75,Erde::N,மண்,газар
76,Erde::N,மண்,шороо
77,Staub::N,தூசி,тоос
78,Rauch::N,புகை,утаа
79,Funke::N,தீப்பொறி,оч
80,Feuer::N,தீ,гал
81,Licht::N,வெளிச்சம்,гэрэл
82,Licht::N,வெளிச்சம்,гэгээ
83,Schatten::N,நிழல்,сүүдэр
84,Wetter::N,வானிலை,тэнгэр
85,Wetter::N,வானிலை,цаг уур
86,Nebel::N,பனிமூட்டம்,будан
87,Wolke::N,மேகம்,үүл
88,Regen::N,மழை,бороо
89,Schnee::N,உறைபனி,цас
90,Eis::N,பனிக்கட்டி,мөс
91,Frost::N,உறைபனி,хүйт
92,Kälte::N,குளிர்ந்த,хүйт
93,Hitze::N,சூடு,халуун
94,Raureif::N,உறைபனி வெண்திரை,цан
95,Raureif::N,உறைபனி வெண்திரை,хяруу
96,Regenbogen::N,வானவில்,солонго
97,Donner::N,இடி,тэнгэрийн дуу
98,Strömung::N,நீரோட்டம்,урсгал
99,Tropfen::N,துளி,дусал
100,Schaum::N,நுரை,хөөс
101,Schmutz::N,அழுக்கு,хир
102,Schmutz::N,அழுக்கு,шавхай
103,See::N,ஏரி,нуур
104,Sumpf::N,சதுப்பு நிலம்,намаг
105,Sumpf::N,சதுப்பு நிலம்,балчиг
106,Moor::N,முட்புதற்காடு,хүлрийн намаг
107,Wiese::N,பசும் புல்தரை,нуга
108,Wald::N,காடு,ой
109,Hügel::N,குன்று,болдог
110,Anhöhe::N,பதுக்கை,гүвээ
111,Berg::N,மலை,уул
112,Gipfel::N,உச்சி மாநாடு,орой
113,Gipfel::N,உச்சி மாநாடு,оргил
114,Höhle::N,குகை,агуй
115,Abhang::N,சரிவு,хүр
116,Quelle::N,மூலம்,булаг
117,Bach::N,ஓடை,горхи
118,Fluss::N,ஆறு,гол
119,Fluss::N,ஆறு,мөрөн
120,Ufer::N,நீர்க்கரை,эрэг
121,Küste::N,கடற்கரை,эрэг
122,Festland::N,நிலம்,хуурай газар
123,Meer::N,கடல்,далай
124,Meer::N,கடல்,тэнгис
125,Bucht::N,சிறுகுடா,булан
126,Bucht::N,சிறுகுடா,далайн тохой
127,Insel::N,தீவு,арал
128,Blume::N,பூ,цэцэг
129,Gras::N,புல்தரை,өвс
130,Gras::N,புல்தரை,ногоо
131,Wurzel::N,வேர்,үндэс
132,Baum::N,மரம்,мод
133,Stamm::N,அடிமரம்,иш
134,Stamm::N,அடிமரம்,гуалин
135,Rinde::N,பட்டை,холтос
136,Rinde::N,மரப்பட்டை,холтос
137,Ast::N,கினை,гишүү
138,Zweig::N,குச்சி,салаа
139,Blatt::N,இலை,навч
140,Birke::N,பிர்ச் மரம்,хус
141,Kiefer[Baum]::N,தேவதாரு மரம்,нарс
142,Weide[Baum]::N,மர வகைகளுள் ஒன்று,уд
143,Weide[Baum]::N,மர வகைகளுள் ஒன்று,бургас
144,Tanne::N,சாதிக்கய்,гачуур
145,Horn::N,கொம்பு,эвэр
146,Feder::N,இறகு,өд
147,Fell::N,மென்முடி,арьс
148,Flügel::N,இறக்கை,жигүүр
149,Flügel::N,இறக்கை,далавч
150,Klaue::N,நகம்,савар
151,Klaue::N,நகம்,хумс
152,Kralle::N,நகம்,савар
153,Schwanz::N,வால்,сүүл
154,Ei::N,முட்டை,өндөг
155,Nest::N,கூடு,үүр
156,Bau::N,குகை,нүх
157,Bau::N,குகை,элүү
158,Tier::N,விலங்கு,амьтан
159,Tier::N,விலங்கு,адгуус
160,Herde::N,கூட்டம்,сүрэг
161,Kuh::N,பசு,үнээ
162,Bulle::N,காளை,бух
163,Pferd::N,குதிரை,морь
164,Pferd::N,குதிரை,адуу
165,Schaf::N,செம்மறிஆடு,хонь
166,Schwein::N,பன்றி,гахай
167,Hund::N,நாய்,нохой
168,Katze::N,பூனை,муур
169,Katze::N,பூனை,мигуй
170,Bär::N,கரடி,баавгай
171,Eichhörnchen::N,அணில்,хэрэм
172,Elch::N,கடம்பை,хандгай
173,Fuchs::N,நரி,үнэг
174,Hase::N,முயல்,туулай
175,Maus::N,எலி,хулгана
176,Wolf::N,ஓநாய்,чоно
177,Vogel::N,பறவை,шувуу
178,Schwarm::N,தொகுதி,сүрэг
179,Huhn::N,கோழிக்குஞசு,тахиа
180,Hahn::N,சேவல்,эр тахиа
181,Gans::N,பெண் வாத்து,галуу
182,Adler::N,பருநது,бүргэд
183,Ente::N,வாத்து,нугас
184,Eule::N,ஆந்தை,ууль
185,Kranich::N,நாரை,тогоруу
186,Krähe::N,காகம்,хэрээ
187,Kuckuck::N,குயில்,хөхөө
188,Schwan::N,அன்னம்,хун
189,Fisch::N,மீன்,загас
190,Barsch::N,பேர்ச்,алгана
191,Hecht::N,கோலாச்சி மீன்,цурхай
192,Schlange[Tier]::N,பாம்பு,могой
193,Wurm::N,புழு,өт
194,Wurm::N,புழு,хорхой
195,Spinne::N,சிலந்தி,аалз
196,Ameise::N,எறும்பு,шоргоолж
197,Laus::N,பேன்,бөөс
198,Mücke::N,கொசுவினப்பூச்சி,шумуул
199,Fliege::N,ஈ,ялаа
200,Schmetterling::N,வண்ணத்துப்பூச்சி,эрвээхэй
201,Beere::N,சதைப்பழம்,жимсгэнэ
202,Apfel::N,ஆப்பிள பழம்,алим
203,Pilz::N,காளான்,мөөг
204,Zwiebel::N,வெங்காயம்,сонгино
205,Saat::N,விதை,тариа
206,Korn::N,தானியம்,үр
207,Korn::N,தானியம்,мөхлөг
208,Heu::N,வைக்கோல்,өвс
209,Schale::N,தோல்,хальс
210,Grube::N,குழி,алам
211,Grube::N,குழி,нүх
212,Falle::N,பொறி,хавх
213,Falle::N,பொறி,занга
214,Schlinge::N,கண்ணி,урхи
215,Spur::N,சுவடு,мөр
216,Asche::N,சாம்பல்,үнс
217,Dreck::N,அழுக்கு,хир
218,Eisen::N,இரும்பு,төмөр
219,Gold::N,தங்கம்,алт
220,Silber::N,வெள்ளி,мөнгө
221,Kohle::N,நிலக்கரி,нүүрс
222,Glas::N,கண்ணாடி,шил
223,Lehm::N,களிமண்,шавар
224,Sand::N,மணல்,элс
225,Mensch::N,மனிதர்கள்,хүн
226,Mann::N,மனிதன்,эр
227,Mann::N,மனிதன்,эрэгтэй
228,Frau::N,பெண்,эмэгтэй
229,Frau::N,பெண்,хатагтай
230,Kind::N,குழந்தை,хүүхэд
231,Junge::N,பையன்,хүү
232,Mädchen::N,சிறுமி,охин
233,Mädchen::N,சிறுமி,бүсгүй
234,Familie::N,குடும்பம்,айл
235,Großvater::N,தாத்தா,өвгөн аав
236,Großmutter::N,பாட்டி,эмэг эх
237,Großmutter::N,பாட்டி,эмгээ
238,Eltern::N,பெற்றோர்,эцэг эх
239,Vater::N,தந்தை,аав
240,Vater::N,தந்தை,эцэг
241,Mutter::N,தாய்,эх
242,Mutter::N,தாய்,ээж
243,Sohn::N,மகன்,хүү
244,Tochter::N,மகள்,охин
245,Bruder::N,சகோதரன்,ах
246,Bruder::N,சகோதரன்,дүү
247,Schwester::N,அக்கா,эгч
248,Schwester::N,அக்கா,охин дүү
249,Onkel::N,தாய் மாமன்,авга ах
250,Onkel::N,தாய் மாமன்,нагац ах
251,Tante::N,அத்தை,авга эгч
252,Tante::N,அத்தை,нагац эгч
253,Ehemann::N,கணவன்,нөхөр
254,Ehefrau::N,மனைவி,эхнэр
255,Ehefrau::N,மனைவி,гэргий
256,Freude::N,கொண்டாட்டம்,баяр
257,Freude::N,கொண்டாட்டம்,баясгалан
258,Gelächter::N,சிரிப்பு,инээдэм
259,Glück::N,மகிழ்ச்சி,жаргалан
260,Kummer::N,துயரம்,гаслан
261,Wunsch::N,விருப்பம்,ерөөл
262,Lust::N,விருப்பம்,дур
263,Lust::N,விருப்பம்,хүсэл
264,Geist::N,ஆன்மா,оюун
265,Gedanke::N,எண்ணம்,сэтгэл
266,Gedächtnis::N,ஞாபகம்,ой
267,Gedächtnis::N,ஞாபகம்,цээж
268,Verstand::N,மனம்,ухаан
269,Sinn::N,அர்த்தம்,утга
270,Grund::N,காரணம்,учир
271,Wahrheit::N,உண்நை,үнэн
272,Gespräch::N,பெசு,яриа
273,Märchen::N,நம்பத்தகாத கதை,явган үлгэр
274,Erzählung::N,கதை,тууж
275,Nachricht::N,செய்தி,мэдээ
276,Neuigkeit::N,செய்தி,сонин
277,Name::N,பெயர்,нэр
278,Rätsel::N,புதிர்,оньсого
279,Rede::N,பேச்சு,хэлсэн үг
280,Sprache::N,மொழி,хэл
281,Stimme::N,குரல்,дуу
282,Wort::N,வார்த்தை,үг
283,Zeichen::N,குறி,тамга
284,Zeichen::N,குறி,тэмдэг
285,Ruf::N,அழைப்பு,дуудлага
286,Lärm::N,சத்தம்,шуугиан
287,Lärm::N,சத்தம்,чимээ
288,Laut::N,ஒலி,анир
289,Laut::N,ஒலி,дуу
290,Ton::N,குரல்,авиа
291,Ton::N,குரல்,аялгуу
292,Lied::N,பாட்டு,дуу
293,Ruhe::N,அமைதி,энх
294,Ruhe::N,அமைதி,тайван
295,Leute::N,மக்கள்,хүмүүс
296,Volk::N,மக்கள்,улс
297,Arbeit::N,வேலை,ажил
298,Arbeit::N,வேலை,хөдөлмөр
299,Gast::N,விருந்தாளி,зочин
300,Gast::N,விருந்தாளி,айлчин
301,Geschenk::N,பரிசுப் பொருள்,бэлэг
302,Spiel::N,விளையாட்டு,наадам
303,Spiel::N,விளையாட்டு,тоглоом
304,Gesellschaft::N,சமுதாயம்,хамт байх
305,Hilfe::N,உதவி,тусламж
306,Freund::N,நண்பன்,найз
307,Freund::N,நண்பன்,нөхөр
308,Kamerad::N,உடனிருப்பவன்,хань
309,Kamerad::N,உடனிருப்பவன்,нөхөр
310,Angelegenheit::N,செய்தி,хэрэг
311,Anzahl::N,எண்ணிக்கை,тоо
312,Art::N,வகை,төрөл
313,Art::N,வகை,янз
314,Stück::N,துண்டம்,хэсэг
315,Teil::N,பகுதி,хувь
316,Teil::N,பகுதி,хэсэг
317,Hälfte::N,பாதி,хагас
318,Kreis::N,வட்டம்,тойрог
319,Kreis::N,வட்டம்,хүрээ
320,Kreuz::N,சிலுவை,загалмай
321,Linie::N,கோடு,шугам
322,Strich::N,வாத நோய்,зураас
323,Abstand::N,இடைவெளி,зай
324,Entfernung::N,தூரம்,зай
325,Entfernung::N,தூரம்,хол ойр
326,Gegend::N,வட்டாரம்,хавь
327,Gegend::N,வட்டாரம்,газар
328,Platz::N,வெற்றிடம்,зай
329,Platz::N,வெற்றிடம்,завсар
330,Ort::N,இடம்,газар
331,Ort::N,இடம்,байр
332,Seite::N,பக்கம்,тал
333,Seite::N,பக்கம்,этгээд
334,Mitte::N,இடைப்பகுதி,төв
335,Mitte::N,இடைப்பகுதி,дунд
336,Gegenstand::N,உருப்படி,юм
337,Sache::N,பொருள்,үйл
338,Sache::N,பொருள்,хэрэг
339,Rand::N,தொங்கு,зах
340,Rand::N,தொங்கு,хөвөө
341,Kante::N,விளிம்பு,ирмэг
342,Ecke::N,மூலை,өнцөг
343,Spitze::N,முனை,үзүүр
344,Ende::N,முடிவு,зах
345,Ende::N,முடிவு,үзүүр
346,Loch::N,துளை,цоорхой
347,Loch::N,துளை,онгорхой
348,Winkel::N,கோணம்,өнцөг
349,Muster::N,பாங்கு,хээ
350,Muster::N,பாங்கு,угалз
351,Größe::N,அளவு,хэмжээ
352,Länge::N,நீளம்,урт
353,Höhe::N,உயரம்,өндөр
354,Gewicht::N,எடை,жин
355,Menge::N,தொகை,тоо
356,Haufen::N,குவியல்,бөөн
357,Reihe::N,வரிசை,эгнээ
358,Boot::N,படகு,завь
359,Ruder::N,துடுப்பு,сэлүүр
360,Schlitten::N,சகடையிலா வண்டி,чарга
361,Ski::N,பனிச் சறுக்கல்,цана
362,Lagerfeuer::N,மூட்டம்,түүдэг
363,Last::N,பாரம்,ачаа
364,Gang::N,நடை,явдал
365,Schritt::N,காலடி,алхам
366,Norden::N,வடக்கு,умар
367,Süden::N,தெற்கு,урд
368,Süden::N,தெற்கு,өмнө
369,Westen::N,மேற்கு திசை,өрнө
370,Westen::N,மேற்கு திசை,баруун
371,Osten::N,கிழக்கு,зүүн
372,Osten::N,கிழக்கு,дорно
373,Holz::N,மரக்கட்டை,мод
374,Brett::N,பலகை,банз
375,Platte::N,பலகம்,хавтан
376,Stütze::N,அடைப்புகன்,тулгуур
377,Stütze::N,அடைப்புகன்,тулга
378,Stange::N,கம்பம்,сургааг
379,Stock::N,குச்சி,саваа
380,Stab::N,கம்பு,таяг
381,Rohr::N,குழாய்,хоолой
382,Haus::N,வீடு,гэр
383,Haus::N,வீடு,байшин
384,Heim::N,வீடு,гэр
385,Ofen::N,அடுப்பு,зуух
386,Ofen::N,அடுப்பு,пийшин
387,Fußboden::N,தரை,шал
388,Tisch::N,மேசை,ширээ
389,Stuhl::N,நாற்காலி,сандал
390,Wiege::N,தொட்டில்,өлгий
391,Bett::N,படுக்கை,ор
392,Regal::N,அலமாரி,тавиур
393,Kiste::N,பெட்டி,авдар
394,Kiste::N,பெட்டி,хайрцаг
395,Fenster::N,சாளரம்,гэгээвч
396,Tür::N,கதவு,үүд
397,Tür::N,கதவு,хаалга
398,Tor::N,வாசற்கதவு,хаалга
399,Zaun::N,வேலி,хашаа
400,Dach::N,கூரை,дээвэр
401,Leiter::N,ஏணி,шат
402,Besen::N,விளக்குமாறு,хамуур
403,Besen::N,விளக்குமாறு,туужуу
404,Spaten::N,மண்வெட்டி,хүрз
405,Schaufel::N,அடிதண்டா,хүрз
406,Gabel::N,முட்கரண்டி,сэрээ
407,Löffel::N,கரண்டி,халбага
408,Messer::N,கத்தி,хутга
409,Nagel::N,ஆணி,хадаас
410,Netz::N,வலை,өөш
411,Netz::N,வலை,тор
412,Haken::N,கொக்கி,гох
413,Griff::N,கைப்பிடி,иш
414,Griff::N,கைப்பிடி,сэнж
415,Schloss::N,பூட்டு,цуурга
416,Schloss::N,பூட்டு,цоож
417,Bild::N,படம்,зураг
418,Figur::N,எண்ணிக்கை,баримал
419,Puppe::N,பொம்மை,хүүхэлдэй
420,Beutel::N,பை,агсаа
421,Beutel::N,பை,уут
422,Bündel::N,பொதி,боодол
423,Tasche::N,பை,цүнх
424,Eimer::N,வாளி,хөнөг
425,Eimer::N,வாளி,хувин
426,Deckel::N,உறை,таг
427,Deckel::N,உறை,хавхаг
428,Geschirr::N,பாத்திரம்,сав суулга
429,Sack::N,பை,шуудай
430,Tasse::N,கிண்ணம்,аяга
431,Topf::N,பானை,тогоо
432,Kessel::N,கெண்டி,тогоо
433,Essen::N,உணவருந்துதல்,идээ
434,Nahrung::N,உணவு,хүнс
435,Speise::N,உணவு வகை,идээ
436,Fleisch::N,இறைச்சி,мах
437,Getreide::N,மக்காச்சோளம்,будаа
438,Brei::N,கஞ்சி,богшмол
439,Brei::N,கஞ்சி,будаа
440,Brot::N,ரொட்டி,талх
441,Scheibe::N,துண்டு,зүсэм
442,Scheibe::N,துண்டு,хэрчим
443,Fett::N,கொழுப்பு,өөх
444,Butter::N,வெண்ணெய்,тос
445,Öl::N,எண்ணெய்,тос
446,Salz::N,உப்பு,давс
447,Suppe::N,ரசம்,шөл
448,Honig::N,தேன்,бал
449,Milch::N,பால்,сүү
450,Tee::N,தெனீர்,цай
451,Leder::N,பதம் செய்யப்பட்ட தோல்,арьс
452,Leder::N,பதம் செய்யப்பட்ட தோல்,савхи
453,Wolle::N,கம்பளி,ноос
454,Wolle::N,கம்பளி,унгас
455,Stoff::N,துணி,бөс
456,Nadel::N,ஊசி,зүү
457,Faden::N,நூல்,боолт
458,Faden::N,நூல்,утас
459,Knopf::N,பொத்தான்,товч
460,Knoten::N,முடிச்சு,зангилаа
461,Farbe::N,வண்ணக் குழம்பு,будаг
462,Kleidung::N,ஆடைகள்,хувцас
463,Hemd::N,சட்டை,цамц
464,Kragen::N,கழுத்துப் பட்டை,зах заам
465,Ärmel::N,சட்டைக்கை,ханцуй
466,Hose::N,கால்சட்டை,өмд
467,Gürtel::N,பெல்ட்,бүс
468,Mütze::N,தொப்பி,малгай
469,Mütze::N,தொப்பி,бүрх
470,Schuh::N,காலணி,туфли
471,Stiefel::N,காலணி,гутал
472,Ring::N,மோதிரம்,бөгж
473,Band::N,நாடா,тууз
474,Kamm::N,கீப்பு,сам
475,Spiegel::N,ஆடி,толь
476,Spiegel::N,கண்ணாடி,толь
477,Riemen::N,வார்,тасам
478,Riemen::N,வார்,сур
479,Schnur::N,கயிறு,татлага
480,Leine::N,தோல்வார்,оосор
481,Decke::N,போர்வை,хөнжил
482,Decke::N,போர்வை,хучлага
483,Kissen::N,தலையணை,дэр
484,Tuch::N,துணி,алчуур
485,Tuch::N,துணி,даавуу
486,Handtuch::N,தண்டு,алчуур
487,Kraft::N,நிர்பந்தம்,чадал
488,Kraft::N,நிர்பந்தம்,хүч
489,Stärke::N,பலம்,эрч
490,Stärke::N,பலம்,тэнхээ
491,Gesundheit::N,ஆரோக்கியம்,бие
492,Gesundheit::N,ஆரோக்கியம்,эрүүл мэнд
493,Krankheit::N,நோய்,эмгэг
494,Schmerz::N,வலி,өвчин
495,Wunde::N,காயம்,шарх
496,Fieber::N,காய்ச்சல்,халуун
497,Arznei::N,மருந்து,эм
498,Brücke::N,பாலம்,гүүр
499,Brunnen::N,கேணி,худаг
500,Weide::N,மேய்ச்சல் நிலம்,бэлчээр
501,Pfad::N,நடை வழி,жим
502,Pfad::N,நடை வழி,зөрөг
503,Weg::N,வழி,зам
504,Weg::N,வழி,харгуй
505,Straße::N,சாலை,зам
506,Straße::N,சாலை,харгуй
507,Dorf::N,கிராமம்,тосгон
508,Dorf::N,கிராமம்,гацаа
509,Stadt::N,நகரம்,хот
510,Brief::N,கடிதம்,захидал
511,Brief::N,கடிதம்,захиа
512,Buch::N,புத்தகம்,ном
513,Buch::N,புத்தகம்,бичиг
514,Buchstabe::N,எழத்து,үсэг
515,Zeitung::N,செய்தித்தாள்,сонин
516,Leben::N,வாழ்க்கை,амь
517,Leben::N,வாழ்க்கை,амьдрал
518,Tod::N,மரணம்,үхэл
519,Grab::N,சமாதி,булш
520,Kirche::N,தேவாலயம்,сүм
521,Sünde::N,பாவம்,нүгэл
522,Sünde::N,பாவம்,хилэнц
523,Gott::N,கடவுள்,бурхан
524,Arbeiter::N,தொழிலாளி,ажилчин
525,Arbeiter::N,தொழிலாளி,хөдөлмөрчин
526,Chef::N,மேலாளர்,дарга
527,Meister::N,தலைவன்,дархан
528,Arzt::N,மருத்துவர்,эмч
529,Lehrer::N,ஆசிரியர்,багш
530,Geld::N,பணம்,цаас
531,Geld::N,பணம்,мөнгө
532,Geschäft::N,வாணிபம்,наймаа
533,Laden::N,கடை,дэлгүүр
534,Preis::N,விலை,үнэ
535,Ware::N,சாமன்கள்,таваар
536,Ware::N,சாமன்கள்,бараа
537,Nutzen::N,இலாபம்,ашиг
538,Reichtum::N,சொத்து,баялаг
539,Welt::N,உலகம்,дэлхий
540,Welt::N,உலகம்,орчлон
541,Land::N,நாடு,улс
542,Land::N,நாடு,орон
543,Staat::N,நாடு,төр
544,Staat::N,நாடு,гүрэн
545,König::N,அரசன்,ван
546,Macht::N,அதிகாரம்,засаг
547,Grenze::N,எல்லை,хил
548,Krieg::N,போர்,дайн
549,Feind::N,எதிரி,дайсан
550,Gewalt::N,வன்முறை,хүчирхэх
551,Kampf::N,போராட்டம்,тэмцэл
552,Kampf::N,போராட்டம்,байлдаан
553,Bogen[Waffe]::N,வில்,нум
554,Pfeil::N,அம்பு,годил
555,Pfeil::N,அம்பு,сум
556,Gewehr::N,துப்பாக்கி,буу
557,Fehler::N,தவறு,эндэл
558,Fehler::N,தவறு,алдаа
559,Lüge::N,பொய்,худал
560,Schaden::N,சேதாரம்,хор
561,Schaden::N,சேதாரம்,хөнөөл
562,Unglück::N,இடையூறு,гай
563,Unglück::N,இடையூறு,гамшиг
564,Schuld::N,குற்றம்,гэм
565,Schuld::N,குற்றம்,буруу
566,Alter::N,வயது,нас
567,Schluss::N,முடிவு,эцэс
568,Schluss::N,முடிவு,төгсгөл
569,Zeit::N,காலம்,цаг
570,Tag::N,நாள்,өдөр
571,Morgen::N,காலை நேரம்,өглөө
572,Mittag::N,மதியம்,үд
573,Abend::N,மாலைப் பொழுது,үдэш
574,Nacht::N,இரவு,шөнө
575,Woche::N,வாரம்,долоо хоног
576,Monat::N,மாதம்,сар
577,Jahr::N,வருடம்,жил
578,Frühling::N,வசந்தம்,хавар
579,Sommer::N,கோடை,зун
580,Herbst::N,இலையுதிர் காலம்,намар
581,Winter::N,குளிர்காலம்,өвөл
582,Januar::N,ஜனவரி,нэгдүгээр сар
583,Februar::N,பிபரவரி மாதம்,хоёрдугаар сар
584,März::N,மார்ச் மாதம்,гуравдугаар сар
585,April::N,ஏப்ரல் மாதம்,дөрөвдүгээр сар
586,Mai::N,மே மாதம்,тавдугаар сар
587,Juni::N,ஜூன் மாதம்,зургаадугаар сар
588,Juli::N,ஜூலை மாதம்,долдугаар сар
589,August::N,ஆகஸ்ட் மாதம்,наймдугаар сар
590,September::N,செப்டம்பர் மாதம்,есдүгээр сар
591,Oktober::N,அக்டோபர் மாதம்,аравдугаар сар
592,November::N,நவம்பர் மாதம்,арван нэгдүгээр сар
593,Dezember::N,டிசம்பர்,арван хоёрдугаар сар
594,Montag::N,திங்கட் கிழமை,даваа
595,Dienstag::N,செவ்வாய்க்கிழமை,мягмар
596,Mittwoch::N,புதன் கிழமை,лхагва
597,Donnerstag::N,வியாழக் கிழமை,пүрэв
598,Freitag::N,வெள்ளிக்கிழமை,баасан
599,Samstag::N,சனிக்கிழமை,бямба
600,Sonntag::N,ஞாயிறுக் கிழமை,ням
601,groß::A,பெரிய,их
602,groß::A,பெரிய,том
603,klein::A,சிறிய,бага
604,klein::A,சிறிய,жаахан
605,lang::A,நீண்ட,урт
606,kurz::A,குட்டையான,охор
607,kurz::A,குட்டையான,богино
608,breit::A,அகலமான,өргөн
609,schmal::A,குறுகலான,уйтан
610,schmal::A,குறுகலான,нарийн
611,dicht::A,அடர்த்தியான,нягт
612,dicht::A,அடர்த்தியான,чигжүү
613,dick[Gegenstand]::A,தடித்த,зузаан
614,dünn::A,சன்னமான,нимгэн
615,fein::A,மெல்லிய,нарийн
616,fest::A,உறுதியாள,бөх
617,fest::A,உறுதியாள,хатуу
618,flach::A,தட்டையான,хавтгай
619,glatt::A,வழுவழுப்பான,цагаан
620,hart::A,கடினமான,хатуу
621,weich::A,மென்மையான,зөөлөн
622,rund::A,உருண்டையான,дугуй
623,rund::A,உருண்டையான,дугариг
624,spitz::A,திகந்தமாக,шовх
625,spitz::A,திகந்தமாக,шовгор
626,scharf::A,கூரான,хурц
627,scharf::A,கூரான,иртэй
628,stumpf::A,உளம் திறந்த,мохоо
629,schwer::A,கனமான,хүнд
630,schön::A,அழகான,гуа
631,schön::A,அழகான,сайхан
632,heiß::A,சூடான,халуун
633,warm::A,இதமான,дулаан
634,kalt::A,குளிர்ச்சியான,хүйтэн
635,kühl::A,குளிர்ச்சியான,сэрүүн
636,frisch::A,சுத்தமான,эрүүл
637,frisch::A,சுத்தமான,жихүүн
638,feucht::A,ஈரமான,чийгтэй
639,nass::A,ஈரமான,нойтон
640,trocken::A,உலர்ந்த,хатсан
641,voll::A,நிரம்பிய,дүүрэн
642,leer::A,காலியான,хоосон
643,offen::A,திறந்த,онгорхой
644,geschlossen::A,மூடப்பட்ட,битүү
645,geschlossen::A,மூடப்பட்ட,хаалтай
646,sauber::A,சுத்தமான,цэвэр
647,sauber::A,சுத்தமான,хиргүй
648,schmutzig::A,அழக்கான,бохир
649,schmutzig::A,அழக்கான,хиртэй
650,roh::A,கச்சா,түүхий
651,reif::A,பழுத்த,болсон
652,lecker::A,சுவைமிக்க,амттай
653,süß::A,இனிப்பான,амттай
654,süß::A,இனிப்பான,чихэрлэг
655,bitter::A,கசப்பான,гашуун
656,sauer::A,புளிப்பாக,эсгэлэн
657,hell::A,பளபளப்பான,гэгээн
658,hell::A,பளபளப்பான,гэрэлтэй
659,dunkel::A,கருமையான,бараан
660,dunkel::A,கருமையான,харанхуй
661,schwarz::A,கருப்பு வண்ண,хар
662,weiß::A,வெண்மையன,цагаан
663,rot::A,சிவப்பு,улаан
664,gelb::A,மஞ்சள் வண்ணம்,шар
665,blau::A,நீல வண்ண,хөх
666,blau::A,நீல வண்ண,цэнхэр
667,grün::A,பச்சை வண்ண,ногоон
668,grau::A,சாம்பல் நிற,орог
669,grau::A,சாம்பல் நிற,саарал
670,bunt::A,வண்ண மயமான,эрээн
671,billig::A,மலிவான,хямд
672,teuer::A,விலை அதிகமான,үнэтэй
673,wertvoll::A,மதிப்புள்ள,үнэт
674,blind::A,பார்வையற்ற,сохор
675,taub::A,செவிடான,чих хатуу
