,Concept_ID,ru,br
323,Ofen::N,печь,forn
324,Fußboden::N,пол,plañchod
325,Tisch::N,стол,taol
326,Stuhl::N,стул,kador
327,Wiege::N,колыбель,kavell
328,Bett::N,постель,gwele
329,Regal::N,полка,estajerenn
330,Kiste::N,ящик,kased
331,Fenster::N,окно,prenestr
332,Tür::N,дверь,dor
333,Tor::N,ворота,portal
334,Zaun::N,забор,sklotur
335,Dach::N,крыша,toenn
336,Leiter::N,лестница,skeul
337,Besen::N,метла,skubell
338,Spaten::N,лопата,pal
339,Schaufel::N,совок,pal
340,Gabel::N,вилка,fourchetez
341,Löffel::N,ложка,loa
342,Messer::N,нож,kontell
343,Nagel::N,гвоздь,tach
344,Netz::N,сеть,roued
345,Haken::N,крюк,krog
346,Griff::N,ручка,kemer
347,Schloss::N,замок,potenn
348,Bild::N,картина,skeudenn
349,Figur::N,фигура,skeud
350,Figur::N,фигура,figur
351,Puppe::N,кукла,merc'hodenn
352,Beutel::N,мешок,sac'h
353,Bündel::N,связка,feskenn
354,Tasche::N,сумка,sac'h
355,Eimer::N,ведро,sailh
356,Deckel::N,крышка,pallenn
357,Geschirr::N,посуда,listriaj
358,Sack::N,мешок,sac'h
359,Tasse::N,чашка,tas
360,Topf::N,кастрюля,pod
361,Kessel::N,котел,chaodouron
362,Essen::N,еда,pred
363,Nahrung::N,пища,boued
364,Speise::N,блюдо,meuz
365,Speise::N,кушанье,meuz
366,Fleisch::N,мясо,kig
367,Getreide::N,хлеб,ed
368,Brei::N,каша,yod
369,Brot::N,хлеб,bara
370,Scheibe::N,ломоть,tailhenn
371,Fett::N,жир,lard
372,Butter::N,масло,amann
373,Öl::N,масло,eoul
374,Salz::N,соль,holen
375,Suppe::N,суп,soubenn
376,Honig::N,мед,mel
377,Milch::N,молоко,laezh
378,Tee::N,чай,te
379,Leder::N,кожа,lêr
380,Wolle::N,шерсть,gloan
381,Stoff::N,ткань,danvez
382,Nadel::N,игла,nadoz
383,Faden::N,нитка,neudenn
384,Knopf::N,пуговица,bouton
385,Knoten::N,узел,skoulm
386,Farbe::N,краска,liv
387,Kleidung::N,одежда,dilhad
388,Hemd::N,рубашка,roc'hed
389,Kragen::N,воротник,gouzoug
390,Ärmel::N,рукав,milgin
391,Hose::N,брюки,bragoù
392,Gürtel::N,пояс,gouriz
393,Mütze::N,шапка,boned
394,Schuh::N,ботинок,botez
395,Stiefel::N,сапог,botez
396,Ring::N,кольцо,gwalenn
397,Band::N,лента,bagad
398,Kamm::N,расческа,krib
399,Spiegel::N,зеркало,melezour
400,Riemen::N,ремень,lerenn
401,Schnur::N,веревка,kordenn
402,Leine::N,поводок,roll
403,Decke::N,одеяло,golo
404,Kissen::N,подушка,goubenner
405,Tuch::N,платок,mezher
406,Handtuch::N,полотенце,toailhon
407,Kraft::N,сила,nerzh
408,Stärke::N,крепость,nerzhder
409,Gesundheit::N,здоровье,yec'hed
410,Krankheit::N,болезнь,klañved
411,Schmerz::N,боль,poan
412,Schmerz::N,боль,droug
413,Wunde::N,рана,gloazadenn
414,Fieber::N,лихорадка,terzhienn
415,Fieber::N,температура,terzhienn
416,Arznei::N,лекарство,louzoù
417,Brücke::N,мост,pont
418,Brunnen::N,колодец,puñs
419,Weide::N,пастбище,prad
420,Pfad::N,тропа,gwenodenn
421,Weg::N,путь,hent
422,Weg::N,дорога,hent
423,Straße::N,улица,ru
424,Straße::N,улица,hent
425,Straße::N,дорога,ru
426,Straße::N,дорога,hent
427,Dorf::N,деревня,kêr
428,Dorf::N,деревня,kêriadenn
429,Stadt::N,город,kêr
430,Brief::N,письмо,lizher
431,Buch::N,книга,levr
432,Buchstabe::N,буква,lizherenn
433,Zeitung::N,газета,kazetenn
434,Leben::N,жизнь,buhez
435,Tod::N,смерть,marv
436,Grab::N,могила,bez
437,Kirche::N,церковь,iliz
438,Sünde::N,грех,pec'hed
439,Gott::N,бог,doue
440,Arbeiter::N,рабочий,labourer
441,Arbeiter::N,рабочий,micherour
442,Chef::N,начальник,penn
443,Meister::N,мастер,mestr
444,Arzt::N,врач,mezeg
445,Arzt::N,врач,medisin
446,Lehrer::N,учитель,skolaer
447,Lehrer::N,учитель,kelenner
448,Geld::N,деньги,arc'hant
449,Geschäft::N,занятие,stal
450,Laden::N,магазин,stal
451,Preis::N,цена,priz
452,Ware::N,товар,marc'hadourezh
453,Nutzen::N,выгода,gounidegezh
454,Nutzen::N,выгода,lañs
455,Nutzen::N,выгода,profit
456,Nutzen::N,выгода,spleit
457,Reichtum::N,богатство,pinvidigezh
458,Welt::N,мир,douar
459,Land::N,страна,bro
460,Staat::N,государство,stad
461,König::N,король,roue
462,Macht::N,власть,galloud
463,Grenze::N,граница,harzoù
464,Krieg::N,война,brezel
465,Feind::N,враг,eneber
466,Gewalt::N,насилие,tâerder
467,Kampf::N,борьба,kann
468,Bogen[Waffe]::N,лук,gwareg
469,Pfeil::N,стрела,saezh
470,Gewehr::N,ружье,fuzuilh
471,Fehler::N,ошибка,fazi
472,Lüge::N,ложь,gaou
473,Schaden::N,вред,gwall
474,Unglück::N,беда,gwalleur
475,Schuld::N,вина,kablusted
476,Schuld::N,вина,pec'hedigezh
477,Alter::N,возраст,oad
478,Schluss::N,окончание,diwezh
479,Zeit::N,время,amzer
480,Tag::N,день,deizh
481,Morgen::N,утро,beure
482,Morgen::N,утро,mintin
483,Mittag::N,полдень,kreisteiz
484,Abend::N,вечер,abardaez
485,Nacht::N,ночь,noz
486,Woche::N,неделя,sizhun
487,Monat::N,месяц,miz
488,Jahr::N,год,bloaz
489,Frühling::N,весна,nevezamzer
490,Sommer::N,лето,hañv
491,Herbst::N,осень,diskaramzer
492,Winter::N,зима,goañv
493,Januar::N,январь,Genver
494,Februar::N,февраль,C'hwevrer
495,März::N,март,Meurzh
496,April::N,апрель,Ebrel
497,Mai::N,май,Mae
498,Juni::N,июнь,Mezheven
499,Juli::N,июль,Gouhere
500,August::N,август,Eost
501,September::N,сентябрь,Gwengolo
502,Oktober::N,октябрь,Here
503,November::N,ноябрь,Du
504,Dezember::N,декабрь,Kerzu
505,Montag::N,понедельник,Lun
506,Dienstag::N,вторник,Meurzh
507,Mittwoch::N,среда,Merc'her
508,Donnerstag::N,четверг,Yaou
509,Freitag::N,пятница,Gwener
510,Samstag::N,суббота,Sadorn
511,Sonntag::N,воскресенье,Sul
512,groß::A,большой,bras
513,klein::A,маленький,bihan
514,lang::A,длинный,hir
515,kurz::A,короткий,berr
516,breit::A,широкий,ledan
517,schmal::A,узкий,strizh
518,dicht::A,густой,stank
519,dick[Gegenstand]::A,толстый,tev
520,dünn::A,тонкий,moan
521,fein::A,тонкий,munut
522,fest::A,крепкий,start
523,flach::A,плоский,plaen
524,glatt::A,гладкий,lintr
525,glatt::A,гладкий,levn
526,hart::A,твердый,kalet
527,weich::A,мягкий,blot
528,rund::A,круглый,ront
529,spitz::A,остроконечный,poentet
530,scharf::A,острый,dremm
531,stumpf::A,тупой,talsoc'h
532,schwer::A,тяжелый,pounner
533,schön::A,красивый,kaer
534,heiß::A,жаркий,tomm
535,warm::A,теплый,tomm
536,kalt::A,холодный,yen
537,kühl::A,прохладный,yen
538,frisch::A,свежий,fresk
539,feucht::A,влажный,gleb
540,nass::A,мокрый,gleb
541,trocken::A,сухой,sec'h
542,voll::A,полный,leun
543,voll::A,наполненный,leun
544,leer::A,пустой,goullo
545,offen::A,открытый,digor
546,geschlossen::A,закрытый,serr
547,sauber::A,чистый,naet
548,schmutzig::A,грязный,lous
549,roh::A,сырой,kriz
550,reif::A,зрелый,darev
551,lecker::A,вкусный,lipous
552,lecker::A,вкусный,saourus
553,süß::A,сладкий,dous
554,bitter::A,горький,c'hwerv
555,sauer::A,кислый,trenk
556,hell::A,светлый,sklaer
557,dunkel::A,темный,teñval
558,schwarz::A,черный,du
559,weiß::A,белый,gwenn
560,rot::A,красный,ruz
561,gelb::A,желтый,melen
562,blau::A,синий,glas
563,grün::A,зеленый,gwer
564,grau::A,серый,louet
565,bunt::A,пестрый,liesliv
566,billig::A,дешевый,marc'had-mat
567,teuer::A,дорогой,ker
568,wertvoll::A,ценный,prizius
569,blind::A,слепой,dall
570,taub::A,глухой,bouzar
571,kräftig::A,могучий,start
572,stark::A,сильный,kreñv
573,schwach::A,слабый,gwan
574,fett::A,жирный,lard
575,schlank::A,стройный,sinkl
576,hübsch::A,прелестный,koant
577,böse::A,злой,gwall
578,dumm::A,глупый,glep
579,faul::A,ленивый,lezirek
580,fleißig::A,прилежный,studius
581,geizig::A,жадный,tost
582,klug::A,умный,speredek
583,geschickt::A,искусный,dornet
584,lieb::A,милый,koant
585,lustig::A,веселый,laouen
586,sanft::A,нежный,flour
587,hungrig::A,голодный,marnaon
588,krank::A,больной,klañv
589,nackt::A,голый,noazh
590,traurig::A,грустный,trist
591,lebendig::A,живой,bev
592,gut::A,хороший,mad
593,schlecht::A,плохой,fall
594,schlecht::A,плохой,gwall
595,richtig::A,правильный,reizh
596,schlimm::A,отвратительный,gwall
597,schlimm::A,мерзкий,gwall
598,wahr::A,настоящий,gwir
599,alt::A,старый,kozh
600,neu::A,новый,nevez
601,ehemalig::A,бывший,kozh
602,alt[Lebewesen]::A,пожилой,kozh
603,jung::A,молодой,yaouank
604,arm::A,бедный,paour
605,reich::A,богатый,pinvidik
606,bekannt::A,знакомый,anavezet
607,berühmt::A,знаменитый,brudet
608,fremd::A,чужой,dizanav
609,verschieden::A,разный,disheñel
610,nah::A,близкий,nes
611,fern::A,далекий,diabell
612,linker::A,левый,kleiz
613,rechter::A,правый,dehoù
614,anderer::A,другой,all
615,erster::A,первый,kentañ
616,zweiter::A,второй,eil
617,dritter::A,третий,trede
618,letzter::A,последний,diwezhañ
619,allein::ADV,один,e-unan
620,auf einmal::ADV,сразу,ar un dro
621,zusammen::ADV,вместе,asambles
622,lange::ADV,долго,pell
623,plötzlich::ADV,вдруг,en un taol
624,sofort::ADV,тотчас,diouzhtu
625,später::ADV,позже,diwezhatoc'h
626,jetzt::ADV,сейчас,bremañ
627,heute::ADV,сегодня,hiziv
628,morgen::ADV,завтра,arc'hoazh
629,bald::ADV,скоро,hepdale
630,dann::ADV,потом,a-c'houde
631,gestern::ADV,вчера,dec'h
632,einst::ADV,однажды,gwechall
633,damals::ADV,тогда,neuze
634,danach::ADV,затем,goude
635,vorher::ADV,раньше,diagent
636,zuerst::ADV,сперва,da gentañ
637,einmal::ADV,раз,ur wech
638,manchmal::ADV,иногда,a-wechoù
639,oft::ADV,часто,alies
640,immer::ADV,всегда,atav
641,immer::ADV,всегда,bepred
642,niemals::ADV,никогда,gwech ebet
643,hier::ADV,здесь,amañ
644,hierhin::ADV,сюда,dre amañ
645,von hier::ADV,отсюда,alemañ
646,dort::ADV,там,aze
647,dort::ADV,там,ahont
648,dorthin::ADV,туда,di
649,dorthin::ADV,туда,aze
650,dorthin::ADV,туда,ahont
651,geradeaus::ADV,прямо,war-eeun
652,vorwärts::ADV,вперед,war-raok
653,rückwärts::ADV,назад,war-lerc'h
654,zurück::ADV,обратно,war-dreñv
655,unten::ADV,внизу,en traoñ
656,hinab::ADV,вниз,a-izel
657,oben::ADV,наверху,en nec'h
658,hinauf::ADV,вверх,e-krec'h
659,überall::ADV,везде,dre-holl
660,nicht::ADV,не,ne ... ket
661,ein wenig::ADV,немного,un tammig
662,kaum::ADV,едва,a-boan
663,sehr::ADV,очень,-tre
664,sehr::ADV,очень,-kenañ
665,so::ADV,так,evel-se
666,noch::ADV,еще,c'hoazh
667,nur::ADV,только,hepken
668,schon::ADV,уже,dija
669,wieder::ADV,опять,adarre
670,vergebens::ADV,напрасно,
671,vor::PRP,перед,dirak
672,hinter::PRP,за,a-drek
673,hinter::PRP,за,a-dreñv
674,hinter::PRP,позади,a-drek
675,hinter::PRP,позади,a-dreñv
676,unter::PRP,под,dindan
677,durch::PRP,сквозь,dre
678,neben::PRP,возле,e-kichen
679,zwischen::PRP,между,etre
680,wegen::PRP,из-за,abalamour da
681,dies::PRN,это,hemañ
682,das::PRN,то,se
683,das::PRN,то,hennezh
684,alles::PRN,все,pep tra
685,ich::PRN,я,me
686,du::PRN,ты,te
687,er::PRN,он,eñ
688,wir::PRN,мы,ni
689,ihr::PRN,вы,c'hwi
690,sie::PRN,они,int
691,was::FPRN,что,petra
692,wer::FPRN,кто,piv
693,wo::FADV,где,pelec'h
694,wohin::FADV,куда,da belec'h
695,wie::FADV,как,penaos
696,warum::FADV,почему,perak
697,wieviel::FNUM,сколько,pet
698,eins::NUM,один,unan
699,zwei::NUM,два,daou
700,drei::NUM,три,tri
701,vier::NUM,четыре,pevar
702,fünf::NUM,пять,pemp
703,sechs::NUM,шесть,c'hwec'h
704,sieben::NUM,семь,seizh
705,acht::NUM,восемь,eizh
706,neun::NUM,девять,nav
707,zehn::NUM,десять,dek
708,elf::NUM,одиннадцать,unnek
709,zwölf::NUM,двенадцать,daouzek
710,zwanzig::NUM,двадцать,ugent
711,dreißig::NUM,тридцать,tregont
712,vierzig::NUM,сорок,daou-ugent
713,fünfzig::NUM,пятьдесят,hanter-kant
714,sechzig::NUM,шестьдесят,tri-ugent
715,siebzig::NUM,семьдесят,dek ha tri-ugent
716,achtzig::NUM,восемьдесят,pevar-ugent
717,neunzig::NUM,девяносто,dek ha pevar-ugent
718,hundert::NUM,сто,kant
719,tausend::NUM,тысяча,mil
720,und::CNJ,и,ha
721,oder::CNJ,или,pe
722,oder::CNJ,либо,pe
723,stehen::V,стоять,bezañ a-sav
724,sitzen::V,сидеть,azezañ
725,sitzen::V,сидеть,bezañ en e goazez
726,liegen::V,лежать,bezañ en e c'hourvez
727,hängen::V,висеть,krougañ
728,werden::V,стать,dazonet
729,passieren::V,случиться,c'hoarvezout
730,beginnen::V,начаться,stagañ
731,enden::V,кончиться,achuiñ
732,wechseln::V,меняться,cheñch
733,aufgehen[Sonne]::V,взойти,dirouzañ
734,untergehen[Sonne]::V,зайти,
735,scheinen[Sonne]::V,светить,lugernañ
736,donnern::V,греметь,taranal
737,wehen::V,дуть,c'hwezhañ
738,strömen::V,литься,deredek
739,fließen::V,течь,redek
740,sich drehen::V,вращаться,troiñ
741,schwanken::V,колебаться,trantellat
742,schwingen::V,качаться,froumal
743,fallen::V,падать,kouezhañ
744,brennen::V,гореть,deviñ
745,rauchen::V,дымить,divogedañ
746,regnen::V,дождить,glavañ
747,gefrieren::V,замерзнуть,reviñ
748,tauen::V,таять,diskornañ
749,schmelzen::V,плавиться,teuziñ
750,trocknen::V,сохнуть,sec'hañ
751,sieden::V,кипеть,berviñ
752,faulen::V,гнить,breinañ
753,verfaulen::V,сгнить,breinañ
754,reißen::V,рваться,darnaouiñ
755,versinken::V,тонуть,sodellañ
756,vergehen::V,проходить,tremen
757,erscheinen::V,появиться,donet war-wel
758,verschwinden::V,исчезнуть,monet diwar wel
759,sinken::V,спадать,en em izelat
760,abnehmen::V,уменьшиться,nebeutaat
761,zunehmen::V,увеличиваться,kreskiñ
762,steigen::V,подниматься,sevel
763,wachsen::V,расти,kreskiñ
764,glänzen::V,блестеть,lugernañ
765,funkeln::V,сверкать,elieniñ
766,lärmen::V,шуметь,rabotat
767,läuten::V,звонить,
768,klingeln::V,звонить,
769,klirren::V,звякать,diridignat
770,klirren::V,звякать,sterlinkañ
771,brausen::V,бушевать,gwegal
772,rauschen::V,шелестеть,trouzal
773,klingen::V,звучать,seniñ
774,bellen::V,лаять,harzhal
775,heulen::V,выть,yudal
776,blasen::V,дунуть,c'hwezhañ
777,pfeifen::V,свистеть,c'hwitellat
778,schreien::V,кричать,huchal
779,stöhnen::V,стонать,hirvoudiñ
780,zittern::V,дрожать,krenañ
781,leben::V,жить,bevañ
782,geboren werden::V,родиться,genel
783,atmen::V,дышать,tennañ e anal
784,trinken::V,пить,evañ
785,essen::V,есть,debriñ
786,essen::V,кушать,debriñ
787,schlucken::V,глотать,lonkañ
788,müde werden::V,устать,skuizhañ
789,einschlafen::V,заснуть,menel kousket
790,schlafen::V,спать,kousket
791,aufwachen::V,проснуться,dihuniñ
792,aufstehen::V,встать,sevel
793,sich erholen::V,отдыхать,diskuizhañ
794,krank werden::V,заболеть,klañviñ
795,krank sein::V,болеть,bezañ klañv
796,schmerzen::V,болеть,skourjezañ
797,husten::V,кашлять,pasaat
798,husten::V,кашлять,peudal
799,genesen::V,поправиться,pareañ
800,sterben::V,умереть,mervel
801,umkommen::V,погибнуть,perisañ
802,sich bewegen::V,двигаться,bouljal
803,sich rühren::V,шевельнуться,fiñval
804,sich erheben::V,встать,sevel
805,sich setzen::V,сесть,azezañ
806,sich setzen::V,сесть,mont en e goazez
807,hinfallen::V,упасть,kouezhañ
808,laufen::V,ходить,redek
809,schreiten::V,шагать,kerzhet
810,spazierengehen::V,гулять,pourmen
811,eilen::V,спешить,hastañ
812,sich beeilen::V,торопиться,hastañ
813,sausen::V,мчаться,karzhañ
814,rennen::V,бегать,redek
815,springen::V,прыгать,lammat
816,klettern::V,лазать,krimpat
817,schaukeln::V,раскачиваться,brañsellat
818,kriechen::V,ползать,skrampañ
819,schwimmen::V,плавать,neuial
820,tauchen::V,нырять,splujañ
