,Concept_ID,vep,sk
104,Schaum::N,vaht,pena
105,Schmutz::N,redu,špina
106,Schmutz::N,redu,nečistota
107,Schmutz::N,pačak,špina
108,Schmutz::N,pačak,nečistota
109,See::N,järv,jazero
110,Sumpf::N,so,bahno
111,Moor::N,so,močiar
112,Wiese::N,nit,lúka
113,Wald::N,mec,les
114,Wald::N,mec,hora
115,Hügel::N,kukaz,vŕšok
116,Anhöhe::N,kukaz,výšina
117,Anhöhe::N,kukaz,vyvýšenina
118,Berg::N,mägi,hora
119,Gipfel::N,ladv,vrchol
120,Höhle::N,mägionduz,jaskyňa
121,Abhang::N,paute,úbočie
122,Quelle::N,lähte,prameň
123,Bach::N,oja,potok
124,Fluss::N,jogi,rieka
125,Ufer::N,rand,breh
126,Küste::N,randišt,pobrežie
127,Festland::N,kuivma,pevnina
128,Meer::N,meri,more
129,Bucht::N,laht,záliv
130,Bucht::N,laht,zátoka
131,Insel::N,sar',ostrov
132,Blume::N,änik,kvet
133,Blume::N,änik,kvetina
134,Gras::N,hein,tráva
135,Wurzel::N,jur',koreň
136,Baum::N,pu,strom
137,Stamm::N,tüvi,kmeň
138,Rinde::N,kor',kôra
139,Ast::N,oks,konár
140,Zweig::N,oks,vetva
141,Zweig::N,barb,vetva
142,Blatt::N,lehtez,list
143,Birke::N,koiv,breza
144,Kiefer[Baum]::N,pedai,sosna
145,Kiefer[Baum]::N,pedai,borovica
146,Weide[Baum]::N,raid,vŕba
147,Tanne::N,kuz',jedľa
148,Horn::N,sar'v,roh
149,Feder::N,höuneh,pero
150,Fell::N,nahk,koža
151,Fell::N,nahk,kožušina
152,Flügel::N,suug,krídlo
153,Klaue::N,künz',paznecht
154,Kralle::N,künz',pazúr
155,Schwanz::N,händ,chvost
156,Ei::N,muna,vajce
157,Ei::N,muna,vajíčko
158,Nest::N,peza,hniezdo
159,Bau::N,uru,nora
160,Tier::N,živat,zviera
161,Herde::N,kogo,stádo
162,Kuh::N,lehm,krava
163,Bulle::N,härg,býk
164,Pferd::N,hebo,kôň
165,Schaf::N,lambaz,ovca
166,Schwein::N,siga,sviňa
167,Hund::N,koir,pes
168,Katze::N,kaži,mačka
169,Bär::N,kondi,medveď
170,Eichhörnchen::N,orav,veverička
171,Elch::N,hirb',los
172,Fuchs::N,reboi,líška
173,Hase::N,jäniš,zajac
174,Maus::N,hir',myš
175,Wolf::N,händikaz,vlk
176,Vogel::N,lind,vták
177,Schwarm::N,parveh,roj
178,Huhn::N,kana,kurča
179,Huhn::N,kana,sliepka
180,Hahn::N,kukoi,kohút
181,Gans::N,hanh',hus
182,Adler::N,orl,orol
183,Ente::N,sorz,kačka
184,Ente::N,sorz,kačica
185,Eule::N,hir'pulo,sova
186,Kranich::N,kurg,žeriav
187,Krähe::N,variš,vrana
188,Kuckuck::N,kägi,kukučka
189,Schwan::N,joucen,labuť
190,Fisch::N,kala,ryba
191,Barsch::N,ahven,ostriež
192,Hecht::N,haug',šťuka
193,Schlange[Tier]::N,kü,had
194,Schlange[Tier]::N,mado,had
195,Wurm::N,mado,červ
196,Spinne::N,hämähouk,pavúk
197,Ameise::N,murahaine,mravec
198,Laus::N,täi,voš
199,Mücke::N,säs'k,komár
200,Fliege::N,kärbhaine,mucha
201,Schmetterling::N,lipkaine,motýľ
202,Beere::N,marj,bobuľa
203,Apfel::N,jablok,jablko
204,Pilz::N,sen',hríb
205,Pilz::N,babuk,hríb
206,Zwiebel::N,lauk,cibuľa
207,Saat::N,semned,osivo
208,Korn::N,jüvä,zrno
209,Korn::N,vill',zrno
210,Heu::N,hein,seno
211,Schale::N,kor',šupa
212,Schale::N,kor',škrupina
213,Grube::N,kop,jama
214,Falle::N,rida,pasca
215,Falle::N,rida,klepec
216,Schlinge::N,rihm,slučka
217,Spur::N,jäl'g,stopa
218,Asche::N,tuhk,popol
219,Dreck::N,redu,kal
220,Dreck::N,redu,blato
221,Dreck::N,pačak,kal
222,Dreck::N,pačak,blato
223,Eisen::N,raud,železo
224,Gold::N,kuld,zlato
225,Silber::N,hobed,striebro
226,Kohle::N,hil',uhlie
227,Glas::N,stökol,sklo
228,Lehm::N,savi,íl
229,Lehm::N,savi,hlina
230,Sand::N,lete,piesok
231,Mensch::N,mez',človek
232,Mensch::N,ristit,človek
233,Mann::N,mez',muž
234,Mann::N,mez',chlap
235,Frau::N,naine,žena
236,Kind::N,laps',dieťa
237,Junge::N,poig,chlapec
238,Junge::N,prihaine,chlapec
239,Mädchen::N,neičukaine,dievka
240,Familie::N,kanz,rodina
241,Familie::N,pereh,rodina
242,Großvater::N,ded,dedo
243,Großvater::N,ded,starý otec
244,Großmutter::N,bab,babička
245,Großmutter::N,bab,stará mať
246,Eltern::N,vanhembad,rodičia
247,Eltern::N,kazvatajad,rodičia
248,Vater::N,tat,otec
249,Mutter::N,mam,mať
250,Mutter::N,mam,matka
251,Sohn::N,poig,syn
252,Tochter::N,tütär,dcéra
253,Bruder::N,veik,brat
254,Bruder::N,vell',brat
255,Schwester::N,čiža,sestra
256,Schwester::N,sizar,sestra
257,Onkel::N,däd',ujo
258,Onkel::N,däd',strýko
259,Tante::N,tädi,teta
260,Tante::N,tädi,tetka
261,Ehemann::N,mužik,muž
262,Ehemann::N,mužik,manžel
263,Ehefrau::N,ak,žena
264,Ehefrau::N,ak,manželka
265,Freude::N,ilo,radosť
266,Freude::N,ihastuz,radosť
267,Gelächter::N,nagr,smiech
268,Glück::N,oza,šťastie
269,Kummer::N,gor'a,žiaľ
270,Kummer::N,gor'a,zármutok
271,Wunsch::N,taht,prianie
272,Lust::N,himo,chuť
273,Geist::N,heng,duch
274,Gedanke::N,meletuz,myšlienka
275,Gedächtnis::N,mušt,pamäť
276,Verstand::N,mel',rozum
277,Sinn::N,jüvä,zmysel
278,Grund::N,sü,dôvod
279,Grund::N,sü,príčina
280,Wahrheit::N,tozi,pravda
281,Gespräch::N,lodu,reč
282,Gespräch::N,lodu,rozhovor
283,Gespräch::N,pagin,reč
284,Gespräch::N,pagin,rozhovor
285,Märchen::N,sarn,rozprávka
286,Erzählung::N,sanutez,poviedka
287,Nachricht::N,tedotuz,správa
288,Neuigkeit::N,uzištuz,novinka
289,Name::N,nimi,meno
290,Rätsel::N,ozoitez,záhada
291,Rätsel::N,ozoitez,hádanka
292,Rede::N,pagin,reč
293,Rede::N,sanad,reč
294,Sprache::N,kel',reč
295,Sprache::N,kel',jazyk
296,Stimme::N,än',hlas
297,Wort::N,sana,slovo
298,Zeichen::N,znam,znak
299,Ruf::N,kida,volanie
300,Ruf::N,kida,zavolanie
301,Ruf::N,kucund,volanie
302,Ruf::N,kucund,zavolanie
303,Lärm::N,judu,hluk
304,Lärm::N,judu,hurhaj
305,Laut::N,kulund,zvuk
306,Ton::N,kulund,tón
307,Ton::N,kulund,zvuk
308,Lied::N,pajo,pieseň
309,Ruhe::N,lebu,pokoj
310,Leute::N,rahvaz,ľudia
311,Volk::N,rahvaz,ľud
312,Volk::N,rahvaz,národ
313,Arbeit::N,tö,práca
314,Arbeit::N,tö,robota
315,Arbeit::N,rad,práca
316,Arbeit::N,rad,robota
317,Gast::N,adiv,hosť
318,Geschenk::N,lahj,dar
319,Spiel::N,vänd,hra
320,Gesellschaft::N,sebr,spoločnosť
321,Hilfe::N,abu,pomoc
322,Freund::N,sebranik,priateľ
323,Kamerad::N,sebranik,kamarát
324,Angelegenheit::N,azj,vec
325,Angelegenheit::N,azj,záležitosť
326,Anzahl::N,lugu,počet
327,Anzahl::N,lugu,množstvo
328,Art::N,rod,druh
329,Art::N,rodsugu,druh
330,Stück::N,pala,kus
331,Stück::N,pala,kúsok
332,Stück::N,supal,kus
333,Stück::N,supal,kúsok
334,Teil::N,pala,časť
335,Hälfte::N,pol',polka
336,Hälfte::N,pol',polovica
337,Kreis::N,ümbruz,kruh
338,Kreis::N,kehkruz,kruh
339,Kreuz::N,rist,kríž
340,Linie::N,pird,línia
341,Strich::N,pird,čiara
342,Abstand::N,keskust,vzdialenosť
343,Entfernung::N,matk,vzdialenosť
344,Gegend::N,taho,kraj
345,Gegend::N,taho,krajina
346,Platz::N,avaruz',miesto
347,Ort::N,koht,miesto
348,Seite::N,pol',bok
349,Seite::N,pol',strana
350,Seite::N,kül'g,bok
351,Seite::N,kül'g,strana
352,Mitte::N,kesk,stred
353,Gegenstand::N,kalu,predmet
354,Sache::N,azj,vec
355,Rand::N,röun,kraj
356,Rand::N,röun,okraj
357,Kante::N,röun,hrana
358,Ecke::N,saum,roh
359,Spitze::N,agjaine,hrot
360,Spitze::N,agjaine,špička
361,Ende::N,agj,koniec
362,Loch::N,reig,diera
363,Winkel::N,čoga,kút
364,Winkel::N,saum,kút
365,Muster::N,kirjam,vzor
366,Muster::N,kirjam,vzorka
367,Größe::N,suruz',veľkosť
368,Länge::N,piduz,dĺžka
369,Höhe::N,korktuz',výška
370,Gewicht::N,jügu,váha
371,Gewicht::N,vedäduz,váha
372,Menge::N,äjüz',množstvo
373,Haufen::N,kogo,hŕba
374,Reihe::N,rivi,rad
375,Boot::N,veneh,čln
376,Ruder::N,air,veslo
377,Schlitten::N,regi,sane
378,Schlitten::N,regut,sane
379,Ski::N,suks',lyža
380,Lagerfeuer::N,nodj,táborák
381,Lagerfeuer::N,pažag,táborák
382,Last::N,jüguz,ťarcha
383,Last::N,jüguz,bremeno
384,Gang::N,astund,chôdza
385,Schritt::N,hašk,krok
386,Norden::N,pohjoine,sever
387,Süden::N,suvi,juh
388,Westen::N,päivlaskm,západ
389,Osten::N,päivnouzm,východ
390,Holz::N,pu,drevo
391,Brett::N,laud,doska
392,Platte::N,keitim,doska
393,Platte::N,keitim,platňa
394,Stütze::N,tugi,opora
395,Stange::N,arz',tyč
396,Stock::N,kalu,palica
397,Stab::N,seibaz,palica
398,Rohr::N,torv,rúra
399,Haus::N,pert',dom
400,Heim::N,kodi,domov
401,Ofen::N,päč,pec
402,Ofen::N,päč,kachle
403,Fußboden::N,lava,dlážka
404,Fußboden::N,lava,podlaha
405,Tisch::N,laud,stôl
406,Tisch::N,stal'c,stôl
407,Stuhl::N,ištim,stolička
408,Wiege::N,kätte,kolíska
409,Bett::N,sija,lôžko
410,Bett::N,sija,posteľ
411,Bett::N,magaduzsija,lôžko
412,Bett::N,magaduzsija,posteľ
413,Regal::N,palič,regál
414,Regal::N,palič,polica
415,Kiste::N,mülütim,debna
416,Fenster::N,ikun,okno
417,Fenster::N,ikun,oblok
418,Tür::N,uks',dvere
419,Tor::N,verai,vráta
420,Zaun::N,aid,plot
421,Zaun::N,aid,ohrada
422,Dach::N,katuz,krov
423,Dach::N,katuz,strecha
424,Leiter::N,pordhad,rebrík
425,Leiter::N,pordhad,rebrina
426,Besen::N,lud,metla
427,Besen::N,vast,metla
428,Spaten::N,labid,rýľ
429,Schaufel::N,labid,lopata
430,Gabel::N,hangoine,vidlička
431,Löffel::N,luzik,lyžica
432,Messer::N,veič,nôž
433,Nagel::N,nagl,klinec
434,Netz::N,verk,sieť
435,Haken::N,kouk,hák
436,Haken::N,kouk,háčik
437,Griff::N,kägä,rukoväť
438,Griff::N,varz',rukoväť
439,Schloss::N,lukkol,zámka
440,Bild::N,kuva,obraz
441,Figur::N,figur,figúra
442,Puppe::N,tätüine,bábka
443,Puppe::N,tätüine,bábika
444,Beutel::N,havad,vrece
445,Beutel::N,havad,vrecko
446,Bündel::N,toppaz,uzlík
447,Bündel::N,toppaz,zväzok
448,Bündel::N,käč,uzlík
449,Bündel::N,käč,zväzok
450,Tasche::N,sumk,taška
451,Tasche::N,sumk,kabelka
452,Eimer::N,vädr,vedro
453,Deckel::N,katuz,vrchnák
454,Deckel::N,katuz,pokrývka
455,Geschirr::N,astii,nádoba
456,Sack::N,havad,mech
457,Sack::N,havad,vrece
458,Tasse::N,čašk,šálka
459,Topf::N,pada,hrniec
460,Kessel::N,katil,kotol
461,Essen::N,sönd,jedlo
462,Nahrung::N,söm,strava
463,Nahrung::N,söm,potrava
464,Speise::N,sömine,jedlo
465,Fleisch::N,liha,mäso
466,Getreide::N,vill',obilie
467,Brei::N,pudr,kaša
468,Brot::N,leib,chlieb
469,Scheibe::N,bibaleh,kotúč
470,Scheibe::N,bibaleh,krajec
471,Scheibe::N,šlik,kotúč
472,Scheibe::N,šlik,krajec
473,Fett::N,razv,tuk
474,Fett::N,razv,masť
475,Butter::N,voi,maslo
476,Öl::N,voi,olej
477,Salz::N,sol,soľ
478,Suppe::N,lem',polievka
479,Suppe::N,keitoz,polievka
480,Honig::N,mezi,med
481,Milch::N,maid,mlieko
482,Tee::N,čai,čaj
483,Leder::N,nahk,koža
484,Wolle::N,vill,vlna
485,Stoff::N,kangaz,súkno
486,Nadel::N,negl,ihla
487,Faden::N,nit',niť
488,Faden::N,nit',vlákno
489,Knopf::N,nübl',gombík
490,Knoten::N,sol'm,uzol
491,Farbe::N,muju,farba
492,Kleidung::N,sobad,šaty
493,Kleidung::N,sobad,šatstvo
494,Hemd::N,paid,košeľa
495,Kragen::N,kagluz,golier
496,Ärmel::N,hijam,rukáv
497,Hose::N,štanad,nohavice
498,Gürtel::N,vö,pás
499,Gürtel::N,vö,opasok
500,Mütze::N,šapuk,čiapka
501,Schuh::N,keng',obuv
502,Schuh::N,keng',topánka
503,Stiefel::N,sapug,čižma
504,Ring::N,rengaz,prsteň
505,Band::N,lentaine,stuha
506,Kamm::N,suga,hrebeň
507,Spiegel::N,zerkol,zrkadlo
508,Riemen::N,vö,remeň
509,Schnur::N,nor,šnúra
510,Leine::N,talutimnor,vodidlo
511,Decke::N,sijakatuz,deka
512,Decke::N,sijakatuz,prikrývka
513,Kissen::N,pöluz,poduška
514,Tuch::N,paik,šatka
515,Handtuch::N,käzipaik,uterák
516,Kraft::N,vägi,moc
517,Stärke::N,vahvuz',sila
518,Gesundheit::N,tervhuz,zdravie
519,Krankheit::N,läžund,nemoc
520,Krankheit::N,läžund,choroba
521,Schmerz::N,kibu,bolesť
522,Wunde::N,čapatez,rana
523,Fieber::N,säru,horúčka
524,Arznei::N,zel'l',liek
525,Brücke::N,sild,most
526,Brunnen::N,kaiv,studňa
527,Weide::N,omaluine,pastva
528,Pfad::N,tehut,chodník
529,Weg::N,te,cesta
530,Straße::N,te,hradská
531,Dorf::N,külä,dedina
532,Stadt::N,lidn,mesto
533,Brief::N,kirjeine,list
534,Buch::N,kirj,kniha
535,Buchstabe::N,kirjam,litera
536,Buchstabe::N,kirjam,písmeno
537,Zeitung::N,lehtez,noviny
538,Leben::N,elo,život
539,Tod::N,surm,smrť
540,Grab::N,kaum,hrob
541,Kirche::N,jumalanpert',kostol
542,Sünde::N,grähk,hriech
543,Gott::N,jumal,boh
544,Arbeiter::N,radnik,robotník
545,Arbeiter::N,radnik,pracnovík
546,Chef::N,pämez',šéf
547,Chef::N,pämez',riaditeľ
548,Meister::N,mastar,majster
549,Arzt::N,lekar',lekár
550,Lehrer::N,opendai,učiteľ
551,Geld::N,rahad,peniaze
552,Geschäft::N,biznes,obchod
553,Laden::N,lauk,obchod
554,Preis::N,arv,cena
555,Ware::N,tavar,tovar
556,Nutzen::N,liža,osoh
557,Nutzen::N,liža,úžitok
558,Reichtum::N,kodielo,bohatstvo
559,Reichtum::N,kal'huz',bohatstvo
560,Welt::N,mail'm,svet
561,Land::N,ma,územie
562,Land::N,ma,krajina
563,Staat::N,valdkund,štát
564,König::N,kunigaz,kráľ
565,Macht::N,vald,moc
566,Macht::N,vald,mocnosť
567,Grenze::N,röun,hranica
568,Krieg::N,soda,vojna
569,Feind::N,vihanik,nepriateľ
570,Feind::N,vastustai,nepriateľ
571,Gewalt::N,vägivald,násilie
572,Kampf::N,tora,boj
573,Bogen[Waffe]::N,taug,luk
574,Pfeil::N,nol,šíp
575,Pfeil::N,nol,strela
576,Gewehr::N,oružj,puška
577,Fehler::N,viga,omyl
578,Fehler::N,viga,chyba
579,Lüge::N,kelastuz,lož
580,Schaden::N,pahuz',ujma
581,Schaden::N,pahuz',škoda
582,Unglück::N,bed,nešťastie
583,Unglück::N,gor'a,nešťastie
584,Schuld::N,värhuz',vina
585,Schuld::N,värhuz',previnenie
586,Alter::N,igä,vek
587,Schluss::N,lop,záver
588,Schluss::N,lop,koniec
589,Zeit::N,aig,čas
590,Tag::N,päiv,deň
591,Morgen::N,homendez,ráno
592,Mittag::N,keskpäiv,poludnie
593,Abend::N,eht,večer
594,Nacht::N,ö,noc
595,Woche::N,nedal',týždeň
596,Monat::N,ku,mesiac
597,Jahr::N,voz',rok
598,Frühling::N,keväz',jar
599,Sommer::N,keza,leto
600,Herbst::N,sügüz',jeseň
601,Winter::N,tal'v,zima
602,Januar::N,viluku,január
603,Februar::N,uhoku,február
604,März::N,keväz'ku,marec
605,April::N,sulaku,apríl
606,Mai::N,semendku,máj
607,Juni::N,kezaku,jún
608,Juli::N,heinku,júl
609,August::N,eloku,august
610,September::N,sügüz'ku,september
611,Oktober::N,reduku,október
612,November::N,kül'mku,november
613,Dezember::N,tal'vku,december
614,Montag::N,ezmärg,pondelok
615,Dienstag::N,tožnarg,utorok
616,Mittwoch::N,koumanz'päiv,streda
617,Donnerstag::N,nellänz'päiv,štvrtok
618,Freitag::N,pätnič,piatok
619,Freitag::N,videnz'päiv,piatok
620,Samstag::N,sobat,sobota
621,Sonntag::N,pühäpäiv,nedeľa
622,groß::A,sur',veľký
623,groß::A,järed,veľký
624,klein::A,pen',malý
625,klein::A,pičuine,malý
626,lang::A,pit'k,dlhý
627,kurz::A,lühüd,krátky
628,breit::A,leved,široký
629,schmal::A,kaid,úzky
630,dicht::A,tihed,hustý
631,dick[Gegenstand]::A,paks,tlstý
632,dünn::A,hoik,tenký
633,fein::A,hen,jemný
634,fest::A,luja,pevný
635,fest::A,ninev,pevný
636,flach::A,lapak,rovný
637,flach::A,lapak,plochý
638,glatt::A,siled,hladký
639,hart::A,kova,tvrdý
640,weich::A,pehmed,mäkký
641,rund::A,kehker,guľatý
642,rund::A,kehker,okrúhly
643,spitz::A,nügu,končitý
644,spitz::A,terav,končitý
645,scharf::A,terav,ostrý
646,stumpf::A,tül'c,tupý
647,schwer::A,jüged,ťažký
648,schön::A,čoma,pekný
649,schön::A,čoma,krásny
650,heiß::A,räk,horúci
651,warm::A,läm',teplý
652,kalt::A,vilu,studený
653,kühl::A,raibak,chladný
654,kühl::A,viluhk,chladný
655,frisch::A,lahed,svieži
656,feucht::A,neps,vlhký
657,feucht::A,neps,zvlhnutý
658,feucht::A,toreh,vlhký
659,feucht::A,toreh,zvlhnutý
660,nass::A,märg,mokrý
661,trocken::A,kuiv,suchý
662,voll::A,täuz',plný
663,leer::A,joudai,prázdny
664,offen::A,avoin,otvorený
665,offen::A,avol'jaine,otvorený
666,geschlossen::A,saubaline,zavretý
667,sauber::A,puhtaz,čistý
668,schmutzig::A,redukaz,špinavý
669,roh::A,rohk,surový
670,roh::A,toreh,surový
671,reif::A,küps,zrelý
672,lecker::A,magukaz,chutný
673,süß::A,maged,sladký
674,bitter::A,karged,horký
675,sauer::A,muiged,kyslý
676,hell::A,kirkas,jasný
677,hell::A,kirkas,svetlý
678,hell::A,valgei,jasný
679,hell::A,valgei,svetlý
680,dunkel::A,pimed,temný
681,schwarz::A,must,čierny
682,weiß::A,vauged,biely
683,rot::A,rusked,červený
684,gelb::A,pakuine,žltý
685,blau::A,sinine,modrý
686,blau::A,sinine,belasý
687,grün::A,vihand,zelený
688,grau::A,hahk,šedý
689,bunt::A,kirjav,pestrý
690,billig::A,odav,lacný
691,teuer::A,kalliž,drahý
692,wertvoll::A,arvokas,cenný
693,blind::A,soged,slepý
694,taub::A,kurdiž,hluchý
695,kräftig::A,vägev,silný
696,stark::A,vahv,silný
697,stark::A,vägekaz,silný
698,schwach::A,väll',slabý
699,schwach::A,väll',bezvládny
700,fett::A,razvakaz,tučný
701,schlank::A,kapos,štíhly
702,hübsch::A,čoma,šumný
703,hübsch::A,čoma,švárny
704,böse::A,äred,zlý
705,böse::A,käred,zlý
706,dumm::A,el'getoi,hlúpy
707,faul::A,lašk,lenivý
708,fleißig::A,radonnavedii,snaživý
709,fleißig::A,radonnavedii,usilovný
710,geizig::A,ažlak,skupý
711,geizig::A,ažlak,lakomý
712,klug::A,melev,múdry
713,klug::A,melev,bystrý
714,klug::A,melekaz,múdry
715,klug::A,melekaz,bystrý
716,geschickt::A,mahtokaz,zručný
717,geschickt::A,mahtokaz,šikovný
718,lieb::A,izo,milý
719,lieb::A,sula,milý
720,lustig::A,ilokaz,veselý
721,sanft::A,laskav,nežný
722,hungrig::A,näl'ghine,lačný
723,hungrig::A,näl'ghine,hladný
724,krank::A,läžui,chorý
725,krank::A,läžui,nemocný
726,nackt::A,alastoi,nahý
727,traurig::A,opalahine,smutný
728,lebendig::A,eläb,živý
729,gut::A,hüvä,dobrý
730,schlecht::A,huba,zlý
731,richtig::A,oiged,správny
732,schlimm::A,paha,zlý
733,schlimm::A,paha,nepríjemný
734,wahr::A,todesine,pravý
735,wahr::A,todesine,pravdivý
736,alt::A,vanh,starý
737,neu::A,uz',nový
738,ehemalig::A,edeline,bývalý
739,alt[Lebewesen]::A,ravaz,starý
740,jung::A,nor',mladý
741,arm::A,gol'l',chudobný
742,reich::A,elokaz,bohatý
743,bekannt::A,tutab,známy
744,berühmt::A,tetab,slávny
745,berühmt::A,tetab,povestný
746,fremd::A,veraz,cudzí
747,verschieden::A,erazvuitte,rôzny
748,verschieden::A,erazvuitte,rozličný
749,nah::A,läheline,blízky
750,fern::A,edahaine,ďaleký
751,linker::A,hura,ľavý
752,rechter::A,oiged,pravý
753,anderer::A,toine,iný
754,anderer::A,toine,druhý
755,erster::A,ezmäine,prvý
756,zweiter::A,toine,druhý
757,dritter::A,koumanz',tretí
758,letzter::A,jäl'gmäine,ostatný
759,letzter::A,jäl'gmäine,posledný
760,allein::ADV,üksnäze,sám
761,auf einmal::ADV,ühten aigan,zároveň
762,zusammen::ADV,ühtes,spolu
763,zusammen::ADV,ühtes,spoločne
764,lange::ADV,hätken,dlho
765,plötzlich::ADV,äkkid,náhle
766,sofort::ADV,kerdalaz,hneď
767,sofort::ADV,kerdalaz,ihneď
768,später::ADV,möhemba,neskoršie
769,jetzt::ADV,nügüd',teraz
770,heute::ADV,tämbei,dnes
771,morgen::ADV,homen,zajtra
772,bald::ADV,pigai,skoro
773,dann::ADV,sid',nato
774,dann::ADV,sid',potom
775,gestern::ADV,eglai,včera
776,einst::ADV,ende,kedysi
777,einst::ADV,ende,niekedy
778,einst::ADV,kerdan,kedysi
779,einst::ADV,kerdan,niekedy
780,damals::ADV,siloi,vtedy
781,danach::ADV,sid',potom
782,danach::ADV,sid',podľa toho
783,vorher::ADV,ende,napred
784,vorher::ADV,ende,predtým
785,zuerst::ADV,ezmäi,najprv
786,einmal::ADV,kerdan,raz
787,einmal::ADV,kerdan,jedenkrát
788,manchmal::ADV,erašti,občas
789,manchmal::ADV,erašti,niekedy
790,oft::ADV,paksus,často
791,immer::ADV,kaiken,vždy
792,immer::ADV,kaiken,ustavične
793,niemals::ADV,ei nikonz,nikdy
794,hier::ADV,täs,tu
795,hier::ADV,tägä,tu
796,hierhin::ADV,tänna,sem
797,hierhin::ADV,tänna,tade
798,von hier::ADV,täspäi,odtiaľto
799,von hier::ADV,sid'päi,odtiaľto
800,dort::ADV,sigä,tam
801,dorthin::ADV,sinna,ta
802,dorthin::ADV,sinna,tam
803,dorthin::ADV,nakkale,ta
804,dorthin::ADV,nakkale,tam
805,geradeaus::ADV,kohtha,rovno
806,geradeaus::ADV,kohtha,priamo
807,vorwärts::ADV,edehe,napred
808,rückwärts::ADV,sel'gin,nazad
809,zurück::ADV,tagaze,späť
810,zurück::ADV,tagaze,naspäť
811,unten::ADV,alahan,dolu
812,unten::ADV,alahan,naspodku
813,hinab::ADV,alaz,dolu
814,hinab::ADV,alahaks,dolu
815,oben::ADV,ülähän,hore
816,oben::ADV,ülähän,navrchu
817,hinauf::ADV,ülez,hore
818,hinauf::ADV,ülez,navrch
819,hinauf::ADV,ülähäks,hore
820,hinauf::ADV,ülähäks,navrch
821,überall::ADV,kaikjal,všade
822,nicht::ADV,ei,nie
823,ein wenig::ADV,vähän,trocha
824,kaum::ADV,habi,ledva
825,sehr::ADV,lujas,veľmi
