,Concept_ID,,ba
913,machen::V,,эшләү
914,herstellen::V,,эшләп сығарыу
915,bauen::V,,төҙөү
916,reparieren::V,,төҙәтеү
917,verbessern::V,,яҡшыртыу
918,ändern::V,,үҙгәртеү
919,graben::V,,ҡаҙыу
920,beugen::V,,бөгөү
921,biegen::V,,бөгөү
922,drehen::V,,өйрөлтөү
923,drehen::V,,әйләндереү
924,wenden::V,,әйләндереү
925,umdrehen::V,,түңкәреү
926,heben::V,,күтәреү
927,heben::V,,мендереү
928,hochheben::V,,күтәреү
929,ergreifen::V,,тотоп алыу
930,halten::V,,тотоу
931,drücken::V,,ҡыҫыу
932,schieben::V,,этеү
933,schieben::V,,төртөү
934,kratzen::V,,ҡырыу
935,lecken::V,,ялау
936,beißen::V,,тешләү
937,abreißen::V,,өҙөү
938,abschneiden::V,,ҡырҡыу
939,binden::V,,бәйләү
940,stecken::V,,ҡаҙау
941,brechen::V,,боҙоу
942,klopfen::V,,шаҡылдау
943,hauen::V,,туҡмау
944,kleben::V,,йәбештереү
945,reiben::V,,ыуыу
946,reiben::V,,ышҡыу
947,streichen::V,,яғыу
948,schleifen::V,,үткерләү
949,schneiden::V,,ҡырҡыу
950,rütteln::V,,һелкетеү
951,schütteln::V,,һелкетеү
952,schwenken::V,,болғау
953,schütten::V,,ҡойоу
954,füllen::V,,тултырыу
955,einwickeln::V,,төрөү
956,tragen::V,,алып барыу
957,schleppen::V,,һөйрәү
958,ziehen::V,,тартыу
959,aufbewahren::V,,һаҡлау
960,werfen::V,,ырғытыу
961,fangen::V,,тотоу
962,packen::V,,етеү
963,packen::V,,тотоп алыу
964,verstecken::V,,йәшереү
965,teilen::V,,бүлеү
966,schicken::V,,ебәреү
967,bringen::V,,килтереү
968,hinzufügen::V,,өтәү
969,bekommen::V,,алыу
970,erhalten::V,,алыу
971,nehmen::V,,алыу
972,wählen::V,,һайлаү
973,auswählen::V,,һайлап алыу
974,bewahren::V,,һаҡлау
975,behindern::V,,тотҡарлыҡ яһау
976,verderben::V,,боҙоу
977,beschädigen::V,,боҙоу
978,zerbrechen::V,,ҡыйратыу
979,zerreißen::V,,йыртыу
980,zerstören::V,,емереү
981,verbrennen::V,,үртәү
982,geben::V,,биреү
983,reichen::V,,биреү
984,schenken::V,,бүләк итеү
985,versprechen::V,,вәғәҙә биреү
986,wünschen::V,,теләу
987,loben::V,,маҡтау
988,küssen::V,,үбеү
989,wiegen::V,,бәүетеү
990,wiegen::V,,тирбәтеү
991,zudecken::V,,ҡаплау
992,wecken::V,,уятыу
993,zeigen::V,,күрһәтеү
994,führen::V,,етәкләү
995,lehren::V,,уҡытыу
996,lehren::V,,өйрәтеү
997,unterrichten::V,,уҡытыу
998,aufziehen::V,,тәрбиәле
999,leiten::V,,етәкләү
1000,leiten::V,,етәкселек итеү
1001,antreiben::V,,ашыҡтырыу
1002,lassen::V,,мәжбүр итеү
1003,einladen::V,,саҡырыу
1004,vereinigen::V,,берләштереү
1005,besuchen::V,,килеп сығыу
1006,treffen::V,,тойоү
1007,treffen::V,,осратыу
1008,treffen::V,,ҡаршылау
1009,sich versammeln::V,,йыйылыу
1010,spielen::V,,тартыу
1011,singen::V,,йырлау
1012,tanzen::V,,бейеү
1013,sich trennen::V,,айырылышыу
1014,verlassen::V,,ташлау
1015,verlassen::V,,ташлап китеү
1016,retten::V,,ҡотҡарыу
1017,bewachen::V,,һаҡлау
1018,schützen::V,,һаҡлау
1019,verteidigen::V,,яҡлау
1020,sich schlagen::V,,һуғышыу
1021,schießen::V,,атыу
1022,siegen::V,,еңеү
1023,ärgern::V,,асыуландырыу
1024,schlagen::V,,бәреү
1025,schlagen::V,,туҡмау
1026,treten::V,,тибеү
1027,treten::V,,типкеләү
1028,stechen::V,,сәнсеү
1029,stoßen::V,,этеү
1030,stoßen::V,,төртөү
1031,stehlen::V,,урлау
1032,stören::V,,ҡамасаулау
1033,belästigen::V,,бимазалау
1034,belästigen::V,,ҡамасаулау
1035,verbergen::V,,йәшереү
1036,täuschen::V,,ултыртыу
1037,betrügen::V,,алдау
1038,töten::V,,үлтереү
1039,wohnen::V,,йәшәү
1040,arbeiten::V,,эшләү
1041,sammeln::V,,йыйыу
1042,pflücken::V,,өҙөү
1043,jagen::V,,аулау
1044,fischen::V,,аулау
1045,fassen::V,,тотоу
1046,hüten::V,,көтөү
1047,treiben::V,,ҡыуыу
1048,anbinden::V,,бәйләү
1049,füttern::V,,ашатыу
1050,melken::V,,һауыү
1051,hacken::V,,турау
1052,hacken::V,,тапау
1053,gießen::V,,ҡойоу
1054,reifen::V,,өлғөрөү
1055,zubereiten::V,,бешереү
1056,kochen::V,,бешереү
1057,backen::V,,бешереү
1058,braten::V,,ҡурыу
1059,umrühren::V,,ҡатнаштырыу
1060,stricken::V,,бәйләү
1061,nähen::V,,тегеү
1062,färben::V,,буяу
1063,reinigen::V,,таҙартыу
1064,waschen::V,,йыуыу
1065,abwischen::V,,һөртөү
1066,spülen::V,,сайҡау
1067,fegen::V,,һепереү
1068,kehren::V,,һепереү
1069,baden::V,,һыу инеү
1070,sich waschen::V,,йыуыныу
1071,ausziehen::V,,сисеү
1072,anziehen::V,,кейеү
1073,sich anziehen::V,,кейенеү
1074,kämmen::V,,тарау
1075,schmücken::V,,биҙәү
1076,sagen::V,,әйтеү
1077,sprechen::V,,әйтеү
1078,sprechen::V,,һөйләшеү
1079,reden::V,,һөйләшеү
1080,sich unterhalten::V,,әңгәмәләшеү
1081,fragen::V,,һорау
1082,bitten::V,,үтенеү
1083,erzählen::V,,һөйләү
1084,mitteilen::V,,әйтеү
1085,nennen::V,,атау
1086,nennen::V,,исемләү
1087,rufen::V,,саҡырыу
1088,prahlen::V,,маҡтаныу
1089,prahlen::V,,шапырыныу
1090,übersetzen::V,,тәржемә итеү
1091,denken::V,,уйлау
1092,glauben::V,,ышаныу
1093,bemerken::V,,күреү
1094,erkennen::V,,таныу
1095,begreifen::V,,аңлау
1096,verstehen::V,,аңлау
1097,lernen::V,,өйрәнеү
1098,wissen::V,,белеү
1099,sich erinnern an::V,,хәтергә алыу
1100,vergessen::V,,онотоу
1101,messen::V,,үлсәү
1102,zählen::V,,һанау
1103,rechnen::V,,һанау
1104,lesen::V,,уҡыу
1105,malen::V,,һүрәт яһау
1106,malen::V,,рәсем төшөрөү
1107,zeichnen::V,,һүрәт яһау
1108,zeichnen::V,,рәсем төшөрөү
1109,schreiben::V,,яҙыу
1110,besitzen::V,,биләү
1111,kaufen::V,,һатып алыу
1112,verkaufen::V,,һатыу
1113,bezahlen::V,,түләү
1114,zahlen::V,,түләү
1115,beherrschen::V,,биләү
1116,ertragen::V,,түҙеү
