,Concept_ID,mn,ca
248,Mensch::N,хүн,persona
249,Mann::N,эр,home
250,Mann::N,эрэгтэй,home
251,Frau::N,эмэгтэй,dona
252,Frau::N,хатагтай,dona
253,Kind::N,хүүхэд,nen
254,Junge::N,хүү,noi
255,Mädchen::N,охин,noia
256,Mädchen::N,бүсгүй,noia
257,Familie::N,айл,família
258,Großvater::N,өвгөн аав,avi
259,Großmutter::N,эмэг эх,àvia
260,Großmutter::N,эмгээ,àvia
261,Eltern::N,эцэг эх,pares
262,Vater::N,аав,pare
263,Vater::N,эцэг,pare
264,Mutter::N,эх,mare
265,Mutter::N,ээж,mare
266,Sohn::N,хүү,fill
267,Tochter::N,охин,filla
268,Bruder::N,ах,germà
269,Bruder::N,дүү,germà
270,Schwester::N,эгч,germana
271,Schwester::N,охин дүү,germana
272,Onkel::N,авга ах,oncle
273,Onkel::N,нагац ах,oncle
274,Tante::N,авга эгч,tia
275,Tante::N,нагац эгч,tia
276,Ehemann::N,нөхөр,espòs
277,Ehefrau::N,эхнэр,muller
278,Ehefrau::N,гэргий,muller
279,Freude::N,баяр,goig
280,Freude::N,баяр,alegria
281,Freude::N,баясгалан,goig
282,Freude::N,баясгалан,alegria
283,Gelächter::N,инээдэм,riallada
284,Glück::N,жаргалан,felicitat
285,Kummer::N,гаслан,pena
286,Wunsch::N,ерөөл,desig
287,Lust::N,дур,ganes
288,Lust::N,хүсэл,ganes
289,Geist::N,оюун,ment
290,Geist::N,оюун,esperit
291,Gedanke::N,сэтгэл,pensament
292,Gedächtnis::N,ой,memòria
293,Gedächtnis::N,цээж,memòria
294,Verstand::N,ухаан,raó
295,Verstand::N,ухаан,seny
296,Sinn::N,утга,solta
297,Sinn::N,утга,sentit
298,Grund::N,учир,raó
299,Grund::N,учир,causa
300,Wahrheit::N,үнэн,veritāt
301,Gespräch::N,яриа,conversa
302,Märchen::N,явган үлгэр,conte
303,Erzählung::N,тууж,narració
304,Nachricht::N,мэдээ,missatge
305,Neuigkeit::N,сонин,novetat
306,Name::N,нэр,nom
307,Rätsel::N,оньсого,endevinalla
308,Rede::N,хэлсэн үг,discurs
309,Sprache::N,хэл,llēngua
310,Stimme::N,дуу,veu
311,Wort::N,үг,mot
312,Wort::N,үг,paraula
313,Zeichen::N,тамга,signe
314,Zeichen::N,тамга,senyal
315,Zeichen::N,тэмдэг,signe
316,Zeichen::N,тэмдэг,senyal
317,Ruf::N,дуудлага,crida
318,Lärm::N,шуугиан,sorōll
319,Lärm::N,чимээ,sorōll
320,Laut::N,анир,so
321,Laut::N,дуу,so
322,Ton::N,авиа,to
323,Ton::N,аялгуу,to
324,Lied::N,дуу,cançó
325,Ruhe::N,энх,calma
326,Ruhe::N,энх,silenci
327,Ruhe::N,тайван,calma
328,Ruhe::N,тайван,silenci
329,Leute::N,хүмүүс,gent
330,Volk::N,улс,poble
331,Arbeit::N,ажил,labor
332,Arbeit::N,ажил,treball
333,Arbeit::N,хөдөлмөр,labor
334,Arbeit::N,хөдөлмөр,treball
335,Gast::N,зочин,hoste
336,Gast::N,айлчин,hoste
337,Geschenk::N,бэлэг,regal
338,Geschenk::N,бэлэг,obsequi
339,Spiel::N,наадам,joc
340,Spiel::N,тоглоом,joc
341,Gesellschaft::N,хамт байх,companyia
342,Hilfe::N,тусламж,ajut
343,Freund::N,найз,amīc
344,Freund::N,нөхөр,amīc
345,Kamerad::N,хань,company
346,Kamerad::N,хань,camarada
347,Kamerad::N,нөхөр,company
348,Kamerad::N,нөхөр,camarada
349,Angelegenheit::N,хэрэг,afer
350,Angelegenheit::N,хэрэг,assumpte
351,Anzahl::N,тоо,nombre
352,Anzahl::N,тоо,quantitat
353,Art::N,төрөл,tipus
354,Art::N,төрөл,classe
355,Art::N,янз,tipus
356,Art::N,янз,classe
357,Stück::N,хэсэг,peça
358,Teil::N,хувь,part
359,Teil::N,хэсэг,part
360,Hälfte::N,хагас,meitat
361,Kreis::N,тойрог,cercle
362,Kreis::N,хүрээ,cercle
363,Kreuz::N,загалмай,creu
364,Linie::N,шугам,línia
365,Strich::N,зураас,traç
366,Strich::N,зураас,ratlla
367,Abstand::N,зай,distància
368,Entfernung::N,зай,distància
369,Entfernung::N,хол ойр,distància
370,Gegend::N,хавь,regió
371,Gegend::N,хавь,contrada
372,Gegend::N,газар,regió
373,Gegend::N,газар,contrada
374,Platz::N,зай,cabuda
375,Platz::N,завсар,cabuda
376,Ort::N,газар,lloc
377,Ort::N,байр,lloc
378,Seite::N,тал,banda
379,Seite::N,тал,costāt
380,Seite::N,этгээд,banda
381,Seite::N,этгээд,costāt
382,Mitte::N,төв,mig
383,Mitte::N,төв,centre
384,Mitte::N,дунд,mig
385,Mitte::N,дунд,centre
386,Gegenstand::N,юм,objecte
387,Sache::N,үйл,cosa
388,Sache::N,хэрэг,cosa
389,Rand::N,зах,vora
390,Rand::N,зах,marge
391,Rand::N,хөвөө,vora
392,Rand::N,хөвөө,marge
393,Kante::N,ирмэг,caire
394,Kante::N,ирмэг,cantell
395,Ecke::N,өнцөг,cantonada
396,Spitze::N,үзүүр,punta
397,Ende::N,зах,cap
398,Ende::N,үзүүр,cap
399,Loch::N,цоорхой,forāt
400,Loch::N,онгорхой,forāt
401,Winkel::N,өнцөг,racó
402,Muster::N,хээ,dibuix
403,Muster::N,хээ,disseny
404,Muster::N,угалз,dibuix
405,Muster::N,угалз,disseny
406,Größe::N,хэмжээ,grandària
407,Länge::N,урт,longitud
408,Höhe::N,өндөр,altura
409,Höhe::N,өндөр,altitud
410,Gewicht::N,жин,pes
411,Menge::N,тоо,quantitat
412,Haufen::N,бөөн,pila
413,Reihe::N,эгнээ,fila
414,Boot::N,завь,bot
415,Boot::N,завь,barca
416,Ruder::N,сэлүүр,rem
417,Schlitten::N,чарга,trineu
418,Ski::N,цана,esquí
419,Lagerfeuer::N,түүдэг,foc de campament
420,Last::N,ачаа,càrrega
421,Gang::N,явдал,marxa
422,Schritt::N,алхам,pas
423,Norden::N,умар,nord
424,Süden::N,урд,sud
425,Süden::N,өмнө,sud
426,Westen::N,өрнө,oest
427,Westen::N,өрнө,occident
428,Westen::N,баруун,oest
429,Westen::N,баруун,occident
430,Osten::N,зүүн,est
431,Osten::N,зүүн,orient
432,Osten::N,дорно,est
433,Osten::N,дорно,orient
434,Holz::N,мод,fusta
435,Brett::N,банз,taula
436,Platte::N,хавтан,placa
437,Stütze::N,тулгуур,suport
438,Stütze::N,тулга,suport
439,Stange::N,сургааг,vara
440,Stock::N,саваа,pal
441,Stab::N,таяг,bastó
442,Rohr::N,хоолой,tub
443,Haus::N,гэр,casa
444,Haus::N,байшин,casa
445,Heim::N,гэр,llar
446,Ofen::N,зуух,estufa
447,Ofen::N,пийшин,estufa
448,Fußboden::N,шал,terra
449,Tisch::N,ширээ,taula
450,Stuhl::N,сандал,cadira
451,Wiege::N,өлгий,bressol
452,Bett::N,ор,llit
453,Regal::N,тавиур,prestatgeria
454,Kiste::N,авдар,caixa
455,Kiste::N,хайрцаг,caixa
456,Fenster::N,гэгээвч,finestra
457,Tür::N,үүд,porta
458,Tür::N,хаалга,porta
459,Tor::N,хаалга,portal
460,Zaun::N,хашаа,tanca
461,Dach::N,дээвэр,teulada
462,Leiter::N,шат,escala
463,Leiter::N,шат,escala de mà
464,Besen::N,хамуур,escombra
465,Besen::N,туужуу,escombra
466,Spaten::N,хүрз,pala
467,Schaufel::N,хүрз,pala
468,Gabel::N,сэрээ,forquilla
469,Löffel::N,халбага,cullera
470,Messer::N,хутга,coltell
471,Nagel::N,хадаас,clau
472,Netz::N,өөш,filat
473,Netz::N,тор,filat
474,Haken::N,гох,ganxo
475,Griff::N,иш,puny
476,Griff::N,иш,mànec
477,Griff::N,сэнж,puny
478,Griff::N,сэнж,mànec
479,Schloss::N,цуурга,pany
480,Schloss::N,цоож,pany
481,Bild::N,зураг,imatge
482,Figur::N,баримал,figura
483,Puppe::N,хүүхэлдэй,nina
484,Beutel::N,агсаа,bossa
485,Beutel::N,уут,bossa
486,Bündel::N,боодол,feix
487,Bündel::N,боодол,paquet
488,Tasche::N,цүнх,bossa
489,Eimer::N,хөнөг,galleda
490,Eimer::N,хувин,galleda
491,Deckel::N,таг,tapa
492,Deckel::N,таг,tapadora
493,Deckel::N,хавхаг,tapa
494,Deckel::N,хавхаг,tapadora
495,Geschirr::N,сав суулга,vaixella
496,Sack::N,шуудай,sac
497,Sack::N,шуудай,saca
498,Tasse::N,аяга,tassa
499,Topf::N,тогоо,pot
500,Topf::N,тогоо,olla
501,Kessel::N,тогоо,caldera
502,Essen::N,идээ,àpat
503,Essen::N,идээ,menjada
504,Nahrung::N,хүнс,aliment
505,Speise::N,идээ,plat
506,Fleisch::N,мах,carn
507,Getreide::N,будаа,cereals
508,Brei::N,богшмол,puré
509,Brei::N,будаа,puré
510,Brot::N,талх,pa
511,Scheibe::N,зүсэм,tall
512,Scheibe::N,зүсэм,llesca
513,Scheibe::N,хэрчим,tall
514,Scheibe::N,хэрчим,llesca
515,Fett::N,өөх,greix
516,Butter::N,тос,mantega
517,Öl::N,тос,oli
518,Salz::N,давс,sal
519,Suppe::N,шөл,sopa
520,Honig::N,бал,mel
521,Milch::N,сүү,llet
522,Tee::N,цай,te
523,Leder::N,арьс,cuir
524,Leder::N,савхи,cuir
525,Wolle::N,ноос,llana
526,Wolle::N,унгас,llana
527,Stoff::N,бөс,tela
528,Nadel::N,зүү,agulla
529,Faden::N,боолт,fil
530,Faden::N,утас,fil
531,Knopf::N,товч,botó
532,Knoten::N,зангилаа,nus
533,Farbe::N,будаг,pintura
534,Kleidung::N,хувцас,roba
535,Kleidung::N,хувцас,vestits
536,Hemd::N,цамц,camisa
537,Kragen::N,зах заам,coll
538,Ärmel::N,ханцуй,màniga
539,Hose::N,өмд,pantalōns
540,Gürtel::N,бүс,cinturó
541,Mütze::N,малгай,gorra
542,Mütze::N,бүрх,gorra
543,Schuh::N,туфли,sabata
544,Stiefel::N,гутал,bota
545,Ring::N,бөгж,anell
546,Band::N,тууз,veta
547,Band::N,тууз,cinta
548,Kamm::N,сам,pinta
549,Spiegel::N,толь,mirāll
550,Riemen::N,тасам,corretja
551,Riemen::N,сур,corretja
552,Schnur::N,татлага,corda
553,Leine::N,оосор,corretja
554,Decke::N,хөнжил,manta
555,Decke::N,хөнжил,flassada
556,Decke::N,хучлага,manta
557,Decke::N,хучлага,flassada
558,Kissen::N,дэр,coixí
559,Tuch::N,алчуур,mocador
560,Tuch::N,даавуу,mocador
561,Handtuch::N,алчуур,tovallola
562,Kraft::N,чадал,força
563,Kraft::N,хүч,força
564,Stärke::N,эрч,vigor
565,Stärke::N,тэнхээ,vigor
566,Gesundheit::N,бие,salut
567,Gesundheit::N,эрүүл мэнд,salut
568,Krankheit::N,эмгэг,malaltia
569,Schmerz::N,өвчин,dolor
570,Wunde::N,шарх,ferida
571,Fieber::N,халуун,febre
572,Arznei::N,эм,medicament
573,Brücke::N,гүүр,pont
574,Brunnen::N,худаг,pou
575,Weide::N,бэлчээр,pastura
576,Pfad::N,жим,senda
577,Pfad::N,жим,sender
578,Pfad::N,зөрөг,senda
579,Pfad::N,зөрөг,sender
580,Weg::N,зам,camí
581,Weg::N,харгуй,camí
582,Straße::N,зам,carretera
583,Straße::N,харгуй,carretera
584,Dorf::N,тосгон,poble
585,Dorf::N,гацаа,poble
586,Stadt::N,хот,ciutāt
587,Brief::N,захидал,carta
588,Brief::N,захиа,carta
589,Buch::N,ном,llibre
590,Buch::N,бичиг,llibre
591,Buchstabe::N,үсэг,lletra
592,Zeitung::N,сонин,diāri
593,Leben::N,амь,vida
594,Leben::N,амьдрал,vida
595,Tod::N,үхэл,mort
596,Grab::N,булш,tomba
597,Kirche::N,сүм,església
598,Sünde::N,нүгэл,pecat
599,Sünde::N,хилэнц,pecat
600,Gott::N,бурхан,déu
601,Arbeiter::N,ажилчин,obrer
602,Arbeiter::N,хөдөлмөрчин,obrer
603,Chef::N,дарга,cap
604,Meister::N,дархан,mestre
605,Arzt::N,эмч,metge
606,Lehrer::N,багш,mestre
607,Geld::N,цаас,dinērs
608,Geld::N,мөнгө,dinērs
609,Geschäft::N,наймаа,negoci
610,Laden::N,дэлгүүр,tenda
611,Laden::N,дэлгүүр,botiga
612,Preis::N,үнэ,preu
613,Ware::N,таваар,mercaderia
614,Ware::N,бараа,mercaderia
615,Nutzen::N,ашиг,profit
616,Reichtum::N,баялаг,riquesa
617,Welt::N,дэлхий,món
618,Welt::N,орчлон,món
619,Land::N,улс,país
620,Land::N,орон,país
621,Staat::N,төр,estat
622,Staat::N,гүрэн,estat
623,König::N,ван,rei
624,Macht::N,засаг,poder
625,Macht::N,засаг,potència
626,Grenze::N,хил,frontera
627,Krieg::N,дайн,guerra
628,Feind::N,дайсан,enemic
629,Gewalt::N,хүчирхэх,violència
630,Kampf::N,тэмцэл,lluita
631,Kampf::N,байлдаан,lluita
632,Bogen[Waffe]::N,нум,arc
633,Pfeil::N,годил,fletxa
634,Pfeil::N,сум,fletxa
635,Gewehr::N,буу,fusell
636,Gewehr::N,буу,escopeta
637,Fehler::N,эндэл,falta
638,Fehler::N,алдаа,falta
639,Lüge::N,худал,mentida
640,Schaden::N,хор,dany
641,Schaden::N,хөнөөл,dany
642,Unglück::N,гай,desgràcia
643,Unglück::N,гамшиг,desgràcia
644,Schuld::N,гэм,culpa
645,Schuld::N,буруу,culpa
646,Alter::N,нас,edat
647,Schluss::N,эцэс,fi
648,Schluss::N,эцэс,final
649,Schluss::N,төгсгөл,fi
650,Schluss::N,төгсгөл,final
651,Zeit::N,цаг,temps
652,Tag::N,өдөр,dia
653,Morgen::N,өглөө,matí
654,Mittag::N,үд,migdia
655,Abend::N,үдэш,vespre
656,Nacht::N,шөнө,nit
657,Woche::N,долоо хоног,setmana
658,Monat::N,сар,mes
659,Jahr::N,жил,any
660,Frühling::N,хавар,primavera
661,Sommer::N,зун,estīu
662,Herbst::N,намар,tardor
663,Winter::N,өвөл,hivērn
664,Januar::N,нэгдүгээр сар,gener
665,Februar::N,хоёрдугаар сар,febrer
666,März::N,гуравдугаар сар,març
667,April::N,дөрөвдүгээр сар,abril
668,Mai::N,тавдугаар сар,maig
669,Juni::N,зургаадугаар сар,juny
670,Juli::N,долдугаар сар,juliol
671,August::N,наймдугаар сар,agost
672,September::N,есдүгээр сар,setembre
673,Oktober::N,аравдугаар сар,octubre
674,November::N,арван нэгдүгээр сар,novembre
675,Dezember::N,арван хоёрдугаар сар,desembre
676,Montag::N,даваа,dilluns
677,Dienstag::N,мягмар,dimarts
678,Mittwoch::N,лхагва,dimecres
679,Donnerstag::N,пүрэв,dijous
680,Freitag::N,баасан,divendres
681,Samstag::N,бямба,dissabte
682,Sonntag::N,ням,diumenge
683,groß::A,их,gros
684,groß::A,том,gros
685,klein::A,бага,petīt
686,klein::A,жаахан,petīt
687,lang::A,урт,llarg
688,kurz::A,охор,curt
689,kurz::A,богино,curt
690,breit::A,өргөн,ample
691,schmal::A,уйтан,estret
692,schmal::A,нарийн,estret
693,dicht::A,нягт,dens
694,dicht::A,чигжүү,dens
695,dick[Gegenstand]::A,зузаан,gruixūt
696,dünn::A,нимгэн,prim
697,fein::A,нарийн,fi
698,fest::A,бөх,ferm
699,fest::A,бөх,sòlid
700,fest::A,хатуу,ferm
701,fest::A,хатуу,sòlid
702,flach::A,хавтгай,pla
703,glatt::A,цагаан,llis
704,hart::A,хатуу,dur
705,weich::A,зөөлөн,tou
706,rund::A,дугуй,rodó
707,rund::A,дугариг,rodó
708,spitz::A,шовх,punxegut
709,spitz::A,шовгор,punxegut
710,scharf::A,хурц,agut
711,scharf::A,иртэй,agut
712,stumpf::A,мохоо,rom
713,stumpf::A,мохоо,esmussat
714,schwer::A,хүнд,pesāt
715,schön::A,гуа,bonīc
716,schön::A,сайхан,bonīc
717,heiß::A,халуун,calēnt
718,warm::A,дулаан,càlid
719,kalt::A,хүйтэн,fred
720,kühl::A,сэрүүн,fresc
721,frisch::A,эрүүл,fresc
722,frisch::A,жихүүн,fresc
723,feucht::A,чийгтэй,humit
724,nass::A,нойтон,mullat
725,trocken::A,хатсан,sec
726,voll::A,дүүрэн,ple
727,leer::A,хоосон,buit
728,offen::A,онгорхой,obert
729,geschlossen::A,битүү,tancat
730,geschlossen::A,хаалтай,tancat
731,sauber::A,цэвэр,net
732,sauber::A,хиргүй,net
733,schmutzig::A,бохир,brut
734,schmutzig::A,хиртэй,brut
735,roh::A,түүхий,cru
736,reif::A,болсон,madur
737,lecker::A,амттай,deliciós
738,süß::A,амттай,dolç
739,süß::A,чихэрлэг,dolç
740,bitter::A,гашуун,amarg
741,sauer::A,эсгэлэн,agre
742,hell::A,гэгээн,clar
743,hell::A,гэрэлтэй,clar
744,dunkel::A,бараан,fosc
745,dunkel::A,харанхуй,fosc
746,schwarz::A,хар,negre
747,weiß::A,цагаан,blanc
748,rot::A,улаан,vermēll
749,gelb::A,шар,groc
750,blau::A,хөх,blau
751,blau::A,цэнхэр,blau
752,grün::A,ногоон,verd
753,grau::A,орог,gris
754,grau::A,саарал,gris
755,bunt::A,эрээн,multicolor
756,billig::A,хямд,barat
757,teuer::A,үнэтэй,car
758,wertvoll::A,үнэт,preciós
759,blind::A,сохор,cec
760,taub::A,чих хатуу,sord
761,kräftig::A,чийрэг,fort
762,kräftig::A,чийрэг,vigorós
763,stark::A,хүчтэй,fort
764,stark::A,чадалтай,fort
765,schwach::A,сул,feble
766,fett::A,тарган,gras
767,fett::A,голигор,gras
768,schlank::A,голшиг,esvelt
769,hübsch::A,сайхан,maco
770,hübsch::A,хөөрхөн,maco
771,böse::A,муу,dolent
772,böse::A,хортой,dolent
773,dumm::A,тэнэг,ximple
774,dumm::A,тэнэг,estúpid
775,faul::A,залхуу,gandūl
776,faul::A,залхуу,mandrós
777,fleißig::A,чармайлтгай,diligēnt
778,geizig::A,харамч,avar
779,klug::A,цэцэн,intel·ligent
780,geschickt::A,дүйтэй,hàbil
781,lieb::A,хайрт,amat
782,lieb::A,хайрт,estimat
783,lustig::A,цэнгэлтэй,alegre
784,sanft::A,наалинхай,suau
785,hungrig::A,өлөн,afamat
786,hungrig::A,өлссөн,afamat
787,krank::A,өвчтэй,malālt
788,nackt::A,нүцгэн,nu
789,traurig::A,гунигт,trist
790,lebendig::A,амьд,viu
791,lebendig::A,амьтай,viu
792,gut::A,сайн,bo
793,schlecht::A,муу,dolēnt
794,schlecht::A,өөдгүй,dolēnt
795,richtig::A,зөв,just
796,richtig::A,зөв,correcte
797,richtig::A,зүйтэй,just
798,richtig::A,зүйтэй,correcte
799,schlimm::A,муухай,greu
800,wahr::A,үнэн,vertader
801,wahr::A,үнэн,veritable
802,wahr::A,жинхэнэ,vertader
803,wahr::A,жинхэнэ,veritable
804,alt::A,хуучин,vell
805,neu::A,шинэ,nou
806,ehemalig::A,агсан,antic
807,ehemalig::A,байсан,antic
808,alt[Lebewesen]::A,өвгөн,vell
809,alt[Lebewesen]::A,хижээл,vell
810,jung::A,залуу,jove
811,arm::A,ядуу,pobre
812,reich::A,баян,ric
813,reich::A,баялаг,ric
814,bekannt::A,танил,conegut
815,berühmt::A,цуутай,famós
816,berühmt::A,алдартай,famós
817,fremd::A,харь,estrany
818,fremd::A,гадаад,estrany
819,verschieden::A,ондоо,diferent
820,verschieden::A,янз янзын,diferent
821,nah::A,ойрын,pròxim
