,Concept_ID,lv,kl
125,Hunger::N,izsalkums,kaanneq
126,Träne::N,синва,qia
127,Träne::N,синва,qiak
128,Träne::N,asara,qia
129,Träne::N,asara,qiak
130,Geschmack::N,кӧр,qilanaartuut
131,Geschmack::N,чӧсмӧс,qilanaartuut
132,Geschmack::N,garša,qilanaartuut
133,Geruch::N,зын,tipi
134,Geruch::N,зын,tipik
135,Geruch::N,дук,tipi
136,Geruch::N,дук,tipik
137,Geruch::N,smaka,tipi
138,Geruch::N,smaka,tipik
139,Schlaf::N,узьӧм,
140,Schlaf::N,miegs,
141,Traum::N,вӧт,sinnattoq
142,Traum::N,вӧт,sinnattugaq
143,Traum::N,вӧтасьӧм,sinnattoq
144,Traum::N,вӧтасьӧм,sinnattugaq
145,Traum::N,sapnis,sinnattoq
146,Traum::N,sapnis,sinnattugaq
147,Himmel::N,енэж,qilak
148,Himmel::N,debess,qilak
149,Sonne::N,шонді,seqineq
150,Sonne::N,saule,seqineq
151,Mond::N,тӧлысь,qaammat
152,Mond::N,mēness,qaammat
153,Stern::N,кодзув,ulloriaq
154,Stern::N,zvaigzne,ulloriaq
155,Luft::N,сынӧд,silaannaq
156,Luft::N,gaiss,silaannaq
157,Wind::N,тӧв,anori
158,Wind::N,тӧв,anorsarik
159,Wind::N,vējš,anori
160,Wind::N,vējš,anorsarik
161,Welle::N,гы,aalappaa
162,Welle::N,vilnis,aalappaa
163,Wasser::N,ва,imeq
164,Wasser::N,ūdens,imeq
165,Stein::N,из,ujarak
166,Stein::N,akmens,ujarak
167,Boden::N,му,nateq
168,Boden::N,augsne,nateq
169,Erde::N,му,issoq
170,Erde::N,му-ва,issoq
171,Erde::N,zeme,issoq
172,Staub::N,бус,pujualanerit
173,Staub::N,бус,pujoralanerit
174,Staub::N,putekļi,pujualanerit
175,Staub::N,putekļi,pujoralanerit
176,Rauch::N,тшын,iseq
177,Rauch::N,тшын,pujoq
178,Rauch::N,dūmi,iseq
179,Rauch::N,dūmi,pujoq
180,Funke::N,кинь,illoorneq
181,Funke::N,би кинь,illoorneq
182,Funke::N,dzirkstele,illoorneq
183,Feuer::N,би,inneq
184,Feuer::N,uguns,inneq
185,Licht::N,югӧр,qaamaneq
186,Licht::N,gaisma,qaamaneq
187,Schatten::N,вуджӧр,tarraq
188,Schatten::N,ēna,tarraq
189,Wetter::N,поводдя,sila
190,Wetter::N,laiks,sila
191,Nebel::N,ру,pujoq
192,Nebel::N,онь,pujoq
193,Nebel::N,migla,pujoq
194,Wolke::N,кымӧр,nuia
195,Wolke::N,mākonis,nuia
196,Regen::N,зэр,sialuk
197,Regen::N,lietus,sialuk
198,Schnee::N,лым,aput
199,Schnee::N,sniegs,aput
200,Eis::N,йи,siku
201,Eis::N,ledus,siku
202,Frost::N,кӧдзыд,issi
203,Frost::N,кӧдзыд,issik
204,Frost::N,sals,issi
205,Frost::N,sals,issik
206,Kälte::N,кӧдзыд,issi
207,Kälte::N,saltums,issi
208,Kälte::N,aukstums,issi
209,Hitze::N,пӧсь,kianneq
210,Hitze::N,пӧсь,kiassuseq
211,Hitze::N,гожӧд,kianneq
212,Hitze::N,гожӧд,kiassuseq
213,Hitze::N,karstums,kianneq
214,Hitze::N,karstums,kiassuseq
215,Raureif::N,пуж,kaneq
216,Raureif::N,гыӧр,kaneq
217,Raureif::N,sarma,kaneq
218,Regenbogen::N,ӧшкамӧшка,neriusaaq
219,Regenbogen::N,varavīksne,neriusaaq
220,Donner::N,гым,kalleq
221,Donner::N,pērkons,kalleq
222,Strömung::N,ва ныр,
223,Strömung::N,визувтӧм,
224,Strömung::N,straume,
225,Strömung::N,strāvojums,
226,Tropfen::N,войт,kuseriarneq
227,Tropfen::N,lāse,kuseriarneq
228,Schaum::N,быг,qapuk
229,Schaum::N,быгзьӧм,qapuk
230,Schaum::N,putas,qapuk
231,Schmutz::N,няйт,minguk
232,Schmutz::N,dubļi,minguk
233,See::N,ты,taseq
234,See::N,ezers,taseq
235,Sumpf::N,гыбад,maqulluk
236,Sumpf::N,кад,maqulluk
237,Sumpf::N,dumbrājs,maqulluk
238,Sumpf::N,staignājs,maqulluk
239,Moor::N,нюр,
240,Moor::N,purvs,
241,Moor::N,muklājs,
242,Wiese::N,видз,masarsuk
243,Wiese::N,pļava,masarsuk
244,Wald::N,вӧр,
245,Wald::N,mežs,
246,Hügel::N,дзиб,qattuneq
247,Hügel::N,дзиб,majuariaq
248,Hügel::N,дзиб,majorajaaq
249,Hügel::N,дзиб,qaqqannguaq
250,Hügel::N,мыльк,qattuneq
251,Hügel::N,мыльк,majuariaq
252,Hügel::N,мыльк,majorajaaq
253,Hügel::N,мыльк,qaqqannguaq
254,Hügel::N,нӧрыс,qattuneq
255,Hügel::N,нӧрыс,majuariaq
256,Hügel::N,нӧрыс,majorajaaq
257,Hügel::N,нӧрыс,qaqqannguaq
258,Hügel::N,paugurs,qattuneq
259,Hügel::N,paugurs,majuariaq
260,Hügel::N,paugurs,majorajaaq
261,Hügel::N,paugurs,qaqqannguaq
262,Anhöhe::N,мыльк,
263,Anhöhe::N,нӧрыс,
264,Anhöhe::N,paugurs,
265,Berg::N,чой,qaqqaq
266,Berg::N,керӧс,qaqqaq
267,Berg::N,kalns,qaqqaq
268,Gipfel::N,чук,
269,Gipfel::N,virsotne,
270,Höhle::N,рудӧг,qaarusuk
271,Höhle::N,ala,qaarusuk
272,Abhang::N,ньывк,ippik
273,Abhang::N,ньывк,sivinganeq
274,Abhang::N,ньывк,sivingajaaq
275,Abhang::N,ньывк,kussangajaaq
276,Abhang::N,бокша,ippik
277,Abhang::N,бокша,sivinganeq
278,Abhang::N,бокша,sivingajaaq
279,Abhang::N,бокша,kussangajaaq
280,Abhang::N,nogāze,ippik
281,Abhang::N,nogāze,sivinganeq
282,Abhang::N,nogāze,sivingajaaq
283,Abhang::N,nogāze,kussangajaaq
284,Quelle::N,ӧшмӧс,
285,Quelle::N,avots,
286,Bach::N,шор,kuunnguaq
287,Bach::N,urga,kuunnguaq
288,Bach::N,strauts,kuunnguaq
289,Fluss::N,ю,kuuk
290,Fluss::N,upe,kuuk
291,Ufer::N,вадор,sissap sinaa
292,Ufer::N,krasts,sissap sinaa
293,Küste::N,вадор,sineriak
294,Küste::N,piekraste,sineriak
295,Festland::N,му,
296,Festland::N,sauszeme,
297,Meer::N,саридз,imaq
298,Meer::N,jūra,imaq
299,Bucht::N,куръя,ikeq
300,Bucht::N,куръя,kangerluk
301,Bucht::N,куръя,kangerliumaneq
302,Bucht::N,līcis,ikeq
303,Bucht::N,līcis,kangerluk
304,Bucht::N,līcis,kangerliumaneq
305,Insel::N,ді,qeqertaq
306,Insel::N,sala,qeqertaq
307,Blume::N,дзоридз,naasoq
308,Blume::N,puķe,naasoq
309,Blume::N,zieds,naasoq
310,Gras::N,турун,ivigaq
311,Gras::N,zāle,ivigaq
312,Wurzel::N,вуж,niulutaq
313,Wurzel::N,sakne,niulutaq
314,Baum::N,пу,orpik
315,Baum::N,koks,orpik
316,Stamm::N,пучер,kanaartaq
317,Stamm::N,stumbrs,kanaartaq
318,Rinde::N,кырсь,ameraq
319,Rinde::N,miza,ameraq
320,Ast::N,ув,avalequt
321,Ast::N,zars,avalequt
322,Zweig::N,вож,avalequt
323,Zweig::N,nozare,avalequt
324,Blatt::N,кор,pilutaq
325,Blatt::N,lapa,pilutaq
326,Birke::N,кыдз,patitsit
327,Birke::N,bērzs,patitsit
328,Kiefer[Baum]::N,пожӧм,
329,Kiefer[Baum]::N,priede,
330,Weide[Baum]::N,бадь,palleq
331,Weide[Baum]::N,kārkls,palleq
332,Tanne::N,коз,orsuerneq
333,Tanne::N,egle,orsuerneq
334,Horn::N,сюр,nassuk
335,Horn::N,rags,nassuk
336,Feder::N,гӧн,suluk
337,Feder::N,тывборд,suluk
338,Feder::N,spalva,suluk
339,Fell::N,ку,ameq
340,Fell::N,āda,ameq
341,Flügel::N,борд,suluk
342,Flügel::N,борд,isaroq
343,Flügel::N,spārns,suluk
344,Flügel::N,spārns,isaroq
345,Klaue::N,гыж,kukik
346,Klaue::N,nags,kukik
347,Kralle::N,гыж,kukik
348,Kralle::N,nags,kukik
349,Schwanz::N,бӧж,pamioq
350,Schwanz::N,бӧж,paperuusaq
351,Schwanz::N,ļipa,pamioq
352,Schwanz::N,ļipa,paperuusaq
353,Ei::N,кольк,mannik
354,Ei::N,ola,mannik
355,Nest::N,поз,ullut
356,Nest::N,ligzda,ullut
357,Bau::N,горс,ini
358,Bau::N,пырмӧс,ini
359,Bau::N,гу,ini
360,Bau::N,ala,ini
361,Tier::N,пемӧс,uumasoq
362,Tier::N,dzīvnieks,uumasoq
363,Herde::N,стада,unguukkat
364,Herde::N,кельӧб,unguukkat
365,Herde::N,ganāmpulks,unguukkat
366,Kuh::N,мӧс,ussik
367,Kuh::N,govs,ussik
368,Bulle::N,ӧш,angukulak
369,Bulle::N,ӧш,anguteralak
370,Bulle::N,ӧш,angutikulooq
371,Bulle::N,bullis,angukulak
372,Bulle::N,bullis,anguteralak
373,Bulle::N,bullis,angutikulooq
374,Pferd::N,вӧв,
375,Pferd::N,zirgs,
376,Schaf::N,ыж,sava
377,Schaf::N,aita,sava
378,Schwein::N,порсь,puuluki
379,Schwein::N,cūka,puuluki
380,Hund::N,пон,qimmeq
381,Hund::N,suns,qimmeq
382,Katze::N,кань,puisaaq
383,Katze::N,kaķis,puisaaq
384,Bär::N,ош,allaq
385,Bär::N,lācis,allaq
386,Eichhörnchen::N,ур,sissinnguaq
387,Eichhörnchen::N,vāvere,sissinnguaq
388,Elch::N,йӧра,
389,Elch::N,alnis,
390,Fuchs::N,руч,terianniaq
391,Fuchs::N,lapsa,terianniaq
392,Hase::N,кӧч,ukaleq
393,Hase::N,zaķis,ukaleq
394,Maus::N,шыр,teriannguaq
395,Maus::N,pele,teriannguaq
396,Wolf::N,кӧин,amaroq
397,Wolf::N,vilks,amaroq
398,Vogel::N,кай,timmiaq
399,Vogel::N,лэбач,timmiaq
400,Vogel::N,putns,timmiaq
401,Schwarm::N,чукӧр,
402,Schwarm::N,spiets,
403,Huhn::N,курӧг,kukkukooq
404,Huhn::N,курӧг,marloraaqaaq
405,Huhn::N,vista,kukkukooq
406,Huhn::N,vista,marloraaqaaq
407,Hahn::N,петук,kiasiusaq
408,Hahn::N,gailis,kiasiusaq
409,Gans::N,дзодзӧг,nerleq
410,Gans::N,zoss,nerleq
411,Adler::N,кутш,nattoralik
412,Adler::N,ērglis,nattoralik
413,Ente::N,утка,
414,Ente::N,pīle,
415,Eule::N,сюзь,uppik
416,Eule::N,pūce,uppik
417,Kranich::N,тури,qorlorfik
418,Kranich::N,dzērve,qorlorfik
419,Krähe::N,рака,tuluatsiaq
420,Krähe::N,vārna,tuluatsiaq
421,Kuckuck::N,кӧк,kukkooq
422,Kuckuck::N,dzeguze,kukkooq
423,Schwan::N,юсь,qussuk
424,Schwan::N,gulbis,qussuk
425,Fisch::N,чери,aalisagaq
426,Fisch::N,zivs,aalisagaq
427,Barsch::N,ёкыш,
428,Barsch::N,asaris,
429,Hecht::N,сир,
430,Hecht::N,līdaka,
431,Schlange[Tier]::N,кый,pulateriarsuk
432,Schlange[Tier]::N,кый,pulateriaarsuk
433,Schlange[Tier]::N,čūska,pulateriarsuk
434,Schlange[Tier]::N,čūska,pulateriaarsuk
435,Wurm::N,номыр,
436,Wurm::N,tārps,
437,Spinne::N,черань,aasiaq
438,Spinne::N,черань,nissavaarsuk
439,Spinne::N,zirneklis,aasiaq
440,Spinne::N,zirneklis,nissavaarsuk
441,Ameise::N,кодзувкот,uniaaluk
442,Ameise::N,skudra,uniaaluk
443,Laus::N,той,kumak
444,Laus::N,uts,kumak
445,Mücke::N,ном,ippernaq
446,Mücke::N,ods,ippernaq
447,Fliege::N,гут,ippernaq
448,Fliege::N,muša,ippernaq
449,Schmetterling::N,бобув,paluaq
450,Schmetterling::N,бобув,pakkaluaq
451,Schmetterling::N,бобув,utsuppaluaq
452,Schmetterling::N,бобув,taqaleqisaaq
453,Schmetterling::N,tauriņš,paluaq
454,Schmetterling::N,tauriņš,pakkaluaq
455,Schmetterling::N,tauriņš,utsuppaluaq
456,Schmetterling::N,tauriņš,taqaleqisaaq
457,Beere::N,тусь,paarmaq
458,Beere::N,тусь,paarngaq
459,Beere::N,вотӧс,paarmaq
460,Beere::N,вотӧс,paarngaq
461,Beere::N,oga,paarmaq
462,Beere::N,oga,paarngaq
463,Apfel::N,яблӧг,iipili
464,Apfel::N,ābols,iipili
465,Pilz::N,тшак,anngiusaq
466,Pilz::N,sēne,anngiusaq
467,Zwiebel::N,луккок,uanitsoq
468,Zwiebel::N,йӧнгыль,uanitsoq
469,Zwiebel::N,sīpols,uanitsoq
470,Saat::N,тусь,naatsiiassaq
471,Saat::N,кӧйдыс,naatsiiassaq
472,Saat::N,sēkla,naatsiiassaq
473,Korn::N,тусь,maannineq
474,Korn::N,grauds,maannineq
475,Heu::N,турун,
476,Heu::N,siens,
477,Schale::N,кор,niutsivik
478,Schale::N,кор,ilulissaq qaartussaq
479,Schale::N,čaula,niutsivik
480,Schale::N,čaula,ilulissaq qaartussaq
481,Schale::N,čaumala,niutsivik
482,Schale::N,čaumala,ilulissaq qaartussaq
483,Grube::N,гу,itersaq
484,Grube::N,bedre,itersaq
485,Falle::N,лэч,pualavoq
486,Falle::N,slazds,pualavoq
487,Falle::N,lamatas,pualavoq
488,Schlinge::N,лэч,orseq
489,Schlinge::N,лэч,norloq
490,Schlinge::N,cilpa,orseq
491,Schlinge::N,cilpa,norloq
492,Spur::N,туй,tumaa
493,Spur::N,pēda,tumaa
494,Asche::N,пӧм,arsat
495,Asche::N,pelni,arsat
496,Dreck::N,няйт,minguk
497,Dreck::N,dubļi,minguk
498,Eisen::N,кӧрт,savimineq
499,Eisen::N,кӧрт,saffiugassaq
500,Eisen::N,dzelzs,savimineq
501,Eisen::N,dzelzs,saffiugassaq
502,Gold::N,зарни,kuulti
503,Gold::N,zelts,kuulti
504,Silber::N,эзысь,siilviuvoq
505,Silber::N,sudrabs,siilviuvoq
506,Kohle::N,шом,aamarsuit aamaruutissat
507,Kohle::N,ogle,aamarsuit aamaruutissat
508,Glas::N,стеклӧ,igalaaq
509,Glas::N,стеклӧ,imertarfik
510,Glas::N,стеклӧ,igalaamineq
511,Glas::N,stikls,igalaaq
512,Glas::N,stikls,imertarfik
513,Glas::N,stikls,igalaamineq
514,Lehm::N,сёй,marraq
515,Lehm::N,māls,marraq
516,Sand::N,лыа,sioqqat
517,Sand::N,smiltis,sioqqat
518,Mensch::N,морт,inuk
519,Mensch::N,морт,silamiu
520,Mensch::N,cilvēks,inuk
521,Mensch::N,cilvēks,silamiu
522,Mann::N,аймӧрт,angut
523,Mann::N,мужичӧй,angut
524,Mann::N,vīrietis,angut
525,Frau::N,ань,arnaq
526,Frau::N,нывбаба,arnaq
527,Frau::N,sieviete,arnaq
528,Kind::N,кага,meeraq
529,Kind::N,bērns,meeraq
530,Junge::N,пи,nukappiaraq
531,Junge::N,zēns,nukappiaraq
532,Junge::N,puika,nukappiaraq
533,Junge::N,puisis,nukappiaraq
534,Mädchen::N,ныв,arnannguaq
535,Mädchen::N,meiča,arnannguaq
536,Mädchen::N,skuķis,arnannguaq
537,Mädchen::N,meitene,arnannguaq
538,Familie::N,семья,ilaqutakka
539,Familie::N,семья,ilaqutariit
540,Familie::N,ģimene,ilaqutakka
541,Familie::N,ģimene,ilaqutariit
542,Großvater::N,пӧль,aatak
543,Großvater::N,vecaistēvs,aatak
544,Großmutter::N,баб,aanaq
545,Großmutter::N,vecāmāte,aanaq
546,Eltern::N,ай-мам,angajoqqaat
547,Eltern::N,бать-мам,angajoqqaat
548,Eltern::N,vecāki,angajoqqaat
549,Vater::N,бать,ataata
550,Vater::N,бать,ataataq
551,Vater::N,ай,ataata
552,Vater::N,ай,ataataq
553,Vater::N,tēvs,ataata
554,Vater::N,tēvs,ataataq
555,Mutter::N,мам,anaana
556,Mutter::N,māte,anaana
557,Sohn::N,пи,erneq
558,Sohn::N,dēls,erneq
559,Tochter::N,ныв,panik
560,Tochter::N,meita,panik
561,Bruder::N,вок,ani
562,Bruder::N,вок,aqqaluk
563,Bruder::N,вок,qatanngut
564,Bruder::N,brālis,ani
565,Bruder::N,brālis,aqqaluk
566,Bruder::N,brālis,qatanngut
567,Schwester::N,чой,naja
568,Schwester::N,чой,aleqa
569,Schwester::N,чой,qatanngut
570,Schwester::N,māsa,naja
571,Schwester::N,māsa,aleqa
572,Schwester::N,māsa,qatanngut
573,Onkel::N,дядь,akkak
574,Onkel::N,tēvocis,akkak
575,Tante::N,тьӧт,aja
576,Tante::N,тьӧт,ajak
577,Tante::N,тьӧт,atsak
578,Tante::N,tante,aja
579,Tante::N,tante,ajak
580,Tante::N,tante,atsak
581,Ehemann::N,верӧс,ui
582,Ehemann::N,vīrs,ui
583,Ehefrau::N,гӧтыр,nuliaq
584,Ehefrau::N,sieva,nuliaq
585,Freude::N,радлун,tipaatsussuseq
586,Freude::N,prieks,tipaatsussuseq
587,Gelächter::N,серам,illaq
588,Gelächter::N,smiekli,illaq
589,Glück::N,шуд,usornaat
590,Glück::N,шуд,usornarsuseq
591,Glück::N,laime,usornaat
592,Glück::N,laime,usornarsuseq
593,Kummer::N,шог,
594,Kummer::N,bēdas,
595,Kummer::N,raizes,
596,Wunsch::N,кӧсйӧм,kissaat
597,Wunsch::N,vēlme,kissaat
598,Wunsch::N,vēlējums,kissaat
599,Lust::N,кыскӧм,illigussuseq
600,Lust::N,кыскӧм,piummaseq
601,Lust::N,радейтӧм,illigussuseq
602,Lust::N,радейтӧм,piummaseq
603,Lust::N,kāre,illigussuseq
604,Lust::N,kāre,piummaseq
605,Geist::N,лов,anerneq
606,Geist::N,лов,toornaq
607,Geist::N,gars,anerneq
608,Geist::N,gars,toornaq
609,Gedanke::N,мӧвп,isumassaq
610,Gedanke::N,doma,isumassaq
611,Gedächtnis::N,паметь,eqqaamannissuseq
612,Gedächtnis::N,atmiņa,eqqaamannissuseq
613,Verstand::N,вежӧр,isuma
614,Verstand::N,вежӧр,sianissut
615,Verstand::N,вежӧр,misigissut
616,Verstand::N,вежӧр,sianissuseq
617,Verstand::N,вежӧр,silaqassuseq
618,Verstand::N,prāts,isuma
619,Verstand::N,prāts,sianissut
620,Verstand::N,prāts,misigissut
621,Verstand::N,prāts,sianissuseq
622,Verstand::N,prāts,silaqassuseq
623,Sinn::N,мог,isuma
624,Sinn::N,вежӧртас,isuma
625,Sinn::N,nozīme,isuma
626,Grund::N,помка,patsit
627,Grund::N,pamats,patsit
628,Grund::N,iemesls,patsit
629,Wahrheit::N,збыль,sallusuissut
630,Wahrheit::N,збыльтор,sallusuissut
631,Wahrheit::N,taisnība,sallusuissut
632,Wahrheit::N,patiesība,sallusuissut
633,Gespräch::N,сёрни,
634,Gespräch::N,saruna,
635,Märchen::N,мойд,oqalualaarut
636,Märchen::N,мойд,oqaluasaaq
637,Märchen::N,pasaka,oqalualaarut
638,Märchen::N,pasaka,oqaluasaaq
639,Erzählung::N,висьт,oqaluttuaq
640,Erzählung::N,stāsts,oqaluttuaq
641,Erzählung::N,nostāsts,oqaluttuaq
642,Nachricht::N,юӧртӧм,oqaassut
643,Nachricht::N,юӧртӧм,oqqersuut
644,Nachricht::N,ziņa,oqaassut
645,Nachricht::N,ziņa,oqqersuut
646,Neuigkeit::N,выльтор,tusarnartaq
647,Neuigkeit::N,jaunums,tusarnartaq
648,Name::N,ним,ateq
649,Name::N,vārds,ateq
650,Rätsel::N,нӧдкыв,nalorsitsaarut
651,Rätsel::N,mīkla,nalorsitsaarut
652,Rede::N,сёрни,oqaluuseq
653,Rede::N,runa,oqaluuseq
654,Sprache::N,кыв,oqaatsit
655,Sprache::N,valoda,oqaatsit
656,Stimme::N,гӧлӧс,erinaq
657,Stimme::N,гӧлӧс,qarluuseq
658,Stimme::N,вом шы,erinaq
659,Stimme::N,вом шы,qarluuseq
660,Stimme::N,balss,erinaq
661,Stimme::N,balss,qarluuseq
662,Wort::N,кыв,oqaasii
663,Wort::N,vārds,oqaasii
664,Zeichen::N,пас,nalunaaqqut
665,Zeichen::N,zīme,nalunaaqqut
666,Ruf::N,чукӧстчӧм,qaaqqussut
667,Ruf::N,корӧм,qaaqqussut
668,Ruf::N,sauciens,qaaqqussut
669,Lärm::N,шы,perpaluk
670,Lärm::N,зык,perpaluk
671,Lärm::N,зычитӧм,perpaluk
672,Lärm::N,troksnis,perpaluk
673,Laut::N,шы,torsukattak
674,Laut::N,skaņa,torsukattak
675,Ton::N,шы,erinaq
676,Ton::N,tonis,erinaq
677,Lied::N,сьылан,taalliaq
678,Lied::N,сьылан,erinarsuut
679,Lied::N,сьыланкыв,taalliaq
680,Lied::N,сьыланкыв,erinarsuut
681,Lied::N,dziesma,taalliaq
682,Lied::N,dziesma,erinarsuut
683,Ruhe::N,чӧв,qatsunganeq
684,Ruhe::N,miers,qatsunganeq
685,Leute::N,йӧз,inuiak
686,Leute::N,йӧз,inuiaqatigiit
687,Leute::N,войтыр,inuiak
688,Leute::N,войтыр,inuiaqatigiit
689,Leute::N,ļaudis,inuiak
690,Leute::N,ļaudis,inuiaqatigiit
691,Leute::N,cilvēki,inuiak
692,Leute::N,cilvēki,inuiaqatigiit
693,Volk::N,йӧз,inuiaat
694,Volk::N,войтыр,inuiaat
695,Volk::N,tauta,inuiaat
696,Arbeit::N,удж,suliaq
697,Arbeit::N,darbs,suliaq
698,Gast::N,гӧсть,qaaqqusaq
699,Gast::N,viešņa,qaaqqusaq
700,Gast::N,ciemiņš,qaaqqusaq
701,Geschenk::N,козин,pajugut
702,Geschenk::N,dāvana,pajugut
703,Spiel::N,ворсан,
704,Spiel::N,rotaļa,
705,Gesellschaft::N,котыр,
706,Gesellschaft::N,biedrība,
707,Gesellschaft::N,kompānija,
708,Hilfe::N,отсӧг,annertoqqut
709,Hilfe::N,palīdzība,annertoqqut
710,Freund::N,ёрт,tiliaq
711,Freund::N,ёрт,ikinngut
712,Freund::N,draugs,tiliaq
713,Freund::N,draugs,ikinngut
714,Kamerad::N,ёрт,tiliaq
715,Kamerad::N,ёрт,ikinngut
716,Kamerad::N,biedrs,tiliaq
717,Kamerad::N,biedrs,ikinngut
718,Angelegenheit::N,мог,
719,Angelegenheit::N,делӧ,
720,Angelegenheit::N,darīšana,
721,Anzahl::N,лыд,
722,Anzahl::N,тшӧт,
723,Anzahl::N,skaits,
724,Anzahl::N,daudzums,
725,Art::N,сикас,ileqquuseq
726,Art::N,suga,ileqquuseq
727,Art::N,šķira,ileqquuseq
728,Stück::N,тор,nakkaalaniku
729,Stück::N,gabals,nakkaalaniku
730,Teil::N,юкӧн,tassiaasat
731,Teil::N,daļa,tassiaasat
732,Hälfte::N,пӧв,affaq
733,Hälfte::N,джын,affaq
734,Hälfte::N,puse,affaq
735,Kreis::N,кытш,kaajaluinneq or kaajaluitsoq
736,Kreis::N,aplis,kaajaluinneq or kaajaluitsoq
737,Kreis::N,riņķis,kaajaluinneq or kaajaluitsoq
738,Kreuz::N,перна,sanningasulik
739,Kreuz::N,крест,sanningasulik
