,Concept_ID,te,myv
56,Hunger::N,ఆకలి,вачочи
57,Träne::N,కన్నీటిచుక్క,селведь
58,Geschmack::N,రుచి,тансть
59,Geruch::N,వాసన,чине
60,Schlaf::N,నిద్ర,удома
61,Traum::N,కల,он
62,Himmel::N,ఆకాశము,менель
63,Sonne::N,సూర్యుడు,чи
64,Mond::N,చంద్రుడు,ков
65,Stern::N,నక్షత్రము,теште
66,Luft::N,గాలి,кошт
67,Wind::N,వీచుచున్నగాలి,варма
68,Welle::N,అల,толкун
69,Wasser::N,నీరు,ведь
70,Stein::N,ఱాయి,кев
71,Boden::N,నేల,мода
72,Erde::N,మన్ను,мастор
73,Staub::N,దుమ్ము,пуль
74,Rauch::N,పొగ,качамо
75,Funke::N,అగ్నికణము,сятко
76,Feuer::N,అగ్ని,тол
77,Licht::N,కాంతి,валдо
78,Schatten::N,నీడ,сулей
79,Schatten::N,నీడ,сулейкс
80,Wetter::N,వాతావరణ స్థితి,ушо
81,Nebel::N,పొగమంచు,сув
82,Wolke::N,మేఘము,пель
83,Regen::N,వాన,пиземс
84,Schnee::N,హిమము,лов
85,Eis::N,మంచుగడ్డ,эй
86,Frost::N,పేరిన మంచు,кельме
87,Kälte::N,చలి,якшамо
88,Hitze::N,వేడిమి,пси
89,Raureif::N,మంచు,лекш
90,Regenbogen::N,ఇంద్రధనుస్సు,пурьгинечирьке
91,Regenbogen::N,ఇంద్రధనుస్సు,пурьгинеёнкс
92,Donner::N,ఉరుము,пурьгине
93,Strömung::N,ప్రవాహము,чудема
94,Strömung::N,ప్రవాహము,чудевкс
95,Tropfen::N,చుక్క,петнявкс
96,Schaum::N,నురుగు,чов
97,Schmutz::N,మైల,рудаз
98,See::N,సరస్సు,эрьке
99,Sumpf::N,చిత్తడినేల,чей
100,Moor::N,చిత్తడినేల,чей
101,Wiese::N,పచ్చిక బయలు,луга
102,Wald::N,అడవి,вирь
103,Hügel::N,చివ్నకొండ,губорь
104,Hügel::N,చివ్నకొండ,пандыне
105,Anhöhe::N,కొండ,губорь
106,Anhöhe::N,కొండ,пандыне
107,Berg::N,పర్వతము,пандо
108,Gipfel::N,శిఖరము,пря
109,Höhle::N,గుహ,пещера
110,Abhang::N,ఏటవాలు,пандочама
111,Quelle::N,మూలము,ушодкс
112,Bach::N,కాలువ,чудикерькс
113,Fluss::N,నది,лей
114,Ufer::N,తీరము,чире
115,Küste::N,తీరము,лейчире
116,Festland::N,భూమి,мода
117,Meer::N,సముద్రము,моря
118,Bucht::N,మరుగు,усия
119,Insel::N,దీవి,усия
120,Blume::N,పుష్పము,цеця
121,Gras::N,పచ్చగడ్డి,тикше
122,Wurzel::N,వేరు,юр
123,Wurzel::N,వేరు,ундокс
124,Baum::N,చెట్టు,чувто
125,Stamm::N,చెట్టుబోదె,рунго
126,Rinde::N,చెట్టుపట్ట,суд
127,Rinde::N,చెట్టుపట్ట,керь
128,Ast::N,కొమ్మ,морго
129,Zweig::N,చివుకు,тарад
130,Blatt::N,ఆకు,лопа
131,Birke::N,తరహా చెట్టు,килей
132,Kiefer[Baum]::N,దేవదారు చెట్టు,пиче
133,Weide[Baum]::N,జాతిచెట్టు,каль
134,Tanne::N,దేవదారుచెట్టు,куз
135,Horn::N,కొమ్ము,сюро
136,Feder::N,ఈక,толга
137,Fell::N,తోలు,пона
138,Flügel::N,ఱెక్క,сёлмо
139,Klaue::N,వంకరగోరు,кенже
140,Kralle::N,వంకరగోరు,кенже
141,Schwanz::N,తోక,пуло
142,Ei::N,గ్రుడ్డు,ал
143,Nest::N,పక్షిగూడు,пизэ
144,Bau::N,గుహ,варя
145,Bau::N,గుహ,пизе
146,Tier::N,జంతువు,ракша
147,Herde::N,మంద,стада
148,Kuh::N,ఆవు,скал
149,Bulle::N,గిత్త,бука
150,Pferd::N,గుఱ్ఱము,лишме
151,Schaf::N,గొఱ్ఱె,реве
152,Schwein::N,పంది,туво
153,Hund::N,కుక్క,пине
154,Hund::N,కుక్క,киска
155,Katze::N,పిల్లి,псака
156,Bär::N,ఎలుగుబంటి,овто
157,Eichhörnchen::N,ఉడుత,ур
158,Elch::N,కణంజు,сярдо
159,Fuchs::N,గుంటనక్క,ривезь
160,Hase::N,కుందేలు,нумоло
161,Maus::N,చిట్టెలుక,чеерь
162,Wolf::N,తోడేలు,верьгиз
163,Vogel::N,పక్షి,нармунь
164,Schwarm::N,గుంపు,полк
165,Schwarm::N,గుంపు,стада
166,Huhn::N,కోడిపిల్ల,сараз
167,Hahn::N,కోడివుంజు,атякш
168,Gans::N,ఆడుబాతు,гала
169,Gans::N,ఆడుబాతు,мацей
170,Adler::N,గ్రద్ద,куцькан
171,Adler::N,గ్రద్ద,тумоатякш
172,Ente::N,పాట్టిబాతు,яксярго
173,Eule::N,గ్రుడ్లగూబ,корж
174,Kranich::N,కొంగ,карго
175,Krähe::N,కాకి,варака
176,Kuckuck::N,కోయల,куко
177,Schwan::N,హంస,локсей
178,Fisch::N,చేప,кал
179,Barsch::N,ఒకచేఁప,окунь
180,Hecht::N,గండుమీను,щука
181,Schlange[Tier]::N,పాము,гуй
182,Wurm::N,పురుగు,сукс
183,Spinne::N,సాలె పురుగు,шанжав
184,Ameise::N,చీమ,коткудав
185,Laus::N,పేను,сий
186,Mücke::N,చీకటీగ,сеське
187,Fliege::N,ఈగ,карво
188,Schmetterling::N,సీతాకోకచిలుక,нимиляв
189,Beere::N,కాయ,умарь
190,Apfel::N,ఆపిల్ పండు,умарь
191,Pilz::N,కుక్కగొడుగు,панго
192,Zwiebel::N,నీరుల్లి,чурька
193,Saat::N,విత్తనము,видьметь
194,Korn::N,గింజ,сюро
195,Heu::N,ఎండుగడ్డి,тикше
196,Schale::N,పొట్టు,кедь
197,Schale::N,పొట్టు,ваткавкс
198,Grube::N,గొయ్యి,латко
199,Falle::N,బోను,тувор
200,Falle::N,బోను,кундамка
201,Schlinge::N,ఉరి,килькш
202,Spur::N,జాడ,челькс
203,Spur::N,జాడ,пильгеки
204,Asche::N,బూడిద,кулов
205,Dreck::N,ముఱికి,рудаз
206,Eisen::N,ఇనుము,кшни
207,Gold::N,బంగారము,сырне
208,Silber::N,వెండి,сия
209,Kohle::N,నేలబొగ్గు,сэдь
210,Kohle::N,నేలబొగ్గు,уголия
211,Glas::N,గాజు,сулика
212,Lehm::N,బంకమన్ను,сёвонь
213,Sand::N,ఇసుక,човар
214,Mensch::N,నరుడు,ломань
215,Mann::N,పురుమడు,аля
216,Mann::N,పురుమడు,цёраломань
217,Frau::N,ఆడుది,ава
218,Kind::N,బిడ్డ,эйкакш
219,Junge::N,బాలుడు,цёрыне
220,Mädchen::N,బాలిక,тейтерне
221,Familie::N,కుటుంబము,семия
222,Großvater::N,తాత,покштя
223,Großmutter::N,అయ్యమ్మ,баба
224,Eltern::N,తల్లితండ్రులు,тетят-ават
225,Vater::N,తండ్రి,тетя
226,Mutter::N,తల్లి,ава
227,Sohn::N,కొడుకు,цёра
228,Tochter::N,కూతురు,тейтерь
229,Bruder::N,పోదరుడు,леля
230,Bruder::N,పోదరుడు,ялакс
231,Schwester::N,సోదరి,сазор
232,Onkel::N,మేనమామ,леля
233,Tante::N,మేనత్త,патя
234,Tante::N,పినతల్లి,патя
235,Ehemann::N,భర్త,мирде
236,Ehefrau::N,భార్య,ни
237,Freude::N,సంతోషము,кеняркс
238,Gelächter::N,నవ్వు,ракамо
239,Gelächter::N,నవ్వు,пейдема
240,Glück::N,సంతోషము,уцяска
241,Kummer::N,దుఃఖము,рискс
242,Kummer::N,దుఃఖము,мелявкс
243,Wunsch::N,కోరిక,мель
244,Wunsch::N,కోరిక,бажамо
245,Lust::N,కోరిక,бажамо
246,Geist::N,ఆత్మ,ойме
247,Gedanke::N,ఆలోచన,мель
248,Gedächtnis::N,జ్ఞాపకము,мель
249,Verstand::N,మనస్సు,прев
250,Sinn::N,అర్థము,толк
251,Sinn::N,అర్థము,смысла
252,Grund::N,కారణము,тувтал
253,Wahrheit::N,సత్యము,видечи
254,Gespräch::N,పంభాషణ,кортнема
255,Märchen::N,అద్భుతకథ,ёвкс
256,Erzählung::N,కథ,ёвтнема
257,Nachricht::N,వార్త,куля
258,Neuigkeit::N,వార్త,куля
259,Name::N,పేరు,лем
260,Rätsel::N,చిక్కు,содамоёвкс
261,Rede::N,ఉపన్యాసము,кортамо
262,Sprache::N,భాష,кель
263,Stimme::N,కంరథ్సని,ваигель
264,Wort::N,మాట,вал
265,Zeichen::N,గుర్తు,теште
266,Ruf::N,పిలువు,тердема
267,Lärm::N,సందడి,шалнома
268,Laut::N,ధ్వని,вайгель
269,Ton::N,స్వరము,гайнема
270,Lied::N,పాట,моро
271,Ruhe::N,గాలిలేమి,оймамо
272,Leute::N,జనులు,ломанть
273,Volk::N,జాతి,народ
274,Arbeit::N,పని,тев
275,Gast::N,అతిధి,инже
276,Geschenk::N,దానము,казне
277,Spiel::N,ఆట,налксема
278,Gesellschaft::N,జట్టు,община
279,Hilfe::N,సాహాయ్యము,лездамо
280,Freund::N,స్నేహితుడు,оя
281,Freund::N,స్నేహితుడు,ялга
282,Kamerad::N,చెలికాడు,оя
283,Kamerad::N,చెలికాడు,ялга
284,Angelegenheit::N,విషయము,тев
285,Anzahl::N,లెక్క,ламоксчи
286,Art::N,జాతి,вид
287,Stück::N,తునుక,пакш
288,Stück::N,తునుక,пелькс
289,Teil::N,భాగము,часть
290,Teil::N,భాగము,пелькс
291,Hälfte::N,సగము,пель
292,Hälfte::N,సగము,пелькс
293,Kreis::N,వృత్తము,кирькс
294,Kreuz::N,సిలువ,крёст
295,Linie::N,గీత,кикс
296,Strich::N,గీత,межа
297,Abstand::N,సందు,ютко
298,Entfernung::N,దూరము,ютко
299,Gegend::N,విస్తీర్ణము,тарка
300,Gegend::N,విస్తీర్ణము,пертьпелькс
301,Platz::N,ఎడము,васолкс
302,Ort::N,స్థలము,тарка
303,Seite::N,ప్రక్క,ён
304,Seite::N,ప్రక్క,чире
305,Mitte::N,నడిమి,куншка
306,Gegenstand::N,పద్దు,предмет
307,Sache::N,వస్తువు,тев
308,Sache::N,వస్తువు,веща
309,Rand::N,అంచు,пе
310,Rand::N,అంచు,чире
311,Kante::N,అంచు,ирдез
312,Ecke::N,మూల,ужо
313,Spitze::N,మొన,пряне
314,Spitze::N,మొన,пе
315,Ende::N,కొన,пе
316,Loch::N,రంధ్రము,варя
317,Winkel::N,కోణము,ужо
318,Muster::N,మాదిరి,сёрма
319,Größe::N,పరిమాణము,сэрь
320,Größe::N,పరిమాణము,покшолма
321,Länge::N,పొడుగు,кувалмо
322,Höhe::N,పొడుగు,сэрь
323,Höhe::N,పొడుగు,пандо
324,Gewicht::N,భారము,сталмо
325,Menge::N,మొత్తము,лововкс
326,Haufen::N,రాశి,мар
327,Haufen::N,రాశి,валявкс
328,Reihe::N,వరుస,ряд
329,Boot::N,పడవ,венч
330,Ruder::N,అడక,милё
331,Schlitten::N,సరవండ్లు,нурдт
332,Ski::N,స్కీ,сокс
333,Lagerfeuer::N,నెగడు,толбандя
334,Last::N,బరువు,сталмо
335,Last::N,బరువు,кандома
336,Gang::N,నడక,молема
337,Gang::N,నడక,якамо
338,Schritt::N,అడుగు,эскелькс
339,Norden::N,ఉత్తరదిక్కు,якшамо ёнкс
340,Süden::N,దక్షిణము,лембе ёнкс
341,Westen::N,పడమర,чивалгома
342,Osten::N,తూర్పు,чилисема
343,Holz::N,కొయ్య,чувто
344,Brett::N,పలక,лаз
345,Platte::N,పలక,плита
346,Stütze::N,వాల్సేడ్లు,неже
347,Stange::N,స్తంభము,олга
348,Stock::N,కఱ్ఱ,мандо
349,Stab::N,కఱ్ఱ,олога
350,Rohr::N,గొట్టము,турба
351,Haus::N,ఇల్లు,кудо
352,Heim::N,స్వగృహము,кудо
353,Ofen::N,పొయ్యి,каштомо
354,Fußboden::N,నేల,киякс
355,Tisch::N,మేజా,столь
356,Stuhl::N,కుర్చీ,стул
357,Wiege::N,ఉయ్యాల,лавсь
358,Wiege::N,ఉయ్యాల,нурямот
359,Bett::N,పడక,ацамо
360,Bett::N,మంచం,ацамо
361,Regal::N,అటక,лався
362,Regal::N,అటక,лавсяланго
363,Kiste::N,వెట్టె,горобия
364,Kiste::N,వెట్టె,сундук
365,Fenster::N,కిటికి,вальма
366,Tür::N,ద్వారము,кенкш
367,Tor::N,ద్వారము,ортат
368,Zaun::N,కంచె,пирявт
369,Zaun::N,కంచె,пирвякс
370,Dach::N,ఇంటివైకప్పు,кудопря
371,Leiter::N,నిచ్చెన,кузтема
372,Besen::N,చీపురుకట్ట,тенсть
373,Spaten::N,పాఱ,койме
374,Schaufel::N,పాఱ,кече
375,Schaufel::N,పాఱ,келей койме
376,Gabel::N,ముండ్లగరిటె,сянгине
377,Löffel::N,గరిటె,пенч
378,Messer::N,కత్తి,пеель
379,Nagel::N,మేకు,эске
380,Netz::N,వల,алтыма
381,Haken::N,కొక్కెము,кечказ
382,Griff::N,పిడి,кедне
383,Schloss::N,తాళము,замок
384,Schloss::N,తాళము,панжома
385,Bild::N,చిత్రము,картина
386,Figur::N,రూపము,рунго
387,Puppe::N,బొమ్మ,няка
388,Beutel::N,సంచి,кескав
389,Bündel::N,మూట,керькс
390,Tasche::N,సంచి,юдма
391,Eimer::N,చేద,ведра
392,Deckel::N,మూత,велькс
393,Geschirr::N,వంటకాలు,кедьге
394,Sack::N,గోనెసంచి,кескав
395,Tasse::N,గిన్నె,чакш
396,Topf::N,కుండ,кастрюля
397,Kessel::N,నీరుకాచుపాత్ర,котёл
398,Essen::N,ఆహారము,ярсамо
399,Nahrung::N,ఆహారము,ярсамопель
400,Speise::N,ఆహారము,ярсамопель
401,Fleisch::N,మాంసము,сывель
402,Getreide::N,ధాన్యము,сюро
403,Brei::N,గుజ్జు,каша
404,Brot::N,రొట్టె,кши
405,Scheibe::N,బద్ద,кочом
406,Scheibe::N,బద్ద,сускомо
407,Fett::N,క్రొవ్వు,куя
408,Butter::N,వెన్న,ой
409,Öl::N,నూనె,ой
410,Salz::N,ఉప్పు,сал
411,Suppe::N,చారు,ям
412,Honig::N,తెనె,медь
413,Milch::N,పాలు,ловсо
414,Tee::N,తేనీరు,чай
415,Leder::N,బాగుచేసివతోలు,киське
416,Wolle::N,ఉన్ని,пона
417,Stoff::N,బట్ట,коцт
418,Nadel::N,సూది,салмукс
419,Faden::N,దారము,суре
420,Knopf::N,బొత్తాము,пов
421,Knoten::N,ముడి,сюлмо
422,Farbe::N,రంగు,артомапель
423,Kleidung::N,బట్టలు,оршамот
424,Hemd::N,చొక్కాయ,панар
425,Kragen::N,మాల,сиве
426,Ärmel::N,చొక్కాయచెయ్యి,ожа
427,Hose::N,ఇజారు,понкст
428,Gürtel::N,పటకా,каркс
429,Mütze::N,టోపి,чапка
430,Schuh::N,పాదరక్ష,туфля
431,Stiefel::N,బూటు,кем
432,Ring::N,ఉంగరము,суркс
433,Band::N,నాడా,лента
434,Kamm::N,దువ్వెన,сурсеме
435,Spiegel::N,అద్దము,чавачамо
436,Riemen::N,వాడా,кшнань каркс
437,Schnur::N,దారము,пикс
438,Leine::N,వారు,ведьме
439,Decke::N,కంబళి,вельтямо
440,Kissen::N,తలగడ,тодов
441,Tuch::N,బట్ట,паця
442,Handtuch::N,తువాలు,нардамо
443,Kraft::N,బలము,вий
444,Stärke::N,శక్తి,виевчи
445,Gesundheit::N,ఆరోగ్యము,шумбрачи
446,Krankheit::N,రోగము,орма
447,Krankheit::N,రోగము,сэредема
448,Schmerz::N,నొప్పి,сэредькс
449,Wunde::N,గాయము,керявкс
450,Fieber::N,జ్వరము,маштыкс
451,Arznei::N,మందు,ормаменькс
452,Brücke::N,వంతెన,сэдь
453,Brücke::N,వంతెన,мадамо
454,Brunnen::N,బావి,лисьма
455,Brunnen::N,కూపము,лисьма
456,Brunnen::N,నుయ్యి,лисьма
457,Weide::N,పచ్చికబయలు,ракшань ванома тарка
458,Pfad::N,కాలిత్రోవ,ян
459,Weg::N,మార్గము,ки
460,Straße::N,బాట,ки
461,Dorf::N,గ్రామము,веле
462,Stadt::N,పట్టణము,ош
463,Brief::N,జాబు,сёрма
464,Buch::N,పుస్తకము,книга
465,Buchstabe::N,అక్షరము,буква
466,Zeitung::N,వార్తాపత్రిక,газета
467,Leben::N,ప్రాణము,эрямо
468,Tod::N,మరణము,кулома
469,Grab::N,సమాధి,калмо
470,Kirche::N,క్రెస్తవులగుడి,церькова
471,Sünde::N,పాపము,чумочи
472,Gott::N,దేవుడు,паз
473,Arbeiter::N,పనిపాటుచేశేవాడు,робочей
474,Chef::N,యజమానుడు,прявт
475,Meister::N,కళాకారుడు,кол тевень тенця
476,Arzt::N,వైద్యుడు,врач
477,Lehrer::N,ఉపాధ్యాయుడు,учитель
478,Lehrer::N,ఉపాధ్యాయుడు,тонавтыця
479,Geld::N,ద్రవ్యము,ярмак
480,Geschäft::N,వ్యాపారము,ладязь тев
481,Laden::N,అంగడి,лавка
482,Preis::N,వెల,питне
483,Ware::N,సరకులు,миевкс
484,Ware::N,సరకులు,рамавкс
485,Nutzen::N,ప్రయోజనము,паро
486,Nutzen::N,ప్రయోజనము,лезэ
487,Reichtum::N,ధనము,сюпавчи
488,Welt::N,ప్రపంచము,мир
489,Welt::N,ప్రపంచము,мастор ланго
490,Land::N,దేశము,мастор
491,Staat::N,రాజ్యము,государства
492,König::N,రాజు,король
493,Macht::N,అధికారము,азорксчи
494,Grenze::N,సరిహద్దు,буен тешкс
495,Krieg::N,యుద్ధము,война
496,Feind::N,శత్రువు,душман
497,Gewalt::N,దౌర్జన్యము,нарьгамо
498,Kampf::N,పోట్లాట,тюрема
499,Bogen[Waffe]::N,విల్లు,нал
500,Pfeil::N,బాణము,нал
501,Gewehr::N,తుపాకి,ружия
502,Gewehr::N,తుపాకి,винтовка
503,Fehler::N,తప్ప,ильведькс
504,Fehler::N,తప్ప,ильведевкс
505,Lüge::N,అసత్యము,манчема
506,Lüge::N,అసత్యము,кенгелема
507,Schaden::N,నష్టము,зыян
508,Unglück::N,దురదృష్టము,зыян
509,Schuld::N,తప్పు,чумочи
510,Alter::N,వయస్సు,шка
511,Schluss::N,ముగింపు,пе
512,Zeit::N,కాలము,шка
513,Zeit::N,కాలము,пинге
514,Tag::N,దినము,чи
515,Morgen::N,ఉదయము,валске
516,Mittag::N,మధ్యాహ్నము,чикуншка
517,Abend::N,సాయంకాలము,чокшнэ
518,Nacht::N,రత్రి,ве
519,Woche::N,వారము,недля
520,Monat::N,నెల,ков
521,Jahr::N,సంవత్సరము,ие
522,Frühling::N,వసంతకాలము,тундо
523,Sommer::N,వేసవికాము,кизэ
524,Herbst::N,ఆకురాలుకాలము,сёксь
525,Winter::N,శీతకాలము,теле
526,Januar::N,జనవరి,якшамков
527,Februar::N,ఫిబ్రవరి,февраль
528,März::N,మార్చి,март
529,April::N,ఏప్రిలు,апрель
530,Mai::N,మే,май
531,Juni::N,జూన్,июнь
532,Juli::N,జూలై,июль
533,August::N,ఆగస్టు,август
534,September::N,సెప్ఠెంబరు,сентября
535,Oktober::N,అక్టోబరు,октября
536,November::N,నవంబరు,ноября
537,Dezember::N,డిసెంబర్,декабря
538,Montag::N,సోమవారము,пондельник
539,Dienstag::N,మంగళవారము,овторник
540,Mittwoch::N,బుధవారము,серёда
541,Donnerstag::N,గురువారము,цетьверьг
542,Freitag::N,శుక్రవారము,пеця
543,Samstag::N,శనివారము,субута
544,Samstag::N,శనివారము,шлямочи
545,Sonntag::N,ఆదివారము,недлячи
546,groß::A,గొప్పైన,ине
547,groß::A,గొప్పైన,покш
548,klein::A,చిన్న,вишка
549,lang::A,పొడుగాటి,кувака
550,kurz::A,పొట్టి,нурькине
551,breit::A,వెడల్పైన,келей
552,schmal::A,ఇఱుకైన,теине
553,dicht::A,దట్టమైన,тусто
554,dick[Gegenstand]::A,దట్టమైన,эчке
555,dünn::A,పలుచని,човине
556,fein::A,నాజాకైన,човине
557,fest::A,దృడమైవ,кеме
558,flach::A,చదువైన,лапужа
559,glatt::A,నున్నని,валаня
560,hart::A,కఠినమైన,калгодо
561,weich::A,మృదువైన,чевте
562,rund::A,గుండ్రని,кеверь
563,spitz::A,మొనగల,пшти
564,scharf::A,పదనైన,пшти
565,stumpf::A,వాడిలేని,ношка
566,schwer::A,బరువ్తెన,стака
567,schön::A,సుందరమైన,мазый
568,heiß::A,వేడియైన,пси
569,warm::A,వెచ్చని,лембе
570,kalt::A,చల్లని,якшамо
571,kühl::A,చల్లని,экше
572,frisch::A,తాజాయైన,свежа
573,feucht::A,చెమ్మగానున్న,летьке
574,nass::A,తడిగామన్న,начко
575,trocken::A,ఎండిన,коське
576,voll::A,నిండు,пешксе
577,leer::A,శూన్యమైన,чаво
578,offen::A,తెఱచియున్న,панжадо
579,offen::A,తెఱచియున్న,виде
580,geschlossen::A,మూసిన,пекстазь
581,geschlossen::A,మూసిన,сёлгозь
582,sauber::A,పరిశుద్ధమైన,ванькс
583,schmutzig::A,ముఱికియైన,ливезев
584,roh::A,పచ్చి,верек
585,reif::A,పండివ,кенерезь
586,lecker::A,రుచి గల,тантей
587,süß::A,తియ్యని,ламбамо
588,bitter::A,చేదైన,сэпей
589,sauer::A,పుల్లని,чапамо
590,hell::A,కాంతిగల,валдо
591,dunkel::A,చీకటియైన,чопода
592,schwarz::A,నల్లని,раужо
593,weiß::A,తెలుపు,ашо
594,rot::A,ఎఱ్ఱని,якстере
595,gelb::A,పసుపు పచ్చ,ожо
596,blau::A,నీలవర్ణము,сэнь
597,grün::A,ఆకుపచ్చని,пиже
598,grau::A,నెరిసిన,шержев
599,bunt::A,రంగేలీ,сёрмав
600,billig::A,చౌకయైన,аволь питней
601,teuer::A,వెలపొడుగైన,питней
602,wertvoll::A,విలుప్తెన,питней
603,blind::A,గ్రుడ్డి,сокор
604,taub::A,చెవిటి,амариця
605,kräftig::A,శక్తి గల,пек виев
606,stark::A,బలమైన,виев
607,schwach::A,బలహీనమైన,лавшо
608,fett::A,క్రొవ్విన,куя
609,schlank::A,సన్నని,виде ронга
610,hübsch::A,సాగప్తెన,мазый
611,böse::A,చెడ్డ,кежей
612,dumm::A,తెలివిలేని,чавола
613,dumm::A,తెలివిలేని,превтеме
614,faul::A,సోమరియైన,нузякс
615,fleißig::A,శ్రద్దగల,мелень путыця
616,geizig::A,పిసినారియైన,скупой
617,klug::A,తెలివిగల,превей
618,geschickt::A,నిపుణతగల,маштозь теезь
619,lieb::A,ప్రియమైన,вадря
620,lustig::A,ఉల్లాసము గల,весёла
621,sanft::A,సాధువైన,сэтьме
622,hungrig::A,ఆకలిగొనిన,вачо
623,krank::A,వ్యాధిగల,сэредиця
624,nackt::A,దిగంబరమైన,штапо
625,traurig::A,విచారముగల,нусманя
626,lebendig::A,ప్రాణముతో నున్న,эриця
627,gut::A,మంచి,паро
628,schlecht::A,చెడ్డ,берянь
629,richtig::A,సరియైన,виде
630,schlimm::A,అసహ్యమైన,берянь
631,wahr::A,నిజమైన,алкуксонь
632,alt::A,ముసలి,ташто
633,neu::A,క్రొత్త,од
634,ehemalig::A,పూర్వపు,икелень
635,alt[Lebewesen]::A,ముసలి,сыре
636,jung::A,పసి,од
637,arm::A,బీద,кажов
638,reich::A,ధనవంతుడైన,сюпав
639,bekannt::A,తెలిసిన,содавикс
640,berühmt::A,ప్రపిద్దికెక్కివ,содавикс
641,fremd::A,అన్యమైన,лия
642,fremd::A,అన్యమైన,асодавикс
643,verschieden::A,భేదమైన,эрьва
644,nah::A,దగ్గఱనున్న,а васолонь
645,fern::A,దూరమందున్న,умонь
646,fern::A,దూరమందున్న,кезэрень
647,linker::A,ఎడమప్రక్కగ,керш
648,rechter::A,కుడి,вить
649,anderer::A,వేఱ్తెన,лия
650,erster::A,మొదటి,васень
651,erster::A,మొదటి,васенце
652,zweiter::A,రెండన,омбоце
653,dritter::A,మూడో,колмоце
654,letzter::A,కడపటి,меельце
655,allein::ADV,ఒంటిగా,башка
656,allein::ADV,ఒంటిగా,ськамонзо
657,auf einmal::ADV,హరాత్తుగ,вейсэ
658,zusammen::ADV,కలిసి,вейс
659,zusammen::ADV,కలిసి,вейсэ
660,lange::ADV,బహుకాలము,кувать
661,plötzlich::ADV,హరాత్తుగ,апак учо
662,sofort::ADV,తక్షణము,курок
663,sofort::ADV,తక్షణము,нейке
664,später::ADV,ఇటీవలి,мейле
665,jetzt::ADV,ఇప్పుడు,ней
666,heute::ADV,నేడు,течи
667,morgen::ADV,ఱేపు,ванды
668,bald::ADV,శీఘ్రముగ,курок
669,dann::ADV,అప్పుడు,мейле
670,dann::ADV,అప్పుడు,седе мейле
671,gestern::ADV,నిన్నటి దినము,исяк
672,einst::ADV,పూర్వమొకప్పుడు,весть
673,einst::ADV,పూర్వమొకప్పుడు,зярдо-бути
674,damals::ADV,అప్పుడు,сестэ
675,danach::ADV,అప్పుడు,мейле
676,danach::ADV,అప్పుడు,седе мейле
677,vorher::ADV,ఎదుట,васняяк
678,zuerst::ADV,మొదటిలో,васня
679,einmal::ADV,ఒకసారి,весть
680,manchmal::ADV,అప్పటప్పటికి,лиясто
681,oft::ADV,తఱచుగా,сеетьстэ
682,immer::ADV,ఎల్లప్పుడు,свал
683,niemals::ADV,ఎప్పుడునులేదు,а зярдояк
684,hier::ADV,ఇక్కడ,тесэ
685,hierhin::ADV,ఇక్కడకు,тей
686,von hier::ADV,ఇక్కడనుండి,тестэ
687,dort::ADV,అక్కడ,тосо
688,dorthin::ADV,అక్కడికి,тов
