,Concept_ID,os,el
53,Sehne::N,нуар,νεύρο
54,Sehne::N,нуар,τένοντας
55,Knochen::N,стӕг,οστό
56,Knochen::N,стӕг,κόκκαλο
57,Gehirn::N,магъз,μυαλό
58,Gehirn::N,магъз,εγκέφαλος
59,Herz::N,зӕрдӕ,καρδιά
60,Magen::N,ахсӕн,στομάχι
61,Leber::N,игæр,ήπαρ
62,Leber::N,игæр,συκωτί
63,Atem::N,улӕфт,αναπνοή
64,Hunger::N,стонг,πείνα
65,Träne::N,цæссыг,δάκρυ
66,Geschmack::N,ад,γεύση
67,Geruch::N,смаг,οσμή
68,Geruch::N,смаг,μυρωδία
69,Schlaf::N,хуыссӕг,ύπνος
70,Traum::N,фын,όνειρο
71,Himmel::N,арв,ουρανός
72,Himmel::N,уӕларв,ουρανός
73,Sonne::N,хур,ήλιος
74,Mond::N,мӕй,σελήνη
75,Mond::N,мӕй,φεγγάρι
76,Stern::N,стъалы,άστρο
77,Stern::N,стъалы,αστέρι
78,Luft::N,уӕлдӕф,αέρας
79,Wind::N,дымгӕ,αέρας
80,Wind::N,дымгӕ,άνεμος
81,Welle::N,уылӕн,κύμα
82,Wasser::N,дон,νερό
83,Stein::N,дур,πέτρα
84,Boden::N,зӕхх,χώμα
85,Erde::N,сыджыт,γη
86,Staub::N,рыг,σκόνη
87,Rauch::N,фӕздӕг,καπνός
88,Funke::N,цӕхӕр,σπίθα
89,Funke::N,цӕхӕр,σπινθήρας
90,Feuer::N,зынг,φωτιά
91,Licht::N,рухс,φως
92,Schatten::N,аууон,σκιά
93,Schatten::N,аууон,ίσκιος
94,Wetter::N,боныхъӕд,καιρός
95,Nebel::N,мигъ,ομίχλη
96,Wolke::N,ӕврагъ,σύννεφο
97,Regen::N,уарын,βροχή
98,Schnee::N,мит,χιόνι
99,Eis::N,их,πάγος
100,Frost::N,ихæн,παγωνία
101,Kälte::N,уазал,κρύο
102,Kälte::N,уазал,ψύχος
103,Hitze::N,ӕнтӕф,ζέστη
104,Raureif::N,халас,πάχνη
105,Regenbogen::N,арвырон,ουράνιο τόξο
106,Regenbogen::N,арвырдын,ουράνιο τόξο
107,Donner::N,æрвнæрын,βροντή
108,Strömung::N,цыд,ρεύμα
109,Tropfen::N,æртах,στάλα
110,Schaum::N,фынк,αφρός
111,Schmutz::N,цъыф,βρωμιά
112,See::N,цад,λίμνη
113,Sumpf::N,цъыфдзаст,βάλτος
114,Moor::N,цъыфдзаст,έλος
115,Wiese::N,уыгӕрдӕн,λιβάδι
116,Wald::N,хъӕд,δάσος
117,Hügel::N,обау,λόφος
118,Hügel::N,къуыбыр,λόφος
119,Anhöhe::N,уæлвæз,ύψωμα
120,Anhöhe::N,уæлхох,ύψωμα
121,Berg::N,хох,όρος
122,Berg::N,хох,βουνό
123,Gipfel::N,цъупп,κορυφή
124,Höhle::N,лӕгӕт,σπηλιά
125,Abhang::N,къул,πλαγιά
126,Quelle::N,суадон,πηγή
127,Quelle::N,суадон,βρύση
128,Bach::N,мӕсчъыдон,ρυάκι
129,Fluss::N,дон,ποτάμι
130,Fluss::N,дон,ποταμός
131,Fluss::N,цӕугӕдон,ποτάμι
132,Fluss::N,цӕугӕдон,ποταμός
133,Ufer::N,был,όχθη
134,Küste::N,донбыл,ακτή
135,Küste::N,донбыл,ακρογιαλιά
136,Festland::N,сурзæхх,στεριά
137,Meer::N,денджыз,θάλασσα
138,Bucht::N,донбакæлæн,κόλπος
139,Insel::N,сакъадах,νησί
140,Insel::N,сакъадах,νήσος
141,Blume::N,дидинӕг,άνθος
142,Blume::N,дидинӕг,λουλούδι
143,Gras::N,кӕрдӕг,χόρτο
144,Gras::N,кӕрдӕг,χορτάρι
145,Wurzel::N,уидаг,ρίζα
146,Baum::N,бӕлас,δέντρο
147,Stamm::N,хӕтӕл,κορμός
148,Rinde::N,цъар,φλούδα
149,Ast::N,арх,κλαδί
150,Zweig::N,къалиу,κλαδί
151,Zweig::N,къалиу,κλάδος
152,Blatt::N,сыф,φύλλο
153,Birke::N,бæрз,σημύδα
154,Kiefer[Baum]::N,нӕзы,πεύκο
155,Weide[Baum]::N,хӕрис,ιτιά
156,Tanne::N,наз,έλατο
157,Horn::N,сыкъа,κέρας
158,Horn::N,сыкъа,κέρατο
159,Feder::N,сис,φτερό
160,Fell::N,царм,δέρμα
161,Fell::N,царм,τομάρι
162,Flügel::N,базыр,πτερύγιο
163,Klaue::N,ных,κουλό
164,Kralle::N,дзӕмбы,νύχι
165,Schwanz::N,къӕдзил,ουρά
166,Ei::N,айк,αβγό
167,Nest::N,ахстон,φωλιά
168,Bau::N,хуынкъ,φωλιά
169,Tier::N,сырд,ζώο
170,Tier::N,цӕрӕгой,ζώο
171,Herde::N,дзуг,κοπάδι
172,Herde::N,рӕгъау,κοπάδι
173,Kuh::N,хъуг,αγελάδα
174,Bulle::N,гал,ταύρος
175,Pferd::N,бӕх,άλογο
176,Schaf::N,фыс,πρόβατο
177,Schwein::N,хуы,γουρούνι
178,Hund::N,куыдз,σκυλί
179,Hund::N,куыдз,σκύλος
180,Katze::N,гӕды,γάτα
181,Bär::N,арс,άρκτος
182,Bär::N,арс,αρκούδα
183,Eichhörnchen::N,æхсæрæг,βερβερίτσα
184,Elch::N,цæгатаг саг,άλκη
185,Fuchs::N,рувас,αλεπού
186,Hase::N,тæрхъус,λαγός
187,Maus::N,мыст,ποντικός
188,Wolf::N,бирӕгъ,λύκος
189,Vogel::N,цъиу,πουλί
190,Vogel::N,маргъ,πουλί
191,Schwarm::N,бал,σμήνος
192,Huhn::N,карк,κότα
193,Huhn::N,карк,όρνιθα
194,Hahn::N,уасӕг,πετεινός
195,Gans::N,хъаз,χήνα
196,Adler::N,цӕргӕс,αετός
197,Ente::N,ацц,πάπια
198,Eule::N, уыг,κουκουβάγια
199,Eule::N,сидахъ,κουκουβάγια
200,Kranich::N,зырнæг,γερανός
201,Kranich::N,хърихъупп,γερανός
202,Krähe::N,халон,καρακάξα
203,Kuckuck::N,гаккук,κούκος
204,Schwan::N,доныхъаз,κύκνος
205,Fisch::N,кӕсаг,ψάρι
206,Barsch::N,окунь,πέρκα
207,Hecht::N,хихор кӕсаг,λούτσος
208,Schlange[Tier]::N,калм,φίδι
209,Wurm::N,зулкъ,σκουλήκι
210,Wurm::N,къуыдыргалм,σκουλήκι
211,Spinne::N,хӕлуарӕг,αράχνη
212,Ameise::N,мæлдзыг,μυρμήγκι
213,Laus::N,сыст,ψείρα
214,Mücke::N,къогъо,κουνούπι
215,Fliege::N,бындз,μύγα
216,Schmetterling::N,гæлæбу,πεταλούδα
217,Beere::N,гагадыргъ,ρόγα
218,Apfel::N,фӕткъуы,μήλο
219,Pilz::N,зокъо,μανιτάρι
220,Pilz::N,къозо,μανιτάρι
221,Zwiebel::N,хъӕдындз,κρεμμύδι
222,Saat::N,тауинаг,σπόρος
223,Saat::N,мыггаг,σπόρος
224,Korn::N,мыггаг,σπυρί
225,Korn::N,тауинаг,σπυρί
226,Heu::N,хос,σανός
227,Schale::N,цъар,τσόφλι
228,Grube::N,урм,λάκκος
229,Grube::N,къахт,λάκκος
230,Grube::N,дзыхъхъ,λάκκος
231,Falle::N,цъысым,παγίδα
232,Falle::N,къӕппӕг,παγίδα
233,Schlinge::N,цасм,θηλειά
234,Spur::N,фæд,ίχνος
235,Asche::N,фӕнык,στάχτη
236,Asche::N,ӕртхутӕг,στάχτη
237,Dreck::N,цъыф,βρωμιά
238,Eisen::N,ӕфсӕйнаг,σίδερο
239,Gold::N,сыгъзӕрин,μάλαμα
240,Gold::N,сыгъзӕрин,χρυσάφι
241,Silber::N,ӕвзист,ασήμι
242,Silber::N,ӕвзист,άργυρος
243,Kohle::N,ӕвзалы,κάρβουνο
244,Glas::N,авг,γυαλί
245,Lehm::N,ӕлыг,πηλός
246,Sand::N,змис,άμμος
247,Mensch::N,лӕг,άνθρωπος
248,Mensch::N,адӕймаг,άνθρωπος
249,Mensch::N,удгоймаг,άνθρωπος
250,Mann::N,лӕг,άνδρας
251,Mann::N,нӕлгоймаг,άνδρας
252,Frau::N,сылгоймаг,γυναίκα
253,Kind::N,сывӕллон,παιδί
254,Junge::N,лӕппу,αγόρι
255,Mädchen::N,чызг,κοπέλα
256,Mädchen::N,чызг,κορίτσι
257,Familie::N,бинонтæ,οικογένεια
258,Großvater::N,фыдыфыд,παππούς
259,Großvater::N,мадыфыд,παππούς
260,Großmutter::N,фыды мад,γιαγιά
261,Großmutter::N,мады мад,γιαγιά
262,Eltern::N,ныййарджытæ,γονείς
263,Vater::N,фыд,πατέρας
264,Mutter::N,мад,μητέρα
265,Sohn::N,фырт,γιος
266,Tochter::N,чызг,κόρη
267,Bruder::N,ӕфсымӕр,αδελφός
268,Schwester::N,хо,αδελφή
269,Onkel::N,фыдыфсымӕр,θείος
270,Tante::N,мадыхо,θεία
271,Ehemann::N,мой,σύζυγος
272,Ehefrau::N,ус,σύζυγος
273,Freude::N,цин,χαρά
274,Freude::N,циндзинад,χαρά
275,Gelächter::N,худын,γέλια
276,Gelächter::N,худт,γέλια
277,Gelächter::N,худæг,γέλια
278,Glück::N,амонд,ευτυχία
279,Kummer::N,хъыг,έγνοια
280,Wunsch::N,бӕллиц,επιθυμία
281,Lust::N,монц,όρεξη
282,Geist::N,уд,πνέυμα
283,Gedanke::N,хъуыды,σκέψη
284,Gedächtnis::N,мысæн,μνήμη
285,Gedächtnis::N,мысын,μνήμη
286,Gedächtnis::N,зæрдылдарын,μνήμη
287,Verstand::N,зонд,νους
288,Sinn::N,нысаниуæг,νόημα
289,Grund::N,ӕфсон,λόγος
290,Wahrheit::N,æцæг,αλήθεια
291,Gespräch::N,ныхас,συνομιλία
292,Märchen::N,аргъау,παραμύθι
293,Erzählung::N,радзырд,διήγημα
294,Nachricht::N,уац,είδηση
295,Neuigkeit::N,хабар,νέο
296,Name::N,ном,όνομα
297,Rätsel::N,уыци-уыци,αίνιγμα
298,Rätsel::N,базон-базон,αίνιγμα
299,Rede::N,раныхас,λόγος
300,Rede::N,раныхас,ομιλία
301,Sprache::N,ӕвзаг,γλώσσα
302,Stimme::N,хъӕлӕс,φωνή
303,Wort::N,дзырд,λέξη
304,Zeichen::N,нысан,σημείο
305,Ruf::N,сидт,κραυγή
306,Lärm::N,уынæр,θόρυβος
307,Laut::N,зӕл,ήχος
308,Laut::N,мыр,ήχος
309,Ton::N,мыр,ήχος
310,Ton::N,мыр,τόνος
311,Lied::N,зарӕг,τραγούδι
312,Ruhe::N,æнцой,ησυχία
313,Leute::N,адӕм,κόσμος
314,Leute::N,адӕм,άνθρωποι
315,Volk::N,адӕм,λαός
316,Arbeit::N,фӕллой,εργασία
317,Gast::N,уазӕг,επισκέπτης
318,Geschenk::N,хуын,δώρο
319,Spiel::N,хъазт,παιχνίδι
320,Gesellschaft::N,дзыллæ,κοινωνία
321,Gesellschaft::N,æхсæнад,κοινωνία
322,Hilfe::N,æххуыс,βοήθεια
323,Hilfe::N,ахъаз,βοήθεια
324,Freund::N,лымӕн,φίλος
325,Kamerad::N,ӕмбал,σύντροφος
326,Angelegenheit::N,хъуыддаг,υπόθεση
327,Anzahl::N,бӕрц,αριθμός
328,Art::N,хуыз,είδος
329,Art::N,хуызад,είδος
330,Stück::N,кæрдих,κομμάτι
331,Stück::N,комдзаг,κομμάτι
332,Teil::N,хай,μέρος
333,Hälfte::N,æрдæг,μισό
334,Hälfte::N,æмбис,μισό
335,Kreis::N,зиллакк,κύκλος
336,Kreuz::N,дзуар,σταυρός
337,Linie::N,хахх,γραμμή
338,Strich::N,хахх,γραμμή
339,Abstand::N,æхсæнуат,απόσταση
340,Entfernung::N,дæрддзæг,απόσταση
341,Entfernung::N,дардцæг,απόσταση
342,Gegend::N,ран,περιοχή
343,Gegend::N,ран,τοποθεσία
344,Platz::N,бууат,χώρος
345,Ort::N,ран,τόπος
346,Ort::N,бынат,τόπος
347,Seite::N,фахс,πλευρά
348,Mitte::N,астӕу,μέση
349,Gegenstand::N,дзаума,αντικείμενο
350,Sache::N,дзаума,πράγμα
351,Rand::N,кӕрон,άκρη
352,Rand::N,кӕрон,χείλος
353,Kante::N,фӕрск,άκρη
354,Ecke::N,тигъ,γωνιά
355,Ecke::N,фисын,γωνιά
356,Spitze::N,бырынкъ,μύτη
357,Ende::N,кӕрон,άκρη
358,Loch::N,хуынкъ,τρύπα
359,Winkel::N,къуым,γωνία
360,Muster::N,нывæфтыд,σχέδιο
361,Muster::N,кæдзист,σχέδιο
362,Größe::N,ас,μέγεθος
363,Länge::N,дӕргъ,μήκος
364,Höhe::N,бæрзонд,ύψος
365,Höhe::N,бæрзæнд,ύψος
366,Höhe::N,бæрзонддзинад,ύψος
367,Gewicht::N,уӕз,βάρος
368,Menge::N,бӕрц,ποσότητα
369,Haufen::N,кӕри,σωρός
370,Reihe::N,рӕнхъ,αράδα
371,Boot::N,чема,βάρκα
372,Ruder::N,къохар,κουπί
373,Schlitten::N,дзоныгъ,έλκηθρο
374,Ski::N,къахдзоныгътæ,σκι
375,Ski::N,лыжæтæ,σκι
376,Lagerfeuer::N,арт,φωτιά
377,Last::N,уаргъ,φορτίο
378,Gang::N,цыд,δρόμος
379,Schritt::N,санчъех,βήμα
380,Schritt::N,къахдзӕф,βήμα
381,Norden::N,цæгат,βορράς
382,Süden::N,хуссар,νότος
383,Westen::N,ныгуылæн,δύση
384,Osten::N,скæсæн,ανατολή
385,Holz::N,хъӕдӕрмӕг,ξύλο
386,Brett::N,фæйнæг,σανίδι
387,Platte::N,къӕй,πλάκα
388,Stütze::N,быцæу,στήριγμα
389,Stange::N,хъил,ραβδί
390,Stange::N,хъил,κοντός
391,Stock::N,лӕдзӕг,ξύλο
392,Stock::N,лӕдзӕг,μπαστούνι
393,Stab::N,хъил,ραβδί
394,Rohr::N,хӕтӕл,σωλήνας
395,Haus::N,хӕдзар,σπίτι
396,Heim::N,къона,σπίτι
397,Ofen::N,пец,σόμπα
398,Ofen::N,пец,θερμάστρα
399,Fußboden::N,астӕрд,πάτωμα
400,Tisch::N,стъол,τραπέζι
401,Stuhl::N,бандон,καρέκλα
402,Wiege::N,авдæн,κούνια
403,Bett::N,сынтӕг,κρεβάτι
404,Regal::N,тӕрхӕг,ράφι
405,Regal::N,уӕлвӕйнӕг,ράφι
406,Kiste::N,асыкк,κιβώτιο
407,Fenster::N,рудзынг,παράθυρο
408,Fenster::N,фæрссаг,παράθυρο
409,Tür::N,дуар,πόρτα
410,Tor::N,кулдуар,πύλη
411,Zaun::N,æмбонд,φράχτης
412,Zaun::N,быру,φράχτης
413,Zaun::N,гæрæн,φράχτης
414,Dach::N,уӕлхӕдзар,στέγη
415,Leiter::N,асин,σκάλα
416,Leiter::N,асин,κλίμακα
417,Besen::N,уисой,σκούπα
418,Spaten::N,бел,φτυάρι
419,Schaufel::N,æвгæнæн,φτυάρι
420,Schaufel::N,кæфой,φτυάρι
421,Gabel::N,вилкæ,πιρούνι
422,Löffel::N,уидыг,κουτάλι
423,Messer::N,кард,μαχαίρι
424,Nagel::N,зӕгӕл,καρφί
425,Netz::N,хыз,δίχτυ
426,Haken::N,хæдз,γάντζος
427,Haken::N,хæдз,αγκίστρι
428,Haken::N,хæбырæгъ,γάντζος
429,Haken::N,хæбырæгъ,αγκίστρι
430,Griff::N,фистон,λαβή
431,Schloss::N,гуыдыр,κλειδαριά
432,Bild::N,ныв,εικόνα
433,Figur::N,кæрдгæныв,ανάστημα
434,Puppe::N,чындз,κούκλα
435,Beutel::N,дзӕкъул,πουγγί
436,Bündel::N,баст,δεμάτι
437,Tasche::N,хызын,τσάντα
438,Tasche::N,дзæкъул,τσάντα
439,Eimer::N,къæрта,κουβάς
440,Eimer::N,чъыбыла,κουβάς
441,Eimer::N,ведра,κουβάς
442,Deckel::N,сæр,καπάκι
443,Deckel::N,æмбæрзæн,καπάκι
444,Geschirr::N,мигæнæн,σκεύη
445,Geschirr::N,мигæнæнтæ,σκεύη
446,Sack::N,голлаг,σάκος
447,Tasse::N,пиала,φλιτζάνι
448,Tasse::N,къус,φλιτζάνι
449,Topf::N,аг,χύτρα
450,Topf::N,чысыл аг,χύτρα
451,Kessel::N,аг,καζάνι
452,Essen::N,хӕрд,φαγητό
453,Nahrung::N,хойраг,τροφή
454,Speise::N,хӕринаг,φαγητό
455,Fleisch::N,дзидза,κρέας
456,Fleisch::N,фыдызгъӕл,κρέας
457,Getreide::N,халсар,σιτάρι
458,Brei::N,кас,χυλός
459,Brot::N,дзул,ψωμί
460,Brot::N,дзул,άρτος
461,Scheibe::N,къӕбӕр,φέτα
462,Fett::N,сой,πάχος
463,Butter::N,нӕлхӕ,βούτυρο
464,Öl::N,зети,λάδι
465,Salz::N,цӕхх,αλάτι
466,Suppe::N,бас,σούπα
467,Honig::N,мыд,μέλι
468,Milch::N,ӕхсыр,γάλα
469,Tee::N,цай,τσάι
470,Leder::N,мæскуы,πετσί
471,Wolle::N,фӕсмын,μαλλί
472,Stoff::N,хъуымац,ύφασμα
473,Nadel::N,судзин,βελόνα
474,Faden::N,ӕндах,κλωστή
475,Knopf::N,цӕппӕр,κουμπί
476,Knoten::N,ӕлхынцъ,κόμπος
477,Farbe::N,ахорæн,μπογιά
478,Kleidung::N,дарӕс,ρούχα
479,Kleidung::N,дарӕс,ενδυμασία
480,Hemd::N,хӕдон,πουκάμισο
481,Kragen::N,æфцæггот,κολάρο
482,Ärmel::N,дыс,μανίκι
483,Hose::N,хæлаф,πανταλόνι
484,Hose::N,æддаг хæлаф,πανταλόνι
485,Hose::N,салбар,πανταλόνι
486,Gürtel::N,рон,ζώνη
487,Mütze::N,худ,σκούφος
488,Schuh::N,басмахъ,παπούτσι
489,Stiefel::N,цырыхъхъ,μπότα
490,Ring::N,къухдарӕн,δαχτυλίδι
491,Band::N,лент,κορδέλα
492,Kamm::N,сӕрвасӕн,χτένα
493,Spiegel::N,айдæн,καθρέφτης
494,Spiegel::N,кæсæн,καθρέφτης
495,Riemen::N,гӕрз,λουρί
496,Schnur::N,бӕндӕн,κορδόνι
497,Decke::N,хъӕццул,κουβέρτα
498,Kissen::N,баз,μαξιλάρι
499,Tuch::N,кæлмæрзæн,πανί
500,Tuch::N,кæлмæрзæн,μαντήλι
501,Tuch::N,кæрдæн,πανί
502,Tuch::N,кæрдæн,μαντήλι
503,Handtuch::N,хисæрфæн,πετσέτα
504,Kraft::N,тых,δύναμη
505,Kraft::N,хъомыс,δύναμη
506,Stärke::N,тых,ισχύς
507,Stärke::N,тых,δύναμη
508,Stärke::N,æхсар,ισχύς
509,Stärke::N,æхсар,δύναμη
510,Gesundheit::N,æнæниздзинад,υγεία
511,Krankheit::N,низ,αρρώστια
512,Krankheit::N,рын,αρρώστια
513,Schmerz::N,рис,πόνος
514,Wunde::N,цӕф,πληγή
515,Fieber::N,ризӕг,πυρετός
516,Fieber::N,тӕфсӕг,πυρετός
517,Arznei::N,хос,φάρμακο
518,Brücke::N,хид,γέφυρα
519,Brunnen::N,цъай,πηγάδι
520,Weide::N,хизæн,βοσκή
521,Weide::N,хизæнуат,βοσκή
522,Weide::N,сæрвæт,βοσκή
523,Pfad::N,къахвæндаг,μονοπάτι
524,Pfad::N,къахвæд,μονοπάτι
525,Weg::N,фӕндаг,δρόμος
526,Straße::N,фӕндаг,οδός
527,Straße::N,фӕндаг,δρόμος
528,Dorf::N,хъӕу,χωριό
529,Stadt::N,сахар,πόλη
530,Brief::N,фыстӕг,γράμμα
531,Brief::N,фыстӕг,επιστολή
532,Buch::N,чиныг,βιβλίο
533,Buchstabe::N,дамгъӕ,γράμμα
534,Zeitung::N,газет,εφημερίδα
535,Leben::N,цард,ζωή
536,Leben::N,цард,βίος
537,Leben::N,цӕрӕнбон,ζωή
538,Leben::N,цӕрӕнбон,βίος
539,Tod::N,мæлæт,θάνατος
540,Tod::N,адзал,θάνατος
541,Grab::N,ингӕн,τάφος
542,Kirche::N,аргъуан,εκκλησία
543,Sünde::N,тæригъæд,αμαρτία
544,Gott::N,хуыцау,θεός
545,Arbeiter::N,кусæг,εργάτης
546,Chef::N,ӕмцег,προϊστάμενος
547,Meister::N,мастер,μάστορας
548,Meister::N,мастер,αρχιτεχνίτης
549,Meister::N,дæсны,μάστορας
550,Meister::N,дæсны,αρχιτεχνίτης
551,Arzt::N,хосгæнæг,γιατρός
552,Arzt::N,дохтыр,γιατρός
553,Lehrer::N,ахуыргæнæг,δάσκαλος
554,Geld::N,ӕхца,λεφτά
555,Geld::N,ӕхца,χρήματα
556,Geschäft::N,бизнес,συναλλαγή
557,Geschäft::N,хъуыддаг,συναλλαγή
558,Laden::N,дукани,μαγαζί
559,Laden::N,дукани,κατάστημα
560,Preis::N,аргъ,τιμή
561,Ware::N,базайраг,εμπόρευμα
562,Nutzen::N,пайда,όφελος
563,Reichtum::N,хъæздыгдзинад,πλούτος
564,Reichtum::N,исбон,πλούτος
565,Reichtum::N,мулк,πλούτος
566,Welt::N,дуне,κόσμος
567,Land::N,бӕстӕ,χώρα
568,Staat::N,паддзахад,κράτος
569,Staat::N,паддзахад,πολιτεία
570,König::N,къарол,βασιλιάς
571,Macht::N,хицаудзинад,εξουσία
572,Grenze::N,арӕн,σύνορα
573,Krieg::N,хӕст,πόλεμος
574,Feind::N,знаг,εχθρός
575,Feind::N,фыдгул,εχθρός
576,Feind::N,фыдзæрдæ,εχθρός
577,Feind::N,сон,εχθρός
578,Gewalt::N,тыхми,βία
579,Gewalt::N,тыхдзинад,βία
580,Kampf::N,хæст,αγώνας
581,Kampf::N,хъæбысæйхæст,αγώνας
582,Kampf::N,тох,αγώνας
583,Bogen[Waffe]::N,ӕрдын,τόξο
584,Pfeil::N,фат,σαΐτα
585,Gewehr::N,топп,τουφέκι
586,Fehler::N,рӕдыд,λάθος
587,Fehler::N,рӕдыд,σφάλμα
588,Lüge::N,мӕнг,ψέμα
589,Lüge::N,мӕнг,ψεύδος
590,Lüge::N,гӕдыдзинад,ψέμα
591,Lüge::N,гӕдыдзинад,ψεύδος
592,Schaden::N,зиан,ζημία
593,Unglück::N,бæллæх,δυστυχία
594,Schuld::N,азым,ενοχή
595,Schuld::N,азым,φταίξιμο
596,Alter::N,кар,ηλικία
597,Schluss::N,кæрон,τέλος
598,Zeit::N,рӕстӕг,χρόνος
599,Tag::N,бон,μέρα
600,Tag::N,бон,ημέρα
601,Morgen::N,райсом,πρωί
602,Mittag::N,æмбисбон,μεσημέρι
603,Abend::N,изӕр,βράδυ
604,Nacht::N,ӕхсӕв,νύχτα
605,Woche::N,къуыри,εβδομάδα
606,Monat::N,мӕй,μήνας
607,Jahr::N,аз,έτος
608,Jahr::N,аз,χρόνος
609,Jahr::N,афӕдз,έτος
610,Jahr::N,афӕдз,χρόνος
611,Frühling::N,уалдзæг,άνοιξη
612,Sommer::N,сӕрд,καλοκαίρι
613,Herbst::N,фæззæг,φθινόπωρο
614,Winter::N,зымӕг,χειμώνας
615,Januar::N,январь,Ιανουάριος
616,Februar::N,февраль,Φεβρουάριος
617,März::N,мартъи,Μάρτιος
618,April::N,апрель,Απρίλιος
619,Mai::N,май,Μάιος
620,Juni::N,июнь,Ιούνιος
621,Juli::N,июль,Ιούλιος
622,August::N,август,Αύγουστος
623,September::N,сентябрь,Σεπτέμβριος
624,Oktober::N,октябрь,Οκτώβριος
625,November::N,ноябрь,Νοέμβριος
626,Dezember::N,декабрь,Δεκέμβριος
627,Montag::N,къуырисæр,Δευτέρα
628,Dienstag::N,дыццæг,Τρίτη
629,Mittwoch::N,æртыццæг,Τετάρτη
630,Donnerstag::N,цыппæрæм,Πέμπτη
631,Freitag::N,майрæмбон,Παρασκευή
632,Samstag::N,сабат,Σάββατο
633,Sonntag::N,хуыцаубон,Κυριακή
634,groß::A,дынджыр,μεγάλος
635,klein::A,гыццыл,μικρός
636,lang::A,даргъ,μακρύς
637,kurz::A,цыбыр,κοντός
638,breit::A,фӕтӕн,φαρδύς
639,schmal::A,нарӕг,στενός
640,schmal::A,уынгӕг,στενός
641,dicht::A,бæзджын,πυκνός
642,dicht::A,тар,πυκνός
643,dick[Gegenstand]::A,сӕвджын,παχύς
644,dick[Gegenstand]::A,сӕвджын,χοντρός
645,dünn::A,тæнæг,ψιλός
646,dünn::A,тæнæг,λεπτός
647,fein::A,лыстӕг,ψιλός
648,fest::A,фидар,στερεός
649,fest::A,хъӕддых,στερεός
650,flach::A,тъӕпӕн,επίπεδος
651,glatt::A,лӕгъз,λείος
652,glatt::A,лӕгъз,ομαλός
653,hart::A,хъӕбӕр,σκληρός
654,weich::A,фӕлмӕн,μαλακός
655,rund::A,тымбыл,στρογγυλός
656,spitz::A,цыргъбырынкъ,μυτερός
657,spitz::A,цыргъфындз,μυτερός
658,scharf::A,цыргъ,κοφτερός
659,stumpf::A,къуымых,αμβλύς
660,schwer::A,уӕззау,βαρύς
661,schön::A,аив,ωραίος
662,schön::A,аив,όμορφος
663,schön::A,рӕсугъд,ωραίος
664,schön::A,рӕсугъд,όμορφος
665,heiß::A,тӕвд,ζεστός
666,warm::A,хъарм,θερμός
667,kalt::A,уазал,κρύος
668,kalt::A,уазал,ψυχρός
669,kühl::A,сатæг,δροσερός
670,kühl::A,уазалгомау,δροσερός
671,frisch::A,сатæг,νωπός
672,frisch::A,сатæг,φρέσκος
673,feucht::A,уымӕл,υγρός
674,nass::A,хуылыдз,βρεγμένος
675,trocken::A,хус,ξηρός
676,trocken::A,хус,στεγνός
677,voll::A,дзаг,γεμάτος
678,voll::A,йедзаг ,γεμάτος
679,leer::A,афтид,άδειος
680,offen::A,гом,ανοιχτός
