,Concept_ID,fa,ko
175,Fuchs::N,روباه,여우
176,Hase::N,خرگوش,토끼
177,Maus::N,موش,쥐
178,Wolf::N,گرگ,늑대
179,Vogel::N,پرنده,새
180,Schwarm::N,دسته,뗴
181,Huhn::N,مرغ,암탉
182,Hahn::N,خروس,수탉
183,Gans::N,غاز,거위
184,Adler::N,عقاب,수리
185,Ente::N,اردک,오리
186,Ente::N,مرغابی,오리
187,Eule::N,جغد,부엉이
188,Kranich::N,درنا,두루미
189,Krähe::N,زاغ,까마귀
190,Krähe::N,کلاغ,까마귀
191,Kuckuck::N,فاخته,뻐꾸기
192,Schwan::N,قو,배조
193,Fisch::N,ماهی,물고기
194,Barsch::N,ماهی خاردار,농어
195,Hecht::N,اردک ماهی,에속스
196,Schlange[Tier]::N,مار,뱀
197,Wurm::N,کرم,벌레
198,Spinne::N,عنکبوت,거미
199,Ameise::N,مورچه,개미
200,Laus::N,شپش,이
201,Mücke::N,پشه,모기
202,Fliege::N,مگس,날기
203,Schmetterling::N,پروانه,나비
204,Beere::N,گیله,장과
205,Apfel::N,سیب,사과
206,Pilz::N,قارچ,고방이
207,Zwiebel::N,پیاز,양파
208,Saat::N,بذر,씨
209,Korn::N,تخم,알맹이
210,Korn::N,دانه,알맹이
211,Heu::N,علف خشک,건초
212,Schale::N,پوست,피상
213,Grube::N,گودال,
214,Falle::N,دام,함정
215,Schlinge::N,حلقه,올가미
216,Schlinge::N,حلقه,멜빵붕대
217,Spur::N,رد,발지국
218,Asche::N,خاکستر,재
219,Dreck::N,کثافت,똥
220,Dreck::N,کثافت,오물
221,Eisen::N,آهن,쇠
222,Eisen::N,آهن,철
223,Gold::N,زر,항금
224,Gold::N,طلا,항금
225,Silber::N,نقره,은
226,Kohle::N,زغال,슻
227,Glas::N,شیشه,유리
228,Lehm::N,گل,찰흙
229,Sand::N,شن,모래
230,Sand::N,ماسه,모래
231,Mensch::N,آدم,사람
232,Mensch::N,انسان,사람
233,Mann::N,مرد,남자
234,Frau::N,زن,여자
235,Kind::N,بچه,아이
236,Kind::N,کودک,아이
237,Junge::N,پسر,소녁
238,Mädchen::N,دختر,소녀
239,Familie::N,فامیل,가족
240,Familie::N,خانواده,가족
241,Großvater::N,پدربزرگ,할아버지
242,Großmutter::N,مادر‌بزرگ,할머니
243,Eltern::N,والدین,어버오
244,Eltern::N,پدر‌و‌مادر,어버오
245,Vater::N,پدر,아버지
246,Mutter::N,مادر,어머니
247,Sohn::N,پسر,아들
248,Tochter::N,دختر,딸기
249,Bruder::N,برادر,형제
250,Schwester::N,خواهر,누이
251,Onkel::N,عمو,백부
252,Onkel::N,دایی,백부
253,Tante::N,عمه,아주머니
254,Tante::N,خاله,아주머니
255,Ehemann::N,همسر,남편
256,Ehefrau::N,همسر,아내
257,Freude::N,شادی,기쁨
258,Gelächter::N,خنده,웃음
259,Gelächter::N,قاه‌قاه,웃음
260,Glück::N,اقبال,즐거움
261,Kummer::N,غم,슬픔
262,Kummer::N,غصه,슬픔
263,Wunsch::N,آرزو,소망
264,Lust::N,هوس,
265,Geist::N,روح,할기
266,Gedanke::N,فکر,상념
267,Gedächtnis::N,حافظه,기억
268,Verstand::N,هوش,분별
269,Verstand::N,هوش,지능
270,Sinn::N,معنا,센스
271,Sinn::N,مفهوم,센스
272,Grund::N,سبب,까닭
273,Grund::N,دلیل,까닭
274,Wahrheit::N,حقیقت,참
275,Wahrheit::N,حقیقت,진실
276,Gespräch::N,صحبت,대화
277,Gespräch::N,گفتگو,대화
278,Märchen::N,قصه,동화
279,Märchen::N,افسانه,동화
280,Erzählung::N,داستان,이야기
281,Nachricht::N,خبر,
282,Neuigkeit::N,خبر تازه,뉴스
283,Name::N,اسم,이름
284,Rätsel::N,معما,수수께끼
285,Rede::N,سخن,연설
286,Sprache::N,زبان,말
287,Stimme::N,صدا,목소리
288,Wort::N,کلمه,낱말
289,Zeichen::N,نشان,신호
290,Zeichen::N,علامت,신호
291,Ruf::N,صدا,부름
292,Lärm::N,هیاهو,소동
293,Laut::N,صدا,음성
294,Ton::N,آهنگ,목소리
295,Lied::N,آواز,노래
296,Lied::N,ترانه,노래
297,Ruhe::N,آرامش,쉼
298,Leute::N,مردم,사람들
299,Volk::N,خلق,국중
300,Arbeit::N,کار,근로
301,Arbeit::N,کار,너무
302,Gast::N,مهمان,손님
303,Geschenk::N,هدیه,행하
304,Spiel::N,بازی,무리
305,Gesellschaft::N,جمعیت,교제
306,Hilfe::N,کمک,거들음
307,Hilfe::N,کمک,보좌
308,Freund::N,دوست,친구
309,Kamerad::N,رفیق,동실자
310,Angelegenheit::N,امر,용무
311,Angelegenheit::N,قضیه,용무
312,Anzahl::N,عده,어떤
313,Anzahl::N,عده,수
314,Anzahl::N,شمار,어떤
315,Anzahl::N,شمار,수
316,Art::N,نوع,정류
317,Stück::N,تکه,일부분
318,Stück::N,قطعه,일부분
319,Teil::N,بخش,몱
320,Teil::N,بخش,구훠
321,Teil::N,قسمت,몱
322,Teil::N,قسمت,구훠
323,Hälfte::N,نیم,2분의
324,Kreis::N,حلقه,고리
325,Kreis::N,دایره,고리
326,Kreuz::N,صلیب,열십자
327,Linie::N,خط,선
328,Linie::N,سطر,선
329,Strich::N,خط,스침
330,Abstand::N,فاصله,거리
331,Entfernung::N,مسافت,거리
332,Gegend::N,منطقه,곳
333,Gegend::N,منطقه,부금
334,Platz::N,گنجایش,장소
335,Ort::N,جا,장소
336,Ort::N,محل,장소
337,Ort::N,مکان,장소
338,Seite::N,طرف,옆면
339,Mitte::N,وسط,궁간
340,Mitte::N,میان,궁간
341,Gegenstand::N,چیز,항목
342,Sache::N,چیز,뭉에
343,Rand::N,کنار,가
344,Rand::N,حاشیه,가
345,Kante::N,لبه,귀퉁
346,Ecke::N,گوشه,구석
347,Spitze::N,سر,끝
348,Spitze::N,سر,참단
349,Spitze::N,نوک,끝
350,Spitze::N,نوک,참단
351,Ende::N,ته,말당
352,Ende::N,آخر,말당
353,Loch::N,سوراخ,빙옷
354,Winkel::N,کنج,각도
355,Muster::N,نقش,본
356,Muster::N,نقش,견복
357,Größe::N,قد,신장
358,Größe::N,بزرگی,신장
359,Länge::N,طول,길이긺
360,Höhe::N,بلندی,높이
361,Gewicht::N,وزن,추
362,Menge::N,مقدار,수양
363,Menge::N,اندازه,수양
364,Haufen::N,توده,퇴적
365,Reihe::N,ردیف,열
366,Boot::N,قایق,보트
367,Ruder::N,پارو,노
368,Schlitten::N,سورتمه,썰매
369,Ski::N,اسکی,스키
370,Lagerfeuer::N,آتش,캠프의 모닥불
371,Last::N,بار,무거운짐
372,Last::N,سنگینی,무거운짐
373,Gang::N,راه رفتن,걸음
374,Schritt::N,قدم,보조
375,Norden::N,شمال,북쪽 
376,Süden::N,جنوب,남쪽
377,Westen::N,غرب,서쪽
378,Osten::N,شرق,동쪽
379,Holz::N,چوب,목재
380,Brett::N,تخته,마루널
381,Platte::N,صفحه,탤
382,Platte::N,صفحه,금속판
383,Stütze::N,تکیه,버팀목
384,Stange::N,میله,장대
385,Stock::N,چوب,막대기
386,Stab::N,عصا,작대기
387,Rohr::N,لوله,갈대
388,Haus::N,منزل,집
389,Heim::N,خانه,집
390,Heim::N,کاشانه,집
391,Ofen::N,بخاری,아궁이
392,Fußboden::N,کف اتاق,마루
393,Tisch::N,میز,탁자
394,Stuhl::N,صندلی,의자
395,Wiege::N,گهواره,발상지
396,Bett::N,تختخواب,침대
397,Regal::N,قفسه,서가
398,Kiste::N,صندوق,짐궤
399,Fenster::N,پنجره,눔
400,Tür::N,در,문
401,Tür::N,درب,문
402,Tor::N,دروازه,대문
403,Zaun::N,حصار,담장
404,Dach::N,بام,지붕
405,Leiter::N,نردبان,사닥다리
406,Besen::N,جارو,비
407,Spaten::N,بیل,가래
408,Schaufel::N,بیل,삽
409,Schaufel::N,پارو,삽
410,Gabel::N,چنگال,갈래
411,Löffel::N,قاشق,숟가락
412,Messer::N,کارد,나이프
413,Nagel::N,میخ,발툽
414,Netz::N,تور,그물
415,Netz::N,شبکه,그물
416,Haken::N,قلاب,갈고리
417,Griff::N,دسته,움켜쥠
418,Schloss::N,قفل,자물쇠
419,Bild::N,عکس,그림
420,Bild::N,تصویر,그림
421,Figur::N,تندیس,몸메
422,Puppe::N,عروسک,인형
423,Beutel::N,کیسه,클
424,Bündel::N,بسته,자근다발
425,Tasche::N,کیف,가방
426,Eimer::N,سطل,동이
427,Deckel::N,در,뚜껑
428,Geschirr::N,ظرف,식시
429,Sack::N,گونی,조갑
430,Tasse::N,فنجان,차잔
431,Topf::N,دیگ,단지
432,Topf::N,قابلمه,단지
433,Kessel::N,دیگ,주전자
434,Essen::N,خوراک,먹기
435,Nahrung::N,غذا,식료
436,Speise::N,خوراک,음식물
437,Fleisch::N,گوشت,고기
438,Getreide::N,غله,곡물
439,Brei::N,فرنی,젤리
440,Brei::N,حریره,젤리
441,Brot::N,نان,빵
442,Scheibe::N,قاچ,원반
443,Scheibe::N,لزگه,원반
444,Fett::N,چربی,기름
445,Butter::N,کره,버터
446,Öl::N,روغن,올리브유
447,Salz::N,نمک,소금
448,Suppe::N,آش,국
449,Suppe::N,آش,수프
450,Suppe::N,سوپ,국
451,Suppe::N,سوپ,수프
452,Honig::N,عسل,감미
453,Milch::N,شیر,유즙
454,Tee::N,چای,차
455,Leder::N,چرم,가죽
456,Wolle::N,پشم,양털
457,Stoff::N,پارچه,패료
458,Nadel::N,سوزن,바늘
459,Faden::N,نخ,콘실
460,Knopf::N,دکمه,단추
461,Knoten::N,گره,곁절
462,Farbe::N,رنگ,색
463,Kleidung::N,لباس,옷입기
464,Kleidung::N,پوشاک,옷입기
465,Hemd::N,پیراهن,속옷
466,Kragen::N,یقه,깃
467,Ärmel::N,آستین,소매
468,Hose::N,شلوار,바지
469,Gürtel::N,کمر‌بند,밴드
470,Mütze::N,کلاه,모자
471,Schuh::N,کفش,구두
472,Stiefel::N,چکمه,장화
473,Ring::N,حلقه,고리
474,Ring::N,انگشتر,고리
475,Band::N,نوار,리본
476,Band::N,روبان,리본
477,Kamm::N,شانه,빗
478,Spiegel::N,آینه,거울
479,Riemen::N,تسمه,가죽끈
480,Schnur::N,ریسمان,밧줄
481,Leine::N,قلاده,고삐줄
482,Decke::N,پتو,이부자리
483,Kissen::N,بالش,깔개
484,Tuch::N,شال,천
485,Handtuch::N,حوله,수건
486,Kraft::N,نیرو,세력
487,Stärke::N,زور,힘
488,Gesundheit::N,سلامتی,위생
489,Gesundheit::N,تندرستی,위생
490,Krankheit::N,بیماری,병
491,Schmerz::N,درد,아픔고통
492,Wunde::N,زخم,상처
493,Fieber::N,تب,열별
494,Arznei::N,دارو,약
495,Brücke::N,پل,교량
496,Brunnen::N,چاه,원천
497,Weide::N,چراگاه,목장
498,Pfad::N,راه,좁은길
499,Weg::N,راه,길
500,Weg::N,طریق,길
501,Straße::N,راه,길
502,Straße::N,جاده,길
503,Dorf::N,ده,촌
504,Dorf::N,ده,촌락
505,Dorf::N,روستا,촌
506,Dorf::N,روستا,촌락
507,Stadt::N,شهر,도시
508,Brief::N,نامه,서한
509,Buch::N,کتاب,책
510,Buchstabe::N,حرف,문자
511,Zeitung::N,روزنامه,신문
512,Leben::N,عمر,삶
513,Leben::N,زندگی,삶
514,Tod::N,مرگ,죽음
515,Grab::N,گور,무덤
516,Grab::N,مزار,무덤
517,Kirche::N,کلیسا,교회
518,Sünde::N,بزه,부정
519,Sünde::N,گناه,부정
520,Gott::N,خدا,하느님
521,Arbeiter::N,کارگر,일하는사람
522,Chef::N,رئیس,사장
523,Meister::N,استاد,명인
524,Meister::N,استاد,대가
525,Arzt::N,پزشک,의사
526,Lehrer::N,معلم,교사
527,Lehrer::N,آموزگار,교사
528,Geld::N,پول,돈
529,Geschäft::N,کار,일
530,Geschäft::N,بیزنس,일
531,Laden::N,دکان,가게
532,Laden::N,مغازه,가게
533,Preis::N,بها,가격
534,Preis::N,قیمت,가격
535,Ware::N,جنس,상품
536,Ware::N,کالا,상품
537,Nutzen::N,مزیت,이익
538,Nutzen::N,امتیاز,이익
539,Reichtum::N,مال,많음
540,Reichtum::N,ثروت,많음
541,Welt::N,دنیا,세상
542,Land::N,کشور,지방
543,Land::N,مملکت,지방
544,Staat::N,دولت,국가
545,König::N,شاه,국왕
546,König::N,پادشاه,국왕
547,Macht::N,قدرت,힘
548,Macht::N,اختیار,힘
549,Grenze::N,مرز,국경
550,Krieg::N,جنگ,전쟁
551,Feind::N,دشمن,적
552,Gewalt::N,زور,권력
553,Gewalt::N,خشونت,권력
554,Kampf::N,نبرد,전투
555,Kampf::N,مبارزه,전투
556,Bogen[Waffe]::N,کمان,활
557,Pfeil::N,تیر,화살
558,Gewehr::N,تفنگ,무기
559,Fehler::N,غلط,오류
560,Fehler::N,اشتباه,오류
561,Lüge::N,دروغ,거짓말
562,Schaden::N,آسیب,손상
563,Schaden::N,خسارت,손상
564,Unglück::N,بلا,불행
565,Schuld::N,گناه,부채
566,Schuld::N,تقصیر,부채
567,Alter::N,سن,연령
568,Alter::N,عمر,연령
569,Schluss::N,انتها,마감
570,Zeit::N,وقت,때
571,Zeit::N,وقت,시간
572,Zeit::N,زمان,때
573,Zeit::N,زمان,시간
574,Tag::N,روز,하루
575,Morgen::N,صبح,이침
576,Mittag::N,ظهر,대낮
577,Abend::N,شب,저녁
578,Abend::N,عصر,저녁
579,Nacht::N,شب,밤
580,Woche::N,هفته,근무일
581,Monat::N,ماه,달
582,Jahr::N,سال,해
583,Frühling::N,بهار,봄
584,Sommer::N,تابستان,여름
585,Herbst::N,پاییز,가을
586,Winter::N,زمستان,겨울
587,Januar::N,ژانویه,일월
588,Februar::N,فوریه,이월
589,März::N,مارس,삼월
590,April::N,آوریل,사월
591,Mai::N,مه,오월
592,Juni::N,ژوئن,유월
593,Juli::N,ژویه,칠월
594,August::N,اوت,팔월
595,September::N,سپتامبر,구월
596,Oktober::N,اکتبر,시월
597,November::N,نوامبر,십일월
598,Dezember::N,دسامبر,십이월
599,Montag::N,دو‌شنبه,월요일
600,Dienstag::N,سه‌شنبه,화요일
601,Mittwoch::N,چهار‌شنبه,수요일
602,Donnerstag::N,پنج شنبه,모교일
603,Freitag::N,جمعه,그묘일
604,Samstag::N,شنبه,토요일
605,Sonntag::N,یکشنبه,일요일
606,groß::A,بزرگ,큰
607,klein::A,کوچک,자근
608,lang::A,بلند,긴
609,kurz::A,کوتاه,짧은
610,breit::A,پهن,넓은
611,schmal::A,تنگ,좁은
612,schmal::A,نازک,좁은
613,dicht::A,چگال,농밀한
614,dicht::A,انبوه,농밀한
615,dick[Gegenstand]::A,ضخیم,두꺼운
616,dünn::A,نازک,얇은
617,fein::A,ریز,미세한
618,fein::A,باریک,미세한
619,fest::A,محکم,굳은
620,flach::A,صاف,얕은
621,flach::A,مسطح,얕은
622,glatt::A,لیز,반들반들한
623,hart::A,سفت,굳은
624,weich::A,نرم,연한
625,weich::A,ملایم,연한
626,rund::A,گرد,둥근
627,spitz::A,تیز,뾰족한
628,spitz::A,نوک‌تیز,뾰족한
629,scharf::A,تیز,날카로운
630,scharf::A,برنده,날카로운
631,stumpf::A,کند,무딘
632,schwer::A,سنگین,무거운
633,schön::A,زیبا,멋진
634,heiß::A,داغ,뜨거운
635,warm::A,گرم,따뜻한
636,kalt::A,سرد,찬
637,kühl::A,خنک,서늘한
638,frisch::A,تازه,신선한
639,feucht::A,مرطوب,축축한
640,nass::A,تر,젖은
641,nass::A,خیش,젖은
642,trocken::A,خشک,마른
643,voll::A,پر,완전한
644,leer::A,خالی,빈
645,offen::A,باز,열린
646,geschlossen::A,بسته,닫힌
647,sauber::A,پاک,깨끗한
648,sauber::A,تمیز,깨끗한
649,schmutzig::A,کثیف,더러운
650,schmutzig::A,آلوده,더러운
651,roh::A,خام,날게잇의
652,reif::A,رسیده,이근
653,lecker::A,لذیذ,맛있는
654,lecker::A,خوشمزه,맛있는
655,süß::A,شیرین,단
656,bitter::A,تلخ,찌르는듯한
657,sauer::A,ترش,산성의
658,hell::A,روشن,밝은
659,dunkel::A,تاریک,어두운
660,schwarz::A,سیاه,검은
661,weiß::A,سفید,하얀
662,rot::A,سرخ,붉은
663,rot::A,قرمز,붉은
664,gelb::A,زرد,황색
665,blau::A,آبی,푸른
666,grün::A,سبز,녹색의
667,grau::A,طوسی,회색의
668,grau::A,خاکستری,회색의
669,bunt::A,رنگارنگ,알록달록한
670,billig::A,ارزان,싼
671,teuer::A,گران,값비산
672,wertvoll::A,قیمتی,가치가많은
673,wertvoll::A,گرانبها,가치가많은
674,blind::A,کور,눈먼
675,blind::A,نابینا,눈먼
676,taub::A,کر,무감간한
677,taub::A,ناشنوا,무감간한
678,kräftig::A,قوی,강장한
679,stark::A,قوی,강한
680,stark::A,نیرومند,강한
681,schwach::A,ضعیف,약한
682,fett::A,چرب,실찐
683,schlank::A,باریک‌اندام,호리호리한
684,hübsch::A,قشنگ,예쁜
685,hübsch::A,خوشگل,예쁜
686,böse::A,بد,나쁜
687,dumm::A,احمق,어리석은
688,faul::A,لش,너덜너덜한
689,faul::A,تنبل,너덜너덜한
690,fleißig::A,زرنگ,근면한
691,geizig::A,خسیس,인색한
692,klug::A,عاقل,
693,klug::A,باهوش,
694,geschickt::A,ماهر,교묘한
695,lieb::A,عزیز,친애하는
696,lustig::A,شاد,유쾌한
697,lustig::A,خوشحال,유쾌한
698,sanft::A,لطیف,온화한
699,hungrig::A,گرسنه,배고픈
700,krank::A,مریض,병든
701,krank::A,بیمار,병든
702,nackt::A,لخت,벌거벗은
703,nackt::A,برهنه,벌거벗은
704,traurig::A,غمگین,슬픈
705,lebendig::A,زنده,살아있는
706,gut::A,خوب,좋은
707,schlecht::A,بد,나쁜
708,richtig::A,درست,바른
709,schlimm::A,وخيم,못된
710,wahr::A,درست,참된
711,wahr::A,حقیقی,참된
712,alt::A,کهنه,늙은
713,neu::A,نو,새
714,ehemalig::A,قبلی,전의
715,alt[Lebewesen]::A,پیر,낡은
716,jung::A,جوان,젊은
717,arm::A,فقیر,가난한
718,reich::A,پولدار,풍부한
719,reich::A,ثروتمند,풍부한
720,bekannt::A,آشنا,저명한
721,bekannt::A,معلوم,저명한
722,berühmt::A,مشهور,유명한
723,fremd::A,خارجی,타처이
724,fremd::A,بیگانه,타처이
725,verschieden::A,مختلف,따른
726,verschieden::A,متفاوت,따른
727,nah::A,نزدیک,가까운
728,fern::A,دور,먼
729,linker::A,چپ,왼쭉의
730,rechter::A,راست,오른쪽의
731,anderer::A,دیگر,다른
732,erster::A,اول,첫째
733,zweiter::A,دوم,둘째
734,dritter::A,سوم,셋째
735,letzter::A,آخر,의후자의
736,allein::ADV,تنها,훌로
737,auf einmal::ADV,همزمان,갑자기
738,zusammen::ADV,باهم,모아서
739,lange::ADV,مدت‌ها,오래
740,lange::ADV,مدت زیادی,오래
741,plötzlich::ADV,ناگهان,둘연한
742,sofort::ADV,فوراً,즉시
743,später::ADV,بعدها,보다늦은
744,jetzt::ADV,حالا,목하
745,jetzt::ADV,اکنون,목하
746,heute::ADV,امروز,오늘
747,morgen::ADV,فردا,내일
748,bald::ADV,زود,곱
749,bald::ADV,بزودی,곱
750,dann::ADV,سپس,그경우에
751,dann::ADV,آنوقت,그경우에
752,gestern::ADV,دیروز,어제
753,einst::ADV,وقتی,옛날에
754,einst::ADV,زمانی,옛날에
755,damals::ADV,آنوقت,그때에
756,damals::ADV,آنزمان,그때에
757,danach::ADV,بعد,그 뒤에
758,vorher::ADV,قبلاً,미리
759,zuerst::ADV,اول,최초로
760,zuerst::ADV,ابتداء,최초로
761,einmal::ADV,یکدفعه,한번
762,manchmal::ADV,گاهی,땓대로
763,manchmal::ADV,بعضی اوقات,땓대로
764,oft::ADV,اغلب,땓대로
765,immer::ADV,همیشه,늘
766,niemals::ADV,هرگز,결코...(하지)않다
767,hier::ADV,اینجا,여기
768,hierhin::ADV,به اینجا,여기로
769,von hier::ADV,از اینجا,
770,dort::ADV,آنجا,거기
771,dorthin::ADV,به آنجا,저기예
772,geradeaus::ADV,راست,곧장
773,vorwärts::ADV,جلو,앞으로
774,vorwärts::ADV,به پیش,앞으로
775,rückwärts::ADV,عقب,뒤로
776,zurück::ADV,پس,제자리로
777,zurück::ADV,عقب,제자리로
778,zurück::ADV,بالعکس,제자리로
779,unten::ADV,زیر,아래에
780,unten::ADV,پایین,아래에
781,hinab::ADV,به پایین,아래쪽으로
782,oben::ADV,بالا,위에
783,hinauf::ADV,به بالا,위쪽으로
784,überall::ADV,همه‌جا,도처에
785,nicht::ADV,نه,안
786,ein wenig::ADV,کمی,적음
787,kaum::ADV,به سختی,가의
788,sehr::ADV,خیلی,자주
789,sehr::ADV,بسیار,자주
790,so::ADV,چنین,그와같이
791,so::ADV,اینطور,그와같이
792,noch::ADV,هنوز,아직
793,nur::ADV,فقط,다만
794,nur::ADV,تنها,다만
795,schon::ADV,قبلاً,이미
796,schon::ADV,به این زودی,이미
797,wieder::ADV,باز,다시
798,wieder::ADV,دوباره,다시
799,vergebens::ADV,بیهوده,헛되이
800,vor::PRP,در جلوی,앞에
801,hinter::PRP,پشت,뒤에
802,unter::PRP,تحت,잍에
803,durch::PRP,از وسط,통고하여
804,durch::PRP,از ميان,통고하여
805,neben::PRP,کنار,와나란히
806,neben::PRP,پهلوی,와나란히
807,zwischen::PRP,بین,의사이로
808,zwischen::PRP,میان,의사이로
809,wegen::PRP,برای,때문에
810,wegen::PRP,بخاطر,때문에
811,dies::PRN,این,이
812,das::PRN,آن,저
813,alles::PRN,تمام,모든것
814,alles::PRN,همه‌چیر,모든것
815,ich::PRN,من,나
816,du::PRN,تو,너
817,er::PRN,او,그
818,wir::PRN,ما,우리
819,ihr::PRN,شما,너희들
820,sie::PRN,آنها,그들
821,was::FPRN,چه,뭣
822,wer::FPRN,کی,누구
823,wo::FADV,کجا,어디
