,Concept_ID,he,mn
221,Asche::N,אפר,үнс
222,Dreck::N,זהמה,хир
223,Eisen::N,ברזל,төмөр
224,Gold::N,זהב,алт
225,Silber::N,כסף,мөнгө
226,Kohle::N,פחם,нүүрс
227,Glas::N,זכוכית,шил
228,Lehm::N,חרסית,шавар
229,Sand::N,חול,элс
230,Mensch::N,אדם,хүн
231,Mann::N,איש,эр
232,Mann::N,איש,эрэгтэй
233,Mann::N,גבר,эр
234,Mann::N,גבר,эрэгтэй
235,Frau::N,אשה,эмэгтэй
236,Frau::N,אשה,хатагтай
237,Frau::N,גברת,эмэгтэй
238,Frau::N,גברת,хатагтай
239,Kind::N,ילד,хүүхэд
240,Junge::N,ילד,хүү
241,Mädchen::N,נערה,охин
242,Mädchen::N,נערה,бүсгүй
243,Familie::N,משפחה,айл
244,Großvater::N,סבא,өвгөн аав
245,Großmutter::N,סבתא,эмэг эх
246,Großmutter::N,סבתא,эмгээ
247,Eltern::N,הורים,эцэг эх
248,Vater::N,אב,аав
249,Vater::N,אב,эцэг
250,Mutter::N,אם,эх
251,Mutter::N,אם,ээж
252,Sohn::N,בן,хүү
253,Tochter::N,בת,охин
254,Bruder::N,אח,ах
255,Bruder::N,אח,дүү
256,Schwester::N,אחות,эгч
257,Schwester::N,אחות,охин дүү
258,Onkel::N,דוד,авга ах
259,Onkel::N,דוד,нагац ах
260,Tante::N,דודה,авга эгч
261,Tante::N,דודה,нагац эгч
262,Ehemann::N,איש,нөхөр
263,Ehemann::N,בעל,нөхөр
264,Ehefrau::N,אשה,эхнэр
265,Ehefrau::N,אשה,гэргий
266,Freude::N,שמחה,баяр
267,Freude::N,שמחה,баясгалан
268,Gelächter::N,צחוק,инээдэм
269,Glück::N,אשר,жаргалан
270,Kummer::N,יגון,гаслан
271,Kummer::N,עגמה,гаслан
272,Wunsch::N,אחול,ерөөл
273,Wunsch::N,משאלה,ерөөл
274,Lust::N,חשק,дур
275,Lust::N,חשק,хүсэл
276,Lust::N,תשוקה,дур
277,Lust::N,תשוקה,хүсэл
278,Geist::N,רוח,оюун
279,Gedanke::N,מחשבה,сэтгэл
280,Gedächtnis::N,זכרון,ой
281,Gedächtnis::N,זכרון,цээж
282,Verstand::N,שכל,ухаан
283,Sinn::N,מובן,утга
284,Sinn::N,משמעות,утга
285,Grund::N,סבה,учир
286,Wahrheit::N,אמת,үнэн
287,Gespräch::N,דיון,яриа
288,Märchen::N,אגדה,явган үлгэр
289,Erzählung::N,ספור,тууж
290,Nachricht::N,ידיעה,мэдээ
291,Neuigkeit::N,חדשה,сонин
292,Name::N,שם,нэр
293,Rätsel::N,תעלומה,оньсого
294,Rede::N,נאום,хэлсэн үг
295,Sprache::N,לשון,хэл
296,Stimme::N,קול,дуу
297,Wort::N,מלה,үг
298,Zeichen::N,סימן,тамга
299,Zeichen::N,סימן,тэмдэг
300,Ruf::N,קריאה,дуудлага
301,Lärm::N,רעש,шуугиан
302,Lärm::N,רעש,чимээ
303,Laut::N,הגה,анир
304,Laut::N,הגה,дуу
305,Ton::N,צליל,авиа
306,Ton::N,צליל,аялгуу
307,Lied::N,שיר,дуу
308,Ruhe::N,שלוה,энх
309,Ruhe::N,שלוה,тайван
310,Leute::N,אנשים,хүмүүс
311,Volk::N,עם,улс
312,Arbeit::N,עבודה,ажил
313,Arbeit::N,עבודה,хөдөлмөр
314,Gast::N,אורח,зочин
315,Gast::N,אורח,айлчин
316,Geschenk::N,מתנה,бэлэг
317,Spiel::N,משחק,наадам
318,Spiel::N,משחק,тоглоом
319,Gesellschaft::N,חברה,хамт байх
320,Hilfe::N,עזרה,тусламж
321,Freund::N,חבר,найз
322,Freund::N,חבר,нөхөр
323,Freund::N,ידיד,найз
324,Freund::N,ידיד,нөхөр
325,Kamerad::N,רע,хань
326,Kamerad::N,רע,нөхөр
327,Angelegenheit::N,ענין,хэрэг
328,Anzahl::N,מספר,тоо
329,Art::N,סוג,төрөл
330,Art::N,סוג,янз
331,Stück::N,חתיכה,хэсэг
332,Teil::N,פרק,хувь
333,Teil::N,פרק,хэсэг
334,Hälfte::N,חצי,хагас
335,Kreis::N,מעגל,тойрог
336,Kreis::N,מעגל,хүрээ
337,Kreuz::N,צלב,загалмай
338,Linie::N,קו,шугам
339,Strich::N,קו קצר,зураас
340,Abstand::N,מרחק,зай
341,Entfernung::N,מרחק,зай
342,Entfernung::N,מרחק,хол ойр
343,Gegend::N,נוף,хавь
344,Gegend::N,נוף,газар
345,Platz::N,שטח,зай
346,Platz::N,שטח,завсар
347,Ort::N,אתר,газар
348,Ort::N,אתר,байр
349,Ort::N,מקום,газар
350,Ort::N,מקום,байр
351,Seite::N,צד,тал
352,Seite::N,צד,этгээд
353,Mitte::N,אמצע,төв
354,Mitte::N,אמצע,дунд
355,Gegenstand::N,אוביקט,юм
356,Sache::N,דבר,үйл
357,Sache::N,דבר,хэрэг
358,Rand::N,פרור,зах
359,Rand::N,פרור,хөвөө
360,Kante::N,קצה,ирмэг
361,Ecke::N,פנה,өнцөг
362,Spitze::N,קצה,үзүүр
363,Ende::N,סוף,зах
364,Ende::N,סוף,үзүүр
365,Loch::N,חר,цоорхой
366,Loch::N,חר,онгорхой
367,Winkel::N,פנה,өнцөг
368,Muster::N,תבנית,хээ
369,Muster::N,תבנית,угалз
370,Größe::N,גדל,хэмжээ
371,Länge::N,ארך,урт
372,Höhe::N,קומה,өндөр
373,Höhe::N,גבה,өндөр
374,Gewicht::N,משקל,жин
375,Menge::N,כמות,тоо
376,Haufen::N,ערמה,бөөн
377,Reihe::N,רצף,эгнээ
378,Boot::N,סירה,завь
379,Ruder::N,משוט,сэлүүр
380,Schlitten::N,מזחלת,чарга
381,Ski::N,מגלשים,цана
382,Lagerfeuer::N,מדורה,түүдэг
383,Last::N,משא,ачаа
384,Gang::N,הליכה,явдал
385,Schritt::N,צעד,алхам
386,Norden::N,צפון,умар
387,Süden::N,דרום,урд
388,Süden::N,דרום,өмнө
389,Westen::N,מערב,өрнө
390,Westen::N,מערב,баруун
391,Osten::N,מזרח,зүүн
392,Osten::N,מזרח,дорно
393,Holz::N,עץ,мод
394,Brett::N,קרש,банз
395,Platte::N,לוח,хавтан
396,Stütze::N,משען,тулгуур
397,Stütze::N,משען,тулга
398,Stange::N,מוט,сургааг
399,Stock::N,מקל,саваа
400,Stab::N,מוט,таяг
401,Rohr::N,צנור,хоолой
402,Haus::N,בית,гэр
403,Haus::N,בית,байшин
404,Heim::N,בית,гэр
405,Ofen::N,תנור,зуух
406,Ofen::N,תנור,пийшин
407,Fußboden::N,רצפה,шал
408,Tisch::N,שלחן,ширээ
409,Stuhl::N,כסא,сандал
410,Wiege::N,ערש,өлгий
411,Bett::N,מטה,ор
412,Regal::N,מדף,тавиур
413,Kiste::N,תבה,авдар
414,Kiste::N,תבה,хайрцаг
415,Kiste::N,ארגז,авдар
416,Kiste::N,ארגז,хайрцаг
417,Fenster::N,חלון,гэгээвч
418,Tür::N,דלת,үүд
419,Tür::N,דלת,хаалга
420,Tor::N,שער,хаалга
421,Zaun::N,גדר,хашаа
422,Dach::N,גג,дээвэр
423,Leiter::N,סלם,шат
424,Besen::N,מטאטא,хамуур
425,Besen::N,מטאטא,туужуу
426,Spaten::N,את,хүрз
427,Schaufel::N,את,хүрз
428,Gabel::N,מזלג,сэрээ
429,Löffel::N,כף,халбага
430,Messer::N,סכין,хутга
431,Nagel::N,מסמר,хадаас
432,Netz::N,רשת,өөш
433,Netz::N,רשת,тор
434,Haken::N,וו,гох
435,Haken::N,קרס,гох
436,Griff::N,ידית,иш
437,Griff::N,ידית,сэнж
438,Schloss::N,מנעול,цуурга
439,Schloss::N,מנעול,цоож
440,Bild::N,תמונה,зураг
441,Figur::N,פסל,баримал
442,Puppe::N,בבה,хүүхэлдэй
443,Beutel::N,שק,агсаа
444,Beutel::N,שק,уут
445,Bündel::N,צרור,боодол
446,Tasche::N,שקית,цүнх
447,Eimer::N,דלי,хөнөг
448,Eimer::N,דלי,хувин
449,Deckel::N,מכסה,таг
450,Deckel::N,מכסה,хавхаг
451,Geschirr::N,כלים,сав суулга
452,Sack::N,שק,шуудай
453,Tasse::N,ספל,аяга
454,Topf::N,סיר,тогоо
455,Kessel::N,קנקן,тогоо
456,Essen::N,אכל,идээ
457,Essen::N,ארוחה,идээ
458,Nahrung::N,הזנה,хүнс
459,Nahrung::N,תזונה,хүнс
460,Speise::N,מאכל,идээ
461,Speise::N,ארוחה,идээ
462,Fleisch::N,בשר,мах
463,Getreide::N,דגן,будаа
464,Brei::N,מחית,богшмол
465,Brei::N,מחית,будаа
466,Brot::N,לחם,талх
467,Scheibe::N,עגול,зүсэм
468,Scheibe::N,עגול,хэрчим
469,Scheibe::N,פרוסה,зүсэм
470,Scheibe::N,פרוסה,хэрчим
471,Fett::N,שמן,өөх
472,Butter::N,חמאה,тос
473,Öl::N,שמן,тос
474,Salz::N,מלח,давс
475,Suppe::N,מרק,шөл
476,Honig::N,דבש,бал
477,Milch::N,חלב,сүү
478,Tee::N,תה,цай
479,Leder::N,עור,арьс
480,Leder::N,עור,савхи
481,Wolle::N,צמר,ноос
482,Wolle::N,צמר,унгас
483,Stoff::N,בד,бөс
484,Stoff::N,אריג,бөс
485,Nadel::N,מחט,зүү
486,Faden::N,חוט,боолт
487,Faden::N,חוט,утас
488,Knopf::N,כפתור,товч
489,Knoten::N,קשר,зангилаа
490,Farbe::N,צבע,будаг
491,Kleidung::N,בגדים,хувцас
492,Hemd::N,חלצה,цамц
493,Kragen::N,צוארון,зах заам
494,Ärmel::N,שרוול,ханцуй
495,Hose::N,מכנסים,өмд
496,Gürtel::N,חגורה,бүс
497,Mütze::N,כובע,малгай
498,Mütze::N,כובע,бүрх
499,Schuh::N,נעל,туфли
500,Stiefel::N,מגף,гутал
501,Ring::N,טבעת,бөгж
502,Band::N,סרט,тууз
503,Kamm::N,מסרק,сам
504,Spiegel::N,מראה,толь
505,Riemen::N,רצועה,тасам
506,Riemen::N,רצועה,сур
507,Schnur::N,חבל,татлага
508,Leine::N,מושכות,оосор
509,Decke::N,שמיכה,хөнжил
510,Decke::N,שמיכה,хучлага
511,Kissen::N,כרית,дэр
512,Tuch::N,צעיף,алчуур
513,Tuch::N,צעיף,даавуу
514,Handtuch::N,מגבת,алчуур
515,Kraft::N,כוח,чадал
516,Kraft::N,כוח,хүч
517,Stärke::N,און,эрч
518,Stärke::N,און,тэнхээ
519,Gesundheit::N,בריאות,бие
520,Gesundheit::N,בריאות,эрүүл мэнд
521,Krankheit::N,מחלה,эмгэг
522,Schmerz::N,כאב,өвчин
523,Wunde::N,פציעה,шарх
524,Fieber::N,חם,халуун
525,Arznei::N,תרופה,эм
526,Brücke::N,גשר,гүүр
527,Brunnen::N,באר,худаг
528,Weide::N,אחו,бэлчээр
529,Weide::N,מרעה,бэлчээр
530,Pfad::N,שביל,жим
531,Pfad::N,שביל,зөрөг
532,Pfad::N,מדרכה,жим
533,Pfad::N,מדרכה,зөрөг
534,Weg::N,דרך,зам
535,Weg::N,דרך,харгуй
536,Straße::N,כביש,зам
537,Straße::N,כביש,харгуй
538,Dorf::N,כפר,тосгон
539,Dorf::N,כפר,гацаа
540,Stadt::N,עיר,хот
541,Brief::N,מכתב,захидал
542,Brief::N,מכתב,захиа
543,Buch::N,ספר,ном
544,Buch::N,ספר,бичиг
545,Buchstabe::N,אות,үсэг
546,Zeitung::N,עתון,сонин
547,Leben::N,חיים,амь
548,Leben::N,חיים,амьдрал
549,Tod::N,מות,үхэл
550,Grab::N,קבר,булш
551,Kirche::N,כנסיה,сүм
552,Sünde::N,חטא,нүгэл
553,Sünde::N,חטא,хилэнц
554,Gott::N,אל,бурхан
555,Arbeiter::N,פועל,ажилчин
556,Arbeiter::N,פועל,хөдөлмөрчин
557,Chef::N,ראש,дарга
558,Chef::N,מנהל,дарга
559,Meister::N,ממחה,дархан
560,Arzt::N,רופא,эмч
561,Lehrer::N,מורה,багш
562,Geld::N,כסף,цаас
563,Geld::N,כסף,мөнгө
564,Geschäft::N,עסקה,наймаа
565,Laden::N,חנות,дэлгүүр
566,Preis::N,מחיר,үнэ
567,Ware::N,סחורה,таваар
568,Ware::N,סחורה,бараа
569,Nutzen::N,תועלת,ашиг
570,Reichtum::N,עשר,баялаг
571,Welt::N,עולם,дэлхий
572,Welt::N,עולם,орчлон
573,Land::N,ארץ,улс
574,Land::N,ארץ,орон
575,Staat::N,מדינה,төр
576,Staat::N,מדינה,гүрэн
577,König::N,מלך,ван
578,Macht::N,כוח,засаг
579,Grenze::N,גבול,хил
580,Krieg::N,מלחמה,дайн
581,Feind::N,אויב,дайсан
582,Gewalt::N,אלימות,хүчирхэх
583,Kampf::N,קרב,тэмцэл
584,Kampf::N,קרב,байлдаан
585,Kampf::N,לחימה,тэмцэл
586,Kampf::N,לחימה,байлдаан
587,Bogen[Waffe]::N,קשת,нум
588,Pfeil::N,חץ,годил
589,Pfeil::N,חץ,сум
590,Gewehr::N,רובה,буу
591,Fehler::N,טעות,эндэл
592,Fehler::N,טעות,алдаа
593,Lüge::N,שקר,худал
594,Schaden::N,נזק,хор
595,Schaden::N,נזק,хөнөөл
596,Unglück::N,מזל רע,гай
597,Unglück::N,מזל רע,гамшиг
598,Schuld::N,אשמה,гэм
599,Schuld::N,אשמה,буруу
600,Alter::N,גיל,нас
601,Schluss::N,סיום,эцэс
602,Schluss::N,סיום,төгсгөл
603,Zeit::N,זמן,цаг
604,Tag::N,יום,өдөр
605,Morgen::N,בקר,өглөө
606,Mittag::N,צהרים,үд
607,Abend::N,ערב,үдэш
608,Nacht::N,לילה,шөнө
609,Woche::N,שבוע,долоо хоног
610,Monat::N,חדש,сар
611,Jahr::N,שנה,жил
612,Frühling::N,אביב,хавар
613,Sommer::N,קיץ,зун
614,Herbst::N,סתו,намар
615,Winter::N,חרף,өвөл
616,Januar::N,ינואר,нэгдүгээр сар
617,Februar::N,פברואר,хоёрдугаар сар
618,März::N,מרץ,гуравдугаар сар
619,April::N,אפריל,дөрөвдүгээр сар
620,Mai::N,מאי,тавдугаар сар
621,Juni::N,יוני,зургаадугаар сар
622,Juli::N,יולי,долдугаар сар
623,August::N,אוגוסט,наймдугаар сар
624,September::N,ספטמבר,есдүгээр сар
625,Oktober::N,אוקטובר,аравдугаар сар
626,November::N,נובמבר,арван нэгдүгээр сар
627,Dezember::N,דצמבר,арван хоёрдугаар сар
628,Montag::N,יום שני,даваа
629,Dienstag::N,יום שלישי,мягмар
630,Mittwoch::N,יום רביעי,лхагва
631,Donnerstag::N,יום חמישי,пүрэв
632,Freitag::N,יום ששי,баасан
633,Samstag::N,יום שבת,бямба
634,Sonntag::N,יום ראשון,ням
635,groß::A,גדול,их
636,groß::A,גדול,том
637,klein::A,קטן,бага
638,klein::A,קטן,жаахан
639,lang::A,ארך,урт
640,kurz::A,קצר,охор
641,kurz::A,קצר,богино
642,breit::A,רחב,өргөн
643,schmal::A,צר,уйтан
644,schmal::A,צר,нарийн
645,dicht::A,צפוף,нягт
646,dicht::A,צפוף,чигжүү
647,dick[Gegenstand]::A,עבה,зузаан
648,dünn::A,דק,нимгэн
649,fein::A,מעדן,нарийн
650,fest::A,מוצק,бөх
651,fest::A,מוצק,хатуу
652,flach::A,שטוח,хавтгай
653,glatt::A,חלק,цагаан
654,hart::A,קשיח,хатуу
655,weich::A,רך,зөөлөн
656,rund::A,עגל,дугуй
657,rund::A,עגל,дугариг
658,spitz::A,חד,шовх
659,spitz::A,חד,шовгор
660,scharf::A,חד,хурц
661,scharf::A,חד,иртэй
662,stumpf::A,קהה,мохоо
663,schwer::A,כבד,хүнд
664,schön::A,יפה,гуа
665,schön::A,יפה,сайхан
666,heiß::A,חם,халуун
667,warm::A,חם,дулаан
668,kalt::A,קר,хүйтэн
669,kühl::A,צונן,сэрүүн
670,frisch::A,טרי,эрүүл
671,frisch::A,טרי,жихүүн
672,feucht::A,לח,чийгтэй
673,nass::A,רטוב,нойтон
674,trocken::A,יבש,хатсан
675,voll::A,מלא,дүүрэн
676,leer::A,ריק,хоосон
677,offen::A,פתוח,онгорхой
678,geschlossen::A,סגור,битүү
679,geschlossen::A,סגור,хаалтай
680,sauber::A,נקי,цэвэр
681,sauber::A,נקי,хиргүй
682,schmutzig::A,מלכלך,бохир
683,schmutzig::A,מלכלך,хиртэй
684,roh::A,חי,түүхий
685,reif::A,בשל,болсон
686,lecker::A,טעים,амттай
687,süß::A,מתוק,амттай
688,süß::A,מתוק,чихэрлэг
689,bitter::A,מר,гашуун
690,sauer::A,חמוץ,эсгэлэн
691,hell::A,בהיר,гэгээн
692,hell::A,בהיר,гэрэлтэй
693,dunkel::A,עמום,бараан
694,dunkel::A,עמום,харанхуй
695,schwarz::A,שחר,хар
696,weiß::A,לבן,цагаан
697,rot::A,אדם,улаан
698,gelb::A,צהב,шар
699,blau::A,כחל,хөх
700,blau::A,כחל,цэнхэр
701,grün::A,ירק,ногоон
702,grau::A,אפר,орог
703,grau::A,אפר,саарал
704,bunt::A,צבעוני,эрээн
705,billig::A,זול,хямд
706,teuer::A,יקר,үнэтэй
707,wertvoll::A,יקר ערך,үнэт
708,blind::A,עור,сохор
709,taub::A,חרש,чих хатуу
710,kräftig::A,חסן,чийрэг
711,stark::A,חזק,хүчтэй
712,stark::A,חזק,чадалтай
713,schwach::A,חלש,сул
714,fett::A,שמן,тарган
715,fett::A,שמן,голигор
716,schlank::A,רזה,голшиг
717,hübsch::A,יפה תאר,сайхан
718,hübsch::A,יפה תאר,хөөрхөн
719,böse::A,רשע,муу
720,böse::A,רשע,хортой
721,dumm::A,טפש,тэнэг
722,faul::A,עצלן,залхуу
723,fleißig::A,חרוץ,чармайлтгай
724,geizig::A,קמצן,харамч
725,klug::A,נבון,цэцэн
726,klug::A,פקח,цэцэн
727,geschickt::A,מימן,дүйтэй
728,lieb::A,יקר,хайрт
729,lieb::A,אהוב,хайрт
730,lustig::A,עליז,цэнгэлтэй
731,sanft::A,עדין,наалинхай
732,hungrig::A,רעב,өлөн
733,hungrig::A,רעב,өлссөн
734,krank::A,חולה,өвчтэй
735,nackt::A,ערום,нүцгэн
736,traurig::A,עצוב,гунигт
737,lebendig::A,חי,амьд
738,lebendig::A,חי,амьтай
739,gut::A,טוב,сайн
740,schlecht::A,גרוע,муу
741,schlecht::A,גרוע,өөдгүй
742,richtig::A,נכון,зөв
743,richtig::A,נכון,зүйтэй
744,schlimm::A,רע,муухай
745,wahr::A,אמתי,үнэн
746,wahr::A,אמתי,жинхэнэ
747,alt::A,ישן,хуучин
748,neu::A,חדש,шинэ
749,ehemalig::A,לשעבר,агсан
750,ehemalig::A,לשעבר,байсан
751,alt[Lebewesen]::A,זקן,өвгөн
752,alt[Lebewesen]::A,זקן,хижээл
753,jung::A,צעיר,залуу
754,arm::A,עני,ядуу
755,reich::A,עשיר,баян
756,reich::A,עשיר,баялаг
757,bekannt::A,ידוע,танил
758,berühmt::A,מפרסם,цуутай
759,berühmt::A,מפרסם,алдартай
760,fremd::A,זר,харь
761,fremd::A,זר,гадаад
762,verschieden::A,שונה,ондоо
763,verschieden::A,שונה,янз янзын
764,nah::A,קרוב,ойрын
765,nah::A,קרוב,дөтийн
766,fern::A,רחוק,холын
767,linker::A,שמאלי,буруу
768,rechter::A,ימין,баруун
769,anderer::A,אחר,өөр
770,anderer::A,אחר,нөгөө
771,erster::A,ראשון,нэгдэх
772,erster::A,ראשון,нэгдүгээр
773,zweiter::A,שני,хоёрдугаар
774,dritter::A,שלישי,гуравдугаар
775,letzter::A,אחרון,сүүлийн
776,allein::ADV,לבד,ганцаараа
777,auf einmal::ADV,בו-זמנית,нэгмөсөн
778,zusammen::ADV,ביחד,цуг
779,zusammen::ADV,ביחד,хамт
780,lange::ADV,הרבה זמן,удаан
781,plötzlich::ADV,לפתע,гэнэт
782,plötzlich::ADV,פתאום,гэнэт
783,sofort::ADV,מיד,дороо
784,später::ADV,לאחר זמן,дараа
