,Concept_ID,mn,zh
60,Geruch::N,үнэр,气味
61,Schlaf::N,нойр,睡眠
62,Traum::N,зүүд,梦
63,Himmel::N,тэнгэр,天空
64,Himmel::N,огторгуй,天空
65,Sonne::N,нар,太阳
66,Mond::N,сар,月亮
67,Stern::N,од,星
68,Luft::N,агаар,空气
69,Wind::N,салхи,风
70,Welle::N,долгио,波
71,Welle::N,давалгаа,波
72,Wasser::N,ус,水
73,Stein::N,чулуу,石头
74,Boden::N,хөрс,地面
75,Erde::N,газар,地
76,Erde::N,шороо,地
77,Staub::N,тоос,灰尘
78,Rauch::N,утаа,烟
79,Funke::N,оч,火花
80,Feuer::N,гал,火
81,Licht::N,гэрэл,光
82,Licht::N,гэгээ,光
83,Schatten::N,сүүдэр,影子
84,Wetter::N,тэнгэр,天气
85,Wetter::N,цаг уур,天气
86,Nebel::N,будан,雾
87,Wolke::N,үүл,云
88,Regen::N,бороо,雨
89,Schnee::N,цас,雪
90,Eis::N,мөс,冰
91,Frost::N,хүйт,霜冻
92,Kälte::N,хүйт,寒冷
93,Hitze::N,халуун,炎热
94,Raureif::N,цан,霜
95,Raureif::N,хяруу,霜
96,Regenbogen::N,солонго,虹
97,Donner::N,тэнгэрийн дуу,雷
98,Strömung::N,урсгал,水流
99,Tropfen::N,дусал,滴
100,Schaum::N,хөөс,泡沫
101,Schmutz::N,хир,赃物
102,Schmutz::N,шавхай,赃物
103,See::N,нуур,湖
104,Sumpf::N,намаг,沼泽
105,Sumpf::N,балчиг,沼泽
106,Moor::N,хүлрийн намаг,沼泽
107,Wiese::N,нуга,草地
108,Wald::N,ой,森林
109,Hügel::N,болдог,丘陵
110,Anhöhe::N,гүвээ,山丘
111,Berg::N,уул,山
112,Gipfel::N,орой,峰
113,Gipfel::N,оргил,峰
114,Höhle::N,агуй,洞穴
115,Abhang::N,хүр,斜坡
116,Quelle::N,булаг,泉
117,Bach::N,горхи,溪
118,Fluss::N,гол,河流
119,Fluss::N,мөрөн,河流
120,Ufer::N,эрэг,岸
121,Küste::N,эрэг,海岸
122,Festland::N,хуурай газар,大陆
123,Meer::N,далай,海
124,Meer::N,тэнгис,海
125,Bucht::N,булан,海湾
126,Bucht::N,далайн тохой,海湾
127,Insel::N,арал,岛
128,Blume::N,цэцэг,花
129,Gras::N,өвс,草
130,Gras::N,ногоо,草
131,Wurzel::N,үндэс,根
132,Baum::N,мод,树
133,Stamm::N,иш,树干
134,Stamm::N,гуалин,树干
135,Rinde::N,холтос,树皮
136,Ast::N,гишүү,树枝
137,Zweig::N,салаа,树枝
138,Blatt::N,навч,叶子
139,Birke::N,хус,桦木
140,Kiefer[Baum]::N,нарс,松树
141,Weide[Baum]::N,уд,柳树
142,Weide[Baum]::N,бургас,柳树
143,Tanne::N,гачуур,冷杉
144,Horn::N,эвэр,角
145,Feder::N,өд,羽毛
146,Fell::N,арьс,皮毛
147,Flügel::N,жигүүр,翅膀
148,Flügel::N,далавч,翅膀
149,Klaue::N,савар,爪子
150,Klaue::N,хумс,爪子
151,Kralle::N,савар,爪子
152,Schwanz::N,сүүл,尾巴
153,Ei::N,өндөг,蛋
154,Nest::N,үүр,巢
155,Bau::N,нүх,穴
156,Bau::N,элүү,穴
157,Tier::N,амьтан,动物
158,Tier::N,адгуус,动物
159,Herde::N,сүрэг,群
160,Kuh::N,үнээ,母牛
161,Bulle::N,бух,公牛
162,Pferd::N,морь,马
163,Pferd::N,адуу,马
164,Schaf::N,хонь,羊
165,Schwein::N,гахай,猪
166,Hund::N,нохой,狗
167,Katze::N,муур,猫
168,Katze::N,мигуй,猫
169,Bär::N,баавгай,熊
170,Eichhörnchen::N,хэрэм,松鼠
171,Elch::N,хандгай,麋鹿
172,Fuchs::N,үнэг,狐狸
173,Hase::N,туулай,兔子
174,Maus::N,хулгана,老鼠
175,Wolf::N,чоно,狼
176,Vogel::N,шувуу,鸟
177,Schwarm::N,сүрэг,群
178,Huhn::N,тахиа,鸡
179,Hahn::N,эр тахиа,公鸡
180,Gans::N,галуу,鹅
181,Adler::N,бүргэд,鹰
182,Ente::N,нугас,鸭
183,Eule::N,ууль,猫头鹰
184,Kranich::N,тогоруу,鹤
185,Krähe::N,хэрээ,乌鸦
186,Kuckuck::N,хөхөө,布谷鸟
187,Schwan::N,хун,天鹅
188,Fisch::N,загас,鱼
189,Barsch::N,алгана,鲈鱼
190,Hecht::N,цурхай,狗鱼
191,Schlange[Tier]::N,могой,蛇
192,Wurm::N,өт,蠕虫
193,Wurm::N,хорхой,蠕虫
194,Spinne::N,аалз,蜘蛛
195,Ameise::N,шоргоолж,蚂蚁
196,Laus::N,бөөс,虱子
197,Mücke::N,шумуул,蚊子
198,Fliege::N,ялаа,苍蝇
199,Schmetterling::N,эрвээхэй,蝴蝶
200,Beere::N,жимсгэнэ,将果
201,Apfel::N,алим,苹果
202,Pilz::N,мөөг,蘑菇
203,Zwiebel::N,сонгино,洋葱
204,Saat::N,тариа,种子
205,Korn::N,үр,谷粒
206,Korn::N,мөхлөг,谷粒
207,Heu::N,өвс,干草
208,Schale::N,хальс,壳
209,Grube::N,алам,坑
210,Grube::N,нүх,坑
211,Falle::N,хавх,圈套
212,Falle::N,занга,圈套
213,Schlinge::N,урхи,活扣
214,Spur::N,мөр,踪迹
215,Asche::N,үнс,灰烬
216,Dreck::N,хир,污垢
217,Eisen::N,төмөр,铁
218,Gold::N,алт,金子
219,Silber::N,мөнгө,银
220,Kohle::N,нүүрс,煤
221,Glas::N,шил,玻璃
222,Lehm::N,шавар,粘土
223,Sand::N,элс,沙
224,Mensch::N,хүн,人
225,Mann::N,эр,男子
226,Mann::N,эрэгтэй,男子
227,Frau::N,эмэгтэй,妇女
228,Frau::N,хатагтай,妇女
229,Kind::N,хүүхэд,小孩
230,Junge::N,хүү,男孩
231,Mädchen::N,охин,女孩
232,Mädchen::N,бүсгүй,女孩
233,Familie::N,айл,家庭
234,Großvater::N,өвгөн аав,祖父
235,Großmutter::N,эмэг эх,祖母
236,Großmutter::N,эмгээ,祖母
237,Eltern::N,эцэг эх,父母
238,Vater::N,аав,父亲
239,Vater::N,эцэг,父亲
240,Mutter::N,эх,母亲
241,Mutter::N,ээж,母亲
242,Sohn::N,хүү,儿子
243,Tochter::N,охин,女儿
244,Bruder::N,ах,兄弟
245,Bruder::N,дүү,兄弟
246,Schwester::N,эгч,姐妹
247,Schwester::N,охин дүү,姐妹
248,Onkel::N,авга ах,伯父
249,Onkel::N,нагац ах,伯父
250,Tante::N,авга эгч,阿姨
251,Tante::N,нагац эгч,阿姨
252,Ehemann::N,нөхөр,丈夫
253,Ehefrau::N,эхнэр,妻子
254,Ehefrau::N,гэргий,妻子
255,Freude::N,баяр,愉快
256,Freude::N,баясгалан,愉快
257,Gelächter::N,инээдэм,大笑
258,Glück::N,жаргалан,运气
259,Kummer::N,гаслан,苦恼
260,Wunsch::N,ерөөл,愿望
261,Lust::N,дур,乐趣
262,Lust::N,хүсэл,乐趣
263,Geist::N,оюун,精神
264,Gedanke::N,сэтгэл,思想
265,Gedächtnis::N,ой,记性
266,Gedächtnis::N,цээж,记性
267,Verstand::N,ухаан,理智
268,Sinn::N,утга,感觉
269,Grund::N,учир,理由
270,Wahrheit::N,үнэн,真理
271,Gespräch::N,яриа,谈话
272,Märchen::N,явган үлгэр,童话
273,Erzählung::N,тууж,故事
274,Nachricht::N,мэдээ,消息
275,Neuigkeit::N,сонин,新闻
276,Name::N,нэр,名字
277,Rätsel::N,оньсого,谜语
278,Rede::N,хэлсэн үг,讲话
279,Sprache::N,хэл,语言
280,Stimme::N,дуу,声音
281,Wort::N,үг,词
282,Zeichen::N,тамга,标记
283,Zeichen::N,тэмдэг,标记
284,Ruf::N,дуудлага,呼喊
285,Lärm::N,шуугиан,噪音
286,Lärm::N,чимээ,噪音
287,Laut::N,анир,响声
288,Laut::N,дуу,响声
289,Ton::N,авиа,声音
290,Ton::N,аялгуу,声音
291,Lied::N,дуу,歌曲
292,Ruhe::N,энх,安静
293,Ruhe::N,тайван,安静
294,Leute::N,хүмүүс,人们
295,Volk::N,улс,人民
296,Arbeit::N,ажил,劳动
297,Arbeit::N,хөдөлмөр,劳动
298,Gast::N,зочин,客人
299,Gast::N,айлчин,客人
300,Geschenk::N,бэлэг,礼物
301,Spiel::N,наадам,游戏
302,Spiel::N,тоглоом,游戏
303,Gesellschaft::N,хамт байх,陪同
304,Hilfe::N,тусламж,帮助
305,Freund::N,найз,朋友
306,Freund::N,нөхөр,朋友
307,Kamerad::N,хань,同志
308,Kamerad::N,нөхөр,同志
309,Angelegenheit::N,хэрэг,事情
310,Anzahl::N,тоо,数目
311,Art::N,төрөл,种类
312,Art::N,янз,种类
313,Stück::N,хэсэг,块
314,Teil::N,хувь,部分
315,Teil::N,хэсэг,部分
316,Hälfte::N,хагас,一半
317,Kreis::N,тойрог,圆
318,Kreis::N,хүрээ,圆
319,Kreuz::N,загалмай,十字架
320,Linie::N,шугам,线条
321,Strich::N,зураас,划
322,Abstand::N,зай,距离
323,Entfernung::N,зай,距离
324,Entfernung::N,хол ойр,距离
325,Gegend::N,хавь,地区
326,Gegend::N,газар,地区
327,Platz::N,зай,场所
328,Platz::N,завсар,场所
329,Ort::N,газар,地点
330,Ort::N,байр,地点
331,Seite::N,тал,面
332,Seite::N,этгээд,面
333,Mitte::N,төв,中间
334,Mitte::N,дунд,中间
335,Gegenstand::N,юм,物品
336,Sache::N,үйл,物
337,Sache::N,хэрэг,物
338,Rand::N,зах,边
339,Rand::N,хөвөө,边
340,Kante::N,ирмэг,棱
341,Ecke::N,өнцөг,角
342,Spitze::N,үзүүр,尖
343,Ende::N,зах,结尾
344,Ende::N,үзүүр,结尾
345,Loch::N,цоорхой,洞
346,Loch::N,онгорхой,洞
347,Winkel::N,өнцөг,角度
348,Muster::N,хээ,模型
349,Muster::N,угалз,模型
350,Größe::N,хэмжээ,大小
351,Länge::N,урт,长度
352,Höhe::N,өндөр,高度
353,Gewicht::N,жин,重量
354,Menge::N,тоо,数量
355,Haufen::N,бөөн,堆
356,Reihe::N,эгнээ,行
357,Boot::N,завь,小船
358,Ruder::N,сэлүүр,奖
359,Schlitten::N,чарга,雪橇
360,Ski::N,цана,雪板
361,Lagerfeuer::N,түүдэг,营火
362,Last::N,ачаа,负担
363,Gang::N,явдал,行走
364,Schritt::N,алхам,步伐
365,Norden::N,умар,北
366,Süden::N,урд,南
367,Süden::N,өмнө,南
368,Westen::N,өрнө,西
369,Westen::N,баруун,西
370,Osten::N,зүүн,东
371,Osten::N,дорно,东
372,Holz::N,мод,木材
373,Brett::N,банз,木板
374,Platte::N,хавтан,平板
375,Stütze::N,тулгуур,支架
376,Stütze::N,тулга,支架
377,Stange::N,сургааг,杆
378,Stock::N,саваа,棒
379,Stab::N,таяг,棍
380,Rohr::N,хоолой,管子
381,Haus::N,гэр,房屋
382,Haus::N,байшин,房屋
383,Heim::N,гэр,家
384,Ofen::N,зуух,炉子
385,Ofen::N,пийшин,炉子
386,Fußboden::N,шал,地板
387,Tisch::N,ширээ,桌子
388,Stuhl::N,сандал,椅子
389,Wiege::N,өлгий,摇蓝
390,Bett::N,ор,床
391,Regal::N,тавиур,架子
392,Kiste::N,авдар,箱子
393,Kiste::N,хайрцаг,箱子
394,Fenster::N,гэгээвч,窗户
395,Tür::N,үүд,门
396,Tür::N,хаалга,门
397,Tor::N,хаалга,大门
398,Zaun::N,хашаа,篱笆
399,Dach::N,дээвэр,屋顶
400,Leiter::N,шат,梯子
401,Besen::N,хамуур,扫帚
402,Besen::N,туужуу,扫帚
403,Spaten::N,хүрз,铁锹
404,Schaufel::N,хүрз,铁锹
405,Gabel::N,сэрээ,叉
406,Löffel::N,халбага,食匙
407,Messer::N,хутга,刀
408,Nagel::N,хадаас,钉子
409,Netz::N,өөш,网
410,Netz::N,тор,网
411,Haken::N,гох,钩子
412,Griff::N,иш,把柄
413,Griff::N,сэнж,把柄
414,Schloss::N,цуурга,锁
415,Schloss::N,цоож,锁
416,Bild::N,зураг,图画
417,Figur::N,баримал,人像
418,Puppe::N,хүүхэлдэй,娃娃
419,Beutel::N,агсаа,袋子
420,Beutel::N,уут,袋子
421,Bündel::N,боодол,捆
422,Tasche::N,цүнх,手提包
423,Eimer::N,хөнөг,桶
424,Eimer::N,хувин,桶
425,Deckel::N,таг,盖子
426,Deckel::N,хавхаг,盖子
427,Geschirr::N,сав суулга,餐具
428,Sack::N,шуудай,袋子
429,Tasse::N,аяга,杯子
430,Topf::N,тогоо,锅
431,Kessel::N,тогоо,水壶
432,Essen::N,идээ,进餐
433,Nahrung::N,хүнс,食物
434,Speise::N,идээ,菜肴
435,Fleisch::N,мах,肉
436,Getreide::N,будаа,谷物
437,Brei::N,богшмол,粥
438,Brei::N,будаа,粥
439,Brot::N,талх,面包
440,Scheibe::N,зүсэм,片
441,Scheibe::N,хэрчим,片
442,Fett::N,өөх,脂肪
443,Butter::N,тос,黄油
444,Öl::N,тос,油
445,Salz::N,давс,盐
446,Suppe::N,шөл,汤
447,Honig::N,бал,蜂蜜
448,Milch::N,сүү,奶
449,Tee::N,цай,茶
450,Leder::N,арьс,皮革
451,Leder::N,савхи,皮革
452,Wolle::N,ноос,毛线
453,Wolle::N,унгас,毛线
454,Stoff::N,бөс,织物
455,Nadel::N,зүү,针
456,Faden::N,боолт,线
457,Faden::N,утас,线
458,Knopf::N,товч,纽扣
459,Knoten::N,зангилаа,结
460,Farbe::N,будаг,颜色
461,Kleidung::N,хувцас,衣服
462,Hemd::N,цамц,衬衫
463,Kragen::N,зах заам,领子
464,Ärmel::N,ханцуй,袖子
465,Hose::N,өмд,裤子
466,Gürtel::N,бүс,腰带
467,Mütze::N,малгай,帽子
468,Mütze::N,бүрх,帽子
469,Schuh::N,туфли,鞋
470,Stiefel::N,гутал,靴子
471,Ring::N,бөгж,戒指
472,Band::N,тууз,带子
473,Kamm::N,сам,梳子
474,Spiegel::N,толь,镜子
475,Riemen::N,тасам,皮带
476,Riemen::N,сур,皮带
477,Schnur::N,татлага,绳子
478,Leine::N,оосор,皮带
479,Decke::N,хөнжил,被子
480,Decke::N,хучлага,被子
481,Kissen::N,дэр,软垫
482,Tuch::N,алчуур,巾
483,Tuch::N,даавуу,巾
484,Handtuch::N,алчуур,手巾
485,Kraft::N,чадал,力
486,Kraft::N,хүч,力
487,Stärke::N,эрч,力量
488,Stärke::N,тэнхээ,力量
489,Gesundheit::N,бие,健康
490,Gesundheit::N,эрүүл мэнд,健康
491,Krankheit::N,эмгэг,病
492,Schmerz::N,өвчин,痛
493,Wunde::N,шарх,伤口
494,Fieber::N,халуун,发烧
495,Arznei::N,эм,药
496,Brücke::N,гүүр,桥
497,Brunnen::N,худаг,井
498,Weide::N,бэлчээр,牧场
499,Pfad::N,жим,小路
500,Pfad::N,зөрөг,小路
501,Weg::N,зам,路
502,Weg::N,харгуй,路
503,Straße::N,зам,街
504,Straße::N,харгуй,街
505,Dorf::N,тосгон,村庄
506,Dorf::N,гацаа,村庄
507,Stadt::N,хот,城市
508,Brief::N,захидал,信
509,Brief::N,захиа,信
510,Buch::N,ном,书
511,Buch::N,бичиг,书
512,Buchstabe::N,үсэг,字母
513,Zeitung::N,сонин,报纸
514,Leben::N,амь,生命
515,Leben::N,амьдрал,生命
516,Tod::N,үхэл,死亡
517,Grab::N,булш,坟墓
518,Kirche::N,сүм,教堂
519,Sünde::N,нүгэл,罪
520,Sünde::N,хилэнц,罪
521,Gott::N,бурхан,上帝
522,Arbeiter::N,ажилчин,工人
523,Arbeiter::N,хөдөлмөрчин,工人
524,Chef::N,дарга,上司
525,Meister::N,дархан,师傅
526,Arzt::N,эмч,医生
527,Lehrer::N,багш,教师
528,Geld::N,цаас,钱
529,Geld::N,мөнгө,钱
530,Geschäft::N,наймаа,交易
531,Laden::N,дэлгүүр,商店
532,Preis::N,үнэ,价格
533,Ware::N,таваар,商品
534,Ware::N,бараа,商品
535,Nutzen::N,ашиг,好处
536,Reichtum::N,баялаг,财富
537,Welt::N,дэлхий,世界
538,Welt::N,орчлон,世界
539,Land::N,улс,国家
540,Land::N,орон,国家
541,Staat::N,төр,国家
542,Staat::N,гүрэн,国家
543,König::N,ван,国王
544,Macht::N,засаг,权力
545,Grenze::N,хил,边界
546,Krieg::N,дайн,战争
547,Feind::N,дайсан,敌人
548,Gewalt::N,хүчирхэх,暴力
549,Kampf::N,тэмцэл,战斗
550,Kampf::N,байлдаан,战斗
551,Bogen[Waffe]::N,нум,弓
552,Pfeil::N,годил,箭
553,Pfeil::N,сум,箭
554,Gewehr::N,буу,枪
555,Fehler::N,эндэл,错误
556,Fehler::N,алдаа,错误
557,Lüge::N,худал,谎话
558,Schaden::N,хор,损失
559,Schaden::N,хөнөөл,损失
560,Unglück::N,гай,不幸
561,Unglück::N,гамшиг,不幸
562,Schuld::N,гэм,过错
563,Schuld::N,буруу,过错
564,Alter::N,нас,年龄
565,Schluss::N,эцэс,结束
566,Schluss::N,төгсгөл,结束
567,Zeit::N,цаг,时间
568,Tag::N,өдөр,天
569,Morgen::N,өглөө,早晨
570,Mittag::N,үд,中午
571,Abend::N,үдэш,晚上
572,Nacht::N,шөнө,夜
573,Woche::N,долоо хоног,星期
574,Monat::N,сар,月
575,Jahr::N,жил,年
576,Frühling::N,хавар,春天
577,Sommer::N,зун,夏天
578,Herbst::N,намар,秋天
579,Winter::N,өвөл,冬天
580,Januar::N,нэгдүгээр сар,一月
581,Februar::N,хоёрдугаар сар,二月
582,März::N,гуравдугаар сар,三月
583,April::N,дөрөвдүгээр сар,四月
584,Mai::N,тавдугаар сар,五月
585,Juni::N,зургаадугаар сар,六月
586,Juli::N,долдугаар сар,七月
587,August::N,наймдугаар сар,八月
588,September::N,есдүгээр сар,九月
589,Oktober::N,аравдугаар сар,十月
590,November::N,арван нэгдүгээр сар,十一月
591,Dezember::N,арван хоёрдугаар сар,十二月
592,Montag::N,даваа,星期一
593,Dienstag::N,мягмар,星期二
594,Mittwoch::N,лхагва,星期三
595,Donnerstag::N,пүрэв,星期四
596,Freitag::N,баасан,星期五
597,Samstag::N,бямба,星期六
598,Sonntag::N,ням,星期日
599,groß::A,их,大
600,groß::A,том,大
601,klein::A,бага,小
602,klein::A,жаахан,小
603,lang::A,урт,长
604,kurz::A,охор,短
605,kurz::A,богино,短
606,breit::A,өргөн,宽
607,schmal::A,уйтан,细长的
608,schmal::A,нарийн,细长的
609,dicht::A,нягт,密
610,dicht::A,чигжүү,密
611,dick[Gegenstand]::A,зузаан,厚
612,dünn::A,нимгэн,薄
613,fein::A,нарийн,细小
614,fest::A,бөх,固体
615,fest::A,хатуу,固体
616,flach::A,хавтгай,平坦
617,glatt::A,цагаан,光滑
618,hart::A,хатуу,硬
619,weich::A,зөөлөн,软
620,rund::A,дугуй,圆
621,rund::A,дугариг,圆
622,spitz::A,шовх,尖
623,spitz::A,шовгор,尖
624,scharf::A,хурц,锋利
625,scharf::A,иртэй,锋利
626,stumpf::A,мохоо,钝
627,schwer::A,хүнд,重
628,schön::A,гуа,美丽
629,schön::A,сайхан,美丽
630,heiß::A,халуун,烫
631,warm::A,дулаан,暖和
632,kalt::A,хүйтэн,冷
633,kühl::A,сэрүүн,凉
634,frisch::A,эрүүл,新鲜
635,frisch::A,жихүүн,新鲜
636,feucht::A,чийгтэй,潮湿
637,nass::A,нойтон,湿
638,trocken::A,хатсан,干
639,voll::A,дүүрэн,满
640,leer::A,хоосон,空
641,offen::A,онгорхой,敞开
642,geschlossen::A,битүү,关闭
643,geschlossen::A,хаалтай,关闭
644,sauber::A,цэвэр,干净
645,sauber::A,хиргүй,干净
646,schmutzig::A,бохир,肮脏
647,schmutzig::A,хиртэй,肮脏
648,roh::A,түүхий,生
649,reif::A,болсон,成熟
650,lecker::A,амттай,好吃
651,süß::A,амттай,甜
652,süß::A,чихэрлэг,甜
653,bitter::A,гашуун,苦
654,sauer::A,эсгэлэн,酸
655,hell::A,гэгээн,亮
656,hell::A,гэрэлтэй,亮
657,dunkel::A,бараан,阴暗
658,dunkel::A,харанхуй,阴暗
659,schwarz::A,хар,黑
660,weiß::A,цагаан,白
661,rot::A,улаан,红
662,gelb::A,шар,黄
663,blau::A,хөх,蓝
664,blau::A,цэнхэр,蓝
665,grün::A,ногоон,绿
666,grau::A,орог,灰色
667,grau::A,саарал,灰色
668,bunt::A,эрээн,五彩
669,billig::A,хямд,便宜
670,teuer::A,үнэтэй,贵
671,wertvoll::A,үнэт,贵重
672,blind::A,сохор,瞎
673,taub::A,чих хатуу,聋
674,kräftig::A,чийрэг,强壮
675,stark::A,хүчтэй,强壮
676,stark::A,чадалтай,强壮
677,schwach::A,сул,弱
678,fett::A,тарган,胖
679,fett::A,голигор,胖
680,schlank::A,голшиг,苗条
681,hübsch::A,сайхан,漂亮
682,hübsch::A,хөөрхөн,漂亮
683,böse::A,муу,邪恶
684,böse::A,хортой,邪恶
685,dumm::A,тэнэг,笨
686,faul::A,залхуу,懒惰
687,fleißig::A,чармайлтгай,勤奋
688,geizig::A,харамч,吝啬
689,klug::A,цэцэн,聪明
690,geschickt::A,дүйтэй,灵巧
691,lieb::A,хайрт,可爱
692,lustig::A,цэнгэлтэй,快乐
693,sanft::A,наалинхай,柔和
694,hungrig::A,өлөн,饥饿
695,hungrig::A,өлссөн,饥饿
696,krank::A,өвчтэй,患病
697,nackt::A,нүцгэн,裸体
698,traurig::A,гунигт,悲哀
699,lebendig::A,амьд,活
700,lebendig::A,амьтай,活
701,gut::A,сайн,好
702,schlecht::A,муу,坏
703,schlecht::A,өөдгүй,坏
704,richtig::A,зөв,正确
705,richtig::A,зүйтэй,正确
706,schlimm::A,муухай,糟糕
707,wahr::A,үнэн,真
708,wahr::A,жинхэнэ,真
709,alt::A,хуучин,旧
710,neu::A,шинэ,新
711,ehemalig::A,агсан,以前
712,ehemalig::A,байсан,以前
713,alt[Lebewesen]::A,өвгөн,老
714,alt[Lebewesen]::A,хижээл,老
715,jung::A,залуу,年轻
716,arm::A,ядуу,贫穷
717,reich::A,баян,富裕
718,reich::A,баялаг,富裕
719,bekannt::A,танил,出名
720,berühmt::A,цуутай,著名
721,berühmt::A,алдартай,著名
722,fremd::A,харь,陌生
723,fremd::A,гадаад,陌生
724,verschieden::A,ондоо,不同
725,verschieden::A,янз янзын,不同
726,nah::A,ойрын,近
727,nah::A,дөтийн,近
728,fern::A,холын,遥远
729,linker::A,буруу,左
730,rechter::A,баруун,右
731,anderer::A,өөр,别的
732,anderer::A,нөгөө,别的
733,erster::A,нэгдэх,第一
734,erster::A,нэгдүгээр,第一
735,zweiter::A,хоёрдугаар,第二
736,dritter::A,гуравдугаар,第三
737,letzter::A,сүүлийн,最后
738,allein::ADV,ганцаараа,单独
739,auf einmal::ADV,нэгмөсөн,同时
740,zusammen::ADV,цуг,一起
741,zusammen::ADV,хамт,一起
742,lange::ADV,удаан,许久
743,plötzlich::ADV,гэнэт,忽然
744,sofort::ADV,дороо,立刻
745,später::ADV,дараа,以后
746,jetzt::ADV,өнөө,现在
747,heute::ADV,өнөө,今天
748,heute::ADV,өнөөдөр,今天
749,morgen::ADV,маргааш,明天
750,morgen::ADV,маргаадар,明天
751,bald::ADV,түргэн,即将
752,bald::ADV,удахгүй,即将
753,dann::ADV,хожим,然后
754,dann::ADV,тэгээд,然后
755,gestern::ADV,өчигдөр,昨天
756,einst::ADV,нэг,曾经
757,damals::ADV,тэгэхэд,当时
758,danach::ADV,тэгээд,随后
759,danach::ADV,дараа нь,随后
760,vorher::ADV,урьд,事先
761,zuerst::ADV,анх,首先
762,zuerst::ADV,эхлээд,首先
763,einmal::ADV,нэг удаа,一次
764,manchmal::ADV,хааяа,有时
765,manchmal::ADV,заримдаа,有时
766,oft::ADV,олонтоо,时常
767,immer::ADV,байнга,总是
768,niemals::ADV,хэзээ ч,从未
769,niemals::ADV,хэдийд ч,从未
770,hier::ADV,энд,这里
771,hierhin::ADV,нааш,到这里
772,von hier::ADV,эндээс,由此
773,dort::ADV,тэнд,那里
774,dorthin::ADV,тийш,到那里
775,geradeaus::ADV,шулуун,一直往前
776,vorwärts::ADV,урагшаа,向前
777,rückwärts::ADV,буцаан,向后
778,rückwärts::ADV,сөөргөө,向后
779,zurück::ADV,буцаж,退后
780,zurück::ADV,гэдрэг,退后
781,unten::ADV,дор,下面
782,hinab::ADV,уруу,向下
783,oben::ADV,дээр,上面
784,hinauf::ADV,өөд,向上
785,hinauf::ADV,дээш,向上
786,überall::ADV,хааяагүй,到处
787,überall::ADV,энд тэндгүй,到处
788,nicht::ADV,эс,不
789,nicht::ADV,-гүй,不
790,ein wenig::ADV,жаахан,一点儿
791,kaum::ADV,арай,几乎不
792,kaum::ADV,арай гэж,几乎不
793,sehr::ADV,тун,很
794,so::ADV,тэгж,如此
795,so::ADV,ингээд,如此
796,noch::ADV,дахин,还
797,noch::ADV,дахиад,还
798,nur::ADV,зөвхөн,只
799,nur::ADV,гагцхүү,只
800,schon::ADV,нэгэнт,已经
801,wieder::ADV,дахин,又
802,wieder::ADV,дахиад,又
803,vergebens::ADV,хий,
804,vor::PRP,өмнө,在...面前
805,hinter::PRP,ард,在...背后
806,unter::PRP,доор,在...下面
807,durch::PRP,дундуур,穿过
808,neben::PRP,хажууд,在...旁
809,zwischen::PRP,завсар,在...之间
810,zwischen::PRP,хооронд,在...之间
811,wegen::PRP,төлөө,由于
812,wegen::PRP,дээрээс,由于
813,dies::PRN,энэ,这
814,das::PRN,тэр,那
815,alles::PRN,цөм,一切
816,alles::PRN,бүгд,一切
817,ich::PRN,би,我
818,du::PRN,чи,你
819,er::PRN,тэр,他
820,er::PRN,тэр хүн,他
