,Concept_ID,ba,br
145,Schwein::N,сусҡа,pemoc'h
146,Hund::N,эт,ki
147,Katze::N,бесәй,kazh
148,Bär::N,айыу,arzh
149,Eichhörnchen::N,тейен,gwiñver
150,Elch::N,мышы,karv-dour
151,Fuchs::N,төлкө,louarn
152,Hase::N,ҡуян,gad
153,Maus::N,сысҡан,logodenn
154,Wolf::N,бүре,bleiz
155,Vogel::N,ҡош,labous
156,Schwarm::N,көтөү,nijad
157,Huhn::N,тауыҡ,yar
158,Hahn::N,әтәс,kilhog
159,Gans::N,ҡаҙ,gwazenn
160,Adler::N,бөркөт,erer
161,Ente::N,өйрәк,houad
162,Eule::N,өкө,toud
163,Eule::N,ябалаҡ,toud
164,Kranich::N,торна,garan
165,Krähe::N,ҡарға,bran
166,Kuckuck::N,кәкүк,koukoug
167,Schwan::N,аҡҡош,alarc'h
168,Fisch::N,балыҡ,pesk
169,Barsch::N,алабуға,brell
170,Hecht::N,суртан,beked
171,Schlange[Tier]::N,йылан,naer
172,Wurm::N,селяүсен,preñv
173,Spinne::N,үрмәксе,kevnidenn
174,Ameise::N,ҡырмыҫҡа,merion
175,Laus::N,бет,laouenn
176,Mücke::N,серәкәй,moustik
177,Fliege::N,себен,kelienenn
178,Schmetterling::N,күбәләк,balafenn
179,Beere::N,еләк,hog
180,Apfel::N,алма,aval
181,Pilz::N,бәшмәк,kabell-touseg
182,Zwiebel::N,һуган,ognonenn
183,Saat::N,орлоҡ,had
184,Korn::N,иген,ed
185,Heu::N,бесән,foenn
186,Schale::N,ҡабыҡ,peliadur
187,Grube::N,соҡор,
188,Falle::N,тоҙак,pech
189,Falle::N,ҡапҡан,pech
190,Schlinge::N,тоҙак,krouglas
191,Spur::N,әҫер,
192,Asche::N,көл,ludu
193,Dreck::N,батҡаҡ,fank
194,Eisen::N,тимер,houarn
195,Gold::N,алтын,aour
196,Silber::N,көмөш,arc'hant
197,Kohle::N,күмер,glaou
198,Glas::N,быяла,gwer
199,Lehm::N,балсыҡ,
200,Sand::N,ҡом,traezh
201,Mensch::N,кеше,den
202,Mann::N,ир,den
203,Frau::N,ҡатын,maouez
204,Kind::N,бала,bugel
205,Junge::N,малай,paotr
206,Mädchen::N,ҡыҙ,plac'h
207,Mädchen::N,ҡыҙыҡай,plac'h
208,Familie::N,ғаилә,familh
209,Großvater::N,олатай,tad-kozh
210,Großmutter::N,әбәй,mamm-gozh
211,Eltern::N,ата-әсә,kerent
212,Vater::N,атай,tad
213,Mutter::N,әсә,mamm
214,Sohn::N,ул,mab
215,Tochter::N,ҡыҙ,merc'h
216,Bruder::N,агай,breur
217,Schwester::N,алай,c'hoar
218,Schwester::N,һеңле,c'hoar
219,Onkel::N,ағай,eontr
220,Tante::N,апай,moereb
221,Ehemann::N,ир,gwaz
222,Ehefrau::N,ҡатын,gwreg
223,Freude::N,шатлыҡ,levenez
224,Freude::N,ҡыуаныс,levenez
225,Gelächter::N,көлөү,c'hoarzherezh
226,Glück::N,бәхет,chañs
227,Kummer::N,ҡайғы,doan
228,Wunsch::N,теләк,c'hoant
229,Lust::N,әүәҫлек,c'hoant
230,Geist::N,аң,spered
231,Geist::N,рух,spered
232,Gedanke::N,уй,soñj
233,Gedanke::N,фекер,soñj
234,Gedächtnis::N,хәтер,eñvor
235,Verstand::N,аҡыл,skiant
236,Sinn::N,мәғәня,ster
237,Grund::N,сәбәп,kaoz
238,Wahrheit::N,дөрөҫлөк,gwirionez
239,Gespräch::N,әңгәмә,kaozeadenn
240,Märchen::N,әкиәт,kaoz korriganez
241,Erzählung::N,хикәйә,kontadenn
242,Nachricht::N,хәбәр,keloù
243,Neuigkeit::N,яңылыҡ,kelaouenn
244,Name::N,исем,anv
245,Rätsel::N,йомаҡ,divinatez
246,Rede::N,телмәр,diskour
247,Sprache::N,тел,yezh
248,Sprache::N,телмәр,yezh
249,Stimme::N,тауыш,mouezh
250,Wort::N,һүҙ,ger
251,Zeichen::N,билдә,sin
252,Ruf::N,саҡырыу,galv
253,Lärm::N,шаулау,trouz
254,Laut::N,тауыш,
255,Ton::N,яңғырау,ton
256,Lied::N,йыр,kanaouenn
257,Ruhe::N,ял,sioulded
258,Ruhe::N,тыныслыҡ,sioulded
259,Leute::N,кешеләр,tud
260,Volk::N,халҡ,pobl
261,Arbeit::N,эш,labour
262,Gast::N,ҡунаҡ,kouviad
263,Geschenk::N,бүләк,prof
264,Spiel::N,уйын,c'hoari
265,Gesellschaft::N,йәмғиәт,kompagnunezh
266,Gesellschaft::N,йәмғиәт,kavandad
267,Hilfe::N,ярҙам,sikour
268,Freund::N,дуҫ,mignon
269,Kamerad::N,иптәш,kamarad
270,Angelegenheit::N,әш,afer
271,Anzahl::N,һан,niver
272,Art::N,төр,sort
273,Stück::N,киҫәк,tamm
274,Teil::N,өлөш,pezh
275,Hälfte::N,ярты,hanterenn
276,Kreis::N,түңәрәк,kelc'h
277,Kreuz::N,тәре,kroaz
278,Linie::N,һыҙыҡ,linenn
279,Strich::N,һыҙат,tenn
280,Abstand::N,ара,distok
281,Entfernung::N,алыҫлыҡ,keid
282,Entfernung::N,алыҫлыҡ,kehid
283,Gegend::N,урын,korn-bro
284,Platz::N,арауыҡ,plasenn
285,Ort::N,ерҙәр,lec'h
286,Ort::N,урындар,lec'h
287,Ort::N,эш урыны,lec'h
288,Seite::N,яҡ,tu
289,Mitte::N,урталыҡ,kreiz
290,Gegenstand::N,нәмә,tra
291,Sache::N,нәмә,tra
292,Sache::N,әйбер,tra
293,Rand::N,сит,kantenn
294,Kante::N,ҡабырға,kantenn
295,Kante::N,ян,kantenn
296,Ecke::N,мөйөш,korn
297,Spitze::N,ос,begell
298,Ende::N,аҙаҡ,dibenn
299,Loch::N,тишек,toull
300,Winkel::N,мөйөш,
301,Muster::N,биҙәк,tresadenn
302,Größe::N,ҙурлыҡ,ment
303,Länge::N,оҙонлоҡ,hirder
304,Höhe::N,бейеклек,uhelder
305,Gewicht::N,үлсәү,pouez
306,Menge::N,һан,bern
307,Haufen::N,өйөм,bern
308,Reihe::N,рәт,steud
309,Boot::N,кәмә,bag
310,Ruder::N,ишкәк,roeñv
311,Schlitten::N,сана,trainell
312,Ski::N,саңгы,ski
313,Lagerfeuer::N,костер,
314,Last::N,ауырлыҡ,karg
315,Gang::N,барыу,kerzh
316,Schritt::N,аҙым,paz
317,Norden::N,төньяҡ,norzh
318,Norden::N,төньяҡ,hanternoz
319,Süden::N,көньяҡ,su
320,Süden::N,көньяҡ,kreisteiz
321,Westen::N,көнбайыш,kuzh-heol
322,Osten::N,көнсығыш,reter
323,Osten::N,көнсығыш,sav-heol
324,Holz::N,үағас,koad
325,Brett::N,таҡта,plankenn
326,Platte::N,плита,plakenn
327,Stütze::N,терәк,harp
328,Stange::N,кәртә,sparl
329,Stock::N,таяҡ,bazh
330,Stab::N,ҡолға,bazh
331,Rohr::N,торба,tub
332,Rohr::N,торба,korz
333,Haus::N,өй,ti
334,Haus::N,йорт,ti
335,Heim::N,өй,kêr
336,Ofen::N,мейес,forn
337,Fußboden::N,енес,plañchod
338,Tisch::N,өҫтәл,taol
339,Stuhl::N,ултырғыс,kador
340,Wiege::N,бишек,kavell
341,Bett::N,карауат,gwele
342,Regal::N,кәштә,estajerenn
343,Kiste::N,йәшинк,kased
344,Fenster::N,тәҙрә,prenestr
345,Tür::N,ишек,dor
346,Tor::N,ҡапҡа,portal
347,Zaun::N,ҡойма,sklotur
348,Dach::N,түбә,toenn
349,Dach::N,ҡыйыҡ,toenn
350,Leiter::N,баҫҡыс,skeul
351,Besen::N,һепертке,skubell
352,Spaten::N,көрәк,pal
353,Schaufel::N,көрәк,pal
354,Gabel::N,сәнске,fourchetez
355,Löffel::N,ҡалаҡ,loa
356,Messer::N,бысаҡ,kontell
357,Nagel::N,сөй,tach
358,Netz::N,ау,roued
359,Haken::N,ыргаҡ,krog
360,Griff::N,тотҡа,kemer
361,Schloss::N,йоҙаҡ,potenn
362,Bild::N,картина,skeudenn
363,Figur::N,һын,skeud
364,Figur::N,һын,figur
365,Puppe::N,ҡурсаҡ,merc'hodenn
366,Beutel::N,тоҡ,sac'h
367,Bündel::N,төргәк,feskenn
368,Tasche::N,сумка,sac'h
369,Eimer::N,биҙрә,sailh
370,Deckel::N,ҡапҡас,pallenn
371,Geschirr::N,һауыт-һаба,listriaj
372,Sack::N,тоҡ,sac'h
373,Tasse::N,сынаяҡ,tas
374,Topf::N,кәстрүл,pod
375,Kessel::N,ҡаҙан,chaodouron
376,Essen::N,ашау,pred
377,Nahrung::N,аҙыҡ,boued
378,Speise::N,аш,meuz
379,Fleisch::N,ит,kig
380,Getreide::N,иген,ed
381,Getreide::N,ашлыҡ,ed
382,Brei::N,бутҡа,yod
383,Brot::N,икмәк,bara
384,Scheibe::N,телем,tailhenn
385,Fett::N,май,lard
386,Butter::N,май,amann
387,Öl::N,май буяуы,eoul
388,Salz::N,тоҙ,holen
389,Suppe::N,һурпа,soubenn
390,Honig::N,бал,mel
391,Milch::N,һөт,laezh
392,Tee::N,сәй,te
393,Leder::N,күн,lêr
394,Wolle::N,йөн,gloan
395,Stoff::N,туҡыма,danvez
396,Nadel::N,энә,nadoz
397,Faden::N,еп,neudenn
398,Knopf::N,төймә,bouton
399,Knoten::N,төйөн,skoulm
400,Farbe::N,буяу,liv
401,Kleidung::N,кейем,dilhad
402,Hemd::N,күлдәк,roc'hed
403,Kragen::N,яға,gouzoug
404,Ärmel::N,ең,milgin
405,Hose::N,салбар,bragoù
406,Gürtel::N,ҡайыш,gouriz
407,Mütze::N,бүрк,boned
408,Schuh::N,туфли,botez
409,Stiefel::N,итек,botez
410,Ring::N,йөҙөк,gwalenn
411,Ring::N,балдаҡ,gwalenn
412,Band::N,таҫма,bagad
413,Kamm::N,тараҡ,krib
414,Spiegel::N,көзгө,melezour
415,Riemen::N,ҡайыш,lerenn
416,Schnur::N,бау,kordenn
417,Leine::N,бау,roll
418,Decke::N,одеяд,golo
419,Kissen::N,мендәр,goubenner
420,Tuch::N,яулыҡ,mezher
421,Handtuch::N,таҫтамал,toailhon
422,Kraft::N,көс,nerzh
423,Stärke::N,көс,nerzhder
424,Gesundheit::N,һаулыҡ,yec'hed
425,Krankheit::N,сир,klañved
426,Krankheit::N,ауырыу,klañved
427,Schmerz::N,һыҙлау,poan
428,Schmerz::N,һыҙлау,droug
429,Schmerz::N,әрнеү,poan
430,Schmerz::N,әрнеү,droug
431,Wunde::N,йәрәхәт,gloazadenn
432,Fieber::N,тапма,terzhienn
433,Fieber::N,биҙгәк,terzhienn
434,Arznei::N,дарыу,louzoù
435,Brücke::N,күпер,pont
436,Brunnen::N,ҡоҙоҡ,puñs
437,Weide::N,көтөүлек,prad
438,Pfad::N,һуҡмаҡ,gwenodenn
439,Weg::N,юл,hent
440,Straße::N,урам,ru
441,Straße::N,урам,hent
442,Dorf::N,ауыл,kêr
443,Dorf::N,ауыл,kêriadenn
444,Stadt::N,ҡала,kêr
445,Brief::N,хат,lizher
446,Buch::N,китап,levr
447,Buch::N,кенәгә,levr
448,Buchstabe::N,хәреф,lizherenn
449,Zeitung::N,гәзит,kazetenn
450,Leben::N,йәшәү,buhez
451,Tod::N,үлем,marv
452,Grab::N,ҡәбер,bez
453,Kirche::N,сиркәү,iliz
454,Sünde::N,гөнаһ,pec'hed
455,Gott::N,алла,doue
456,Gott::N,хоҙай,doue
457,Arbeiter::N,эшсе,labourer
458,Arbeiter::N,эшсе,micherour
459,Chef::N,башлыҡ,penn
460,Meister::N,оҫта,mestr
461,Arzt::N,врач,mezeg
462,Arzt::N,врач,medisin
463,Lehrer::N,уҡытыусы,skolaer
464,Lehrer::N,уҡытыусы,kelenner
465,Geld::N,аҡса,arc'hant
466,Geschäft::N,эш,stal
467,Laden::N,магазин,stal
468,Preis::N,хаҡ,priz
469,Ware::N,тауар,marc'hadourezh
470,Nutzen::N,файҙа,gounidegezh
471,Nutzen::N,файҙа,lañs
472,Nutzen::N,файҙа,profit
473,Nutzen::N,файҙа,spleit
474,Reichtum::N,байлыҡ,pinvidigezh
475,Welt::N,донъя,douar
476,Land::N,ил,bro
477,Staat::N,дәүләт,stad
478,König::N,король,roue
479,Macht::N,власть,galloud
480,Grenze::N,сик,harzoù
481,Krieg::N,һуғыш,brezel
482,Feind::N,йылан,eneber
483,Gewalt::N,көслөк,tâerder
484,Kampf::N,көрәш,kann
485,Bogen[Waffe]::N,йәйә,gwareg
486,Pfeil::N,уҡ,saezh
487,Gewehr::N,мылтыҡ,fuzuilh
488,Fehler::N,хата,fazi
489,Lüge::N,ялған,gaou
490,Schaden::N,зыян,gwall
491,Schaden::N,зарар,gwall
492,Unglück::N,ҡаза,gwalleur
493,Schuld::N,ғәйеп,kablusted
494,Schuld::N,ғәйеп,pec'hedigezh
495,Alter::N,йәш,oad
496,Schluss::N,һуң,diwezh
497,Schluss::N,аҙаҡ,diwezh
498,Zeit::N,мәл,amzer
499,Zeit::N,заман,amzer
500,Tag::N,көн,deizh
501,Morgen::N,иртә,beure
502,Morgen::N,иртә,mintin
503,Morgen::N,иртәнсәк,beure
504,Morgen::N,иртәнсәк,mintin
505,Mittag::N,төш,kreisteiz
506,Abend::N,кис,abardaez
507,Nacht::N,төн,noz
508,Woche::N,аҙна,sizhun
509,Monat::N,ай,miz
510,Jahr::N,йыл,bloaz
511,Frühling::N,яҙ,nevezamzer
512,Sommer::N,йәй,hañv
513,Herbst::N,көз,diskaramzer
514,Winter::N,ҡыш,goañv
515,Januar::N,ғинуар,Genver
516,Februar::N,февраль,C'hwevrer
517,März::N,март,Meurzh
518,April::N,апрель,Ebrel
519,Mai::N,май,Mae
520,Juni::N,июнь,Mezheven
521,Juli::N,июль,Gouhere
522,August::N,август,Eost
523,September::N,сентябрь,Gwengolo
524,Oktober::N,октябрь,Here
525,November::N,ноябрь,Du
526,Dezember::N,декабрь,Kerzu
527,Montag::N,дүшәмбе,Lun
528,Dienstag::N,шишәмбе,Meurzh
529,Mittwoch::N,шаршамбы,Merc'her
530,Donnerstag::N,кесаҙна,Yaou
531,Freitag::N,йома,Gwener
532,Samstag::N,шәмбе,Sadorn
533,Sonntag::N,йәкшәмбе,Sul
534,groß::A,ҙур,bras
535,klein::A,бәләкәс,bihan
536,lang::A,оҙон,hir
537,kurz::A,ҡыҫҡа,berr
538,breit::A,киң,ledan
539,schmal::A,тар,strizh
540,dicht::A,йыш,stank
541,dicht::A,ҡуйы,stank
542,dick[Gegenstand]::A,ҡалын,tev
543,dünn::A,йоҡа,moan
544,dünn::A,нәҙек,moan
545,fein::A,нескә,munut
546,fest::A,ныҡ,start
547,flach::A,яҫы,plaen
548,flach::A,ялпаҡ,plaen
549,glatt::A,шыма,lintr
550,glatt::A,шыма,levn
551,hart::A,ҡаты,kalet
552,weich::A,йомшаҡ,blot
553,rund::A,түңәрәк,ront
554,spitz::A,осло түбәле,poentet
555,scharf::A,үткер,dremm
556,stumpf::A,утмәҫ,talsoc'h
557,schwer::A,ауыр,pounner
558,schön::A,матур,kaer
559,heiß::A,эҫе,tomm
560,warm::A,йылы,tomm
561,kalt::A,һыуыҡ,yen
562,kühl::A,һалҡынса,yen
563,frisch::A,һалҡынса,fresk
564,feucht::A,еүеш,gleb
565,feucht::A,дымлы,gleb
566,nass::A,еүеш,gleb
567,trocken::A,кипкән,sec'h
568,voll::A,тулы,leun
569,leer::A,буш,goullo
570,offen::A,асыҡ,digor
571,geschlossen::A,ябыҡ,serr
572,sauber::A,таҙа,naet
573,schmutzig::A,бысраҡ,lous
574,roh::A,сей,kriz
575,reif::A,өлгөрғән,darev
576,lecker::A,тәмле,lipous
577,lecker::A,тәмле,saourus
578,süß::A,тямле,dous
579,süß::A,тәм-том,dous
580,bitter::A,әсе,c'hwerv
581,sauer::A,әсе,trenk
582,hell::A,яҡты,sklaer
583,dunkel::A,ҡараңғы,teñval
584,schwarz::A,ҡара,du
585,weiß::A,аҡ,gwenn
586,rot::A,матур,ruz
587,rot::A,һылыу,ruz
588,rot::A,сибәр,ruz
589,gelb::A,һары,melen
590,blau::A,күк,glas
591,grün::A,йәшел,gwer
592,grau::A,буҙ,louet
593,bunt::A,сыбар,liesliv
594,bunt::A,ала-ҡола,liesliv
595,billig::A,арзан,marc'had-mat
596,teuer::A,ҡыйбатлы,ker
597,wertvoll::A,ҡиммәтле,prizius
598,blind::A,һуҡыр,dall
599,taub::A,һаңғырау,bouzar
600,kräftig::A,көслө,start
601,kräftig::A,ҡеүәтле,start
602,stark::A,көслө,kreñv
603,stark::A,ҡеүәтле,kreñv
604,schwach::A,көсһөҙ,gwan
605,fett::A,һимеҙ,lard
606,schlank::A,зифа,sinkl
607,hübsch::A,матур,koant
608,böse::A,асыулы,gwall
609,dumm::A,иҫәр,glep
610,faul::A,иренсәк,lezirek
611,fleißig::A,тырыш,studius
612,geizig::A,һаран,tost
613,klug::A,аҡыллы,speredek
614,geschickt::A,оҫта,dornet
615,lieb::A,яғымлы,koant
616,lustig::A,күңелле,laouen
617,sanft::A,йыуаш,flour
618,hungrig::A,ас,marnaon
619,krank::A,сирле,klañv
620,krank::A,ауырыу,klañv
621,nackt::A,яланғас,noazh
622,traurig::A,яманһыу,trist
623,lebendig::A,тере,bev
624,lebendig::A,йәнле,bev
625,gut::A,яҡшы,mad
626,schlecht::A,хөрт,fall
627,schlecht::A,хөрт,gwall
628,schlecht::A,алама,fall
629,schlecht::A,алама,gwall
630,richtig::A,дөрөҫ,reizh
631,schlimm::A,хөрт,gwall
632,schlimm::A,алама,gwall
633,wahr::A,дөрөҫ,gwir
634,alt::A,иҫке,kozh
635,alt::A,боронғо,kozh
636,neu::A,яңы,nevez
637,ehemalig::A,элекке,kozh
638,alt[Lebewesen]::A,ҡарт,kozh
639,jung::A,йәш,yaouank
640,arm::A,фәҡир,paour
641,reich::A,бай,pinvidik
642,bekannt::A,таныш,anavezet
643,berühmt::A,атаҡлы,brudet
644,berühmt::A,данлыҡлы,brudet
645,fremd::A,ят,dizanav
646,fremd::A,сит,dizanav
647,verschieden::A,төрлө,disheñel
648,nah::A,яҡын,nes
649,fern::A,алыҫ,diabell
650,fern::A,йыраҡ,diabell
651,linker::A,һул,kleiz
652,rechter::A,уң,dehoù
653,anderer::A,бутән,all
654,erster::A,тәүге,kentañ
655,zweiter::A,икенсе,eil
656,dritter::A,өсөнсө,trede
657,letzter::A,һуңғы,diwezhañ
658,allein::ADV,бер үҙе,e-unan
659,allein::ADV,яңғыҙ,e-unan
660,auf einmal::ADV,бер юлы,ar un dro
661,zusammen::ADV,бергә,asambles
662,lange::ADV,оҙаҡ,pell
663,plötzlich::ADV,ҡапыл,en un taol
664,sofort::ADV,шунда уҡ,diouzhtu
665,später::ADV,һуңыраҡ,diwezhatoc'h
666,jetzt::ADV,хәҙер,bremañ
667,heute::ADV,бөгөн,hiziv
668,morgen::ADV,иртәгә,arc'hoazh
669,bald::ADV,тиҙҙән,hepdale
670,dann::ADV,һуңынан,a-c'houde
671,gestern::ADV,кисә,dec'h
672,einst::ADV,ҡасандыр,gwechall
673,einst::ADV,бер баҡыт,gwechall
674,damals::ADV,ул саҡта,neuze
675,danach::ADV,һуңынан,goude
676,vorher::ADV,элек,diagent
677,zuerst::ADV,башта,da gentañ
678,einmal::ADV,бер,ur wech
679,manchmal::ADV,ҡайһы берҙә,a-wechoù
680,oft::ADV,йыш,alies
681,immer::ADV,һәр ҡасан,atav
682,immer::ADV,һәр ҡасан,bepred
683,niemals::ADV,бер ҡасан да,gwech ebet
684,niemals::ADV,бер ваҡытта ла,gwech ebet
685,hier::ADV,бында,amañ
686,hierhin::ADV,бында,dre amañ
687,von hier::ADV,бынан,alemañ
688,von hier::ADV,ошонан,alemañ
689,dort::ADV,шунда,aze
690,dort::ADV,шунда,ahont
691,dort::ADV,тегендә,aze
692,dort::ADV,тегендә,ahont
693,dorthin::ADV,шунда,di
694,dorthin::ADV,шунда,aze
695,dorthin::ADV,шунда,ahont
696,dorthin::ADV,тегеләй,di
697,dorthin::ADV,тегеләй,aze
698,dorthin::ADV,тегеләй,ahont
699,geradeaus::ADV,тура,war-eeun
700,vorwärts::ADV,алға,war-raok
701,rückwärts::ADV,кирегә,war-lerc'h
702,zurück::ADV,кирегә,war-dreñv
703,unten::ADV,түбәндә,en traoñ
704,hinab::ADV,түбәнгә,a-izel
705,oben::ADV,юғарыла,en nec'h
706,hinauf::ADV,юғарыға,e-krec'h
707,überall::ADV,бөтә урында,dre-holl
708,nicht::ADV,тугел,ne ... ket
709,ein wenig::ADV,аҙ,un tammig
710,kaum::ADV,көскә,a-boan
711,kaum::ADV,саҡ-саҡ,a-boan
712,sehr::ADV,ифат,-tre
713,sehr::ADV,ифат,-kenañ
714,so::ADV,шулай,evel-se
715,noch::ADV,йәнә,c'hoazh
716,nur::ADV,бары,hepken
717,schon::ADV,инде,dija
718,wieder::ADV,тағы,adarre
719,vergebens::ADV,бушҡа,
720,vor::PRP,алдында,dirak
721,hinter::PRP,артында,a-drek
722,hinter::PRP,артында,a-dreñv
723,unter::PRP,аҫтында,dindan
724,durch::PRP,үтә,dre
725,neben::PRP,эргәһендә,e-kichen
726,zwischen::PRP,араһында,etre
727,wegen::PRP,өсөн,abalamour da
728,wegen::PRP,сәбәпле,abalamour da
729,dies::PRN,был,hemañ
730,dies::PRN,ошо,hemañ
731,das::PRN,ул,se
732,das::PRN,ул,hennezh
733,alles::PRN,бөтә,pep tra
734,ich::PRN,мин,me
735,du::PRN,һин,te
736,er::PRN,ул,eñ
737,wir::PRN,беҙ,ni
738,ihr::PRN,һеҙ,c'hwi
739,sie::PRN,улар,int
740,was::FPRN,ә,petra
741,was::FPRN,ни,petra
742,was::FPRN,нәмә,petra
743,wer::FPRN,ҡем,piv
744,wo::FADV,ҡайҙа,pelec'h
745,wohin::FADV,ҡайҙа,da belec'h
746,wie::FADV,инидәй,penaos
747,warum::FADV,ин өсөн,perak
748,wieviel::FNUM,күпме,pet
749,eins::NUM,бер,unan
750,zwei::NUM,ике,daou
751,zwei::NUM,икәү,daou
752,drei::NUM,өс,tri
753,vier::NUM,дүрт,pevar
754,fünf::NUM,биш,pemp
755,sechs::NUM,алты,c'hwec'h
756,sieben::NUM,ете,seizh
757,acht::NUM,һигеҙ,eizh
758,neun::NUM,туғыҙ,nav
759,zehn::NUM,ун,dek
760,elf::NUM,ун бер,unnek
761,zwölf::NUM,ун ике,daouzek
762,zwanzig::NUM,егерме,ugent
