,Concept_ID,it,myv
111,Schmutz::N,sudiciume,рудаз
112,See::N,lago,эрьке
113,Sumpf::N,palude,чей
114,Moor::N,torbiera,чей
115,Wiese::N,prato,луга
116,Wald::N,bosco,вирь
117,Wald::N,foresta,вирь
118,Hügel::N,colle,губорь
119,Hügel::N,colle,пандыне
120,Hügel::N,collina,губорь
121,Hügel::N,collina,пандыне
122,Anhöhe::N,altura,губорь
123,Anhöhe::N,altura,пандыне
124,Berg::N,monte,пандо
125,Berg::N,montagna,пандо
126,Gipfel::N,cima,пря
127,Höhle::N,grotta,пещера
128,Höhle::N,caverna,пещера
129,Abhang::N,pendìo,пандочама
130,Quelle::N,sorgente,ушодкс
131,Bach::N,ruscello,чудикерькс
132,Fluss::N,fiume,лей
133,Ufer::N,riva,чире
134,Küste::N,costa,лейчире
135,Festland::N,terraferma,мода
136,Meer::N,mare,моря
137,Bucht::N,cala,усия
138,Insel::N,ìsola,усия
139,Blume::N,fiore,цеця
140,Gras::N,erba,тикше
141,Wurzel::N,radice,юр
142,Wurzel::N,radice,ундокс
143,Baum::N,àlbero,чувто
144,Stamm::N,tronco,рунго
145,Rinde::N,corteccia,суд
146,Rinde::N,corteccia,керь
147,Ast::N,ramo,морго
148,Zweig::N,ramo,тарад
149,Blatt::N,foglia,лопа
150,Birke::N,betulla,килей
151,Kiefer[Baum]::N,pino,пиче
152,Weide[Baum]::N,sàlice,каль
153,Tanne::N,abete,куз
154,Horn::N,corno,сюро
155,Feder::N,penna,толга
156,Fell::N,manto,пона
157,Fell::N,pelame,пона
158,Flügel::N,ala,сёлмо
159,Klaue::N,grinfia,кенже
160,Kralle::N,unghia,кенже
161,Kralle::N,artiglio,кенже
162,Schwanz::N,coda,пуло
163,Ei::N,uovo,ал
164,Nest::N,nido,пизэ
165,Bau::N,covo,варя
166,Bau::N,covo,пизе
167,Tier::N,bestia,ракша
168,Tier::N,animale,ракша
169,Herde::N,gregge,стада
170,Kuh::N,vacca,скал
171,Bulle::N,toro,бука
172,Pferd::N,cavallo,лишме
173,Schaf::N,pècora,реве
174,Schwein::N,porco,туво
175,Schwein::N,maiale,туво
176,Hund::N,cane,пине
177,Hund::N,cane,киска
178,Katze::N,gatta,псака
179,Bär::N,orso,овто
180,Eichhörnchen::N,scoiàttolo,ур
181,Elch::N,alce,сярдо
182,Fuchs::N,volpe,ривезь
183,Hase::N,lepre,нумоло
184,Maus::N,topo,чеерь
185,Maus::N,sorcio,чеерь
186,Wolf::N,lupo,верьгиз
187,Vogel::N,uccello,нармунь
188,Schwarm::N,stormo,полк
189,Schwarm::N,stormo,стада
190,Huhn::N,gallina,сараз
191,Hahn::N,gallo,атякш
192,Gans::N,oca,гала
193,Gans::N,oca,мацей
194,Adler::N,àquila,куцькан
195,Adler::N,àquila,тумоатякш
196,Ente::N,ànatra,яксярго
197,Eule::N,gufo,корж
198,Eule::N,civetta,корж
199,Kranich::N,gru,карго
200,Krähe::N,cornacchia,варака
201,Kuckuck::N,cuccù,куко
202,Kuckuck::N,cùculo,куко
203,Schwan::N,cigno,локсей
204,Fisch::N,pesce,кал
205,Barsch::N,pèrsico,окунь
206,Hecht::N,luccio,щука
207,Schlange[Tier]::N,serpente,гуй
208,Wurm::N,baco,сукс
209,Wurm::N,verme,сукс
210,Spinne::N,ragno,шанжав
211,Ameise::N,formica,коткудав
212,Laus::N,pidocchio,сий
213,Mücke::N,zanzara,сеське
214,Fliege::N,mosca,карво
215,Schmetterling::N,farfalla,нимиляв
216,Beere::N,bacca,умарь
217,Apfel::N,mela,умарь
218,Pilz::N,fungo,панго
219,Zwiebel::N,cipolla,чурька
220,Saat::N,semente,видьметь
221,Korn::N,grano,сюро
222,Heu::N,fieno,тикше
223,Schale::N,buccia,кедь
224,Schale::N,buccia,ваткавкс
225,Grube::N,cava,латко
226,Grube::N,fossa,латко
227,Falle::N,tràppola,тувор
228,Falle::N,tràppola,кундамка
229,Schlinge::N,laccio,килькш
230,Spur::N,traccia,челькс
231,Spur::N,traccia,пильгеки
232,Asche::N,cenere,кулов
233,Dreck::N,fango,рудаз
234,Eisen::N,ferro,кшни
235,Gold::N,oro,сырне
236,Silber::N,argento,сия
237,Kohle::N,carbone,сэдь
238,Kohle::N,carbone,уголия
239,Glas::N,vetro,сулика
240,Lehm::N,argilla,сёвонь
241,Sand::N,arena,човар
242,Sand::N,sabbia,човар
243,Mensch::N,uomo,ломань
244,Mensch::N,èssere umano,ломань
245,Mann::N,uomo,аля
246,Mann::N,uomo,цёраломань
247,Frau::N,donna,ава
248,Kind::N,bambino,эйкакш
249,Junge::N,ragazzo,цёрыне
250,Mädchen::N,ragazza,тейтерне
251,Familie::N,famiglia,семия
252,Großvater::N,nonno,покштя
253,Großmutter::N,nonna,баба
254,Eltern::N,genitori,тетят-ават
255,Vater::N,padre,тетя
256,Mutter::N,madre,ава
257,Sohn::N,figlio,цёра
258,Tochter::N,figlia,тейтерь
259,Bruder::N,fratello,леля
260,Bruder::N,fratello,ялакс
261,Schwester::N,sorella,сазор
262,Onkel::N,zio,леля
263,Tante::N,zia,патя
264,Ehemann::N,marito,мирде
265,Ehefrau::N,moglie,ни
266,Freude::N,gioia,кеняркс
267,Freude::N,piacere,кеняркс
268,Gelächter::N,risata,ракамо
269,Gelächter::N,risata,пейдема
270,Glück::N,felicità,уцяска
271,Kummer::N,afflizione,рискс
272,Kummer::N,afflizione,мелявкс
273,Wunsch::N,desiderio,мель
274,Wunsch::N,desiderio,бажамо
275,Lust::N,voglia,бажамо
276,Geist::N,mente,ойме
277,Geist::N,spìrito,ойме
278,Gedanke::N,idea,мель
279,Gedanke::N,pensiero,мель
280,Gedächtnis::N,memoria,мель
281,Verstand::N,intelletto,прев
282,Sinn::N,senso,толк
283,Sinn::N,senso,смысла
284,Sinn::N,significato,толк
285,Sinn::N,significato,смысла
286,Grund::N,causa,тувтал
287,Grund::N,motivo,тувтал
288,Grund::N,ragione,тувтал
289,Wahrheit::N,verità,видечи
290,Gespräch::N,discorso,кортнема
291,Gespräch::N,conversazione,кортнема
292,Märchen::N,fiaba,ёвкс
293,Märchen::N,fàvola,ёвкс
294,Erzählung::N,racconto,ёвтнема
295,Erzählung::N,narrazione,ёвтнема
296,Nachricht::N,messaggio,куля
297,Neuigkeit::N,notizia,куля
298,Name::N,nome,лем
299,Rätsel::N,indovinello,содамоёвкс
300,Rede::N,discorso,кортамо
301,Sprache::N,lingua,кель
302,Sprache::N,linguaggio,кель
303,Stimme::N,voce,ваигель
304,Wort::N,parola,вал
305,Zeichen::N,segno,теште
306,Zeichen::N,segnale,теште
307,Ruf::N,chiamata,тердема
308,Lärm::N,chiasso,шалнома
309,Lärm::N,strèpito,шалнома
310,Laut::N,suono,вайгель
311,Ton::N,tono,гайнема
312,Lied::N,canto,моро
313,Lied::N,canzone,моро
314,Ruhe::N,calma,оймамо
315,Ruhe::N,tranquillità,оймамо
316,Leute::N,gente,ломанть
317,Volk::N,pòpolo,народ
318,Arbeit::N,lavoro,тев
319,Gast::N,òspite,инже
320,Gast::N,invitato,инже
321,Geschenk::N,regalo,казне
322,Spiel::N,gioco,налксема
323,Gesellschaft::N,compagnìa,община
324,Hilfe::N,aiuto,лездамо
325,Hilfe::N,soccorso,лездамо
326,Freund::N,amico,оя
327,Freund::N,amico,ялга
328,Kamerad::N,camerata,оя
329,Kamerad::N,camerata,ялга
330,Angelegenheit::N,affare,тев
331,Angelegenheit::N,faccenda,тев
332,Anzahl::N,nùmero,ламоксчи
333,Anzahl::N,quantità,ламоксчи
334,Art::N,tipo,вид
335,Art::N,specie,вид
336,Stück::N,pezzo,пакш
337,Stück::N,pezzo,пелькс
338,Teil::N,parte,часть
339,Teil::N,parte,пелькс
340,Hälfte::N,metà,пель
341,Hälfte::N,metà,пелькс
342,Kreis::N,cìrcolo,кирькс
343,Kreuz::N,croce,крёст
344,Linie::N,lìnea,кикс
345,Strich::N,tratto,межа
346,Abstand::N,distanza,ютко
347,Entfernung::N,distanza,ютко
348,Entfernung::N,lontananza,ютко
349,Gegend::N,regione,тарка
350,Gegend::N,regione,пертьпелькс
351,Platz::N,posto,васолкс
352,Platz::N,spazio,васолкс
353,Ort::N,luogo,тарка
354,Ort::N,località,тарка
355,Seite::N,lato,ён
356,Seite::N,lato,чире
357,Seite::N,parte,ён
358,Seite::N,parte,чире
359,Mitte::N,mezzo,куншка
360,Mitte::N,centro,куншка
361,Gegenstand::N,oggetto,предмет
362,Sache::N,cosa,тев
363,Sache::N,cosa,веща
364,Rand::N,orlo,пе
365,Rand::N,orlo,чире
366,Rand::N,bordo,пе
367,Rand::N,bordo,чире
368,Kante::N,spìgolo,ирдез
369,Ecke::N,canto,ужо
370,Spitze::N,punta,пряне
371,Spitze::N,punta,пе
372,Ende::N,capo,пе
373,Ende::N,estremità,пе
374,Loch::N,buco,варя
375,Winkel::N,àngolo,ужо
376,Muster::N,disegno,сёрма
377,Größe::N,taglia,сэрь
378,Größe::N,taglia,покшолма
379,Größe::N,grandezza,сэрь
380,Größe::N,grandezza,покшолма
381,Länge::N,lunghezza,кувалмо
382,Höhe::N,altezza,сэрь
383,Höhe::N,altezza,пандо
384,Gewicht::N,peso,сталмо
385,Menge::N,quantità,лововкс
386,Haufen::N,cùmulo,мар
387,Haufen::N,cùmulo,валявкс
388,Haufen::N,mucchio,мар
389,Haufen::N,mucchio,валявкс
390,Reihe::N,fila,ряд
391,Boot::N,barca,венч
392,Boot::N,battello,венч
393,Ruder::N,remo,милё
394,Schlitten::N,slitta,нурдт
395,Ski::N,sci,сокс
396,Lagerfeuer::N,falò,толбандя
397,Lagerfeuer::N,fuoco di bivacco,толбандя
398,Last::N,càrico,сталмо
399,Last::N,càrico,кандома
400,Gang::N,andata,молема
401,Gang::N,andata,якамо
402,Schritt::N,passo,эскелькс
403,Norden::N,nord,якшамо ёнкс
404,Norden::N,settentrione,якшамо ёнкс
405,Süden::N,sud,лембе ёнкс
406,Süden::N,meridione,лембе ёнкс
407,Westen::N,òvest,чивалгома
408,Westen::N,occidente,чивалгома
409,Osten::N,est,чилисема
410,Osten::N,oriente,чилисема
411,Holz::N,legno,чувто
412,Brett::N,asse,лаз
413,Brett::N,tàvola,лаз
414,Platte::N,lastra,плита
415,Platte::N,piastra,плита
416,Stütze::N,supporto,неже
417,Stange::N,sbarra,олга
418,Stange::N,pèrtica,олга
419,Stock::N,verga,мандо
420,Stock::N,bastone,мандо
421,Stock::N,bacchetta,мандо
422,Stab::N,asta,олога
423,Rohr::N,tubo,турба
424,Haus::N,casa,кудо
425,Heim::N,casa,кудо
426,Ofen::N,stufa,каштомо
427,Fußboden::N,pavimento,киякс
428,Tisch::N,tàvolo,столь
429,Stuhl::N,sedia,стул
430,Wiege::N,culla,лавсь
431,Wiege::N,culla,нурямот
432,Bett::N,letto,ацамо
433,Regal::N,scaffale,лався
434,Regal::N,scaffale,лавсяланго
435,Kiste::N,cassa,горобия
436,Kiste::N,cassa,сундук
437,Fenster::N,finestra,вальма
438,Tür::N,porta,кенкш
439,Tor::N,portone,ортат
440,Zaun::N,recinto,пирявт
441,Zaun::N,recinto,пирвякс
442,Dach::N,tetto,кудопря
443,Leiter::N,scala,кузтема
444,Leiter::N,scala a pioli,кузтема
445,Besen::N,scopa,тенсть
446,Spaten::N,vanga,койме
447,Schaufel::N,pala,кече
448,Schaufel::N,pala,келей койме
449,Gabel::N,forchetta,сянгине
450,Löffel::N,cucchiaio,пенч
451,Messer::N,coltello,пеель
452,Nagel::N,chiodo,эске
453,Netz::N,rete,алтыма
454,Haken::N,uncino,кечказ
455,Griff::N,mànico,кедне
456,Griff::N,maniglia,кедне
457,Schloss::N,serratura,замок
458,Schloss::N,serratura,панжома
459,Bild::N,quadro,картина
460,Bild::N,immàgine,картина
461,Figur::N,figura,рунго
462,Puppe::N,bàmbola,няка
463,Beutel::N,borsa,кескав
464,Beutel::N,sacchetto,кескав
465,Bündel::N,fascio,керькс
466,Bündel::N,fagotto,керькс
467,Tasche::N,borsa,юдма
468,Eimer::N,secchio,ведра
469,Deckel::N,coperchio,велькс
470,Geschirr::N,stoviglie,кедьге
471,Sack::N,sacco,кескав
472,Tasse::N,tazza,чакш
473,Topf::N,pèntola,кастрюля
474,Kessel::N,paiolo,котёл
475,Kessel::N,calderone,котёл
476,Essen::N,pasto,ярсамо
477,Essen::N,mangiare,ярсамо
478,Nahrung::N,cibo,ярсамопель
479,Nahrung::N,alimento,ярсамопель
480,Speise::N,piatto,ярсамопель
481,Fleisch::N,carne,сывель
482,Getreide::N,cereali,сюро
483,Brei::N,purè,каша
484,Brei::N,pappa,каша
485,Brot::N,pane,кши
486,Scheibe::N,fetta,кочом
487,Scheibe::N,fetta,сускомо
488,Scheibe::N,trancia,кочом
489,Scheibe::N,trancia,сускомо
490,Fett::N,grasso,куя
491,Butter::N,burro,ой
492,Öl::N,olio,ой
493,Salz::N,sale,сал
494,Suppe::N,zuppa,ям
495,Suppe::N,minestra,ям
496,Honig::N,miele,медь
497,Milch::N,latte,ловсо
498,Tee::N,tè,чай
499,Leder::N,pelle,киське
500,Wolle::N,lana,пона
501,Stoff::N,panno,коцт
502,Stoff::N,tessuto,коцт
503,Nadel::N,ago,салмукс
504,Faden::N,filo,суре
505,Knopf::N,bottone,пов
506,Knoten::N,nodo,сюлмо
507,Farbe::N,pittura,артомапель
508,Kleidung::N,vestiti,оршамот
509,Kleidung::N,vestiario,оршамот
510,Hemd::N,camicia,панар
511,Kragen::N,bàvero,сиве
512,Kragen::N,colletto,сиве
513,Ärmel::N,mànica,ожа
514,Hose::N,calzoni,понкст
515,Gürtel::N,cintura,каркс
516,Mütze::N,berretto,чапка
517,Schuh::N,scarpa,туфля
518,Stiefel::N,stivale,кем
519,Ring::N,anello,суркс
520,Band::N,nastro,лента
521,Band::N,fettuccia,лента
522,Kamm::N,pèttine,сурсеме
523,Spiegel::N,specchio,чавачамо
524,Riemen::N,cinghia,кшнань каркс
525,Schnur::N,corda,пикс
526,Leine::N,guinzaglio,ведьме
527,Decke::N,coperta,вельтямо
528,Kissen::N,cuscino,тодов
529,Kissen::N,guanciale,тодов
530,Tuch::N,fazzoletto,паця
531,Handtuch::N,asciugamano,нардамо
532,Kraft::N,forza,вий
533,Stärke::N,forza,виевчи
534,Stärke::N,vigore,виевчи
535,Stärke::N,fortezza,виевчи
536,Gesundheit::N,salute,шумбрачи
537,Krankheit::N,malattìa,орма
538,Krankheit::N,malattìa,сэредема
539,Schmerz::N,dolore,сэредькс
540,Wunde::N,piaga,керявкс
541,Wunde::N,ferita,керявкс
542,Fieber::N,febbre,маштыкс
543,Arznei::N,fàrmaco,ормаменькс
544,Arznei::N,medicina,ормаменькс
545,Brücke::N,ponte,сэдь
546,Brücke::N,ponte,мадамо
547,Brunnen::N,pozzo,лисьма
548,Weide::N,pàscolo,ракшань ванома тарка
549,Pfad::N,sentiero,ян
550,Weg::N,via,ки
551,Weg::N,cammino,ки
552,Straße::N,strada,ки
553,Dorf::N,paese,веле
554,Dorf::N,villaggio,веле
555,Stadt::N,città,ош
556,Brief::N,lèttera,сёрма
557,Buch::N,libro,книга
558,Buchstabe::N,lèttera,буква
559,Zeitung::N,giornale,газета
560,Leben::N,vita,эрямо
561,Tod::N,morte,кулома
562,Grab::N,tomba,калмо
563,Grab::N,sepolcro,калмо
564,Kirche::N,chiesa,церькова
565,Sünde::N,peccato,чумочи
566,Gott::N,dio,паз
567,Arbeiter::N,operaio,робочей
568,Arbeiter::N,lavoratore,робочей
569,Chef::N,capo,прявт
570,Chef::N,padrone,прявт
571,Meister::N,mastro,кол тевень тенця
572,Meister::N,maestro,кол тевень тенця
573,Arzt::N,mèdico,врач
574,Arzt::N,dottore,врач
575,Lehrer::N,professore,учитель
576,Lehrer::N,professore,тонавтыця
577,Geld::N,soldi,ярмак
578,Geld::N,denaro,ярмак
579,Geschäft::N,affare,ладязь тев
580,Geschäft::N,negozio,ладязь тев
581,Laden::N,negozio,лавка
582,Preis::N,prezzo,питне
583,Ware::N,merce,миевкс
584,Ware::N,merce,рамавкс
585,Nutzen::N,ùtile,паро
586,Nutzen::N,ùtile,лезэ
587,Nutzen::N,profitto,паро
588,Nutzen::N,profitto,лезэ
589,Reichtum::N,ricchezza,сюпавчи
590,Welt::N,mondo,мир
591,Welt::N,mondo,мастор ланго
592,Land::N,paese,мастор
593,Staat::N,Stato,государства
594,König::N,re,король
595,Macht::N,potere,азорксчи
596,Grenze::N,confine,буен тешкс
597,Grenze::N,frontiera,буен тешкс
598,Krieg::N,guerra,война
599,Feind::N,nemico,душман
600,Gewalt::N,violenza,нарьгамо
601,Kampf::N,lotta,тюрема
602,Bogen[Waffe]::N,arco,нал
603,Pfeil::N,freccia,нал
604,Gewehr::N,fucile,ружия
605,Gewehr::N,fucile,винтовка
606,Fehler::N,errore,ильведькс
607,Fehler::N,errore,ильведевкс
608,Fehler::N,sbaglio,ильведькс
609,Fehler::N,sbaglio,ильведевкс
610,Lüge::N,bugìa,манчема
611,Lüge::N,bugìa,кенгелема
612,Lüge::N,menzogna,манчема
613,Lüge::N,menzogna,кенгелема
614,Schaden::N,danno,зыян
615,Unglück::N,sfortuna,зыян
616,Schuld::N,colpa,чумочи
617,Alter::N,età,шка
618,Schluss::N,fine,пе
619,Zeit::N,tempo,шка
620,Zeit::N,tempo,пинге
621,Tag::N,giorno,чи
622,Tag::N,giornata,чи
623,Morgen::N,mattina,валске
624,Mittag::N,mezzogiorno,чикуншка
625,Abend::N,sera,чокшнэ
626,Abend::N,serata,чокшнэ
627,Nacht::N,notte,ве
628,Woche::N,settimana,недля
629,Monat::N,mese,ков
630,Jahr::N,anno,ие
631,Frühling::N,primavera,тундо
632,Sommer::N,estate,кизэ
633,Herbst::N,autunno,сёксь
634,Winter::N,inverno,теле
635,Januar::N,gennaio,якшамков
636,Februar::N,febbraio,февраль
637,März::N,marzo,март
638,April::N,aprile,апрель
639,Mai::N,maggio,май
640,Juni::N,giugno,июнь
641,Juli::N,luglio,июль
642,August::N,agosto,август
643,September::N,settembre,сентября
644,Oktober::N,ottobre,октября
645,November::N,novembre,ноября
646,Dezember::N,dicembre,декабря
647,Montag::N,lunedì,пондельник
648,Dienstag::N,martedì,овторник
649,Mittwoch::N,mercoledì,серёда
650,Donnerstag::N,giovedì,цетьверьг
651,Freitag::N,venerdì,пеця
652,Samstag::N,sàbato,субута
653,Samstag::N,sàbato,шлямочи
654,Sonntag::N,domenica,недлячи
655,groß::A,grande,ине
656,groß::A,grande,покш
657,klein::A,pìccolo,вишка
658,lang::A,lungo,кувака
659,kurz::A,corto,нурькине
660,breit::A,largo,келей
661,schmal::A,stretto,теине
662,dicht::A,denso,тусто
663,dick[Gegenstand]::A,spesso,эчке
664,dünn::A,sottile,човине
665,fein::A,fine,човине
666,fein::A,delicato,човине
667,fest::A,sodo,кеме
668,fest::A,fisso,кеме
669,flach::A,piano,лапужа
670,flach::A,piatto,лапужа
671,glatt::A,liscio,валаня
672,hart::A,duro,калгодо
673,weich::A,molle,чевте
674,rund::A,rotondo,кеверь
675,spitz::A,aguzzo,пшти
676,spitz::A,appuntito,пшти
677,scharf::A,affilato,пшти
678,scharf::A,tagliente,пшти
679,stumpf::A,smussato,ношка
680,schwer::A,pesante,стака
681,schön::A,bello,мазый
682,heiß::A,caldo,пси
683,heiß::A,bollente,пси
684,warm::A,caldo,лембе
685,kalt::A,freddo,якшамо
686,kühl::A,fresco,экше
687,frisch::A,fresco,свежа
688,feucht::A,ùmido,летьке
689,nass::A,bagnato,начко
690,trocken::A,secco,коське
691,voll::A,pieno,пешксе
692,leer::A,vuoto,чаво
693,offen::A,aperto,панжадо
694,offen::A,aperto,виде
695,geschlossen::A,chiuso,пекстазь
696,geschlossen::A,chiuso,сёлгозь
697,sauber::A,netto,ванькс
698,sauber::A,pulito,ванькс
699,schmutzig::A,sporco,ливезев
700,schmutzig::A,sùdicio,ливезев
701,roh::A,crudo,верек
702,reif::A,maturo,кенерезь
703,lecker::A,ghiotto,тантей
704,lecker::A,squisito,тантей
705,süß::A,dolce,ламбамо
706,bitter::A,amaro,сэпей
707,sauer::A,aspro,чапамо
708,sauer::A,acerbo,чапамо
709,hell::A,chiaro,валдо
710,dunkel::A,buio,чопода
711,dunkel::A,oscuro,чопода
712,schwarz::A,nero,раужо
713,weiß::A,bianco,ашо
714,rot::A,rosso,якстере
715,gelb::A,giallo,ожо
716,blau::A,blu,сэнь
717,blau::A,azzurro,сэнь
718,grün::A,verde,пиже
719,grau::A,grigio,шержев
720,bunt::A,variopinto,сёрмав
721,billig::A,a buon prezzo,аволь питней
722,billig::A,a buon mercato,аволь питней
723,teuer::A,caro,питней
724,wertvoll::A,prezioso,питней
725,blind::A,cieco,сокор
726,taub::A,sordo,амариця
727,kräftig::A,forte,пек виев
728,kräftig::A,robusto,пек виев
729,stark::A,forte,виев
730,stark::A,vigoroso,виев
731,schwach::A,dèbole,лавшо
732,fett::A,grasso,куя
733,schlank::A,snello,виде ронга
734,schlank::A,slanciato,виде ронга
735,hübsch::A,bello,мазый
736,hübsch::A,carino,мазый
737,böse::A,cattivo,кежей
738,dumm::A,stùpido,чавола
739,dumm::A,stùpido,превтеме
740,faul::A,pigro,нузякс
741,fleißig::A,diligente,мелень путыця
742,geizig::A,avaro,скупой
743,klug::A,intelligente,превей
744,geschickt::A,àbile,маштозь теезь
745,lieb::A,caro,вадря
746,lustig::A,gaio,весёла
747,lustig::A,allegro,весёла
748,sanft::A,dolce,сэтьме
749,hungrig::A,affamato,вачо
750,krank::A,malato,сэредиця
751,krank::A,infermo,сэредиця
752,nackt::A,nudo,штапо
753,traurig::A,triste,нусманя
754,lebendig::A,vivo,эриця
755,gut::A,buono,паро
756,schlecht::A,cattivo,берянь
757,richtig::A,giusto,виде
758,schlimm::A,grave,берянь
759,wahr::A,vero,алкуксонь
760,alt::A,vecchio,ташто
761,neu::A,nuovo,од
762,ehemalig::A,vecchio,икелень
763,ehemalig::A,d'una_volta,икелень
764,alt[Lebewesen]::A,anziano,сыре
765,jung::A,giovane,од
766,arm::A,pòvero,кажов
767,reich::A,ricco,сюпав
768,bekannt::A,noto,содавикс
769,bekannt::A,conosciuto,содавикс
770,berühmt::A,famoso,содавикс
771,berühmt::A,cèlebre,содавикс
772,fremd::A,estràneo,лия
773,fremd::A,estràneo,асодавикс
774,fremd::A,straniero,лия
775,fremd::A,straniero,асодавикс
776,verschieden::A,diverso,эрьва
777,verschieden::A,differente,эрьва
778,nah::A,vicino,а васолонь
779,nah::A,propinquo,а васолонь
780,fern::A,lontano,умонь
781,fern::A,lontano,кезэрень
782,linker::A,sinistro,керш
783,rechter::A,destro,вить
784,anderer::A,altro,лия
785,erster::A,primo,васень
786,erster::A,primo,васенце
787,zweiter::A,secondo,омбоце
788,dritter::A,terzo,колмоце
789,letzter::A,ùltimo,меельце
790,allein::ADV,solo,башка
791,allein::ADV,solo,ськамонзо
792,allein::ADV,da solo,башка
793,allein::ADV,da solo,ськамонзо
794,auf einmal::ADV,insieme,вейсэ
795,zusammen::ADV,insieme,вейс
796,zusammen::ADV,insieme,вейсэ
797,lange::ADV,a lungo,кувать
798,plötzlich::ADV,all'improvviso,апак учо
799,sofort::ADV,sùbito,курок
800,sofort::ADV,sùbito,нейке
801,sofort::ADV,all'istante,курок
802,sofort::ADV,all'istante,нейке
803,später::ADV,più tardi,мейле
804,jetzt::ADV,ora,ней
805,jetzt::ADV,adesso,ней
806,heute::ADV,oggi,течи
807,morgen::ADV,domani,ванды
808,bald::ADV,presto,курок
809,bald::ADV,tra poco,курок
810,dann::ADV,allora,мейле
811,dann::ADV,allora,седе мейле
812,gestern::ADV,ieri,исяк
813,einst::ADV,prima,весть
814,einst::ADV,prima,зярдо-бути
815,einst::ADV,un tempo,весть
816,einst::ADV,un tempo,зярдо-бути
817,damals::ADV,allora,сестэ
818,danach::ADV,poi,мейле
