,Concept_ID,cs,ta
76,Schatten::N,stín,நிழல்
77,Wetter::N,počasí,வானிலை
78,Nebel::N,mlha,பனிமூட்டம்
79,Wolke::N,mrak,மேகம்
80,Wolke::N,oblak,மேகம்
81,Regen::N,déšť,மழை
82,Schnee::N,sníh,உறைபனி
83,Eis::N,led,பனிக்கட்டி
84,Frost::N,mráz,உறைபனி
85,Kälte::N,chlad,குளிர்ந்த
86,Hitze::N,horko,சூடு
87,Raureif::N,jinovatka,உறைபனி வெண்திரை
88,Regenbogen::N,duha,வானவில்
89,Donner::N,hrom,இடி
90,Strömung::N,proudění,நீரோட்டம்
91,Tropfen::N,kapka,துளி
92,Schaum::N,pěna,நுரை
93,Schmutz::N,špína,அழுக்கு
94,See::N,jezero,ஏரி
95,Sumpf::N,močál,சதுப்பு நிலம்
96,Sumpf::N,bažina,சதுப்பு நிலம்
97,Moor::N,bažina,முட்புதற்காடு
98,Moor::N,slatina,முட்புதற்காடு
99,Wiese::N,louka,பசும் புல்தரை
100,Wald::N,les,காடு
101,Hügel::N,kopec,குன்று
102,Anhöhe::N,pahorek,பதுக்கை
103,Berg::N,hora,மலை
104,Gipfel::N,vrchol,உச்சி மாநாடு
105,Höhle::N,jeskyně,குகை
106,Abhang::N,svah,சரிவு
107,Abhang::N,stráň,சரிவு
108,Quelle::N,pramen,மூலம்
109,Bach::N,potok,ஓடை
110,Fluss::N,řeka,ஆறு
111,Ufer::N,břeh,நீர்க்கரை
112,Küste::N,pobřeží,கடற்கரை
113,Festland::N,souš,நிலம்
114,Festland::N,pevnina,நிலம்
115,Meer::N,moře,கடல்
116,Bucht::N,záliv,சிறுகுடா
117,Bucht::N,zátoka,சிறுகுடா
118,Insel::N,ostrov,தீவு
119,Blume::N,květina,பூ
120,Gras::N,tráva,புல்தரை
121,Wurzel::N,kořen,வேர்
122,Baum::N,strom,மரம்
123,Stamm::N,kmen,அடிமரம்
124,Rinde::N,kůra,பட்டை
125,Rinde::N,kůra,மரப்பட்டை
126,Ast::N,větev,கினை
127,Zweig::N,větev,குச்சி
128,Blatt::N,lupen,இலை
129,Birke::N,bříza,பிர்ச் மரம்
130,Kiefer[Baum]::N,sosna,தேவதாரு மரம்
131,Kiefer[Baum]::N,borovice,தேவதாரு மரம்
132,Weide[Baum]::N,vrba,மர வகைகளுள் ஒன்று
133,Tanne::N,jedle,சாதிக்கய்
134,Horn::N,roh,கொம்பு
135,Feder::N,pero,இறகு
136,Fell::N,srst,மென்முடி
137,Flügel::N,křídlo,இறக்கை
138,Klaue::N,dráp,நகம்
139,Klaue::N,pazneht,நகம்
140,Kralle::N,dráp,நகம்
141,Schwanz::N,ocas,வால்
142,Ei::N,vejce,முட்டை
143,Nest::N,hnízdo,கூடு
144,Bau::N,nora,குகை
145,Tier::N,zvíře,விலங்கு
146,Herde::N,stádo,கூட்டம்
147,Kuh::N,kráva,பசு
148,Bulle::N,býk,காளை
149,Pferd::N,kůň,குதிரை
150,Schaf::N,ovce,செம்மறிஆடு
151,Schwein::N,vepř,பன்றி
152,Schwein::N,prase,பன்றி
153,Hund::N,pes,நாய்
154,Katze::N,kočka,பூனை
155,Bär::N,medvěd,கரடி
156,Eichhörnchen::N,veverka,அணில்
157,Elch::N,los,கடம்பை
158,Fuchs::N,liška,நரி
159,Hase::N,zajíc,முயல்
160,Maus::N,myš,எலி
161,Wolf::N,vlk,ஓநாய்
162,Vogel::N,pták,பறவை
163,Schwarm::N,roj,தொகுதி
164,Schwarm::N,hejno,தொகுதி
165,Huhn::N,kuře,கோழிக்குஞசு
166,Huhn::N,slepice,கோழிக்குஞசு
167,Hahn::N,kohout,சேவல்
168,Gans::N,husa,பெண் வாத்து
169,Adler::N,orel,பருநது
170,Ente::N,kachna,வாத்து
171,Eule::N,sova,ஆந்தை
172,Kranich::N,jeřáb,நாரை
173,Krähe::N,vrána,காகம்
174,Kuckuck::N,kukačka,குயில்
175,Schwan::N,labuť,அன்னம்
176,Fisch::N,ryba,மீன்
177,Barsch::N,okoun,பேர்ச்
178,Hecht::N,štika,கோலாச்சி மீன்
179,Schlange[Tier]::N,had,பாம்பு
180,Wurm::N,červ,புழு
181,Spinne::N,pavouk,சிலந்தி
182,Ameise::N,mravenec,எறும்பு
183,Laus::N,veš,பேன்
184,Mücke::N,komár,கொசுவினப்பூச்சி
185,Fliege::N,moucha,ஈ
186,Schmetterling::N,motýl,வண்ணத்துப்பூச்சி
187,Beere::N,bobule,சதைப்பழம்
188,Apfel::N,jablko,ஆப்பிள பழம்
189,Pilz::N,houba,காளான்
190,Zwiebel::N,cibule,வெங்காயம்
191,Saat::N,osivo,விதை
192,Korn::N,zrno,தானியம்
193,Heu::N,seno,வைக்கோல்
194,Schale::N,slupka,தோல்
195,Schale::N,skořápka,தோல்
196,Grube::N,jáma,குழி
197,Falle::N,past,பொறி
198,Falle::N,léčka,பொறி
199,Schlinge::N,smyčka,கண்ணி
200,Spur::N,stopa,சுவடு
201,Asche::N,popel,சாம்பல்
202,Dreck::N,špína,அழுக்கு
203,Eisen::N,železo,இரும்பு
204,Gold::N,zlato,தங்கம்
205,Silber::N,stříbro,வெள்ளி
206,Kohle::N,uhlí,நிலக்கரி
207,Glas::N,sklo,கண்ணாடி
208,Lehm::N,jíl,களிமண்
209,Lehm::N,hlína,களிமண்
210,Sand::N,písek,மணல்
211,Mensch::N,člověk,மனிதர்கள்
212,Mann::N,muž,மனிதன்
213,Frau::N,žena,பெண்
214,Kind::N,dítě,குழந்தை
215,Junge::N,hoch,பையன்
216,Junge::N,chlapec,பையன்
217,Mädchen::N,děvče,சிறுமி
218,Familie::N,rodina,குடும்பம்
219,Großvater::N,děd,தாத்தா
220,Großvater::N,dědeček,தாத்தா
221,Großmutter::N,babička,பாட்டி
222,Eltern::N,rodiče,பெற்றோர்
223,Vater::N,otec,தந்தை
224,Mutter::N,matka,தாய்
225,Sohn::N,syn,மகன்
226,Tochter::N,dcera,மகள்
227,Bruder::N,bratr,சகோதரன்
228,Schwester::N,sestra,அக்கா
229,Onkel::N,strýc,தாய் மாமன்
230,Tante::N,teta,அத்தை
231,Ehemann::N,choť,கணவன்
232,Ehemann::N,manžel,கணவன்
233,Ehefrau::N,choť,மனைவி
234,Ehefrau::N,manželka,மனைவி
235,Freude::N,radost,கொண்டாட்டம்
236,Gelächter::N,smích,சிரிப்பு
237,Glück::N,štěstí,மகிழ்ச்சி
238,Kummer::N,žal,துயரம்
239,Kummer::N,trápení,துயரம்
240,Wunsch::N,přání,விருப்பம்
241,Lust::N,chuť,விருப்பம்
242,Geist::N,duch,ஆன்மா
243,Gedanke::N,myšlenka,எண்ணம்
244,Gedächtnis::N,paměť,ஞாபகம்
245,Verstand::N,rozum,மனம்
246,Sinn::N,smysl,அர்த்தம்
247,Grund::N,důvod,காரணம்
248,Wahrheit::N,pravda,உண்நை
249,Gespräch::N,rozhovor,பெசு
250,Märchen::N,pohádka,நம்பத்தகாத கதை
251,Erzählung::N,povídka,கதை
252,Nachricht::N,zpráva,செய்தி
253,Neuigkeit::N,novina,செய்தி
254,Neuigkeit::N,novinka,செய்தி
255,Name::N,jméno,பெயர்
256,Rätsel::N,hádanka,புதிர்
257,Rede::N,řeč,பேச்சு
258,Rede::N,proslov,பேச்சு
259,Sprache::N,řeč,மொழி
260,Sprache::N,jazyk,மொழி
261,Stimme::N,hlas,குரல்
262,Wort::N,slovo,வார்த்தை
263,Zeichen::N,znamení,குறி
264,Ruf::N,zavolání,அழைப்பு
265,Lärm::N,hluk,சத்தம்
266,Laut::N,zvuk,ஒலி
267,Ton::N,tón,குரல்
268,Lied::N,píseň,பாட்டு
269,Ruhe::N,klid,அமைதி
270,Ruhe::N,pokoj,அமைதி
271,Leute::N,lidé,மக்கள்
272,Volk::N,národ,மக்கள்
273,Arbeit::N,práce,வேலை
274,Gast::N,host,விருந்தாளி
275,Geschenk::N,dar,பரிசுப் பொருள்
276,Spiel::N,hra,விளையாட்டு
277,Gesellschaft::N,společnost,சமுதாயம்
278,Hilfe::N,pomoc,உதவி
279,Freund::N,přítel,நண்பன்
280,Kamerad::N,kamarád,உடனிருப்பவன்
281,Angelegenheit::N,záležitost,செய்தி
282,Anzahl::N,počet,எண்ணிக்கை
283,Art::N,druh,வகை
284,Stück::N,kus,துண்டம்
285,Stück::N,kousek,துண்டம்
286,Teil::N,díl,பகுதி
287,Teil::N,část,பகுதி
288,Hälfte::N,půl,பாதி
289,Kreis::N,kruh,வட்டம்
290,Kreuz::N,kříž,சிலுவை
291,Linie::N,linka,கோடு
292,Strich::N,čára,வாத நோய்
293,Strich::N,čárka,வாத நோய்
294,Abstand::N,vzdálenost,இடைவெளி
295,Entfernung::N,vzdálenost,தூரம்
296,Gegend::N,krajina,வட்டாரம்
297,Platz::N,prostor,வெற்றிடம்
298,Ort::N,místo,இடம்
299,Seite::N,strana,பக்கம்
300,Mitte::N,střed,இடைப்பகுதி
301,Mitte::N,prostředek,இடைப்பகுதி
302,Gegenstand::N,předmět,உருப்படி
303,Sache::N,věc,பொருள்
304,Rand::N,kraj,தொங்கு
305,Rand::N,okraj,தொங்கு
306,Kante::N,hrana,விளிம்பு
307,Ecke::N,roh,மூலை
308,Spitze::N,hrot,முனை
309,Spitze::N,špička,முனை
310,Ende::N,konec,முடிவு
311,Loch::N,díra,துளை
312,Winkel::N,kout,கோணம்
313,Muster::N,vzor,பாங்கு
314,Größe::N,velikost,அளவு
315,Länge::N,délka,நீளம்
316,Höhe::N,výška,உயரம்
317,Gewicht::N,váha,எடை
318,Menge::N,množství,தொகை
319,Haufen::N,kupa,குவியல்
320,Haufen::N,hromada,குவியல்
321,Reihe::N,řada,வரிசை
322,Reihe::N,řádek,வரிசை
323,Boot::N,člun,படகு
324,Ruder::N,veslo,துடுப்பு
325,Schlitten::N,sáně,சகடையிலா வண்டி
326,Ski::N,lyže,பனிச் சறுக்கல்
327,Lagerfeuer::N,táborák,மூட்டம்
328,Last::N,náklad,பாரம்
329,Last::N,břemeno,பாரம்
330,Gang::N,chůze,நடை
331,Gang::N,chodba,நடை
332,Schritt::N,krok,காலடி
333,Norden::N,sever,வடக்கு
334,Süden::N,jih,தெற்கு
335,Westen::N,západ,மேற்கு திசை
336,Osten::N,východ,கிழக்கு
337,Holz::N,dřevo,மரக்கட்டை
338,Brett::N,prkno,பலகை
339,Platte::N,deska,பலகம்
340,Stütze::N,opěra,அடைப்புகன்
341,Stange::N,tyč,கம்பம்
342,Stange::N,tyčka,கம்பம்
343,Stock::N,hůlka,குச்சி
344,Stab::N,hůl,கம்பு
345,Rohr::N,trubka,குழாய்
346,Haus::N,dům,வீடு
347,Heim::N,domov,வீடு
348,Ofen::N,kamna,அடுப்பு
349,Fußboden::N,podlaha,தரை
350,Tisch::N,stůl,மேசை
351,Stuhl::N,židle,நாற்காலி
352,Wiege::N,kolébka,தொட்டில்
353,Bett::N,postel,படுக்கை
354,Regal::N,regál,அலமாரி
355,Regal::N,police,அலமாரி
356,Kiste::N,bedna,பெட்டி
357,Fenster::N,okno,சாளரம்
358,Tür::N,dveře,கதவு
359,Tor::N,vrata,வாசற்கதவு
360,Zaun::N,plot,வேலி
361,Dach::N,střecha,கூரை
362,Leiter::N,žebřík,ஏணி
363,Besen::N,koště,விளக்குமாறு
364,Besen::N,smeták,விளக்குமாறு
365,Spaten::N,rýč,மண்வெட்டி
366,Schaufel::N,lopata,அடிதண்டா
367,Gabel::N,vidlička,முட்கரண்டி
368,Löffel::N,lžíce,கரண்டி
369,Messer::N,nůž,கத்தி
370,Nagel::N,hřebík,ஆணி
371,Netz::N,síť,வலை
372,Haken::N,hák,கொக்கி
373,Griff::N,držadlo,கைப்பிடி
374,Schloss::N,zámek,பூட்டு
375,Bild::N,obraz,படம்
376,Figur::N,figura,எண்ணிக்கை
377,Puppe::N,panenka,பொம்மை
378,Beutel::N,pytlík,பை
379,Bündel::N,svazek,பொதி
380,Tasche::N,taška,பை
381,Tasche::N,brašna,பை
382,Eimer::N,kýbl,வாளி
383,Eimer::N,vědro,வாளி
384,Deckel::N,víko,உறை
385,Deckel::N,příklop,உறை
386,Geschirr::N,nádobí,பாத்திரம்
387,Sack::N,pytel,பை
388,Tasse::N,šálek,கிண்ணம்
389,Topf::N,hrnec,பானை
390,Kessel::N,kotel,கெண்டி
391,Essen::N,jídlo,உணவருந்துதல்
392,Nahrung::N,strava,உணவு
393,Nahrung::N,potrava,உணவு
394,Speise::N,jídlo,உணவு வகை
395,Fleisch::N,maso,இறைச்சி
396,Getreide::N,obilí,மக்காச்சோளம்
397,Brei::N,kaše,கஞ்சி
398,Brot::N,chléb,ரொட்டி
399,Scheibe::N,krajíc,துண்டு
400,Fett::N,tuk,கொழுப்பு
401,Fett::N,omastek,கொழுப்பு
402,Butter::N,máslo,வெண்ணெய்
403,Öl::N,olej,எண்ணெய்
404,Salz::N,sůl,உப்பு
405,Suppe::N,polévka,ரசம்
406,Honig::N,med,தேன்
407,Milch::N,mléko,பால்
408,Tee::N,čaj,தெனீர்
409,Leder::N,kůže,பதம் செய்யப்பட்ட தோல்
410,Wolle::N,vlna,கம்பளி
411,Stoff::N,látka,துணி
412,Nadel::N,jehla,ஊசி
413,Faden::N,nit,நூல்
414,Knopf::N,knoflík,பொத்தான்
415,Knoten::N,uzel,முடிச்சு
416,Farbe::N,barva,வண்ணக் குழம்பு
417,Kleidung::N,šaty,ஆடைகள்
418,Kleidung::N,šatstvo,ஆடைகள்
419,Hemd::N,košile,சட்டை
420,Kragen::N,límec,கழுத்துப் பட்டை
421,Ärmel::N,rukáv,சட்டைக்கை
422,Hose::N,kalhoty,கால்சட்டை
423,Gürtel::N,pás,பெல்ட்
424,Gürtel::N,opasek,பெல்ட்
425,Mütze::N,čepice,தொப்பி
426,Schuh::N,bota,காலணி
427,Stiefel::N,holínka,காலணி
428,Ring::N,prsten,மோதிரம்
429,Band::N,pásek,நாடா
430,Kamm::N,hřeben,கீப்பு
431,Spiegel::N,zrcadlo,ஆடி
432,Spiegel::N,zrcadlo,கண்ணாடி
433,Riemen::N,řemen,வார்
434,Schnur::N,šňůra,கயிறு
435,Leine::N,vodítko,தோல்வார்
436,Decke::N,pokrývka,போர்வை
437,Decke::N,přikrývka,போர்வை
438,Kissen::N,polštář,தலையணை
439,Tuch::N,šátek,துணி
440,Handtuch::N,ručník,தண்டு
441,Kraft::N,síla,நிர்பந்தம்
442,Stärke::N,síla,பலம்
443,Gesundheit::N,zdraví,ஆரோக்கியம்
444,Krankheit::N,nemoc,நோய்
445,Krankheit::N,choroba,நோய்
446,Schmerz::N,bolest,வலி
447,Wunde::N,rána,காயம்
448,Fieber::N,horečka,காய்ச்சல்
449,Arznei::N,lék,மருந்து
450,Brücke::N,most,பாலம்
451,Brunnen::N,studna,கேணி
452,Weide::N,pastva,மேய்ச்சல் நிலம்
453,Weide::N,pastvina,மேய்ச்சல் நிலம்
454,Pfad::N,pěšina,நடை வழி
455,Weg::N,cesta,வழி
456,Straße::N,silnice,சாலை
457,Dorf::N,vesnice,கிராமம்
458,Stadt::N,město,நகரம்
459,Brief::N,dopis,கடிதம்
460,Buch::N,kniha,புத்தகம்
461,Buchstabe::N,písmeno,எழத்து
462,Zeitung::N,noviny,செய்தித்தாள்
463,Leben::N,život,வாழ்க்கை
464,Tod::N,smrt,மரணம்
465,Grab::N,hrob,சமாதி
466,Kirche::N,kostel,தேவாலயம்
467,Sünde::N,hřích,பாவம்
468,Gott::N,bůh,கடவுள்
469,Arbeiter::N,dělník,தொழிலாளி
470,Arbeiter::N,pracovník,தொழிலாளி
471,Chef::N,šéf,மேலாளர்
472,Chef::N,vedoucí,மேலாளர்
473,Meister::N,mistr,தலைவன்
474,Arzt::N,lékař,மருத்துவர்
475,Lehrer::N,učitel,ஆசிரியர்
476,Geld::N,peníze,பணம்
477,Geschäft::N,obchod,வாணிபம்
478,Laden::N,krám,கடை
479,Preis::N,cena,விலை
480,Ware::N,zboží,சாமன்கள்
481,Nutzen::N,užitek,இலாபம்
482,Reichtum::N,bohatství,சொத்து
483,Welt::N,svět,உலகம்
484,Land::N,země,நாடு
485,Staat::N,stát,நாடு
486,König::N,král,அரசன்
487,Macht::N,moc,அதிகாரம்
488,Macht::N,mocnost,அதிகாரம்
489,Grenze::N,hranice,எல்லை
490,Krieg::N,válka,போர்
491,Feind::N,nepřítel,எதிரி
492,Gewalt::N,násilí,வன்முறை
493,Kampf::N,boj,போராட்டம்
494,Bogen[Waffe]::N,luk,வில்
495,Pfeil::N,šíp,அம்பு
496,Gewehr::N,puška,துப்பாக்கி
497,Gewehr::N,ručnice,துப்பாக்கி
498,Fehler::N,chyba,தவறு
499,Lüge::N,lež,பொய்
500,Schaden::N,škoda,சேதாரம்
501,Unglück::N,neštěstí,இடையூறு
502,Schuld::N,vina,குற்றம்
503,Alter::N,věk,வயது
504,Schluss::N,konec,முடிவு
505,Zeit::N,čas,காலம்
506,Tag::N,den,நாள்
507,Morgen::N,ráno,காலை நேரம்
508,Morgen::N,jitro,காலை நேரம்
509,Mittag::N,poledne,மதியம்
510,Abend::N,večer,மாலைப் பொழுது
511,Nacht::N,noc,இரவு
512,Woche::N,týden,வாரம்
513,Monat::N,měsíc,மாதம்
514,Jahr::N,rok,வருடம்
515,Frühling::N,jaro,வசந்தம்
516,Sommer::N,léto,கோடை
517,Herbst::N,podzim,இலையுதிர் காலம்
518,Winter::N,zima,குளிர்காலம்
519,Januar::N,leden,ஜனவரி
520,Februar::N,únor,பிபரவரி மாதம்
521,März::N,březen,மார்ச் மாதம்
522,April::N,duben,ஏப்ரல் மாதம்
523,Mai::N,květen,மே மாதம்
524,Juni::N,červen,ஜூன் மாதம்
525,Juli::N,červenec,ஜூலை மாதம்
526,August::N,srpen,ஆகஸ்ட் மாதம்
527,September::N,září,செப்டம்பர் மாதம்
528,Oktober::N,říjen,அக்டோபர் மாதம்
529,November::N,listopad,நவம்பர் மாதம்
530,Dezember::N,prosinec,டிசம்பர்
531,Montag::N,pondělí,திங்கட் கிழமை
532,Montag::N,pondělek,திங்கட் கிழமை
533,Dienstag::N,úterý,செவ்வாய்க்கிழமை
534,Mittwoch::N,středa,புதன் கிழமை
535,Donnerstag::N,čtvrtek,வியாழக் கிழமை
536,Freitag::N,pátek,வெள்ளிக்கிழமை
537,Samstag::N,sobota,சனிக்கிழமை
538,Sonntag::N,neděle,ஞாயிறுக் கிழமை
539,groß::A,velký,பெரிய
540,klein::A,malý,சிறிய
541,lang::A,dlouhý,நீண்ட
542,kurz::A,krátký,குட்டையான
543,breit::A,široký,அகலமான
544,schmal::A,úzký,குறுகலான
545,dicht::A,hustý,அடர்த்தியான
546,dick[Gegenstand]::A,tlustý,தடித்த
547,dünn::A,tenký,சன்னமான
548,fein::A,jemný,மெல்லிய
549,fest::A,pevný,உறுதியாள
550,flach::A,plochý,தட்டையான
551,flach::A,placatý,தட்டையான
552,glatt::A,hladký,வழுவழுப்பான
553,hart::A,tvrdý,கடினமான
554,weich::A,měkký,மென்மையான
555,rund::A,kulatý,உருண்டையான
556,rund::A,okrouhlý,உருண்டையான
557,spitz::A,špičatý,திகந்தமாக
558,scharf::A,ostrý,கூரான
559,stumpf::A,tupý,உளம் திறந்த
560,schwer::A,těžký,கனமான
561,schön::A,pěkný,அழகான
562,schön::A,krásný,அழகான
563,heiß::A,horký,சூடான
564,warm::A,teplý,இதமான
565,kalt::A,studený,குளிர்ச்சியான
566,kühl::A,chladný,குளிர்ச்சியான
567,frisch::A,svěží,சுத்தமான
568,feucht::A,vlhký,ஈரமான
569,nass::A,mokrý,ஈரமான
570,trocken::A,suchý,உலர்ந்த
571,voll::A,plný,நிரம்பிய
572,leer::A,prázdný,காலியான
573,offen::A,otevřený,திறந்த
574,geschlossen::A,zavřený,மூடப்பட்ட
575,sauber::A,čistý,சுத்தமான
576,schmutzig::A,špinavý,அழக்கான
577,roh::A,syrový,கச்சா
578,reif::A,zralý,பழுத்த
579,lecker::A,chutný,சுவைமிக்க
580,süß::A,sladký,இனிப்பான
581,bitter::A,hořký,கசப்பான
582,sauer::A,kyselý,புளிப்பாக
583,hell::A,světlý,பளபளப்பான
584,dunkel::A,temný,கருமையான
585,schwarz::A,černý,கருப்பு வண்ண
586,weiß::A,bílý,வெண்மையன
587,rot::A,rudý,சிவப்பு
588,rot::A,červený,சிவப்பு
589,gelb::A,žlutý,மஞ்சள் வண்ணம்
590,blau::A,modrý,நீல வண்ண
591,grün::A,zelený,பச்சை வண்ண
592,grau::A,šedý,சாம்பல் நிற
593,grau::A,šedivý,சாம்பல் நிற
594,bunt::A,pestrý,வண்ண மயமான
595,billig::A,levný,மலிவான
596,billig::A,laciný,மலிவான
597,teuer::A,drahý,விலை அதிகமான
598,wertvoll::A,cenný,மதிப்புள்ள
599,blind::A,slepý,பார்வையற்ற
600,taub::A,hluchý,செவிடான
601,kräftig::A,silný,வலிமையான
602,stark::A,silný,பலமான
603,schwach::A,slabý,பலவீனமான
604,fett::A,tučný,பருமனாக
605,fett::A,tlustý,பருமனாக
606,schlank::A,štíhlý,ஒல்லியான
607,hübsch::A,hezký,அழகிய
608,böse::A,zlý,கேடு விளைவிக்கும்
609,dumm::A,hloupý,முட்டாள்தனமான
610,faul::A,líný,சோம்பலான
611,fleißig::A,pilný,ஊக்கந்தளராத
612,geizig::A,lakomý,கஞேசத்தனமான
613,klug::A,chytrý,சாதுரியமான
614,geschickt::A,šikovný,திறமையள்ள
615,lieb::A,milý,அன்புக்குரிய
616,lustig::A,veselý,களிப்புமிக்க
617,sanft::A,mírný,சாதுவான
618,hungrig::A,hladový,பசியுடன்
619,krank::A,nemocný,நோயுற்று
620,nackt::A,nahý,ஆடையற்ற
621,traurig::A,smutný,சோகமான
622,traurig::A,truchlivý,சோகமான
623,lebendig::A,živý,பிழைப்பு
624,gut::A,dobrý,நல்ல
625,schlecht::A,špatný,கெட்ட
626,richtig::A,pravý,சரியான
627,richtig::A,správný,சரியான
628,schlimm::A,zlý,அருவருப்பான
629,wahr::A,pravdivý,உண்மையான
630,alt::A,starý,பழைய
631,neu::A,nový,புதிய
632,ehemalig::A,bývalý,முன்நாள்
633,alt[Lebewesen]::A,starý,வயதான
634,jung::A,mladý,இளமையான
635,arm::A,chudý,ஏழ்மையான
636,reich::A,bohatý,செல்வம் படைத்த
637,bekannt::A,známý,பழக்கப்பட்ட
638,berühmt::A,slavný,புகழ்பெற்ற
639,fremd::A,cizí,அயல் நாட்டு
640,verschieden::A,různý,வித்தியாசமான
641,verschieden::A,rozličný,வித்தியாசமான
642,nah::A,blízký,பக்கத்தில் உள்ள
643,fern::A,daleký,தொலை தூரத்தில்
644,linker::A,levý,மீந்திருக்கும்
645,rechter::A,pravý,வலதுபக்கம்
646,anderer::A,jiný,மற்ற
647,erster::A,první,முதனமையான
648,zweiter::A,druhý,இரண்டாவது
649,dritter::A,třetí,மூன்றாவது
650,letzter::A,poslední,கடைசி
651,allein::ADV,sám,தனியாக
652,auf einmal::ADV,najednou,தடீரென்று
653,zusammen::ADV,spolu,சேர்ந்து
654,zusammen::ADV,dohromady,சேர்ந்து
655,lange::ADV,dlouho,அதிக நோம்
656,plötzlich::ADV,vtom,தடீரென்று
657,plötzlich::ADV,náhle,தடீரென்று
658,sofort::ADV,hned,உடனடியாக
659,sofort::ADV,ihned,உடனடியாக
660,später::ADV,později,பிறகு
661,jetzt::ADV,teď,இப்பொழது
662,jetzt::ADV,nyní,இப்பொழது
663,heute::ADV,dnes,இன்று
664,heute::ADV,dneska,இன்று
665,morgen::ADV,zítra,நாளைக்கு
666,bald::ADV,brzo,சீக்கிரம்
667,dann::ADV,pak,அப்பொழுது
668,dann::ADV,potom,அப்பொழுது
669,gestern::ADV,včera,நேற்று
670,einst::ADV,kdysi,ஒரே முறை
671,damals::ADV,tehdy,அப்பொழுது
672,damals::ADV,tenkrát,அப்பொழுது
673,danach::ADV,podle toho,பிற்பாடு
674,vorher::ADV,dříve,முன்பாக
675,vorher::ADV,napřed,முன்பாக
676,zuerst::ADV,nejprve,முதலில்
677,zuerst::ADV,nejdříve,முதலில்
678,einmal::ADV,jednou,ஒரே முறை
679,manchmal::ADV,někdy,சில நேரங்களில்
680,oft::ADV,často,அடிக்கடி
681,immer::ADV,vždy,எப்பொழுதும்
682,immer::ADV,stále,எப்பொழுதும்
683,niemals::ADV,nikdy,ஒருபோதும் இல்லை
684,hier::ADV,zde,இங்கே
685,hier::ADV,tady,இங்கே
686,hierhin::ADV,sem,இவ்விடத்திற்கு
687,von hier::ADV,odtud,இனி
688,dort::ADV,tam,அங்கே
689,dorthin::ADV,tam,அவ்விடத்திற்கு
690,geradeaus::ADV,rovně,முன்னாலிருக்கும்
691,vorwärts::ADV,kupředu,முன்புறமாக
692,rückwärts::ADV,zpět,பின்னோக்கி
693,zurück::ADV,zpět,பின்பக்கம்
