,Concept_ID,mhr,en
66,Sonne::N,ке́че,sun
67,Mond::N,ты́лзе,moon
68,Stern::N,шӱ́дыр,star
69,Luft::N,юж,air
70,Wind::N,марде́ж,wind
71,Welle::N,то́лкын,wave
72,Wasser::N,вӱд,water
73,Stein::N,кӱ,stone
74,Boden::N,рок,soil
75,Boden::N,рок,ground
76,Erde::N,мла́нде,earth
77,Staub::N,пура́к,dust
78,Rauch::N,шикш,smoke
79,Funke::N,сеске́м,spark
80,Funke::N,тулйы́п,spark
81,Feuer::N,тул,fire
82,Licht::N,со́то,light
83,Schatten::N,ӱ́мыл,shadow
84,Wetter::N,иге́че,weather
85,Nebel::N,тӱтыра́,fog
86,Wolke::N,пыл,cloud
87,Regen::N,йӱр,rain
88,Schnee::N,лум,snow
89,Eis::N,ий,ice
90,Frost::N,чатлама́,frost
91,Kälte::N,йӱ́штӧ,chill
92,Hitze::N,шо́кшо,heat
93,Raureif::N,пӧрш,hoarfrost
94,Raureif::N,по́кшым,hoarfrost
95,Regenbogen::N,шонанпы́л,rainbow
96,Donner::N,кӱ́дырчӧ,thunder
97,Strömung::N,йо́гын,current
98,Tropfen::N,чӱча́лтыш,drop
99,Schaum::N,шоҥ,foam
100,Schmutz::N,лавыра́,dirt
101,See::N,ер,lake
102,Sumpf::N,лӱ́кӧ,swamp
103,Moor::N,куп,moor
104,Wiese::N,о́лык,meadow
105,Wald::N,чодыра́,forest
106,Hügel::N,арка́,hill
107,Anhöhe::N,тӧва́,elevation
108,Anhöhe::N,кӱкшака́,elevation
109,Berg::N,ку́рык,mountain
110,Gipfel::N,чаҥга́,summit
111,Gipfel::N,курыкву́й,summit
112,Höhle::N,пеще́р,cave
113,Höhle::N,курыкпо́мыш,cave
114,Abhang::N,та́йыл,slope
115,Quelle::N,важ,source
116,Quelle::N,вӱдшинча́,source
117,Bach::N,изэҥе́р,brook
118,Fluss::N,эҥе́р,river
119,Ufer::N,сер,shore
120,Küste::N,вӱдтӱ́р,coast
121,Festland::N,мла́нде,land
122,Meer::N,те́ҥыз,sea
123,Bucht::N,икса́,cove
124,Insel::N,отро́,island
125,Blume::N,пеле́дыш,flower
126,Gras::N,шу́до,grass
127,Wurzel::N,вож,root
128,Baum::N,пуше́ҥге,tree
129,Stamm::N,йы́тыр,trunk
130,Rinde::N,шӱм,bark
131,Ast::N,укш,limb
132,Zweig::N,торма́к,branch
133,Blatt::N,лышта́ш,leaf
134,Birke::N,куэ́,birch
135,Kiefer[Baum]::N,пӱ́нчӧ,pine
136,Weide[Baum]::N,уа́,willow
137,Tanne::N,кож,fir
138,Horn::N,шур,horn
139,Feder::N,пы́стыл,feather
140,Fell::N,кова́ште,fur
141,Flügel::N,шу́лдыр,wing
142,Klaue::N,кӱч,claw
143,Kralle::N,ла́па,claw
144,Kralle::N,копа́,claw
145,Schwanz::N,поч,tail
146,Ei::N,му́но,egg
147,Nest::N,пыжа́ш,nest
148,Bau::N,пыжа́ш,lair
149,Tier::N,я́нлык,animal
150,Tier::N,живо́тный,animal
151,Herde::N,кӱ́тӱ,flock
152,Herde::N,тӱшка́,flock
153,Kuh::N,ушка́л,cow
154,Bulle::N,ӱ́шкыж,bull
155,Pferd::N,и́мне,horse
156,Schaf::N,шо́рык,sheep
157,Schwein::N,сӧсна́,pig
158,Hund::N,пий,dog
159,Katze::N,пы́рыс,cat
160,Bär::N,маска́,bear
161,Eichhörnchen::N,ур,squirrel
162,Elch::N,шо́рдо,elk
163,Fuchs::N,ры́выж,fox
164,Hase::N,мера́ҥ,hare
165,Maus::N,коля́,mouse
166,Wolf::N,пи́ре,wolf
167,Vogel::N,ка́йык,bird
168,Schwarm::N,каша́к,swarm
169,Huhn::N,чы́ве,chicken
170,Hahn::N,агыта́н,cock
171,Gans::N,ко́мбо,goose
172,Adler::N,карагу́ш,eagle
173,Ente::N,лу́до,duck
174,Eule::N,тумна́,owl
175,Kranich::N,турня́,crane
176,Krähe::N,кора́к,crow
177,Kuckuck::N,куку́,cuckoo
178,Schwan::N,йӱ́ксӧ,swan
179,Fisch::N,кол,fish
180,Barsch::N,ола́ҥге,perch
181,Hecht::N,нуж,pike
182,Hecht::N,чорта́н,pike
183,Schlange[Tier]::N,ки́шке,snake
184,Wurm::N,шукш,worm
185,Spinne::N,эҥыре́мыш,spider
186,Ameise::N,ку́тко,ant
187,Laus::N,тий,louse
188,Mücke::N,шыҥа́,midge
189,Fliege::N,ка́рме,fly
190,Schmetterling::N,лы́ве,butterfly
191,Beere::N,мӧр,berry
192,Apfel::N,олма́,apple
193,Pilz::N,по́ҥго,mushroom
194,Zwiebel::N,шога́н,onion
195,Saat::N,нӧ́шмӧ,seed
196,Saat::N,туш,seed
197,Korn::N,шу́рно,grain
198,Heu::N,шу́до,hay
199,Schale::N,шӱм,husk
200,Grube::N,выне́м,pit
201,Falle::N,лӧ́дӧ,trap
202,Schlinge::N,о́птыш,noose
203,Schlinge::N,шӧрга́лтыш,noose
204,Spur::N,кыша́,track
205,Asche::N,ло́мыж,ashes
206,Dreck::N,лавыра́,filth
207,Eisen::N,кӱ́ртньӧ,iron
208,Gold::N,шӧ́ртньӧ,gold
209,Silber::N,ший,silver
210,Kohle::N,мландышӱ́й,coal
211,Glas::N,янда́,glass
212,Lehm::N,шун,clay
213,Sand::N,ошма́,sand
214,Mensch::N,еҥ,human
215,Mensch::N,айде́ме,human
216,Mann::N,пӧръе́ҥ,man
217,Frau::N,ӱдырама́ш,woman
218,Kind::N,аза́,child
219,Junge::N,рве́зе,boy
220,Mädchen::N,ӱдыра́ш,girl
221,Familie::N,еш,family
222,Großvater::N,коча́,grandfather
223,Großmutter::N,кова́,grandmother
224,Eltern::N,ача́-ава́,parents
225,Vater::N,ача́,father
226,Mutter::N,ава́,mother
227,Sohn::N,э́рге,son
228,Tochter::N,ӱ́дыр,daughter
229,Bruder::N,иза́,brother
230,Bruder::N,шо́льо,brother
231,Schwester::N,ака́,sister
232,Onkel::N,иза́,uncle
233,Tante::N,кока́,aunt
234,Ehemann::N,мари́й,husband
235,Ehefrau::N,ва́те,wife
236,Freude::N,куа́н,joy
237,Freude::N,куаныма́ш,joy
238,Gelächter::N,во́штылтыш,laughter
239,Glück::N,пиа́л,happiness
240,Kummer::N,о́йго,grief
241,Wunsch::N,ку́мыл,wish
242,Lust::N,ку́мыл,desire
243,Geist::N,ӧрт,spirit
244,Geist::N,чон,spirit
245,Gedanke::N,ой,thought
246,Gedanke::N,шоныма́ш,thought
247,Gedächtnis::N,шарныма́ш,memory
248,Verstand::N,уш,mind
249,Sinn::N,смысл,meaning
250,Grund::N,ама́л,reason
251,Wahrheit::N,чын,truth
252,Gespräch::N,мутланыма́ш,talk
253,Märchen::N,йома́к,fairy tale
254,Erzählung::N,ойлыма́ш,story
255,Nachricht::N,увертарыма́ш,message
256,Neuigkeit::N,уве́р,news
257,Name::N,лӱм,name
258,Rätsel::N,ту́што,puzzle
259,Rede::N,ойлыма́ш,speech
260,Sprache::N,йы́лме,language
261,Stimme::N,йӱк,voice
262,Wort::N,ой,word
263,Wort::N,мут,word
264,Zeichen::N,ти́ште,sign
265,Zeichen::N,знак,sign
266,Ruf::N,ӱжма́ш,call
267,Lärm::N,лӱшкыма́ш,noise
268,Lärm::N,йӱк-йӱа́н,noise
269,Laut::N,йӱк,sound
270,Ton::N,йӱксе́м,tone
271,Lied::N,му́ро,song
272,Ruhe::N,ты́мык,calm
273,Leute::N,еҥ-влак,people
274,Volk::N,ка́лык,nation
275,Arbeit::N,паша́,work
276,Gast::N,уна́,guest
277,Geschenk::N,пӧле́к,gift
278,Spiel::N,мо́дыш,game
279,Spiel::N,модма́ш,game
280,Gesellschaft::N,тӱшка́,company
281,Hilfe::N,по́лыш,help
282,Freund::N,таҥ,friend
283,Freund::N,йолта́ш,friend
284,Kamerad::N,таҥ,companion
285,Angelegenheit::N,паша́,matter
286,Anzahl::N,чот,count
287,Art::N,вид,sort
288,Stück::N,ка́тыш,piece
289,Stück::N,ла́стык,piece
290,Teil::N,ужа́ш,part
291,Hälfte::N,пел,half
292,Hälfte::N,пе́ле,half
293,Kreis::N,ты́ртыш,circle
294,Kreuz::N,ыре́с,cross
295,Linie::N,ли́ний,line
296,Strich::N,коре́ш,stroke
297,Abstand::N,кокла́,gap
298,Entfernung::N,тора́,distance
299,Entfernung::N,ку́жыт,distance
300,Gegend::N,кунде́м,area
301,Platz::N,ку́мдык,space
302,Ort::N,вер,place
303,Ort::N,о́лмо,place
304,Seite::N,ӧ́рдыж,side
305,Mitte::N,покше́л,middle
306,Gegenstand::N,наста́,item
307,Sache::N,наста́,thing
308,Rand::N,тӱр,fringe
309,Kante::N,тӱр,edge
310,Ecke::N,лук,corner
311,Spitze::N,вуй,tip
312,Ende::N,муча́ш,end
313,Loch::N,рож,hole
314,Winkel::N,лук,angle
315,Muster::N,пеза́к,pattern
316,Muster::N,узо́р,pattern
317,Muster::N,ӱ́лгӧ,pattern
318,Größe::N,кӱ́кшыт,size
319,Länge::N,ку́тыш,length
320,Höhe::N,кӱ́кшыт,height
321,Gewicht::N,не́лыт,weight
322,Menge::N,чот,amount
323,Haufen::N,кы́шыл,heap
324,Reihe::N,рада́м,row
325,Boot::N,пуш,boat
326,Ruder::N,эшка́к,oar
327,Schlitten::N,тер,sleigh
328,Schlitten::N,изде́р,sleigh
329,Ski::N,е́че,ski
330,Lagerfeuer::N,туло́то,campfire
331,Last::N,нӧ́лтыш,load
332,Gang::N,ошкылма́ш,walk
333,Schritt::N,о́шкыл,step
334,Norden::N,йӱдйыма́л,north
335,Süden::N,кечывалве́л,south
336,Westen::N,касве́л,west
337,Osten::N,эрве́л,east
338,Holz::N,пу,wood
339,Brett::N,оҥа́,board
340,Platte::N,аста́р,slab
341,Stütze::N,чара́к,bracket
342,Stange::N,лома́ш,pole
343,Stock::N,тоя́,stick
344,Stab::N,вара́,staff
345,Stab::N,кашта́,staff
346,Rohr::N,пуч,pipe
347,Haus::N,пӧрт,house
348,Heim::N,мӧ́ҥгӧ,home
349,Ofen::N,комака́,stove
350,Fußboden::N,кӱва́р,floor
351,Tisch::N,ӱсте́л,table
352,Stuhl::N,пӱке́н,chair
353,Wiege::N,шепка́,cradle
354,Bett::N,ва́кшыш,bed
355,Regal::N,шӧ́рлык,shelf
356,Kiste::N,шо́ндык,box
357,Kiste::N,я́шлык,box
358,Fenster::N,окна́,window
359,Tür::N,омса́,door
360,Tor::N,капка́,gate
361,Zaun::N,сава́р,fence
362,Dach::N,леве́дыш,roof
363,Leiter::N,тошка́лтыш,ladder
364,Besen::N,ӱштерво́штыр,broom
365,Spaten::N,ко́льмо,spade
366,Schaufel::N,сово́к,shovel
367,Schaufel::N,су́ско,shovel
368,Gabel::N,ви́лке,fork
369,Löffel::N,па́не,spoon
370,Löffel::N,совла́,spoon
371,Messer::N,кӱ́зӧ,knife
372,Nagel::N,пуда́,nail
373,Netz::N,вапш,net
374,Haken::N,са́гыле,hook
375,Griff::N,кыл,handle
376,Schloss::N,кӧгӧ́н,lock
377,Bild::N,сӱре́т,picture
378,Figur::N,фигу́р,figure
379,Puppe::N,курча́к,doll
380,Beutel::N,меша́к,pouch
381,Bündel::N,арша́ш,bundle
382,Tasche::N,сумка́,bag
383,Eimer::N,ведра́,bucket
384,Deckel::N,ко́мдыш,cover
385,Geschirr::N,а́те,dishes
386,Sack::N,куль,sack
387,Sack::N,меша́к,sack
388,Tasse::N,чу́кыр,cup
389,Tasse::N,чашка́,cup
390,Topf::N,ми́ске,pot
391,Kessel::N,под,kettle
392,Essen::N,ко́чкыш,meal
393,Nahrung::N,ку́рго,food
394,Speise::N,ко́чкыш,dish
395,Fleisch::N,шыл,meat
396,Getreide::N,шу́рно,corn
397,Brei::N,пу́чымыш,mush
398,Brot::N,ки́нде,bread
399,Scheibe::N,ка́тыш,slice
400,Fett::N,коя́,fat
401,Butter::N,ӱй,butter
402,Öl::N,ӱй,oil
403,Salz::N,шинча́л,salt
404,Suppe::N,шӱр,soup
405,Honig::N,мӱй,honey
406,Milch::N,шӧр,milk
407,Tee::N,чай,tea
408,Leder::N,сура́н,leather
409,Leder::N,шӱ́штӧ,leather
410,Wolle::N,пун,wool
411,Stoff::N,куэ́м,cloth
412,Stoff::N,посто́,cloth
413,Nadel::N,и́ме,needle
414,Faden::N,шӱ́ртӧ,thread
415,Knopf::N,по́лдыш,button
416,Knoten::N,пышке́м,knot
417,Farbe::N,чия́,paint
418,Kleidung::N,чие́м,clothes
419,Kleidung::N,вурге́м,clothes
420,Hemd::N,ту́выр,shirt
421,Kragen::N,сога́,collar
422,Ärmel::N,шокш,sleeve
423,Hose::N,йола́ш,trousers
424,Gürtel::N,ӱ́штӧ,belt
425,Mütze::N,упш,cap
426,Schuh::N,боти́нке,shoe
427,Stiefel::N,кем,boot
428,Ring::N,шерга́ш,ring
429,Band::N,тасма́,ribbon
430,Band::N,ле́нте,ribbon
431,Kamm::N,шерге́,comb
432,Spiegel::N,вошто́нчыш,mirror
433,Riemen::N,кӱзанӱ́штӧ,strap
434,Schnur::N,кере́м,string
435,Schnur::N,кандыра́,string
436,Leine::N,вӱра́ҥ,leash
437,Decke::N,леве́дыш,blanket
438,Decke::N,одея́л,blanket
439,Kissen::N,кӱ́пчык,pillow
440,Tuch::N,шо́выч,scarf
441,Handtuch::N,со́лык,towel
442,Kraft::N,вий,force
443,Kraft::N,куа́т,force
444,Stärke::N,куа́т,strength
445,Stärke::N,карма́н,strength
446,Gesundheit::N,таза́лык,health
447,Krankheit::N,чер,illness
448,Schmerz::N,ко́рштыш,pain
449,Wunde::N,су́сыр,wound
450,Fieber::N,йӱштыму́ж,fever
451,Fieber::N,лихора́дке,fever
452,Arznei::N,эм,medicine
453,Brücke::N,кӱва́р,bridge
454,Brunnen::N,вӱдвыне́м,well
455,Weide::N,нурше́р,pasture
456,Pfad::N,йолго́рно,path
457,Pfad::N,сокма́к,path
458,Weg::N,ко́рно,way
459,Straße::N,ко́рно,road
460,Dorf::N,ял,village
461,Stadt::N,ола́,town
462,Brief::N,се́рыш,letter
463,Buch::N,книга́,book
464,Buchstabe::N,буква́,character
465,Zeitung::N,газе́т,newspaper
466,Leben::N,и́лыш,life
467,Tod::N,колыма́ш,death
468,Grab::N,шӱга́р,grave
469,Kirche::N,че́рке,church
470,Sünde::N,су́лык,sin
471,Gott::N,ю́мо,god
472,Arbeiter::N,паша́зе,worker
473,Chef::N,тӧра́,boss
474,Meister::N,маста́р,master
475,Arzt::N,врач,doctor
476,Lehrer::N,ту́ныктышо,teacher
477,Geld::N,окса́,money
478,Geschäft::N,сатулыма́ш,business
479,Laden::N,ке́выт,shop
480,Preis::N,ак,price
481,Ware::N,сату́,ware
482,Nutzen::N,пайда́,profit
483,Reichtum::N,поя́нлык,wealth
484,Welt::N,тӱня́,world
485,Land::N,эл,country
486,Staat::N,кугыжа́ныш,state
487,König::N,кугыжа́,king
488,Macht::N,власть,power
489,Grenze::N,грани́ца,border
490,Krieg::N,сар,war
491,Feind::N,тушма́н,enemy
492,Gewalt::N,виешлыма́ш,violence
493,Kampf::N,кредалма́ш,fight
494,Bogen[Waffe]::N,юҥе́ж,bow
495,Pfeil::N,пикш,arrow
496,Gewehr::N,пыча́л,gun
497,Fehler::N,йо́ҥылыш,mistake
498,Lüge::N,шоя́к,lie
499,Schaden::N,зия́н,damage
500,Unglück::N,эҥге́к,misfortune
501,Schuld::N,тита́к,fault
502,Schuld::N,йола́,fault
503,Alter::N,ийго́т,age
504,Schluss::N,муча́ш,conclusion
505,Zeit::N,жап,time
506,Zeit::N,па́гыт,time
507,Tag::N,ке́че,day
508,Morgen::N,эр,morning
509,Mittag::N,кечыва́л,noon
510,Abend::N,кас,evening
511,Nacht::N,йӱд,night
512,Woche::N,арня́,week
513,Monat::N,ты́лзе,month
514,Jahr::N,ий,year
515,Frühling::N,шо́шо,spring
516,Sommer::N,кеҥе́ж,summer
517,Herbst::N,шы́же,autumn
518,Winter::N,те́ле,winter
519,Januar::N,шоркыйол,January
520,Januar::N,идалыкву́й,January
521,Januar::N,янва́рь,January
522,Februar::N,пургыж,February
523,Februar::N,февра́ль,February
524,März::N,ӱярня,March
525,März::N,март,March
526,April::N,апре́ль,April
527,Mai::N,ага,May
528,Mai::N,май,May
529,Juni::N,пеледыш,June
530,Juni::N,ию́нь,June
531,Juli::N,сӱрем,July
532,Juli::N,ию́ль,July
533,August::N,сорла,August
534,August::N,агарма́н,August
535,August::N,а́вгуст,August
536,September::N,идым,September
537,September::N,сентя́брь,September
538,Oktober::N,шыжа,October
539,Oktober::N,октя́брь,October
540,November::N,кылме тылзе,November
541,November::N,ноя́брь,November
542,Dezember::N,дека́брь,December
543,Montag::N,шо́чмо,Monday
544,Dienstag::N,ку́шкыжмо,Tuesday
545,Mittwoch::N,вӱрге́че,Wednesday
546,Donnerstag::N,изарня́,Thursday
547,Freitag::N,кугарня́,Friday
548,Samstag::N,шуматке́че,Saturday
549,Sonntag::N,рушарня́,Sunday
550,groß::A,кугу́,big
551,klein::A,изи́,little
552,lang::A,кужу́,long
553,kurz::A,кӱ́чык,short
554,breit::A,кумда́,wide
555,schmal::A,а́ҥысыр,narrow
556,dicht::A,ну́гыдо,dense
557,dick[Gegenstand]::A,кӱ́жгӧ,thick
558,dünn::A,ви́чкыж,thin
559,fein::A,ты́гыде,delicate
560,fest::A,чо́ткыдо,firm
561,flach::A,лапка́,flat
562,glatt::A,яклака́,smooth
563,hart::A,пе́ҥгыде,hard
564,weich::A,пу́шкыдо,soft
565,rund::A,йырге́шке,round
566,spitz::A,коша́р,pointed
567,scharf::A,пӱ́сӧ,sharp
568,stumpf::A,токма́к,blunt
569,schwer::A,не́ле,heavy
570,schön::A,сы́лне,beautiful
571,heiß::A,шо́кшо,hot
572,warm::A,ле́ве,warm
573,kalt::A,йӱ́штӧ,cold
574,kühl::A,юа́лге,cool
575,kühl::A,южгата́,cool
576,frisch::A,свежа́,fresh
577,feucht::A,вӱ́дыжгӧ,damp
578,nass::A,нӧ́рӧ,wet
579,trocken::A,ку́кшо,dry
580,voll::A,тич,full
581,leer::A,яра́,empty
582,offen::A,виш,open
583,geschlossen::A,пе́тырыме,closed
584,geschlossen::A,тӱ́чмӧ,closed
585,sauber::A,ару́,clean
586,sauber::A,янда́р,clean
587,schmutzig::A,лавыра́н,dirty
588,schmutzig::A,ла́выргыше,dirty
589,roh::A,кӱ́чымӧ,raw
590,reif::A,лӧза́,ripe
591,lecker::A,ту́тло,delicious
592,süß::A,ше́ре,sweet
593,bitter::A,ко́чо,bitter
594,sauer::A,шо́по,sour
595,hell::A,во́лгыдо,bright
596,dunkel::A,пычке́мыш,dark
597,schwarz::A,шола́,black
598,weiß::A,ош,white
599,rot::A,йошка́р,red
600,gelb::A,сар,yellow
601,blau::A,ка́нде,blue
602,grün::A,ужа́р,green
603,grau::A,сур,grey
604,bunt::A,олача́,colourful
605,bunt::A,олача́,colorful
606,billig::A,шу́лдо,cheap
607,teuer::A,ше́рге,dear
608,wertvoll::A,шергака́н,precious
609,blind::A,со́кыр,blind
610,taub::A,соҥгыра́,deaf
611,kräftig::A,куа́тле,powerful
612,stark::A,вия́н,strong
613,schwach::A,а́лдыме,weak
614,fett::A,коя́,fat
615,schlank::A,йоштката́,slim
616,schlank::A,яжу́,slim
617,hübsch::A,чеве́р,pretty
618,böse::A,шы́де,evil
619,dumm::A,аҥыра́,stupid
620,faul::A,його,lazy
621,fleißig::A,ты́ршыше,diligent
622,geizig::A,чаҥга́,stingy
623,klug::A,уша́н,clever
624,geschickt::A,уста́,skilful
625,geschickt::A,уста́,skillful
626,lieb::A,ала́л,dear
627,lustig::A,весела́,merry
628,sanft::A,ны́жылге,gentle
629,hungrig::A,шу́жышо,hungry
630,krank::A,че́рле,sick
631,nackt::A,чарама́т,naked
632,traurig::A,ойга́н,sad
633,lebendig::A,и́лыше,living
634,gut::A,сай,good
635,schlecht::A,уда́,bad
636,schlecht::A,шӱ́кшӧ,bad
637,richtig::A,чы́нле,correct
638,schlimm::A,аля́к,nasty
639,schlimm::A,тыра́н,nasty
640,wahr::A,чы́нле,true
641,wahr::A,настоя́щий,true
642,alt::A,то́што,old
643,neu::A,у,new
644,ehemalig::A,о́нчычсо,former
645,ehemalig::A,онда́кысе,former
646,alt[Lebewesen]::A,шо́нто,aged
647,jung::A,са́мырык,young
648,arm::A,нужна́,poor
649,reich::A,поя́н,rich
650,bekannt::A,па́лыме,familiar
651,berühmt::A,лӱ́млӧ,famous
652,fremd::A,йот,foreign
653,verschieden::A,тӱ́рлӧ,different
654,nah::A,ли́шыл,near
655,fern::A,тора́,far
656,fern::A,мӱ́ндыр,far
657,linker::A,шола́,left
658,rechter::A,пурла́,right
659,anderer::A,вес,other
660,anderer::A,мо́ло,other
661,erster::A,и́кымше,first
662,zweiter::A,ко́кымшо,second
663,dritter::A,ку́мшо,third
664,letzter::A,пыта́ртыш,last
665,allein::ADV,шкет,alone
666,auf einmal::ADV,икана́ште,at once
667,zusammen::ADV,пырля́,together
668,lange::ADV,кужу́н,long
669,plötzlich::ADV,кенета́,suddenly
670,sofort::ADV,кызыта́к,instantly
671,später::ADV,варара́к,later
672,jetzt::ADV,ы́нде,now
673,jetzt::ADV,кы́зыт,now
674,heute::ADV,та́че,today
675,morgen::ADV,эрла́,tomorrow
676,bald::ADV,вашке́,soon
677,dann::ADV,вара́,then
678,gestern::ADV,теҥге́че,yesterday
679,einst::ADV,икана́,once
680,damals::ADV,туна́м,at that time
681,danach::ADV,вара́,afterwards
682,vorher::ADV,о́нчыч,before
683,zuerst::ADV,онда́к,at first
684,einmal::ADV,икана́,once
685,manchmal::ADV,ка́шын,sometimes
686,manchmal::ADV,кокла́н,sometimes
687,oft::ADV,чӱ́чкыдын,often
688,immer::ADV,эре́,always
689,immer::ADV,ту́тыш,always
690,niemals::ADV,ок нигуна́м,never
691,hier::ADV,ты́ште,here
692,hierhin::ADV,ты́шке,hither
693,hierhin::ADV,ты́шке,to here
694,hierhin::ADV,ты́шке,here
695,hierhin::ADV,тыш,hither
696,hierhin::ADV,тыш,to here
697,hierhin::ADV,тыш,here
698,von hier::ADV,тыше́ч,hence
699,von hier::ADV,тыве́ч,hence
700,dort::ADV,ту́што,there
701,dorthin::ADV,туш,thither
702,dorthin::ADV,туш,there
703,dorthin::ADV,туш,to there
704,dorthin::ADV,ту́шко,thither
705,dorthin::ADV,ту́шко,there
706,dorthin::ADV,ту́шко,to there
707,geradeaus::ADV,вик,ahead
708,vorwärts::ADV,о́нчыко,forward
709,rückwärts::ADV,шеҥге́к,backward
710,zurück::ADV,мӧҥге́ш,back
711,unten::ADV,ӱ́лнӧ,below
712,unten::ADV,йыма́лне,below
713,hinab::ADV,йыма́к,down
714,oben::ADV,кӱ́шнӧ,above
715,oben::ADV,ӱмба́лне,above
716,hinauf::ADV,кӱ́ш,up
717,hinauf::ADV,кӱ́шкӧ,up
718,überall::ADV,чыла́ вере́,everywhere
719,nicht::ADV,ок,not
720,nicht::ADV,о́геш,not
721,ein wenig::ADV,изи́ш,a little
722,kaum::ADV,пыкше́,hardly
723,sehr::ADV,чот,very
724,so::ADV,тыге́,so
725,noch::ADV,а́ле,still
726,nur::ADV,гына́,only
727,schon::ADV,ы́нде,already
728,wieder::ADV,ада́к,again
729,vergebens::ADV,ара́м,in vain
730,vor::PRP,о́нчыч,in front of
731,hinter::PRP,шеҥге́лне,behind
732,unter::PRP,йыма́лне,under
733,durch::PRP,вошт,through
734,neben::PRP,вокте́н,next to
735,zwischen::PRP,кокла́ште,between
736,wegen::PRP,верч,because of
737,dies::PRN,ти́де,this
738,das::PRN,са́де,that
739,alles::PRN,чыла́,everything
740,ich::PRN,мый,I
741,du::PRN,тый,you
742,du::PRN,тый,thou
743,er::PRN,ту́до,he
744,wir::PRN,ме,we
745,ihr::PRN,те,you
746,sie::PRN,ну́но,they
747,was::FPRN,мо,what
748,wer::FPRN,кӧ,who
749,wo::FADV,куша́н,where
750,wohin::FADV,куш,where ... to
751,wohin::FADV,куш,where to
752,wohin::FADV,куш,where
753,wohin::FADV,ку́шко,where ... to
754,wohin::FADV,ку́шко,where to
755,wohin::FADV,ку́шко,where
756,wie::FADV,кузе́,how
757,warum::FADV,мо,why
758,warum::FADV,мола́н,why
759,wieviel::FNUM,куна́р,how much
760,eins::NUM,ик,one
761,zwei::NUM,ко́кыт,two
762,drei::NUM,кум,three
763,vier::NUM,ныл,four
764,fünf::NUM,вич,five
765,sechs::NUM,куд,six
766,sieben::NUM,шым,seven
767,acht::NUM,канда́ш,eight
768,neun::NUM,инде́ш,nine
769,zehn::NUM,лу,ten
770,elf::NUM,лати́к,eleven
771,zwölf::NUM,латко́к,twelve
772,zwanzig::NUM,ко́ло,twenty
773,dreißig::NUM,ку́мло,thirty
774,vierzig::NUM,ны́лле,forty
775,fünfzig::NUM,ви́тле,fifty
776,sechzig::NUM,ку́дло,sixty
777,siebzig::NUM,шы́мле,seventy
778,achtzig::NUM,канда́шле,eighty
779,neunzig::NUM,инде́шле,ninety
780,hundert::NUM,шӱ́дӧ,a hundred
781,tausend::NUM,тӱже́м,a thousand
782,und::CNJ,да,and
783,und::CNJ,ден,and
784,oder::CNJ,я,or
785,oder::CNJ,а́ле,or
786,stehen::V,шога́ш,stand
