,Concept_ID,xal,ar
122,Bucht::N,цекә,خليج
123,Bucht::N,теңгсин цекә,خليج
124,Insel::N,арл,جزيرة
125,Blume::N,цецг,زهرة
126,Gras::N,ноһан,حشيش
127,Wurzel::N,уңг,أصل
128,Baum::N,модн,شجرة
129,Stamm::N,шилв,جذع
130,Stamm::N,һол модн,جذع
131,Rinde::N,көрсн,قشرة
132,Ast::N,ац,فرع
133,Zweig::N,ац,غصن
134,Blatt::N,хамтхасн,ورقة
135,Birke::N,хусм модн,قضبان
136,Kiefer[Baum]::N,шар харһа,صنوبرة
137,Weide[Baum]::N,удн,صفصاف
138,Tanne::N,җөөлн цаһан модн,شوح
139,Tanne::N,җөөлн цаһан модн,تبوب
140,Horn::N,өвр,قرن
141,Feder::N,өрвлг,ريشة
142,Fell::N,арсн,فرو
143,Flügel::N,җивр,جناح
144,Klaue::N,хумсн,مخلب
145,Kralle::N,тавг,مخلب
146,Schwanz::N,сүл,ذيل
147,Ei::N,өндгн,بيض
148,Nest::N,үр,عش
149,Bau::N,нүкн,جحر
150,Tier::N,мал,حيوان
151,Herde::N,сүрг мал,قطيع
152,Kuh::N,үкр,بقرة
153,Bulle::N,бух,ثور
154,Pferd::N,мөрн,خيل
155,Schaf::N,хөн,شاة
156,Schwein::N,һаха,خنزير
157,Hund::N,ноха,كلب
158,Katze::N,мис,قطة
159,Bär::N,аю,دب
160,Eichhörnchen::N,кермн,سنجاب
161,Elch::N,хандһа,موظ
162,Fuchs::N,арат,ثعلب
163,Hase::N,туула,أرنب
164,Maus::N,хулһн,فأرة
165,Wolf::N,чон,ذئب
166,Vogel::N,шовун,طير
167,Schwarm::N,зел,سرب
168,Huhn::N,така,دجاجة
169,Hahn::N,эр така,ديك
170,Gans::N,һалун,وزة
171,Adler::N,һәрд,نسر
172,Ente::N,нуһсн,بطة
173,Eule::N,һурвлһ,بوم
174,Kranich::N,тоһрун,كركي
175,Krähe::N,шаазһа,غراب
176,Kuckuck::N,эргин хуцдг,وقواق
177,Schwan::N,хун,إوز عراقي
178,Fisch::N,заһсн,سمك
179,Barsch::N,шүрг,فرخ أوربي
180,Hecht::N,цурх,سمك الكراكي
181,Schlange[Tier]::N,моһа,حية
182,Schlange[Tier]::N,моһа,ثعبان
183,Wurm::N,өтн,دودة
184,Spinne::N,аралҗн,عنكبوت
185,Ameise::N,шорһлҗн,نملة
186,Laus::N,бөөсн,قملة
187,Mücke::N,бөкүн,ناموسة
188,Fliege::N,батхн,ذبابة
189,Schmetterling::N,эрвәкә,فراشة
190,Beere::N,бөөлҗрһн,حبة
191,Apfel::N,альмн,تفاح
192,Pilz::N,теңгрин ки,فطر
193,Zwiebel::N,мәңгрснә толһа,بصل
194,Saat::N,буудян экн,زرع
195,Korn::N,экн,حبة
196,Heu::N,өвсн,دريس
197,Schale::N,хальсн,قشرة
198,Grube::N,нүкн,نقرة
199,Falle::N,урх,فخ
200,Falle::N,урх,مصيدة
201,Falle::N,хавх,فخ
202,Falle::N,хавх,مصيدة
203,Schlinge::N,бүтү,عروة
204,Spur::N,мөр,أثر
205,Asche::N,үмсн,رماد
206,Dreck::N,бальчг,قذر
207,Eisen::N,төмр,حديد
208,Gold::N,алтн,ذهب
209,Silber::N,мөңгн,فضة
210,Silber::N,цаһан мөңгн,فضة
211,Kohle::N,нүүрсн,فحم
212,Glas::N,шил,زجاج
213,Lehm::N,шавр,طين
214,Sand::N,элсн,رمل
215,Mensch::N,күн,إنسان
216,Mensch::N,күмн,إنسان
217,Mann::N,эр,رجل
218,Frau::N,күүкд күн,امرأة
219,Kind::N,үрн,طفل
220,Junge::N,көвүн,ولد
221,Mädchen::N,бичкн күүкн,بنت
222,Familie::N,бүл,عائلة
223,Großvater::N,өвк эцк,جد
224,Großvater::N,наһц эцк,جد
225,Großmutter::N,эмг эк,جدة
226,Großmutter::N,наһц эк,جدة
227,Eltern::N,эк эцк хойр,أبوان
228,Eltern::N,эк эцк хойр,والدان
229,Vater::N,эцк,أب
230,Mutter::N,эк,أم
231,Sohn::N,көвүн,إبن
232,Tochter::N,күүкн,بنت
233,Tochter::N,күүкн,إبنة
234,Bruder::N,дү көвүн,أخ
235,Bruder::N,дү көвүн,شقيق
236,Schwester::N,эгч,أخت
237,Schwester::N,дү күүкн,أخت
238,Onkel::N,авһ,عم
239,Onkel::N,наһцх,عم
240,Tante::N,наһц эгч,عمة
241,Ehemann::N,залу,زوج
242,Ehefrau::N,гергн,زوجة
243,Freude::N,байр,فرح
244,Freude::N,байр,سرور
245,Gelächter::N,инәдн,قهقهة
246,Glück::N,җирһл,سعادة
247,Glück::N,сәәхн җирһл,سعادة
248,Kummer::N,зовлң,غم
249,Wunsch::N,дурн,منية
250,Lust::N,җилвтлһн,شهوة
251,Geist::N,зөрг,روح
252,Gedanke::N,ухан,فكرة
253,Gedächtnis::N,чееҗин тодлвр,ذاكرة
254,Verstand::N,ухан,عقل
255,Sinn::N,учр-утх,معنى
256,Grund::N,учр,سبب
257,Grund::N,шалтан,سبب
258,Wahrheit::N,үнн,حقيقة
259,Gespräch::N,күүндвүр,محادثة
260,Märchen::N,тууль,خرافة
261,Erzählung::N,келвр,قصة
262,Erzählung::N,келвр,حكاية
263,Nachricht::N,медүллһн,خبر
264,Neuigkeit::N,зәңг,خبر جديد
265,Name::N,нерн,اسم
266,Rätsel::N,тәәлвртә тууль,لغز
267,Rede::N,келлһн,خطبة
268,Sprache::N,келн,لغة
269,Stimme::N,дун,صوت
270,Wort::N,үг,كلمة
271,Zeichen::N,темдг,رمز
272,Zeichen::N,темдг,إشارة
273,Ruf::N,дуудлһн,نداء
274,Lärm::N,шууган,صخب
275,Lärm::N,шууган,ضجة
276,Laut::N,ә,صوت
277,Ton::N,дун,نغمة
278,Lied::N,дун,أغنية
279,Ruhe::N,амулң,هدوء
280,Leute::N,әмтн,ناس
281,Volk::N,улс,شعب
282,Arbeit::N,көдлмш,عمل
283,Gast::N,гиич,ضيف
284,Geschenk::N,белг,هدية
285,Spiel::N,наадн,لعب
286,Gesellschaft::N,олн,صحبة
287,Hilfe::N,нөкд,عون
288,Hilfe::N,нөкд,مساعدة
289,Freund::N,иньг,صديق
290,Kamerad::N,үр,زميل
291,Angelegenheit::N,керг,أمر
292,Angelegenheit::N,керг,شأن
293,Anzahl::N,то,عدد
294,Art::N,зүүл,نوع
295,Stück::N,хусг,قطعة
296,Teil::N,хүв,قسم
297,Hälfte::N,өрәл,نصف
298,Kreis::N,төгрг,دائرة
299,Kreuz::N,кирс,صليب
300,Linie::N,зурасн,خط
301,Strich::N,татасн,شرطة
302,Abstand::N,зә,مسافة
303,Entfernung::N,һазр,بعد
304,Gegend::N,һазр,ناحية
305,Platz::N,зә,فراغ
306,Ort::N,бәәрн,مكان
307,Seite::N,тал,جانب
308,Seite::N,хаҗу,جانب
309,Seite::N,хәврһ,جانب
310,Mitte::N,дунд,وسط
311,Gegenstand::N,юмн,موضوع
312,Sache::N,юмн,شيء
313,Rand::N,зах,حافة
314,Kante::N,ирмәг,حافة
315,Ecke::N,өнцг,ركن
316,Spitze::N,үзүр,سن
317,Ende::N,үзүр,طرف
318,Loch::N,хаһрха,ثقب
319,Winkel::N,булң,زاوية
320,Muster::N,намч,عينة
321,Größe::N,кемҗән,حجم
322,Länge::N,ут,طول
323,Höhe::N,өндр,علو
324,Höhe::N,өндр,ارتفاع
325,Gewicht::N,күнд,وزن
326,Gewicht::N,чиңнүр,وزن
327,Menge::N,ик,كمية
328,Haufen::N,ова,كوم
329,Reihe::N,зерг,صف
330,Reihe::N,зерглән,صف
331,Boot::N,оңһц,قارب
332,Boot::N,оңһц,زورق
333,Ruder::N,хәәв,مجذاف
334,Schlitten::N,цан,مزلقة
335,Ski::N,лыҗ,زلاجة
336,Lagerfeuer::N,костёр,نار المخيم
337,Last::N,күнд,حمل
338,Gang::N,йовлһн,مشية
339,Schritt::N,ишкм,خطوة
340,Norden::N,ар үзг,شمال
341,Süden::N,өмн,جنوب
342,Süden::N,өмн үзг,جنوب
343,Westen::N,барун,غرب
344,Westen::N,барун үзг,غرب
345,Osten::N,зүн,شرق
346,Osten::N,зүн үзг,شرق
347,Holz::N,модн,خشب
348,Brett::N,харһа,لوح
349,Platte::N,хавтха чолун,صفيحة
350,Stütze::N,тулг,سند
351,Stütze::N,тулг,دعامة
352,Stange::N,уньн,عود
353,Stock::N,модн,عصا
354,Stab::N,шуург,قضيب
355,Rohr::N,турва,أنبوبة
356,Haus::N,гер,دار
357,Haus::N,гер,بيت
358,Heim::N,гер-бул,بيت
359,Heim::N,гер-бул,مسكن
360,Ofen::N,беш,مدفأة
361,Fußboden::N,девскр,أرضية
362,Tisch::N,ширә,مائدة
363,Stuhl::N,стул,كرسي
364,Wiege::N,өлгә,مهد
365,Wiege::N,дүүҗң,مهد
366,Bett::N,орн,سرير
367,Bett::N,орндг,سرير
368,Regal::N,таг,رف
369,Regal::N,тәвц,رف
370,Kiste::N,яршг,صندوق
371,Fenster::N,терз,شباك
372,Fenster::N,терз,نافذة
373,Tür::N,үүдн,باب
374,Tor::N,үүдн,بوابة
375,Tor::N,өргн үүдн,بوابة
376,Tor::N,хашан үүдн,بوابة
377,Zaun::N,хаша,سياج
378,Dach::N,деевр,سطح
379,Leiter::N,шат,سلم
380,Leiter::N,давшур,سلم
381,Besen::N,сәвүр,مكنسة
382,Spaten::N,күрз,مسحاة
383,Schaufel::N,совг,مجرفة
384,Gabel::N,серә,شوكة
385,Löffel::N,ухр,ملعقة
386,Messer::N,утх,سكين
387,Nagel::N,хадасн,مسمار
388,Netz::N,гөлм,شبكة
389,Haken::N,дегә,خطاف
390,Haken::N,дегә,صنارة
391,Griff::N,иш,قبضة
392,Griff::N,бәрүл,قبضة
393,Schloss::N,оньс,قفل
394,Bild::N,зург,صورة
395,Figur::N,фигур,تمثال
396,Puppe::N,наадһа,دمية
397,Beutel::N,мишг,كيس
398,Bündel::N,багла,ربطة
399,Bündel::N,боодһа,ربطة
400,Tasche::N,сумк,شنطة
401,Tasche::N,сумк,محفظة
402,Eimer::N,суулһ,سطل
403,Eimer::N,суулһ,جردل
404,Deckel::N,бүркәсн,سداد
405,Geschirr::N,сав,أوان
406,Geschirr::N,сав-сарх,أوان
407,Sack::N,мишг,زكيبة
408,Tasse::N,ааһ,فنجان
409,Topf::N,кастрюль,قدر
410,Topf::N,кастрюль,طنجرة
411,Kessel::N,хәәсн,قدر
412,Kessel::N,хәәсн,غلاية
413,Essen::N,зоогллһн,طعام
414,Nahrung::N,теҗәл,غذاء
415,Speise::N,хот,أكل
416,Fleisch::N,махн,لحم
417,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,حبوب
418,Brei::N,хаш,عصيدة
419,Brot::N,өдмг,خبز
420,Scheibe::N,зүсм,شريحة
421,Fett::N,өөкн,سمن
422,Butter::N,тосн,زبدة
423,Öl::N,тосн,زيت
424,Salz::N,давсн,ملح
425,Suppe::N,шөлн,حساء
426,Suppe::N,шөлн,شربة
427,Honig::N,бал,عسل
428,Milch::N,үсн,حليب
429,Tee::N,цә,شاي
430,Leder::N,арсн,جلد
431,Wolle::N,утцн,صوف
432,Wolle::N,эд,صوف
433,Stoff::N,эд,قماش
434,Nadel::N,зүн,إبرة
435,Faden::N,утцн,خيط
436,Knopf::N,товч,زر
437,Knoten::N,зәңгдә,عقدة
438,Farbe::N,будг,صبغة
439,Kleidung::N,хувцн,ملابس
440,Kleidung::N,хувц-хунр,ملابس
441,Hemd::N,киилг,قميص
442,Kragen::N,зах,ياقة
443,Ärmel::N,ханцн,كم
444,Hose::N,шалвур,سروال
445,Hose::N,шалвур,بنطلون
446,Gürtel::N,бүс,حزام
447,Mütze::N,махла,طاقية
448,Schuh::N,башмгуд,حذاء
449,Stiefel::N,һосн,جزمة
450,Stiefel::N,һосн,حذاء طويل
451,Ring::N,билцг,حلقة
452,Band::N,лент,شريط
453,Kamm::N,сам,مشط
454,Spiegel::N,толь,مرآة
455,Riemen::N,бүс,سير
456,Schnur::N,деесн,حبل
457,Schnur::N,деесн,دوبارة
458,Leine::N,бурнтг,قيد
459,Leine::N,нохан көтлвр,قيد
460,Decke::N,көнҗл,بطانية
461,Kissen::N,дер,وسادة
462,Tuch::N,альчур,منديل
463,Handtuch::N,полотенц,فوطة
464,Handtuch::N,полотенц,منشفة
465,Handtuch::N,һар-нүүрин альчур,فوطة
466,Handtuch::N,һар-нүүрин альчур,منشفة
467,Kraft::N,күчн,قدرة
468,Stärke::N,чидл,قوة
469,Gesundheit::N,эрүл-менд,صحة
470,Krankheit::N,өвчн,مرض
471,Schmerz::N,өвдлһн,ألم
472,Schmerz::N,өвдлһн,وجع
473,Wunde::N,шав,جرح
474,Fieber::N,безг,حمى
475,Arznei::N,эм,دواء
476,Brücke::N,тагт,جسر
477,Brunnen::N,худг,بئر
478,Weide::N,малын идг,مرعى
479,Pfad::N,цувг,درب
480,Weg::N,хаалһ,سكة
481,Straße::N,зам,طريق
482,Dorf::N,хотн,قرية
483,Stadt::N,балһсн,مدينة
484,Brief::N,бичг,خطاب
485,Brief::N,бичг,مكتوب
486,Buch::N,дегтр,كتاب
487,Buchstabe::N,үзг,حرف
488,Zeitung::N,газет,جريدة
489,Leben::N,җирһл,عيش
490,Leben::N,җирһл,حياة
491,Tod::N,үкл,موت
492,Tod::N,үкл,وفاة
493,Tod::N,өңгрлһн,موت
494,Tod::N,өңгрлһн,وفاة
495,Grab::N,оршалһна нүкн,قبر
496,Kirche::N,чонҗ,كنيسة
497,Sünde::N,нүл,خطيئة
498,Sünde::N,килнц,خطيئة
499,Gott::N,бурхн,إله
500,Arbeiter::N,көдлмшч,عامل
501,Chef::N,толһач,رئيس
502,Meister::N,урн,أسطى
503,Arzt::N,эмч,طبيب
504,Lehrer::N,багш,مدرس
505,Geld::N,мөңгн,نقود
506,Geschäft::N,көдлмш,صفقة
507,Laden::N,лавк,دكان
508,Preis::N,үн,سعر
509,Ware::N,эд-тавр,بضاعة
510,Nutzen::N,олз,فائدة
511,Reichtum::N,зөөр,غنى
512,Reichtum::N,зөөр,ثروة
513,Welt::N,орчлң,عالم
514,Welt::N,орчлң,دنيا
515,Welt::N,делкә,عالم
516,Welt::N,делкә,دنيا
517,Land::N,орн-нутг,بلد
518,Staat::N,государств,دولة
519,König::N,хан,ملك
520,Macht::N,йосн,سلطة
521,Grenze::N,меҗә,حدود
522,Krieg::N,дән,حرب
523,Feind::N,дәәсн,عدو
524,Gewalt::N,күч һарһлһн,عنف
525,Kampf::N,ноолдан,قتال
526,Kampf::N,бәрлдлһн,قتال
527,Bogen[Waffe]::N,саадг,قوس
528,Pfeil::N,сумн,سهم
529,Gewehr::N,бу,بندقية
530,Fehler::N,алдг,خطأ
531,Lüge::N,худл,كذب
532,Schaden::N,хорлт,تلف
533,Unglück::N,гүрм,نحس
534,Schuld::N,гем,ذنب
535,Schuld::N,буру,ذنب
536,Alter::N,насн,سن
537,Alter::N,насн,عمر
538,Schluss::N,чилгч,ختام
539,Schluss::N,чилгч,نهاية
540,Zeit::N,цаг,وقت
541,Tag::N,өдр,يوم
542,Morgen::N,өрүн,صباح
543,Mittag::N,үд,ظهر
544,Abend::N,асхн,مساء
545,Nacht::N,сө,ليلة
546,Woche::N,долан хонг,أسبوع
547,Monat::N,сар,شهر
548,Jahr::N,җил,عام
549,Jahr::N,җил,سنة
550,Frühling::N,хавр,ربيع
551,Sommer::N,зун,صيف
552,Herbst::N,намр,خريف
553,Winter::N,үвл,شتاء
554,Januar::N,январь,يناير
555,Januar::N,январь,كانون الثاني
556,Februar::N,февраль,شباط
557,Februar::N,февраль,فبراير
558,März::N,март,آذار
559,März::N,март,مارس
560,März::N,моһа сар,آذار
561,März::N,моһа сар,مارس
562,April::N,апрель,نيسان
563,Mai::N,май,مايو
564,Juni::N,июнь,يونيو
565,Juni::N,июнь,حزيران
566,Juni::N,мөчн сар,يونيو
567,Juni::N,мөчн сар,حزيران
568,Juli::N,июль,تموز
569,Juli::N,июль,يوليو
570,August::N,август,آب
571,August::N,август,أغسطس
572,September::N,һаха сар,أيلول
573,September::N,һаха сар,سبتمبر
574,Oktober::N,октябрь,أكتوبر
575,Oktober::N,октябрь,تشرين الأول
576,November::N,ноябрь,نوفمبر
577,November::N,ноябрь,تشرين الثاني
578,November::N,үкр сар,نوفمبر
579,November::N,үкр сар,تشرين الثاني
580,Dezember::N,бар сар,ديسمبر
581,Dezember::N,бар сар,كانون الأول
582,Montag::N,понедельник,يوم الاثنين
583,Dienstag::N,вторник,يوم الثلاثاء
584,Mittwoch::N,среда,يوم الأربعاء
585,Mittwoch::N,үлмҗ өдр,يوم الأربعاء
586,Donnerstag::N,четверг,يوم الخميس
587,Donnerstag::N,пүрвә өдр,يوم الخميس
588,Freitag::N,пятниц,يوم الجمعة
589,Samstag::N,суббот,يوم السبت
590,Sonntag::N,нарн өдр,يوم الأحد
591,Sonntag::N,воскресень,يوم الأحد
592,groß::A,ик,كبير
593,klein::A,бичкн,صغير
594,lang::A,ут,طويل
595,kurz::A,оһтр,قصير
596,breit::A,өргн,واسع
597,schmal::A,уутьхн,ضيق
598,dicht::A,нигт,كث
599,dicht::A,нигт,كثيف
600,dick[Gegenstand]::A,зузан,غليظ
601,dünn::A,нимгн,رفيع
602,fein::A,нәрхн,رقيق
603,fest::A,бат,متين
604,flach::A,хавтха,سهل
605,flach::A,хавтха,منبسط
606,glatt::A,тегш,ناعم
607,glatt::A,тиньгр,ناعم
608,hart::A,хату,صلب
609,hart::A,хату,جامد
610,weich::A,җөөлн,لين
611,weich::A,җөөлкн,لين
612,rund::A,төгрг,مستدير
613,spitz::A,шовһр,مدبب
614,scharf::A,хурц,حاد
615,stumpf::A,мука,ثالم
616,schwer::A,күнд,ثقيل
617,schön::A,сәәхн,جميل
618,heiß::A,халун,حار
619,heiß::A,халун,ساخن
620,warm::A,дулан,دافئ
621,kalt::A,киитн,بارد
622,kühl::A,серүн,قر
623,frisch::A,серүн,طازج
624,feucht::A,чиигтә,رطب
625,nass::A,чиигтә,مبلول
626,trocken::A,хагсу,جاف
627,voll::A,дүүрң,ملء
628,leer::A,сул,خال
629,leer::A,сул,فارغ
630,leer::A,хоосн,خال
631,leer::A,хоосн,فارغ
632,offen::A,секәтә,مفتوح
633,geschlossen::A,хаалһата,مغلق
634,sauber::A,цевр,نظيف
635,schmutzig::A,киртә,قذر
636,roh::A,түүкә,نيء
637,reif::A,болсн,ناضج
638,lecker::A,әмтәхн,لذيذ
639,süß::A,әмтәхн,حلو
640,bitter::A,һашун,مر
641,bitter::A,һашута,مر
642,sauer::A,ишклң,حامض
643,hell::A,герлтә,نير
644,dunkel::A,харңһу,مظلم
645,schwarz::A,хар,أسود
646,weiß::A,цаһан,أبيض
647,rot::A,улан,أحمر
648,gelb::A,шар,أصفر
649,blau::A,көк,أزرق
650,grün::A,көк,أخضر
651,grau::A,бор,رمادي
652,bunt::A,алг,ملوب
653,bunt::A,эрәтә,ملوب
654,billig::A,кимд,رخيص
655,teuer::A,үнтә,غال
656,wertvoll::A,үнтә,ثمين
657,wertvoll::A,эрднь,ثمين
658,blind::A,сохр,أعمى
659,taub::A,дүлә,أصم
660,taub::A,дүлә,أطرش
661,kräftig::A,күчтә,قوي
662,stark::A,чаңһ,قوي
663,schwach::A,күчн тату,ضعيف
664,fett::A,тарһн,سمين
665,schlank::A,эццн,أهيف
666,hübsch::A,көркхн,جميل
667,böse::A,уурта,رديء
668,dumm::A,тенг,أبله
669,dumm::A,тенг,أحمق
670,faul::A,залху,كسلان
671,fleißig::A,кинән,مجتهد
672,fleißig::A,кинмһә,مجتهد
673,geizig::A,ховдг,بخيل
674,klug::A,ухата,ذكي
675,klug::A,ухата,عاقل
676,geschickt::A,чадмг,ماهر
677,lieb::A,эңкр,عزيز
678,lustig::A,сергмҗтә,مرح
679,lustig::A,җирһлтә,مرح
680,sanft::A,номһн,حليم
681,hungrig::A,өлн,جائع
682,hungrig::A,харһнсн,جائع
683,krank::A,өвчтә,مريض
684,krank::A,шалтгта,مريض
685,nackt::A,нүцкн,عار
686,traurig::A,һундлта,حزين
687,lebendig::A,әмд,حي
688,gut::A,сән,جيد
689,schlecht::A,му,سيء
690,richtig::A,зөвтә,صحيح
691,schlimm::A,җигшүртә,خبيث
692,wahr::A,үнн,حق
693,wahr::A,мөн,حق
694,alt::A,хуучн,قديم
695,neu::A,шин,جديد
696,ehemalig::A,хуучн,سابق
697,alt[Lebewesen]::A,көгшн,مسن
698,jung::A,баһ,شاب
699,jung::A,баһ,صغير
700,arm::A,угатя,فقير
701,reich::A,байн,غني
702,bekannt::A,таньл,معلوم
703,bekannt::A,таньдг,معلوم
704,berühmt::A,туурсн,مشهور
705,fremd::A,күүнә,أجنبي
706,verschieden::A,әдл биш,مختلف
707,verschieden::A,йилһәтә,مختلف
708,nah::A,өөрхн,قريب
709,fern::A,хол,بعيد
710,linker::A,зүн,يسار
711,rechter::A,барун,يمين
712,anderer::A,талдан,آخر
713,erster::A,негдгч,أول
714,zweiter::A,хойрдгч,ثان
715,dritter::A,һурвдгч,ثالث
716,letzter::A,отхн,أخير
717,allein::ADV,һанцарн,وحده
718,auf einmal::ADV,нег дәкҗ,بالمرة
719,zusammen::ADV,хамдан,معا
720,lange::ADV,удан,مدة طويلة
721,plötzlich::ADV,генткн,فجأة
722,sofort::ADV,дарунь,حالا
723,sofort::ADV,дарунь,فورا
724,später::ADV,сүүлд,فيما بعد
725,jetzt::ADV,ода,الآن
726,jetzt::ADV,ода,حاليا
727,heute::ADV,эндр,اليوم
728,morgen::ADV,маңһдур,غدا
729,bald::ADV,дарунь,قريبا
730,dann::ADV,дәкәд,ثم
731,gestern::ADV,өцклдүр,أمس
732,gestern::ADV,өцклдүр,البارحة
733,einst::ADV,нег саамд,قديما
734,damals::ADV,тиигхд,حينئذ
735,danach::ADV,тегәд,ثم
736,danach::ADV,тегәд,بعد ذلك
737,vorher::ADV,урд,من قبل
738,vorher::ADV,урд,قبل ذلك
739,zuerst::ADV,түрүләд,أولا
740,einmal::ADV,нег дәкҗ,مرة
741,manchmal::ADV,зәрмдән,أحيانا
742,oft::ADV,хара биш,كثيرا
743,oft::ADV,хатяр биш,كثيرا
744,oft::ADV,дару-дарунь,كثيرا
745,immer::ADV,оньдинд,دائما
746,niemals::ADV,кезә чмгн биш,لا أبدا
747,hier::ADV,энд,هنا
748,hier::ADV,энүнд,هنا
749,hierhin::ADV,нааран,إلى هنا
750,von hier::ADV,эндәс,من هنا
751,dort::ADV,тенд,هناك
752,dorthin::ADV,тиигән,إلى هناك
753,geradeaus::ADV,шуд,إلى الأمام
754,vorwärts::ADV,уралан,إلى الأمام
755,rückwärts::ADV,гедргән,إلى الوراء
756,zurück::ADV,хәрү,عودا
757,zurück::ADV,хәрү,إلى الخلف
758,unten::ADV,дор,تحت
759,unten::ADV,дор,في الأسفل
760,hinab::ADV,дор,إلى تحت
761,hinab::ADV,доракшан,إلى تحت
762,oben::ADV,деер,فوق
763,oben::ADV,деер,في الأعلى
764,hinauf::ADV,өөдән,إلى فوق
765,hinauf::ADV,өөдән,إلى الأعلى
766,hinauf::ADV,деер,إلى فوق
767,hinauf::ADV,деер,إلى الأعلى
768,überall::ADV,альд болв чигн,في كل مكان
769,nicht::ADV,эс,لا
770,nicht::ADV,эс,لم
771,nicht::ADV,биш,لا
772,nicht::ADV,биш,لم
773,nicht::ADV,бичә,لا
774,nicht::ADV,бичә,لم
