,Concept_ID,mhr,fa
0,Auge::N,шинча́,چشم
1,Ohr::N,пы́лыш,گوش
2,Nase::N,нер,بینی
3,Mund::N,умша́,دهان
4,Zahn::N,пӱй,دندان
5,Zunge::N,йы́лме,زبان
6,Lippe::N,тӱ́рвӧ,لب
7,Wange::N,шӱ́ргӧ,لپ
8,Gesicht::N,чури́й,رو
9,Gesicht::N,чури́й,چهره
10,Stirn::N,саҥга́,پیشانی
11,Haar::N,ӱп,مو
12,Schnurrbart::N,ӧ́рыш,سبیل
13,Bart::N,понда́ш,ریش
14,Kinn::N,оҥыла́ш,چانه
15,Kiefer[Anatomie]::N,пӱйдӱ́ҥ,فک
16,Kiefer[Anatomie]::N,пӱйдӱ́ҥ,آرواره
17,Kiefer[Anatomie]::N,пӱйората́,فک
18,Kiefer[Anatomie]::N,пӱйората́,آرواره
19,Kehle::N,лога́р,حلق
20,Hals::N,шӱй,گردن
21,Genick::N,шӱйло́дыш,پشت گردن
22,Kopf::N,вуй,سر
23,Kopf::N,вуй,کله
24,Rücken::N,туп,پشت
25,Bauch::N,мӱ́шкыр,شکم
26,Nabel::N,кы́лымде,ناف
27,Busen::N,чы́зе,پستان
28,Brust::N,оҥ,سینه
29,Schulter::N,ва́че,دوش
30,Schulter::N,ва́че,شانه
31,Arm::N,кид,بازو
32,Ellenbogen::N,кынерву́й,آرنج
33,Hand::N,кид,دست
34,Hand::N,копа́,دست
35,Handfläche::N,со́во,کف دست
36,Finger::N,парня́,انگشت
37,Fingernagel::N,кидкӱ́ч,ناخن دست
38,Fingernagel::N,парнягӱ́ч,ناخن دست
39,Nagel[Anatomie]::N,кӱч,ناخن
40,Zeh::N,йолварня́,انگشت پا
41,Fuß::N,йол,پا
42,Fuß::N,йолкопа́,پا
43,Ferse::N,тага́н,پاشنه
44,Knie::N,пулву́й,زانو
45,Oberschenkel::N,э́рде,ران
46,Bein::N,йол,پا
47,Bein::N,йол,لنگ
48,Körper::N,кап,تن
49,Körper::N,кап,بدن
50,Haut::N,кова́ште,پوست
51,Blut::N,вӱр,خون
52,Ader::N,шӧн,رگ
53,Sehne::N,шӧн,زردپی
54,Sehne::N,кӱсе́н,زردپی
55,Knochen::N,лу,استخوان
56,Gehirn::N,вем,مخ
57,Gehirn::N,вем,مغز
58,Gehirn::N,вуйве́м,مخ
59,Gehirn::N,вуйве́м,مغز
60,Herz::N,шӱм,دل
61,Herz::N,шӱм,قلب
62,Magen::N,пага́р,معده
63,Leber::N,мокш,کبد
64,Atem::N,шӱ́лыш,نفس
65,Hunger::N,шужыма́ш,گرسنگی
66,Träne::N,шинчавӱ́д,اشک
67,Geschmack::N,там,مزه
68,Geruch::N,пуш,بو
69,Schlaf::N,о́мо,خواب
70,Traum::N,йӱдо́мо,رؤیا
71,Himmel::N,кава́,فلک
72,Himmel::N,кава́,آسمان
73,Sonne::N,ке́че,آفتاب
74,Sonne::N,ке́че,خورشید
75,Mond::N,ты́лзе,ماه
76,Stern::N,шӱ́дыр,ستاره
77,Luft::N,юж,هوا
78,Wind::N,марде́ж,باد
79,Welle::N,то́лкын,موج
80,Wasser::N,вӱд,آب
81,Stein::N,кӱ,سنگ
82,Boden::N,рок,زمین
83,Erde::N,мла́нде,خاک
84,Erde::N,мла́нде,زمین
85,Staub::N,пура́к,گرد
86,Staub::N,пура́к,غبار
87,Rauch::N,шикш,دود
88,Funke::N,сеске́м,جرقه
89,Funke::N,тулйы́п,جرقه
90,Feuer::N,тул,آتش
91,Licht::N,со́то,نور
92,Licht::N,со́то,روشنی
93,Schatten::N,ӱ́мыл,سایه
94,Wetter::N,иге́че,هوا
95,Nebel::N,тӱтыра́,مه
96,Wolke::N,пыл,ابر
97,Regen::N,йӱр,باران
98,Schnee::N,лум,برف
99,Eis::N,ий,یخ
100,Frost::N,чатлама́,یخبندان
101,Kälte::N,йӱ́штӧ,سرما
102,Hitze::N,шо́кшо,گرما
103,Hitze::N,шо́кшо,حرارت
104,Raureif::N,пӧрш,برف ریزه
105,Raureif::N,по́кшым,برف ریزه
106,Regenbogen::N,шонанпы́л,رنگین‌کمان
107,Donner::N,кӱ́дырчӧ,رعد
108,Strömung::N,йо́гын,جریان
109,Tropfen::N,чӱча́лтыш,قطره
110,Schaum::N,шоҥ,کف
111,Schmutz::N,лавыра́,گل
112,Schmutz::N,лавыра́,کثافت
113,See::N,ер,دریاچه
114,Sumpf::N,лӱ́кӧ,مرداب
115,Sumpf::N,лӱ́кӧ,باتلاق
116,Moor::N,куп,باتلاق
117,Wiese::N,о́лык,چمن
118,Wald::N,чодыра́,جنگل
119,Hügel::N,арка́,تل
120,Hügel::N,арка́,تپه
121,Anhöhe::N,тӧва́,بلندی
122,Anhöhe::N,кӱкшака́,بلندی
123,Berg::N,ку́рык,کوه
124,Gipfel::N,чаҥга́,قله
125,Gipfel::N,курыкву́й,قله
126,Höhle::N,пеще́р,غار
127,Höhle::N,курыкпо́мыш,غار
128,Abhang::N,та́йыл,سرازیری
129,Quelle::N,важ,چشمه
130,Quelle::N,вӱдшинча́,چشمه
131,Bach::N,изэҥе́р,نهر
132,Fluss::N,эҥе́р,رود
133,Ufer::N,сер,ساحل
134,Ufer::N,сер,کرانه
135,Küste::N,вӱдтӱ́р,ساحل
136,Festland::N,мла́нде,خشکی
137,Meer::N,те́ҥыз,دریا
138,Bucht::N,икса́,خلیج
139,Insel::N,отро́,جزیره
140,Blume::N,пеле́дыш,گل
141,Gras::N,шу́до,علف
142,Wurzel::N,вож,ریشه
143,Baum::N,пуше́ҥге,درخت
144,Stamm::N,йы́тыр,تنه
145,Rinde::N,шӱм,توژ
146,Rinde::N,шӱм,پوست
147,Ast::N,укш,شاخه
148,Zweig::N,торма́к,شاخه
149,Blatt::N,лышта́ш,برگ
150,Birke::N,куэ́,غان
151,Kiefer[Baum]::N,пӱ́нчӧ,کاج
152,Weide[Baum]::N,уа́,بید
153,Tanne::N,кож,صنوبر
154,Horn::N,шур,شاخ
155,Feder::N,пы́стыл,پر
156,Fell::N,кова́ште,خز
157,Flügel::N,шу́лдыр,پر
158,Flügel::N,шу́лдыр,بال
159,Klaue::N,кӱч,چنگ
160,Klaue::N,кӱч,پنجه
161,Kralle::N,ла́па,پنجه
162,Kralle::N,копа́,پنجه
163,Schwanz::N,поч,دم
164,Ei::N,му́но,تخم
165,Nest::N,пыжа́ш,لانه
166,Bau::N,пыжа́ш,بنا
167,Bau::N,пыжа́ш,ساختمان
168,Tier::N,я́нлык,هیوان
169,Tier::N,живо́тный,هیوان
170,Herde::N,кӱ́тӱ,رمه
171,Herde::N,тӱшка́,رمه
172,Kuh::N,ушка́л,گاو
173,Bulle::N,ӱ́шкыж,گاو نر
174,Pferd::N,и́мне,اسب
175,Schaf::N,шо́рык,گوسفند
176,Schwein::N,сӧсна́,خوک
177,Hund::N,пий,سگ
178,Katze::N,пы́рыс,گربه
179,Bär::N,маска́,خرس
180,Eichhörnchen::N,ур,سنجاب
181,Elch::N,шо́рдо,گوزن شمالی
182,Fuchs::N,ры́выж,روباه
183,Hase::N,мера́ҥ,خرگوش
184,Maus::N,коля́,موش
185,Wolf::N,пи́ре,گرگ
186,Vogel::N,ка́йык,پرنده
187,Schwarm::N,каша́к,دسته
188,Huhn::N,чы́ве,مرغ
189,Hahn::N,агыта́н,خروس
190,Gans::N,ко́мбо,غاز
191,Adler::N,карагу́ш,عقاب
192,Ente::N,лу́до,اردک
193,Ente::N,лу́до,مرغابی
194,Eule::N,тумна́,جغد
195,Kranich::N,турня́,درنا
196,Krähe::N,кора́к,زاغ
197,Krähe::N,кора́к,کلاغ
198,Kuckuck::N,куку́,فاخته
199,Schwan::N,йӱ́ксӧ,قو
200,Fisch::N,кол,ماهی
201,Barsch::N,ола́ҥге,ماهی خاردار
202,Hecht::N,нуж,اردک ماهی
203,Hecht::N,чорта́н,اردک ماهی
204,Schlange[Tier]::N,ки́шке,مار
205,Wurm::N,шукш,کرم
206,Spinne::N,эҥыре́мыш,عنکبوت
207,Ameise::N,ку́тко,مورچه
208,Laus::N,тий,شپش
209,Mücke::N,шыҥа́,پشه
210,Fliege::N,ка́рме,مگس
211,Schmetterling::N,лы́ве,پروانه
212,Beere::N,мӧр,گیله
213,Apfel::N,олма́,سیب
214,Pilz::N,по́ҥго,قارچ
215,Zwiebel::N,шога́н,پیاز
216,Saat::N,нӧ́шмӧ,بذر
217,Saat::N,туш,بذر
218,Korn::N,шу́рно,تخم
219,Korn::N,шу́рно,دانه
220,Heu::N,шу́до,علف خشک
221,Schale::N,шӱм,پوست
222,Grube::N,выне́м,گودال
223,Falle::N,лӧ́дӧ,دام
224,Schlinge::N,о́птыш,حلقه
225,Schlinge::N,шӧрга́лтыш,حلقه
226,Spur::N,кыша́,رد
227,Asche::N,ло́мыж,خاکستر
228,Dreck::N,лавыра́,کثافت
229,Eisen::N,кӱ́ртньӧ,آهن
230,Gold::N,шӧ́ртньӧ,زر
231,Gold::N,шӧ́ртньӧ,طلا
232,Silber::N,ший,نقره
233,Kohle::N,мландышӱ́й,زغال
234,Glas::N,янда́,شیشه
235,Lehm::N,шун,گل
236,Sand::N,ошма́,شن
237,Sand::N,ошма́,ماسه
238,Mensch::N,еҥ,آدم
239,Mensch::N,еҥ,انسان
240,Mensch::N,айде́ме,آدم
241,Mensch::N,айде́ме,انسان
242,Mann::N,пӧръе́ҥ,مرد
243,Frau::N,ӱдырама́ш,زن
244,Kind::N,аза́,بچه
245,Kind::N,аза́,کودک
246,Junge::N,рве́зе,پسر
247,Mädchen::N,ӱдыра́ш,دختر
248,Familie::N,еш,فامیل
249,Familie::N,еш,خانواده
250,Großvater::N,коча́,پدربزرگ
251,Großmutter::N,кова́,مادر‌بزرگ
252,Eltern::N,ача́-ава́,والدین
253,Eltern::N,ача́-ава́,پدر‌و‌مادر
254,Vater::N,ача́,پدر
255,Mutter::N,ава́,مادر
256,Sohn::N,э́рге,پسر
257,Tochter::N,ӱ́дыр,دختر
258,Bruder::N,иза́,برادر
259,Bruder::N,шо́льо,برادر
260,Schwester::N,ака́,خواهر
261,Onkel::N,иза́,عمو
262,Onkel::N,иза́,دایی
263,Tante::N,кока́,عمه
264,Tante::N,кока́,خاله
265,Ehemann::N,мари́й,همسر
266,Ehefrau::N,ва́те,همسر
267,Freude::N,куа́н,شادی
268,Freude::N,куаныма́ш,شادی
269,Gelächter::N,во́штылтыш,خنده
270,Gelächter::N,во́штылтыш,قاه‌قاه
271,Glück::N,пиа́л,اقبال
272,Kummer::N,о́йго,غم
273,Kummer::N,о́йго,غصه
274,Wunsch::N,ку́мыл,آرزو
275,Lust::N,ку́мыл,هوس
276,Geist::N,ӧрт,روح
277,Geist::N,чон,روح
278,Gedanke::N,ой,فکر
279,Gedanke::N,шоныма́ш,فکر
280,Gedächtnis::N,шарныма́ш,حافظه
281,Verstand::N,уш,هوش
282,Sinn::N,смысл,معنا
283,Sinn::N,смысл,مفهوم
284,Grund::N,ама́л,سبب
285,Grund::N,ама́л,دلیل
286,Wahrheit::N,чын,حقیقت
287,Gespräch::N,мутланыма́ш,صحبت
288,Gespräch::N,мутланыма́ш,گفتگو
289,Märchen::N,йома́к,قصه
290,Märchen::N,йома́к,افسانه
291,Erzählung::N,ойлыма́ш,داستان
292,Nachricht::N,увертарыма́ш,خبر
293,Neuigkeit::N,уве́р,خبر تازه
294,Name::N,лӱм,اسم
295,Rätsel::N,ту́што,معما
296,Rede::N,ойлыма́ш,سخن
297,Sprache::N,йы́лме,زبان
298,Stimme::N,йӱк,صدا
299,Wort::N,ой,کلمه
300,Wort::N,мут,کلمه
301,Zeichen::N,ти́ште,نشان
302,Zeichen::N,ти́ште,علامت
303,Zeichen::N,знак,نشان
304,Zeichen::N,знак,علامت
305,Ruf::N,ӱжма́ш,صدا
306,Lärm::N,лӱшкыма́ш,هیاهو
307,Lärm::N,йӱк-йӱа́н,هیاهو
308,Laut::N,йӱк,صدا
309,Ton::N,йӱксе́м,آهنگ
310,Lied::N,му́ро,آواز
311,Lied::N,му́ро,ترانه
312,Ruhe::N,ты́мык,آرامش
313,Leute::N,еҥ-влак,مردم
314,Volk::N,ка́лык,خلق
315,Arbeit::N,паша́,کار
316,Gast::N,уна́,مهمان
317,Geschenk::N,пӧле́к,هدیه
318,Spiel::N,мо́дыш,بازی
319,Spiel::N,модма́ш,بازی
320,Gesellschaft::N,тӱшка́,جمعیت
321,Hilfe::N,по́лыш,کمک
322,Freund::N,таҥ,دوست
323,Freund::N,йолта́ш,دوست
324,Kamerad::N,таҥ,رفیق
325,Angelegenheit::N,паша́,امر
326,Angelegenheit::N,паша́,قضیه
327,Anzahl::N,чот,عده
328,Anzahl::N,чот,شمار
329,Art::N,вид,نوع
330,Stück::N,ка́тыш,تکه
331,Stück::N,ка́тыш,قطعه
332,Stück::N,ла́стык,تکه
333,Stück::N,ла́стык,قطعه
334,Teil::N,ужа́ш,بخش
335,Teil::N,ужа́ш,قسمت
336,Hälfte::N,пел,نیم
337,Hälfte::N,пе́ле,نیم
338,Kreis::N,ты́ртыш,حلقه
339,Kreis::N,ты́ртыш,دایره
340,Kreuz::N,ыре́с,صلیب
341,Linie::N,ли́ний,خط
342,Linie::N,ли́ний,سطر
343,Strich::N,коре́ш,خط
344,Abstand::N,кокла́,فاصله
345,Entfernung::N,тора́,مسافت
346,Entfernung::N,ку́жыт,مسافت
347,Gegend::N,кунде́м,منطقه
348,Platz::N,ку́мдык,گنجایش
349,Ort::N,вер,جا
350,Ort::N,вер,محل
351,Ort::N,вер,مکان
352,Ort::N,о́лмо,جا
353,Ort::N,о́лмо,محل
354,Ort::N,о́лмо,مکان
355,Seite::N,ӧ́рдыж,طرف
356,Mitte::N,покше́л,وسط
357,Mitte::N,покше́л,میان
358,Gegenstand::N,наста́,چیز
359,Sache::N,наста́,چیز
360,Rand::N,тӱр,کنار
361,Rand::N,тӱр,حاشیه
362,Kante::N,тӱр,لبه
363,Ecke::N,лук,گوشه
364,Spitze::N,вуй,سر
365,Spitze::N,вуй,نوک
366,Ende::N,муча́ш,ته
367,Ende::N,муча́ш,آخر
368,Loch::N,рож,سوراخ
369,Winkel::N,лук,کنج
370,Muster::N,пеза́к,نقش
371,Muster::N,узо́р,نقش
372,Muster::N,ӱ́лгӧ,نقش
373,Größe::N,кӱ́кшыт,قد
374,Größe::N,кӱ́кшыт,بزرگی
375,Länge::N,ку́тыш,طول
376,Höhe::N,кӱ́кшыт,بلندی
377,Gewicht::N,не́лыт,وزن
378,Menge::N,чот,مقدار
379,Menge::N,чот,اندازه
380,Haufen::N,кы́шыл,توده
381,Reihe::N,рада́м,ردیف
382,Boot::N,пуш,قایق
383,Ruder::N,эшка́к,پارو
384,Schlitten::N,тер,سورتمه
385,Schlitten::N,изде́р,سورتمه
386,Ski::N,е́че,اسکی
387,Lagerfeuer::N,туло́то,آتش
388,Last::N,нӧ́лтыш,بار
389,Last::N,нӧ́лтыш,سنگینی
390,Gang::N,ошкылма́ш,راه رفتن
391,Schritt::N,о́шкыл,قدم
392,Norden::N,йӱдйыма́л,شمال
393,Süden::N,кечывалве́л,جنوب
394,Westen::N,касве́л,غرب
395,Osten::N,эрве́л,شرق
396,Holz::N,пу,چوب
397,Brett::N,оҥа́,تخته
398,Platte::N,аста́р,صفحه
399,Stütze::N,чара́к,تکیه
400,Stange::N,лома́ш,میله
401,Stock::N,тоя́,چوب
402,Stab::N,вара́,عصا
403,Stab::N,кашта́,عصا
404,Rohr::N,пуч,لوله
405,Haus::N,пӧрт,منزل
406,Heim::N,мӧ́ҥгӧ,خانه
407,Heim::N,мӧ́ҥгӧ,کاشانه
408,Ofen::N,комака́,بخاری
409,Fußboden::N,кӱва́р,کف اتاق
410,Tisch::N,ӱсте́л,میز
411,Stuhl::N,пӱке́н,صندلی
412,Wiege::N,шепка́,گهواره
413,Bett::N,ва́кшыш,تختخواب
414,Regal::N,шӧ́рлык,قفسه
415,Kiste::N,шо́ндык,صندوق
416,Kiste::N,я́шлык,صندوق
417,Fenster::N,окна́,پنجره
418,Tür::N,омса́,در
419,Tür::N,омса́,درب
420,Tor::N,капка́,دروازه
421,Zaun::N,сава́р,حصار
422,Dach::N,леве́дыш,بام
423,Leiter::N,тошка́лтыш,نردبان
424,Besen::N,ӱштерво́штыр,جارو
425,Spaten::N,ко́льмо,بیل
426,Schaufel::N,сово́к,بیل
427,Schaufel::N,сово́к,پارو
428,Schaufel::N,су́ско,بیل
429,Schaufel::N,су́ско,پارو
430,Gabel::N,ви́лке,چنگال
431,Löffel::N,па́не,قاشق
432,Löffel::N,совла́,قاشق
433,Messer::N,кӱ́зӧ,کارد
434,Nagel::N,пуда́,میخ
435,Netz::N,вапш,تور
436,Netz::N,вапш,شبکه
437,Haken::N,са́гыле,قلاب
438,Griff::N,кыл,دسته
439,Schloss::N,кӧгӧ́н,قفل
440,Bild::N,сӱре́т,عکس
441,Bild::N,сӱре́т,تصویر
442,Figur::N,фигу́р,تندیس
443,Puppe::N,курча́к,عروسک
444,Beutel::N,меша́к,کیسه
445,Bündel::N,арша́ш,بسته
446,Tasche::N,сумка́,کیف
447,Eimer::N,ведра́,سطل
448,Deckel::N,ко́мдыш,در
449,Geschirr::N,а́те,ظرف
450,Sack::N,куль,گونی
451,Sack::N,меша́к,گونی
452,Tasse::N,чу́кыр,فنجان
453,Tasse::N,чашка́,فنجان
454,Topf::N,ми́ске,دیگ
455,Topf::N,ми́ске,قابلمه
456,Kessel::N,под,دیگ
457,Essen::N,ко́чкыш,خوراک
458,Nahrung::N,ку́рго,غذا
459,Speise::N,ко́чкыш,خوراک
460,Fleisch::N,шыл,گوشت
461,Getreide::N,шу́рно,غله
462,Brei::N,пу́чымыш,فرنی
463,Brei::N,пу́чымыш,حریره
464,Brot::N,ки́нде,نان
465,Scheibe::N,ка́тыш,قاچ
466,Scheibe::N,ка́тыш,لزگه
467,Fett::N,коя́,چربی
468,Butter::N,ӱй,کره
469,Öl::N,ӱй,روغن
470,Salz::N,шинча́л,نمک
471,Suppe::N,шӱр,آش
472,Suppe::N,шӱр,سوپ
473,Honig::N,мӱй,عسل
474,Milch::N,шӧр,شیر
475,Tee::N,чай,چای
476,Leder::N,сура́н,چرم
477,Leder::N,шӱ́штӧ,چرم
478,Wolle::N,пун,پشم
479,Stoff::N,куэ́м,پارچه
480,Stoff::N,посто́,پارچه
481,Nadel::N,и́ме,سوزن
482,Faden::N,шӱ́ртӧ,نخ
483,Knopf::N,по́лдыш,دکمه
484,Knoten::N,пышке́м,گره
485,Farbe::N,чия́,رنگ
486,Kleidung::N,чие́м,لباس
487,Kleidung::N,чие́м,پوشاک
488,Kleidung::N,вурге́м,لباس
489,Kleidung::N,вурге́м,پوشاک
490,Hemd::N,ту́выр,پیراهن
491,Kragen::N,сога́,یقه
492,Ärmel::N,шокш,آستین
493,Hose::N,йола́ш,شلوار
494,Gürtel::N,ӱ́штӧ,کمر‌بند
495,Mütze::N,упш,کلاه
496,Schuh::N,боти́нке,کفش
497,Stiefel::N,кем,چکمه
498,Ring::N,шерга́ш,حلقه
499,Ring::N,шерга́ш,انگشتر
500,Band::N,тасма́,نوار
501,Band::N,тасма́,روبان
502,Band::N,ле́нте,نوار
503,Band::N,ле́нте,روبان
504,Kamm::N,шерге́,شانه
505,Spiegel::N,вошто́нчыш,آینه
506,Riemen::N,кӱзанӱ́штӧ,تسمه
507,Schnur::N,кере́м,ریسمان
508,Schnur::N,кандыра́,ریسمان
509,Leine::N,вӱра́ҥ,قلاده
510,Decke::N,леве́дыш,پتو
511,Decke::N,одея́л,پتو
512,Kissen::N,кӱ́пчык,بالش
513,Tuch::N,шо́выч,شال
514,Handtuch::N,со́лык,حوله
515,Kraft::N,вий,نیرو
516,Kraft::N,куа́т,نیرو
517,Stärke::N,куа́т,زور
518,Stärke::N,карма́н,زور
519,Gesundheit::N,таза́лык,سلامتی
520,Gesundheit::N,таза́лык,تندرستی
521,Krankheit::N,чер,بیماری
522,Schmerz::N,ко́рштыш,درد
523,Wunde::N,су́сыр,زخم
524,Fieber::N,йӱштыму́ж,تب
525,Fieber::N,лихора́дке,تب
526,Arznei::N,эм,دارو
527,Brücke::N,кӱва́р,پل
528,Brunnen::N,вӱдвыне́м,چاه
529,Weide::N,нурше́р,چراگاه
530,Pfad::N,йолго́рно,راه
531,Pfad::N,сокма́к,راه
532,Weg::N,ко́рно,راه
533,Weg::N,ко́рно,طریق
534,Straße::N,ко́рно,راه
535,Straße::N,ко́рно,جاده
536,Dorf::N,ял,ده
537,Dorf::N,ял,روستا
