,Concept_ID,mrj,et
535,Gewehr::N,пичӓл,püss
536,Fehler::N,самынь,viga
537,Lüge::N,шая,vale
538,Schaden::N,вре́дӓ,kahju
539,Unglück::N,пёда,häda
540,Unglück::N,пёда,õnnetus
541,Unglück::N,тымаша,häda
542,Unglück::N,тымаша,õnnetus
543,Schuld::N,вуйнамат,süü
544,Alter::N,иӓш,iga
545,Alter::N,игечӹ,iga
546,Schluss::N,пӹтӓртӹш,lõpp
547,Zeit::N,веремӓ,aeg
548,Tag::N,кечӹ,päev
549,Morgen::N,ир,hommik
550,Morgen::N,ирок,hommik
551,Mittag::N,кечӹвӓл,lõuna
552,Mittag::N,кечӹвӓл,keskpäev
553,Abend::N,вады,õhtu
554,Nacht::N,йыд,öö
555,Woche::N,ӓрня,nädal
556,Monat::N,тӹ́лзӹ,kuu
557,Jahr::N,год,aasta
558,Frühling::N,шошым,kevad
559,Sommer::N,кӓнгӹж,suvi
560,Herbst::N,шӹжӹ,sügis
561,Winter::N,тел,talv
562,Winter::N,телӹ,talv
563,Januar::N,январ,jaanuar
564,Januar::N,январь,jaanuar
565,Februar::N,февраль,veebruar
566,März::N,март,märts
567,April::N,апрель,aprill
568,Mai::N,май,mai
569,Juni::N,июнь,juuni
570,Juli::N,июль,juuli
571,August::N,август,august
572,September::N,сентябрь,september
573,Oktober::N,октябрь,oktoober
574,November::N,ноябрь,november
575,Dezember::N,декавыр,detsember
576,Montag::N,шачмы,esmaspäev
577,Dienstag::N,кышкыжмы,teisipäev
578,Mittwoch::N,вӹрчегӹ,kesknädal
579,Donnerstag::N,изӓрня,neljapäev
580,Freitag::N,когарня,reede
581,Samstag::N,кукшыгечӹ,laupäev
582,Sonntag::N,рушӓрня,pühapäev
583,groß::A,кого,suur
584,klein::A,изи,väike
585,klein::A,изи,pisike
586,lang::A,кужы,pikk
587,kurz::A,кӹтӹк,lühike
588,breit::A,кымда,lai
589,schmal::A,ӓнгӹсӹр,kitsas
590,dicht::A,шӹре,tihe
591,dick[Gegenstand]::A,кӹжгӹ,jäme
592,dünn::A,вӹцкӹж,õhuke
593,dünn::A,вӹцкӹж,peenike
594,fein::A,пыльга,peen
595,fein::A,пыльга,õhuke
596,fest::A,цаткыды,püsiv
597,fest::A,цаткыды,kindel
598,flach::A,тӓлякӓ,lame
599,flach::A,тӓлякӓ,tasane
600,glatt::A,ягылгы,sile
601,hart::A,пингӹдӹ,kõva
602,weich::A,пышкыды,pehme
603,rund::A,тӹртӹш,ümar
604,spitz::A,кашар,torkav
605,scharf::A,кашар,terav
606,stumpf::A,нӹшкӹ,nüri
607,schwer::A,нелӹ,raske
608,schön::A,цевер,kena
609,schön::A,олмыдшы,kena
610,heiß::A,шокшы,kuum
611,heiß::A,шокшы,palav
612,warm::A,шокшы,soe
613,kalt::A,ӱштӹ,külm
614,kühl::A,юалгы,jahe
615,kühl::A,йонгата,jahe
616,frisch::A,йонгата,värske
617,feucht::A,ӹлӹкшӹ,niiske
618,feucht::A,вӹдӹжгӹ,niiske
619,nass::A,начкы,märg
620,trocken::A,кукшы,kuiv
621,voll::A,темшӹ,täis
622,voll::A,темыман,täis
623,leer::A,йӓрӓ,tühi
624,offen::A,виш,avatud
625,offen::A,виш,lahtine
626,geschlossen::A,чӱчмӹ,suletud
627,geschlossen::A,тӹкӹлӓлтшӹ,suletud
628,sauber::A,ире,puhas
629,schmutzig::A,шоран,räpane
630,schmutzig::A,шоран,määrdunud
631,schmutzig::A,лявӹрӓн,räpane
632,schmutzig::A,лявӹрӓн,määrdunud
633,schmutzig::A,шорангшы,räpane
634,schmutzig::A,шорангшы,määrdunud
635,roh::A,пеле кӱшӹ,toores
636,reif::A,кӱшӹ,küps
637,lecker::A,тотан,hõrk
638,lecker::A,тотан,maitsev
639,süß::A,мӱӓн,magus
640,bitter::A,качы,mõru
641,sauer::A,шапы,hapu
642,hell::A,соты,hele
643,hell::A,валгыды,hele
644,dunkel::A,пӹц,pime
645,dunkel::A,пӹцкемӹш,pime
646,schwarz::A,шим,must
647,weiß::A,ош,valge
648,weiß::A,ошы,valge
649,rot::A,якшаргы,punane
650,gelb::A,сар,kollane
651,gelb::A,сары,kollane
652,blau::A,симсӹ,sinine
653,grün::A,ыжар,roheline
654,grau::A,луды,hall
655,bunt::A,ала,kirju
656,bunt::A,ала,värviline
657,billig::A,шулдаш,odav
658,teuer::A,шергӹ,kallis
659,teuer::A,шергӓкӓн,kallis
660,wertvoll::A,ӓкӓн,väärtuslik
661,blind::A,слöпöй,pime
662,blind::A,сльöпöй,pime
663,taub::A,тӱтӱк,kurt
664,kräftig::A,виӓн,jõuline
665,stark::A,виӓн,tugev
666,schwach::A,шава,nõrk
667,schwach::A,шава,jõuetu
668,schwach::A,лӹпкӓ,nõrk
669,schwach::A,лӹпкӓ,jõuetu
670,schwach::A,слабка,nõrk
671,schwach::A,слабка,jõuetu
672,fett::A,таза,rasvane
673,schlank::A,яштака,sale
674,hübsch::A,сӹлнӹ,kena
675,hübsch::A,олмыдшы,kena
676,böse::A,шӹдӓн,tige
677,dumm::A,окмак,juhm
678,dumm::A,окмак,rumal
679,faul::A,ялахай,laisk
680,fleißig::A,пӓшам яратышы,virk
681,fleißig::A,пӓшам яратышы,hoolas
682,geizig::A,шык,ihne
683,klug::A,ышан,tark
684,klug::A,ышан,arukas
685,klug::A,ышан,mõistlik
686,geschickt::A,мастар,osav
687,lieb::A,тыри,armas
688,lustig::A,мындыр,lõbus
689,lustig::A,сусу,lõbus
690,sanft::A,йӹвӹжӓ,õrn
691,hungrig::A,шужышы,näljane
692,krank::A,церлӹ,haige
693,krank::A,хворой,haige
694,nackt::A,цӓрӓ,alasti
695,traurig::A,сы́лыкан,kurb
696,traurig::A,кымы́лдымы,kurb
697,lebendig::A,живой,elus
698,gut::A,яжо,hea
699,schlecht::A,уда,halb
700,schlecht::A,худа,halb
701,richtig::A,вургамла,õige
702,schlimm::A,йӹрнык,paha
703,wahr::A,настоящий,tõene
704,wahr::A,настояшый,tõene
705,alt::A,шонгы,vana
706,neu::A,у,uus
707,ehemalig::A,тошты,endine
708,alt[Lebewesen]::A,ӹлалшӹ,vana
709,jung::A,нöргӹ,noor
710,jung::A,молода,noor
711,arm::A,укеӓн,vaene
712,reich::A,паян,rikas
713,reich::A,пурлыкан,rikas
714,bekannt::A,палӹмӹ,teada
715,bekannt::A,палӹмӹ,tuttav
716,berühmt::A,лӹмлы,tuntud
717,fremd::A,эдемӹн,võõras
718,verschieden::A,тӹрлӹ,erinev
719,nah::A,лишӹл,lähedane
720,fern::A,мӹндӹр,kauge
721,linker::A,шалахай,vasak
722,rechter::A,вургамла,parem
723,anderer::A,вес,muu
724,anderer::A,вес,teine
725,anderer::A,весӹ,muu
726,anderer::A,весӹ,teine
727,erster::A,икшӹ,esimene
728,erster::A,икӹмшӹ,esimene
729,zweiter::A,кокшы,teine
730,dritter::A,кымшы,kolmas
731,letzter::A,остатка,viimane
732,allein::ADV,иктӹ,üksi
733,allein::ADV,иктӹт,üksi
734,auf einmal::ADV,тöрöк,korraga
735,auf einmal::ADV,тöрöк,ühekorraga
736,zusammen::ADV,икараш,koos
737,zusammen::ADV,икараш,üheskoos
738,zusammen::ADV,цымырын,koos
739,zusammen::ADV,цымырын,üheskoos
740,lange::ADV,кужын,kaua
741,plötzlich::ADV,трӱк,äkki
742,plötzlich::ADV,трӱк,järsku
743,sofort::ADV,полт,kohe
744,sofort::ADV,тöрöк,kohe
745,sofort::ADV,тӹшӓкок,kohe
746,später::ADV,вара,hiljem
747,heute::ADV,тагачы,täna
748,morgen::ADV,иргод,homme
749,morgen::ADV,иргодым,homme
750,bald::ADV,чӹнь,pea
751,bald::ADV,чӹнь,varsti
752,bald::ADV,вӓшке,pea
753,bald::ADV,вӓшке,varsti
754,bald::ADV,выртышты,pea
755,bald::ADV,выртышты,varsti
756,dann::ADV,пакыла,siis
757,gestern::ADV,тенгечӹ,eile
758,einst::ADV,икӓнӓ,vanasti
759,damals::ADV,тӹнӓм,tookord
760,danach::ADV,пакыла,seejärel
761,vorher::ADV,перви,enne
762,zuerst::ADV,андак,enne
763,zuerst::ADV,андак,esmalt
764,einmal::ADV,гӓнӓк,kord
765,einmal::ADV,гӓнӓк,üks kord
766,einmal::ADV,гӓнӓ,kord
767,einmal::ADV,гӓнӓ,üks kord
768,manchmal::ADV,кынамжы,mõnikord
769,oft::ADV,чӹчкӹдӹн,tihti
