,Concept_ID,el,kk
60,Hunger::N,πείνα,ашаршылық
61,Träne::N,δάκρυ,жас
62,Geschmack::N,γεύση,дәм
63,Geschmack::N,γεύση,татым
64,Geschmack::N,γεύση,талғам
65,Geruch::N,οσμή,иіс
66,Geruch::N,μυρωδία,иіс
67,Schlaf::N,ύπνος,ұйқы
68,Schlaf::N,ύπνος,ұйықтау
69,Traum::N,όνειρο,түс
70,Himmel::N,ουρανός,аспан
71,Himmel::N,ουρανός,көқ
72,Himmel::N,ουρανός,таңдай
73,Sonne::N,ήλιος,күн
74,Mond::N,σελήνη,ай
75,Mond::N,φεγγάρι,ай
76,Stern::N,άστρο,жұлдыз
77,Stern::N,αστέρι,жұлдыз
78,Luft::N,αέρας,әуе
79,Wind::N,αέρας,жел
80,Wind::N,άνεμος,жел
81,Welle::N,κύμα,толқын
82,Wasser::N,νερό,су
83,Stein::N,πέτρα,тас
84,Boden::N,χώμα,қыртыс
85,Erde::N,γη,топырақ
86,Staub::N,σκόνη,шаң
87,Rauch::N,καπνός,түтін
88,Funke::N,σπίθα,ұшқын
89,Funke::N,σπινθήρας,ұшқын
90,Feuer::N,φωτιά,алау
91,Licht::N,φως,шұғыла
92,Schatten::N,σκιά,көлеңке
93,Schatten::N,ίσκιος,көлеңке
94,Wetter::N,καιρός,ауа райы
95,Nebel::N,ομίχλη,тұман
96,Wolke::N,σύννεφο,бұлт
97,Regen::N,βροχή,жаңбыр
98,Schnee::N,χιόνι,қар
99,Eis::N,πάγος,мұз
100,Frost::N,παγωνία,суық
101,Kälte::N,κρύο,ызғар
102,Kälte::N,κρύο,суықтық
103,Kälte::N,ψύχος,ызғар
104,Kälte::N,ψύχος,суықтық
105,Hitze::N,ζέστη,аптап
106,Raureif::N,πάχνη,қырау
107,Regenbogen::N,ουράνιο τόξο,кемпірқосақ
108,Donner::N,βροντή,күн күркіреу
109,Strömung::N,ρεύμα,ағын
110,Tropfen::N,στάλα,тамшы
111,Schaum::N,αφρός,көбік
112,Schmutz::N,βρωμιά,кір
113,See::N,λίμνη,көл
114,Sumpf::N,βάλτος,саз
115,Moor::N,έλος,саз
116,Wiese::N,λιβάδι,шалғын
117,Wald::N,δάσος,орман
118,Hügel::N,λόφος,төбе
119,Hügel::N,λόφος,белес
120,Hügel::N,λόφος,белес-белес
121,Anhöhe::N,ύψωμα,дөң
122,Anhöhe::N,ύψωμα,адыр
123,Anhöhe::N,ύψωμα,қырат
124,Berg::N,όρος,тау
125,Berg::N,βουνό,тау
126,Gipfel::N,κορυφή,төбе
127,Höhle::N,σπηλιά,үңгір
128,Abhang::N,πλαγιά,бауыр
129,Quelle::N,πηγή,қайнар
130,Quelle::N,βρύση,қайнар
131,Bach::N,ρυάκι,жылға
132,Fluss::N,ποτάμι,өзен
133,Fluss::N,ποταμός,өзен
134,Ufer::N,όχθη,жиек
135,Küste::N,ακτή,жиегі
136,Küste::N,ακτή,жағалау
137,Küste::N,ακρογιαλιά,жиегі
138,Küste::N,ακρογιαλιά,жағалау
139,Festland::N,στεριά,құрылық
140,Meer::N,θάλασσα,теңіз
141,Bucht::N,κόλπος,шығанақ
142,Insel::N,νησί,арал
143,Insel::N,νήσος,арал
144,Blume::N,άνθος,гүл
145,Blume::N,λουλούδι,гүл
146,Gras::N,χόρτο,от
147,Gras::N,χορτάρι,от
148,Wurzel::N,ρίζα,түбір
149,Baum::N,δέντρο,ағаш
150,Baum::N,δέντρο,дарақ
151,Stamm::N,κορμός,сояу
152,Stamm::N,κορμός,оқпан
153,Rinde::N,φλούδα,қабық
154,Ast::N,κλαδί,бұтақ
155,Zweig::N,κλαδί,шыбық
156,Zweig::N,κλάδος,шыбық
157,Blatt::N,φύλλο,жапырақ
158,Birke::N,σημύδα,қайың
159,Kiefer[Baum]::N,πεύκο,қарағай
160,Weide[Baum]::N,ιτιά,тал
161,Tanne::N,έλατο,шырша
162,Horn::N,κέρας,мүйіз
163,Horn::N,κέρατο,мүйіз
164,Feder::N,φτερό,қаламұш
165,Fell::N,δέρμα,тері
166,Fell::N,τομάρι,тері
167,Flügel::N,πτερύγιο,қанат
168,Klaue::N,κουλό,тырнақ
169,Kralle::N,νύχι,аяқ
170,Schwanz::N,ουρά,құйрық
171,Ei::N,αβγό,жұмыртқа
172,Nest::N,φωλιά,ұя
173,Bau::N,φωλιά,жатақ
174,Tier::N,ζώο,айуан
175,Tier::N,ζώο,жануар
176,Herde::N,κοπάδι,пада
177,Kuh::N,αγελάδα,сиыр
178,Bulle::N,ταύρος,өгіз
179,Pferd::N,άλογο,жылқы
180,Schaf::N,πρόβατο,қой
181,Schwein::N,γουρούνι,шошқа
182,Hund::N,σκυλί,ит
183,Hund::N,σκύλος,ит
184,Katze::N,γάτα,мысық
185,Bär::N,άρκτος,аю
186,Bär::N,αρκούδα,аю
187,Eichhörnchen::N,βερβερίτσα,тиін
188,Elch::N,άλκη,бұғы
189,Fuchs::N,αλεπού,түлкі
190,Hase::N,λαγός,қоян
191,Maus::N,ποντικός,қаптесер
192,Wolf::N,λύκος,бөрі
193,Wolf::N,λύκος,қасқыр
194,Vogel::N,πουλί,құс
195,Schwarm::N,σμήνος,топ
196,Schwarm::N,σμήνος,үйір
197,Huhn::N,κότα,тауық
198,Huhn::N,κότα,мекиен
199,Huhn::N,όρνιθα,тауық
200,Huhn::N,όρνιθα,мекиен
201,Hahn::N,πετεινός,әтеш
202,Hahn::N,πετεινός,қораз
203,Gans::N,χήνα,қаз
204,Adler::N,αετός,бүркіт
205,Ente::N,πάπια,үйрек
206,Eule::N,κουκουβάγια,жапалақ
207,Kranich::N,γερανός,тырна
208,Krähe::N,καρακάξα,қарға
209,Kuckuck::N,κούκος,көкек
210,Schwan::N,κύκνος,аққу
211,Fisch::N,ψάρι,балық
212,Barsch::N,πέρκα,алабұға
213,Hecht::N,λούτσος,шортан
214,Schlange[Tier]::N,φίδι,жылан
215,Wurm::N,σκουλήκι,шұбалшаң
216,Spinne::N,αράχνη,өрмекші
217,Ameise::N,μυρμήγκι,қүмырска
218,Laus::N,ψείρα,бит
219,Mücke::N,κουνούπι,маса
220,Fliege::N,μύγα,шыбын
221,Schmetterling::N,πεταλούδα,көбелек
222,Beere::N,ρόγα,жидек
223,Apfel::N,μήλο,алма
224,Pilz::N,μανιτάρι,қозықұйрық
225,Pilz::N,μανιτάρι,саңыраукулақ
226,Zwiebel::N,κρεμμύδι,жуа
227,Saat::N,σπόρος,тұқым
228,Korn::N,σπυρί,дән
229,Heu::N,σανός,шөп
230,Schale::N,τσόφλι,қабық
231,Schale::N,τσόφλι,қабығы
232,Grube::N,λάκκος,ор
233,Falle::N,παγίδα,дұзақ
234,Falle::N,παγίδα,қақпан
235,Schlinge::N,θηλειά,ілмек
236,Spur::N,ίχνος,із
237,Asche::N,στάχτη,күл
238,Dreck::N,βρωμιά,былғаныш
239,Eisen::N,σίδερο,темір
240,Gold::N,μάλαμα,алтын
241,Gold::N,χρυσάφι,алтын
242,Silber::N,ασήμι,күміс
243,Silber::N,άργυρος,күміс
244,Kohle::N,κάρβουνο,көмір
245,Glas::N,γυαλί,шыны
246,Lehm::N,πηλός,балшық
247,Sand::N,άμμος,құм
248,Mensch::N,άνθρωπος,адам
249,Mann::N,άνδρας,еркек
250,Mann::N,άνδρας,ер адам
251,Frau::N,γυναίκα,бике
252,Frau::N,γυναίκα,қатын
253,Kind::N,παιδί,бала
254,Kind::N,παιδί,перзент
255,Junge::N,αγόρι,бала
256,Junge::N,αγόρι,ер бала
257,Mädchen::N,κοπέλα,қыз
258,Mädchen::N,κορίτσι,қыз
259,Familie::N,οικογένεια,жанұя
260,Großvater::N,παππούς,ата
261,Großmutter::N,γιαγιά,әже
262,Großmutter::N,γιαγιά,әжей
263,Eltern::N,γονείς,ата-аналар
264,Vater::N,πατέρας,әке
265,Mutter::N,μητέρα,ана
266,Sohn::N,γιος,ұл
267,Tochter::N,κόρη,қызым
268,Bruder::N,αδελφός,бауырым
269,Schwester::N,αδελφή,әпке
270,Onkel::N,θείος,көке
271,Tante::N,θεία,тәте
272,Ehemann::N,σύζυγος,ер
273,Ehefrau::N,σύζυγος,зайып
274,Freude::N,χαρά,қуаныш
275,Freude::N,χαρά,сүйініш
276,Freude::N,χαρά,шат-думан
277,Freude::N,χαρά,қуаныштылық
278,Gelächter::N,γέλια,күлу
279,Glück::N,ευτυχία,бақыт
280,Glück::N,ευτυχία,бақыттылық
281,Kummer::N,έγνοια,аза
282,Kummer::N,έγνοια,қайғы
283,Kummer::N,έγνοια,қасырет
284,Wunsch::N,επιθυμία,мүдде
285,Lust::N,όρεξη,тәбет
286,Lust::N,όρεξη,ынтызар
287,Lust::N,όρεξη,құштарлық
288,Geist::N,πνέυμα,рух
289,Gedanke::N,σκέψη,ой
290,Gedächtnis::N,μνήμη,ес
291,Gedächtnis::N,μνήμη,жады
292,Gedächtnis::N,μνήμη,ақыл-ес
293,Verstand::N,νους,ақыл
294,Verstand::N,νους,парасат
295,Sinn::N,νόημα,мән
296,Sinn::N,νόημα,маныз
297,Sinn::N,νόημα,мағына
298,Sinn::N,νόημα,мән-мағына
299,Grund::N,λόγος,себеп
300,Wahrheit::N,αλήθεια,рас
301,Gespräch::N,συνομιλία,әңгіме
302,Märchen::N,παραμύθι,ертеп
303,Märchen::N,παραμύθι,ертек
304,Erzählung::N,διήγημα,әңгіме
305,Nachricht::N,είδηση,хабар
306,Neuigkeit::N,νέο,жаңалық
307,Name::N,όνομα,ат
308,Name::N,όνομα,атау
309,Rätsel::N,αίνιγμα,жұмбақ
310,Rede::N,λόγος,сөз
311,Rede::N,ομιλία,сөз
312,Sprache::N,γλώσσα,тіл
313,Stimme::N,φωνή,үн
314,Stimme::N,φωνή,әуен
315,Stimme::N,φωνή,дауыс
316,Wort::N,λέξη,сөз
317,Zeichen::N,σημείο,ишара
318,Ruf::N,κραυγή,айғай
319,Lärm::N,θόρυβος,айғай-шу
320,Lärm::N,θόρυβος,айғай-ұйғай
321,Laut::N,ήχος,дыбыс
322,Laut::N,ήχος,дауыс
323,Ton::N,ήχος,әуен
324,Ton::N,τόνος,әуен
325,Lied::N,τραγούδι,ән
326,Lied::N,τραγούδι,жыр
327,Lied::N,τραγούδι,ән-жыр
328,Ruhe::N,ησυχία,тыныштық
329,Leute::N,κόσμος,кісілер
330,Leute::N,άνθρωποι,кісілер
331,Volk::N,λαός,халық
332,Arbeit::N,εργασία,еңбек
333,Gast::N,επισκέπτης,қонақ
334,Gast::N,επισκέπτης,мейман
335,Geschenk::N,δώρο,қадия
336,Spiel::N,παιχνίδι,ойын
337,Gesellschaft::N,κοινωνία,қауым
338,Gesellschaft::N,κοινωνία,жұртшылық
339,Hilfe::N,βοήθεια,жэрдем
340,Freund::N,φίλος,дос
341,Kamerad::N,σύντροφος,дос-жар
342,Angelegenheit::N,υπόθεση,жұмыс
343,Anzahl::N,αριθμός,сан
344,Anzahl::N,αριθμός,саны
345,Art::N,είδος,түр
346,Stück::N,κομμάτι,тілім
347,Teil::N,μέρος,үлес
348,Teil::N,μέρος,бөлшек
349,Hälfte::N,μισό,жарты
350,Kreis::N,κύκλος,шеңбер
351,Kreuz::N,σταυρός,крест
352,Linie::N,γραμμή,сызық
353,Strich::N,γραμμή,сызық
354,Abstand::N,απόσταση,ара
355,Abstand::N,απόσταση,аралық
356,Entfernung::N,απόσταση,аралық
357,Gegend::N,περιοχή,өңір
358,Gegend::N,τοποθεσία,өңір
359,Platz::N,χώρος,орны
360,Ort::N,τόπος,орын
361,Seite::N,πλευρά,жақ
362,Seite::N,πλευρά,бүйір
363,Mitte::N,μέση,ортасы
364,Gegenstand::N,αντικείμενο,зат
365,Gegenstand::N,αντικείμενο,нәрсе
366,Sache::N,πράγμα,бұйым
367,Rand::N,άκρη,шет
368,Rand::N,άκρη,шеті
369,Rand::N,χείλος,шет
370,Rand::N,χείλος,шеті
371,Kante::N,άκρη,қыр
372,Kante::N,άκρη,қыры
373,Ecke::N,γωνιά,қыры
374,Ecke::N,γωνιά,бұрыш
375,Spitze::N,μύτη,ұшы
376,Ende::N,άκρη,аяқ
377,Ende::N,άκρη,соңы
378,Loch::N,τρύπα,тесік
379,Winkel::N,γωνία,мүйіс
380,Muster::N,σχέδιο,мәнер
381,Größe::N,μέγεθος,ауқым
382,Größe::N,μέγεθος,көлемдік
383,Länge::N,μήκος,бой
384,Länge::N,μήκος,ұзындық
385,Höhe::N,ύψος,жоғарылық
386,Höhe::N,ύψος,биіктік
387,Gewicht::N,βάρος,салмақ
388,Menge::N,ποσότητα,мөлшер
389,Haufen::N,σωρός,үйме
390,Haufen::N,σωρός,үйінді
391,Reihe::N,αράδα,сап
392,Boot::N,βάρκα,қайық
393,Ruder::N,κουπί,ескек
394,Schlitten::N,έλκηθρο,шана
395,Ski::N,σκι,шаңғы
396,Lagerfeuer::N,φωτιά,алау
397,Last::N,φορτίο,ауырлық
398,Last::N,φορτίο,ауыр зат
399,Gang::N,δρόμος,жүріс
400,Schritt::N,βήμα,адым
401,Norden::N,βορράς,солтүстік
402,Norden::N,βορράς,терістік
403,Süden::N,νότος,оңтүстік
404,Westen::N,δύση,батыс
405,Osten::N,ανατολή,күншығыс
406,Holz::N,ξύλο,ағаш
407,Holz::N,ξύλο,сүрек
408,Brett::N,σανίδι,тақта
409,Platte::N,πλάκα,тақта
410,Stütze::N,στήριγμα,тіреу
411,Stange::N,ραβδί,қада
412,Stange::N,κοντός,қада
413,Stock::N,ξύλο,сойыл
414,Stock::N,μπαστούνι,сойыл
415,Stab::N,ραβδί,сырық
416,Rohr::N,σωλήνας,құбыр
417,Haus::N,σπίτι,үй
418,Heim::N,σπίτι,үйлі
419,Heim::N,σπίτι,шаңырақ
420,Ofen::N,σόμπα,ошақ
421,Ofen::N,σόμπα,пеш
422,Ofen::N,θερμάστρα,ошақ
423,Ofen::N,θερμάστρα,пеш
424,Fußboden::N,πάτωμα,еден
425,Tisch::N,τραπέζι,үстел
426,Stuhl::N,καρέκλα,орындық
427,Wiege::N,κούνια,бесік
428,Bett::N,κρεβάτι,кереует
429,Regal::N,ράφι,сөре
430,Kiste::N,κιβώτιο,жәшік
431,Fenster::N,παράθυρο,терезе
432,Tür::N,πόρτα,есік
433,Tor::N,πύλη,дарбаза
434,Zaun::N,φράχτης,дуал
435,Dach::N,στέγη,шатыр
436,Leiter::N,σκάλα,саты
437,Leiter::N,σκάλα,басқыш
438,Leiter::N,κλίμακα,саты
439,Leiter::N,κλίμακα,басқыш
440,Besen::N,σκούπα,сыпырғыш
441,Spaten::N,φτυάρι,күрек
442,Schaufel::N,φτυάρι,қалақ
443,Gabel::N,πιρούνι,аша
444,Gabel::N,πιρούνι,шанышқы
445,Löffel::N,κουτάλι,қасық
446,Messer::N,μαχαίρι,пышақ
447,Nagel::N,καρφί,мық
448,Nagel::N,καρφί,шеге
449,Netz::N,δίχτυ,керегекөз
450,Haken::N,γάντζος,ілмек
451,Haken::N,αγκίστρι,ілмек
452,Griff::N,λαβή,сап
453,Griff::N,λαβή,тұтқа
454,Schloss::N,κλειδαριά,құлып
455,Schloss::N,κλειδαριά,бекіткіш
456,Bild::N,εικόνα,сурет
457,Figur::N,ανάστημα,тұлға
458,Puppe::N,κούκλα,қуыршақ
459,Beutel::N,πουγγί,қапшық
460,Bündel::N,δεμάτι,байлам
461,Tasche::N,τσάντα,дорба
462,Eimer::N,κουβάς,шелек
463,Deckel::N,καπάκι,жапқыш
464,Geschirr::N,σκεύη,ыдыс
465,Sack::N,σάκος,қап
466,Tasse::N,φλιτζάνι,шыныаяқ
467,Topf::N,χύτρα,кәстрөл
468,Kessel::N,καζάνι,қазан
469,Essen::N,φαγητό,ас
470,Nahrung::N,τροφή,ас
471,Nahrung::N,τροφή,тамақ
472,Speise::N,φαγητό,тағам
473,Fleisch::N,κρέας,ет
474,Getreide::N,σιτάρι,дәнді
475,Brei::N,χυλός,ботқа
476,Brot::N,ψωμί,күлше
477,Brot::N,άρτος,күлше
478,Scheibe::N,φέτα,тілім
479,Fett::N,πάχος,май
480,Butter::N,βούτυρο,май
481,Öl::N,λάδι,май
482,Salz::N,αλάτι,тұз
483,Suppe::N,σούπα,көже
484,Honig::N,μέλι,бал
485,Milch::N,γάλα,сүт
486,Tee::N,τσάι,шай
487,Leder::N,πετσί,көн
488,Wolle::N,μαλλί,жүн
489,Stoff::N,ύφασμα,мата
490,Stoff::N,ύφασμα,кездеме
491,Nadel::N,βελόνα,ине
492,Faden::N,κλωστή,жіп
493,Knopf::N,κουμπί,түйме
494,Knoten::N,κόμπος,түйін
495,Farbe::N,μπογιά,рең
496,Kleidung::N,ρούχα,киім
497,Kleidung::N,ενδυμασία,киім
498,Hemd::N,πουκάμισο,жейде
499,Kragen::N,κολάρο,жаға
500,Ärmel::N,μανίκι,жең
501,Hose::N,πανταλόνι,шалбар
502,Gürtel::N,ζώνη,белбеу
503,Mütze::N,σκούφος,қалпақ
504,Schuh::N,παπούτσι,кебіс
505,Stiefel::N,μπότα,етік
506,Ring::N,δαχτυλίδι,жүзік
507,Band::N,κορδέλα,таспа
508,Kamm::N,χτένα,тарақ
509,Spiegel::N,καθρέφτης,айна
510,Riemen::N,λουρί,қайыс
511,Schnur::N,κορδόνι,жіп
512,Leine::N,σχοινί,тізгін
513,Decke::N,κουβέρτα,көрпе
514,Kissen::N,μαξιλάρι,жастық
515,Tuch::N,πανί,орамал
516,Tuch::N,μαντήλι,орамал
517,Handtuch::N,πετσέτα,сүлгі
518,Kraft::N,δύναμη,қуат
519,Kraft::N,δύναμη,қарқын
520,Kraft::N,δύναμη,әл-шама
521,Kraft::N,δύναμη,әл-дәрмен
522,Stärke::N,ισχύς,әл
523,Stärke::N,ισχύς,күш
524,Stärke::N,δύναμη,әл
525,Stärke::N,δύναμη,күш
526,Gesundheit::N,υγεία,денсаулык
527,Krankheit::N,αρρώστια,ауру
528,Schmerz::N,πόνος,ауру
529,Wunde::N,πληγή,зақым
530,Wunde::N,πληγή,жарақат
531,Fieber::N,πυρετός,безгек
532,Fieber::N,πυρετός,қалтырау
533,Fieber::N,πυρετός,қызу көтерілуі
534,Arznei::N,φάρμακο,дәрі
535,Arznei::N,φάρμακο,дәрі-дәрмек
536,Brücke::N,γέφυρα,көпір
537,Brunnen::N,πηγάδι,құдық
538,Weide::N,βοσκή,өріс
539,Weide::N,βοσκή,жайылым
540,Pfad::N,μονοπάτι,жол
541,Weg::N,δρόμος,жол
542,Straße::N,οδός,жол
543,Straße::N,δρόμος,жол
544,Dorf::N,χωριό,ауыл
545,Stadt::N,πόλη,қала
546,Stadt::N,πόλη,шаһар
547,Brief::N,γράμμα,хат
548,Brief::N,γράμμα,жазу
549,Brief::N,επιστολή,хат
550,Brief::N,επιστολή,жазу
551,Buch::N,βιβλίο,кітап
552,Buchstabe::N,γράμμα,әріп
553,Buchstabe::N,γράμμα,қаріп
554,Zeitung::N,εφημερίδα,газет
555,Leben::N,ζωή,өмір
556,Leben::N,ζωή,тіршілік
557,Leben::N,βίος,өмір
558,Leben::N,βίος,тіршілік
559,Tod::N,θάνατος,опат
560,Grab::N,τάφος,мола
561,Grab::N,τάφος,мазар
562,Kirche::N,εκκλησία,шіркеу
563,Sünde::N,αμαρτία,күнә
564,Gott::N,θεός,алла
565,Gott::N,θεός,құдай
566,Gott::N,θεός,тәңірі
567,Gott::N,θεός,пәруардігер
568,Gott::N,θεός,жаратқан тәңірі
569,Arbeiter::N,εργάτης,жүмысшы
570,Chef::N,προϊστάμενος,басшы
571,Chef::N,προϊστάμενος,жұмыс басқарушысы
572,Meister::N,μάστορας,шебер
573,Meister::N,μάστορας,өнерпаз
574,Meister::N,αρχιτεχνίτης,шебер
575,Meister::N,αρχιτεχνίτης,өнерпаз
576,Arzt::N,γιατρός,дәрігер
577,Lehrer::N,δάσκαλος,мұғалім
578,Geld::N,λεφτά,пұл
579,Geld::N,χρήματα,пұл
580,Geschäft::N,συναλλαγή,бизнес
581,Laden::N,μαγαζί,дүкен
582,Laden::N,κατάστημα,дүкен
583,Preis::N,τιμή,ақы
584,Preis::N,τιμή,құны
585,Preis::N,τιμή,нарық
586,Ware::N,εμπόρευμα,тауар
587,Nutzen::N,όφελος,пайда
588,Reichtum::N,πλούτος,бақ-дәулет
589,Welt::N,κόσμος,әлем
590,Welt::N,κόσμος,жиһан
591,Land::N,χώρα,аймақ
592,Staat::N,κράτος,мемлекет
593,Staat::N,πολιτεία,мемлекет
594,König::N,βασιλιάς,патша
595,Macht::N,εξουσία,өкімет
596,Macht::N,εξουσία,қожалық
597,Grenze::N,σύνορα,шек
598,Krieg::N,πόλεμος,соғыс
599,Feind::N,εχθρός,жау
600,Feind::N,εχθρός,дұшпан
601,Gewalt::N,βία,зорлык
602,Gewalt::N,βία,зорлық-зомбылык
603,Kampf::N,αγώνας,күрес
604,Kampf::N,αγώνας,алыспақ
605,Bogen[Waffe]::N,τόξο,саржа
606,Pfeil::N,σαΐτα,жебе
607,Gewehr::N,τουφέκι,қару
608,Fehler::N,λάθος,әбес
609,Fehler::N,λάθος,қаталық
610,Fehler::N,σφάλμα,әбес
611,Fehler::N,σφάλμα,қаталық
612,Lüge::N,ψέμα,өтірік
613,Lüge::N,ψεύδος,өтірік
614,Schaden::N,ζημία,зиян
615,Schaden::N,ζημία,зарар
616,Unglück::N,δυστυχία,пәле
617,Unglück::N,δυστυχία,қасырет
618,Unglück::N,δυστυχία,ауыртпалық
619,Schuld::N,ενοχή,айыптылық
620,Schuld::N,φταίξιμο,айыптылық
621,Alter::N,ηλικία,жас
622,Alter::N,ηλικία,жас шамасы
623,Schluss::N,τέλος,ада
624,Schluss::N,τέλος,бітуі
625,Zeit::N,χρόνος,уақыт
626,Tag::N,μέρα,күн
627,Tag::N,ημέρα,күн
628,Morgen::N,πρωί,таң
629,Morgen::N,πρωί,таңертең
630,Mittag::N,μεσημέρι,талтүс
631,Abend::N,βράδυ,кеш
632,Nacht::N,νύχτα,түн
633,Woche::N,εβδομάδα,апта
634,Monat::N,μήνας,ай
635,Jahr::N,έτος,жыл
636,Jahr::N,χρόνος,жыл
637,Frühling::N,άνοιξη,көктем
638,Sommer::N,καλοκαίρι,жаз
639,Herbst::N,φθινόπωρο,күз
640,Winter::N,χειμώνας,қыс
641,Januar::N,Ιανουάριος,каңтар
642,Februar::N,Φεβρουάριος,ақпан
643,März::N,Μάρτιος,наурыз
644,April::N,Απρίλιος,сәуір
645,Mai::N,Μάιος,мамыр
646,Juni::N,Ιούνιος,маусым
647,Juli::N,Ιούλιος,шілде
648,August::N,Αύγουστος,сүмбіле
649,August::N,Αύγουστος,тамыз
650,September::N,Σεπτέμβριος,қыркүйек
651,Oktober::N,Οκτώβριος,ақырап
652,November::N,Νοέμβριος,қараша
653,Dezember::N,Δεκέμβριος,желтоқсан
654,Montag::N,Δευτέρα,дүйсенбі
655,Dienstag::N,Τρίτη,сейсенбі
656,Mittwoch::N,Τετάρτη,сәрсенбі
657,Donnerstag::N,Πέμπτη,бейсенбі
658,Freitag::N,Παρασκευή,жұма
659,Samstag::N,Σάββατο,сенбі
660,Sonntag::N,Κυριακή,жексембі
661,groß::A,μεγάλος,алпамсадай
662,klein::A,μικρός,кішкене
663,klein::A,μικρός,қарғадай
664,lang::A,μακρύς,сопақ
665,lang::A,μακρύς,сорайған
666,kurz::A,κοντός,кеспелтек
667,breit::A,φαρδύς,айдынды
668,schmal::A,στενός,қысық
669,dicht::A,πυκνός,жиі
670,dick[Gegenstand]::A,παχύς,шомбал
671,dick[Gegenstand]::A,χοντρός,шомбал
672,dünn::A,ψιλός,жұқа
673,dünn::A,ψιλός,жіңішке
674,dünn::A,λεπτός,жұқа
675,dünn::A,λεπτός,жіңішке
676,fein::A,ψιλός,қаңылтақ
677,fest::A,στερεός,берік
678,fest::A,στερεός,мызғымас
679,flach::A,επίπεδος,жалпак
680,glatt::A,λείος,типыл
681,glatt::A,ομαλός,типыл
682,hart::A,σκληρός,қатты
683,weich::A,μαλακός,жұмсақ
684,rund::A,στρογγυλός,домалақ
685,spitz::A,μυτερός,үшкір
686,scharf::A,κοφτερός,сүйрік
687,stumpf::A,αμβλύς,доғал
688,stumpf::A,αμβλύς,өтпейтін
689,schwer::A,βαρύς,салмақты
690,schön::A,ωραίος,сұлу
691,schön::A,όμορφος,сұлу
692,heiß::A,ζεστός,ыссы
693,warm::A,θερμός,жылы
694,kalt::A,κρύος,аязды
695,kalt::A,ψυχρός,аязды
696,kühl::A,δροσερός,салқын
697,frisch::A,νωπός,таза
698,frisch::A,νωπός,жаңа
699,frisch::A,φρέσκος,таза
700,frisch::A,φρέσκος,жаңа
701,feucht::A,υγρός,нам
702,feucht::A,υγρός,дымқылды
703,nass::A,βρεγμένος,сулы
704,trocken::A,ξηρός,құрғақ
705,trocken::A,στεγνός,құрғақ
706,voll::A,γεμάτος,толы
707,leer::A,άδειος,бос
708,offen::A,ανοιχτός,ашып қойылған
709,geschlossen::A,κλειστός,жабулы
710,sauber::A,καθαρός,дақсыз
711,sauber::A,καθαρός,мұнтаздай
712,schmutzig::A,βρώμικος,айғыз
713,schmutzig::A,βρώμικος,сатпақ
714,schmutzig::A,βρώμικος,сатал-сатал
715,schmutzig::A,λερωμένος,айғыз
716,schmutzig::A,λερωμένος,сатпақ
717,schmutzig::A,λερωμένος,сатал-сатал
718,roh::A,ωμός,шикі
