,Concept_ID,os,ml
59,Himmel::N,арв,ആകാശം
60,Himmel::N,уӕларв,ആകാശം
61,Sonne::N,хур,സൂര്യൻ
62,Mond::N,мӕй,ചന്ദ്രൻ
63,Stern::N,стъалы,നക്ഷത്രം
64,Luft::N,уӕлдӕф,കാറ്റ്
65,Wind::N,дымгӕ,കാറ്റ്
66,Welle::N,уылӕн,തിരമാല
67,Wasser::N,дон,വെള്ളം
68,Stein::N,дур,ശില
69,Stein::N,дур,കല്ല്
70,Boden::N,зӕхх,തറ
71,Boden::N,зӕхх,നിലം
72,Erde::N,сыджыт,മണ്ണ്
73,Staub::N,рыг,പൊടി
74,Rauch::N,фӕздӕг,പുക
75,Funke::N,цӕхӕр,തീപ്പൊരി
76,Feuer::N,зынг,തീ
77,Licht::N,рухс,വിളക്ക്
78,Licht::N,рухс,സൂര്യപ്രകാശം
79,Schatten::N,аууон,തണൽ
80,Wetter::N,боныхъӕд,കാലാവസ്ഥ
81,Nebel::N,мигъ,മൂടൽമഞ്ഞ്
82,Wolke::N,ӕврагъ,മേഘം
83,Regen::N,уарын,മഴ
84,Schnee::N,мит,മഞ്ഞ്
85,Eis::N,их,ഐസ്
86,Frost::N,ихæн,മൂടൽമഞ്ഞ്
87,Kälte::N,уазал,തണുപ്പ്
88,Hitze::N,ӕнтӕф,ചൂട്
89,Raureif::N,халас,കോടമഞ്ഞ്
90,Regenbogen::N,арвырон,മഴവില്ല്
91,Regenbogen::N,арвырдын,മഴവില്ല്
92,Donner::N,æрвнæрын,ഇടി
93,Strömung::N,цыд,പ്രവാഹം
94,Tropfen::N,æртах,തുള്ളി
95,Schaum::N,фынк,നുര
96,Schmutz::N,цъыф,അഴുക്ക്
97,See::N,цад,തടാകം
98,Sumpf::N,цъыфдзаст,ചതുപ്പുനിലം
99,Moor::N,цъыфдзаст,പാഴ്നിലം
100,Wiese::N,уыгӕрдӕн,പുൽത്തകിടി
101,Wald::N,хъӕд,വനം
102,Wald::N,хъӕд,കാട്
103,Hügel::N,обау,കുന്ന്
104,Hügel::N,къуыбыр,കുന്ന്
105,Anhöhe::N,уæлвæз,ഉയർന്ന ഭൂമി
106,Anhöhe::N,уæлхох,ഉയർന്ന ഭൂമി
107,Berg::N,хох,പർവ്വതം
108,Gipfel::N,цъупп,ഉച്ചകോടി
109,Höhle::N,лӕгӕт,ഗുഹ
110,Abhang::N,къул,ചരിവ്
111,Quelle::N,суадон,ഉറവിടം
112,Bach::N,мӕсчъыдон,അരുവി
113,Fluss::N,дон,നദി
114,Fluss::N,цӕугӕдон,നദി
115,Ufer::N,был,തീരം
116,Küste::N,донбыл,കടൽത്തീരം
117,Festland::N,сурзæхх,കര
118,Meer::N,денджыз,കടൽ
119,Bucht::N,донбакæлæн,ഉൾക്കടല്
120,Insel::N,сакъадах,ദ്വീപ്
121,Blume::N,дидинӕг,പൂവ്
122,Gras::N,кӕрдӕг,പുല്ല്
123,Wurzel::N,уидаг,വേര്
124,Baum::N,бӕлас,മരം
125,Stamm::N,хӕтӕл,തായ്ത്തടി
126,Rinde::N,цъар,പട്ട
127,Ast::N,арх,ശാഖ
128,Zweig::N,къалиу,ശാഖ
129,Blatt::N,сыф,ഇല
130,Birke::N,бæрз,പൂവരശ്
131,Kiefer[Baum]::N,нӕзы,പൈൻമരം
132,Weide[Baum]::N,хӕрис,വില്ലോ
133,Tanne::N,наз,ദേവദാരു
134,Horn::N,сыкъа,മൃഗത്തിൻറെ കൊമ്പ്
135,Feder::N,сис,തൂവൽ
136,Fell::N,царм,മൃദുരോമം
137,Flügel::N,базыр,ചിറക്
138,Klaue::N,ных,നഖം
139,Kralle::N,дзӕмбы,നഖം
140,Schwanz::N,къӕдзил,വാൽ
141,Ei::N,айк,മുട്ട
142,Nest::N,ахстон,കൂട്
143,Bau::N,хуынкъ,മാളം
144,Tier::N,сырд,മൃഗം
145,Tier::N,цӕрӕгой,മൃഗം
146,Herde::N,дзуг,കൂട്ടം
147,Herde::N,рӕгъау,കൂട്ടം
148,Kuh::N,хъуг,പശു
149,Bulle::N,гал,കാള
150,Pferd::N,бӕх,കുതിര
151,Schaf::N,фыс,ആട്
152,Schwein::N,хуы,പന്നി
153,Hund::N,куыдз,നായ്
154,Katze::N,гӕды,പൂച്ച
155,Bär::N,арс,കരടി
156,Eichhörnchen::N,æхсæрæг,അണ്ണാൻ
157,Elch::N,цæгатаг саг,കടമാന്
158,Fuchs::N,рувас,കുറുക്കൻ
159,Hase::N,тæрхъус,മുയൽ
160,Maus::N,мыст,ചുണ്ടലി
161,Wolf::N,бирӕгъ,ചെന്നായ
162,Vogel::N,цъиу,പക്ഷി
163,Vogel::N,маргъ,പക്ഷി
164,Schwarm::N,бал,കൂട്ടം
165,Huhn::N,карк,കോഴി
166,Hahn::N,уасӕг,പൂവൻകോഴി
167,Gans::N,хъаз,അരയന്നം
168,Adler::N,цӕргӕс,കഴുകൻ
169,Ente::N,ацц,താറാവ്
170,Eule::N, уыг,മൂങ്ങ
171,Eule::N,сидахъ,മൂങ്ങ
172,Kranich::N,зырнæг,കൊക്ക്
173,Kranich::N,хърихъупп,കൊക്ക്
174,Krähe::N,халон,കാക്ക
175,Kuckuck::N,гаккук,കുയിൽ
176,Schwan::N,доныхъаз,അരയന്നം
177,Fisch::N,кӕсаг,മത്സ്യം
178,Barsch::N,окунь,ഒരിനം മത്സ്യം
179,Hecht::N,хихор кӕсаг,ഒരു മത്സ്യം
180,Schlange[Tier]::N,калм,പാമ്പ്
181,Wurm::N,зулкъ,വിര
182,Wurm::N,къуыдыргалм,വിര
183,Spinne::N,хӕлуарӕг,ചിലന്തി
184,Ameise::N,мæлдзыг,ഉറുമ്പ്
185,Laus::N,сыст,പേന്
186,Mücke::N,къогъо,മശകം
187,Fliege::N,бындз,ഈച്ച
188,Schmetterling::N,гæлæбу,ചിത്രശലഭം
189,Beere::N,гагадыргъ,ബെറി
190,Apfel::N,фӕткъуы,ആപ്പിൾ
191,Pilz::N,зокъо,കൂൺ
192,Pilz::N,къозо,കൂൺ
193,Zwiebel::N,хъӕдындз,സവാള
194,Saat::N,тауинаг,വിത്ത്
195,Saat::N,мыггаг,വിത്ത്
196,Korn::N,мыггаг,ധാന്യം
197,Korn::N,тауинаг,ധാന്യം
198,Heu::N,хос,വയ്ക്കോൽ
199,Schale::N,цъар,തൊലി
200,Grube::N,урм,കുഴി
201,Grube::N,къахт,കുഴി
202,Grube::N,дзыхъхъ,കുഴി
203,Falle::N,цъысым,കെണി
204,Falle::N,къӕппӕг,കെണി
205,Schlinge::N,цасм,കുടുക്ക്
206,Spur::N,фæд,ചുവട്
207,Asche::N,фӕнык,ചാരം
208,Asche::N,ӕртхутӕг,ചാരം
209,Dreck::N,цъыф,അഴുക്ക്
210,Eisen::N,ӕфсӕйнаг,ഇരുമ്പ്
211,Gold::N,сыгъзӕрин,സ്വർണ്ണം
212,Silber::N,ӕвзист,വെള്ളി
213,Kohle::N,ӕвзалы,കൽക്കരി
214,Glas::N,авг,ഗ്ലാസ്
215,Lehm::N,ӕлыг,കളിമണ്ണ്
216,Sand::N,змис,മണൽ
217,Mensch::N,лӕг,മനുഷ്യർ
218,Mensch::N,адӕймаг,മനുഷ്യർ
219,Mensch::N,удгоймаг,മനുഷ്യർ
220,Mann::N,лӕг,പുരുഷൻ
221,Mann::N,нӕлгоймаг,പുരുഷൻ
222,Frau::N,сылгоймаг,സ്ത്രീ
223,Kind::N,сывӕллон,കുഞ്ഞ്
224,Junge::N,лӕппу,ആൺകുട്ടി
225,Mädchen::N,чызг,പെൺകുട്ടി
226,Familie::N,бинонтæ,കുടുംബം
227,Großvater::N,фыдыфыд,അപ്പൂപ്പൻ
228,Großvater::N,мадыфыд,അപ്പൂപ്പൻ
229,Großmutter::N,фыды мад,അമ്മുമ്മ
230,Großmutter::N,мады мад,അമ്മുമ്മ
231,Eltern::N,ныййарджытæ,മാതാപിതാക്കള്
232,Vater::N,фыд,അച്ഛൻ
233,Mutter::N,мад,അമ്മ
234,Sohn::N,фырт,മകൻ
235,Tochter::N,чызг,മകൾ
236,Bruder::N,ӕфсымӕр,ചേട്ടൻ
237,Bruder::N,ӕфсымӕр,അനിയൻ
238,Schwester::N,хо,ചേച്ചി
239,Schwester::N,хо,അനിയത്തി
240,Onkel::N,фыдыфсымӕр,അമ്മാവൻ
241,Tante::N,мадыхо,മാമി
242,Ehemann::N,мой,ഭർത്താവ്
243,Ehefrau::N,ус,ഭാര്യ
244,Freude::N,цин,ആഹ്ലാദം
245,Freude::N,циндзинад,ആഹ്ലാദം
246,Gelächter::N,худын,ചിരിയുടെ ശബ്ദം
247,Gelächter::N,худт,ചിരിയുടെ ശബ്ദം
248,Gelächter::N,худæг,ചിരിയുടെ ശബ്ദം
249,Glück::N,амонд,സന്തോഷം
250,Glück::N,амонд,സന്തുഷ്ടി
251,Kummer::N,хъыг,ശോകം
252,Wunsch::N,бӕллиц,ആഗ്രഹം
253,Lust::N,монц,ആഗ്രഹം
254,Geist::N,уд,ചുറുചുറുക്ക്
255,Gedanke::N,хъуыды,ചിന്ത
256,Gedächtnis::N,мысæн,ഓർമ്മശക്തി
257,Gedächtnis::N,мысын,ഓർമ്മശക്തി
258,Gedächtnis::N,зæрдылдарын,ഓർമ്മശക്തി
259,Verstand::N,зонд,മനസ്സ്
260,Sinn::N,нысаниуæг,അർത്ഥം
261,Grund::N,ӕфсон,കാരണം
262,Wahrheit::N,æцæг,സത്യം
263,Gespräch::N,ныхас,സല്ലാപം
264,Märchen::N,аргъау,യക്ഷിക്കഥ
265,Erzählung::N,радзырд,കഥ
266,Nachricht::N,уац,സന്ദേശം
267,Neuigkeit::N,хабар,വാർത്ത
268,Name::N,ном,പേര്
269,Rätsel::N,уыци-уыци,പ്രഹേളിക
270,Rätsel::N,базон-базон,പ്രഹേളിക
271,Rede::N,раныхас,സംസാരം
272,Sprache::N,ӕвзаг,ഭാഷ
273,Stimme::N,хъӕлӕс,സ്വരം
274,Wort::N,дзырд,വാക്ക്
275,Zeichen::N,нысан,സംജ്ഞ
276,Ruf::N,сидт,വിളി
277,Lärm::N,уынæр,ആരവം
278,Laut::N,зӕл,ശബ്ദം
279,Laut::N,мыр,ശബ്ദം
280,Ton::N,мыр,സ്വരഭേദം
281,Lied::N,зарӕг,പാട്ട്
282,Ruhe::N,æнцой,നിശ്ചലത
283,Leute::N,адӕм,ജനങ്ങൾ
284,Volk::N,адӕм,രാഷ്ടം
285,Arbeit::N,фӕллой,ജോലി
286,Gast::N,уазӕг,അതിലി
287,Geschenk::N,хуын,സമ്മാനം
288,Spiel::N,хъазт,കളി
289,Gesellschaft::N,дзыллæ,കൂട്ടായ്മ
290,Gesellschaft::N,æхсæнад,കൂട്ടായ്മ
291,Hilfe::N,æххуыс,സഹായം
292,Hilfe::N,ахъаз,സഹായം
293,Freund::N,лымӕн,സുഹൃത്ത്
294,Kamerad::N,ӕмбал,കൂട്ടാളി
295,Angelegenheit::N,хъуыддаг,കാര്യം
296,Anzahl::N,бӕрц,എണ്ണം
297,Art::N,хуыз,തരം
298,Art::N,хуызад,തരം
299,Stück::N,кæрдих,കഷണം
300,Stück::N,комдзаг,കഷണം
301,Teil::N,хай,ഭാഗം
302,Hälfte::N,æрдæг,പകുതി
303,Hälfte::N,æмбис,പകുതി
304,Kreis::N,зиллакк,വൃത്തം
305,Kreuz::N,дзуар,കുരിശടയാളം
306,Linie::N,хахх,വര
307,Linie::N,хахх,രേഖ
308,Strich::N,хахх,പക്ഷാഘാതം
309,Abstand::N,æхсæнуат,വിടവ്
310,Entfernung::N,дæрддзæг,അകലം
311,Entfernung::N,дардцæг,അകലം
312,Gegend::N,ран,പ്രദേശം
313,Platz::N,бууат,ഇടം
314,Ort::N,ран,സ്ഥലം
315,Ort::N,бынат,സ്ഥലം
316,Seite::N,фахс,വശം
317,Mitte::N,астӕу,മധ്യസ്ഥാനം
318,Gegenstand::N,дзаума,സാധനം
319,Sache::N,дзаума,വസ്തു
320,Rand::N,кӕрон,തൊങ്ങൽ
321,Kante::N,фӕрск,അറ്റം
322,Ecke::N,тигъ,മൂല
323,Ecke::N,фисын,മൂല
324,Spitze::N,бырынкъ,അഗ്രം
325,Ende::N,кӕрон,അവസാനം
326,Loch::N,хуынкъ,ദ്വാരം
327,Winkel::N,къуым,കോൺ
328,Muster::N,нывæфтыд,ക്രമം
329,Muster::N,кæдзист,ക്രമം
330,Größe::N,ас,വലുപ്പം
331,Länge::N,дӕргъ,നീളം
332,Höhe::N,бæрзонд,ഉയരം
333,Höhe::N,бæрзæнд,ഉയരം
334,Höhe::N,бæрзонддзинад,ഉയരം
335,Gewicht::N,уӕз,കട്ടി
336,Menge::N,бӕрц,അളവ്
337,Haufen::N,кӕри,കൂമ്പാരം
338,Reihe::N,рӕнхъ,വരി
339,Boot::N,чема,ബോട്ട്
340,Ruder::N,къохар,പങ്കായം
341,Schlitten::N,дзоныгъ,ഉരുളില്ലാവണ്ടി
342,Ski::N,къахдзоныгътæ,ഹിമപാദുകം
343,Ski::N,лыжæтæ,ഹിമപാദുകം
344,Lagerfeuer::N,арт,തീ
345,Last::N,уаргъ,ഭാരം
346,Gang::N,цыд,നടത്തം
347,Schritt::N,санчъех,ചുവട്
348,Schritt::N,къахдзӕф,ചുവട്
349,Norden::N,цæгат,വടക്ക്
350,Süden::N,хуссар,തെക്ക്
351,Westen::N,ныгуылæн,പടിഞ്ഞാറ്
352,Osten::N,скæсæн,കിഴക്ക്
353,Holz::N,хъӕдӕрмӕг,തടി
354,Brett::N,фæйнæг,ബോർഡ്
355,Platte::N,къӕй,തകിട്
356,Stütze::N,быцæу,താങ്ങ്
357,Stange::N,хъил,കമ്പ്
358,Stock::N,лӕдзӕг,വടി
359,Stab::N,хъил,കുറുവടി
360,Rohr::N,хӕтӕл,കുഴൽ
361,Haus::N,хӕдзар,വീട്
362,Heim::N,къона,വീട്
363,Ofen::N,пец,സ്റ്റൌ
364,Fußboden::N,астӕрд,തറ
365,Tisch::N,стъол,മേശ
366,Stuhl::N,бандон,കസേര
367,Wiege::N,авдæн,തൊട്ടിൽ
368,Bett::N,сынтӕг,കിടക്ക
369,Regal::N,тӕрхӕг,ഷെൽഫ്
370,Regal::N,уӕлвӕйнӕг,ഷെൽഫ്
371,Kiste::N,асыкк,പെട്ടി
372,Fenster::N,рудзынг,ജനൽ
373,Fenster::N,фæрссаг,ജനൽ
374,Tür::N,дуар,വാതിൽ
375,Tor::N,кулдуар,കവാടം
376,Zaun::N,æмбонд,വേലി
377,Zaun::N,быру,വേലി
378,Zaun::N,гæрæн,വേലി
379,Dach::N,уӕлхӕдзар,മേൽക്കുര
380,Leiter::N,асин,ഏണി
381,Besen::N,уисой,ചൂല്
382,Spaten::N,бел,തൂമ്പ
383,Schaufel::N,æвгæнæн,തൂമ്പ
384,Schaufel::N,кæфой,തൂമ്പ
385,Gabel::N,вилкæ,മുൾക്കത്തി
386,Löffel::N,уидыг,സ്പൂൺ
387,Messer::N,кард,കത്തി
388,Nagel::N,зӕгӕл,ആണി
389,Netz::N,хыз,വല
390,Haken::N,хæдз,കൊളുത്ത്
391,Haken::N,хæбырæгъ,കൊളുത്ത്
392,Griff::N,фистон,കൈപ്പിടി
393,Schloss::N,гуыдыр,പൂട്ട്
394,Bild::N,ныв,ചിത്രം
395,Figur::N,кæрдгæныв,കണക്ക്
396,Puppe::N,чындз,പാവ
397,Beutel::N,дзӕкъул,ബാഗ്
398,Bündel::N,баст,കെട്ട്
399,Tasche::N,хызын,ബാഗ്
400,Tasche::N,дзæкъул,ബാഗ്
401,Eimer::N,къæрта,ബക്കറ്റ്
402,Eimer::N,чъыбыла,ബക്കറ്റ്
403,Eimer::N,ведра,ബക്കറ്റ്
404,Deckel::N,сæр,ഉറ
405,Deckel::N,æмбæрзæн,ഉറ
406,Geschirr::N,мигæнæн,പിഞ്ഞാണം
407,Geschirr::N,мигæнæнтæ,പിഞ്ഞാണം
408,Sack::N,голлаг,ചാക്ക്
409,Tasse::N,пиала,കപ്പ്
410,Tasse::N,къус,കപ്പ്
411,Topf::N,аг,പാത്രം
412,Topf::N,чысыл аг,പാത്രം
413,Kessel::N,аг,കെറ്റ്ല്
414,Essen::N,хӕрд,ആഹാരസമയം
415,Nahrung::N,хойраг,ഭക്ഷണം
416,Speise::N,хӕринаг,ഡിഷ്
417,Fleisch::N,дзидза,മാംസം
418,Fleisch::N,фыдызгъӕл,മാംസം
419,Getreide::N,халсар,ചോളം
420,Brei::N,кас,കഞ്ഞി
421,Brot::N,дзул,റോട്ടി
422,Scheibe::N,къӕбӕр,തുണ്ട്
423,Fett::N,сой,കൊഴുപ്പ്
424,Butter::N,нӕлхӕ,വെണ്ണ
425,Öl::N,зети,എണ്ണ
426,Salz::N,цӕхх,ഉപ്പ്
427,Suppe::N,бас,സൂപ്പ്
428,Honig::N,мыд,തേൻ
429,Milch::N,ӕхсыр,പാൽ
430,Tee::N,цай,ചായ
431,Leder::N,мæскуы,തുകൽ
432,Wolle::N,фӕсмын,കമ്പിളി
433,Stoff::N,хъуымац,തുണി
434,Nadel::N,судзин,സൂചി
435,Faden::N,ӕндах,നൂല്
436,Knopf::N,цӕппӕр,ബട്ടൺ
437,Knoten::N,ӕлхынцъ,കുരുക്ക്
438,Farbe::N,ахорæн,പെയിൻറ്
439,Kleidung::N,дарӕс,വസ്ത്രങ്ങൾ
440,Hemd::N,хӕдон,ഷർട്ട്
441,Kragen::N,æфцæггот,കുപ്പായക്കഴുത്ത്
442,Ärmel::N,дыс,കുപ്പായക്കൈ
443,Hose::N,хæлаф,ട്രൌസർ
444,Hose::N,æддаг хæлаф,ട്രൌസർ
445,Hose::N,салбар,ട്രൌസർ
446,Gürtel::N,рон,ബെൽറ്റ്
447,Mütze::N,худ,തൊപ്പി
448,Schuh::N,басмахъ,ഷൂ
449,Stiefel::N,цырыхъхъ,ബൂട്ട്
450,Ring::N,къухдарӕн,മോതിരം
451,Band::N,лент,റിബൺ
452,Kamm::N,сӕрвасӕн,ചീപ്പ്
453,Spiegel::N,айдæн,കണ്ണാടി
454,Spiegel::N,кæсæн,കണ്ണാടി
455,Riemen::N,гӕрз,സ്ട്രാപ്പ്
456,Schnur::N,бӕндӕн,ചരട്
457,Decke::N,хъӕццул,പുതപ്പ്
458,Kissen::N,баз,തലയിണ
459,Tuch::N,кæлмæрзæн,സ്കാർഫ്
460,Tuch::N,кæрдæн,സ്കാർഫ്
461,Handtuch::N,хисæрфæн,തോർത്ത്
462,Kraft::N,тых,ശക്തി
463,Kraft::N,хъомыс,ശക്തി
464,Stärke::N,тых,ശക്തി
465,Stärke::N,æхсар,ശക്തി
466,Gesundheit::N,æнæниздзинад,ആരോഗ്യം
467,Krankheit::N,низ,അസുഖം
468,Krankheit::N,рын,അസുഖം
469,Schmerz::N,рис,വേദന
470,Wunde::N,цӕф,മുറിവ്
471,Fieber::N,ризӕг,പനി
472,Fieber::N,тӕфсӕг,പനി
473,Arznei::N,хос,മരുന്ന്
474,Brücke::N,хид,പാലം
475,Brunnen::N,цъай,കിണർ
476,Weide::N,хизæн,മേച്ചൽ
477,Weide::N,хизæнуат,മേച്ചൽ
478,Weide::N,сæрвæт,മേച്ചൽ
479,Pfad::N,къахвæндаг,വഴി
480,Pfad::N,къахвæд,വഴി
481,Weg::N,фӕндаг,വഴി
482,Straße::N,фӕндаг,റോഡ്
483,Dorf::N,хъӕу,ഗ്രാമം
484,Stadt::N,сахар,നഗരം
485,Brief::N,фыстӕг,കത്ത്
486,Buch::N,чиныг,പുസ്തകം
487,Buchstabe::N,дамгъӕ,അക്ഷരം
488,Zeitung::N,газет,വർത്തമാനപത്രം
489,Leben::N,цард,ജീവൻ
490,Leben::N,цӕрӕнбон,ജീവൻ
491,Tod::N,мæлæт,മരണം
492,Tod::N,адзал,മരണം
493,Grab::N,ингӕн,ശവക്കുഴി
494,Kirche::N,аргъуан,പള്ളി
495,Sünde::N,тæригъæд,പാപം
496,Gott::N,хуыцау,ദൈവം
497,Arbeiter::N,кусæг,ജോലിക്കാരൻ
498,Chef::N,ӕмцег,മേധാവി
499,Meister::N,мастер,യജമാനൻ
500,Meister::N,дæсны,യജമാനൻ
501,Arzt::N,хосгæнæг,ഡോക്ടർ
502,Arzt::N,дохтыр,ഡോക്ടർ
503,Lehrer::N,ахуыргæнæг,അധ്യാപകൻ
504,Geld::N,ӕхца,പണം
505,Geschäft::N,бизнес,ബിസിനസ്
506,Geschäft::N,хъуыддаг,ബിസിനസ്
507,Laden::N,дукани,കട
508,Preis::N,аргъ,വില
509,Ware::N,базайраг,ചരക്ക്
510,Nutzen::N,пайда,ലാഭം
511,Reichtum::N,хъæздыгдзинад,ധനം
512,Reichtum::N,исбон,ധനം
513,Reichtum::N,мулк,ധനം
514,Welt::N,дуне,ലോകം
515,Land::N,бӕстӕ,രാജ്യം
516,Staat::N,паддзахад,രാജ്യം
517,König::N,къарол,രാജാവ്
518,Macht::N,хицаудзинад,അധികാരം
519,Grenze::N,арӕн,അതിർത്തി
520,Krieg::N,хӕст,യുദ്ധം
521,Feind::N,знаг,ശത്രു
522,Feind::N,фыдгул,ശത്രു
523,Feind::N,фыдзæрдæ,ശത്രു
524,Feind::N,сон,ശത്രു
525,Gewalt::N,тыхми,അക്രമം
526,Gewalt::N,тыхдзинад,അക്രമം
527,Kampf::N,хæст,പോരാട്ടം
528,Kampf::N,хъæбысæйхæст,പോരാട്ടം
529,Kampf::N,тох,പോരാട്ടം
530,Bogen[Waffe]::N,ӕрдын,വില്ല്
531,Pfeil::N,фат,അമ്പ്
532,Gewehr::N,топп,തോക്ക്
533,Fehler::N,рӕдыд,പിശക്
534,Lüge::N,мӕнг,കള്ളം
535,Lüge::N,гӕдыдзинад,കള്ളം
536,Schaden::N,зиан,കേടുപാട്
537,Unglück::N,бæллæх,ദൌർഭാഗ്യം
538,Schuld::N,азым,തെറ്റ്
539,Alter::N,кар,വയസ്സ്
540,Schluss::N,кæрон,നിഗമനം
541,Zeit::N,рӕстӕг,സമയം
542,Tag::N,бон,ദിവസം
543,Morgen::N,райсом,പ്രഭാതം
544,Mittag::N,æмбисбон,ഉച്ച
545,Abend::N,изӕр,സായാഹ്നം
546,Nacht::N,ӕхсӕв,രാത്രി
547,Woche::N,къуыри,ആഴ്ച
548,Monat::N,мӕй,മാസം
549,Jahr::N,аз,വർഷം
550,Jahr::N,афӕдз,വർഷം
551,Frühling::N,уалдзæг,വസന്തം
552,Sommer::N,сӕрд,വേനൽ
553,Herbst::N,фæззæг,ശരത്കാലം
554,Winter::N,зымӕг,ശൈത്യം
555,Januar::N,январь,ജനുവരി
556,Februar::N,февраль,ഫെബ്രുവരി
557,März::N,мартъи,മാർച്ച്
558,April::N,апрель,ഏപ്രിൾ മാസം
559,Mai::N,май,മെയ് മാസം
560,Juni::N,июнь,ജൂൺ
561,Juli::N,июль,ജൂലൈ
562,August::N,август,ആഗസ്റ്റ്
563,September::N,сентябрь,സെപ്തംബർ
564,Oktober::N,октябрь,ഒക്ടോബർ
565,November::N,ноябрь,നവംബർ
566,Dezember::N,декабрь,ഡിസംബർ
567,Montag::N,къуырисæр,തിങ്കളാഴ്ച
568,Dienstag::N,дыццæг,ചൊവ്വ
569,Mittwoch::N,æртыццæг,ബുധനാഴ്ച
570,Donnerstag::N,цыппæрæм,വ്യാഴാഴ്ച
571,Freitag::N,майрæмбон,വെള്ളിയാഴ്ച
572,Samstag::N,сабат,ശനിയാഴ്ച
573,Sonntag::N,хуыцаубон,ഞായറാഴ്ച
574,groß::A,дынджыр,വലിയ
575,klein::A,гыццыл,ചെറിയ
576,lang::A,даргъ,നീണ്ട
577,kurz::A,цыбыр,ഹ്രസ്വമായ
578,breit::A,фӕтӕн,വിശാലമായ
579,schmal::A,нарӕг,ഇടുങ്ങിയ
580,schmal::A,уынгӕг,ഇടുങ്ങിയ
581,dicht::A,бæзджын,നിബിഡമായ
582,dicht::A,тар,നിബിഡമായ
583,dick[Gegenstand]::A,сӕвджын,തടിച്ച
584,dünn::A,тæнæг,മെലിഞ്ഞ
585,fein::A,лыстӕг,നേർത്ത
586,fest::A,фидар,ഉറപ്പുള്ള
587,fest::A,хъӕддых,ഉറപ്പുള്ള
588,flach::A,тъӕпӕн,പരന്ന
589,glatt::A,лӕгъз,മിനുസമുള്ള
590,hart::A,хъӕбӕр,കട്ടിയുള്ള
591,weich::A,фӕлмӕн,മൃദുവായ
592,rund::A,тымбыл,വട്ടത്തിലുള്ള
593,spitz::A,цыргъбырынкъ,മുനയുള്ള
594,spitz::A,цыргъфындз,മുനയുള്ള
595,scharf::A,цыргъ,മൂർച്ചയുള്ള
596,stumpf::A,къуымых,തുറന്നടിക്കുന്ന
597,schwer::A,уӕззау,ഭാരമുള്ള
598,schön::A,аив,മനോഹരമായ
599,schön::A,рӕсугъд,മനോഹരമായ
600,heiß::A,тӕвд,ചൂടുള്ള
601,warm::A,хъарм,ചൂടുള്ള
602,kalt::A,уазал,തണുത്ത
603,kühl::A,сатæг,തണുപ്പുള്ള
604,kühl::A,уазалгомау,തണുപ്പുള്ള
