,Concept_ID,sv,udm
220,Korn::N,korn,тысь
221,Heu::N,hö,турын
222,Schale::N,skal,кыд
223,Grube::N,grop,гу
224,Grube::N,grop,гоп
225,Falle::N,fälla,налик
226,Schlinge::N,snara,гиӟ
227,Schlinge::N,snara,герд
228,Spur::N,spår,пытьы
229,Spur::N,spår,бервыл
230,Asche::N,aska,пень
231,Dreck::N,lort,дэри
232,Eisen::N,järn,корт
233,Gold::N,guld,зарни
234,Silber::N,silver,азвесь
235,Kohle::N,kol,эгыр
236,Glas::N,glas,стекло
237,Glas::N,glas,пияла
238,Lehm::N,lera,сюй
239,Sand::N,sand,луо
240,Mensch::N,människa,мурт
241,Mensch::N,människa,адями
242,Mann::N,man,воргорон
243,Frau::N,kvinna,кышномурт
244,Kind::N,barn,нуны
245,Kind::N,barn,пинал
246,Junge::N,pojke,пи
247,Mädchen::N,flicka,ныл
248,Familie::N,familj,семья
249,Großvater::N,morfar,песятай
250,Großvater::N,morfar,пересь атай
251,Großmutter::N,farmor,песянай
252,Großmutter::N,farmor,пересь анай
253,Eltern::N,föräldrar,атай-анай
254,Eltern::N,föräldrar,бубы-мумы
255,Vater::N,far,айы
256,Vater::N,far,атай
257,Mutter::N,mor,мумы
258,Sohn::N,son,пи
259,Tochter::N,dotter,ныл
260,Bruder::N,bror,агай
261,Schwester::N,syster,апа
262,Schwester::N,syster,сузэр
263,Onkel::N,morbror,агай
264,Tante::N,tant,апа
265,Tante::N,tant,кенак
266,Ehemann::N,äkta man,карт
267,Ehefrau::N,hustru,кышно
268,Freude::N,fröjd,шумпотон
269,Freude::N,glädje,шумпотон
270,Gelächter::N,åtlöje,горем
271,Glück::N,lycka,шуд
272,Kummer::N,sorg,кайгу
273,Kummer::N,sorg,куректон
274,Wunsch::N,önskan,мылпотон
275,Lust::N,lust,потон
276,Geist::N,ande,лул
277,Gedanke::N,tanke,малпан
278,Gedächtnis::N,minne,йырсазь
279,Gedächtnis::N,minne,тодэваён
280,Verstand::N,förstånd,йырвизь
281,Sinn::N,mening,смысл
282,Sinn::N,betydelse,смысл
283,Grund::N,skäl,муг
284,Grund::N,skäl,ньӧм
285,Grund::N,grund,муг
286,Grund::N,grund,ньӧм
287,Wahrheit::N,sanning,зэм
288,Wahrheit::N,sanning,шонер
289,Gespräch::N,samtal,вераськон
290,Märchen::N,saga,выжыкыл
291,Erzählung::N,berättelse,верос
292,Nachricht::N,meddelande,ивор
293,Neuigkeit::N,nyhet,выльивор
294,Name::N,namn,ним
295,Rätsel::N,gåta,мадькыл
296,Rede::N,tal,верам
297,Sprache::N,språk,кыл
298,Stimme::N,stämma,куара
299,Wort::N,ord,кыл
300,Zeichen::N,tecken,пус
301,Zeichen::N,tecken,тодмет
302,Ruf::N,rop,ӧтён
303,Ruf::N,rop,чортон
304,Lärm::N,bråk,ӵашетон
305,Lärm::N,oväsen,ӵашетон
306,Laut::N,ljud,куара
307,Ton::N,ton,куара
308,Lied::N,sång,кырӟан
309,Ruhe::N,ro,чалмыт улон
310,Ruhe::N,lugn,чалмыт улон
311,Leute::N,folk,адямиос
312,Volk::N,folk,калык
313,Arbeit::N,arbete,уж
314,Gast::N,gäst,куно
315,Geschenk::N,gåva,салам
316,Geschenk::N,gåva,кузьым
317,Geschenk::N,present,салам
318,Geschenk::N,present,кузьым
319,Spiel::N,lek,шудон
320,Spiel::N,spel,шудон
321,Gesellschaft::N,sällskap,калык
322,Hilfe::N,hjälp,юрттон
323,Freund::N,vän,эш
324,Freund::N,vän,юлтош
325,Kamerad::N,kamrat,тодмо
326,Angelegenheit::N,ärende,уж
327,Angelegenheit::N,angelägenhet,уж
328,Anzahl::N,antal,лыд
329,Art::N,art,тус
330,Art::N,slag,тус
331,Stück::N,stycke,юдэс
332,Teil::N,del,люкет
333,Hälfte::N,halva,ӝыны
334,Kreis::N,krets,котырес
335,Kreis::N,cirkel,котырес
336,Kreuz::N,kors,крест
337,Kreuz::N,kryss,крест
338,Linie::N,linje,гож
339,Strich::N,streck,гож
340,Abstand::N,avstånd,вис
341,Abstand::N,avstånd,кусып
342,Entfernung::N,avstånd,кусып
343,Gegend::N,trakt,инты
344,Platz::N,plats,инты
345,Ort::N,plats,инты
346,Ort::N,plats,места
347,Ort::N,ställe,инты
348,Ort::N,ställe,места
349,Seite::N,sida,пал
350,Mitte::N,mitt,шор
351,Gegenstand::N,föremål,арбери
352,Sache::N,sak,котыр
353,Rand::N,rand,дур
354,Rand::N,rand,шаер
355,Kante::N,kant,дур
356,Ecke::N,vrå,сэрег
357,Ecke::N,hörn,сэрег
358,Spitze::N,spets,йыл
359,Ende::N,ända,пум
360,Loch::N,hål,пась
361,Winkel::N,vinkel,сэрег
362,Muster::N,mönster,пужы
363,Größe::N,storlek,быдӟала
364,Länge::N,längd,кузьдала
365,Höhe::N,höjd,ӝуждала
366,Gewicht::N,tyngd,сектала
367,Gewicht::N,tyngd,секытлык
368,Menge::N,mängd,лыд
369,Menge::N,mängd,лыдпус
370,Haufen::N,hög,люк
371,Reihe::N,rad,чур
372,Boot::N,båt,пыж
373,Boot::N,båt,лодка
374,Ruder::N,åra,полыс
375,Schlitten::N,släde,додьы
376,Ski::N,skida,куас
377,Lagerfeuer::N,lägereld,тылскем
378,Last::N,last,секыт
379,Last::N,börda,секыт
380,Gang::N,gång,ветлон
381,Schritt::N,steg,вамыш
382,Norden::N,norr,уйпал
383,Süden::N,söder,лымшор
384,Westen::N,väster,шунды пуксён
385,Osten::N,öster,шунды ӝужан
386,Holz::N,trä,пу
387,Brett::N,bräda,пул
388,Platte::N,platta,плита
389,Stütze::N,stöd,пыкет
390,Stütze::N,stötta,пыкет
391,Stange::N,stång,пуӵ
392,Stock::N,käpp,боды
393,Stock::N,pinne,боды
394,Stab::N,stav,пуӵ
395,Stab::N,stav,боды
396,Rohr::N,rör,труба
397,Haus::N,hus,юрт
398,Heim::N,hem,корка
399,Ofen::N,ugn,гур
400,Fußboden::N,golv,выж
401,Tisch::N,bord,ӝӧк
402,Stuhl::N,stol,пукон
403,Wiege::N,vagga,кӧкы
404,Wiege::N,vagga,зыбка
405,Bett::N,säng,валес
406,Regal::N,hylla,ӝажы
407,Kiste::N,låda,ящик
408,Fenster::N,fönster,укно
409,Fenster::N,fönster,косяк
410,Tür::N,dörr,ӧс
411,Tor::N,port,ӟезьы
412,Zaun::N,staket,забор
413,Zaun::N,stängsel,забор
414,Dach::N,tak,липет
415,Leiter::N,stege,падӟа
416,Besen::N,kvast,ӵужон
417,Besen::N,kvast,исьнер
418,Spaten::N,spade,лопатка
419,Schaufel::N,skovel,ютырон
420,Schaufel::N,skyffel,ютырон
421,Gabel::N,gaffel,тэчы
422,Gabel::N,gaffel,вилка
423,Löffel::N,sked,пуньы
424,Messer::N,kniv,пурт
425,Nagel::N,spik,кортӵог
426,Netz::N,nät,сеть
427,Haken::N,krok,курик
428,Griff::N,tag,ныд
429,Griff::N,handtag,ныд
430,Schloss::N,las,тунгон
431,Bild::N,bild,суред
432,Figur::N,figur,фигура
433,Puppe::N,docka,мунё
434,Beutel::N,påse,пуйы
435,Bündel::N,bunt,керттэт
436,Bündel::N,knippa,керттэт
437,Tasche::N,väska,пуйы
438,Tasche::N,väska,сумка
439,Eimer::N,hink,ведра
440,Eimer::N,ämbar,ведра
441,Deckel::N,lock,ӵоксэт
442,Geschirr::N,servis,тусьты-пуньы
443,Geschirr::N,porslin,тусьты-пуньы
444,Sack::N,säck,пуйы
445,Tasse::N,kopp,ӵаша
446,Topf::N,gryta,миска
447,Topf::N,kastrull,миска
448,Kessel::N,kittel,пурты
449,Essen::N,mål,сиськон
450,Nahrung::N,näring,сион
451,Speise::N,maträtt,сиён
452,Fleisch::N,kött,сӥль
453,Getreide::N,säd,ю тысь
454,Getreide::N,spannmål,ю тысь
455,Brei::N,gröt,ӝук
456,Brot::N,bröd,нянь
457,Scheibe::N,skiva,шорем
458,Fett::N,fett,кӧй
459,Butter::N,smör,вӧй
460,Öl::N,olja,вӧй
461,Salz::N,salt,сылал
462,Suppe::N,soppa,шыд
463,Honig::N,honung,чечы
464,Milch::N,mjölk,йӧл
465,Tee::N,te,чай
466,Leder::N,läder,сурон
467,Wolle::N,ull,гон
468,Wolle::N,ull,ыжгон
469,Wolle::N,ylle,гон
470,Wolle::N,ylle,ыжгон
471,Stoff::N,tyg,куэм
472,Stoff::N,stoff,куэм
473,Nadel::N,nål,вень
474,Faden::N,tråd,сӥньыс
475,Knopf::N,knapp,бирды
476,Knoten::N,knut,герд
477,Farbe::N,färg,буёл
478,Kleidung::N,klädsel,дӥсь
479,Hemd::N,skjorta,дэрем
480,Kragen::N,krage,сирес
481,Ärmel::N,ärm,саес
482,Hose::N,byxor,брюки
483,Hose::N,byxor,штань
484,Gürtel::N,bälte,кускерттон
485,Mütze::N,mössa,ызьы
486,Schuh::N,sko,ботинка
487,Stiefel::N,stövel,сапег
488,Ring::N,ring,зундэс
489,Band::N,band,лента
490,Kamm::N,kam,сын
491,Spiegel::N,spegel,синучкон
492,Riemen::N,rem,е
493,Schnur::N,snöre,гозы
494,Leine::N,lina,думет
495,Decke::N,täcke,шобрет
496,Kissen::N,dyna,миндэр
497,Kissen::N,kudde,миндэр
498,Tuch::N,sjal,кышет
499,Handtuch::N,handduk,ӵушкон
500,Kraft::N,kraft,кать
501,Kraft::N,kraft,ӟигар
502,Stärke::N,styrka,юнлык
503,Gesundheit::N,hälsa,тазалык
504,Krankheit::N,sjukdom,висён
505,Schmerz::N,smärta,висён
506,Wunde::N,sår,яра
507,Fieber::N,feber,кезег
508,Arznei::N,medicin,эмъюм
509,Arznei::N,läkemedel,эмъюм
510,Brücke::N,bro,выж
511,Brunnen::N,brunn,колдэч
512,Weide::N,bete,возь
513,Pfad::N,stig,сюрес
514,Weg::N,väg,сюрес
515,Straße::N,gata,сюрес
516,Dorf::N,by,гурт
517,Stadt::N,stad,кар
518,Stadt::N,stad,город
519,Brief::N,brev,гожтэт
520,Buch::N,bok,книга
521,Buchstabe::N,bokstav,буква
522,Zeitung::N,tidning,газет
523,Leben::N,liv,улон
524,Tod::N,död,кулон
525,Grab::N,grav,шайгу
526,Kirche::N,kyrka,черк
527,Sünde::N,synd,сьӧлык
528,Gott::N,gud,ӥнмар
529,Arbeiter::N,arbetare,рабочий
530,Chef::N,chef,начальник
531,Meister::N,mästare,кибашлы
532,Arzt::N,läkare,врач
533,Lehrer::N,lärare,дышетӥсь
534,Geld::N,pengar,уксё
535,Geld::N,pengar,коньдон
536,Geschäft::N,rörelse,уж
537,Laden::N,affär,магазин
538,Preis::N,pris,дун
539,Ware::N,vara,вуз
540,Nutzen::N,gagn,пайда
541,Nutzen::N,nytta,пайда
542,Reichtum::N,rikedom,узырлык
543,Welt::N,värld,дунне
544,Land::N,land,шаер
545,Staat::N,stat,кун
546,König::N,kung,эксэй
547,König::N,konung,эксэй
548,Macht::N,makt,власть
549,Grenze::N,gräns,кунгож
550,Krieg::N,krig,ож
551,Feind::N,fiende,тушмон
552,Gewalt::N,våld,эриктэман
553,Kampf::N,kamp,нюръяськон
554,Kampf::N,strid,нюръяськон
555,Bogen[Waffe]::N,båge,пукыӵ
556,Pfeil::N,pil,пукыӵ вень
557,Gewehr::N,gevär,пыӵал
558,Fehler::N,fel,янгыш
559,Lüge::N,lögn,пӧян
560,Lüge::N,lögn,алдан
561,Lüge::N,lögn,ӧрекчан
562,Schaden::N,skada,изъян
563,Unglück::N,otur,куректон
564,Unglück::N,otur,шудтэме усён
565,Unglück::N,olycka,куректон
566,Unglück::N,olycka,шудтэме усён
567,Schuld::N,skuld,янгыш
568,Alter::N,ålder,арлыд
569,Schluss::N,slut,пум
570,Zeit::N,tid,дыр
571,Tag::N,dag,нунал
572,Morgen::N,morgon,ӵукна
573,Mittag::N,middag,лымшор
574,Abend::N,kväll,ӝыт
575,Abend::N,kväll,акшан
576,Nacht::N,natt,уй
577,Woche::N,vecka,арня
578,Monat::N,månad,толэзь
579,Jahr::N,år,ар
580,Frühling::N,vår,тулыс
581,Sommer::N,sommar,гужем
582,Herbst::N,höst,сӥзьыл
583,Winter::N,vinter,тол
584,Januar::N,januari,выльартолэзь
585,Februar::N,februari,тулыспал
586,März::N,mars,южтолэзь
587,April::N,april,оштолэзь
588,Mai::N,maj,куартолэзь
589,Juni::N,juni,вожотолэзь
590,Juli::N,juli,пӧсьтолэзь
591,August::N,augusti,гудырикошкон
592,September::N,september,куарусён
593,Oktober::N,oktober,выльӝуктолэзь
594,November::N,november,шуркынмон
595,Dezember::N,december,толсур
596,Montag::N,måndag,вордӥськон
597,Dienstag::N,tisdag,вторник
598,Mittwoch::N,onsdag,вирнунал
599,Donnerstag::N,torsdag,покчиарня
600,Freitag::N,fredag,удмуртарня
601,Samstag::N,lördag,кӧснунал
602,Sonntag::N,söndag,арня
603,groß::A,stor,бадӟым
604,klein::A,liten,пичи
605,lang::A,lång,кузь
606,kurz::A,kort,вакчи
607,breit::A,bred,паськыт
608,schmal::A,smal,сюлэг
609,dicht::A,tät,ӵем
610,dick[Gegenstand]::A,tjock,зӧк
611,dünn::A,tunn,векчи
612,fein::A,fin,векчи
613,fest::A,fast,юн
614,fest::A,fast,чурыт
615,flach::A,platt,ӵошкыт
616,glatt::A,glatt,гылыт
617,glatt::A,glatt,вольыт
618,hart::A,hård,чурыт
619,weich::A,mjuk,небыт
620,rund::A,rund,котырес
621,spitz::A,toppig,йылсо
622,spitz::A,spetsig,йылсо
623,scharf::A,vass,лэчыт
624,scharf::A,skarp,лэчыт
625,stumpf::A,slö,ныж
626,schwer::A,tung,секыт
627,schön::A,skön,чебер
628,schön::A,vacker,чебер
629,heiß::A,het,пӧсь
630,warm::A,varm,шуныт
631,kalt::A,kall,кезьыт
632,kühl::A,sval,юзмыт
633,kühl::A,sval,салкым
634,kühl::A,kylig,юзмыт
635,kühl::A,kylig,салкым
636,frisch::A,färsk,выль
637,feucht::A,fuktig,мускыт
638,nass::A,våt,котмем
639,trocken::A,torr,кӧс
640,voll::A,full,тыр
641,leer::A,tom,буш
642,leer::A,tom,тырттэм
643,offen::A,öppen,усьтэм
644,geschlossen::A,stängd,ӵогам
645,geschlossen::A,stängd,пунням
646,sauber::A,ren,ӝикыт
647,sauber::A,ren,чылкыт
648,schmutzig::A,snuskig,нӧд
649,roh::A,rå,ыль
650,reif::A,mogen,вуэм
651,lecker::A,läcker,ческыт
652,süß::A,söt,ческыт
653,bitter::A,besk,курыт
654,bitter::A,bitter,курыт
655,sauer::A,sur,чырс
656,hell::A,ljus,югыт
657,dunkel::A,mörk,пеймыт
658,schwarz::A,svart,сьӧд
659,weiß::A,vit,тӧдьы
660,rot::A,röd,горд
661,gelb::A,gul,ӵуж
662,blau::A,blå,лыз
663,grün::A,grön,вож
664,grau::A,grå,пурысь
665,bunt::A,brokig,куӵо
666,billig::A,billig,дунтэм
667,teuer::A,dyr,дуно
668,wertvoll::A,värdefull,дуно
669,blind::A,blind,сукыр
670,blind::A,blind,синтэм
671,taub::A,döv,пельтэм
672,kräftig::A,kraftig,кужмо
673,stark::A,stark,юн
674,stark::A,stark,кужмо
675,schwach::A,svag,ляб
676,schwach::A,svag,начар
677,fett::A,fet,кӧй
678,schlank::A,slank,веськыт
679,schlank::A,slank,веськрес
680,hübsch::A,snygg,чебер
681,hübsch::A,snygg,синмаськымон
682,hübsch::A,vacker,чебер
683,hübsch::A,vacker,синмаськымон
684,böse::A,ond,лек
685,böse::A,elak,лек
686,dumm::A,dum,шузи
687,dumm::A,dum,визьтэм
688,faul::A,lat,азьтэм
689,fleißig::A,flitig,сюлмо
690,geizig::A,snål,сук
691,geizig::A,girig,сук
692,klug::A,klok,визьмо
693,geschickt::A,händig,усто
694,geschickt::A,händig,быгатӥсь
695,geschickt::A,skicklig,усто
696,geschickt::A,skicklig,быгатӥсь
697,lieb::A,kär,мусо
698,lieb::A,snäll,мусо
699,lustig::A,rolig,шулдыр
700,lustig::A,lustig,шулдыр
701,sanft::A,mild,мусо
702,sanft::A,mild,эрке
703,hungrig::A,hungrig,сютэм
704,krank::A,sjuk,висись
705,nackt::A,naken,гольык
706,traurig::A,ledsen,мӧзмыт
707,traurig::A,sorgsen,мӧзмыт
708,lebendig::A,levande,улэп
709,gut::A,bra,ӟеч
710,gut::A,bra,умой
711,schlecht::A,dålig,урод
712,schlecht::A,dålig,алама
713,richtig::A,riktig,шонер
714,schlimm::A,illa,алама
715,wahr::A,sann,зэмос
716,alt::A,gammal,вуж
717,neu::A,ny,выль
718,ehemalig::A,forn,азьвылэз
719,ehemalig::A,tidigare,азьвылэз
720,alt[Lebewesen]::A,gammal,пересь
721,jung::A,ung,егит
722,jung::A,ung,пинал
723,arm::A,fattig,начар
724,arm::A,fattig,куанер
725,reich::A,rik,узыр
726,bekannt::A,känd,тодмо
727,berühmt::A,berömd,дано
728,fremd::A,främmande,ят
729,verschieden::A,åtskillig,пӧртэм
730,nah::A,nära,матысь
731,fern::A,fjärran,кыдёкысь
732,linker::A,vänster,паллян
733,rechter::A,höger,бур
734,rechter::A,höger,бурпал
735,anderer::A,annan,мукет
736,erster::A,första,нырысетӥез
737,zweiter::A,andra,кыктэтӥез
738,dritter::A,tredje,кунньметӥез
739,letzter::A,sist,берло
740,letzter::A,sist,берпум
741,allein::ADV,allena,огназ
742,auf einmal::ADV,på en gång,огдыре
743,zusammen::ADV,tillsammans,ӵош
744,zusammen::ADV,tillsammans,валче
745,lange::ADV,länge,кема
746,plötzlich::ADV,plötsligt,мапламтэ шорысь
747,sofort::ADV,strax,али ик
748,sofort::ADV,genast,али ик
749,später::ADV,senare,бергес
750,später::ADV,senare,берлогес
751,jetzt::ADV,nu,али
752,jetzt::ADV,nu,табере
753,heute::ADV,i dag,туннэ
754,morgen::ADV,i morgon,ӵуказе
755,bald::ADV,snart,ӝоген
756,dann::ADV,då,берло
757,gestern::ADV,i går,толон
758,einst::ADV,en gång,огпол
759,einst::ADV,en gång,одӥг пол
760,damals::ADV,då,соку
761,damals::ADV,den gången,соку
762,danach::ADV,därefter,собере
763,vorher::ADV,före,азьло
764,vorher::ADV,före,азьвыл
765,vorher::ADV,förut,азьло
766,vorher::ADV,förut,азьвыл
767,zuerst::ADV,först,азьло
768,einmal::ADV,en gång,огпол
769,manchmal::ADV,ibland,куддыръя
770,oft::ADV,ofta,ӵем
771,immer::ADV,alltid,пыр
772,immer::ADV,alltid,котьку
773,niemals::ADV,aldrig,уз ноку
774,hier::ADV,här,татын
775,hierhin::ADV,hit,татчы
776,von hier::ADV,härifrån,татысь
777,dort::ADV,där,отӥ
778,dort::ADV,där,отын
779,dorthin::ADV,dit,отчы
780,geradeaus::ADV,rätt fram,меӵак
781,vorwärts::ADV,fram,азьлань
782,vorwärts::ADV,framåt,азьлань
783,rückwärts::ADV,baklänges,берлань
784,zurück::ADV,tillbaka,берен
785,zurück::ADV,tillbaka,берлань
786,unten::ADV,nere,улын
787,unten::ADV,nedanför,улын
788,hinab::ADV,ned,улэ
789,hinab::ADV,nedåt,улэ
790,oben::ADV,ovan,вылын
791,oben::ADV,ovan,вылӥын
792,oben::ADV,ovanpå,вылын
793,oben::ADV,ovanpå,вылӥын
794,hinauf::ADV,upp,вылэ
795,hinauf::ADV,upp,вылӥе
796,hinauf::ADV,upp,выллань
797,hinauf::ADV,uppåt,вылэ
798,hinauf::ADV,uppåt,вылӥе
799,hinauf::ADV,uppåt,выллань
800,überall::ADV,överallt,котькытын
801,überall::ADV,överallt,пасьтана
802,nicht::ADV,ej,уз
803,nicht::ADV,inte,уз
804,ein wenig::ADV,litet,ичи
805,ein wenig::ADV,litet,ӧжыт
806,ein wenig::ADV,litet,огшап
807,kaum::ADV,knappt,муртса
808,kaum::ADV,knappast,муртса
809,sehr::ADV,mycket,туж
810,sehr::ADV,mycket,лекос
811,so::ADV,så,озьы
812,so::ADV,så,тазьы
813,noch::ADV,än,на
814,noch::ADV,ännu,на
815,nur::ADV,bara,гинэ
816,nur::ADV,endast,гинэ
817,schon::ADV,redan,ни
818,schon::ADV,redan,ини
819,wieder::ADV,åter,нош
820,wieder::ADV,åter,кайта
821,vergebens::ADV,förgäves,юнме
822,vor::PRP,utanför,азьын
823,hinter::PRP,bakom,берын
824,hinter::PRP,bakom,бӧрсьы
825,unter::PRP,under,улын
826,durch::PRP,genom,пыр
827,durch::PRP,genom,пыртӥ
