,Concept_ID,fa,sv
166,Fell::N,خز,fäll
167,Fell::N,خز,skinn
168,Flügel::N,پر,vinge
169,Flügel::N,بال,vinge
170,Klaue::N,چنگ,klöv
171,Klaue::N,پنجه,klöv
172,Kralle::N,پنجه,klo
173,Schwanz::N,دم,svans
174,Schwanz::N,دم,stjärt
175,Ei::N,تخم,ägg
176,Nest::N,لانه,rede
177,Nest::N,لانه,näste
178,Bau::N,بنا,bo
179,Bau::N,ساختمان,bo
180,Tier::N,هیوان,djur
181,Herde::N,رمه,flock
182,Kuh::N,گاو,ko
183,Bulle::N,گاو نر,tjur
184,Pferd::N,اسب,häst
185,Schaf::N,گوسفند,får
186,Schwein::N,خوک,svin
187,Hund::N,سگ,hund
188,Katze::N,گربه,katt
189,Bär::N,خرس,björn
190,Eichhörnchen::N,سنجاب,ekorre
191,Elch::N,گوزن شمالی,älg
192,Fuchs::N,روباه,räv
193,Hase::N,خرگوش,hare
194,Maus::N,موش,mus
195,Wolf::N,گرگ,varg
196,Vogel::N,پرنده,fågel
197,Schwarm::N,دسته,svärm
198,Huhn::N,مرغ,höns
199,Hahn::N,خروس,tupp
200,Gans::N,غاز,gås
201,Adler::N,عقاب,örn
202,Ente::N,اردک,anka
203,Ente::N,مرغابی,anka
204,Eule::N,جغد,uggla
205,Kranich::N,درنا,trana
206,Krähe::N,زاغ,kråka
207,Krähe::N,کلاغ,kråka
208,Kuckuck::N,فاخته,gök
209,Schwan::N,قو,svan
210,Fisch::N,ماهی,fisk
211,Barsch::N,ماهی خاردار,abborre
212,Hecht::N,اردک ماهی,gädda
213,Schlange[Tier]::N,مار,orm
214,Wurm::N,کرم,mask
215,Spinne::N,عنکبوت,spindel
216,Ameise::N,مورچه,myra
217,Laus::N,شپش,lus
218,Mücke::N,پشه,mygga
219,Fliege::N,مگس,fluga
220,Schmetterling::N,پروانه,fjäril
221,Beere::N,گیله,bär
222,Apfel::N,سیب,äpple
223,Pilz::N,قارچ,svamp
224,Zwiebel::N,پیاز,lök
225,Saat::N,بذر,sådd
226,Korn::N,تخم,korn
227,Korn::N,دانه,korn
228,Heu::N,علف خشک,hö
229,Schale::N,پوست,skal
230,Grube::N,گودال,grop
231,Falle::N,دام,fälla
232,Schlinge::N,حلقه,snara
233,Spur::N,رد,spår
234,Asche::N,خاکستر,aska
235,Dreck::N,کثافت,lort
236,Eisen::N,آهن,järn
237,Gold::N,زر,guld
238,Gold::N,طلا,guld
239,Silber::N,نقره,silver
240,Kohle::N,زغال,kol
241,Glas::N,شیشه,glas
242,Lehm::N,گل,lera
243,Sand::N,شن,sand
244,Sand::N,ماسه,sand
245,Mensch::N,آدم,människa
246,Mensch::N,انسان,människa
247,Mann::N,مرد,man
248,Frau::N,زن,kvinna
249,Kind::N,بچه,barn
250,Kind::N,کودک,barn
251,Junge::N,پسر,pojke
252,Mädchen::N,دختر,flicka
253,Familie::N,فامیل,familj
254,Familie::N,خانواده,familj
255,Großvater::N,پدربزرگ,morfar
256,Großmutter::N,مادر‌بزرگ,farmor
257,Eltern::N,والدین,föräldrar
258,Eltern::N,پدر‌و‌مادر,föräldrar
259,Vater::N,پدر,far
260,Mutter::N,مادر,mor
261,Sohn::N,پسر,son
262,Tochter::N,دختر,dotter
263,Bruder::N,برادر,bror
264,Schwester::N,خواهر,syster
265,Onkel::N,عمو,morbror
266,Onkel::N,دایی,morbror
267,Tante::N,عمه,tant
268,Tante::N,خاله,tant
269,Ehemann::N,همسر,äkta man
270,Ehefrau::N,همسر,hustru
271,Freude::N,شادی,fröjd
272,Freude::N,شادی,glädje
273,Gelächter::N,خنده,åtlöje
274,Gelächter::N,قاه‌قاه,åtlöje
275,Glück::N,اقبال,lycka
276,Kummer::N,غم,sorg
277,Kummer::N,غصه,sorg
278,Wunsch::N,آرزو,önskan
279,Lust::N,هوس,lust
280,Geist::N,روح,ande
281,Gedanke::N,فکر,tanke
282,Gedächtnis::N,حافظه,minne
283,Verstand::N,هوش,förstånd
284,Sinn::N,معنا,mening
285,Sinn::N,معنا,betydelse
286,Sinn::N,مفهوم,mening
287,Sinn::N,مفهوم,betydelse
288,Grund::N,سبب,skäl
289,Grund::N,سبب,grund
290,Grund::N,دلیل,skäl
291,Grund::N,دلیل,grund
292,Wahrheit::N,حقیقت,sanning
293,Gespräch::N,صحبت,samtal
294,Gespräch::N,گفتگو,samtal
295,Märchen::N,قصه,saga
296,Märchen::N,افسانه,saga
297,Erzählung::N,داستان,berättelse
298,Nachricht::N,خبر,meddelande
299,Neuigkeit::N,خبر تازه,nyhet
300,Name::N,اسم,namn
301,Rätsel::N,معما,gåta
302,Rede::N,سخن,tal
303,Sprache::N,زبان,språk
304,Stimme::N,صدا,stämma
305,Wort::N,کلمه,ord
306,Zeichen::N,نشان,tecken
307,Zeichen::N,علامت,tecken
308,Ruf::N,صدا,rop
309,Lärm::N,هیاهو,bråk
310,Lärm::N,هیاهو,oväsen
311,Laut::N,صدا,ljud
312,Ton::N,آهنگ,ton
313,Lied::N,آواز,sång
314,Lied::N,ترانه,sång
315,Ruhe::N,آرامش,ro
316,Ruhe::N,آرامش,lugn
317,Leute::N,مردم,folk
318,Volk::N,خلق,folk
319,Arbeit::N,کار,arbete
320,Gast::N,مهمان,gäst
321,Geschenk::N,هدیه,gåva
322,Geschenk::N,هدیه,present
323,Spiel::N,بازی,lek
324,Spiel::N,بازی,spel
325,Gesellschaft::N,جمعیت,sällskap
326,Hilfe::N,کمک,hjälp
327,Freund::N,دوست,vän
328,Kamerad::N,رفیق,kamrat
329,Angelegenheit::N,امر,ärende
330,Angelegenheit::N,امر,angelägenhet
331,Angelegenheit::N,قضیه,ärende
332,Angelegenheit::N,قضیه,angelägenhet
333,Anzahl::N,عده,antal
334,Anzahl::N,شمار,antal
335,Art::N,نوع,art
336,Art::N,نوع,slag
337,Stück::N,تکه,stycke
338,Stück::N,قطعه,stycke
339,Teil::N,بخش,del
340,Teil::N,قسمت,del
341,Hälfte::N,نیم,halva
342,Kreis::N,حلقه,krets
343,Kreis::N,حلقه,cirkel
344,Kreis::N,دایره,krets
345,Kreis::N,دایره,cirkel
346,Kreuz::N,صلیب,kors
347,Kreuz::N,صلیب,kryss
348,Linie::N,خط,linje
349,Linie::N,سطر,linje
350,Strich::N,خط,streck
351,Abstand::N,فاصله,avstånd
352,Entfernung::N,مسافت,avstånd
353,Gegend::N,منطقه,trakt
354,Platz::N,گنجایش,plats
355,Ort::N,جا,plats
356,Ort::N,جا,ställe
357,Ort::N,محل,plats
358,Ort::N,محل,ställe
359,Ort::N,مکان,plats
360,Ort::N,مکان,ställe
361,Seite::N,طرف,sida
362,Mitte::N,وسط,mitt
363,Mitte::N,میان,mitt
364,Gegenstand::N,چیز,föremål
365,Sache::N,چیز,sak
366,Rand::N,کنار,rand
367,Rand::N,حاشیه,rand
368,Kante::N,لبه,kant
369,Ecke::N,گوشه,vrå
370,Ecke::N,گوشه,hörn
371,Spitze::N,سر,spets
372,Spitze::N,نوک,spets
373,Ende::N,ته,ända
374,Ende::N,آخر,ända
375,Loch::N,سوراخ,hål
376,Winkel::N,کنج,vinkel
377,Muster::N,نقش,mönster
378,Größe::N,قد,storlek
379,Größe::N,بزرگی,storlek
380,Länge::N,طول,längd
381,Höhe::N,بلندی,höjd
382,Gewicht::N,وزن,tyngd
383,Menge::N,مقدار,mängd
384,Menge::N,اندازه,mängd
385,Haufen::N,توده,hög
386,Reihe::N,ردیف,rad
387,Boot::N,قایق,båt
388,Ruder::N,پارو,åra
389,Schlitten::N,سورتمه,släde
390,Ski::N,اسکی,skida
391,Lagerfeuer::N,آتش,lägereld
392,Last::N,بار,last
393,Last::N,بار,börda
394,Last::N,سنگینی,last
395,Last::N,سنگینی,börda
396,Gang::N,راه رفتن,gång
397,Schritt::N,قدم,steg
398,Norden::N,شمال,norr
399,Süden::N,جنوب,söder
400,Westen::N,غرب,väster
401,Osten::N,شرق,öster
402,Holz::N,چوب,trä
403,Brett::N,تخته,bräda
404,Platte::N,صفحه,platta
405,Stütze::N,تکیه,stöd
406,Stütze::N,تکیه,stötta
407,Stange::N,میله,stång
408,Stock::N,چوب,käpp
409,Stock::N,چوب,pinne
410,Stab::N,عصا,stav
411,Rohr::N,لوله,rör
412,Haus::N,منزل,hus
413,Heim::N,خانه,hem
414,Heim::N,کاشانه,hem
415,Ofen::N,بخاری,ugn
416,Fußboden::N,کف اتاق,golv
417,Tisch::N,میز,bord
418,Stuhl::N,صندلی,stol
419,Wiege::N,گهواره,vagga
420,Bett::N,تختخواب,säng
421,Regal::N,قفسه,hylla
422,Kiste::N,صندوق,låda
423,Fenster::N,پنجره,fönster
424,Tür::N,در,dörr
425,Tür::N,درب,dörr
426,Tor::N,دروازه,port
427,Zaun::N,حصار,staket
428,Zaun::N,حصار,stängsel
429,Dach::N,بام,tak
430,Leiter::N,نردبان,stege
431,Besen::N,جارو,kvast
432,Spaten::N,بیل,spade
433,Schaufel::N,بیل,skovel
434,Schaufel::N,بیل,skyffel
435,Schaufel::N,پارو,skovel
436,Schaufel::N,پارو,skyffel
437,Gabel::N,چنگال,gaffel
438,Löffel::N,قاشق,sked
439,Messer::N,کارد,kniv
440,Nagel::N,میخ,spik
441,Netz::N,تور,nät
442,Netz::N,شبکه,nät
443,Haken::N,قلاب,krok
444,Griff::N,دسته,tag
445,Griff::N,دسته,handtag
446,Schloss::N,قفل,las
447,Bild::N,عکس,bild
448,Bild::N,تصویر,bild
449,Figur::N,تندیس,figur
450,Puppe::N,عروسک,docka
451,Beutel::N,کیسه,påse
452,Bündel::N,بسته,bunt
453,Bündel::N,بسته,knippa
454,Tasche::N,کیف,väska
455,Eimer::N,سطل,hink
456,Eimer::N,سطل,ämbar
457,Deckel::N,در,lock
458,Geschirr::N,ظرف,servis
459,Geschirr::N,ظرف,porslin
460,Sack::N,گونی,säck
461,Tasse::N,فنجان,kopp
462,Topf::N,دیگ,gryta
463,Topf::N,دیگ,kastrull
464,Topf::N,قابلمه,gryta
465,Topf::N,قابلمه,kastrull
466,Kessel::N,دیگ,kittel
467,Essen::N,خوراک,mål
468,Nahrung::N,غذا,näring
469,Speise::N,خوراک,maträtt
470,Fleisch::N,گوشت,kött
471,Getreide::N,غله,säd
472,Getreide::N,غله,spannmål
473,Brei::N,فرنی,gröt
474,Brei::N,حریره,gröt
475,Brot::N,نان,bröd
476,Scheibe::N,قاچ,skiva
477,Scheibe::N,لزگه,skiva
478,Fett::N,چربی,fett
479,Butter::N,کره,smör
480,Öl::N,روغن,olja
481,Salz::N,نمک,salt
482,Suppe::N,آش,soppa
483,Suppe::N,سوپ,soppa
484,Honig::N,عسل,honung
485,Milch::N,شیر,mjölk
486,Tee::N,چای,te
487,Leder::N,چرم,läder
488,Wolle::N,پشم,ull
489,Wolle::N,پشم,ylle
490,Stoff::N,پارچه,tyg
491,Stoff::N,پارچه,stoff
492,Nadel::N,سوزن,nål
493,Faden::N,نخ,tråd
494,Knopf::N,دکمه,knapp
495,Knoten::N,گره,knut
496,Farbe::N,رنگ,färg
497,Kleidung::N,لباس,klädsel
498,Kleidung::N,پوشاک,klädsel
499,Hemd::N,پیراهن,skjorta
500,Kragen::N,یقه,krage
501,Ärmel::N,آستین,ärm
502,Hose::N,شلوار,byxor
503,Gürtel::N,کمر‌بند,bälte
504,Mütze::N,کلاه,mössa
505,Schuh::N,کفش,sko
506,Stiefel::N,چکمه,stövel
507,Ring::N,حلقه,ring
508,Ring::N,انگشتر,ring
509,Band::N,نوار,band
510,Band::N,روبان,band
511,Kamm::N,شانه,kam
512,Spiegel::N,آینه,spegel
513,Riemen::N,تسمه,rem
514,Schnur::N,ریسمان,snöre
515,Leine::N,قلاده,lina
516,Decke::N,پتو,täcke
517,Kissen::N,بالش,dyna
518,Kissen::N,بالش,kudde
519,Tuch::N,شال,sjal
520,Handtuch::N,حوله,handduk
521,Kraft::N,نیرو,kraft
522,Stärke::N,زور,styrka
523,Gesundheit::N,سلامتی,hälsa
524,Gesundheit::N,تندرستی,hälsa
525,Krankheit::N,بیماری,sjukdom
526,Schmerz::N,درد,smärta
527,Wunde::N,زخم,sår
528,Fieber::N,تب,feber
529,Arznei::N,دارو,medicin
530,Arznei::N,دارو,läkemedel
531,Brücke::N,پل,bro
532,Brunnen::N,چاه,brunn
533,Weide::N,چراگاه,bete
534,Pfad::N,راه,stig
535,Weg::N,راه,väg
536,Weg::N,طریق,väg
537,Straße::N,راه,gata
538,Straße::N,جاده,gata
539,Dorf::N,ده,by
540,Dorf::N,روستا,by
541,Stadt::N,شهر,stad
542,Brief::N,نامه,brev
543,Buch::N,کتاب,bok
544,Buchstabe::N,حرف,bokstav
545,Zeitung::N,روزنامه,tidning
546,Leben::N,عمر,liv
547,Leben::N,زندگی,liv
548,Tod::N,مرگ,död
549,Grab::N,گور,grav
550,Grab::N,مزار,grav
551,Kirche::N,کلیسا,kyrka
552,Sünde::N,بزه,synd
553,Sünde::N,گناه,synd
554,Gott::N,خدا,gud
555,Arbeiter::N,کارگر,arbetare
556,Chef::N,رئیس,chef
557,Meister::N,استاد,mästare
558,Arzt::N,پزشک,läkare
559,Lehrer::N,معلم,lärare
560,Lehrer::N,آموزگار,lärare
561,Geld::N,پول,pengar
562,Geschäft::N,کار,rörelse
563,Geschäft::N,بیزنس,rörelse
564,Laden::N,دکان,affär
565,Laden::N,مغازه,affär
566,Preis::N,بها,pris
567,Preis::N,قیمت,pris
568,Ware::N,جنس,vara
569,Ware::N,کالا,vara
570,Nutzen::N,مزیت,gagn
571,Nutzen::N,مزیت,nytta
572,Nutzen::N,امتیاز,gagn
573,Nutzen::N,امتیاز,nytta
574,Reichtum::N,مال,rikedom
575,Reichtum::N,ثروت,rikedom
576,Welt::N,دنیا,värld
577,Land::N,کشور,land
578,Land::N,مملکت,land
579,Staat::N,دولت,stat
580,König::N,شاه,kung
581,König::N,شاه,konung
582,König::N,پادشاه,kung
583,König::N,پادشاه,konung
584,Macht::N,قدرت,makt
585,Macht::N,اختیار,makt
586,Grenze::N,مرز,gräns
587,Krieg::N,جنگ,krig
588,Feind::N,دشمن,fiende
589,Gewalt::N,زور,våld
590,Gewalt::N,خشونت,våld
591,Kampf::N,نبرد,kamp
592,Kampf::N,نبرد,strid
593,Kampf::N,مبارزه,kamp
594,Kampf::N,مبارزه,strid
595,Bogen[Waffe]::N,کمان,båge
596,Pfeil::N,تیر,pil
597,Gewehr::N,تفنگ,gevär
598,Fehler::N,غلط,fel
599,Fehler::N,اشتباه,fel
600,Lüge::N,دروغ,lögn
601,Schaden::N,آسیب,skada
602,Schaden::N,خسارت,skada
603,Unglück::N,بلا,otur
604,Unglück::N,بلا,olycka
605,Schuld::N,گناه,skuld
606,Schuld::N,تقصیر,skuld
607,Alter::N,سن,ålder
608,Alter::N,عمر,ålder
609,Schluss::N,انتها,slut
610,Zeit::N,وقت,tid
611,Zeit::N,زمان,tid
612,Tag::N,روز,dag
613,Morgen::N,صبح,morgon
614,Mittag::N,ظهر,middag
615,Abend::N,شب,kväll
616,Abend::N,عصر,kväll
617,Nacht::N,شب,natt
618,Woche::N,هفته,vecka
619,Monat::N,ماه,månad
620,Jahr::N,سال,år
621,Frühling::N,بهار,vår
622,Sommer::N,تابستان,sommar
623,Herbst::N,پاییز,höst
624,Winter::N,زمستان,vinter
625,Januar::N,ژانویه,januari
626,Februar::N,فوریه,februari
627,März::N,مارس,mars
628,April::N,آوریل,april
629,Mai::N,مه,maj
630,Juni::N,ژوئن,juni
631,Juli::N,ژویه,juli
632,August::N,اوت,augusti
633,September::N,سپتامبر,september
634,Oktober::N,اکتبر,oktober
635,November::N,نوامبر,november
636,Dezember::N,دسامبر,december
637,Montag::N,دو‌شنبه,måndag
638,Dienstag::N,سه‌شنبه,tisdag
639,Mittwoch::N,چهار‌شنبه,onsdag
640,Donnerstag::N,پنج شنبه,torsdag
641,Freitag::N,جمعه,fredag
642,Samstag::N,شنبه,lördag
643,Sonntag::N,یکشنبه,söndag
644,groß::A,بزرگ,stor
645,klein::A,کوچک,liten
646,lang::A,بلند,lång
647,kurz::A,کوتاه,kort
648,breit::A,پهن,bred
649,schmal::A,تنگ,smal
650,schmal::A,نازک,smal
651,dicht::A,چگال,tät
652,dicht::A,انبوه,tät
653,dick[Gegenstand]::A,ضخیم,tjock
654,dünn::A,نازک,tunn
655,fein::A,ریز,fin
656,fein::A,باریک,fin
657,fest::A,محکم,fast
658,flach::A,صاف,platt
659,flach::A,مسطح,platt
660,glatt::A,لیز,glatt
661,hart::A,سفت,hård
662,weich::A,نرم,mjuk
663,weich::A,ملایم,mjuk
664,rund::A,گرد,rund
665,spitz::A,تیز,toppig
666,spitz::A,تیز,spetsig
667,spitz::A,نوک‌تیز,toppig
668,spitz::A,نوک‌تیز,spetsig
669,scharf::A,تیز,vass
670,scharf::A,تیز,skarp
671,scharf::A,برنده,vass
672,scharf::A,برنده,skarp
673,stumpf::A,کند,slö
674,schwer::A,سنگین,tung
675,schön::A,زیبا,skön
676,schön::A,زیبا,vacker
677,heiß::A,داغ,het
678,warm::A,گرم,varm
679,kalt::A,سرد,kall
680,kühl::A,خنک,sval
681,kühl::A,خنک,kylig
682,frisch::A,تازه,färsk
683,feucht::A,مرطوب,fuktig
684,nass::A,تر,våt
685,nass::A,خیش,våt
686,trocken::A,خشک,torr
687,voll::A,پر,full
688,leer::A,خالی,tom
689,offen::A,باز,öppen
690,geschlossen::A,بسته,stängd
691,sauber::A,پاک,ren
692,sauber::A,تمیز,ren
693,schmutzig::A,کثیف,snuskig
694,schmutzig::A,آلوده,snuskig
695,roh::A,خام,rå
696,reif::A,رسیده,mogen
697,lecker::A,لذیذ,läcker
698,lecker::A,خوشمزه,läcker
699,süß::A,شیرین,söt
700,bitter::A,تلخ,besk
701,bitter::A,تلخ,bitter
702,sauer::A,ترش,sur
703,hell::A,روشن,ljus
704,dunkel::A,تاریک,mörk
705,schwarz::A,سیاه,svart
706,weiß::A,سفید,vit
707,rot::A,سرخ,röd
708,rot::A,قرمز,röd
709,gelb::A,زرد,gul
710,blau::A,آبی,blå
711,grün::A,سبز,grön
712,grau::A,طوسی,grå
713,grau::A,خاکستری,grå
714,bunt::A,رنگارنگ,brokig
715,billig::A,ارزان,billig
716,teuer::A,گران,dyr
717,wertvoll::A,قیمتی,värdefull
718,wertvoll::A,گرانبها,värdefull
719,blind::A,کور,blind
720,blind::A,نابینا,blind
721,taub::A,کر,döv
722,taub::A,ناشنوا,döv
723,kräftig::A,قوی,kraftig
724,stark::A,قوی,stark
725,stark::A,نیرومند,stark
726,schwach::A,ضعیف,svag
727,fett::A,چرب,fet
728,schlank::A,باریک‌اندام,slank
729,hübsch::A,قشنگ,snygg
730,hübsch::A,قشنگ,vacker
731,hübsch::A,خوشگل,snygg
732,hübsch::A,خوشگل,vacker
733,böse::A,بد,ond
734,böse::A,بد,elak
735,dumm::A,احمق,dum
736,faul::A,لش,lat
737,faul::A,تنبل,lat
738,fleißig::A,زرنگ,flitig
739,geizig::A,خسیس,snål
740,geizig::A,خسیس,girig
741,klug::A,عاقل,klok
742,klug::A,باهوش,klok
743,geschickt::A,ماهر,händig
744,geschickt::A,ماهر,skicklig
745,lieb::A,عزیز,kär
746,lieb::A,عزیز,snäll
747,lustig::A,شاد,rolig
748,lustig::A,شاد,lustig
749,lustig::A,خوشحال,rolig
750,lustig::A,خوشحال,lustig
751,sanft::A,لطیف,mild
752,hungrig::A,گرسنه,hungrig
753,krank::A,مریض,sjuk
754,krank::A,بیمار,sjuk
755,nackt::A,لخت,naken
756,nackt::A,برهنه,naken
757,traurig::A,غمگین,ledsen
758,traurig::A,غمگین,sorgsen
759,lebendig::A,زنده,levande
760,gut::A,خوب,bra
761,schlecht::A,بد,dålig
762,richtig::A,درست,riktig
763,schlimm::A,وخيم,illa
764,wahr::A,درست,sann
765,wahr::A,حقیقی,sann
766,alt::A,کهنه,gammal
767,neu::A,نو,ny
768,ehemalig::A,قبلی,forn
769,ehemalig::A,قبلی,tidigare
770,alt[Lebewesen]::A,پیر,gammal
771,jung::A,جوان,ung
772,arm::A,فقیر,fattig
773,reich::A,پولدار,rik
774,reich::A,ثروتمند,rik
775,bekannt::A,آشنا,känd
776,bekannt::A,معلوم,känd
777,berühmt::A,مشهور,berömd
778,fremd::A,خارجی,främmande
779,fremd::A,بیگانه,främmande
780,verschieden::A,مختلف,åtskillig
781,verschieden::A,متفاوت,åtskillig
782,nah::A,نزدیک,nära
783,fern::A,دور,fjärran
784,linker::A,چپ,vänster
785,rechter::A,راست,höger
786,anderer::A,دیگر,annan
787,erster::A,اول,första
788,zweiter::A,دوم,andra
789,dritter::A,سوم,tredje
790,letzter::A,آخر,sist
791,allein::ADV,تنها,allena
792,auf einmal::ADV,همزمان,på en gång
793,zusammen::ADV,باهم,tillsammans
794,lange::ADV,مدت‌ها,länge
795,lange::ADV,مدت زیادی,länge
796,plötzlich::ADV,ناگهان,plötsligt
797,sofort::ADV,فوراً,strax
798,sofort::ADV,فوراً,genast
799,später::ADV,بعدها,senare
800,jetzt::ADV,حالا,nu
801,jetzt::ADV,اکنون,nu
802,heute::ADV,امروز,i dag
803,morgen::ADV,فردا,i morgon
804,bald::ADV,زود,snart
805,bald::ADV,بزودی,snart
806,dann::ADV,سپس,då
807,dann::ADV,آنوقت,då
808,gestern::ADV,دیروز,i går
809,einst::ADV,وقتی,en gång
810,einst::ADV,زمانی,en gång
811,damals::ADV,آنوقت,då
812,damals::ADV,آنوقت,den gången
813,damals::ADV,آنزمان,då
814,damals::ADV,آنزمان,den gången
815,danach::ADV,بعد,därefter
816,vorher::ADV,قبلاً,före
817,vorher::ADV,قبلاً,förut
818,zuerst::ADV,اول,först
819,zuerst::ADV,ابتداء,först
820,einmal::ADV,یکدفعه,en gång
821,manchmal::ADV,گاهی,ibland
822,manchmal::ADV,بعضی اوقات,ibland
823,oft::ADV,اغلب,ofta
824,immer::ADV,همیشه,alltid
825,niemals::ADV,هرگز,aldrig
826,hier::ADV,اینجا,här
827,hierhin::ADV,به اینجا,hit
828,von hier::ADV,از اینجا,härifrån
829,dort::ADV,آنجا,där
830,dorthin::ADV,به آنجا,dit
