,Concept_ID,xal,sv
63,Himmel::N,теңгр,himmel
64,Sonne::N,нарн,sol
65,Mond::N,сар,måne
66,Stern::N,одн,stjärna
67,Luft::N,аһар,luft
68,Wind::N,салькн,vind
69,Welle::N,дольган,våg
70,Welle::N,дольган,bölja
71,Wasser::N,усн,vatten
72,Stein::N,чолун,sten
73,Boden::N,Һазр,mark
74,Erde::N,Һазр,jord
75,Staub::N,тоосн,damm
76,Rauch::N,утан,rök
77,Funke::N,очн,gnista
78,Feuer::N,һал,eld
79,Licht::N,герл,ljus
80,Schatten::N,сүүдр,skugga
81,Wetter::N,теңгр,väder
82,Nebel::N,будн,dimma
83,Nebel::N,будн,töcken
84,Wolke::N,үүлн,sky
85,Wolke::N,үүлн,moln
86,Regen::N,хур,regn
87,Schnee::N,цасн,snö
88,Eis::N,мөсн,is
89,Frost::N,киитн,frost
90,Kälte::N,киитн,köld
91,Hitze::N,халун,hetta
92,Raureif::N,цаң,rimfrost
93,Raureif::N,кирү,rimfrost
94,Regenbogen::N,солңһ,regnbåge
95,Donner::N,оһтрһун дун,åska
96,Donner::N,оһтрһун дун,dunder
97,Strömung::N,урсхл,strömning
98,Tropfen::N,дусал,dropper
99,Schaum::N,көөсн,skum
100,Schmutz::N,кир,lort
101,Schmutz::N,кир,smuts
102,See::N,нур,sjö
103,Sumpf::N,унул,träsk
104,Moor::N,улм,myr
105,Moor::N,улм,mosse
106,Wiese::N,хадлһн,äng
107,Wald::N,ө-модн,skog
108,Hügel::N,толһа,höjd
109,Hügel::N,толһа,kulle
110,Anhöhe::N,хамр,höjd
111,Anhöhe::N,хамр,backe
112,Berg::N,уул,berg
113,Berg::N,уул,fjäll
114,Gipfel::N,ора,topp
115,Höhle::N,хадин көндә,håla
116,Höhle::N,хадин көндә,grotta
117,Abhang::N,ташу,slänt
118,Abhang::N,ташу,sluttning
119,Quelle::N,булг,källa
120,Bach::N,һооҗур,bäck
121,Fluss::N,һол,älv
122,Fluss::N,һол,flod
123,Ufer::N,көвә,strand
124,Küste::N,көвә,kust
125,Küste::N,теңгсин көвә,kust
126,Festland::N,хүүрә һазр,fastland
127,Meer::N,теңгс,hav
128,Bucht::N,цекә,vik
129,Bucht::N,цекә,bukt
130,Bucht::N,теңгсин цекә,vik
131,Bucht::N,теңгсин цекә,bukt
132,Insel::N,арл,ö
133,Blume::N,цецг,blomma
134,Blume::N,цецг,blomster
135,Gras::N,ноһан,gräs
136,Wurzel::N,уңг,rot
137,Baum::N,модн,träd
138,Stamm::N,шилв,stam
139,Stamm::N,һол модн,stam
140,Rinde::N,көрсн,bark
141,Ast::N,ац,gren
142,Zweig::N,ац,kvist
143,Blatt::N,хамтхасн,löv
144,Blatt::N,хамтхасн,blad
145,Birke::N,хусм модн,björk
146,Kiefer[Baum]::N,шар харһа,tall
147,Weide[Baum]::N,удн,pil
148,Weide[Baum]::N,удн,vide
149,Tanne::N,җөөлн цаһан модн,gran
150,Horn::N,өвр,horn
151,Feder::N,өрвлг,fjäder
152,Fell::N,арсн,fäll
153,Fell::N,арсн,skinn
154,Flügel::N,җивр,vinge
155,Klaue::N,хумсн,klöv
156,Kralle::N,тавг,klo
157,Schwanz::N,сүл,svans
158,Schwanz::N,сүл,stjärt
159,Ei::N,өндгн,ägg
160,Nest::N,үр,rede
161,Nest::N,үр,näste
162,Bau::N,нүкн,bo
163,Tier::N,мал,djur
164,Herde::N,сүрг мал,flock
165,Kuh::N,үкр,ko
166,Bulle::N,бух,tjur
167,Pferd::N,мөрн,häst
168,Schaf::N,хөн,får
169,Schwein::N,һаха,svin
170,Hund::N,ноха,hund
171,Katze::N,мис,katt
172,Bär::N,аю,björn
173,Eichhörnchen::N,кермн,ekorre
174,Elch::N,хандһа,älg
175,Fuchs::N,арат,räv
176,Hase::N,туула,hare
177,Maus::N,хулһн,mus
178,Wolf::N,чон,varg
179,Vogel::N,шовун,fågel
180,Schwarm::N,зел,svärm
181,Huhn::N,така,höns
182,Hahn::N,эр така,tupp
183,Gans::N,һалун,gås
184,Adler::N,һәрд,örn
185,Ente::N,нуһсн,anka
186,Eule::N,һурвлһ,uggla
187,Kranich::N,тоһрун,trana
188,Krähe::N,шаазһа,kråka
189,Kuckuck::N,эргин хуцдг,gök
190,Schwan::N,хун,svan
191,Fisch::N,заһсн,fisk
192,Barsch::N,шүрг,abborre
193,Hecht::N,цурх,gädda
194,Schlange[Tier]::N,моһа,orm
195,Wurm::N,өтн,mask
196,Spinne::N,аралҗн,spindel
197,Ameise::N,шорһлҗн,myra
198,Laus::N,бөөсн,lus
199,Mücke::N,бөкүн,mygga
200,Fliege::N,батхн,fluga
201,Schmetterling::N,эрвәкә,fjäril
202,Beere::N,бөөлҗрһн,bär
203,Apfel::N,альмн,äpple
204,Pilz::N,теңгрин ки,svamp
205,Zwiebel::N,мәңгрснә толһа,lök
206,Saat::N,буудян экн,sådd
207,Korn::N,экн,korn
208,Heu::N,өвсн,hö
209,Schale::N,хальсн,skal
210,Grube::N,нүкн,grop
211,Falle::N,урх,fälla
212,Falle::N,хавх,fälla
213,Schlinge::N,бүтү,snara
214,Spur::N,мөр,spår
215,Asche::N,үмсн,aska
216,Dreck::N,бальчг,lort
217,Eisen::N,төмр,järn
218,Gold::N,алтн,guld
219,Silber::N,мөңгн,silver
220,Silber::N,цаһан мөңгн,silver
221,Kohle::N,нүүрсн,kol
222,Glas::N,шил,glas
223,Lehm::N,шавр,lera
224,Sand::N,элсн,sand
225,Mensch::N,күн,människa
226,Mensch::N,күмн,människa
227,Mann::N,эр,man
228,Frau::N,күүкд күн,kvinna
229,Kind::N,үрн,barn
230,Junge::N,көвүн,pojke
231,Mädchen::N,бичкн күүкн,flicka
232,Familie::N,бүл,familj
233,Großvater::N,өвк эцк,morfar
234,Großvater::N,наһц эцк,morfar
235,Großmutter::N,эмг эк,farmor
236,Großmutter::N,наһц эк,farmor
237,Eltern::N,эк эцк хойр,föräldrar
238,Vater::N,эцк,far
239,Mutter::N,эк,mor
240,Sohn::N,көвүн,son
241,Tochter::N,күүкн,dotter
242,Bruder::N,дү көвүн,bror
243,Schwester::N,эгч,syster
244,Schwester::N,дү күүкн,syster
245,Onkel::N,авһ,morbror
246,Onkel::N,наһцх,morbror
247,Tante::N,наһц эгч,tant
248,Ehemann::N,залу,äkta man
249,Ehefrau::N,гергн,hustru
250,Freude::N,байр,fröjd
251,Freude::N,байр,glädje
252,Gelächter::N,инәдн,åtlöje
253,Glück::N,җирһл,lycka
254,Glück::N,сәәхн җирһл,lycka
255,Kummer::N,зовлң,sorg
256,Wunsch::N,дурн,önskan
257,Lust::N,җилвтлһн,lust
258,Geist::N,зөрг,ande
259,Gedanke::N,ухан,tanke
260,Gedächtnis::N,чееҗин тодлвр,minne
261,Verstand::N,ухан,förstånd
262,Sinn::N,учр-утх,mening
263,Sinn::N,учр-утх,betydelse
264,Grund::N,учр,skäl
265,Grund::N,учр,grund
266,Grund::N,шалтан,skäl
267,Grund::N,шалтан,grund
268,Wahrheit::N,үнн,sanning
269,Gespräch::N,күүндвүр,samtal
270,Märchen::N,тууль,saga
271,Erzählung::N,келвр,berättelse
272,Nachricht::N,медүллһн,meddelande
273,Neuigkeit::N,зәңг,nyhet
274,Name::N,нерн,namn
275,Rätsel::N,тәәлвртә тууль,gåta
276,Rede::N,келлһн,tal
277,Sprache::N,келн,språk
278,Stimme::N,дун,stämma
279,Wort::N,үг,ord
280,Zeichen::N,темдг,tecken
281,Ruf::N,дуудлһн,rop
282,Lärm::N,шууган,bråk
283,Lärm::N,шууган,oväsen
284,Laut::N,ә,ljud
285,Ton::N,дун,ton
286,Lied::N,дун,sång
287,Ruhe::N,амулң,ro
288,Ruhe::N,амулң,lugn
289,Leute::N,әмтн,folk
290,Volk::N,улс,folk
291,Arbeit::N,көдлмш,arbete
292,Gast::N,гиич,gäst
293,Geschenk::N,белг,gåva
294,Geschenk::N,белг,present
295,Spiel::N,наадн,lek
296,Spiel::N,наадн,spel
297,Gesellschaft::N,олн,sällskap
298,Hilfe::N,нөкд,hjälp
299,Freund::N,иньг,vän
300,Kamerad::N,үр,kamrat
301,Angelegenheit::N,керг,ärende
302,Angelegenheit::N,керг,angelägenhet
303,Anzahl::N,то,antal
304,Art::N,зүүл,art
305,Art::N,зүүл,slag
306,Stück::N,хусг,stycke
307,Teil::N,хүв,del
308,Hälfte::N,өрәл,halva
309,Kreis::N,төгрг,krets
310,Kreis::N,төгрг,cirkel
311,Kreuz::N,кирс,kors
312,Kreuz::N,кирс,kryss
313,Linie::N,зурасн,linje
314,Strich::N,татасн,streck
315,Abstand::N,зә,avstånd
316,Entfernung::N,һазр,avstånd
317,Gegend::N,һазр,trakt
318,Platz::N,зә,plats
319,Ort::N,бәәрн,plats
320,Ort::N,бәәрн,ställe
321,Seite::N,тал,sida
322,Seite::N,хаҗу,sida
323,Seite::N,хәврһ,sida
324,Mitte::N,дунд,mitt
325,Gegenstand::N,юмн,föremål
326,Sache::N,юмн,sak
327,Rand::N,зах,rand
328,Kante::N,ирмәг,kant
329,Ecke::N,өнцг,vrå
330,Ecke::N,өнцг,hörn
331,Spitze::N,үзүр,spets
332,Ende::N,үзүр,ända
333,Loch::N,хаһрха,hål
334,Winkel::N,булң,vinkel
335,Muster::N,намч,mönster
336,Größe::N,кемҗән,storlek
337,Länge::N,ут,längd
338,Höhe::N,өндр,höjd
339,Gewicht::N,күнд,tyngd
340,Gewicht::N,чиңнүр,tyngd
341,Menge::N,ик,mängd
342,Haufen::N,ова,hög
343,Reihe::N,зерг,rad
344,Reihe::N,зерглән,rad
345,Boot::N,оңһц,båt
346,Ruder::N,хәәв,åra
347,Schlitten::N,цан,släde
348,Ski::N,лыҗ,skida
349,Lagerfeuer::N,костёр,lägereld
350,Last::N,күнд,last
351,Last::N,күнд,börda
352,Gang::N,йовлһн,gång
353,Schritt::N,ишкм,steg
354,Norden::N,ар үзг,norr
355,Süden::N,өмн,söder
356,Süden::N,өмн үзг,söder
357,Westen::N,барун,väster
358,Westen::N,барун үзг,väster
359,Osten::N,зүн,öster
360,Osten::N,зүн үзг,öster
361,Holz::N,модн,trä
362,Brett::N,харһа,bräda
363,Platte::N,хавтха чолун,platta
364,Stütze::N,тулг,stöd
365,Stütze::N,тулг,stötta
366,Stange::N,уньн,stång
367,Stock::N,модн,käpp
368,Stock::N,модн,pinne
369,Stab::N,шуург,stav
370,Rohr::N,турва,rör
371,Haus::N,гер,hus
372,Heim::N,гер-бул,hem
373,Ofen::N,беш,ugn
374,Fußboden::N,девскр,golv
375,Tisch::N,ширә,bord
376,Stuhl::N,стул,stol
377,Wiege::N,өлгә,vagga
378,Wiege::N,дүүҗң,vagga
379,Bett::N,орн,säng
380,Bett::N,орндг,säng
381,Regal::N,таг,hylla
382,Regal::N,тәвц,hylla
383,Kiste::N,яршг,låda
384,Fenster::N,терз,fönster
385,Tür::N,үүдн,dörr
386,Tor::N,үүдн,port
387,Tor::N,өргн үүдн,port
388,Tor::N,хашан үүдн,port
389,Zaun::N,хаша,staket
390,Zaun::N,хаша,stängsel
391,Dach::N,деевр,tak
392,Leiter::N,шат,stege
393,Leiter::N,давшур,stege
394,Besen::N,сәвүр,kvast
395,Spaten::N,күрз,spade
396,Schaufel::N,совг,skovel
397,Schaufel::N,совг,skyffel
398,Gabel::N,серә,gaffel
399,Löffel::N,ухр,sked
400,Messer::N,утх,kniv
401,Nagel::N,хадасн,spik
402,Netz::N,гөлм,nät
403,Haken::N,дегә,krok
404,Griff::N,иш,tag
405,Griff::N,иш,handtag
406,Griff::N,бәрүл,tag
407,Griff::N,бәрүл,handtag
408,Schloss::N,оньс,las
409,Bild::N,зург,bild
410,Figur::N,фигур,figur
411,Puppe::N,наадһа,docka
412,Beutel::N,мишг,påse
413,Bündel::N,багла,bunt
414,Bündel::N,багла,knippa
415,Bündel::N,боодһа,bunt
416,Bündel::N,боодһа,knippa
417,Tasche::N,сумк,väska
418,Eimer::N,суулһ,hink
419,Eimer::N,суулһ,ämbar
420,Deckel::N,бүркәсн,lock
421,Geschirr::N,сав,servis
422,Geschirr::N,сав,porslin
423,Geschirr::N,сав-сарх,servis
424,Geschirr::N,сав-сарх,porslin
425,Sack::N,мишг,säck
426,Tasse::N,ааһ,kopp
427,Topf::N,кастрюль,gryta
428,Topf::N,кастрюль,kastrull
429,Kessel::N,хәәсн,kittel
430,Essen::N,зоогллһн,mål
431,Nahrung::N,теҗәл,näring
432,Speise::N,хот,maträtt
433,Fleisch::N,махн,kött
434,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,säd
435,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,spannmål
436,Brei::N,хаш,gröt
437,Brot::N,өдмг,bröd
438,Scheibe::N,зүсм,skiva
439,Fett::N,өөкн,fett
440,Butter::N,тосн,smör
441,Öl::N,тосн,olja
442,Salz::N,давсн,salt
443,Suppe::N,шөлн,soppa
444,Honig::N,бал,honung
445,Milch::N,үсн,mjölk
446,Tee::N,цә,te
447,Leder::N,арсн,läder
448,Wolle::N,утцн,ull
449,Wolle::N,утцн,ylle
450,Wolle::N,эд,ull
451,Wolle::N,эд,ylle
452,Stoff::N,эд,tyg
453,Stoff::N,эд,stoff
454,Nadel::N,зүн,nål
455,Faden::N,утцн,tråd
456,Knopf::N,товч,knapp
457,Knoten::N,зәңгдә,knut
458,Farbe::N,будг,färg
459,Kleidung::N,хувцн,klädsel
460,Kleidung::N,хувц-хунр,klädsel
461,Hemd::N,киилг,skjorta
462,Kragen::N,зах,krage
463,Ärmel::N,ханцн,ärm
464,Hose::N,шалвур,byxor
465,Gürtel::N,бүс,bälte
466,Mütze::N,махла,mössa
467,Schuh::N,башмгуд,sko
468,Stiefel::N,һосн,stövel
469,Ring::N,билцг,ring
470,Band::N,лент,band
471,Kamm::N,сам,kam
472,Spiegel::N,толь,spegel
473,Riemen::N,бүс,rem
474,Schnur::N,деесн,snöre
475,Leine::N,бурнтг,lina
476,Leine::N,нохан көтлвр,lina
477,Decke::N,көнҗл,täcke
478,Kissen::N,дер,dyna
479,Kissen::N,дер,kudde
480,Tuch::N,альчур,sjal
481,Handtuch::N,полотенц,handduk
482,Handtuch::N,һар-нүүрин альчур,handduk
483,Kraft::N,күчн,kraft
484,Stärke::N,чидл,styrka
485,Gesundheit::N,эрүл-менд,hälsa
486,Krankheit::N,өвчн,sjukdom
487,Schmerz::N,өвдлһн,smärta
488,Wunde::N,шав,sår
489,Fieber::N,безг,feber
490,Arznei::N,эм,medicin
491,Arznei::N,эм,läkemedel
492,Brücke::N,тагт,bro
493,Brunnen::N,худг,brunn
494,Weide::N,малын идг,bete
495,Pfad::N,цувг,stig
496,Weg::N,хаалһ,väg
497,Straße::N,зам,gata
498,Dorf::N,хотн,by
499,Stadt::N,балһсн,stad
500,Brief::N,бичг,brev
501,Buch::N,дегтр,bok
502,Buchstabe::N,үзг,bokstav
503,Zeitung::N,газет,tidning
504,Leben::N,җирһл,liv
505,Tod::N,үкл,död
506,Tod::N,өңгрлһн,död
507,Grab::N,оршалһна нүкн,grav
508,Kirche::N,чонҗ,kyrka
509,Sünde::N,нүл,synd
510,Sünde::N,килнц,synd
511,Gott::N,бурхн,gud
512,Arbeiter::N,көдлмшч,arbetare
513,Chef::N,толһач,chef
514,Meister::N,урн,mästare
515,Arzt::N,эмч,läkare
516,Lehrer::N,багш,lärare
517,Geld::N,мөңгн,pengar
518,Geschäft::N,көдлмш,rörelse
519,Laden::N,лавк,affär
520,Preis::N,үн,pris
521,Ware::N,эд-тавр,vara
522,Nutzen::N,олз,gagn
523,Nutzen::N,олз,nytta
524,Reichtum::N,зөөр,rikedom
525,Welt::N,орчлң,värld
526,Welt::N,делкә,värld
527,Land::N,орн-нутг,land
528,Staat::N,государств,stat
529,König::N,хан,kung
530,König::N,хан,konung
531,Macht::N,йосн,makt
532,Grenze::N,меҗә,gräns
533,Krieg::N,дән,krig
534,Feind::N,дәәсн,fiende
535,Gewalt::N,күч һарһлһн,våld
536,Kampf::N,ноолдан,kamp
537,Kampf::N,ноолдан,strid
538,Kampf::N,бәрлдлһн,kamp
539,Kampf::N,бәрлдлһн,strid
540,Bogen[Waffe]::N,саадг,båge
541,Pfeil::N,сумн,pil
542,Gewehr::N,бу,gevär
543,Fehler::N,алдг,fel
544,Lüge::N,худл,lögn
545,Schaden::N,хорлт,skada
546,Unglück::N,гүрм,otur
547,Unglück::N,гүрм,olycka
548,Schuld::N,гем,skuld
549,Schuld::N,буру,skuld
550,Alter::N,насн,ålder
551,Schluss::N,чилгч,slut
552,Zeit::N,цаг,tid
553,Tag::N,өдр,dag
554,Morgen::N,өрүн,morgon
555,Mittag::N,үд,middag
556,Abend::N,асхн,kväll
557,Nacht::N,сө,natt
558,Woche::N,долан хонг,vecka
559,Monat::N,сар,månad
560,Jahr::N,җил,år
561,Frühling::N,хавр,vår
562,Sommer::N,зун,sommar
563,Herbst::N,намр,höst
564,Winter::N,үвл,vinter
565,Januar::N,январь,januari
566,Februar::N,февраль,februari
567,März::N,март,mars
568,März::N,моһа сар,mars
569,April::N,апрель,april
570,Mai::N,май,maj
571,Juni::N,июнь,juni
572,Juni::N,мөчн сар,juni
573,Juli::N,июль,juli
574,August::N,август,augusti
575,September::N,һаха сар,september
576,Oktober::N,октябрь,oktober
577,November::N,ноябрь,november
578,November::N,үкр сар,november
579,Dezember::N,бар сар,december
580,Montag::N,понедельник,måndag
581,Dienstag::N,вторник,tisdag
582,Mittwoch::N,среда,onsdag
583,Mittwoch::N,үлмҗ өдр,onsdag
584,Donnerstag::N,четверг,torsdag
585,Donnerstag::N,пүрвә өдр,torsdag
586,Freitag::N,пятниц,fredag
587,Samstag::N,суббот,lördag
588,Sonntag::N,нарн өдр,söndag
589,Sonntag::N,воскресень,söndag
590,groß::A,ик,stor
591,klein::A,бичкн,liten
592,lang::A,ут,lång
593,kurz::A,оһтр,kort
594,breit::A,өргн,bred
595,schmal::A,уутьхн,smal
596,dicht::A,нигт,tät
597,dick[Gegenstand]::A,зузан,tjock
598,dünn::A,нимгн,tunn
599,fein::A,нәрхн,fin
600,fest::A,бат,fast
601,flach::A,хавтха,platt
602,glatt::A,тегш,glatt
603,glatt::A,тиньгр,glatt
604,hart::A,хату,hård
605,weich::A,җөөлн,mjuk
606,weich::A,җөөлкн,mjuk
607,rund::A,төгрг,rund
608,spitz::A,шовһр,toppig
609,spitz::A,шовһр,spetsig
610,scharf::A,хурц,vass
611,scharf::A,хурц,skarp
612,stumpf::A,мука,slö
613,schwer::A,күнд,tung
614,schön::A,сәәхн,skön
615,schön::A,сәәхн,vacker
616,heiß::A,халун,het
617,warm::A,дулан,varm
618,kalt::A,киитн,kall
619,kühl::A,серүн,sval
620,kühl::A,серүн,kylig
621,frisch::A,серүн,färsk
622,feucht::A,чиигтә,fuktig
623,nass::A,чиигтә,våt
624,trocken::A,хагсу,torr
625,voll::A,дүүрң,full
626,leer::A,сул,tom
627,leer::A,хоосн,tom
628,offen::A,секәтә,öppen
629,geschlossen::A,хаалһата,stängd
630,sauber::A,цевр,ren
631,schmutzig::A,киртә,snuskig
632,roh::A,түүкә,rå
633,reif::A,болсн,mogen
634,lecker::A,әмтәхн,läcker
635,süß::A,әмтәхн,söt
636,bitter::A,һашун,besk
637,bitter::A,һашун,bitter
638,bitter::A,һашута,besk
639,bitter::A,һашута,bitter
640,sauer::A,ишклң,sur
641,hell::A,герлтә,ljus
642,dunkel::A,харңһу,mörk
643,schwarz::A,хар,svart
644,weiß::A,цаһан,vit
645,rot::A,улан,röd
646,gelb::A,шар,gul
647,blau::A,көк,blå
648,grün::A,көк,grön
649,grau::A,бор,grå
650,bunt::A,алг,brokig
651,bunt::A,эрәтә,brokig
652,billig::A,кимд,billig
653,teuer::A,үнтә,dyr
654,wertvoll::A,үнтә,värdefull
655,wertvoll::A,эрднь,värdefull
656,blind::A,сохр,blind
657,taub::A,дүлә,döv
658,kräftig::A,күчтә,kraftig
659,stark::A,чаңһ,stark
660,schwach::A,күчн тату,svag
661,fett::A,тарһн,fet
662,schlank::A,эццн,slank
663,hübsch::A,көркхн,snygg
664,hübsch::A,көркхн,vacker
665,böse::A,уурта,ond
666,böse::A,уурта,elak
667,dumm::A,тенг,dum
668,faul::A,залху,lat
669,fleißig::A,кинән,flitig
670,fleißig::A,кинмһә,flitig
671,geizig::A,ховдг,snål
672,geizig::A,ховдг,girig
673,klug::A,ухата,klok
674,geschickt::A,чадмг,händig
675,geschickt::A,чадмг,skicklig
676,lieb::A,эңкр,kär
677,lieb::A,эңкр,snäll
678,lustig::A,сергмҗтә,rolig
679,lustig::A,сергмҗтә,lustig
680,lustig::A,җирһлтә,rolig
681,lustig::A,җирһлтә,lustig
682,sanft::A,номһн,mild
683,hungrig::A,өлн,hungrig
684,hungrig::A,харһнсн,hungrig
685,krank::A,өвчтә,sjuk
686,krank::A,шалтгта,sjuk
687,nackt::A,нүцкн,naken
688,traurig::A,һундлта,ledsen
689,traurig::A,һундлта,sorgsen
690,lebendig::A,әмд,levande
691,gut::A,сән,bra
692,schlecht::A,му,dålig
693,richtig::A,зөвтә,riktig
694,schlimm::A,җигшүртә,illa
695,wahr::A,үнн,sann
696,wahr::A,мөн,sann
697,alt::A,хуучн,gammal
698,neu::A,шин,ny
699,ehemalig::A,хуучн,forn
700,ehemalig::A,хуучн,tidigare
701,alt[Lebewesen]::A,көгшн,gammal
702,jung::A,баһ,ung
703,arm::A,угатя,fattig
704,reich::A,байн,rik
705,bekannt::A,таньл,känd
706,bekannt::A,таньдг,känd
707,berühmt::A,туурсн,berömd
708,fremd::A,күүнә,främmande
709,verschieden::A,әдл биш,åtskillig
710,verschieden::A,йилһәтә,åtskillig
711,nah::A,өөрхн,nära
712,fern::A,хол,fjärran
713,linker::A,зүн,vänster
714,rechter::A,барун,höger
715,anderer::A,талдан,annan
716,erster::A,негдгч,första
717,zweiter::A,хойрдгч,andra
718,dritter::A,һурвдгч,tredje
719,letzter::A,отхн,sist
720,allein::ADV,һанцарн,allena
721,auf einmal::ADV,нег дәкҗ,på en gång
722,zusammen::ADV,хамдан,tillsammans
723,lange::ADV,удан,länge
724,plötzlich::ADV,генткн,plötsligt
725,sofort::ADV,дарунь,strax
726,sofort::ADV,дарунь,genast
727,später::ADV,сүүлд,senare
728,jetzt::ADV,ода,nu
729,heute::ADV,эндр,i dag
730,morgen::ADV,маңһдур,i morgon
731,bald::ADV,дарунь,snart
732,dann::ADV,дәкәд,då
733,gestern::ADV,өцклдүр,i går
734,einst::ADV,нег саамд,en gång
735,damals::ADV,тиигхд,då
736,damals::ADV,тиигхд,den gången
737,danach::ADV,тегәд,därefter
738,vorher::ADV,урд,före
739,vorher::ADV,урд,förut
740,zuerst::ADV,түрүләд,först
741,einmal::ADV,нег дәкҗ,en gång
742,manchmal::ADV,зәрмдән,ibland
743,oft::ADV,хара биш,ofta
744,oft::ADV,хатяр биш,ofta
745,oft::ADV,дару-дарунь,ofta
746,immer::ADV,оньдинд,alltid
747,niemals::ADV,кезә чмгн биш,aldrig
748,hier::ADV,энд,här
749,hier::ADV,энүнд,här
750,hierhin::ADV,нааран,hit
751,von hier::ADV,эндәс,härifrån
752,dort::ADV,тенд,där
753,dorthin::ADV,тиигән,dit
754,geradeaus::ADV,шуд,rätt fram
755,vorwärts::ADV,уралан,fram
756,vorwärts::ADV,уралан,framåt
757,rückwärts::ADV,гедргән,baklänges
758,zurück::ADV,хәрү,tillbaka
759,unten::ADV,дор,nere
760,unten::ADV,дор,nedanför
761,hinab::ADV,дор,ned
762,hinab::ADV,дор,nedåt
763,hinab::ADV,доракшан,ned
764,hinab::ADV,доракшан,nedåt
765,oben::ADV,деер,ovan
766,oben::ADV,деер,ovanpå
767,hinauf::ADV,өөдән,upp
768,hinauf::ADV,өөдән,uppåt
769,hinauf::ADV,деер,upp
770,hinauf::ADV,деер,uppåt
771,überall::ADV,альд болв чигн,överallt
772,nicht::ADV,эс,ej
773,nicht::ADV,эс,inte
774,nicht::ADV,биш,ej
775,nicht::ADV,биш,inte
776,nicht::ADV,бичә,ej
777,nicht::ADV,бичә,inte
778,ein wenig::ADV,баахн,litet
779,ein wenig::ADV,баахнар,litet
780,kaum::ADV,әрә,knappt
781,kaum::ADV,әрә,knappast
782,sehr::ADV,йир,mycket
783,so::ADV,иигҗ,så
784,noch::ADV,ода чигн,än
785,noch::ADV,ода чигн,ännu
786,nur::ADV,һанцхн,bara
787,nur::ADV,һанцхн,endast
788,schon::ADV,одх,redan
789,wieder::ADV,бас,åter
790,vergebens::ADV,киидән,förgäves
791,vor::PRP,урд,utanför
792,hinter::PRP,ца,bakom
793,unter::PRP,дор,under
794,durch::PRP,ивт,genom
795,durch::PRP,ивт,igenom
796,durch::PRP,дундаһур,genom
797,durch::PRP,дундаһур,igenom
798,neben::PRP,хаҗуд,bredvid
799,neben::PRP,хаҗуд,vid sidan av
800,zwischen::PRP,хоорнд,mellan
801,wegen::PRP,көлтә,på grund av
802,wegen::PRP,деерәс,på grund av
803,dies::PRN,эн,detta
804,das::PRN,тер,det
805,alles::PRN,цуһар,allt
806,ich::PRN,би,jag
807,du::PRN,чи,du
808,er::PRN,тер,han
809,wir::PRN,мадн,vi
810,ihr::PRN,та,ni
811,sie::PRN,тедн,de
812,was::FPRN,юн,vad
813,wer::FPRN,кен,vem
814,wo::FADV,хама,var
815,wohin::FADV,хамаран,vart
816,wie::FADV,яһҗ,hur
817,wie::FADV,яһад,hur
818,warum::FADV,юңгад,varför
819,wieviel::FNUM,кедү,hur mycket
