,Concept_ID,cv,mrj
1314,belästigen::V,аптӑрат,шытырланыкташ
1315,belästigen::V,хупла,кӓньӹсӹрлӓндӓрӓш
1316,belästigen::V,хупла,шытырланыкташ
1317,verbergen::V,пытар,шӹлтӓш
1318,täuschen::V,суй,алталаш
1319,täuschen::V,суй,аталаш
1320,betrügen::V,ултала,мошеньӹчӓйӓш
1321,töten::V,вӗлер,пуштын шуаш
1322,wohnen::V,чуна пар,ӹлӓш
1323,wohnen::V,парӑнса тӑр,ӹлӓш
1324,arbeiten::V,ӗҫле,пӓшӓлӓш
1325,arbeiten::V,ӗҫле,ровотаяш
1326,sammeln::V,пух,погаш
1327,pflücken::V,тат,кӹрӓш
1328,jagen::V,сунара ҫӳре,охотничӓйӓш
1329,fischen::V,пулӑ тыт,кол кычаш
1330,fassen::V,тыт,кычаш
1331,hüten::V,кӗт,кӹтӓш
1332,treiben::V,хӑвала,шуруяш
1333,anbinden::V,кӑкар,ялшташ
1334,anbinden::V,кӑкар,ялышташ
1335,füttern::V,ҫитер,пукшаш
1336,melken::V,су,шыпшылаш
1337,hacken::V,вакла,роаш
1338,gießen::V,шӑвар,шӓвӓш
1339,reifen::V,пиҫ,кӱӓш
1340,reifen::V,пиҫ,поспейӓш
1341,zubereiten::V,пӗҫер,йӓмдӹлӓш
1342,kochen::V,пӗҫер,шолташ
1343,backen::V,пӗҫер,кӱктӓш
1344,braten::V,ӑшала,жӓрӓш
1345,umrühren::V,хутӑштар,намалаш
1346,stricken::V,ҫых,пидӓш
1347,nähen::V,ҫӗле,ыргаш
1348,färben::V,пӗвет,пидӓш
1349,reinigen::V,тасат,чиӓлтӓш
1350,waschen::V,ҫу,мышкаш
1351,abwischen::V,шӑл,ӹштӓш
1352,spülen::V,чӳхе,шӱӓлтӓш
1353,fegen::V,шӑл,ӹштӓш
1354,kehren::V,шӑл,ӹштӓш
1355,baden::V,шыва кӗр,нӱштӹлӓш
1356,sich waschen::V,ҫӑвӑн,мышкылташ
1357,ausziehen::V,салан,кыдашаш
1358,anziehen::V,тӑхӑн,чиӓш
1359,sich anziehen::V,тӑхӑн,чиӓш
1360,kämmen::V,тура,шерӓш
1361,schmücken::V,илемлет,цеверемдӓш
1362,sagen::V,те,манаш
1363,sagen::V,те,келесӓш
1364,sprechen::V,кала,манаш
1365,reden::V,сӑмахла,шайышташ
1366,reden::V,калаҫ,шайышташ
1367,sich unterhalten::V,пупле,хытыраш
1368,sich unterhalten::V,пупле,хытыргаш
1369,fragen::V,ыйт,ядаш
1370,bitten::V,ыйт,ядаш
1371,erzählen::V,каласа пар,келесӓш
1372,mitteilen::V,пӗлтер,попаш
1373,mitteilen::V,пӗлтер,увертӓш
1374,mitteilen::V,пӗлтер,увертӓрӓш
1375,mitteilen::V,хыпарла,попаш
1376,mitteilen::V,хыпарла,увертӓш
1377,mitteilen::V,хыпарла,увертӓрӓш
1378,nennen::V,те,лӹмдӓш
1379,nennen::V,чӗн,лӹмдӓш
1380,rufen::V,чӗн,ӱжӓш
1381,prahlen::V,мухтан,хайзаш
1382,prahlen::V,мухтан,шаргаланаш
1383,prahlen::V,вӗҫкӗнлен,хайзаш
1384,prahlen::V,вӗҫкӗнлен,шаргаланаш
1385,übersetzen::V,куҫар,вашташ
1386,denken::V,шухӑшла,машанаш
1387,glauben::V,ӗнен,ӹнянӓш
1388,bemerken::V,асӑрха,цаклаш
1389,erkennen::V,палла,пӓлӓш
1390,begreifen::V,ӑнлан,ынгылаш
1391,verstehen::V,пӗл,ынгылаш
1392,lernen::V,вӗрен,тыменяш
1393,wissen::V,пӗл,пӓлӓш
1394,wissen::V,ӑнкар,пӓлӓш
1395,sich erinnern an::V,аса ил,ышештӓрӓш
1396,vergessen::V,ман,монден кодаш
1397,vergessen::V,манса кай,монден кодаш
1398,messen::V,виҫ,висӓш
1399,zählen::V,шутла,шотаяш
1400,rechnen::V,шутла,шотаяш
1401,lesen::V,вула,лыдаш
1402,malen::V,ӳкер,рисуяш
1403,zeichnen::V,ӳкер,ыдырка́лаш
1404,schreiben::V,ҫыр,вазаш
1405,besitzen::V,тыт,кы́чаш
1406,kaufen::V,ил,нӓлӓш
1407,kaufen::V,туян,нӓлӓш
1408,verkaufen::V,сут,выжалаш
1409,bezahlen::V,тӳле,тӱлӓш
1410,zahlen::V,тӳле,тӱлӓш
1411,beherrschen::V,тыт,кы́чаш
1412,ertragen::V,тӳс,цӹтӓш
1413,Bauch::N,,мӹшкӹр
