,Concept_ID,mrj,mrj
118,Bach::N,ӓнгӹр,ӓнгӹр
119,Fluss::N,вӹд,вӹд
120,Ufer::N,сир,сир
121,Küste::N,сир,сир
122,Festland::N,мӱлӓндӹ,мӱлӓндӹ
123,Meer::N,тангыж,тангыж
124,Bucht::N,вӹдъял,вӹдъял
125,Insel::N,острок,острок
126,Blume::N,пеледӹш,пеледӹш
127,Gras::N,шуды,шуды
128,Wurzel::N,важ,важ
129,Baum::N,пушӓнгӹ,пушӓнгӹ
130,Stamm::N,пушӓнгӹ тӹнг,пушӓнгӹ тӹнг
131,Rinde::N,каргыж,каргыж
132,Ast::N,укш,укш
133,Zweig::N,укш,укш
134,Blatt::N,листӹ,листӹ
135,Birke::N,куги,куги
136,Kiefer[Baum]::N,йӓктӹ,йӓктӹ
137,Weide[Baum]::N,уа,уа
138,Tanne::N,кож,кож
139,Horn::N,шур,шур
140,Feder::N,пын,пын
141,Fell::N,кавашты,кавашты
142,Flügel::N,шылдыр,шылдыр
143,Klaue::N,кӹч,кӹч
144,Kralle::N,лапа,лапа
145,Schwanz::N,пач,пач
146,Ei::N,мыны,мыны
147,Nest::N,пӹжӓш,пӹжӓш
148,Bau::N,ыраж,ыраж
149,Tier::N,во́льык,во́льык
150,Herde::N,кӹтö,кӹтö
151,Kuh::N,ышкал,ышкал
152,Bulle::N,ӱшкӱж,ӱшкӱж
153,Pferd::N,имни,имни
154,Schaf::N,шарык,шарык
155,Schwein::N,сасна,сасна
156,Hund::N,пи,пи
157,Katze::N,коти,коти
158,Bär::N,мöскӓ,мöскӓ
159,Eichhörnchen::N,ур,ур
160,Elch::N,шарды,шарды
161,Fuchs::N,рӹвӹж,рӹвӹж
162,Hase::N,морен,морен
163,Maus::N,каля,каля
164,Wolf::N,пирӹ,пирӹ
165,Vogel::N,кек,кек
166,Schwarm::N,цуца,цуца
167,Huhn::N,цӹвӹ,цӹвӹ
168,Hahn::N,ӓптӓн,ӓптӓн
169,Gans::N,комбы,комбы
170,Adler::N,кучкыж,кучкыж
171,Ente::N,лыды,лыды
172,Eule::N,тымана,тымана
173,Kranich::N,тырня,тырня
174,Kranich::N,тырня,тыртня
175,Kranich::N,тыртня,тырня
176,Kranich::N,тыртня,тыртня
177,Krähe::N,лудыгарак,лудыгарак
178,Kuckuck::N,куку,куку
179,Schwan::N,йӱксӹ,йӱксӹ
180,Fisch::N,кол,кол
181,Barsch::N,алангы,алангы
182,Hecht::N,нуж,нуж
183,Hecht::N,нуж,нужгол
184,Hecht::N,нужгол,нуж
185,Hecht::N,нужгол,нужгол
186,Schlange[Tier]::N,кӹшкы,кӹшкы
187,Wurm::N,шукш,шукш
188,Spinne::N,ӓнгӹремшӹ,ӓнгӹремшӹ
189,Ameise::N,кыткы,кыткы
190,Laus::N,ти,ти
191,Mücke::N,кужнер,кужнер
192,Mücke::N,кужнер,кужынер
193,Mücke::N,кужынер,кужнер
194,Mücke::N,кужынер,кужынер
195,Fliege::N,шӹнгӓ,шӹнгӓ
196,Schmetterling::N,лӹпӹ,лӹпӹ
197,Beere::N,мöр,мöр
198,Apfel::N,олма,олма
199,Pilz::N,понгы,понгы
200,Zwiebel::N,охыра,охыра
201,Saat::N,нӱшмӹ,нӱшмӹ
202,Saat::N,нӱшмӹ,нӱшмӱ
203,Saat::N,нӱшмӱ,нӱшмӹ
204,Saat::N,нӱшмӱ,нӱшмӱ
205,Korn::N,пӹрцӹ,пӹрцӹ
206,Heu::N,шуды,шуды
207,Schale::N,аваха,аваха
208,Schale::N,аваха,карлангы
209,Schale::N,карлангы,аваха
210,Schale::N,карлангы,карлангы
211,Grube::N,йӓм,йӓм
212,Falle::N,лӱдӹ,лӱдӹ
213,Falle::N,лӱдӹ,лӱдӹш
214,Falle::N,лӱдӹш,лӱдӹ
215,Falle::N,лӱдӹш,лӱдӹш
216,Schlinge::N,онгы,онгы
217,Spur::N,кишӓ,кишӓ
218,Asche::N,ломых,ломых
219,Asche::N,ломых,ломпыж
220,Asche::N,ломпыж,ломых
221,Asche::N,ломпыж,ломпыж
222,Dreck::N,лявӹрӓ,лявӹрӓ
223,Eisen::N,кӹртни,кӹртни
224,Gold::N,шöртни,шöртни
225,Gold::N,шöртни,шöртньӹ
226,Gold::N,шöртньӹ,шöртни
227,Gold::N,шöртньӹ,шöртньӹ
228,Silber::N,ши,ши
229,Kohle::N,шӱ,шӱ
230,Glas::N,охоница,охоница
231,Lehm::N,шун,шун
232,Sand::N,ошма,ошма
233,Mensch::N,эдем,эдем
234,Mann::N,пӱэргӹ,пӱэргӹ
235,Frau::N,ӹдӹрӓмӓш,ӹдӹрӓмӓш
236,Kind::N,ӓзӓ,ӓзӓ
237,Kind::N,ӓзӓ,шачшы
238,Kind::N,шачшы,ӓзӓ
239,Kind::N,шачшы,шачшы
240,Junge::N,рвезӹ,рвезӹ
241,Junge::N,рвезӹ,ӹрвезӹ
242,Junge::N,ӹрвезӹ,рвезӹ
243,Junge::N,ӹрвезӹ,ӹрвезӹ
244,Mädchen::N,ӹдӹрӓш,ӹдӹрӓш
245,Familie::N,йиш,йиш
246,Familie::N,йиш,семня
247,Familie::N,семня,йиш
248,Familie::N,семня,семня
249,Großvater::N,тьоти,тьоти
250,Großmutter::N,папа,папа
251,Eltern::N,ӓтя-ӓвӓ,ӓтя-ӓвӓ
252,Vater::N,ӓтя,ӓтя
253,Mutter::N,ӓвӓ,ӓвӓ
254,Sohn::N,эргӹ,эргӹ
255,Tochter::N,ӹдӹр,ӹдӹр
256,Bruder::N,ӹза,ӹза
257,Schwester::N,ӓкӓ,ӓкӓ
258,Onkel::N,кугуза,кугуза
259,Tante::N,куака,куака
260,Ehemann::N,мары,мары
261,Ehefrau::N,вӓтӹ,вӓтӹ
262,Freude::N,ӹвӹртӹмӓш,ӹвӹртӹмӓш
263,Gelächter::N,ваштылмаш,ваштылмаш
264,Glück::N,пиӓл,пиӓл
265,Kummer::N,ясы,ясы
266,Wunsch::N,охата,охата
267,Wunsch::N,охата,шанымаш
268,Wunsch::N,шанымаш,охата
269,Wunsch::N,шанымаш,шанымаш
270,Lust::N,шӓр,шӓр
271,Lust::N,шӓр,охата
272,Lust::N,шӓр,шанымаш
273,Lust::N,охата,шӓр
274,Lust::N,охата,охата
275,Lust::N,охата,шанымаш
276,Lust::N,шанымаш,шӓр
277,Lust::N,шанымаш,охата
278,Lust::N,шанымаш,шанымаш
279,Geist::N,тух,тух
280,Gedanke::N,шанымаш,шанымаш
281,Gedächtnis::N,ӓш,ӓш
282,Verstand::N,ыш,ыш
283,Sinn::N,кын,кын
284,Grund::N,вир,вир
285,Wahrheit::N,тöр,тöр
286,Gespräch::N,хытырымаш,хытырымаш
287,Märchen::N,ямак,ямак
288,Erzählung::N,шайыштмаш,шайыштмаш
289,Nachricht::N,увертӓрӹмӓш,увертӓрӹмӓш
290,Neuigkeit::N,увер,увер
291,Name::N,лӹм,лӹм
292,Rätsel::N,тышты,тышты
293,Rede::N,шая,шая
294,Rede::N,шая,шамак
295,Rede::N,шамак,шая
296,Rede::N,шамак,шамак
297,Sprache::N,йӹлмӹ,йӹлмӹ
298,Stimme::N,юк,юк
299,Wort::N,шамак,шамак
300,Zeichen::N,палӹ,палӹ
301,Ruf::N,сӹгӹрӹмӓш,сӹгӹрӹмӓш
302,Lärm::N,юкланымащ,юкланымащ
303,Laut::N,юк,юк
304,Ton::N,юк,юк
305,Lied::N,мыры,мыры
306,Ruhe::N,тыр,тыр
307,Leute::N,эдемвлӓ,эдемвлӓ
308,Volk::N,халык,халык
309,Arbeit::N,пӓшӓ,пӓшӓ
310,Gast::N,хына,хына
311,Geschenk::N,подарка,подарка
312,Spiel::N,мадыш,мадыш
313,Gesellschaft::N,йӓл,йӓл
314,Gesellschaft::N,йӓл,йӓлвлӓ
315,Gesellschaft::N,йӓлвлӓ,йӓл
316,Gesellschaft::N,йӓлвлӓ,йӓлвлӓ
317,Hilfe::N,палшык,палшык
318,Freund::N,тӓнг,тӓнг
319,Kamerad::N,тос,тос
320,Angelegenheit::N,дела,дела
321,Angelegenheit::N,дела,йела
322,Angelegenheit::N,дела,йыла
323,Angelegenheit::N,дела,пӓшӓ
324,Angelegenheit::N,йела,дела
325,Angelegenheit::N,йела,йела
326,Angelegenheit::N,йела,йыла
327,Angelegenheit::N,йела,пӓшӓ
328,Angelegenheit::N,йыла,дела
329,Angelegenheit::N,йыла,йела
330,Angelegenheit::N,йыла,йыла
331,Angelegenheit::N,йыла,пӓшӓ
332,Angelegenheit::N,пӓшӓ,дела
333,Angelegenheit::N,пӓшӓ,йела
334,Angelegenheit::N,пӓшӓ,йыла
335,Angelegenheit::N,пӓшӓ,пӓшӓ
336,Anzahl::N,шот,шот
337,Art::N,цӹре,цӹре
338,Stück::N,лаштык,лаштык
339,Teil::N,пай,пай
340,Teil::N,пай,часть
341,Teil::N,часть,пай
342,Teil::N,часть,часть
343,Hälfte::N,пел,пел
344,Kreis::N,тӹртӹш,тӹртӹш
345,Kreuz::N,крестӹ,крестӹ
346,Abstand::N,ло,ло
347,Entfernung::N,ло,ло
348,Gegend::N,вӓр,вӓр
349,Platz::N,вӓр,вӓр
350,Ort::N,вӓр,вӓр
351,Seite::N,öрдӹж,öрдӹж
352,Mitte::N,ло,ло
353,Gegenstand::N,хӓдӹр,хӓдӹр
354,Sache::N,хӓдӹр,хӓдӹр
355,Rand::N,шöр,шöр
356,Kante::N,шöр,шöр
357,Ecke::N,лык,лык
358,Spitze::N,вуй,вуй
359,Ende::N,вуй,вуй
360,Ende::N,вуй,мычаш
361,Ende::N,мычаш,вуй
362,Ende::N,мычаш,мычаш
363,Loch::N,ыраж,ыраж
364,Winkel::N,лык,лык
365,Muster::N,тӹрлец,тӹрлец
366,Größe::N,кӱкшӹц,кӱкшӹц
367,Länge::N,кыт,кыт
368,Höhe::N,кӱкшӹц,кӱкшӹц
369,Gewicht::N,нелӹц,нелӹц
370,Menge::N,шот,шот
371,Haufen::N,ара,ара
372,Reihe::N,ряд,ряд
373,Boot::N,пыш,пыш
374,Ruder::N,вешлӓ,вешлӓ
375,Schlitten::N,тир,тир
376,Ski::N,ечӹ,ечӹ
377,Lagerfeuer::N,тыл,тыл
378,Last::N,нелӹц,нелӹц
379,Gang::N,ход,ход
380,Schritt::N,ашкыл,ашкыл
381,Norden::N,йыдпелвел,йыдпелвел
382,Süden::N,кечӹвӓлвел,кечӹвӓлвел
383,Westen::N,кечӹ шӹцмӹ,кечӹ шӹцмӹ
384,Osten::N,ирвел,ирвел
385,Osten::N,ирвел,кечӹ лӱлтмӹ
386,Osten::N,кечӹ лӱлтмӹ,ирвел
387,Osten::N,кечӹ лӱлтмӹ,кечӹ лӱлтмӹ
388,Holz::N,пушӓнгӹ,пушӓнгӹ
389,Brett::N,ханга,ханга
390,Platte::N,плитӓ,плитӓ
391,Stütze::N,цӓрӓк,цӓрӓк
392,Stange::N,равы,равы
393,Stange::N,равы,намаш
394,Stange::N,намаш,равы
395,Stange::N,намаш,намаш
396,Stock::N,панды,панды
397,Stab::N,равы,равы
398,Rohr::N,пыч,пыч
399,Haus::N,пöрт,пöрт
400,Heim::N,пöрт,пöрт
401,Ofen::N,камака,камака
402,Fußboden::N,седӹрӓ,седӹрӓ
403,Tisch::N,стöл,стöл
404,Stuhl::N,пöкен,пöкен
405,Wiege::N,шипкӓ,шипкӓ
406,Bett::N,койка,койка
407,Bett::N,койка,кравать
408,Bett::N,кравать,койка
409,Bett::N,кравать,кравать
410,Regal::N,полицӓ,полицӓ
411,Kiste::N,шӱ́ндӹк,шӱ́ндӹк
412,Fenster::N,окня,окня
413,Tür::N,амаса,амаса
414,Tor::N,хапка,хапка
415,Zaun::N,забор,забор
416,Dach::N,левӓш,левӓш
417,Leiter::N,ташкалтыш,ташкалтыш
418,Besen::N,сало,сало
419,Besen::N,сало,салко
420,Besen::N,салко,сало
421,Besen::N,салко,салко
422,Spaten::N,кольмы,кольмы
423,Schaufel::N,лоток,лоток
424,Gabel::N,ви́лка,ви́лка
425,Löffel::N,савала,савала
426,Messer::N,кӹзӹ,кӹзӹ
427,Nagel::N,пыда,пыда
428,Netz::N,вӓпш,вӓпш
429,Haken::N,крӱк,крӱк
430,Haken::N,крӱк,кагак
431,Haken::N,кагак,крӱк
432,Haken::N,кагак,кагак
433,Griff::N,кычем,кычем
434,Schloss::N,замок,замок
435,Schloss::N,замок,сыравач
436,Schloss::N,сыравач,замок
437,Schloss::N,сыравач,сыравач
438,Bild::N,картин,картин
439,Figur::N,кӓн,кӓн
440,Puppe::N,поханя,поханя
441,Beutel::N,мешӓк,мешӓк
442,Bündel::N,топ,топ
443,Bündel::N,топ,пидӹш
444,Bündel::N,топ,кӹлдӹш
445,Bündel::N,пидӹш,топ
446,Bündel::N,пидӹш,пидӹш
447,Bündel::N,пидӹш,кӹлдӹш
448,Bündel::N,кӹлдӹш,топ
449,Bündel::N,кӹлдӹш,пидӹш
450,Bündel::N,кӹлдӹш,кӹлдӹш
451,Tasche::N,сумкы,сумкы
452,Eimer::N,ведӹрӓ,ведӹрӓ
453,Deckel::N,комдыш,комдыш
454,Geschirr::N,ӓтӹ,ӓтӹ
455,Sack::N,мешӓк,мешӓк
456,Tasse::N,цӓшкӓ,цӓшкӓ
457,Topf::N,ми́ска,ми́ска
458,Kessel::N,пад,пад
459,Essen::N,качкыш,качкыш
460,Essen::N,качкыш,качкыш-йӱш
461,Essen::N,качкыш-йӱш,качкыш
462,Essen::N,качкыш-йӱш,качкыш-йӱш
463,Nahrung::N,качкыш,качкыш
464,Nahrung::N,качкыш,качкыш-йӱш
465,Nahrung::N,качкыш-йӱш,качкыш
466,Nahrung::N,качкыш-йӱш,качкыш-йӱш
467,Speise::N,няня,няня
468,Fleisch::N,пай,пай
469,Getreide::N,киндӹ,киндӹ
470,Brei::N,шӹрӓш,шӹрӓш
471,Brot::N,сыкыр,сыкыр
472,Scheibe::N,ламыт,ламыт
473,Scheibe::N,ламыт,лаштык
474,Scheibe::N,лаштык,ламыт
475,Scheibe::N,лаштык,лаштык
476,Fett::N,кая,кая
477,Butter::N,ӱ,ӱ
478,Öl::N,ӱ,ӱ
479,Salz::N,санзал,санзал
480,Suppe::N,лем,лем
481,Honig::N,мӱ,мӱ
482,Milch::N,шӹшер,шӹшер
483,Tee::N,чӓй,чӓй
484,Leder::N,шарга,шарга
485,Leder::N,шарга,кавашты
486,Leder::N,кавашты,шарга
487,Leder::N,кавашты,кавашты
488,Wolle::N,миж,миж
489,Stoff::N,матер,матер
490,Stoff::N,матер,матери
491,Stoff::N,матери,матер
492,Stoff::N,матери,матери
493,Nadel::N,им,им
494,Faden::N,шӹртӹ,шӹртӹ
495,Knopf::N,полдыш,полдыш
496,Knoten::N,пӱкшем,пӱкшем
497,Farbe::N,чиӓ,чиӓ
498,Farbe::N,чиӓ,крӓскӓ
499,Farbe::N,крӓскӓ,чиӓ
500,Farbe::N,крӓскӓ,крӓскӓ
501,Kleidung::N,выргем,выргем
502,Hemd::N,тыгыр,тыгыр
503,Kragen::N,шӱ,шӱ
504,Ärmel::N,шокш,шокш
505,Hose::N,ялаш,ялаш
506,Gürtel::N,ӹштӹ,ӹштӹ
507,Mütze::N,упш,упш
508,Schuh::N,ту́фльы,ту́фльы
509,Stiefel::N,кем,кем
510,Ring::N,шӓргӓш,шӓргӓш
511,Band::N,лемтӓ,лемтӓ
512,Kamm::N,шерге,шерге
513,Spiegel::N,тӹгӹр,тӹгӹр
514,Riemen::N,прӓжӓ,прӓжӓ
515,Schnur::N,кӓндӹра,кӓндӹра
516,Leine::N,керем,керем
517,Decke::N,одеял,одеял
518,Kissen::N,кӹпцӹк,кӹпцӹк
519,Tuch::N,савыц,савыц
520,Handtuch::N,шӹргӹсавыц,шӹргӹсавыц
521,Handtuch::N,шӹргӹсавыц,шӹргӹмсавыц
522,Handtuch::N,шӹргӹмсавыц,шӹргӹсавыц
523,Handtuch::N,шӹргӹмсавыц,шӹргӹмсавыц
524,Kraft::N,ви,ви
525,Stärke::N,ви,ви
526,Gesundheit::N,шу,шу
527,Gesundheit::N,шу,шулык
528,Gesundheit::N,шулык,шу
529,Gesundheit::N,шулык,шулык
530,Krankheit::N,мыж,мыж
531,Schmerz::N,карштыш,карштыш
532,Wunde::N,шушыр,шушыр
533,Fieber::N,ӱштӹмыж,ӱштӹмыж
534,Arznei::N,лекӓрцӹ,лекӓрцӹ
535,Brücke::N,кӹвер,кӹвер
536,Brunnen::N,вӹдсӹнзӓ,вӹдсӹнзӓ
537,Weide::N,ныр,ныр
538,Pfad::N,ялгорны,ялгорны
539,Weg::N,корны,корны
540,Straße::N,корны,корны
541,Dorf::N,сола,сола
542,Stadt::N,города,города
543,Brief::N,сирмӓш,сирмӓш
544,Buch::N,книгӓ,книгӓ
545,Buchstabe::N,буква́,буква́
546,Zeitung::N,газет,газет
547,Zeitung::N,газет,кайзет
548,Zeitung::N,кайзет,газет
549,Zeitung::N,кайзет,кайзет
550,Leben::N,житя,житя
551,Tod::N,смöрт,смöрт
552,Grab::N,шӹгер,шӹгер
553,Grab::N,шӹгер,мыгилӓ
554,Grab::N,шӹгер,шӹгерлӓ
555,Grab::N,мыгилӓ,шӹгер
556,Grab::N,мыгилӓ,мыгилӓ
557,Grab::N,мыгилӓ,шӹгерлӓ
558,Grab::N,шӹгерлӓ,шӹгер
559,Grab::N,шӹгерлӓ,мыгилӓ
560,Grab::N,шӹгерлӓ,шӹгерлӓ
561,Kirche::N,церкӹ,церкӹ
562,Sünde::N,сулык,сулык
563,Gott::N,йымы,йымы
564,Arbeiter::N,пӓшӓзӹ,пӓшӓзӹ
565,Chef::N,вуй,вуй
566,Meister::N,мастар,мастар
567,Arzt::N,доктор,доктор
568,Lehrer::N,тымдышы,тымдышы
569,Geld::N,окса,окса
570,Geschäft::N,торге́йӹмӓш,торге́йӹмӓш
571,Laden::N,лапка,лапка
572,Laden::N,лапка,магазин
573,Laden::N,магазин,лапка
574,Laden::N,магазин,магазин
575,Preis::N,ӓк,ӓк
576,Ware::N,товар,товар
577,Nutzen::N,пайда,пайда
578,Reichtum::N,перке,перке
579,Welt::N,сӓндӓлӹк,сӓндӓлӹк
580,Welt::N,сӓндӓлӹк,свет
581,Welt::N,свет,сӓндӓлӹк
582,Welt::N,свет,свет
583,Land::N,сӓндӓлӹк,сӓндӓлӹк
584,Staat::N,кугижӓншӹ,кугижӓншӹ
585,König::N,король,король
586,Macht::N,власть,власть
587,Grenze::N,пӹсмӓн,пӹсмӓн
588,Krieg::N,вырсы,вырсы
589,Feind::N,тышман,тышман
590,Gewalt::N,ви,ви
591,Kampf::N,кредӓлмӓш,кредӓлмӓш
592,Bogen[Waffe]::N,янгеж,янгеж
593,Pfeil::N,пикш,пикш
594,Gewehr::N,пичӓл,пичӓл
595,Fehler::N,самынь,самынь
596,Lüge::N,шая,шая
597,Schaden::N,вре́дӓ,вре́дӓ
598,Unglück::N,пёда,пёда
599,Unglück::N,пёда,тымаша
600,Unglück::N,тымаша,пёда
601,Unglück::N,тымаша,тымаша
602,Schuld::N,вуйнамат,вуйнамат
603,Alter::N,иӓш,иӓш
604,Alter::N,иӓш,игечӹ
605,Alter::N,игечӹ,иӓш
606,Alter::N,игечӹ,игечӹ
607,Schluss::N,пӹтӓртӹш,пӹтӓртӹш
608,Zeit::N,веремӓ,веремӓ
609,Tag::N,кечӹ,кечӹ
610,Morgen::N,ир,ир
611,Morgen::N,ир,ирок
612,Morgen::N,ирок,ир
613,Morgen::N,ирок,ирок
614,Mittag::N,кечӹвӓл,кечӹвӓл
615,Abend::N,вады,вады
616,Nacht::N,йыд,йыд
617,Woche::N,ӓрня,ӓрня
618,Monat::N,тӹ́лзӹ,тӹ́лзӹ
619,Jahr::N,год,год
620,Frühling::N,шошым,шошым
621,Sommer::N,кӓнгӹж,кӓнгӹж
622,Herbst::N,шӹжӹ,шӹжӹ
623,Winter::N,тел,тел
624,Winter::N,тел,телӹ
625,Winter::N,телӹ,тел
626,Winter::N,телӹ,телӹ
627,Januar::N,январ,январ
628,Januar::N,январ,январь
629,Januar::N,январь,январ
630,Januar::N,январь,январь
631,Februar::N,февраль,февраль
632,März::N,март,март
633,April::N,апрель,апрель
634,Mai::N,май,май
635,Juni::N,июнь,июнь
636,Juli::N,июль,июль
637,August::N,август,август
638,September::N,сентябрь,сентябрь
639,Oktober::N,октябрь,октябрь
640,November::N,ноябрь,ноябрь
641,Dezember::N,декавыр,декавыр
642,Montag::N,шачмы,шачмы
643,Dienstag::N,кышкыжмы,кышкыжмы
644,Mittwoch::N,вӹрчегӹ,вӹрчегӹ
645,Donnerstag::N,изӓрня,изӓрня
646,Freitag::N,когарня,когарня
647,Samstag::N,кукшыгечӹ,кукшыгечӹ
648,Sonntag::N,рушӓрня,рушӓрня
649,groß::A,кого,кого
650,klein::A,изи,изи
651,lang::A,кужы,кужы
652,kurz::A,кӹтӹк,кӹтӹк
653,breit::A,кымда,кымда
654,schmal::A,ӓнгӹсӹр,ӓнгӹсӹр
655,dicht::A,шӹре,шӹре
656,dick[Gegenstand]::A,кӹжгӹ,кӹжгӹ
657,dünn::A,вӹцкӹж,вӹцкӹж
658,fein::A,пыльга,пыльга
659,fest::A,цаткыды,цаткыды
660,flach::A,тӓлякӓ,тӓлякӓ
661,glatt::A,ягылгы,ягылгы
662,hart::A,пингӹдӹ,пингӹдӹ
663,weich::A,пышкыды,пышкыды
664,rund::A,тӹртӹш,тӹртӹш
665,spitz::A,кашар,кашар
666,scharf::A,кашар,кашар
667,stumpf::A,нӹшкӹ,нӹшкӹ
668,schwer::A,нелӹ,нелӹ
669,schön::A,цевер,цевер
670,schön::A,цевер,олмыдшы
671,schön::A,олмыдшы,цевер
672,schön::A,олмыдшы,олмыдшы
673,heiß::A,шокшы,шокшы
674,warm::A,шокшы,шокшы
675,kalt::A,ӱштӹ,ӱштӹ
676,kühl::A,юалгы,юалгы
677,kühl::A,юалгы,йонгата
678,kühl::A,йонгата,юалгы
679,kühl::A,йонгата,йонгата
680,frisch::A,йонгата,йонгата
681,feucht::A,ӹлӹкшӹ,ӹлӹкшӹ
682,feucht::A,ӹлӹкшӹ,вӹдӹжгӹ
683,feucht::A,вӹдӹжгӹ,ӹлӹкшӹ
684,feucht::A,вӹдӹжгӹ,вӹдӹжгӹ
685,nass::A,начкы,начкы
686,trocken::A,кукшы,кукшы
687,voll::A,темшӹ,темшӹ
688,voll::A,темшӹ,темыман
689,voll::A,темыман,темшӹ
690,voll::A,темыман,темыман
691,leer::A,йӓрӓ,йӓрӓ
692,offen::A,виш,виш
693,geschlossen::A,чӱчмӹ,чӱчмӹ
694,geschlossen::A,чӱчмӹ,тӹкӹлӓлтшӹ
695,geschlossen::A,тӹкӹлӓлтшӹ,чӱчмӹ
696,geschlossen::A,тӹкӹлӓлтшӹ,тӹкӹлӓлтшӹ
697,sauber::A,ире,ире
698,schmutzig::A,шоран,шоран
699,schmutzig::A,шоран,лявӹрӓн
700,schmutzig::A,шоран,шорангшы
701,schmutzig::A,лявӹрӓн,шоран
