,Concept_ID,myv,pt
78,Wasser::N,ведь,água
79,Stein::N,кев,pedra
80,Boden::N,мода,solo
81,Erde::N,мастор,terra
82,Staub::N,пуль,pó
83,Rauch::N,качамо,fumo
84,Funke::N,сятко,faísca
85,Funke::N,сятко,centelha
86,Feuer::N,тол,fogo
87,Licht::N,валдо,luz
88,Schatten::N,сулей,sombra
89,Schatten::N,сулейкс,sombra
90,Wetter::N,ушо,tempo
91,Nebel::N,сув,nevoeiro
92,Wolke::N,пель,nuvem
93,Regen::N,пиземс,chuva
94,Schnee::N,лов,neve
95,Eis::N,эй,gelo
96,Frost::N,кельме,gelo
97,Frost::N,кельме,geada
98,Kälte::N,якшамо,frio
99,Hitze::N,пси,ardor
100,Raureif::N,лекш,geada
101,Regenbogen::N,пурьгинечирьке,arco-iris
102,Regenbogen::N,пурьгинеёнкс,arco-iris
103,Donner::N,пурьгине,trovão
104,Strömung::N,чудема,corrente
105,Strömung::N,чудевкс,corrente
106,Tropfen::N,петнявкс,gota
107,Schaum::N,чов,espuma
108,Schmutz::N,рудаз,sujidade
109,Schmutz::N,рудаз,imundície
110,See::N,эрьке,lago
111,Sumpf::N,чей,charco
112,Sumpf::N,чей,pântano
113,Moor::N,чей,pântano
114,Wiese::N,луга,prado
115,Wald::N,вирь,bosque
116,Wald::N,вирь,floresta
117,Hügel::N,губорь,colina
118,Hügel::N,пандыне,colina
119,Anhöhe::N,губорь,alto
120,Anhöhe::N,губорь,outeiro
121,Anhöhe::N,пандыне,alto
122,Anhöhe::N,пандыне,outeiro
123,Berg::N,пандо,monte
124,Berg::N,пандо,montanha
125,Gipfel::N,пря,pico
126,Höhle::N,пещера,caverna
127,Abhang::N,пандочама,encosta
128,Quelle::N,ушодкс,fonte
129,Bach::N,чудикерькс,regato
130,Bach::N,чудикерькс,ribeiro
131,Fluss::N,лей,rio
132,Ufer::N,чире,beira
133,Küste::N,лейчире,costa
134,Festland::N,мода,terra firme
135,Meer::N,моря,mar
136,Bucht::N,усия,baía
137,Insel::N,усия,ilha
138,Blume::N,цеця,flor
139,Gras::N,тикше,erva
140,Wurzel::N,юр,raiz
141,Wurzel::N,ундокс,raiz
142,Baum::N,чувто,árvore
143,Stamm::N,рунго,tronco
144,Rinde::N,суд,casca
145,Rinde::N,керь,casca
146,Ast::N,морго,ramo
147,Zweig::N,тарад,galho
148,Blatt::N,лопа,folha
149,Birke::N,килей,bétula
150,Kiefer[Baum]::N,пиче,pinheiro
151,Weide[Baum]::N,каль,salgueiro
152,Tanne::N,куз,abeto
153,Horn::N,сюро,corno
154,Horn::N,сюро,chifre
155,Feder::N,толга,pena
156,Fell::N,пона,pele
157,Flügel::N,сёлмо,asa
158,Klaue::N,кенже,pata
159,Kralle::N,кенже,unha
160,Kralle::N,кенже,garra
161,Schwanz::N,пуло,rabo
162,Schwanz::N,пуло,cauda
163,Ei::N,ал,ovo
164,Nest::N,пизэ,ninho
165,Bau::N,варя,toca
166,Bau::N,варя,covil
167,Bau::N,пизе,toca
168,Bau::N,пизе,covil
169,Tier::N,ракша,animal
170,Herde::N,стада,rebanho
171,Kuh::N,скал,vaca
172,Bulle::N,бука,touro
173,Pferd::N,лишме,cavalo
174,Schaf::N,реве,ovelha
175,Schwein::N,туво,porco
176,Hund::N,пине,cão
177,Hund::N,киска,cão
178,Katze::N,псака,gata
179,Bär::N,овто,urso
180,Eichhörnchen::N,ур,esquilo
181,Elch::N,сярдо,alce
182,Fuchs::N,ривезь,raposa
183,Hase::N,нумоло,lebre
184,Maus::N,чеерь,rato
185,Wolf::N,верьгиз,lobo
186,Vogel::N,нармунь,ave
187,Vogel::N,нармунь,pássaro
188,Schwarm::N,полк,bando
189,Schwarm::N,полк,enxame
190,Schwarm::N,стада,bando
191,Schwarm::N,стада,enxame
192,Huhn::N,сараз,galinha
193,Hahn::N,атякш,galo
194,Gans::N,гала,ganso
195,Gans::N,мацей,ganso
196,Adler::N,куцькан,águia
197,Adler::N,тумоатякш,águia
198,Ente::N,яксярго,pata
199,Eule::N,корж,mocho
200,Eule::N,корж,coruja
201,Kranich::N,карго,grou
202,Krähe::N,варака,gralha
203,Kuckuck::N,куко,cuco
204,Schwan::N,локсей,cisne
205,Fisch::N,кал,peixe
206,Barsch::N,окунь,perca
207,Hecht::N,щука,lúcio
208,Schlange[Tier]::N,гуй,serpente
209,Wurm::N,сукс,verme
210,Spinne::N,шанжав,aranha
211,Ameise::N,коткудав,formiga
212,Laus::N,сий,piolho
213,Mücke::N,сеське,mosquito
214,Fliege::N,карво,mosca
215,Schmetterling::N,нимиляв,borboleta
216,Beere::N,умарь,bago
217,Apfel::N,умарь,maçã
218,Pilz::N,панго,fungo
219,Pilz::N,панго,cogumelo
220,Zwiebel::N,чурька,cebola
221,Saat::N,видьметь,sementeira
222,Korn::N,сюро,grão
223,Heu::N,тикше,feno
224,Schale::N,кедь,casca
225,Schale::N,ваткавкс,casca
226,Grube::N,латко,cova
227,Grube::N,латко,fossa
228,Falle::N,тувор,armadilha
229,Falle::N,кундамка,armadilha
230,Schlinge::N,килькш,laço
231,Spur::N,челькс,pista
232,Spur::N,челькс,vestígio
233,Spur::N,пильгеки,pista
234,Spur::N,пильгеки,vestígio
235,Asche::N,кулов,cinza
236,Dreck::N,рудаз,sujidade
237,Eisen::N,кшни,ferro
238,Gold::N,сырне,ouro
239,Silber::N,сия,prata
240,Kohle::N,сэдь,carvão
241,Kohle::N,уголия,carvão
242,Glas::N,сулика,vidro
243,Lehm::N,сёвонь,barro
244,Lehm::N,сёвонь,argila
245,Sand::N,човар,areia
246,Mensch::N,ломань,homem
247,Mensch::N,ломань,pessoa
248,Mann::N,аля,homem
249,Mann::N,цёраломань,homem
250,Frau::N,ава,mulher
251,Kind::N,эйкакш,filho
252,Kind::N,эйкакш,criança
253,Junge::N,цёрыне,rapaz
254,Junge::N,цёрыне,menino
255,Mädchen::N,тейтерне,menina
256,Mädchen::N,тейтерне,rapariga
257,Familie::N,семия,família
258,Großvater::N,покштя,avô
259,Großmutter::N,баба,avó
260,Eltern::N,тетят-ават,pais
261,Vater::N,тетя,pai
262,Mutter::N,ава,mãe
263,Sohn::N,цёра,filho
264,Tochter::N,тейтерь,filha
265,Bruder::N,леля,irmão
266,Bruder::N,ялакс,irmão
267,Schwester::N,сазор,irmã
268,Onkel::N,леля,tio
269,Tante::N,патя,tia
270,Ehemann::N,мирде,esposo
271,Ehefrau::N,ни,esposa
272,Freude::N,кеняркс,prazer
273,Freude::N,кеняркс,alegria
274,Gelächter::N,ракамо,risada
275,Gelächter::N,ракамо,gargalhada
276,Gelächter::N,пейдема,risada
277,Gelächter::N,пейдема,gargalhada
278,Glück::N,уцяска,felicidade
279,Kummer::N,рискс,aflição
280,Kummer::N,рискс,desgosto
281,Kummer::N,мелявкс,aflição
282,Kummer::N,мелявкс,desgosto
283,Wunsch::N,мель,desejo
284,Wunsch::N,бажамо,desejo
285,Lust::N,бажамо,vontade
286,Geist::N,ойме,mente
287,Geist::N,ойме,espírito
288,Gedanke::N,мель,ideia
289,Gedanke::N,мель,pensamento
290,Gedächtnis::N,мель,memória
291,Verstand::N,прев,razão
292,Verstand::N,прев,inteligência
293,Sinn::N,толк,sentido
294,Sinn::N,толк,significado
295,Sinn::N,смысла,sentido
296,Sinn::N,смысла,significado
297,Grund::N,тувтал,causa
298,Grund::N,тувтал,motivo
299,Wahrheit::N,видечи,verdade
300,Gespräch::N,кортнема,conversa
301,Gespräch::N,кортнема,conversação
302,Märchen::N,ёвкс,conto
303,Erzählung::N,ёвтнема,conto
304,Erzählung::N,ёвтнема,narrativa
305,Nachricht::N,куля,mensagem
306,Neuigkeit::N,куля,notícia
307,Neuigkeit::N,куля,novidade
308,Name::N,лем,nome
309,Rätsel::N,содамоёвкс,adivinha
310,Rede::N,кортамо,oração
311,Rede::N,кортамо,discurso
312,Sprache::N,кель,língua
313,Stimme::N,ваигель,voz
314,Wort::N,вал,palavra
315,Zeichen::N,теште,marca
316,Ruf::N,тердема,grito
317,Ruf::N,тердема,chamada
318,Lärm::N,шалнома,ruído
319,Lärm::N,шалнома,barulho
320,Laut::N,вайгель,som
321,Ton::N,гайнема,tom
322,Lied::N,моро,canção
323,Ruhe::N,оймамо,calma
324,Ruhe::N,оймамо,silêncio
325,Leute::N,ломанть,gente
326,Leute::N,ломанть,pessoas
327,Volk::N,народ,povo
328,Volk::N,народ,nação
329,Arbeit::N,тев,trabalho
330,Gast::N,инже,hóspede
331,Gast::N,инже,convidado
332,Geschenk::N,казне,prenda
333,Geschenk::N,казне,presente
334,Spiel::N,налксема,jogo
335,Gesellschaft::N,община,companhia
336,Hilfe::N,лездамо,ajuda
337,Hilfe::N,лездамо,socorro
338,Freund::N,оя,amigo
339,Freund::N,ялга,amigo
340,Kamerad::N,оя,camarada
341,Kamerad::N,ялга,camarada
342,Angelegenheit::N,тев,assunto
343,Anzahl::N,ламоксчи,número
344,Anzahl::N,ламоксчи,quantidade
345,Art::N,вид,tipo
346,Art::N,вид,espécie
347,Stück::N,пакш,pedaço
348,Stück::N,пелькс,pedaço
349,Teil::N,часть,peça
350,Teil::N,часть,parte
351,Teil::N,пелькс,peça
352,Teil::N,пелькс,parte
353,Hälfte::N,пель,metade
354,Hälfte::N,пелькс,metade
355,Kreis::N,кирькс,círculo
356,Kreuz::N,крёст,cruz
357,Linie::N,кикс,linha
358,Strich::N,межа,traço
359,Abstand::N,ютко,distância
360,Entfernung::N,ютко,distância
361,Gegend::N,тарка,área
362,Gegend::N,тарка,região
363,Gegend::N,пертьпелькс,área
364,Gegend::N,пертьпелькс,região
365,Platz::N,васолкс,lugar
366,Ort::N,тарка,sítio
367,Seite::N,ён,lado
368,Seite::N,чире,lado
369,Mitte::N,куншка,meio
370,Gegenstand::N,предмет,objecto
371,Sache::N,тев,coisa
372,Sache::N,веща,coisa
373,Rand::N,пе,bordo
374,Rand::N,пе,margem
375,Rand::N,чире,bordo
376,Rand::N,чире,margem
377,Kante::N,ирдез,borda
378,Kante::N,ирдез,aresta
379,Ecke::N,ужо,esquina
380,Spitze::N,пряне,ponta
381,Spitze::N,пе,ponta
382,Ende::N,пе,cabo
383,Ende::N,пе,extremo
384,Loch::N,варя,furo
385,Loch::N,варя,buraco
386,Winkel::N,ужо,canto
387,Winkel::N,ужо,ângulo
388,Muster::N,сёрма,padrão
389,Muster::N,сёрма,desenho
390,Größe::N,сэрь,tamanho
391,Größe::N,покшолма,tamanho
392,Länge::N,кувалмо,comprimento
393,Höhe::N,сэрь,altura
394,Höhe::N,сэрь,altitude
395,Höhe::N,пандо,altura
396,Höhe::N,пандо,altitude
397,Gewicht::N,сталмо,peso
398,Menge::N,лововкс,quantidade
399,Haufen::N,мар,pilha
400,Haufen::N,валявкс,pilha
401,Reihe::N,ряд,fila
402,Boot::N,венч,barco
403,Ruder::N,милё,remo
404,Schlitten::N,нурдт,trenó
405,Ski::N,сокс,esqui
406,Lagerfeuer::N,толбандя,fogueira
407,Last::N,сталмо,carga
408,Last::N,кандома,carga
409,Gang::N,молема,curso
410,Gang::N,молема,caminhada
411,Gang::N,якамо,curso
412,Gang::N,якамо,caminhada
413,Schritt::N,эскелькс,passo
414,Norden::N,якшамо ёнкс,norte
415,Süden::N,лембе ёнкс,sul
416,Westen::N,чивалгома,oeste
417,Westen::N,чивалгома,ocidente
418,Osten::N,чилисема,este
419,Osten::N,чилисема,leste
420,Osten::N,чилисема,oriente
421,Holz::N,чувто,madeira
422,Brett::N,лаз,tábua
423,Brett::N,лаз,prancha
424,Platte::N,плита,laje
425,Platte::N,плита,chapa
426,Stütze::N,неже,apoio
427,Stütze::N,неже,suporte
428,Stange::N,олга,vara
429,Stange::N,олга,barra
430,Stock::N,мандо,pau
431,Stock::N,мандо,bengala
432,Stab::N,олога,bastão
433,Rohr::N,турба,cano
434,Haus::N,кудо,casa
435,Heim::N,кудо,lar
436,Heim::N,кудо,casa
437,Ofen::N,каштомо,estufa
438,Ofen::N,каштомо,aquecedor
439,Fußboden::N,киякс,piso
440,Tisch::N,столь,mesa
441,Stuhl::N,стул,cadeira
442,Wiege::N,лавсь,berço
443,Wiege::N,нурямот,berço
444,Bett::N,ацамо,cama
445,Regal::N,лався,estante
446,Regal::N,лався,prateleira
447,Regal::N,лавсяланго,estante
448,Regal::N,лавсяланго,prateleira
449,Kiste::N,горобия,caixa
450,Kiste::N,сундук,caixa
451,Fenster::N,вальма,janela
452,Tür::N,кенкш,porta
453,Tor::N,ортат,portão
454,Zaun::N,пирявт,cerca
455,Zaun::N,пирявт,vedação
456,Zaun::N,пирвякс,cerca
457,Zaun::N,пирвякс,vedação
458,Dach::N,кудопря,telhado
459,Leiter::N,кузтема,escada
460,Leiter::N,кузтема,escada móvel
461,Besen::N,тенсть,vassoura
462,Spaten::N,койме,pá
463,Schaufel::N,кече,pá
464,Schaufel::N,келей койме,pá
465,Gabel::N,сянгине,garfo
466,Löffel::N,пенч,colher
467,Messer::N,пеель,faca
468,Nagel::N,эске,cravo
469,Netz::N,алтыма,rede
470,Haken::N,кечказ,gancho
471,Griff::N,кедне,asa
472,Griff::N,кедне,cabo
473,Schloss::N,замок,fechadura
474,Schloss::N,панжома,fechadura
475,Bild::N,картина,imagem
476,Figur::N,рунго,figura
477,Puppe::N,няка,boneca
478,Beutel::N,кескав,saco
479,Beutel::N,кескав,bolsa
480,Bündel::N,керькс,fardo
481,Tasche::N,юдма,saco
482,Tasche::N,юдма,bolso
483,Eimer::N,ведра,balde
484,Deckel::N,велькс,tampa
485,Geschirr::N,кедьге,louça
486,Sack::N,кескав,saca
487,Tasse::N,чакш,chávena
488,Topf::N,кастрюля,tacho
489,Topf::N,кастрюля,panela
490,Kessel::N,котёл,caldeira
491,Essen::N,ярсамо,refeição
492,Nahrung::N,ярсамопель,comida
493,Nahrung::N,ярсамопель,alimento
494,Speise::N,ярсамопель,prato
495,Fleisch::N,сывель,carne
496,Getreide::N,сюро,cereais
497,Brei::N,каша,puré
498,Brot::N,кши,pão
499,Scheibe::N,кочом,fatia
500,Scheibe::N,сускомо,fatia
501,Fett::N,куя,banha
502,Fett::N,куя,gordura
503,Butter::N,ой,manteiga
504,Öl::N,ой,azeite
505,Salz::N,сал,sal
506,Suppe::N,ям,sopa
507,Suppe::N,ям,caldo
508,Honig::N,медь,mel
509,Milch::N,ловсо,leite
510,Tee::N,чай,chá
511,Leder::N,киське,couro
512,Wolle::N,пона,lã
513,Stoff::N,коцт,pano
514,Stoff::N,коцт,tecido
515,Nadel::N,салмукс,agulha
516,Faden::N,суре,fio
517,Knopf::N,пов,botão
518,Knoten::N,сюлмо,nó
519,Farbe::N,артомапель,corante
520,Kleidung::N,оршамот,roupa
521,Kleidung::N,оршамот,vestuário
522,Hemd::N,панар,camisa
523,Kragen::N,сиве,gola
524,Ärmel::N,ожа,manga
525,Hose::N,понкст,calça
526,Gürtel::N,каркс,cinto
527,Mütze::N,чапка,boné
528,Mütze::N,чапка,barrete
529,Schuh::N,туфля,sapato
530,Stiefel::N,кем,bota
531,Ring::N,суркс,anel
532,Band::N,лента,fita
533,Band::N,лента,faixa
534,Kamm::N,сурсеме,pente
535,Spiegel::N,чавачамо,espelho
536,Riemen::N,кшнань каркс,correia
537,Schnur::N,пикс,corda
538,Schnur::N,пикс,cordel
539,Leine::N,ведьме,trela
540,Decke::N,вельтямо,cobertor
541,Kissen::N,тодов,almofada
542,Tuch::N,паця,pano
543,Handtuch::N,нардамо,toalha
544,Kraft::N,вий,força
545,Stärke::N,виевчи,força
546,Gesundheit::N,шумбрачи,saúde
547,Krankheit::N,орма,doença
548,Krankheit::N,орма,enfermidade
549,Krankheit::N,сэредема,doença
550,Krankheit::N,сэредема,enfermidade
551,Schmerz::N,сэредькс,dor
552,Wunde::N,керявкс,chaga
553,Wunde::N,керявкс,ferida
554,Fieber::N,маштыкс,febre
555,Arznei::N,ормаменькс,remédio
556,Brücke::N,сэдь,ponte
557,Brücke::N,мадамо,ponte
558,Brunnen::N,лисьма,poço
559,Weide::N,ракшань ванома тарка,pastagem
560,Pfad::N,ян,senda
561,Pfad::N,ян,trilho
562,Weg::N,ки,caminho
563,Straße::N,ки,via
564,Straße::N,ки,estrada
565,Dorf::N,веле,aldeia
566,Stadt::N,ош,cidade
567,Brief::N,сёрма,carta
568,Buch::N,книга,livro
569,Buchstabe::N,буква,letra
570,Zeitung::N,газета,jornal
571,Leben::N,эрямо,vida
572,Tod::N,кулома,morte
573,Grab::N,калмо,túmulo
574,Grab::N,калмо,sepultura
575,Kirche::N,церькова,igreja
576,Sünde::N,чумочи,pecado
577,Gott::N,паз,deus
578,Arbeiter::N,робочей,operário
579,Arbeiter::N,робочей,trabalhador
580,Chef::N,прявт,chefe
581,Chef::N,прявт,patrão
582,Meister::N,кол тевень тенця,mestre
583,Arzt::N,врач,médico
584,Lehrer::N,учитель,professor
585,Lehrer::N,тонавтыця,professor
586,Geld::N,ярмак,dinheiro
587,Geschäft::N,ладязь тев,negócio
588,Laden::N,лавка,loja
589,Preis::N,питне,preço
590,Ware::N,миевкс,mercadoria
591,Ware::N,рамавкс,mercadoria
592,Nutzen::N,паро,proveito
593,Nutzen::N,лезэ,proveito
594,Reichtum::N,сюпавчи,riqueza
595,Welt::N,мир,mundo
596,Welt::N,мастор ланго,mundo
597,Land::N,мастор,país
598,Staat::N,государства,Estado
599,König::N,король,rei
600,Macht::N,азорксчи,poder
601,Macht::N,азорксчи,potência
602,Grenze::N,буен тешкс,fronteira
603,Krieg::N,война,guerra
604,Feind::N,душман,inimigo
605,Gewalt::N,нарьгамо,violência
606,Kampf::N,тюрема,luta
607,Kampf::N,тюрема,combate
608,Bogen[Waffe]::N,нал,arco
609,Pfeil::N,нал,seta
610,Pfeil::N,нал,flecha
611,Gewehr::N,ружия,espingarda
612,Gewehr::N,винтовка,espingarda
613,Fehler::N,ильведькс,erro
614,Fehler::N,ильведькс,falha
615,Fehler::N,ильведевкс,erro
616,Fehler::N,ильведевкс,falha
617,Lüge::N,манчема,mentira
618,Lüge::N,кенгелема,mentira
619,Schaden::N,зыян,dano
620,Schaden::N,зыян,estrago
621,Unglück::N,зыян,desgraça
622,Schuld::N,чумочи,culpa
623,Alter::N,шка,idade
624,Schluss::N,пе,fim
625,Zeit::N,шка,tempo
626,Zeit::N,пинге,tempo
627,Tag::N,чи,dia
628,Morgen::N,валске,manhã
629,Mittag::N,чикуншка,meio-dia
630,Abend::N,чокшнэ,noite
631,Abend::N,чокшнэ,tardinha
632,Nacht::N,ве,noite
633,Woche::N,недля,semana
634,Monat::N,ков,mês
635,Jahr::N,ие,ano
636,Frühling::N,тундо,primavera
637,Sommer::N,кизэ,verão
638,Herbst::N,сёксь,outono
639,Winter::N,теле,inverno
640,Januar::N,якшамков,Janeiro
641,Februar::N,февраль,Fevereiro
642,März::N,март,Março
643,April::N,апрель,Abril
644,Mai::N,май,Maio
645,Juni::N,июнь,Junho
646,Juli::N,июль,Julho
647,August::N,август,Agosto
648,September::N,сентября,Setembro
649,Oktober::N,октября,Outubro
650,November::N,ноября,Novembro
651,Dezember::N,декабря,Dezembro
652,Montag::N,пондельник,segunda-feira
653,Dienstag::N,овторник,terça-feira
654,Mittwoch::N,серёда,quarta-feira
655,Donnerstag::N,цетьверьг,quinta-feira
656,Freitag::N,пеця,sexta-feira
657,Samstag::N,субута,sábado
658,Samstag::N,шлямочи,sábado
659,Sonntag::N,недлячи,domingo
660,groß::A,ине,grande
661,groß::A,покш,grande
662,klein::A,вишка,pequeno
663,lang::A,кувака,comprido
664,kurz::A,нурькине,curto
665,breit::A,келей,largo
666,schmal::A,теине,estreito
667,dicht::A,тусто,denso
668,dick[Gegenstand]::A,эчке,grosso
669,dünn::A,човине,delgado
670,fein::A,човине,fino
671,fein::A,човине,subtil
672,fest::A,кеме,firme
673,fest::A,кеме,sólido
674,flach::A,лапужа,plano
675,glatt::A,валаня,liso
676,hart::A,калгодо,duro
677,weich::A,чевте,mole
678,rund::A,кеверь,redondo
679,spitz::A,пшти,agudo
680,scharf::A,пшти,afiado
681,stumpf::A,ношка,rombo
682,schwer::A,стака,pesado
683,schön::A,мазый,belo
684,schön::A,мазый,bonito
685,heiß::A,пси,quente
686,warm::A,лембе,quente
687,kalt::A,якшамо,frio
688,kühl::A,экше,fresco
689,frisch::A,свежа,fresco
690,feucht::A,летьке,húmido
691,nass::A,начко,molhado
692,trocken::A,коське,seco
693,voll::A,пешксе,cheio
694,leer::A,чаво,vazio
695,offen::A,панжадо,aberto
696,offen::A,виде,aberto
697,geschlossen::A,пекстазь,fechado
698,geschlossen::A,сёлгозь,fechado
699,sauber::A,ванькс,limpo
700,schmutzig::A,ливезев,sujo
701,roh::A,верек,cru
702,reif::A,кенерезь,maduro
703,lecker::A,тантей,delicioso
704,süß::A,ламбамо,doce
705,bitter::A,сэпей,amargo
706,sauer::A,чапамо,azedo
707,hell::A,валдо,claro
708,dunkel::A,чопода,escuro
709,dunkel::A,чопода,sombrio
710,schwarz::A,раужо,preto
711,weiß::A,ашо,branco
712,rot::A,якстере,vermelho
713,gelb::A,ожо,amarelo
714,blau::A,сэнь,azul
715,grün::A,пиже,verde
716,grau::A,шержев,cinzento
717,bunt::A,сёрмав,colorido
718,billig::A,аволь питней,barato
719,teuer::A,питней,caro
720,wertvoll::A,питней,valioso
721,wertvoll::A,питней,precioso
722,blind::A,сокор,cego
723,taub::A,амариця,surdo
724,kräftig::A,пек виев,forte
725,kräftig::A,пек виев,poderoso
726,stark::A,виев,forte
727,stark::A,виев,robusto
728,schwach::A,лавшо,débil
729,fett::A,куя,gordo
730,schlank::A,виде ронга,esbelto
731,hübsch::A,мазый,giro
732,hübsch::A,мазый,bonito
733,böse::A,кежей,mau
734,dumm::A,чавола,parvo
735,dumm::A,чавола,estúpido
736,dumm::A,превтеме,parvo
737,dumm::A,превтеме,estúpido
738,faul::A,нузякс,preguiçoso
739,fleißig::A,мелень путыця,aplicado
740,fleißig::A,мелень путыця,diligente
741,geizig::A,скупой,avarento
742,klug::A,превей,prudente
743,klug::A,превей,inteligente
744,geschickt::A,маштозь теезь,hábil
745,lieb::A,вадря,caro
746,lieb::A,вадря,querido
747,lustig::A,весёла,alegre
748,sanft::A,сэтьме,suave
749,sanft::A,сэтьме,brando
750,hungrig::A,вачо,faminto
751,krank::A,сэредиця,doente
752,krank::A,сэредиця,enfermo
753,nackt::A,штапо,nu
754,nackt::A,штапо,despido
755,traurig::A,нусманя,triste
756,lebendig::A,эриця,vivo
757,gut::A,паро,bom
758,schlecht::A,берянь,mau
759,schlecht::A,берянь,ruim
760,richtig::A,виде,justo
761,richtig::A,виде,correcto
762,schlimm::A,берянь,mau
763,schlimm::A,берянь,grave
764,wahr::A,алкуксонь,verdadeiro
765,alt::A,ташто,velho
766,alt::A,ташто,antigo
767,neu::A,од,novo
768,ehemalig::A,икелень,antigo
769,alt[Lebewesen]::A,сыре,velho
770,jung::A,од,jovem
771,arm::A,кажов,pobre
772,reich::A,сюпав,rico
773,bekannt::A,содавикс,conhecido
774,berühmt::A,содавикс,famoso
775,berühmt::A,содавикс,célebre
776,fremd::A,лия,alheio
777,fremd::A,лия,estranho
778,fremd::A,асодавикс,alheio
779,fremd::A,асодавикс,estranho
780,verschieden::A,эрьва,diverso
781,verschieden::A,эрьва,diferente
782,nah::A,а васолонь,próximo
783,fern::A,умонь,remoto
784,fern::A,умонь,distante
785,fern::A,кезэрень,remoto
786,fern::A,кезэрень,distante
787,linker::A,керш,esquerdo
788,rechter::A,вить,direito
789,anderer::A,лия,outro
790,erster::A,васень,primeiro
791,erster::A,васенце,primeiro
792,zweiter::A,омбоце,segundo
793,dritter::A,колмоце,terceiro
794,letzter::A,меельце,final
795,letzter::A,меельце,último
796,allein::ADV,башка,só
797,allein::ADV,ськамонзо,só
798,auf einmal::ADV,вейсэ,de vez
799,zusammen::ADV,вейс,juntos
800,zusammen::ADV,вейсэ,juntos
801,lange::ADV,кувать,muito tempo
802,plötzlich::ADV,апак учо,de repente
803,sofort::ADV,курок,imediatamente
804,sofort::ADV,нейке,imediatamente
805,später::ADV,мейле,mais tarde
806,jetzt::ADV,ней,agora
807,heute::ADV,течи,hoje
808,morgen::ADV,ванды,amanhã
809,bald::ADV,курок,logo
810,bald::ADV,курок,breve
811,dann::ADV,мейле,então
812,dann::ADV,мейле,depois
813,dann::ADV,седе мейле,então
814,dann::ADV,седе мейле,depois
815,gestern::ADV,исяк,ontem
816,einst::ADV,весть,antigamente
817,einst::ADV,зярдо-бути,antigamente
818,damals::ADV,сестэ,então
819,danach::ADV,мейле,logo
820,danach::ADV,мейле,depois
821,danach::ADV,седе мейле,logo
822,danach::ADV,седе мейле,depois
823,vorher::ADV,васняяк,antes
824,zuerst::ADV,васня,primeiro
825,einmal::ADV,весть,uma vez
826,manchmal::ADV,лиясто,às vezes
827,oft::ADV,сеетьстэ,muitas vezes
828,immer::ADV,свал,sempre
829,niemals::ADV,а зярдояк,nunca
830,hier::ADV,тесэ,cá
