,Concept_ID,uz,ce
76,Schnee::N,qor,ло
77,Eis::N,muz,ша
78,Frost::N,ajoz,шело
79,Kälte::N,ajoz,шело
80,Hitze::N,issiq,йовхо
81,Raureif::N,qirov,йис
82,Regenbogen::N,kamalak,стелаӏад
83,Donner::N,guldur,ткъес
84,Strömung::N,oqim,дӏаэхар
85,Strömung::N,oqim,дӏасалелар
86,Tropfen::N,tomchi,тӏадам
87,Schaum::N,ko'pik,чопа
88,Schmutz::N,gard,хатт
89,See::N,ko'l,ӏам
90,Sumpf::N,botqoq,уьшал
91,Moor::N,qir-adir,уьшал
92,Wiese::N,o'tzor,бай
93,Wald::N,o'rmon,хьун
94,Hügel::N,tepa,гу
95,Hügel::N,tepa,шу
96,Hügel::N,tepa,барз
97,Anhöhe::N,adir,акъари
98,Berg::N,tog',лам
99,Gipfel::N,cho'qqi,бохь
100,Höhle::N,kavak,хьех
101,Abhang::N,to'sh,басе
102,Quelle::N,buloq,шовда
103,Bach::N,o'zan,татол
104,Fluss::N,daryo,хи
105,Ufer::N,sohil,хийист
106,Küste::N,qirg'oq,йист
107,Festland::N,materik,латта
108,Meer::N,dengiz,xӏорд
109,Bucht::N,qo'ltiq,чож
110,Insel::N,orol,гӏайре
111,Blume::N,gul,зезаг
112,Gras::N,sabza,буц
113,Wurzel::N,tub,орам
114,Wurzel::N,tomir,орам
115,Baum::N,daraxt,дитт
116,Stamm::N,o'simta,гӏад
117,Stamm::N,o'simta,тайпа
118,Rinde::N,qobiq,кевстиг
119,Ast::N,shox,га
120,Zweig::N,butoq,га
121,Blatt::N,barg,гӏа
122,Birke::N,qayin,дакх
123,Kiefer[Baum]::N,qarag'ay,бага
124,Weide[Baum]::N,shum,дак
125,Tanne::N,archa,база
126,Horn::N,mugiz,маӏа
127,Feder::N,par,пелаг
128,Fell::N,mo'yna,цӏока
129,Flügel::N,qanot,тӏам
130,Klaue::N,tirnoq,мӏара
131,Kralle::N,tirnoq,тlод
132,Schwanz::N,quyruq,цӏога
133,Ei::N,tuxum,xӏoa
134,Nest::N,oshyon,бен
135,Bau::N,o'pqon,lуьрг
136,Tier::N,hayvon,дийнат
137,Herde::N,gala,жа
138,Kuh::N,inak,етт
139,Bulle::N,ho'kiz,сту
140,Pferd::N,ot,говр
141,Schaf::N,qo'y,жий
142,Schaf::N,qo'y,уьстагӏ
143,Schwein::N,cho'chqa,хьакха
144,Hund::N,it,жӏаьла
145,Katze::N,mushuk,цициг
146,Bär::N,ayiq,ча
147,Eichhörnchen::N,tiyin,тарсал
148,Elch::N,los,сай
149,Fuchs::N,tulki,цхьогал
150,Hase::N,kuyon,пхьагал
151,Maus::N,sichqon,дахка
152,Wolf::N,bo'ri,борз
153,Vogel::N,qush,олхазар
154,Schwarm::N,to'da,
155,Huhn::N,tovuq,котам
156,Hahn::N,xo'roz,нӏаьна
157,Hahn::N,xo'roz,боргӏал
158,Gans::N,g'oz,гӏаз
159,Adler::N,burgut,aьрзу
160,Ente::N,o'rdak,бад
161,Eule::N,boyo'g'li,бухӏа
162,Kranich::N,turna,гӏаргӏули
163,Krähe::N,qarg'a,къиг
164,Kuckuck::N,kakku,aттйокх
165,Schwan::N,oqkush,гӏургӏаз
166,Fisch::N,baliq,чӏара
167,Barsch::N,olabug'a,окунь
168,Hecht::N,cho'rtan,гӏазкхийн чӏара
169,Schlange[Tier]::N,ilon,лаьхьа
170,Wurm::N,qurt,нӏаьна
171,Spinne::N,o'rgimchak,гезг
172,Ameise::N,chumoli,зингат
173,Laus::N,bit,меза
174,Laus::N,bit,гӏениг
175,Mücke::N,chivin,чуьрк
176,Fliege::N,pashsha,моза
177,Schmetterling::N,kapalak,полла
178,Beere::N,meva,цӏазам
179,Apfel::N,olma,ӏаж
180,Pilz::N,qo'ziqorin,жӏаьлин нускал
181,Zwiebel::N,piyoz,xох
182,Saat::N,äkin,чlу
183,Korn::N,zarra,буьртиг
184,Heu::N,xashak,йол
185,Schale::N,po'choq,пардо
186,Grube::N,co'ra,ор
187,Falle::N,qopqon,кӏело
188,Schlinge::N,sirtmoq,
189,Spur::N,iz,лар
190,Asche::N,kul,чим
191,Dreck::N,kir,мода
192,Eisen::N,temir,эчиг
193,Gold::N,tilla,деши
194,Silber::N,kumush,дети
195,Kohle::N,ko'mir,кӏора
196,Glas::N,oyna,aнгали
197,Lehm::N,loy,поппар
198,Sand::N,qum,гӏум
199,Mensch::N,odam,адам
200,Mann::N,ärkak,майра
201,Frau::N,ayol,зуда
202,Kind::N,bola,бер
203,Kind::N,kichkintoy,бер
204,Junge::N,bola,жимха
205,Mädchen::N,qiz,жима йоӏ
206,Familie::N,oila,доьзал
207,Großvater::N,buva,ненада
208,Großvater::N,katta ota,ненада
209,Großmutter::N,buvi,денана
210,Großmutter::N,katta oyi,денана
211,Eltern::N,ota-ona,да-нана
212,Vater::N,ota,да
213,Mutter::N,ona,нана
214,Sohn::N,o'g'il,кӏант
215,Tochter::N,qiz,йоӏ
216,Bruder::N,og'a,ваша
217,Bruder::N,uka,ваша
218,Schwester::N,opa,йиша
219,Schwester::N,singil,йиша
220,Onkel::N,amaki,деваша
221,Tante::N,amma,дейиша
222,Tante::N,xola,дейиша
223,Ehemann::N,är,майра
224,Ehefrau::N,rafiqa,зуда
225,Freude::N,ayish,самукъа
226,Freude::N,ayish,хазахетар
227,Gelächter::N,kulgi,белам
228,Glück::N,saodat,ирс
229,Kummer::N,g'am,бала
230,Wunsch::N,orzu,лаам
231,Lust::N,rag'bat,лаам
232,Geist::N,ruh,са
233,Gedanke::N,fikr,ойла
234,Gedächtnis::N,äs,диццадалар
235,Verstand::N,aql,хьекъал
236,Sinn::N,ma'ni,маьӏна
237,Grund::N,sabab,бахьана
238,Wahrheit::N,haq,бакъдерг
239,Gespräch::N,gap,къамел
240,Märchen::N,ärtak,туьйра
241,Erzählung::N,rivoyat,дийцар
242,Nachricht::N,xabar,хаам
243,Neuigkeit::N,yangilik,керланиг
244,Name::N,ot,цӏе
245,Rätsel::N,topishmoq,хӏетал-метал
246,Rede::N,nutq,къамел
247,Sprache::N,til,мотт
248,Stimme::N,ovoz,aз
249,Wort::N,so'z,дош
250,Zeichen::N,alomat,билгало
251,Ruf::N,chaqiriq,кхайкхар
252,Lärm::N,taraq,гӏовгӏа
253,Laut::N,tovush,аз
254,Ton::N,un,aз
255,Lied::N,ashula,илли
256,Ruhe::N,tinchlik,тийналла
257,Leute::N,xaloyiq,нах
258,Volk::N,xalq,халкъ
259,Arbeit::N,ish,болх
260,Gast::N,mehmon,хьаша
261,Geschenk::N,hadya,совгӏат
262,Spiel::N,o'yin,ловзар
263,Gesellschaft::N,jamiyat,юкъаралла
264,Hilfe::N,yordam,гӏо
265,Freund::N,do'st,доттагl
266,Kamerad::N,yo'ldosh,накъост
267,Angelegenheit::N,daxl,гӏуллакх
268,Anzahl::N,son,терахь
269,Art::N,tur,
270,Stück::N,parcha,юьхк
271,Teil::N,bo'lak,дакъа
272,Hälfte::N,yarim,ах
273,Kreis::N,aylana,го
274,Kreuz::N,xoch,жӏара
275,Linie::N,liniya,сиз
276,Strich::N,chiziq,сиз
277,Abstand::N,oralik,юкъ
278,Entfernung::N,uzoqlik,
279,Gegend::N,yer,мeттиг
280,Platz::N,oralig,майда
281,Ort::N,joy,меттиг
282,Seite::N,yon,aгӏo
283,Mitte::N,o'rta,юкъ
284,Gegenstand::N,ashyo,хӏума
285,Sache::N,buyum,хӏума
286,Rand::N,chek,йист
287,Kante::N,tig',йист
288,Ecke::N,burchak,са
289,Spitze::N,uch,ралла
290,Ende::N,oxir,юьхьиг
291,Loch::N,teshik,ӏуьрг
292,Winkel::N,go'sha,са
293,Muster::N,nusha,дагар
294,Muster::N,nusha,тӏамар
295,Größe::N,kattalik,барам
296,Länge::N,uzunlik,йохалла
297,Höhe::N,yuksaklik,локхалла
298,Gewicht::N,solmoq,йозалла
299,Menge::N,miqdor,дукхалла
300,Haufen::N,uyum,сал
301,Haufen::N,uyum,оьла
302,Reihe::N,saf,рагӏ
303,Reihe::N,saf,могӏа
304,Boot::N,qayiq,кема
305,Ruder::N,äshkak,пийсиг
306,Schlitten::N,chana,салаз
307,Ski::N,chang'i,когсалаз
308,Lagerfeuer::N,gulxan,цӏе
309,Last::N,yuk,дукъ
310,Gang::N,yurish,лелар
311,Schritt::N,qadam,гӏулч
312,Norden::N,shimol,къилбаседе
313,Süden::N,janub,къилбе
314,Westen::N,g'arb,малхбузе
315,Osten::N,sharq,малхбале
316,Holz::N,yog'och,дечиг
317,Brett::N,taxta,у
318,Platte::N,tabaqa,у
319,Stütze::N,tayanchi,гӏopтоp
320,Stange::N,qo'noq,гӏуркх
321,Stock::N,tayoq,ӏаса
322,Stab::N,gavron,гӏаж
323,Rohr::N,tarnov,биргӏа
324,Haus::N,uy,цӏа
325,Heim::N,makon,кхерч
326,Ofen::N,pechka,кхерч
327,Fußboden::N,pol,цӏенкъа
328,Tisch::N,mosa,шун
329,Stuhl::N,o'rindiq,гӏант
330,Wiege::N,beshik,ага
331,Bett::N,yotoq,маьнга
332,Regal::N,tokcha,терхи
333,Kiste::N,sandiq,яьшка
334,Fenster::N,deraza,кор
335,Tür::N,äshik,неӏ
336,Tor::N,darvoza,ков
337,Zaun::N,panjara,керт
338,Dach::N,tom,тхов
339,Leiter::N,narvon,лами
340,Besen::N,supurgi,нуй
341,Spaten::N,bel,бел
342,Schaufel::N,kurak,аьшкал
343,Gabel::N,bilka,мӏара
344,Löffel::N,qoshiq,ӏайг
345,Messer::N,pichoq,урс
346,Nagel::N,mix,хьостам
347,Netz::N,to'r,бой
348,Haken::N,ilgak,мӏара
349,Griff::N,sop,
350,Griff::N,tutqich,
351,Schloss::N,qulf,чӏега
352,Bild::N,rasm,сурт
353,Figur::N,shakl,
354,Puppe::N,ko'g'irchoq,тайниг
355,Beutel::N,to'rva,гали
356,Bündel::N,bog'lam,кочар
357,Tasche::N,kissa,тӏоьрмиг
358,Eimer::N,chelak,чийлик
359,Deckel::N,qopqoq,негӏар
360,Geschirr::N,idish,пхьегӏа
361,Sack::N,qop,гали
362,Tasse::N,piyola,кад
363,Topf::N,tuvak,яй
364,Kessel::N,qozon,яй
365,Essen::N,tomoq,юург
366,Nahrung::N,emak,кхача
367,Speise::N,taom,юург
368,Fleisch::N,go'sht,жижиг
369,Getreide::N,g'alla,буьртиг
370,Brei::N,bo'tqa,xудар
371,Brot::N,non,бепиг
372,Brot::N,non,кхаллар
373,Scheibe::N,disk,цастар
374,Fett::N,moy,мохь
375,Butter::N,yog',налха
376,Öl::N,moy,даьтта
377,Salz::N,tuz,туьха
378,Suppe::N,sho'rva,чорпа
379,Honig::N,asal,моз
380,Milch::N,sut,шура
381,Tee::N,choy,чай
382,Leder::N,charm,цӏока
383,Wolle::N,jun,тӏapгӏa
384,Stoff::N,mato,кӏади
385,Nadel::N,igna,маха
386,Faden::N,ip,тай
387,Knopf::N,tugma,нуьйда
388,Knoten::N,tugun,шад
389,Farbe::N,bo'yok,сир
390,Farbe::N,bo'yok,басар
391,Kleidung::N,kiyim,бедар
392,Hemd::N,ko'ylak,коч
393,Kragen::N,yoqa,кач
394,Ärmel::N,yeng,пхьош
395,Hose::N,shim,хеча
396,Gürtel::N,tasma,доьхка
397,Mütze::N,shapka,куй
398,Schuh::N,but,мача
399,Stiefel::N,botinka,этка
400,Ring::N,yuzuk,чӏуг
401,Band::N,rishta,лента
402,Kamm::N,taroq,ехк
403,Spiegel::N,ko'zgu,куьзга
404,Riemen::N,qayish,доьхка
405,Schnur::N,bog'ich,муш
406,Leine::N,etak,кочатосу доьхка
407,Decke::N,odyol,юргӏа
408,Kissen::N,yostiq,гIайба
409,Tuch::N,gazlama,исхар
410,Handtuch::N,sochiq,гата
411,Kraft::N,kuch,гӏора
412,Stärke::N,quvvat,гӏап
413,Gesundheit::N,sog'lik,могашалла
414,Krankheit::N,kasallik,цамгар
415,Schmerz::N,og'riq,лазар
416,Wunde::N,yara,чов
417,Fieber::N,bezgak,xорша
418,Arznei::N,dori,молха
419,Brücke::N,ko'prik,тӏай
420,Brunnen::N,buloq,гӏу
421,Weide::N,yaylov,дак
422,Pfad::N,dorojka,тача
423,Weg::N,yo'l,некъ
424,Straße::N,ko'cha,урам
425,Dorf::N,ovul,юрт
426,Stadt::N,shahar,гӏала
427,Brief::N,maktub,кехат
428,Buch::N,kitob,жайна
429,Buchstabe::N,harf,элп
430,Zeitung::N,gazet,газет
431,Leben::N,hayot,дахар
432,Tod::N,o'lim,далар
433,Tod::N,o'lim,ӏожалла
434,Grab::N,go'r,каш
435,Kirche::N,cherkov,килс
436,Sünde::N,gunoh,къа
437,Gott::N,olloh,дела
438,Arbeiter::N,ishchi,белхало
439,Chef::N,rais,хьаькам
440,Meister::N,usta,говзанча
441,Arzt::N,hakim,лор
442,Lehrer::N,muallim,хьехархо
443,Geld::N,pul,aхча
444,Geschäft::N,savdo,туька
445,Laden::N,do'kon,туька
446,Preis::N,baho,мах
447,Ware::N,mol,хlума
448,Nutzen::N,foyda,пайда
449,Reichtum::N,boylik,хьал
450,Welt::N,olam,дуьне
451,Land::N,o'lka,мохк
452,Staat::N,davlat,пачхьалкх
453,König::N,qirol,паччахь
454,Macht::N,iqtidor,ӏедал
455,Grenze::N,chegara,доза
456,Krieg::N,harb,тӏом
457,Feind::N,dushman,мостагӏ
458,Gewalt::N,zo'rlik,гӏело
459,Kampf::N,kurash,къийсам
460,Bogen[Waffe]::N,yoy,
461,Pfeil::N,o'q,пха
462,Gewehr::N,vintovka,топ
463,Fehler::N,xato,гӏалат
464,Lüge::N,yolg'on,аьшпаш
465,Schaden::N,ziyon,зен
466,Unglück::N,balo,бала
467,Schuld::N,ayb,бехк
468,Alter::N,yosh,хан
469,Schluss::N,tamom,чакхе
470,Zeit::N,vaqt,хан
471,Tag::N,kun,де
472,Morgen::N,saboh,ӏуьйре
473,Mittag::N,kun tushlik,делкъе
474,Abend::N,oqshom,суьйре
475,Nacht::N,tun,буьйса
476,Woche::N,hafta,кӏира
477,Monat::N,oy,бутт
478,Jahr::N,yil,шо
479,Frühling::N,bahor,бӏаьсте
480,Sommer::N,yoz,аьхке
481,Herbst::N,kuz,гуьйре
482,Herbst::N,xazon,гуьйре
483,Winter::N,qish,ӏа
484,Januar::N,yanvar',январь
485,Februar::N,fevral',февраль
486,März::N,mart,март
487,April::N,aprel',апрель
488,Mai::N,may,май
489,Juni::N,iyun',июнь
490,Juli::N,iyul',июль
491,August::N,avgust,август
492,September::N,sentyabr',сентябрь
493,Oktober::N,oktyabr',октябрь
494,November::N,noyabr',ноябрь
495,Dezember::N,dekabr',декабрь
496,Montag::N,dushanba,оршот
497,Dienstag::N,seshanba,шинара
498,Mittwoch::N,chorshanba,кхаара
499,Donnerstag::N,payshanba,еара
500,Freitag::N,juma,пӏераска
501,Samstag::N,shanba,шот
502,Sonntag::N,yakshanba,кӏиранде
503,groß::A,buyuk,доккха
504,klein::A,kichik,кегий
505,lang::A,uzun,еха
506,kurz::A,qisqa,доца
507,breit::A,keng,шуьйра
508,schmal::A,änsiz,готта
509,dicht::A,quyuq,луьста
510,dick[Gegenstand]::A,qalin,стомма
511,dünn::A,ingichka,дуткъа
512,fein::A,mayin,ховха
513,fest::A,qattiq,чӏогӏа
514,flach::A,yalpoq,чӏапа
515,glatt::A,tekis,шера
516,hart::A,qattiq,чӏогӏa
517,weich::A,yumshoq,кӏеда
518,rund::A,yumaloq,горга
519,spitz::A,uchli,ира
520,scharf::A,keskir,ира
521,stumpf::A,to'mtoq,аьртa
522,schwer::A,salmoqli,деза
523,schön::A,go'zal,хаза
524,heiß::A,qiziq,довха
525,warm::A,issiq,довха
526,kalt::A,sovuq,шийла
527,kühl::A,salqin,шийла
528,frisch::A,toza,керла
529,feucht::A,namli,тӏуьна
530,nass::A,nam,тӏеда
531,trocken::A,quruq,eкъа
532,voll::A,to'la,дуьзна
533,leer::A,puch,яьсса
534,offen::A,ochiq,диллина
535,geschlossen::A,berk,дӏакъевлина
536,geschlossen::A,berk,дӏачӏагӏдина
537,sauber::A,ozoda,цӏена
538,schmutzig::A,kir,боьха
539,roh::A,xom,буьйда
540,reif::A,pishiq,хилла
541,lecker::A,shirin,чоме
542,süß::A,shirin,мерза
543,bitter::A,achchiq,къаьхьа
544,sauer::A,achchiq,муьста
545,hell::A,yorug',сирла
546,dunkel::A,qorong'i,бодане
547,schwarz::A,qora,ӏаьржа
548,weiß::A,oq,кӏайн
549,rot::A,qizil,цӏен
550,gelb::A,sariq,можа
551,blau::A,zangori,сийна
552,grün::A,yashil,баьццара
553,grau::A,bo'z,cира
554,grau::A,bo'z,мокха
555,bunt::A,ola,къорза
556,billig::A,arzon,дораха
557,teuer::A,qimmat,деза
558,wertvoll::A,qimmat,мехала
559,blind::A,ko'r,бӏаьрзе
560,taub::A,garang,къора
561,kräftig::A,kuchli,нуьцкъала
562,stark::A,quvvatli,зоьртала
563,stark::A,quvvatli,нуьцкъала
564,schwach::A,kuchsiz,гӏорасиза
565,fett::A,semiz,дерстана
566,schlank::A,ingichka,куц долу
567,hübsch::A,ko'rkam,хаза
568,böse::A,yovuz,вон
569,dumm::A,aqlsiz,сонта
570,faul::A,ärinchak,мало ен
571,fleißig::A,ishchan,тӏера
572,geizig::A,qurumsoq,пис
573,geizig::A,qurumsoq,сутара
574,klug::A,oqil,хьекъале
575,geschickt::A,äpchil,тӏахъаьлла
576,lieb::A,aziz,хьоме
577,lustig::A,chaqchaq,самукъане
578,sanft::A,asta,кlеда
579,hungrig::A,och,меца
580,krank::A,kasal,цомгуш долу
581,nackt::A,yalang,дерзана
582,traurig::A,xafa,самукъане воцу
583,lebendig::A,hayotiy,дийна
584,gut::A,soz,дика
585,schlecht::A,yomon,вон
586,richtig::A,rost,нийса
587,schlimm::A,yovuz,вон
588,wahr::A,haqiqiy,бакъдолу
589,alt::A,äski,къена
590,neu::A,yangi,керла
591,ehemalig::A,sobiq,хилла
592,alt[Lebewesen]::A,qari,къена
593,jung::A,navqiron,къона
594,arm::A,abgor,къен
595,reich::A,boy,хьоле
596,bekannt::A,ma'lum,девзаш долу
597,berühmt::A,mashhur,цӏеяхана
598,fremd::A,yot,нехан
599,verschieden::A,turli,тайп-тайпанара
600,nah::A,yaqindagi,гергара
601,fern::A,uzoq,гена
602,fern::A,uzoq,генара
603,linker::A,so'l,аьрру
604,rechter::A,o'ng,аьтту
605,anderer::A,boshqa,кхин
606,erster::A,birinchi,хьалхара
607,zweiter::A,ikkinchi,шолгIа
608,dritter::A,uchinchi,кхоалгӏа
609,letzter::A,oxirgi,тӏаьххьара
610,allein::ADV,o'zicha,цхьаъ
611,auf einmal::ADV,varakay,цу сохьтта
612,zusammen::ADV,barobar,цхьана
613,lange::ADV,uzoq,дукха
614,plötzlich::ADV,qo'qqisdan,цIеххьана
615,sofort::ADV,darrov,цу сохьтта
616,später::ADV,so'ngra,тӏаьхьо
617,jetzt::ADV,hozirgina,хӏинца
618,heute::ADV,bugun,тахана
619,morgen::ADV,ärta,кхана
620,bald::ADV,toz,кеста
621,dann::ADV,keyin,тӏаккха
622,gestern::ADV,kecha,селхана
623,einst::ADV,avvallari,цкъа
624,damals::ADV,ugal,хӏетахьь
625,danach::ADV,so'ngra,тӏаккха
626,vorher::ADV,avval,хьалхa
627,zuerst::ADV,avval,хьалха
628,einmal::ADV,bir marta,цкъа
629,manchmal::ADV,onda-sonda,цкъаццкъа
630,oft::ADV,tez-tez,кест-кеста
631,immer::ADV,har vaqt,даим
632,niemals::ADV,hargiz,цкъа а
633,hier::ADV,shu erda,кхузахь
634,hierhin::ADV,beri,кхуза
635,von hier::ADV,shu erdan,кхузара
636,dort::ADV,ana,цигахь
637,dorthin::ADV,u yerga,цига
638,geradeaus::ADV,to'g'ri,нийса дӏа
639,vorwärts::ADV,ilgari,хьалха
640,rückwärts::ADV,qoloq,юха
641,zurück::ADV,orqada,юха
642,unten::ADV,pastda,лахахь
643,hinab::ADV,tubanga,охьа
644,oben::ADV,ustida,лакхахь
645,hinauf::ADV,yuqorida,хьала
646,überall::ADV,har erda,массанхьа
647,nicht::ADV,ämas,ца
648,ein wenig::ADV,biroz,кӏеззиг
649,kaum::ADV,arang,халла
650,sehr::ADV,ancha,вуно
651,so::ADV,shunday,
652,noch::ADV,hali,кхин
653,nur::ADV,yolg'iz,бен ...ца
654,schon::ADV,endi,хӏинцале
655,wieder::ADV,yana,юха а
656,vergebens::ADV,bekorga,эрна
657,vor::PRP,burun,хьалха
658,hinter::PRP,ketida,тӏехьа
659,unter::PRP,ostida,кIелахь
660,durch::PRP,bo'ylab,чекх
661,neben::PRP,yonida,юххе
662,zwischen::PRP,orada,юккъехь
663,wegen::PRP,sababli,дуьхьа
664,dies::PRN,o'sha,и
665,dies::PRN,o'sha,иза
666,das::PRN,narigi,и
667,das::PRN,narigi,иза
668,alles::PRN,har nima,дерриг
669,ich::PRN,men,cо
670,du::PRN,sen,хьо
671,er::PRN,u,и
672,er::PRN,u,иза
673,wir::PRN,biz,тхо
674,wir::PRN,biz,вай
675,ihr::PRN,siz,шу
676,sie::PRN,ular,уьш
677,was::FPRN,nima,хӏун
678,wer::FPRN,kim,мила
679,wo::FADV,qaerda,мичaхь
680,wohin::FADV,qayerga,мича
681,wie::FADV,qanday,муха
682,warum::FADV,nega,хӏунда
683,wieviel::FNUM,qancha,мел
684,wieviel::FNUM,qancha,маса
685,eins::NUM,bir,цхьаъ
686,zwei::NUM,ikki,шиъ
687,drei::NUM,uch,кхоъ
688,vier::NUM,to'rt,диъ
689,fünf::NUM,besh,пхиъ
690,sechs::NUM,olti,ялх
691,sieben::NUM,etti,ворхӏ
692,acht::NUM,sakkiz,бархӏ
693,neun::NUM,to'qqiz,исс
694,zehn::NUM,o'n,итт
695,elf::NUM,o'n bir,цхьайтта
696,zwölf::NUM,o'n ikki,шийтта
697,zwanzig::NUM,yigirma,ткъа
698,dreißig::NUM,o'ttiz,ткъе итт
699,vierzig::NUM,qirq,шовзткъа
700,fünfzig::NUM,ällik,шовзткъе итт
701,sechzig::NUM,oltmish,кхузткъа
702,siebzig::NUM,etmish,кхузткъе итт
703,achtzig::NUM,sakson,дезткъа
704,neunzig::NUM,to'qson,дезткъе итт
705,hundert::NUM,yuz,бӏе
706,tausend::NUM,ming,эзар
707,und::CNJ,va,a
708,oder::CNJ,yo,я
709,stehen::V,turmoq,латта
710,sitzen::V,o'tirmoq,хиъна ӏан
711,liegen::V,yotmoq,ӏилла
712,hängen::V,osilmoq,кхаза
713,werden::V,bo'lmoq,хила
714,passieren::V,bo'lib o'tmoq,хила
715,beginnen::V,boshlanmoq,доло
716,enden::V,bitmoq,дӏадерза
717,wechseln::V,o'zgarmoq,хийца
718,aufgehen[Sonne]::V,chiqmoq,кхета
719,untergehen[Sonne]::V,botmoq,чубуза
720,scheinen[Sonne]::V,yaraqlamoq,серло яла
721,donnern::V,gulduramoq,къекъа
722,wehen::V,elpimoq,хьекха
723,strömen::V,oqmoq,эха
724,fließen::V,oqmoq,охьаэха
725,sich drehen::V,aylanmoq,хьийза
726,schwanken::V,qoqilmoq,леста
727,schwingen::V,lopillamoq,лесто
728,fallen::V,tushmoq,охьакхета
729,brennen::V,yonmoq,дага
730,rauchen::V,tutamoq,оза
731,regnen::V,yomg'ir yog'moq,догlа догlу
732,gefrieren::V,muzlamoq,гӏоро
733,tauen::V,ärimoq,даша
734,schmelzen::V,ärimoq,лала
735,trocknen::V,qurimoq,дакъо
736,sieden::V,qaynamoq,кхехка
737,faulen::V,chirimoq,дахкадала
738,verfaulen::V,chirimoq,дахкадала
739,reißen::V,qayt qilmoq,хеда
740,versinken::V,g'arq bo'lmoq,хичудаха
741,vergehen::V,o'tmoq,дlаэха
742,erscheinen::V,zuhur ätmoq,схьадала
743,erscheinen::V,zuhur ätmoq,ӏоттадала
744,verschwinden::V,yo'qolmoq,къайладала
745,sinken::V,pasaymoq,лахдала
746,abnehmen::V,kamaymoq,
747,zunehmen::V,urchimoq,лакхадала
748,steigen::V,oshmoq,хьаладала
749,wachsen::V,o'smoq,кхиа
750,glänzen::V,porlamoq,лепа
751,funkeln::V,yalt ätmoq,къега
752,lärmen::V,taraq ätmoq,гӏовгӏаян
753,läuten::V,jiringlamoq,детта
754,klingeln::V,jiringlamoq,дека
755,klirren::V,sharaqlamoq,дека
756,brausen::V,vag'illamoq,хьаьдда даха
757,rauschen::V,shitirlamoq,леста
758,klingen::V,yangramoq,дека
759,bellen::V,hurmoq,лета
760,heulen::V,uvlamoq,угӏа
761,blasen::V,puflamoq,хӏуп баха
762,pfeifen::V,xushtak chalmoq ,шок етта
763,schreien::V,qiyqirmoq,мохь бетта
764,stöhnen::V,nola qilmoq,узарш дан
765,zittern::V,titramoq,дега
766,leben::V,yashamoq,даха
767,geboren werden::V,tug'ilmoq,хила
768,atmen::V,nafas chiqarmoq,садеӏа
769,trinken::V,ichmoq,мала
770,essen::V,emoq,кхалла
