,Concept_ID,eu,sv
112,Schmutz::N,lohi,smuts
113,Schmutz::N,zikin,lort
114,Schmutz::N,zikin,smuts
115,See::N,laku,sjö
116,See::N,aintzira,sjö
117,Sumpf::N,zingira,träsk
118,Moor::N,zohikaztegi,myr
119,Moor::N,zohikaztegi,mosse
120,Wiese::N,larre,äng
121,Wiese::N,belardi,äng
122,Wald::N,baso,skog
123,Wald::N,oihan,skog
124,Hügel::N,muino,höjd
125,Hügel::N,muino,kulle
126,Hügel::N,pentoka,höjd
127,Hügel::N,pentoka,kulle
128,Anhöhe::N,garai,höjd
129,Anhöhe::N,garai,backe
130,Anhöhe::N,goragune,höjd
131,Anhöhe::N,goragune,backe
132,Berg::N,mendi,berg
133,Berg::N,mendi,fjäll
134,Gipfel::N,gain,topp
135,Gipfel::N,tontor,topp
136,Höhle::N,kobazulo,håla
137,Höhle::N,kobazulo,grotta
138,Abhang::N,aldapa,slänt
139,Abhang::N,aldapa,sluttning
140,Quelle::N,iturri,källa
141,Quelle::N,iturbegi,källa
142,Bach::N,lats,bäck
143,Bach::N,erreka,bäck
144,Fluss::N,ibai,älv
145,Fluss::N,ibai,flod
146,Fluss::N,uhaitz,älv
147,Fluss::N,uhaitz,flod
148,Ufer::N,bazter,strand
149,Küste::N,itsasalde,kust
150,Festland::N,lehor,fastland
151,Meer::N,itsaso,hav
152,Bucht::N,golko,vik
153,Bucht::N,golko,bukt
154,Insel::N,irla,ö
155,Insel::N,uharte,ö
156,Blume::N,lili,blomma
157,Blume::N,lili,blomster
158,Gras::N,belar,gräs
159,Wurzel::N,zuztar,rot
160,Wurzel::N,sustrai,rot
161,Baum::N,zuhaitz,träd
162,Stamm::N,enbor,stam
163,Rinde::N,azal,bark
164,Ast::N,adar,gren
165,Zweig::N,abar,kvist
166,Blatt::N,hosto,löv
167,Blatt::N,hosto,blad
168,Birke::N,urki,björk
169,Kiefer[Baum]::N,ler,tall
170,Weide[Baum]::N,zume,pil
171,Weide[Baum]::N,zume,vide
172,Weide[Baum]::N,sahats,pil
173,Weide[Baum]::N,sahats,vide
174,Tanne::N,izei,gran
175,Horn::N,adar,horn
176,Feder::N,luma,fjäder
177,Feder::N,hegaki,fjäder
178,Fell::N,ile,fäll
179,Fell::N,ile,skinn
180,Fell::N,larru,fäll
181,Fell::N,larru,skinn
182,Flügel::N,hego,vinge
183,Klaue::N,atzapar,klöv
184,Kralle::N,erpe,klo
185,Kralle::N,atzapar,klo
186,Schwanz::N,isats,svans
187,Schwanz::N,isats,stjärt
188,Schwanz::N,buztan,svans
189,Schwanz::N,buztan,stjärt
190,Ei::N,arrautza,ägg
191,Nest::N,habia,rede
192,Nest::N,habia,näste
193,Bau::N,ohantze,bo
194,Tier::N,abere,djur
195,Tier::N,piztia,djur
196,Herde::N,saldo,flock
197,Herde::N,abere talde,flock
198,Kuh::N,behi,ko
199,Bulle::N,zezen,tjur
200,Pferd::N,zaldi,häst
201,Schaf::N,ardi,får
202,Schwein::N,urde,svin
203,Schwein::N,txerri,svin
204,Hund::N,txakur,hund
205,Katze::N,katu,katt
206,Bär::N,hartz,björn
207,Eichhörnchen::N,urtxintxa,ekorre
208,Elch::N,altze,älg
209,Fuchs::N,azeri,räv
210,Hase::N,erbi,hare
211,Maus::N,sagu,mus
212,Wolf::N,otso,varg
213,Vogel::N,txori,fågel
214,Vogel::N,hegazti,fågel
215,Schwarm::N,aldra,svärm
216,Huhn::N,oilo,höns
217,Hahn::N,oilar,tupp
218,Gans::N,antzara,gås
219,Adler::N,arrano,örn
220,Ente::N,ahate,anka
221,Eule::N,hontza,uggla
222,Kranich::N,kurrilo,trana
223,Krähe::N,bele,kråka
224,Kuckuck::N,kuku,gök
225,Schwan::N,beltxarga,svan
226,Fisch::N,arrain,fisk
227,Barsch::N,perka,abborre
228,Hecht::N,lutxo,gädda
229,Schlange[Tier]::N,suge,orm
230,Wurm::N,har,mask
231,Spinne::N,armiarma,spindel
232,Ameise::N,inurri,myra
233,Laus::N,zorri,lus
234,Mücke::N,eltxo,mygga
235,Fliege::N,euli,fluga
236,Schmetterling::N,pinpirin,fjäril
237,Schmetterling::N,tximeleta,fjäril
238,Beere::N,baia,bär
239,Apfel::N,sagar,äpple
240,Pilz::N,onddo,svamp
241,Pilz::N,perretxiko,svamp
242,Zwiebel::N,tipula,lök
243,Saat::N,haziak,sådd
244,Korn::N,ale,korn
245,Korn::N,pikor,korn
246,Heu::N,belar ondu,hö
247,Schale::N,azal,skal
248,Grube::N,hobi,grop
249,Falle::N,harrapagailu,fälla
250,Schlinge::N,bilur,snara
251,Schlinge::N,xedera,snara
252,Spur::N,lorratz,spår
253,Asche::N,errauts,aska
254,Dreck::N,satsukeria,lort
255,Eisen::N,burdina,järn
256,Gold::N,urre,guld
257,Gold::N,urregorri,guld
258,Silber::N,zilar,silver
259,Silber::N,urrezuri,silver
260,Kohle::N,ikatz,kol
261,Glas::N,beira,glas
262,Lehm::N,buztin,lera
263,Sand::N,harea,sand
264,Sand::N,hondar,sand
265,Mensch::N,gizaki,människa
266,Mann::N,gizon,man
267,Frau::N,andere,kvinna
268,Frau::N,emakume,kvinna
269,Kind::N,haur,barn
270,Junge::N,mutil,pojke
271,Mädchen::N,neska,flicka
272,Familie::N,sendi,familj
273,Familie::N,familia,familj
274,Großvater::N,aitona,morfar
275,Großvater::N,aitatxi,morfar
276,Großmutter::N,amona,farmor
277,Großmutter::N,amatxi,farmor
278,Eltern::N,gurasoak,föräldrar
279,Vater::N,aita,far
280,Mutter::N,ama,mor
281,Sohn::N,seme,son
282,Tochter::N,alaba,dotter
283,Bruder::N,neba,bror
284,Bruder::N,anaia,bror
285,Schwester::N,ahizpa,syster
286,Onkel::N,osaba,morbror
287,Tante::N,izeba,tant
288,Ehemann::N,senar,äkta man
289,Ehefrau::N,emazte,hustru
290,Freude::N,poz,fröjd
291,Freude::N,poz,glädje
292,Freude::N,pozkari,fröjd
293,Freude::N,pozkari,glädje
294,Gelächter::N,barre,åtlöje
295,Gelächter::N,karkara,åtlöje
296,Glück::N,zori,lycka
297,Kummer::N,xangrin,sorg
298,Kummer::N,atsekabe,sorg
299,Wunsch::N,nahi,önskan
300,Wunsch::N,nahikunde,önskan
301,Lust::N,gogo,lust
302,Geist::N,gogo,ande
303,Gedanke::N,gogoeta,tanke
304,Gedächtnis::N,oroimen,minne
305,Gedächtnis::N,gogoramen,minne
306,Verstand::N,adimen,förstånd
307,Verstand::N,ulermen,förstånd
308,Sinn::N,zentzu,mening
309,Sinn::N,zentzu,betydelse
310,Grund::N,zergati,skäl
311,Grund::N,zergati,grund
312,Wahrheit::N,egia,sanning
313,Gespräch::N,hizketa,samtal
314,Gespräch::N,elkarrizketa,samtal
315,Märchen::N,ipuin,saga
316,Erzählung::N,edesti,berättelse
317,Erzählung::N,kontakizun,berättelse
318,Nachricht::N,albiste,meddelande
319,Neuigkeit::N,berri,nyhet
320,Name::N,izen,namn
321,Rätsel::N,asmakizun,gåta
322,Rede::N,hitzaldi,tal
323,Rede::N,mintzaldi,tal
324,Sprache::N,hizkuntza,språk
325,Stimme::N,ahots,stämma
326,Wort::N,hitz,ord
327,Zeichen::N,agerbide,tecken
328,Zeichen::N,agergarri,tecken
329,Ruf::N,dei,rop
330,Lärm::N,zarata,bråk
331,Lärm::N,zarata,oväsen
332,Lärm::N,harrabots,bråk
333,Lärm::N,harrabots,oväsen
334,Laut::N,hots,ljud
335,Ton::N,tonu,ton
336,Ton::N,soinu,ton
337,Lied::N,abesti,sång
338,Ruhe::N,nasaitasun,ro
339,Ruhe::N,nasaitasun,lugn
340,Leute::N,jende,folk
341,Volk::N,herri,folk
342,Volk::N,populu,folk
343,Arbeit::N,lan,arbete
344,Gast::N,arrotz,gäst
345,Gast::N,apopilo,gäst
346,Geschenk::N,opari,gåva
347,Geschenk::N,opari,present
348,Spiel::N,jolas,lek
349,Spiel::N,jolas,spel
350,Gesellschaft::N,gizarte,sällskap
351,Hilfe::N,helpide,hjälp
352,Hilfe::N,laguntza,hjälp
353,Freund::N,lagun,vän
354,Kamerad::N,adiskide,kamrat
355,Kamerad::N,lagunkide,kamrat
356,Angelegenheit::N,afera,ärende
357,Angelegenheit::N,afera,angelägenhet
358,Anzahl::N,kopuru,antal
359,Art::N,mota,art
360,Art::N,mota,slag
361,Stück::N,puska,stycke
362,Teil::N,atal,del
363,Hälfte::N,erdi,halva
364,Kreis::N,biribilki,krets
365,Kreis::N,biribilki,cirkel
366,Kreuz::N,gurutze,kors
367,Kreuz::N,gurutze,kryss
368,Linie::N,linea,linje
369,Strich::N,marra,streck
370,Abstand::N,tarte,avstånd
371,Entfernung::N,urrunera,avstånd
372,Gegend::N,alderdi,trakt
373,Gegend::N,eskualde,trakt
374,Platz::N,leku,plats
375,Ort::N,toki,plats
376,Ort::N,toki,ställe
377,Seite::N,albo,sida
378,Mitte::N,erdi,mitt
379,Gegenstand::N,gauzaki,föremål
380,Sache::N,gauza,sak
381,Rand::N,ertz,rand
382,Kante::N,ertz,kant
383,Ecke::N,kantoi,vrå
384,Ecke::N,kantoi,hörn
385,Spitze::N,punta,spets
386,Ende::N,buru,ända
387,Ende::N,mutur,ända
388,Loch::N,zulo,hål
389,Winkel::N,zoko,vinkel
390,Winkel::N,bazter,vinkel
391,Muster::N,eredu,mönster
392,Muster::N,marrazki,mönster
393,Größe::N,kaizu,storlek
394,Größe::N,tamaina,storlek
395,Länge::N,luzera,längd
396,Höhe::N,goiera,höjd
397,Höhe::N,garaiera,höjd
398,Gewicht::N,hazta,tyngd
399,Menge::N,kopuru,mängd
400,Haufen::N,pila,hög
401,Haufen::N,mendoi,hög
402,Reihe::N,ilara,rad
403,Reihe::N,errenkada,rad
404,Boot::N,potin,båt
405,Boot::N,txalupa,båt
406,Ruder::N,arraun,åra
407,Schlitten::N,lera,släde
408,Schlitten::N,narra,släde
409,Ski::N,eski,skida
410,Lagerfeuer::N,su,lägereld
411,Last::N,zama,last
412,Last::N,zama,börda
413,Last::N,karga,last
414,Last::N,karga,börda
415,Gang::N,ibilera,gång
416,Schritt::N,pauso,steg
417,Schritt::N,urrats,steg
418,Norden::N,ipar,norr
419,Norden::N,iparralde,norr
420,Süden::N,hego,söder
421,Süden::N,hegoalde,söder
422,Westen::N,sartalde,väster
423,Westen::N,mendebalde,väster
424,Osten::N,ekialde,öster
425,Osten::N,sortalde,öster
426,Holz::N,zur,trä
427,Brett::N,ohol,bräda
428,Platte::N,lauza,platta
429,Stütze::N,irozgarri,stöd
430,Stütze::N,irozgarri,stötta
431,Stütze::N,bermagailu,stöd
432,Stütze::N,bermagailu,stötta
433,Stange::N,haga,stång
434,Stock::N,makila,käpp
435,Stock::N,makila,pinne
436,Stab::N,makila,stav
437,Rohr::N,hodi,rör
438,Haus::N,etxe,hus
439,Heim::N,etxe,hem
440,Heim::N,etxaleku,hem
441,Ofen::N,berogailu,ugn
442,Fußboden::N,zoru,golv
443,Tisch::N,mahai,bord
444,Stuhl::N,aulki,stol
445,Wiege::N,kuma,vagga
446,Wiege::N,sehaska,vagga
447,Bett::N,ohe,säng
448,Bett::N,ohatze,säng
449,Regal::N,apalategi,hylla
450,Kiste::N,kutxa,låda
451,Fenster::N,leiho,fönster
452,Tür::N,ate,dörr
453,Tor::N,atari,port
454,Zaun::N,hesi,staket
455,Zaun::N,hesi,stängsel
456,Dach::N,teilatu,tak
457,Leiter::N,zurubi,stege
458,Besen::N,erratz,kvast
459,Spaten::N,burdinpala,spade
460,Schaufel::N,pala,skovel
461,Schaufel::N,pala,skyffel
462,Gabel::N,sardexka,gaffel
463,Löffel::N,koilara,sked
464,Messer::N,aizto,kniv
465,Nagel::N,iltze,spik
466,Netz::N,sare,nät
467,Haken::N,mako,krok
468,Griff::N,eskutoki,tag
469,Griff::N,eskutoki,handtag
470,Schloss::N,sarraila,las
471,Bild::N,irudi,bild
472,Figur::N,figura,figur
473,Puppe::N,panpina,docka
474,Puppe::N,andrakila,docka
475,Beutel::N,zorro,påse
476,Bündel::N,azao,bunt
477,Bündel::N,azao,knippa
478,Bündel::N,espal,bunt
479,Bündel::N,espal,knippa
480,Tasche::N,poltsa,väska
481,Eimer::N,treska,hink
482,Eimer::N,treska,ämbar
483,Deckel::N,tapa,lock
484,Deckel::N,estalki,lock
485,Geschirr::N,baxera,servis
486,Geschirr::N,baxera,porslin
487,Geschirr::N,ontziteria,servis
488,Geschirr::N,ontziteria,porslin
489,Sack::N,zaku,säck
490,Tasse::N,kikara,kopp
491,Topf::N,ontzi,gryta
492,Topf::N,ontzi,kastrull
493,Topf::N,lapiko,gryta
494,Topf::N,lapiko,kastrull
495,Kessel::N,pazia,kittel
496,Essen::N,janaldi,mål
497,Nahrung::N,jan,näring
498,Speise::N,jaki,maträtt
499,Fleisch::N,okela,kött
500,Fleisch::N,haragi,kött
501,Getreide::N,labore,säd
502,Getreide::N,labore,spannmål
503,Brei::N,ahi,gröt
504,Brei::N,pure,gröt
505,Brot::N,ogi,bröd
506,Scheibe::N,xerra,skiva
507,Scheibe::N,pirripita,skiva
508,Fett::N,urin,fett
509,Fett::N,koipe,fett
510,Butter::N,gurin,smör
511,Öl::N,olio,olja
512,Salz::N,gatz,salt
513,Suppe::N,zopa,soppa
514,Suppe::N,salda,soppa
515,Honig::N,ezti,honung
516,Milch::N,esne,mjölk
517,Tee::N,te,te
518,Leder::N,larru,läder
519,Wolle::N,artile,ull
520,Wolle::N,artile,ylle
521,Stoff::N,ehun,tyg
522,Stoff::N,ehun,stoff
523,Nadel::N,orratz,nål
524,Nadel::N,jostorratz,nål
525,Faden::N,hari,tråd
526,Knopf::N,botoi,knapp
527,Knoten::N,korapilo,knut
528,Farbe::N,pintura,färg
529,Kleidung::N,arropa,klädsel
530,Kleidung::N,jantziak,klädsel
531,Hemd::N,atorra,skjorta
532,Hemd::N,alkandora,skjorta
533,Kragen::N,idun,krage
534,Ärmel::N,mahuka,ärm
535,Hose::N,prakak,byxor
536,Hose::N,galtzak,byxor
537,Gürtel::N,gerriko,bälte
538,Mütze::N,txano,mössa
539,Mütze::N,txapel,mössa
540,Schuh::N,oski,sko
541,Schuh::N,oinetako,sko
542,Stiefel::N,bota,stövel
543,Ring::N,uztai,ring
544,Band::N,zinta,band
545,Band::N,xingola,band
546,Kamm::N,orrazi,kam
547,Spiegel::N,mirail,spegel
548,Riemen::N,uhal,rem
549,Schnur::N,lokailu,snöre
550,Leine::N,lotura,lina
551,Decke::N,burusi,täcke
552,Kissen::N,kuxin,dyna
553,Kissen::N,kuxin,kudde
554,Tuch::N,zapi,sjal
555,Tuch::N,oihal,sjal
556,Handtuch::N,eskuzapi,handduk
557,Handtuch::N,eskuoihal,handduk
558,Kraft::N,indar,kraft
559,Stärke::N,indar,styrka
560,Gesundheit::N,osasun,hälsa
561,Krankheit::N,eritasun,sjukdom
562,Krankheit::N,gaixotasun,sjukdom
563,Schmerz::N,min,smärta
564,Wunde::N,zauri,sår
565,Fieber::N,sukar,feber
566,Arznei::N,osagai,medicin
567,Arznei::N,osagai,läkemedel
568,Arznei::N,sendagai,medicin
569,Arznei::N,sendagai,läkemedel
570,Brücke::N,zubi,bro
571,Brunnen::N,putzu,brunn
572,Weide::N,alha,bete
573,Weide::N,bazkaleku,bete
574,Pfad::N,zidor,stig
575,Pfad::N,bidexka,stig
576,Weg::N,bide,väg
577,Straße::N,errepide,gata
578,Dorf::N,herri,by
579,Stadt::N,hiri,stad
580,Brief::N,gutun,brev
581,Brief::N,eskutitz,brev
582,Buch::N,liburu,bok
583,Buchstabe::N,hizki,bokstav
584,Zeitung::N,egunkari,tidning
585,Leben::N,bizi,liv
586,Leben::N,bizitza,liv
587,Tod::N,herio,död
588,Tod::N,heriotza,död
589,Grab::N,hobi,grav
590,Grab::N,hilobi,grav
591,Kirche::N,eliza,kyrka
592,Sünde::N,hoben,synd
593,Sünde::N,bekatu,synd
594,Gott::N,jainko,gud
595,Arbeiter::N,langile,arbetare
596,Arbeiter::N,behargin,arbetare
597,Chef::N,nagusi,chef
598,Meister::N,maisu,mästare
599,Arzt::N,osagile,läkare
600,Arzt::N,sendagile,läkare
601,Lehrer::N,irakasle,lärare
602,Geld::N,diru,pengar
603,Geschäft::N,negozio,rörelse
604,Laden::N,denda,affär
605,Laden::N,saltegi,affär
606,Preis::N,prezio,pris
607,Preis::N,salneurri,pris
608,Ware::N,salgai,vara
609,Nutzen::N,onura,gagn
610,Nutzen::N,onura,nytta
611,Nutzen::N,probetxu,gagn
612,Nutzen::N,probetxu,nytta
613,Reichtum::N,aberastasun,rikedom
614,Welt::N,ludi,värld
615,Welt::N,mundu,värld
616,Land::N,herrialde,land
617,Staat::N,estatu,stat
618,König::N,errege,kung
619,König::N,errege,konung
620,Macht::N,botere,makt
621,Grenze::N,muga,gräns
622,Krieg::N,guda,krig
623,Feind::N,etsai,fiende
624,Feind::N,arerio,fiende
625,Gewalt::N,bortxa,våld
626,Gewalt::N,bortizkeria,våld
627,Kampf::N,gudu,kamp
628,Kampf::N,gudu,strid
629,Kampf::N,auska,kamp
630,Kampf::N,auska,strid
631,Bogen[Waffe]::N,arku,båge
632,Pfeil::N,gezi,pil
633,Gewehr::N,fusil,gevär
634,Fehler::N,huts,fel
635,Fehler::N,hutsegin,fel
636,Lüge::N,gezur,lögn
637,Schaden::N,kalte,skada
638,Unglück::N,zoritxar,otur
639,Unglück::N,zoritxar,olycka
640,Unglück::N,zorigaitz,otur
641,Unglück::N,zorigaitz,olycka
642,Schuld::N,erru,skuld
643,Alter::N,adin,ålder
644,Schluss::N,bukaera,slut
645,Zeit::N,aldi,tid
646,Zeit::N,denbora,tid
647,Tag::N,egun,dag
648,Morgen::N,goiz,morgon
649,Mittag::N,eguerdi,middag
650,Abend::N,arrats,kväll
651,Nacht::N,gau,natt
652,Woche::N,aste,vecka
653,Monat::N,hil,månad
654,Jahr::N,urte,år
655,Frühling::N,udalehen,vår
656,Sommer::N,uda,sommar
657,Herbst::N,udazken,höst
658,Herbst::N,neguantz,höst
659,Winter::N,negu,vinter
660,Januar::N,urtarril,januari
661,Februar::N,otsail,februari
662,März::N,martxo,mars
663,April::N,apiril,april
664,Mai::N,maiatz,maj
665,Juni::N,ekain,juni
666,Juli::N,uztail,juli
667,August::N,abuztu,augusti
668,September::N,irail,september
669,Oktober::N,urri,oktober
670,November::N,azaro,november
671,Dezember::N,abendu,december
672,Montag::N,astelehen,måndag
673,Dienstag::N,astearte,tisdag
674,Mittwoch::N,asteazken,onsdag
675,Donnerstag::N,ostegun,torsdag
676,Freitag::N,ostiral,fredag
677,Samstag::N,larunbat,lördag
678,Sonntag::N,igande,söndag
679,groß::A,handi,stor
680,klein::A,txiki,liten
681,lang::A,luze,lång
682,kurz::A,labur,kort
683,breit::A,zabal,bred
684,schmal::A,mehar,smal
685,dicht::A,sarri,tät
686,dicht::A,trinko,tät
687,dick[Gegenstand]::A,lodi,tjock
688,dünn::A,mehe,tunn
689,fein::A,fin,fin
690,fest::A,tinko,fast
691,flach::A,lau,platt
692,flach::A,ordoki,platt
693,glatt::A,leun,glatt
694,hart::A,gogor,hård
695,weich::A,bigun,mjuk
696,weich::A,beratz,mjuk
697,rund::A,biribil,rund
698,spitz::A,puntadun,toppig
699,spitz::A,puntadun,spetsig
700,scharf::A,zorrotz,vass
701,scharf::A,zorrotz,skarp
702,stumpf::A,kamuts,slö
703,schwer::A,astun,tung
704,schwer::A,pisutsu,tung
705,schön::A,eder,skön
706,schön::A,eder,vacker
707,heiß::A,bero,het
708,heiß::A,oso bero,het
709,warm::A,bero,varm
710,kalt::A,hotz,kall
711,kühl::A,hotzil,sval
712,kühl::A,hotzil,kylig
713,frisch::A,fresko,färsk
714,frisch::A,hozkirri,färsk
715,feucht::A,heze,fuktig
716,nass::A,busti,våt
717,trocken::A,siku,torr
718,trocken::A,lehor,torr
719,voll::A,bete,full
720,leer::A,huts,tom
721,offen::A,ireki,öppen
722,geschlossen::A,itxita,stängd
723,sauber::A,xahu,ren
724,sauber::A,garbi,ren
725,schmutzig::A,lohi,snuskig
726,schmutzig::A,zikin,snuskig
727,roh::A,gordin,rå
728,reif::A,umo,mogen
729,reif::A,heldu,mogen
730,lecker::A,goxo,läcker
731,süß::A,goxo,söt
732,bitter::A,karmin,besk
733,bitter::A,karmin,bitter
734,bitter::A,garratz,besk
735,bitter::A,garratz,bitter
736,sauer::A,mingots,sur
737,hell::A,argi,ljus
738,dunkel::A,ilun,mörk
739,schwarz::A,beltz,svart
740,weiß::A,zuri,vit
741,rot::A,gorri,röd
742,gelb::A,hori,gul
743,blau::A,urdin,blå
744,grün::A,berde,grön
745,grün::A,musker,grön
746,grau::A,urdin,grå
747,grau::A,urdinabar,grå
748,bunt::A,koloretsu,brokig
749,billig::A,merke,billig
750,teuer::A,garesti,dyr
751,wertvoll::A,baliotsu,värdefull
752,blind::A,itsu,blind
753,taub::A,gor,döv
754,kräftig::A,kementsu,kraftig
755,stark::A,bizkor,stark
756,stark::A,indartsu,stark
757,schwach::A,ahul,svag
758,schwach::A,indargabe,svag
759,fett::A,gizen,fet
760,schlank::A,lerden,slank
761,hübsch::A,polit,snygg
762,hübsch::A,polit,vacker
763,böse::A,tzar,ond
764,böse::A,tzar,elak
765,böse::A,gaizto,ond
766,böse::A,gaizto,elak
767,dumm::A,lelo,dum
768,dumm::A,pello,dum
769,faul::A,nagi,lat
770,faul::A,alfer,lat
771,fleißig::A,maratz,flitig
772,fleißig::A,lanzale,flitig
773,geizig::A,zeken,snål
774,geizig::A,zeken,girig
775,geizig::A,zikoitz,snål
776,geizig::A,zikoitz,girig
777,klug::A,zuhur,klok
778,geschickt::A,trebe,händig
779,geschickt::A,trebe,skicklig
780,geschickt::A,antzetsu,händig
781,geschickt::A,antzetsu,skicklig
782,lieb::A,maite,kär
783,lieb::A,maite,snäll
784,lieb::A,laztan,kär
785,lieb::A,laztan,snäll
786,lustig::A,alaitsu,rolig
787,lustig::A,alaitsu,lustig
788,sanft::A,eme,mild
789,sanft::A,ezti,mild
790,hungrig::A,gose,hungrig
791,krank::A,eri,sjuk
792,krank::A,gaixo,sjuk
793,nackt::A,biluzi,naken
794,traurig::A,itun,ledsen
795,traurig::A,itun,sorgsen
796,traurig::A,betilun,ledsen
797,traurig::A,betilun,sorgsen
798,lebendig::A,bizirik,levande
799,gut::A,on,bra
800,schlecht::A,txar,dålig
801,richtig::A,zuzen,riktig
802,schlimm::A,larri,illa
803,wahr::A,egiazko,sann
804,alt::A,zahar,gammal
805,neu::A,berri,ny
806,ehemalig::A,lehengo,forn
807,ehemalig::A,lehengo,tidigare
808,alt[Lebewesen]::A,adindun,gammal
809,jung::A,gazte,ung
810,arm::A,txiro,fattig
811,arm::A,behartsu,fattig
812,reich::A,dirudun,rik
813,bekannt::A,ezagun,känd
814,berühmt::A,entzun,berömd
815,berühmt::A,ospetsu,berömd
816,fremd::A,arrotz,främmande
817,verschieden::A,ezberdin,åtskillig
818,verschieden::A,desberdin,åtskillig
819,nah::A,hurre,nära
820,nah::A,hurbil,nära
821,fern::A,urrun,fjärran
822,linker::A,ezker,vänster
823,rechter::A,eskuin,höger
824,anderer::A,beste,annan
825,erster::A,lehen,första
826,erster::A,aurren,första
827,zweiter::A,bigarren,andra
828,dritter::A,hirugarren,tredje
829,letzter::A,azken,sist
830,letzter::A,hondar,sist
831,allein::ADV,bakarrik,allena
832,auf einmal::ADV,batera,på en gång
833,zusammen::ADV,elkarrekin,tillsammans
834,lange::ADV,luzaro,länge
835,plötzlich::ADV,bat-batean,plötsligt
836,sofort::ADV,berehala,strax
837,sofort::ADV,berehala,genast
838,später::ADV,gero,senare
839,jetzt::ADV,orain,nu
840,heute::ADV,gaur,i dag
841,morgen::ADV,bihar,i morgon
842,bald::ADV,aurki,snart
843,bald::ADV,laster,snart
844,dann::ADV,ondoren,då
845,gestern::ADV,atzo,i går
846,einst::ADV,antzina,en gång
847,damals::ADV,orduan,då
848,damals::ADV,orduan,den gången
849,danach::ADV,gerora,därefter
850,danach::ADV,ondoren,därefter
