,Concept_ID,ce,ps
69,Erde::N,латта,خاوره
70,Staub::N,чан,ګرد
71,Staub::N,чан,خاوره
72,Rauch::N,кӏур,دود
73,Rauch::N,кӏур,لوګی
74,Funke::N,суй,سپرغۍ
75,Feuer::N,цӏе,اور
76,Licht::N,серло,رڼا
77,Schatten::N,ӏиндагӏ,سیوری
78,Wetter::N,хенан хӏоттам,هوا
79,Nebel::N,дохк,لړه
80,Wolke::N,марха,ورېځ
81,Regen::N,догӏа,وریا
82,Regen::N,догӏа,باران
83,Schnee::N,ло,واوره
84,Eis::N,ша,یخ
85,Eis::N,ша,کنګل
86,Frost::N,шело,یخ
87,Kälte::N,шело,ساړه
88,Hitze::N,йовхо,تودوخي
89,Raureif::N,йис,سپینه پرخه
90,Regenbogen::N,стелаӏад,بوډۍ ټال
91,Regenbogen::N,стелаӏад,سره زرغونه
92,Donner::N,ткъес,تالنده
93,Strömung::N,дӏаэхар,بهېدنه
94,Strömung::N,дӏасалелар,بهېدنه
95,Tropfen::N,тӏадам,قطره
96,Tropfen::N,тӏадам,څاڅکی
97,Schaum::N,чопа,ځګ
98,Schmutz::N,хатт,ناپاکي
99,See::N,ӏам,جهیل
100,Sumpf::N,уьшал,جبه
101,Moor::N,уьшал,جبه
102,Wiese::N,бай,چمن
103,Wiese::N,бай,شنېلی
104,Wald::N,хьун,ځنګل
105,Hügel::N,гу,تپه
106,Hügel::N,шу,تپه
107,Hügel::N,барз,تپه
108,Anhöhe::N,акъари,غونډۍ
109,Berg::N,лам,غ‍‍‍‍‍ر
110,Gipfel::N,бохь,څوکه
111,Höhle::N,хьех,کاز
112,Abhang::N,басе,لمن
113,Quelle::N,шовда,چینه
114,Bach::N,татол,واله
115,Fluss::N,хи,سیند
116,Ufer::N,хийист,غاړه
117,Küste::N,йист,ساحل
118,Festland::N,латта,وچه
119,Meer::N,xӏорд,بحر
120,Meer::N,xӏорд,سمندر
121,Bucht::N,чож,کارۍ
122,Insel::N,гӏайре,ټاپو
123,Insel::N,гӏайре,جزيره
124,Blume::N,зезаг,ګل
125,Gras::N,буц,واښه
126,Wurzel::N,орам,ریښه
127,Baum::N,дитт,ونه
128,Stamm::N,гӏад,ډډ
129,Stamm::N,тайпа,ډډ
130,Rinde::N,кевстиг,پوستکی
131,Ast::N,га,ښاخ
132,Zweig::N,га,څانګه
133,Blatt::N,гӏа,پاڼه
134,Birke::N,дакх,توس
135,Kiefer[Baum]::N,бага,نښتر
136,Weide[Baum]::N,дак,وله
137,Tanne::N,база,ناجو
138,Horn::N,маӏа,ښکر
139,Feder::N,пелаг,بڼکه
140,Fell::N,цӏока,پوستکی
141,Flügel::N,тӏам,وزر
142,Klaue::N,мӏара,پنجه
143,Klaue::N,мӏара,منګول
144,Kralle::N,тlод,پنجه
145,Kralle::N,тlод,منګول
146,Schwanz::N,цӏога,لکۍ
147,Ei::N,xӏoa,وۍ
148,Ei::N,xӏoa,هګۍ
149,Nest::N,бен,جاله
150,Bau::N,lуьрг,کاز
151,Tier::N,дийнат,ژوی
152,Tier::N,дийнат,حیوان
153,Herde::N,жа,رمه
154,Herde::N,жа,غېله
155,Kuh::N,етт,غوا
156,Bulle::N,сту,غوئی
157,Pferd::N,говр,آس
158,Schaf::N,жий,پسه
159,Schaf::N,уьстагӏ,پسه
160,Schwein::N,хьакха,سرکوزی
161,Hund::N,жӏаьла,سپی
162,Katze::N,цициг,پشه
163,Bär::N,ча,خرس
164,Eichhörnchen::N,тарсал,خړ لمی
165,Elch::N,сай,ګوزن
166,Fuchs::N,цхьогал,سپلم
167,Hase::N,пхьагал,سوی
168,Maus::N,дахка,مږک
169,Wolf::N,борз,لېوه
170,Vogel::N,олхазар,مرغه
171,Huhn::N,котам,چرګه
172,Hahn::N,нӏаьна,چرګ
173,Hahn::N,боргӏал,چرګ
174,Gans::N,гӏаз,بته
175,Adler::N,aьрзу,عقاب
176,Ente::N,бад,ایلۍ
177,Eule::N,бухӏа,ګونګی
178,Kranich::N,гӏаргӏули,کلنګ
179,Krähe::N,къиг,کارغه
180,Kuckuck::N,aттйокх,فاخته
181,Schwan::N,гӏургӏаз,قو
182,Fisch::N,чӏара,کب
183,Fisch::N,чӏара,ماهی
184,Barsch::N,окунь,
185,Hecht::N,гӏазкхийн чӏара,
186,Schlange[Tier]::N,лаьхьа,مار
187,Wurm::N,нӏаьна,چینجی
188,Spinne::N,гезг,غڼه
189,Spinne::N,гезг,تارکښ
190,Ameise::N,зингат,مېږی
191,Laus::N,меза,سپږه
192,Laus::N,гӏениг,سپږه
193,Mücke::N,чуьрк,ماشی
194,Fliege::N,моза,مچ
195,Schmetterling::N,полла,پتنګ
196,Beere::N,цӏазам,مېوۍ
197,Apfel::N,ӏаж,مڼه
198,Pilz::N,жӏаьлин нускал,خرېړی
199,Zwiebel::N,xох,پیاز
200,Saat::N,чlу,تخم
201,Korn::N,буьртиг,تخم
202,Korn::N,буьртиг,دانه
203,Heu::N,йол,بوس
204,Heu::N,йол,پروړه
205,Schale::N,пардо,پوستکی
206,Grube::N,ор,کنده
207,Falle::N,кӏело,دام
208,Falle::N,кӏело,لومه
209,Spur::N,лар,نښه
210,Asche::N,чим,آس
211,Asche::N,чим,ایره
212,Dreck::N,мода,ناپاکي
213,Eisen::N,эчиг,اوسپنه
214,Gold::N,деши,سره زر
215,Silber::N,дети,نقره
216,Silber::N,дети,سپین زر
217,Kohle::N,кӏора,سکور
218,Kohle::N,кӏора,سکاره
219,Glas::N,aнгали,ښيښه
220,Lehm::N,поппар,خټه
221,Sand::N,гӏум,شګه
222,Mensch::N,адам,انسان
223,Mann::N,майра,سړی
224,Mann::N,майра,نارینه
225,Frau::N,зуда,ښځه
226,Kind::N,бер,بچی
227,Kind::N,бер,ماشوم
228,Junge::N,жимха,هلک
229,Mädchen::N,жима йоӏ,نجلۍ
230,Familie::N,доьзал,کورنۍ
231,Großvater::N,ненада,بابا
232,Großmutter::N,денана,انا
233,Eltern::N,да-нана,مور او پلار
234,Vater::N,да,پلار
235,Mutter::N,нана,مور
236,Sohn::N,кӏант,زوی
237,Tochter::N,йоӏ,لور
238,Bruder::N,ваша,ورور
239,Schwester::N,йиша,خور
240,Onkel::N,деваша,تره
241,Onkel::N,деваша,ماما
242,Tante::N,дейиша,خاله
243,Ehemann::N,майра,مېړه
244,Ehefrau::N,зуда,مېرمن
245,Freude::N,самукъа,خوشحالي
246,Freude::N,хазахетар,خوشحالي
247,Gelächter::N,белам,خندا
248,Glück::N,ирс,بخت
249,Kummer::N,бала,غم
250,Wunsch::N,лаам,هيله
251,Wunsch::N,лаам,غوښتنه
252,Lust::N,лаам,شوق
253,Lust::N,лаам,مینه
254,Geist::N,са,روح
255,Gedanke::N,ойла,فکر
256,Gedächtnis::N,диццадалар,یاد
257,Gedächtnis::N,диццадалар,حافظه
258,Verstand::N,хьекъал,عقل
259,Verstand::N,хьекъал,شعور
260,Sinn::N,маьӏна,معنی
261,Grund::N,бахьана,علت
262,Grund::N,бахьана,اساس
263,Wahrheit::N,бакъдерг,حقیقت
264,Gespräch::N,къамел,مرکه
265,Gespräch::N,къамел,خبرې اترې
266,Märchen::N,туьйра,افسانه
267,Erzählung::N,дийцар,قصه
268,Erzählung::N,дийцар,کیسه
269,Nachricht::N,хаам,خبر
270,Neuigkeit::N,керланиг,نوی خبر
271,Name::N,цӏе,نوم
272,Rätsel::N,хӏетал-метал,کیسۍ
273,Rätsel::N,хӏетал-метал,چیستان
274,Rede::N,къамел,وینا
275,Sprache::N,мотт,ژبه
276,Stimme::N,aз,غږ
277,Stimme::N,aз,اواز
278,Wort::N,дош,لغت
279,Wort::N,дош,کلمه
280,Zeichen::N,билгало,نښه
281,Zeichen::N,билгало,اشاره
282,Ruf::N,кхайкхар,ږغ
283,Ruf::N,кхайкхар,بلنه
284,Lärm::N,гӏовгӏа,غالمغال
285,Laut::N,аз,ږغ
286,Ton::N,aз,اواز
287,Lied::N,илли,غزله
288,Lied::N,илли,سندره
289,Ruhe::N,тийналла,ارامي
290,Leute::N,нах,خلک
291,Volk::N,халкъ,ولس
292,Arbeit::N,болх,کار
293,Gast::N,хьаша,مېلمه
294,Geschenk::N,совгӏат,تحفه
295,Geschenk::N,совгӏат,سوغات
296,Spiel::N,ловзар,لوبه
297,Gesellschaft::N,юкъаралла,ډله
298,Hilfe::N,гӏо,کومک
299,Hilfe::N,гӏо,مرسته
300,Freund::N,доттагl,ملګری
301,Kamerad::N,накъост,انډيوال
302,Angelegenheit::N,гӏуллакх,موضوع
303,Anzahl::N,терахь,شمېر
304,Anzahl::N,терахь,تعداد
305,Stück::N,юьхк,ټوټه
306,Teil::N,дакъа,برخه
307,Hälfte::N,ах,نیم
308,Kreis::N,го,دایره
309,Kreuz::N,жӏара,صلیب
310,Linie::N,сиз,خط
311,Linie::N,сиз,لیکه
312,Strich::N,сиз,کرښه
313,Abstand::N,юкъ,فاصله
314,Gegend::N,мeттиг,سیمه
315,Gegend::N,мeттиг,منطقه
316,Platz::N,майда,ځای
317,Ort::N,меттиг,ځای
318,Seite::N,aгӏo,مخ
319,Seite::N,aгӏo,اړخ
320,Mitte::N,юкъ,وسط
321,Mitte::N,юкъ,مینځ
322,Gegenstand::N,хӏума,شی
323,Sache::N,хӏума,شی
324,Sache::N,хӏума,څيز
325,Rand::N,йист,څنډه
326,Rand::N,йист,کناره
327,Kante::N,йист,اړخ
328,Ecke::N,са,ګوټ
329,Spitze::N,ралла,څوکه
330,Ende::N,юьхьиг,څوکه
331,Loch::N,ӏуьрг,سوری
332,Winkel::N,са,کنج
333,Winkel::N,са,کوتی
334,Muster::N,дагар,نمونه
335,Muster::N,тӏамар,نمونه
336,Größe::N,барам,قد
337,Größe::N,барам,لويوالی
338,Länge::N,йохалла,طول
339,Länge::N,йохалла,اوږد والی
340,Höhe::N,локхалла,جګوالی
341,Gewicht::N,йозалла,وزن
342,Menge::N,дукхалла,اندازه
343,Haufen::N,сал,کوټه
344,Haufen::N,оьла,کوټه
345,Reihe::N,рагӏ,صف
346,Reihe::N,рагӏ,کتار
347,Reihe::N,могӏа,صف
348,Reihe::N,могӏа,کتار
349,Boot::N,кема,قايق
350,Ruder::N,пийсиг,چپه
351,Schlitten::N,салаз,ښویېدونی
352,Ski::N,когсалаз,سکي
353,Lagerfeuer::N,цӏе,اور
354,Last::N,дукъ,بار
355,Last::N,дукъ,پېټی
356,Gang::N,лелар,تګ
357,Schritt::N,гӏулч,ګام
358,Norden::N,къилбаседе,شمال
359,Süden::N,къилбе,سوېل
360,Westen::N,малхбузе,لوېدېځ
361,Osten::N,малхбале,شرق
362,Osten::N,малхбале,ختیځ
363,Holz::N,дечиг,لرګی
364,Brett::N,у,تخته
365,Platte::N,у,تخته
366,Stütze::N,гӏopтоp,تکیوان
367,Stange::N,гӏуркх,ډاګه
368,Stock::N,ӏаса,لرګی
369,Stab::N,гӏаж,چيخله
370,Rohr::N,биргӏа,نل
371,Haus::N,цӏа,کور
372,Heim::N,кхерч,کور
373,Ofen::N,кхерч,تودنۍ
374,Fußboden::N,цӏенкъа,غولی
375,Tisch::N,шун,مېز
376,Stuhl::N,гӏант,چوکۍ
377,Wiege::N,ага,زانګو
378,Bett::N,маьнга,کټ
379,Bett::N,маьнга,چپرکټ
380,Regal::N,терхи,تاخچۍ
381,Kiste::N,яьшка,صندوق
382,Fenster::N,кор,کړکۍ
383,Tür::N,неӏ,دروازه
384,Tor::N,ков,دروازه
385,Zaun::N,керт,کټاره
386,Dach::N,тхов,بام
387,Leiter::N,лами,زينه
388,Besen::N,нуй,جارو
389,Spaten::N,бел,یوم
390,Schaufel::N,аьшкал,بېلچه
391,Gabel::N,мӏара,پنجه
392,Löffel::N,ӏайг,کاشوغه
393,Messer::N,урс,چاقو
394,Nagel::N,хьостам,ميخ
395,Netz::N,бой,جال
396,Haken::N,мӏара,څنګک
397,Schloss::N,чӏега,کلپ
398,Bild::N,сурт,رسم
399,Puppe::N,тайниг,ګوډۍ
400,Beutel::N,гали,کڅوړه
401,Bündel::N,кочар,دسته
402,Tasche::N,тӏоьрмиг,بکس
403,Tasche::N,тӏоьрмиг,توبره
404,Eimer::N,чийлик,سطل
405,Deckel::N,негӏар,سرپوښ
406,Geschirr::N,пхьегӏа,لوښی
407,Sack::N,гали,جوال
408,Tasse::N,кад,پیاله
409,Topf::N,яй,دېګی
410,Kessel::N,яй,دېګ
411,Essen::N,юург,خوراک
412,Nahrung::N,кхача,خوراک
413,Speise::N,юург,خواړه
414,Fleisch::N,жижиг,غوښه
415,Getreide::N,буьртиг,غله
416,Brei::N,xудар,اوګره
417,Brot::N,бепиг,ډوډۍ
418,Brot::N,кхаллар,ډوډۍ
419,Scheibe::N,цастар,مړۍ
420,Fett::N,мохь,غوړي
421,Butter::N,налха,کوچ
422,Öl::N,даьтта,تېل
423,Salz::N,туьха,مالګه
424,Suppe::N,чорпа,شوربا
425,Honig::N,моз,شات
426,Milch::N,шура,شوده
427,Tee::N,чай,چای
428,Leder::N,цӏока,څرمن
429,Wolle::N,тӏapгӏa,پشم
430,Stoff::N,кӏади,ټوټه
431,Nadel::N,маха,ستن
432,Faden::N,тай,تار
433,Knopf::N,нуьйда,تڼۍ
434,Knopf::N,нуьйда,تکمه
435,Knoten::N,шад,غوټه
436,Farbe::N,сир,رنګ
437,Farbe::N,басар,رنګ
438,Kleidung::N,бедар,کالي
439,Hemd::N,коч,کميس
440,Kragen::N,кач,غاړه
441,Ärmel::N,пхьош,لستوڼی
442,Hose::N,хеча,پطلون
443,Gürtel::N,доьхка,کمربند
444,Mütze::N,куй,خولۍ
445,Schuh::N,мача,بوټ
446,Stiefel::N,этка,موزه
447,Ring::N,чӏуг,ګوته
448,Band::N,лента,فيته
449,Kamm::N,ехк,ګمنځ
450,Spiegel::N,куьзга,ایینه
451,Spiegel::N,куьзга,هنداره
452,Riemen::N,доьхка,تسمه
453,Schnur::N,муш,مزی
454,Leine::N,кочатосу доьхка,رسۍ
455,Decke::N,юргӏа,بړستن
456,Kissen::N,гIайба,بالښت
457,Tuch::N,исхар,ټیکری
458,Handtuch::N,гата,دسمال
459,Kraft::N,гӏора,زور
460,Kraft::N,гӏора,توان
461,Stärke::N,гӏап,قوت
462,Gesundheit::N,могашалла,صحت
463,Gesundheit::N,могашалла,روغتیا
464,Krankheit::N,цамгар,مرض
465,Krankheit::N,цамгар,ناروغي
466,Schmerz::N,лазар,درد
467,Wunde::N,чов,ټپ
468,Wunde::N,чов,زخم
469,Fieber::N,xорша,تبه
470,Arznei::N,молха,دوا
471,Arznei::N,молха,دارو
472,Brücke::N,тӏай,پول
473,Brunnen::N,гӏу,څاه
474,Brunnen::N,гӏу,کوهی
475,Weide::N,дак,وله
476,Pfad::N,тача,تړه
477,Weg::N,некъ,لیار
478,Straße::N,урам,سړک
479,Dorf::N,юрт,کلی
480,Stadt::N,гӏала,ښار
481,Brief::N,кехат,لیک
482,Brief::N,кехат,مکتوب
483,Buch::N,жайна,کتاب
484,Buchstabe::N,элп,حرف
485,Buchstabe::N,элп,توری
486,Zeitung::N,газет,اخبار
487,Leben::N,дахар,ژوند
488,Tod::N,далар,مرګ
489,Tod::N,далар,مړینه
490,Tod::N,ӏожалла,مرګ
491,Tod::N,ӏожалла,مړینه
492,Grab::N,каш,قبر
493,Grab::N,каш,ډورۍ
494,Kirche::N,килс,کلیسا
495,Sünde::N,къа,ګناه
496,Gott::N,дела,خدای
497,Arbeiter::N,белхало,کاریګر
498,Chef::N,хьаькам,آمر
499,Meister::N,говзанча,استاد
500,Arzt::N,лор,طبیب
501,Arzt::N,лор,ډاکټر
502,Lehrer::N,хьехархо,معلم
503,Lehrer::N,хьехархо,ښوونکی
504,Geld::N,aхча,پیسې
505,Geschäft::N,туька,سوداګري
506,Laden::N,туька,دکان
507,Laden::N,туька,مغازه
508,Preis::N,мах,بیه
509,Ware::N,хlума,مال
510,Nutzen::N,пайда,ګټه
511,Reichtum::N,хьал,شتمني
512,Welt::N,дуьне,نړۍ
513,Welt::N,дуьне,دنیا
514,Land::N,мохк,هېواد
515,Staat::N,пачхьалкх,دولت
516,König::N,паччахь,باچا
517,König::N,паччахь,پادشاه
518,Macht::N,ӏедал,قدرت
519,Grenze::N,доза,حد
520,Grenze::N,доза,سرحد
521,Krieg::N,тӏом,جګړه
522,Feind::N,мостагӏ,دښمن
523,Gewalt::N,гӏело,زور
524,Gewalt::N,гӏело,تشدد
525,Kampf::N,къийсам,جنګ
526,Kampf::N,къийсам,مبارزه
527,Pfeil::N,пха,غشی
528,Gewehr::N,топ,ټوپک
529,Fehler::N,гӏалат,خطا
530,Fehler::N,гӏалат,غلطي
531,Lüge::N,аьшпаш,دروغ
532,Schaden::N,зен,زیان
533,Schaden::N,зен,تاوان
534,Unglück::N,бала,بدبختي
535,Schuld::N,бехк,ګناه
536,Alter::N,хан,منګ
537,Schluss::N,чакхе,اخر
538,Zeit::N,хан,وخت
539,Tag::N,де,ورځ
540,Morgen::N,ӏуьйре,سبا
541,Morgen::N,ӏуьйре,سهار
542,Mittag::N,делкъе,غرمه
543,Abend::N,суьйре,ماښام
544,Nacht::N,буьйса,شپه
545,Woche::N,кӏира,اونۍ
546,Monat::N,бутт,مياشت
547,Jahr::N,шо,کال
548,Frühling::N,бӏаьсте,پسرلی
549,Sommer::N,аьхке,دوبی
550,Herbst::N,гуьйре,منی
551,Herbst::N,гуьйре,خزان
552,Winter::N,ӏа,ژمی
553,Januar::N,январь,جنوري
554,Februar::N,февраль,فبروري
555,März::N,март,مارچ
556,April::N,апрель,اپریل
557,Mai::N,май,مې
558,Juni::N,июнь,جون
559,Juli::N,июль,جولای
560,August::N,август,اګست
561,September::N,сентябрь,سپټامبر
562,Oktober::N,октябрь,اکتوبر
563,November::N,ноябрь,نومبر
564,Dezember::N,декабрь,دسمبر
565,Montag::N,оршот,دوشنبه
566,Dienstag::N,шинара,سه شنبه
567,Mittwoch::N,кхаара,چارشنبه
568,Donnerstag::N,еара,پنجشنبه
569,Freitag::N,пӏераска,جمعه
570,Samstag::N,шот,خالي
571,Sonntag::N,кӏиранде,یکشنبه
572,groß::A,доккха,لوی
573,klein::A,кегий,وړوکی
574,lang::A,еха,اوړد
575,kurz::A,доца,لنډ
576,breit::A,шуьйра,پراخه
577,schmal::A,готта,تنګ
578,dicht::A,луьста,ګڼ
579,dick[Gegenstand]::A,стомма,پنډ
580,dünn::A,дуткъа,نری
581,fein::A,ховха,نازک
582,fest::A,чӏогӏа,کلک
583,fest::A,чӏогӏа,ټینګ
584,flach::A,чӏапа,هوار
585,glatt::A,шера,ښوی
586,hart::A,чӏогӏa,کلک
587,weich::A,кӏеда,نرم
588,weich::A,кӏеда,پوست
589,rund::A,горга,ګرد
590,spitz::A,ира,تېره
591,scharf::A,ира,تېز
592,scharf::A,ира,تېره
593,stumpf::A,аьртa,پڅ
594,schwer::A,деза,دروند
595,schön::A,хаза,ښکلی
596,heiß::A,довха,تود
597,warm::A,довха,تود
598,kalt::A,шийла,ېخ
599,kalt::A,шийла,سوړ
600,kühl::A,шийла,ېخ
601,kühl::A,шийла,سوړ
602,frisch::A,керла,تازه
603,feucht::A,тӏуьна,مرطوب
604,nass::A,тӏеда,لوند
605,trocken::A,eкъа,وچ
606,voll::A,дуьзна,ډک
607,leer::A,яьсса,خالی
608,offen::A,диллина,خلاص
609,offen::A,диллина,پرانیستی
610,geschlossen::A,дӏакъевлина,تړلی
611,geschlossen::A,дӏачӏагӏдина,تړلی
612,sauber::A,цӏена,پاک
613,schmutzig::A,боьха,چټل
614,roh::A,буьйда,خام
615,reif::A,хилла,پوخ
616,reif::A,хилла,رسېدلی
617,lecker::A,чоме,خوندور
618,lecker::A,чоме,مزه دار
619,süß::A,мерза,خوږ
620,süß::A,мерза,شیرین
621,bitter::A,къаьхьа,تریخ
622,sauer::A,муьста,ټاک
623,sauer::A,муьста,تريو
624,hell::A,сирла,روڼ
625,hell::A,сирла,روښان
626,dunkel::A,бодане,تیاره
627,schwarz::A,ӏаьржа,تور
628,weiß::A,кӏайн,سپين
629,rot::A,цӏен,سور
630,gelb::A,можа,زېړ
631,blau::A,сийна,شین
632,blau::A,сийна,اسماني رنګه
633,grün::A,баьццара,زرغون
634,grau::A,cира,خړ
635,grau::A,мокха,خړ
636,bunt::A,къорза,رنګارنګ
637,billig::A,дораха,ارزان
638,teuer::A,деза,ګران
639,wertvoll::A,мехала,قیمتي
640,blind::A,бӏаьрзе,ړوند
641,taub::A,къора,کوڼ
642,kräftig::A,нуьцкъала,قوی
643,stark::A,зоьртала,قوی
644,stark::A,зоьртала,تکړه
645,stark::A,нуьцкъала,قوی
646,stark::A,нуьцкъала,تکړه
647,schwach::A,гӏорасиза,ضعیف
648,schwach::A,гӏорасиза,کمزوری
649,fett::A,дерстана,چاغ
650,schlank::A,куц долу,خوش اندام
651,hübsch::A,хаза,ښکلی
652,hübsch::A,хаза,ښایسته
653,böse::A,вон,شریر
654,böse::A,вон,قهرناک
655,dumm::A,сонта,احمق
656,faul::A,мало ен,لټ
657,faul::A,мало ен,تنبل
658,fleißig::A,тӏера,زحمت کښ
659,geizig::A,пис,بخیل
660,geizig::A,сутара,بخیل
661,klug::A,хьекъале,عاقل
662,klug::A,хьекъале,هوښیار
663,geschickt::A,тӏахъаьлла,ماهر
664,lieb::A,хьоме,عزیز
665,lieb::A,хьоме,محبوب
666,lustig::A,самукъане,خوشحال
667,sanft::A,кlеда,پوست
668,sanft::A,кlеда,ملایم
669,hungrig::A,меца,وږی
670,krank::A,цомгуш долу,مريض
671,krank::A,цомгуш долу,ناروغ
672,nackt::A,дерзана,لوڅ
673,traurig::A,самукъане воцу,غمجن
674,lebendig::A,дийна,ژوندی
675,gut::A,дика,ښه
676,schlecht::A,вон,بد
677,schlecht::A,вон,خراب
678,richtig::A,нийса,سم
679,richtig::A,нийса,صحیح
680,schlimm::A,вон,بد
681,schlimm::A,вон,مخوف
682,wahr::A,бакъдолу,واقعي
683,alt::A,къена,زوړ
684,neu::A,керла,نوی
685,ehemalig::A,хилла,پخوانی
686,alt[Lebewesen]::A,къена,زوړ
687,jung::A,къона,ځوان
688,arm::A,къен,غریب
689,arm::A,къен,بې وزله
690,reich::A,хьоле,شتمن
691,reich::A,хьоле,دولتمند
692,bekannt::A,девзаш долу,اشنا
693,berühmt::A,цӏеяхана,مشهور
694,fremd::A,нехан,پردی
695,fremd::A,нехан,بېګانه
696,verschieden::A,тайп-тайпанара,مختلف
697,nah::A,гергара,نژدې
698,fern::A,гена,لیری
699,fern::A,генара,لیری
700,linker::A,аьрру,چپ
701,linker::A,аьрру,کیڼ
702,rechter::A,аьтту,ښی
703,anderer::A,кхин,بل
704,erster::A,хьалхара,لومړی
705,zweiter::A,шолгIа,دوهم
706,dritter::A,кхоалгӏа,درېم
707,letzter::A,тӏаьххьара,آخرنی
708,letzter::A,тӏаьххьара,وروستی
709,allein::ADV,цхьаъ,یوازې
710,auf einmal::ADV,цу сохьтта,په یوه وخت کی
711,zusammen::ADV,цхьана,یو ځای
712,lange::ADV,дукха,ډېر وخت
713,lange::ADV,дукха,ډېره موده
714,plötzlich::ADV,цIеххьана,ناببره
715,plötzlich::ADV,цIеххьана,یوناڅاپه
716,sofort::ADV,цу сохьтта,فوراً
717,sofort::ADV,цу сохьтта,سمدلاسه
718,später::ADV,тӏаьхьо,وروسته
719,jetzt::ADV,хӏинца,اوس
720,heute::ADV,тахана,نن
721,morgen::ADV,кхана,سبا
722,bald::ADV,кеста,ژر
723,dann::ADV,тӏаккха,پس
724,dann::ADV,тӏаккха,وروسته
725,gestern::ADV,селхана,پرون
726,einst::ADV,цкъа,پخوا
727,damals::ADV,хӏетахьь,هغه وخت
728,danach::ADV,тӏаккха,بیا
729,vorher::ADV,хьалхa,دمخه
730,zuerst::ADV,хьалха,لومړی
731,einmal::ADV,цкъа,یو ځل
732,manchmal::ADV,цкъаццкъа,ګاهی ګاهی
733,oft::ADV,кест-кеста,ډېر ځله
734,immer::ADV,даим,تل
735,immer::ADV,даим,همېشه
736,niemals::ADV,цкъа а,هیڅکله نه
737,hier::ADV,кхузахь,دلته
738,hierhin::ADV,кхуза,دلته
739,hierhin::ADV,кхуза,دې ځای ته
740,von hier::ADV,кхузара,د دې ځای نه
741,dort::ADV,цигахь,هلته
742,dorthin::ADV,цига,هلته
743,dorthin::ADV,цига,هغه ځای ته
744,geradeaus::ADV,нийса дӏа,مخامخ
745,vorwärts::ADV,хьалха,مخ پهٔ وړاندې
746,rückwärts::ADV,юха,بېرته
747,zurück::ADV,юха,بېرته
748,unten::ADV,лахахь,لاندي
749,hinab::ADV,охьа,ښکته
750,oben::ADV,лакхахь,پورته
751,hinauf::ADV,хьала,پاس
752,überall::ADV,массанхьа,هره خوا
753,nicht::ADV,ца,نه
754,ein wenig::ADV,кӏеззиг,یو څه
755,kaum::ADV,халла,ایله
756,sehr::ADV,вуно,ډېر
757,sehr::ADV,вуно,زيات
758,noch::ADV,кхин,نور
759,nur::ADV,бен ...ца,تش
760,nur::ADV,бен ...ца,صرف
761,schon::ADV,хӏинцале,دمخه
762,wieder::ADV,юха а,بیا
763,vergebens::ADV,эрна,عبث
764,vor::PRP,хьалха,دمخه
