,Concept_ID,lbe,uz
518,Juli::N,Арулчинмур барз,iyul'
519,August::N,мяйлчинмур барз,avgust
520,September::N,урчӏилчинмур барз,sentyabr'
521,Oktober::N,ацӏилчинмур барз,oktyabr'
522,November::N,ацӏния цалчинмур барз,noyabr'
523,Dezember::N,ацӏния кӏилчинмур барз,dekabr'
524,Montag::N,итин,dushanba
525,Montag::N,итин кьини,dushanba
526,Dienstag::N,тталат,seshanba
527,Dienstag::N,тталат кьини,seshanba
528,Mittwoch::N,арвахӏ,chorshanba
529,Donnerstag::N,хамис,payshanba
530,Freitag::N,нюжмар,juma
531,Freitag::N,нюжмар кьини,juma
532,Samstag::N,ххуллун,shanba
533,Samstag::N,ххуллун кьини,shanba
534,Sonntag::N,алхӏат,yakshanba
535,Sonntag::N,алхӏат кьини,yakshanba
536,groß::A,бугъарасса,buyuk
537,klein::A,чӏивисса,kichik
538,lang::A,лахъисса,uzun
539,kurz::A,кутӏасса,qisqa
540,breit::A,уттасса,keng
541,schmal::A,уттакӏюласса,änsiz
542,dicht::A,ццунсса,quyuq
543,dick[Gegenstand]::A,ганзсса,qalin
544,dünn::A,кӏюласса,ingichka
545,fest::A,цӏакьсса,qattiq
546,fest::A,кьянкьасса,qattiq
547,flach::A,баягъисса,yalpoq
548,flach::A,цӏубакъасса,yalpoq
549,flach::A,куртӏ дакъасса,yalpoq
550,glatt::A,дюрчӏусса,tekis
551,hart::A,кьянкьасса,qattiq
552,weich::A,кӏукӏлусса,yumshoq
553,rund::A,ккурккисса,yumaloq
554,spitz::A,ярксса,uchli
555,spitz::A,дайлсса,uchli
556,spitz::A,мицӏ бусса,uchli
557,scharf::A,ярксса,keskir
558,scharf::A,дайлсса,keskir
559,scharf::A,мицӏ бусса,keskir
560,stumpf::A,къуркъасса,to'mtoq
561,schwer::A,кӏусса,salmoqli
562,schön::A,аьнтӏикӏасса,go'zal
563,heiß::A,кӏирисса,qiziq
564,warm::A,гъелисса,issiq
565,kalt::A,дяркъусса,sovuq
566,kühl::A,дюхлулсса,salqin
567,frisch::A,цӏусса,toza
568,feucht::A,атилсса,namli
569,feucht::A,хъавтусса,namli
570,nass::A,атилсса,nam
571,nass::A,хъавтусса,nam
572,trocken::A,кьавкьсса,quruq
573,trocken::A,кьакьан бувсса,quruq
574,voll::A,бувцӏусса,to'la
575,leer::A,бачӏвасса,puch
576,offen::A,тӏивтӏусса,ochiq
577,geschlossen::A,лавкьусса,berk
578,sauber::A,марцӏсса,ozoda
579,schmutzig::A,чапалсса,kir
580,roh::A,шакъавхьсса,xom
581,reif::A,дирсса,pishiq
582,lecker::A,нахӏусса,shirin
583,lecker::A,тӏааьнсса,shirin
584,süß::A,нацӏусса,shirin
585,bitter::A,кьурчӏисса,achchiq
586,sauer::A,туршсса,achchiq
587,hell::A,чаннасса,yorug'
588,dunkel::A,цӏансса,qorong'i
589,schwarz::A,лухӏисса,qora
590,weiß::A,кӏяласса,oq
591,rot::A,ятӏулсса,qizil
592,gelb::A,хъахъисса,sariq
593,blau::A,някӏсса,zangori
594,grün::A,щюлисса,yashil
595,grau::A,оьрусса,bo'z
596,bunt::A,оьрчӏикӏурисса,ola
597,billig::A,кьювкьусса,arzon
598,teuer::A,ххирасса,qimmat
599,wertvoll::A,багьасса,qimmat
600,blind::A,мурчӏисса,ko'r
601,taub::A,къюкӏсса,garang
602,kräftig::A,гужсса,kuchli
603,stark::A,кьянкьасса,quvvatli
604,schwach::A,заэвсса,kuchsiz
605,fett::A,бучсса,semiz
606,schlank::A,бювхъусса,ingichka
607,hübsch::A,янусса,ko'rkam
608,böse::A,оьсса,yovuz
609,dumm::A,ахӏмакьсса,aqlsiz
610,faul::A,танмалсса,ärinchak
611,faul::A,курчӏилсса,ärinchak
612,fleißig::A,хӏарачат бусса,ishchan
613,geizig::A,янттарцӏансса,qurumsoq
614,klug::A,аькьлу бусса,oqil
615,geschickt::A,паргалсса,äpchil
616,lieb::A,аьзизсса,aziz
617,lustig::A,тяхъасса,chaqchaq
618,sanft::A,иминсса,asta
619,hungrig::A,ккашилсса,och
620,krank::A,къашавайсса,kasal
621,nackt::A,кӏачӏасса,yalang
622,traurig::A,пашмансса,xafa
623,lebendig::A,уттавасса,hayotiy
624,gut::A,ххуйсса,soz
625,schlecht::A,оьккисса,yomon
626,richtig::A,саргъунсса,rost
627,schlimm::A,оьккисса,yovuz
628,wahr::A,хӏакьсса,haqiqiy
629,alt::A,кугьнасса,äski
630,neu::A,цӏусса,yangi
631,ehemalig::A,хъхъичӏвасса,sobiq
632,alt[Lebewesen]::A,агьилсса,qari
633,jung::A,чӏавасса,navqiron
634,jung::A,жагьилсса,navqiron
635,arm::A,мискинсса,abgor
636,reich::A,авадансса,boy
637,bekannt::A,дусъсса,ma'lum
638,berühmt::A,машгьурсса,mashhur
639,fremd::A,чил,yot
640,verschieden::A,личӏи-личӏисса,turli
641,nah::A,гъансса,yaqindagi
642,fern::A,архсса,uzoq
643,linker::A,кияхсса,so'l
644,linker::A,кюччахсса,so'l
645,rechter::A,урчӏахсса,o'ng
646,anderer::A,цамур,boshqa
647,erster::A,цалчинмур,birinchi
648,erster::A,цалчиннсса,birinchi
649,zweiter::A,кӏилчиимур,ikkinchi
650,dritter::A,шамулчинмур,uchinchi
651,letzter::A,махъва-махъмур,oxirgi
652,allein::ADV,ялгъузну,o'zicha
653,zusammen::ADV,цачӏу,barobar
654,zusammen::ADV,архӏал,barobar
655,lange::ADV,батӏи къабуклай,uzoq
656,lange::ADV,хъунмасса хӏаллай,uzoq
657,plötzlich::ADV,цакуну,qo'qqisdan
658,sofort::ADV,мугьлат бакъа,darrov
659,später::ADV,махъ,so'ngra
660,jetzt::ADV,утти,hozirgina
661,jetzt::ADV,цӏана,hozirgina
662,heute::ADV,хӏакьину,bugun
663,morgen::ADV,гьуит,ärta
664,morgen::ADV,гьунттий,ärta
665,dann::ADV,яла,keyin
666,gestern::ADV,лахьхьу,kecha
667,damals::ADV,та чӏумал,ugal
668,danach::ADV,яла,so'ngra
669,vorher::ADV,хьхьнчӏ,avval
670,vorher::ADV,хьхьичӏва,avval
671,zuerst::ADV,бакӏрай,avval
672,zuerst::ADV,цӏу бутӏуй,avval
673,einmal::ADV,цал,bir marta
674,manchmal::ADV,ваксса-таксса,onda-sonda
675,oft::ADV,чӏявуну,tez-tez
676,immer::ADV,мудан,har vaqt
677,immer::ADV,даиман,har vaqt
678,niemals::ADV,тачӏав,hargiz
679,hier::ADV,шикку,shu erda
680,hierhin::ADV,шиккун,beri
681,von hier::ADV,шичча,shu erdan
682,dort::ADV,гикку,ana
683,dorthin::ADV,тиккун,u yerga
684,geradeaus::ADV,тӏайланм,to'g'ri
685,vorwärts::ADV,хьхьичӏунмай,ilgari
686,rückwärts::ADV,махъа-хьхьичӏунмай,qoloq
687,zurück::ADV,махъунмай,orqada
688,unten::ADV,лув,pastda
689,hinab::ADV,бакӏ-ялавай,tubanga
690,hinab::ADV,бакӏъялавай,tubanga
691,oben::ADV,ялув,ustida
692,hinauf::ADV,лавай,yuqorida
693,überall::ADV,гьариий,har erda
694,überall::ADV,хьу-хьуний,har erda
695,überall::ADV,гьарца кӏанай,har erda
696,nicht::ADV,къа-,ämas
697,ein wenig::ADV,чанни,biroz
698,ein wenig::ADV,ца чансса,biroz
699,kaum::ADV,дахьа,arang
700,sehr::ADV,оьну,ancha
701,sehr::ADV,гужну,ancha
702,sehr::ADV,хъинну,ancha
703,so::ADV,укукн,shunday
704,noch::ADV,гьала,hali
705,noch::ADV,уттигу,hali
706,noch::ADV,цакьинва,hali
707,noch::ADV,ттигу-шилагу,hali
708,nur::ADV,анжагь,yolg'iz
709,wieder::ADV,цӏуницӏа,yana
710,vergebens::ADV,аьдада,bekorga
711,vergebens::ADV,нахӏакь,bekorga
712,vor::PRP,хьхьичӏ,burun
713,hinter::PRP,махъ,ketida
714,unter::PRP,лув,ostida
715,durch::PRP,-х,bo'ylab
716,neben::PRP,чӏарав,yonida
717,zwischen::PRP,дянив,orada
718,wegen::PRP,цӏаний,sababli
719,dies::PRN,ва,o'sha
720,das::PRN,та,narigi
721,das::PRN,кӏа,narigi
722,das::PRN,га,narigi
723,alles::PRN,щала,har nima
724,ich::PRN,на,men
725,du::PRN,ина,sen
726,er::PRN,му,u
727,wir::PRN,жу,biz
728,ihr::PRN,зу,siz
729,was::FPRN,ци,nima
730,wer::FPRN,цу,kim
