,Concept_ID,hy,cy
284,Rätsel::N,բարդ խնդիր,pos
285,Rede::N,ճառ,araith
286,Rede::N,ելույթ,araith
287,Sprache::N,լեզու,iaith
288,Stimme::N,ձայն,llais
289,Wort::N,բառ,gair
290,Zeichen::N,նշան,arwydd
291,Ruf::N,կոչ,galwad
292,Ruf::N,կանչ,galwad
293,Lärm::N,աղմուկ,trwst
294,Laut::N,հնչյուն,sain
295,Laut::N,ձայն,sain
296,Ton::N,տոն,tôn
297,Lied::N,երգ,cân
298,Ruhe::N,անդորրություն,tawelwch
299,Leute::N,մարդիկ,pobl
300,Volk::N,ազգ,pobl
301,Arbeit::N,գործ,gwaith
302,Arbeit::N,աշխատանք,gwaith
303,Gast::N,հյուր,gwestai
304,Geschenk::N,նվեր,rhodd
305,Geschenk::N,նվեր,anrheg
306,Spiel::N,խաղ,chwarae
307,Gesellschaft::N,ընկերություն,cwmni
308,Hilfe::N,օգնությթուն,cymorth
309,Freund::N,ընկեր,cyfaill
310,Freund::N,բարեկամ,cyfaill
311,Kamerad::N,ուղեկից,cydymaith
312,Angelegenheit::N,բան,pwnc
313,Angelegenheit::N,գործ,pwnc
314,Anzahl::N,քանակ,cyfrif
315,Anzahl::N,գումար,cyfrif
316,Art::N,տեսակ,bath
317,Stück::N,կտոր,darn
318,Teil::N,մաս,rhan
319,Hälfte::N,կես,hanner
320,Kreis::N,շիջանակ,cylch
321,Kreuz::N,խաչ,croes
322,Linie::N,գիծ,llinell
323,Strich::N,գիծ,strôc
324,Strich::N,գիծ,trawiad
325,Abstand::N,անջրպետ,bwlch
326,Abstand::N,անջրպետ,pellter
327,Entfernung::N,հեռավորություն,pellter
328,Gegend::N,շրջան,cylch
329,Platz::N,տարածություն,lle
330,Ort::N,տեղ,lle
331,Ort::N,վայր,lle
332,Seite::N,կողմ,ochr
333,Mitte::N,մեջտեղ,canol
334,Gegenstand::N,առարկա,eitem
335,Sache::N,բան,peth
336,Rand::N,վերջք,cwr
337,Rand::N,վերջք,ymyl
338,Kante::N,եզր,min
339,Kante::N,եզր,ymyl
340,Ecke::N,անկյուն,cornel
341,Spitze::N,ծայր,blaen
342,Ende::N,ծայր,pen
343,Loch::N,անցք,twll
344,Winkel::N,անկյուն,congl
345,Muster::N,օրինակ,patrwm
346,Größe::N,մեծություն,maint
347,Größe::N,մեծություն,maintioli
348,Länge::N,երկարություն,hyd
349,Höhe::N,բարձրություն,uchder
350,Gewicht::N,կշիռ,pwysau
351,Menge::N,քանակ,swm
352,Menge::N,քանակ,maint
353,Haufen::N,դեզ,pentwr
354,Haufen::N,կույտ,pentwr
355,Reihe::N,շարք,rhes
356,Reihe::N,կարգ,rhes
357,Boot::N,նավակ,cwch
358,Ruder::N,թի,rhwyf
359,Ruder::N,թիակ,rhwyf
360,Schlitten::N,բալխիր,sled
361,Schlitten::N,բալխիր,car llusg
362,Ski::N,դահուկ,sgi
363,Lagerfeuer::N,բացօդեայ կրակ,coelcerth
364,Last::N,բեռ,llwyth
365,Gang::N,զբոսանք,tro
366,Schritt::N,քայլ,cam
367,Norden::N,հյուսիս,gogledd
368,Süden::N,հարավ,de
369,Westen::N,արեւմուտք,gorllewin
370,Osten::N,արեւելք,dwyrain
371,Holz::N,փայտ,pren
372,Brett::N,տախտակ,bwrdd
373,Brett::N,տախտակ,astell
374,Platte::N,թիթեղ,llech
375,Stütze::N,նեցուկ,ateg
376,Stütze::N,նեցուկ,cynhalydd
377,Stange::N,ձող,polyn
378,Stock::N,փայտ,ffon
379,Stock::N,փայտ,brigyn
380,Stab::N,ցուպ,ffon
381,Stab::N,գավազան,ffon
382,Rohr::N,խողովակ,pibell
383,Haus::N,տուն,tŷ
384,Heim::N,տուն,cartref
385,Ofen::N,վառարան,stof
386,Fußboden::N,հատակ,llawr
387,Tisch::N,սեղան,bwrdd
388,Stuhl::N,աթոռ,cadair
389,Wiege::N,օրորոց,crud
390,Bett::N,անկողին,gwely
391,Regal::N,դարակ,silff
392,Kiste::N,տուփ,bocs
393,Kiste::N,տուփ,blwch
394,Fenster::N,պատուհան,ffenestr
395,Tür::N,դուռ,drws
396,Tor::N,դարպաս,porth
397,Zaun::N,ցանկապատ,ffens
398,Dach::N,տանիք,to
399,Dach::N,կտուր,to
400,Leiter::N,սանդուղք,ysgol
401,Besen::N,ավել,ysgub
402,Spaten::N,բահ,rhaw
403,Schaufel::N,թի,rhaw
404,Gabel::N,պատառաքաղ,fforc
405,Löffel::N,գդալ,llwy
406,Messer::N,դանակ,cyllell
407,Nagel::N,մեխ,hoel
408,Netz::N,ցանց,gwe
409,Netz::N,ցանց,rhwyd
410,Haken::N,կարթ,bach
411,Griff::N,կոթ,carn
412,Griff::N,բռնակ,carn
413,Schloss::N,կողպեք,clo
414,Bild::N,նկար,llun
415,Bild::N,նկար,pictiwr
416,Bild::N,պատկեր,llun
417,Bild::N,պատկեր,pictiwr
418,Figur::N,քանդակ,ffigur
419,Figur::N,պատկեր,ffigur
420,Puppe::N,տիկնիկ,dol
421,Beutel::N,տոպրակ,cwd
422,Bündel::N,կապոց,bwndel
423,Bündel::N,կապոց,coflaid
424,Tasche::N,պայուսակ,cod
425,Eimer::N,դույլ,bwced
426,Eimer::N,դույլ,cunnog
427,Deckel::N,կափարիչ,caead
428,Geschirr::N,ամանեղեն,llestri
429,Sack::N,պարկ,sach
430,Sack::N,տոպրակ,sach
431,Tasse::N,թաս,cwpan
432,Tasse::N,գավաթ,cwpan
433,Topf::N,անոթ,pot
434,Topf::N,անոթ,crochan
435,Kessel::N,կաթսա,tegell
436,Essen::N,կերակուր,pryd o fwyd
437,Nahrung::N,ուտելիք,bwyd
438,Speise::N,խորտիկ,saig
439,Speise::N,կերակուր,saig
440,Fleisch::N,միս,cig
441,Getreide::N,հացահատիկ,ŷd
442,Getreide::N,հացահատիկ,llafur
443,Brei::N,լանդակ,uwd
444,Brot::N,հաց,bara
445,Scheibe::N,կտոր,tafell
446,Scheibe::N,պատառ,tafell
447,Fett::N,ճարպ,saim
448,Fett::N,ճարպ,braster
449,Butter::N,կարագ,ymenyn
450,Öl::N,ձեթ,olew
451,Salz::N,աղ,halen
452,Suppe::N,սուպ,cawl
453,Suppe::N,ապուր,cawl
454,Honig::N,մեղր,mêl
455,Milch::N,կաթ,llaeth
456,Milch::N,կաթ,llefrith
457,Tee::N,թեյ,te
458,Leder::N,կաշի,lledr
459,Wolle::N,բուրդ,gwlân
460,Stoff::N,գործվածք,lliain
461,Stoff::N,գործվածք,brethyn
462,Nadel::N,ասեղ,nodwydd
463,Faden::N,թել,edau
464,Faden::N,թել,edefyn
465,Knopf::N,կոճակ,botwm
466,Knoten::N,հանգույց,cwlwm
467,Farbe::N,ներկ,paent
468,Kleidung::N,հագուստ,dillad
469,Kleidung::N,հագուստ,gwisgoedd
470,Hemd::N,վերնաշապիկ,crys
471,Kragen::N,օձիք,coler
472,Ärmel::N,թեւք,llawes
473,Hose::N,շալվար,trowsus
474,Gürtel::N,գոտի,gwregys
475,Mütze::N,կեպի,cap
476,Schuh::N,կոշիկ,esgid
477,Stiefel::N,երկարաճիթ կոշիկ,botasen
478,Ring::N,զնգալ,modrwy
479,Band::N,ժապավեն,rhuban
480,Kamm::N,սանր,crib
481,Spiegel::N,հայելի,drych
482,Riemen::N,փոկ,strap
483,Schnur::N,լար,llinyn
484,Leine::N,փոկ,tennyn
485,Decke::N,վերմակ,blanced
486,Decke::N,վերմակ,gwrthban
487,Kissen::N,բարձ,clustog
488,Kissen::N,բարձ,gobennydd
489,Tuch::N,թաշկինակ,sgarff
490,Handtuch::N,սրբիչ,tywel
491,Handtuch::N,սրբիչ,lliain sychu
492,Kraft::N,ուժ,grym
493,Stärke::N,պնդություն,nerth
494,Stärke::N,պնդություն,cryfder
495,Stärke::N,ամրություն,nerth
496,Stärke::N,ամրություն,cryfder
497,Gesundheit::N,առողջություն,iechyd
498,Krankheit::N,ախտ,afiechyd
499,Krankheit::N,ախտ,anhwylder
500,Krankheit::N,հիվանդություն,afiechyd
501,Krankheit::N,հիվանդություն,anhwylder
502,Schmerz::N,ցավ,poen
503,Schmerz::N,ցավ,gwayw
504,Schmerz::N,տանջանք,poen
505,Schmerz::N,տանջանք,gwayw
506,Wunde::N,վերք,clwyf
507,Fieber::N,տենդ,twymyn
508,Arznei::N,դեղ,meddyginiaeth
509,Brücke::N,կամուրջ,pont
510,Brunnen::N,հոր,ffynnon
511,Brunnen::N,ջրհոր,ffynnon
512,Weide::N,արոտավայր,porfa
513,Pfad::N,արահետ,llwybr
514,Weg::N,ուղի,ffordd
515,Straße::N,ճանապարհ,heol
516,Straße::N,ճանապարհ,ffordd
517,Dorf::N,գյուղ,pentref
518,Stadt::N,քաղաք,tref
519,Brief::N,նամակ,llythyr
520,Buch::N,գիրք,llyfr
521,Buchstabe::N,տառ,llythyren
522,Buchstabe::N,գիր,llythyren
523,Zeitung::N,լրագիր,papur newydd
524,Leben::N,կյանք,bywyd
525,Tod::N,մահ,marwolaeth
526,Grab::N,գերեզման,bedd
527,Kirche::N,եկեղեցի,eglwys
528,Sünde::N,մեղք,pechod
529,Gott::N,աստված,duw
530,Arbeiter::N,բանվոր,gweithiwr
531,Arbeiter::N,աշխատող,gweithiwr
532,Chef::N,տեր,pennaeth
533,Meister::N,վարպետ,meistr
534,Arzt::N,բժիշկ,meddyg
535,Lehrer::N,ուսուցիչ,athro
536,Geld::N,փող,pres
537,Geld::N,փող,arian
538,Geschäft::N,գործ,busnes
539,Geschäft::N,աշխատանք,busnes
540,Laden::N,կրպակ,siop
541,Laden::N,խանութ,siop
542,Preis::N,գին,pris
543,Ware::N,ապրանք,nwydd
544,Nutzen::N,օգուտ,elw
545,Nutzen::N,օգուտ,budd
546,Reichtum::N,հարստություն,cyfoeth
547,Welt::N,աշխարհ,byd
548,Land::N,երկիր,gwlad
549,Staat::N,պետություն,gwladwriaeth
550,König::N,արքա,brenin
551,König::N,թագավոր,brenin
552,Macht::N,իշխանություն,grym
553,Macht::N,իշխանություն,awdurdod
554,Grenze::N,սահման,ffin
555,Grenze::N,սահման,goror
556,Krieg::N,պատերազմ,rhyfel
557,Feind::N,թշնամի,gelyn
558,Gewalt::N,բռնություն,ffyrnigrwydd
559,Gewalt::N,սաստկություն,ffyrnigrwydd
560,Kampf::N,մարտ,brwydr
561,Bogen[Waffe]::N,աղեղ,bwa
562,Pfeil::N,նետ,saeth
563,Gewehr::N,հրացան,dryll
564,Fehler::N,սխալ,gwall
565,Fehler::N,սխալ,camgymeriad
566,Lüge::N,սուտ,celwydd
567,Lüge::N,սուտ,anwiredd
568,Schaden::N,վնաս,niwed
569,Schaden::N,վնաս,difrod
570,Unglück::N,դժբախտություն,anffawd
571,Schuld::N,պակասություն,bai
572,Alter::N,հասակ,oed
573,Schluss::N,վերջ,diwedd
574,Schluss::N,վախճան,diwedd
575,Zeit::N,ժամանակ,amser
576,Tag::N,օր,dydd
577,Tag::N,օր,diwrnod
578,Morgen::N,առավոտ,bore
579,Mittag::N,կեսօր,nawn
580,Abend::N,երեկո,noswaith
581,Nacht::N,գիշեր,nos
582,Woche::N,շաբաթ,wythnos
583,Monat::N,ամիս,mis
584,Jahr::N,տարի,blwyddyn
585,Frühling::N,գարուն,gwanwyn
586,Sommer::N,ամառ,haf
587,Herbst::N,աշուն,hydref
588,Winter::N,ձմեռ,gaeaf
589,Januar::N,հունվար,Ionawr
590,Februar::N,փետրվար,Chwefror
591,März::N,մարտ,Mawrth
592,April::N,ապրիլ,Ebrill
593,Mai::N,մայիս,Mai
594,Juni::N,հունիս,Mehefin
595,Juli::N,հուլիս,Gorffennaf
596,August::N,օգոստոս,Awst
597,September::N,սեպտեմբեր,Medi
598,Oktober::N,հոկտեմբեր,Hydref
599,November::N,նոյեմբեր,Tachwedd
600,Dezember::N,դեկտեմբեր,Rhagfyr
601,Montag::N,երկուշաբթի,dydd Llun
602,Dienstag::N,երեքշաբթի,dydd Mawrth
603,Mittwoch::N,չորեքշաբթի,dydd Mercher
604,Donnerstag::N,հինգշաբթի,dydd Iau
605,Freitag::N,ուրբաթ,dydd Gwener
606,Samstag::N,շաբաթ,dydd Sadwrn
607,Sonntag::N,կիրակի,dydd Sul
608,groß::A,մեծ,mawr
609,groß::A,խոշոր,mawr
610,klein::A,պստիկ,bach
611,klein::A,փոքրիկ,bach
612,lang::A,երկար,hir
613,kurz::A,կարճ,byr
614,kurz::A,կարճ,cwta
615,breit::A,լայն,llydan
616,schmal::A,նեղ,cul
617,dicht::A,խիտ,dwys
618,dick[Gegenstand]::A,հաստ,trwchus
619,dünn::A,բարակ,tenau
620,fein::A,նուրբ,main
621,fest::A,ամուր,cadarn
622,fest::A,պինդ,cadarn
623,flach::A,տափակ,gwastad
624,glatt::A,հարթ,llyfn
625,hart::A,կարծր,caled
626,weich::A,մեղմ,meddal
627,weich::A,փափուկ,meddal
628,rund::A,կլոր,crwn
629,spitz::A,սրածայր,pigfain
630,scharf::A,սուր,miniog
631,stumpf::A,գուլ,pŵl
632,schwer::A,ծանր,trwm
633,schön::A,սիրուն,teg
634,schön::A,սիրուն,hardd
635,schön::A,սիրուն,prydferth
636,schön::A,գեղեցիկ,teg
637,schön::A,գեղեցիկ,hardd
638,schön::A,գեղեցիկ,prydferth
639,heiß::A,թեժ,poeth
640,warm::A,տաք,twym
641,warm::A,տաք,cynnes
642,warm::A,ջերմ,twym
643,warm::A,ջերմ,cynnes
644,kalt::A,ցուրտ,oer
645,kühl::A,զով,oeraidd
646,frisch::A,թարմ,iach
647,feucht::A,ղոնավ,llaith
648,nass::A,թաց,gwlyb
649,trocken::A,ցամաք,sych
650,voll::A,լի,llawn
651,voll::A,լիքը,llawn
652,leer::A,դատարկ,gwag
653,offen::A,բաց,agored
654,geschlossen::A,գոց,caead
655,geschlossen::A,գոց,caeëdig
656,sauber::A,մաքուր,glân
657,schmutzig::A,կեղտոտ,budr
658,schmutzig::A,կեղտոտ,brwnt
659,roh::A,հում,amrwd
660,reif::A,հասած,aeddfed
661,reif::A,հասուն,aeddfed
662,lecker::A,համեղ,blasus
663,lecker::A,համեղ,danteithiol
664,süß::A,անուշ,melys
665,bitter::A,կծու,chwerw
666,sauer::A,թթու,sur
667,sauer::A,թթված,sur
668,hell::A,պայծառ,disglair
669,hell::A,խելամիտ,disglair
670,dunkel::A,մութ,tywyll
671,schwarz::A,սեւ,du
672,weiß::A,սպիտակ,gwyn
673,rot::A,կարմիր,coch
674,gelb::A,դեղին,melyn
675,blau::A,կապույտ,glas
676,grün::A,կանաչ,gwyrdd
677,grau::A,գորշ,llwyd
678,bunt::A,գոյնզգոյն,lliwgar
679,billig::A,էժան,rhad
680,teuer::A,թանկ,drud
681,wertvoll::A,թանկարժեք,gwerthfawr
682,blind::A,կույր,dall
683,taub::A,խուլ,byddar
684,kräftig::A,հզոր,nerthol
685,kräftig::A,հզոր,grymus
686,stark::A,ուժեղ,cryf
687,stark::A,ուժեղ,cadarn
688,schwach::A,տկար,gwan
689,schwach::A,թույլ,gwan
690,fett::A,գեր,tew
691,schlank::A,նիհար,main
692,hübsch::A,գրավիչ,tlws
693,hübsch::A,սիրունիկ,tlws
694,böse::A,չար,drwg
695,dumm::A,հիմար,twp
696,faul::A,ծույլ,diog
697,fleißig::A,ջանասեր,dyfal
698,fleißig::A,փութաջան,dyfal
699,geizig::A,ագահ,crintach
700,geizig::A,ագահ,cybyddlyd
701,geizig::A,կծծի,crintach
702,geizig::A,կծծի,cybyddlyd
703,klug::A,խելոք,deallus
704,klug::A,ընդունակ,deallus
705,geschickt::A,ճարտար,medrus
706,geschickt::A,ճարտար,deheuig
707,lieb::A,սիրելի,hoff
708,lieb::A,սիրելի,annwyl
709,lustig::A,զվարթ,llon
710,sanft::A,հեզ,mwyn
711,hungrig::A,քաղցած,newynog
712,krank::A,հիվանդ,sâl
713,krank::A,հիվանդ,gwael
714,nackt::A,մերկ,noeth
715,traurig::A,տխուր,trist
716,lebendig::A,կենդանի,yn fyw
717,gut::A,լավ,da
718,schlecht::A,վատ,drwg
719,schlecht::A,վատ,gwael
720,richtig::A,ձիշտ,cywir
721,schlimm::A,լղրճուկ,enbyd
722,wahr::A,ճիշտ,gwir
723,wahr::A,իրական,gwir
724,alt::A,հին,hen
725,neu::A,նոր,newydd
726,ehemalig::A,նախկին,blaenorol
727,alt[Lebewesen]::A,ծեր,oedrannus
728,alt[Lebewesen]::A,պառավ,oedrannus
729,jung::A,մատաղ,ifanc
730,arm::A,աղքատ,tlawd
731,reich::A,հարուստ,cyfoethog
732,bekannt::A,ծանոթ,cynefin
733,bekannt::A,ծանոթ,cyfarwydd
734,berühmt::A,հայտնի,enwog
735,berühmt::A,հռչակավոր,enwog
736,fremd::A,օտար,estron
737,verschieden::A,տարբեր,gwahanol
738,nah::A,մոտ,agos
739,nah::A,մերձ,agos
740,fern::A,հեռավոր,pell
741,linker::A,ձախ,aswy
742,linker::A,ձախ,chwith
743,rechter::A,աջ,de
744,rechter::A,աջ,deau
745,anderer::A,այլ,arall
746,anderer::A,ուրիշ,arall
