,Concept_ID,xal,de
93,Sumpf::N,унул,Sumpf
94,Moor::N,улм,Moor
95,Wiese::N,хадлһн,Wiese
96,Wald::N,ө-модн,Wald
97,Hügel::N,толһа,Hügel
98,Anhöhe::N,хамр,Anhöhe
99,Berg::N,уул,Berg
100,Gipfel::N,ора,Gipfel
101,Höhle::N,хадин көндә,Höhle
102,Abhang::N,ташу,Abhang
103,Quelle::N,булг,Quelle
104,Bach::N,һооҗур,Bach
105,Fluss::N,һол,Fluss
106,Ufer::N,көвә,Ufer
107,Küste::N,көвә,Küste
108,Küste::N,теңгсин көвә,Küste
109,Festland::N,хүүрә һазр,Festland
110,Meer::N,теңгс,Meer
111,Bucht::N,цекә,Bucht
112,Bucht::N,теңгсин цекә,Bucht
113,Insel::N,арл,Insel
114,Blume::N,цецг,Blume
115,Gras::N,ноһан,Gras
116,Wurzel::N,уңг,Wurzel
117,Baum::N,модн,Baum
118,Stamm::N,шилв,Stamm
119,Stamm::N,һол модн,Stamm
120,Rinde::N,көрсн,Rinde
121,Ast::N,ац,Ast
122,Zweig::N,ац,Zweig
123,Blatt::N,хамтхасн,Blatt
124,Birke::N,хусм модн,Birke
125,Kiefer[Baum]::N,шар харһа,Kiefer
126,Weide[Baum]::N,удн,Weide
127,Tanne::N,җөөлн цаһан модн,Tanne
128,Horn::N,өвр,Horn
129,Feder::N,өрвлг,Feder
130,Fell::N,арсн,Fell
131,Flügel::N,җивр,Flügel
132,Klaue::N,хумсн,Klaue
133,Kralle::N,тавг,Kralle
134,Schwanz::N,сүл,Schwanz
135,Ei::N,өндгн,Ei
136,Nest::N,үр,Nest
137,Bau::N,нүкн,Bau
138,Tier::N,мал,Tier
139,Herde::N,сүрг мал,Herde
140,Kuh::N,үкр,Kuh
141,Bulle::N,бух,Bulle
142,Pferd::N,мөрн,Pferd
143,Schaf::N,хөн,Schaf
144,Schwein::N,һаха,Schwein
145,Hund::N,ноха,Hund
146,Katze::N,мис,Katze
147,Bär::N,аю,Bär
148,Eichhörnchen::N,кермн,Eichhörnchen
149,Elch::N,хандһа,Elch
150,Fuchs::N,арат,Fuchs
151,Hase::N,туула,Hase
152,Maus::N,хулһн,Maus
153,Wolf::N,чон,Wolf
154,Vogel::N,шовун,Vogel
155,Schwarm::N,зел,Schwarm
156,Huhn::N,така,Huhn
157,Hahn::N,эр така,Hahn
158,Gans::N,һалун,Gans
159,Adler::N,һәрд,Adler
160,Ente::N,нуһсн,Ente
161,Eule::N,һурвлһ,Eule
162,Kranich::N,тоһрун,Kranich
163,Krähe::N,шаазһа,Krähe
164,Kuckuck::N,эргин хуцдг,Kuckuck
165,Schwan::N,хун,Schwan
166,Fisch::N,заһсн,Fisch
167,Barsch::N,шүрг,Barsch
168,Hecht::N,цурх,Hecht
169,Schlange[Tier]::N,моһа,Schlange
170,Wurm::N,өтн,Wurm
171,Spinne::N,аралҗн,Spinne
172,Ameise::N,шорһлҗн,Ameise
173,Laus::N,бөөсн,Laus
174,Mücke::N,бөкүн,Mücke
175,Fliege::N,батхн,Fliege
176,Schmetterling::N,эрвәкә,Schmetterling
177,Beere::N,бөөлҗрһн,Beere
178,Apfel::N,альмн,Apfel
179,Pilz::N,теңгрин ки,Pilz
180,Zwiebel::N,мәңгрснә толһа,Zwiebel
181,Saat::N,буудян экн,Saat
182,Korn::N,экн,Korn
183,Heu::N,өвсн,Heu
184,Schale::N,хальсн,Schale
185,Grube::N,нүкн,Grube
186,Falle::N,урх,Falle
187,Falle::N,хавх,Falle
188,Schlinge::N,бүтү,Schlinge
189,Spur::N,мөр,Spur
190,Asche::N,үмсн,Asche
191,Dreck::N,бальчг,Dreck
192,Eisen::N,төмр,Eisen
193,Gold::N,алтн,Gold
194,Silber::N,мөңгн,Silber
195,Silber::N,цаһан мөңгн,Silber
196,Kohle::N,нүүрсн,Kohle
197,Glas::N,шил,Glas
198,Lehm::N,шавр,Lehm
199,Sand::N,элсн,Sand
200,Mensch::N,күн,Mensch
201,Mensch::N,күмн,Mensch
202,Mann::N,эр,Mann
203,Frau::N,күүкд күн,Frau
204,Kind::N,үрн,Kind
205,Junge::N,көвүн,Junge
206,Mädchen::N,бичкн күүкн,Mädchen
207,Familie::N,бүл,Familie
208,Großvater::N,өвк эцк,Großvater
209,Großvater::N,наһц эцк,Großvater
210,Großmutter::N,эмг эк,Großmutter
211,Großmutter::N,наһц эк,Großmutter
212,Eltern::N,эк эцк хойр,Eltern
213,Vater::N,эцк,Vater
214,Mutter::N,эк,Mutter
215,Sohn::N,көвүн,Sohn
216,Tochter::N,күүкн,Tochter
217,Bruder::N,дү көвүн,Bruder
218,Schwester::N,эгч,Schwester
219,Schwester::N,дү күүкн,Schwester
220,Onkel::N,авһ,Onkel
221,Onkel::N,наһцх,Onkel
222,Tante::N,наһц эгч,Tante
223,Ehemann::N,залу,Ehemann
224,Ehefrau::N,гергн,Ehefrau
225,Freude::N,байр,Freude
226,Gelächter::N,инәдн,Gelächter
227,Glück::N,җирһл,Glück
228,Glück::N,сәәхн җирһл,Glück
229,Kummer::N,зовлң,Kummer
230,Wunsch::N,дурн,Wunsch
231,Lust::N,җилвтлһн,Lust
232,Geist::N,зөрг,Geist
233,Gedanke::N,ухан,Gedanke
234,Gedächtnis::N,чееҗин тодлвр,Gedächtnis
235,Verstand::N,ухан,Verstand
236,Sinn::N,учр-утх,Sinn
237,Grund::N,учр,Grund
238,Grund::N,шалтан,Grund
239,Wahrheit::N,үнн,Wahrheit
240,Gespräch::N,күүндвүр,Gespräch
241,Märchen::N,тууль,Märchen
242,Erzählung::N,келвр,Erzählung
243,Nachricht::N,медүллһн,Nachricht
244,Neuigkeit::N,зәңг,Neuigkeit
245,Name::N,нерн,Name
246,Rätsel::N,тәәлвртә тууль,Rätsel
247,Rede::N,келлһн,Rede
248,Sprache::N,келн,Sprache
249,Stimme::N,дун,Stimme
250,Wort::N,үг,Wort
251,Zeichen::N,темдг,Zeichen
252,Ruf::N,дуудлһн,Ruf
253,Lärm::N,шууган,Lärm
254,Laut::N,ә,Laut
255,Ton::N,дун,Ton
256,Lied::N,дун,Lied
257,Ruhe::N,амулң,Ruhe
258,Leute::N,әмтн,Leute
259,Volk::N,улс,Volk
260,Arbeit::N,көдлмш,Arbeit
261,Gast::N,гиич,Gast
262,Geschenk::N,белг,Geschenk
263,Spiel::N,наадн,Spiel
264,Gesellschaft::N,олн,Gesellschaft
265,Hilfe::N,нөкд,Hilfe
266,Freund::N,иньг,Freund
267,Kamerad::N,үр,Kamerad
268,Angelegenheit::N,керг,Angelegenheit
269,Anzahl::N,то,Anzahl
270,Art::N,зүүл,Art
271,Stück::N,хусг,Stück
272,Teil::N,хүв,Teil
273,Hälfte::N,өрәл,Hälfte
274,Kreis::N,төгрг,Kreis
275,Kreuz::N,кирс,Kreuz
276,Linie::N,зурасн,Linie
277,Strich::N,татасн,Strich
278,Abstand::N,зә,Abstand
279,Entfernung::N,һазр,Entfernung
280,Gegend::N,һазр,Gegend
281,Platz::N,зә,Platz
282,Ort::N,бәәрн,Ort
283,Seite::N,тал,Seite
284,Seite::N,хаҗу,Seite
285,Seite::N,хәврһ,Seite
286,Mitte::N,дунд,Mitte
287,Gegenstand::N,юмн,Gegenstand
288,Sache::N,юмн,Sache
289,Rand::N,зах,Rand
290,Kante::N,ирмәг,Kante
291,Ecke::N,өнцг,Ecke
292,Spitze::N,үзүр,Spitze
293,Ende::N,үзүр,Ende
294,Loch::N,хаһрха,Loch
295,Winkel::N,булң,Winkel
296,Muster::N,намч,Muster
297,Größe::N,кемҗән,Größe
298,Länge::N,ут,Länge
299,Höhe::N,өндр,Höhe
300,Gewicht::N,күнд,Gewicht
301,Gewicht::N,чиңнүр,Gewicht
302,Menge::N,ик,Menge
303,Haufen::N,ова,Haufen
304,Reihe::N,зерг,Reihe
305,Reihe::N,зерглән,Reihe
306,Boot::N,оңһц,Boot
307,Ruder::N,хәәв,Ruder
308,Schlitten::N,цан,Schlitten
309,Ski::N,лыҗ,Ski
310,Lagerfeuer::N,костёр,Lagerfeuer
311,Last::N,күнд,Last
312,Gang::N,йовлһн,Gang
313,Schritt::N,ишкм,Schritt
314,Norden::N,ар үзг,Norden
315,Süden::N,өмн,Süden
316,Süden::N,өмн үзг,Süden
317,Westen::N,барун,Westen
318,Westen::N,барун үзг,Westen
319,Osten::N,зүн,Osten
320,Osten::N,зүн үзг,Osten
321,Holz::N,модн,Holz
322,Brett::N,харһа,Brett
323,Platte::N,хавтха чолун,Platte
324,Stütze::N,тулг,Stütze
325,Stange::N,уньн,Stange
326,Stock::N,модн,Stock
327,Stab::N,шуург,Stab
328,Rohr::N,турва,Rohr
329,Haus::N,гер,Haus
330,Heim::N,гер-бул,Heim
331,Ofen::N,беш,Ofen
332,Fußboden::N,девскр,Fußboden
333,Tisch::N,ширә,Tisch
334,Stuhl::N,стул,Stuhl
335,Wiege::N,өлгә,Wiege
336,Wiege::N,дүүҗң,Wiege
337,Bett::N,орн,Bett
338,Bett::N,орндг,Bett
339,Regal::N,таг,Regal
340,Regal::N,тәвц,Regal
341,Kiste::N,яршг,Kiste
342,Fenster::N,терз,Fenster
343,Tür::N,үүдн,Tür
344,Tor::N,үүдн,Tor
345,Tor::N,өргн үүдн,Tor
346,Tor::N,хашан үүдн,Tor
347,Zaun::N,хаша,Zaun
348,Dach::N,деевр,Dach
349,Leiter::N,шат,Leiter
350,Leiter::N,давшур,Leiter
351,Besen::N,сәвүр,Besen
352,Spaten::N,күрз,Spaten
353,Schaufel::N,совг,Schaufel
354,Gabel::N,серә,Gabel
355,Löffel::N,ухр,Löffel
356,Messer::N,утх,Messer
357,Nagel::N,хадасн,Nagel
358,Netz::N,гөлм,Netz
359,Haken::N,дегә,Haken
360,Griff::N,иш,Griff
361,Griff::N,бәрүл,Griff
362,Schloss::N,оньс,Schloss
363,Bild::N,зург,Bild
364,Figur::N,фигур,Figur
365,Puppe::N,наадһа,Puppe
366,Beutel::N,мишг,Beutel
367,Bündel::N,багла,Bündel
368,Bündel::N,боодһа,Bündel
369,Tasche::N,сумк,Tasche
370,Eimer::N,суулһ,Eimer
371,Deckel::N,бүркәсн,Deckel
372,Geschirr::N,сав,Geschirr
373,Geschirr::N,сав-сарх,Geschirr
374,Sack::N,мишг,Sack
375,Tasse::N,ааһ,Tasse
376,Topf::N,кастрюль,Topf
377,Kessel::N,хәәсн,Kessel
378,Essen::N,зоогллһн,Essen
379,Nahrung::N,теҗәл,Nahrung
380,Speise::N,хот,Speise
381,Fleisch::N,махн,Fleisch
382,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,Getreide
383,Brei::N,хаш,Brei
384,Brot::N,өдмг,Brot
385,Scheibe::N,зүсм,Scheibe
386,Fett::N,өөкн,Fett
387,Butter::N,тосн,Butter
388,Öl::N,тосн,Öl
389,Salz::N,давсн,Salz
390,Suppe::N,шөлн,Suppe
391,Honig::N,бал,Honig
392,Milch::N,үсн,Milch
393,Tee::N,цә,Tee
394,Leder::N,арсн,Leder
395,Wolle::N,утцн,Wolle
396,Wolle::N,эд,Wolle
397,Stoff::N,эд,Stoff
398,Nadel::N,зүн,Nadel
399,Faden::N,утцн,Faden
400,Knopf::N,товч,Knopf
401,Knoten::N,зәңгдә,Knoten
402,Farbe::N,будг,Farbe
403,Kleidung::N,хувцн,Kleidung
404,Kleidung::N,хувц-хунр,Kleidung
405,Hemd::N,киилг,Hemd
406,Kragen::N,зах,Kragen
407,Ärmel::N,ханцн,Ärmel
408,Hose::N,шалвур,Hose
409,Gürtel::N,бүс,Gürtel
410,Mütze::N,махла,Mütze
411,Schuh::N,башмгуд,Schuh
412,Stiefel::N,һосн,Stiefel
413,Ring::N,билцг,Ring
414,Band::N,лент,Band
415,Kamm::N,сам,Kamm
416,Spiegel::N,толь,Spiegel
417,Riemen::N,бүс,Riemen
418,Schnur::N,деесн,Schnur
419,Leine::N,бурнтг,Leine
420,Leine::N,нохан көтлвр,Leine
421,Decke::N,көнҗл,Decke
422,Kissen::N,дер,Kissen
423,Tuch::N,альчур,Tuch
424,Handtuch::N,полотенц,Handtuch
425,Handtuch::N,һар-нүүрин альчур,Handtuch
426,Kraft::N,күчн,Kraft
427,Stärke::N,чидл,Stärke
428,Gesundheit::N,эрүл-менд,Gesundheit
429,Krankheit::N,өвчн,Krankheit
430,Schmerz::N,өвдлһн,Schmerz
431,Wunde::N,шав,Wunde
432,Fieber::N,безг,Fieber
433,Arznei::N,эм,Arznei
434,Brücke::N,тагт,Brücke
435,Brunnen::N,худг,Brunnen
436,Weide::N,малын идг,Weide
437,Pfad::N,цувг,Pfad
438,Weg::N,хаалһ,Weg
439,Straße::N,зам,Straße
440,Dorf::N,хотн,Dorf
441,Stadt::N,балһсн,Stadt
442,Brief::N,бичг,Brief
443,Buch::N,дегтр,Buch
444,Buchstabe::N,үзг,Buchstabe
445,Zeitung::N,газет,Zeitung
446,Leben::N,җирһл,Leben
447,Tod::N,үкл,Tod
448,Tod::N,өңгрлһн,Tod
449,Grab::N,оршалһна нүкн,Grab
450,Kirche::N,чонҗ,Kirche
451,Sünde::N,нүл,Sünde
452,Sünde::N,килнц,Sünde
453,Gott::N,бурхн,Gott
454,Arbeiter::N,көдлмшч,Arbeiter
455,Chef::N,толһач,Chef
456,Meister::N,урн,Meister
457,Arzt::N,эмч,Arzt
458,Lehrer::N,багш,Lehrer
459,Geld::N,мөңгн,Geld
460,Geschäft::N,көдлмш,Geschäft
461,Laden::N,лавк,Laden
462,Preis::N,үн,Preis
463,Ware::N,эд-тавр,Ware
464,Nutzen::N,олз,Nutzen
465,Reichtum::N,зөөр,Reichtum
466,Welt::N,орчлң,Welt
467,Welt::N,делкә,Welt
468,Land::N,орн-нутг,Land
469,Staat::N,государств,Staat
470,König::N,хан,König
471,Macht::N,йосн,Macht
472,Grenze::N,меҗә,Grenze
473,Krieg::N,дән,Krieg
474,Feind::N,дәәсн,Feind
475,Gewalt::N,күч һарһлһн,Gewalt
476,Kampf::N,ноолдан,Kampf
477,Kampf::N,бәрлдлһн,Kampf
478,Bogen[Waffe]::N,саадг,Bogen
479,Pfeil::N,сумн,Pfeil
480,Gewehr::N,бу,Gewehr
481,Fehler::N,алдг,Fehler
482,Lüge::N,худл,Lüge
483,Schaden::N,хорлт,Schaden
484,Unglück::N,гүрм,Unglück
485,Schuld::N,гем,Schuld
486,Schuld::N,буру,Schuld
487,Alter::N,насн,Alter
488,Schluss::N,чилгч,Schluss
489,Zeit::N,цаг,Zeit
490,Tag::N,өдр,Tag
491,Morgen::N,өрүн,Morgen
492,Mittag::N,үд,Mittag
493,Abend::N,асхн,Abend
494,Nacht::N,сө,Nacht
495,Woche::N,долан хонг,Woche
496,Monat::N,сар,Monat
497,Jahr::N,җил,Jahr
498,Frühling::N,хавр,Frühling
499,Sommer::N,зун,Sommer
500,Herbst::N,намр,Herbst
501,Winter::N,үвл,Winter
502,Januar::N,январь,Januar
503,Februar::N,февраль,Februar
504,März::N,март,März
505,März::N,моһа сар,März
506,April::N,апрель,April
507,Mai::N,май,Mai
508,Juni::N,июнь,Juni
509,Juni::N,мөчн сар,Juni
510,Juli::N,июль,Juli
511,August::N,август,August
512,September::N,һаха сар,September
513,Oktober::N,октябрь,Oktober
514,November::N,ноябрь,November
515,November::N,үкр сар,November
516,Dezember::N,бар сар,Dezember
517,Montag::N,понедельник,Montag
518,Dienstag::N,вторник,Dienstag
519,Mittwoch::N,среда,Mittwoch
520,Mittwoch::N,үлмҗ өдр,Mittwoch
521,Donnerstag::N,четверг,Donnerstag
522,Donnerstag::N,пүрвә өдр,Donnerstag
523,Freitag::N,пятниц,Freitag
524,Samstag::N,суббот,Samstag
525,Sonntag::N,нарн өдр,Sonntag
526,Sonntag::N,воскресень,Sonntag
527,groß::A,ик,groß
528,klein::A,бичкн,klein
529,lang::A,ут,lang
530,kurz::A,оһтр,kurz
531,breit::A,өргн,breit
532,schmal::A,уутьхн,schmal
533,dicht::A,нигт,dicht
534,dick[Gegenstand]::A,зузан,dick
535,dünn::A,нимгн,dünn
536,fein::A,нәрхн,fein
537,fest::A,бат,fest
538,flach::A,хавтха,flach
539,glatt::A,тегш,glatt
540,glatt::A,тиньгр,glatt
541,hart::A,хату,hart
542,weich::A,җөөлн,weich
543,weich::A,җөөлкн,weich
544,rund::A,төгрг,rund
545,spitz::A,шовһр,spitz
546,scharf::A,хурц,scharf
547,stumpf::A,мука,stumpf
548,schwer::A,күнд,schwer
549,schön::A,сәәхн,schön
550,heiß::A,халун,heiß
551,warm::A,дулан,warm
552,kalt::A,киитн,kalt
553,kühl::A,серүн,kühl
554,frisch::A,серүн,frisch
555,feucht::A,чиигтә,feucht
556,nass::A,чиигтә,nass
557,trocken::A,хагсу,trocken
558,voll::A,дүүрң,voll
559,leer::A,сул,leer
560,leer::A,хоосн,leer
561,offen::A,секәтә,offen
562,geschlossen::A,хаалһата,geschlossen
563,sauber::A,цевр,sauber
564,schmutzig::A,киртә,schmutzig
565,roh::A,түүкә,roh
566,reif::A,болсн,reif
567,lecker::A,әмтәхн,lecker
568,süß::A,әмтәхн,süß
569,bitter::A,һашун,bitter
570,bitter::A,һашута,bitter
571,sauer::A,ишклң,sauer
572,hell::A,герлтә,hell
573,dunkel::A,харңһу,dunkel
574,schwarz::A,хар,schwarz
575,weiß::A,цаһан,weiß
576,rot::A,улан,rot
577,gelb::A,шар,gelb
578,blau::A,көк,blau
579,grün::A,көк,grün
580,grau::A,бор,grau
581,bunt::A,алг,bunt
582,bunt::A,эрәтә,bunt
583,billig::A,кимд,billig
584,teuer::A,үнтә,teuer
585,wertvoll::A,үнтә,wertvoll
586,wertvoll::A,эрднь,wertvoll
587,blind::A,сохр,blind
588,taub::A,дүлә,taub
589,kräftig::A,күчтә,kräftig
590,stark::A,чаңһ,stark
591,schwach::A,күчн тату,schwach
592,fett::A,тарһн,fett
593,schlank::A,эццн,schlank
594,hübsch::A,көркхн,hübsch
595,böse::A,уурта,böse
596,dumm::A,тенг,dumm
597,faul::A,залху,faul
598,fleißig::A,кинән,fleißig
599,fleißig::A,кинмһә,fleißig
600,geizig::A,ховдг,geizig
601,klug::A,ухата,klug
602,geschickt::A,чадмг,geschickt
603,lieb::A,эңкр,lieb
604,lustig::A,сергмҗтә,lustig
605,lustig::A,җирһлтә,lustig
606,sanft::A,номһн,sanft
607,hungrig::A,өлн,hungrig
608,hungrig::A,харһнсн,hungrig
609,krank::A,өвчтә,krank
610,krank::A,шалтгта,krank
611,nackt::A,нүцкн,nackt
612,traurig::A,һундлта,traurig
613,lebendig::A,әмд,lebendig
614,gut::A,сән,gut
615,schlecht::A,му,schlecht
616,richtig::A,зөвтә,richtig
617,schlimm::A,җигшүртә,schlimm
618,wahr::A,үнн,wahr
619,wahr::A,мөн,wahr
620,alt::A,хуучн,alt
621,neu::A,шин,neu
622,ehemalig::A,хуучн,ehemalig
623,alt[Lebewesen]::A,көгшн,alt
624,jung::A,баһ,jung
625,arm::A,угатя,arm
626,reich::A,байн,reich
627,bekannt::A,таньл,bekannt
628,bekannt::A,таньдг,bekannt
629,berühmt::A,туурсн,berühmt
630,fremd::A,күүнә,fremd
631,verschieden::A,әдл биш,verschieden
632,verschieden::A,йилһәтә,verschieden
633,nah::A,өөрхн,nah
634,fern::A,хол,fern
635,linker::A,зүн,linker
636,rechter::A,барун,rechter
637,anderer::A,талдан,anderer
638,erster::A,негдгч,erster
639,zweiter::A,хойрдгч,zweiter
640,dritter::A,һурвдгч,dritter
641,letzter::A,отхн,letzter
642,allein::ADV,һанцарн,allein
643,auf einmal::ADV,нег дәкҗ,auf einmal
644,zusammen::ADV,хамдан,zusammen
645,lange::ADV,удан,lange
646,plötzlich::ADV,генткн,plötzlich
647,sofort::ADV,дарунь,sofort
648,später::ADV,сүүлд,später
649,jetzt::ADV,ода,jetzt
650,heute::ADV,эндр,heute
651,morgen::ADV,маңһдур,morgen
652,bald::ADV,дарунь,bald
653,dann::ADV,дәкәд,dann
654,gestern::ADV,өцклдүр,gestern
655,einst::ADV,нег саамд,einst
656,damals::ADV,тиигхд,damals
657,danach::ADV,тегәд,danach
658,vorher::ADV,урд,vorher
659,zuerst::ADV,түрүләд,zuerst
660,einmal::ADV,нег дәкҗ,einmal
661,manchmal::ADV,зәрмдән,manchmal
662,oft::ADV,хара биш,oft
663,oft::ADV,хатяр биш,oft
664,oft::ADV,дару-дарунь,oft
665,immer::ADV,оньдинд,immer
666,niemals::ADV,кезә чмгн биш,niemals
667,hier::ADV,энд,hier
668,hier::ADV,энүнд,hier
669,hierhin::ADV,нааран,hierhin
670,von hier::ADV,эндәс,von hier
671,dort::ADV,тенд,dort
672,dorthin::ADV,тиигән,dorthin
673,geradeaus::ADV,шуд,geradeaus
674,vorwärts::ADV,уралан,vorwärts
675,rückwärts::ADV,гедргән,rückwärts
676,zurück::ADV,хәрү,zurück
677,unten::ADV,дор,unten
678,hinab::ADV,дор,hinab
679,hinab::ADV,доракшан,hinab
680,oben::ADV,деер,oben
681,hinauf::ADV,өөдән,hinauf
682,hinauf::ADV,деер,hinauf
683,überall::ADV,альд болв чигн,überall
684,nicht::ADV,эс,nicht
685,nicht::ADV,биш,nicht
686,nicht::ADV,бичә,nicht
687,ein wenig::ADV,баахн,ein wenig
688,ein wenig::ADV,баахнар,ein wenig
689,kaum::ADV,әрә,kaum
690,sehr::ADV,йир,sehr
691,so::ADV,иигҗ,so
692,noch::ADV,ода чигн,noch
693,nur::ADV,һанцхн,nur
694,schon::ADV,одх,schon
695,wieder::ADV,бас,wieder
696,vergebens::ADV,киидән,vergebens
697,vor::PRP,урд,vor
698,hinter::PRP,ца,hinter
699,unter::PRP,дор,unter
700,durch::PRP,ивт,durch
701,durch::PRP,дундаһур,durch
702,neben::PRP,хаҗуд,neben
703,zwischen::PRP,хоорнд,zwischen
704,wegen::PRP,көлтә,wegen
705,wegen::PRP,деерәс,wegen
706,dies::PRN,эн,dies
707,das::PRN,тер,das
708,alles::PRN,цуһар,alles
709,ich::PRN,би,ich
710,du::PRN,чи,du
711,er::PRN,тер,er
712,wir::PRN,мадн,wir
713,ihr::PRN,та,ihr
714,sie::PRN,тедн,sie
715,was::FPRN,юн,was
716,wer::FPRN,кен,wer
717,wo::FADV,хама,wo
718,wohin::FADV,хамаран,wohin
719,wie::FADV,яһҗ,wie
720,wie::FADV,яһад,wie
721,warum::FADV,юңгад,warum
722,wieviel::FNUM,кедү,wieviel
723,eins::NUM,негн,eins
724,zwei::NUM,хойр,zwei
725,drei::NUM,һурвн,drei
726,vier::NUM,дөрвн,vier
727,fünf::NUM,тавн,fünf
728,sechs::NUM,зурһан,sechs
729,sieben::NUM,долан,sieben
730,acht::NUM,нәәмн,acht
731,neun::NUM,йисн,neun
732,zehn::NUM,арвн,zehn
733,elf::NUM,арвн негн,elf
734,zwölf::NUM,арвн хойр,zwölf
735,zwanzig::NUM,хөрн,zwanzig
736,dreißig::NUM,һучн,dreißig
737,vierzig::NUM,дөчн,vierzig
738,fünfzig::NUM,тәвн,fünfzig
739,sechzig::NUM,җирн,sechzig
740,siebzig::NUM,далн,siebzig
741,achtzig::NUM,найн,achtzig
742,neunzig::NUM,йирн,neunzig
743,hundert::NUM,зун,hundert
744,tausend::NUM,миңһн,tausend
745,und::CNJ,болн,und
746,oder::CNJ,эс гиҗ,oder
747,oder::CNJ,эс гихлә,oder
748,stehen::V,зогсх,stehen
749,sitzen::V,суух,sitzen
750,liegen::V,кевтх,liegen
751,hängen::V,өлгәтә бәәх,hängen
752,werden::V,болх,werden
753,passieren::V,болх,passieren
754,beginnen::V,эклх,beginnen
755,enden::V,төгсх,enden
756,wechseln::V,хүврх,wechseln
757,aufgehen[Sonne]::V,һарх,aufgehen
758,untergehen[Sonne]::V,орх,untergehen
759,untergehen[Sonne]::V,сүүрлх,untergehen
760,scheinen[Sonne]::V,герлтх,scheinen
761,donnern::V,күрҗңнх,donnern
762,wehen::V,сальклх,wehen
763,strömen::V,һооҗх,strömen
764,fließen::V,урсх,fließen
765,sich drehen::V,эргх,sich drehen
766,schwanken::V,дәәвлх,schwanken
767,schwingen::V,нәәхлх,schwingen
768,fallen::V,унх,fallen
769,fallen::V,киисх,fallen
770,brennen::V,шатх,brennen
771,rauchen::V,ута һарһх,rauchen
772,regnen::V,орх,regnen
773,gefrieren::V,мөстх,gefrieren
774,tauen::V,хәәлх,tauen
