,Concept_ID,ga,cv
1421,belästigen::V,cuir as do,аптӑрат
1422,belästigen::V,cuir as do,хупла
1423,verbergen::V,ceil,пытар
1424,täuschen::V,cuir dallamullóg ar,суй
1425,betrügen::V,déan calaois ar,ултала
1426,töten::V,maraigh,вӗлер
1427,wohnen::V,cuir faoi,чуна пар
1428,wohnen::V,cuir faoi,парӑнса тӑр
1429,wohnen::V,tá ina chónaí,чуна пар
1430,wohnen::V,tá ina chónaí,парӑнса тӑр
1431,arbeiten::V,oibrigh,ӗҫле
1432,sammeln::V,bailigh,пух
1433,sammeln::V,cruinnigh,пух
1434,pflücken::V,pioc,тат
1435,jagen::V,seilg,сунара ҫӳре
1436,fischen::V,iasc,пулӑ тыт
1437,fassen::V,beir ar,тыт
1438,hüten::V,aoirigh,кӗт
1439,treiben::V,seol,хӑвала
1440,treiben::V,tiomáin,хӑвала
1441,anbinden::V,ceangail,кӑкар
1442,füttern::V,cothaigh,ҫитер
1443,füttern::V,beathaigh,ҫитер
1444,melken::V,bligh,су
1445,melken::V,crúigh,су
1446,hacken::V,gearr,вакла
1447,gießen::V,uiscigh,шӑвар
1448,reifen::V,aibigh,пиҫ
1449,zubereiten::V,cócaráil,пӗҫер
1450,kochen::V,bruith,пӗҫер
1451,kochen::V,beirigh,пӗҫер
1452,backen::V,bácáil,пӗҫер
1453,braten::V,róst,ӑшала
1454,braten::V,frioch,ӑшала
1455,umrühren::V,measc,хутӑштар
1456,stricken::V,cniotáil,ҫых
1457,nähen::V,fuaigh,ҫӗле
1458,färben::V,dathaigh,пӗвет
1459,reinigen::V,glan,тасат
1460,waschen::V,nigh,ҫу
1461,abwischen::V,glan,шӑл
1462,spülen::V,sruthlaigh,чӳхе
1463,fegen::V,scuab,шӑл
1464,kehren::V,scuab,шӑл
1465,baden::V,folc,шыва кӗр
1466,sich waschen::V,nigh é féin,ҫӑвӑн
1467,ausziehen::V,bain de,салан
1468,anziehen::V,cuir ar,тӑхӑн
1469,sich anziehen::V,gléas é féin,тӑхӑн
1470,kämmen::V,cíor,тура
1471,schmücken::V,maisigh,илемлет
1472,sagen::V,abair,те
1473,sprechen::V,labhair,кала
1474,reden::V,caintigh,сӑмахла
1475,reden::V,caintigh,калаҫ
1476,sich unterhalten::V,caintigh,пупле
1477,sich unterhalten::V,tá ag comhrá,пупле
1478,fragen::V,fiafraigh,ыйт
1479,fragen::V,cuir ceist,ыйт
1480,bitten::V,iarr,ыйт
1481,erzählen::V,inis,каласа пар
1482,erzählen::V,eachtraigh,каласа пар
1483,mitteilen::V,aithris,пӗлтер
1484,mitteilen::V,aithris,хыпарла
1485,mitteilen::V,cuir in iúl,пӗлтер
1486,mitteilen::V,cuir in iúl,хыпарла
1487,nennen::V,ainmnigh,те
1488,nennen::V,ainmnigh,чӗн
1489,rufen::V,glaoigh,чӗн
1490,prahlen::V,maígh,мухтан
1491,prahlen::V,maígh,вӗҫкӗнлен
1492,übersetzen::V,aistrigh,куҫар
1493,denken::V,síl,шухӑшла
1494,denken::V,ceap,шухӑшла
1495,glauben::V,creid,ӗнен
1496,bemerken::V,tabhair faoi deara,асӑрха
1497,erkennen::V,aithin,палла
1498,begreifen::V,tuig,ӑнлан
1499,verstehen::V,tuig,пӗл
1500,lernen::V,foghlaim,вӗрен
1501,wissen::V,tá a fhios ag,пӗл
1502,wissen::V,tá a fhios ag,ӑнкар
1503,sich erinnern an::V,cuimhnigh ar,аса ил
1504,sich erinnern an::V,is cuimhne ar,аса ил
1505,vergessen::V,dearmad,ман
1506,vergessen::V,dearmad,манса кай
1507,messen::V,tomhais,виҫ
1508,zählen::V,cuntais,шутла
1509,rechnen::V,ríomh,шутла
1510,rechnen::V,áirigh,шутла
1511,lesen::V,léigh,вула
1512,malen::V,péinteáil,ӳкер
1513,zeichnen::V,línigh,ӳкер
1514,zeichnen::V,tarraing,ӳкер
1515,schreiben::V,scríobh,ҫыр
1516,besitzen::V,is le,тыт
1517,kaufen::V,ceannaigh,ил
1518,kaufen::V,ceannaigh,туян
1519,verkaufen::V,díol,сут
1520,bezahlen::V,íoc as,тӳле
1521,zahlen::V,íoc,тӳле
1522,beherrschen::V,rialaigh,тыт
1523,ertragen::V,seas,тӳс
1524,ertragen::V,fulaing,тӳс
1525,ertragen::V,foighnigh,тӳс
1526,Ader::N,,вена
1527,vorwärts::ADV,,малалла
