,Concept_ID,ga,cv
137,Fluss::N,abhainn,юхан шыв
138,Ufer::N,bruach,ҫыран
139,Küste::N,cósta,тинӗс ҫыранӗ
140,Küste::N,cladach,тинӗс ҫыранӗ
141,Festland::N,míntír,тип ҫӗр
142,Meer::N,muir,тинӗс
143,Meer::N,farraige,тинӗс
144,Bucht::N,bá,тинӗс кукӑрӗ
145,Bucht::N,cuan,тинӗс кукӑрӗ
146,Insel::N,inis,утрав
147,Insel::N,oileán,утрав
148,Blume::N,bláth,чечек
149,Gras::N,féar,курӑк
150,Wurzel::N,rúta,тымар
151,Wurzel::N,fréamh,тымар
152,Baum::N,crann,йывӑҫ
153,Stamm::N,stoc,вулӑ
154,Stamm::N,tamhan,вулӑ
155,Rinde::N,coirt,хуйӑр
156,Rinde::N,craiceann,хуйӑр
157,Ast::N,géag,турат
158,Zweig::N,géag,турат
159,Zweig::N,craobh,турат
160,Blatt::N,duille,ҫулҫӑ
161,Blatt::N,duilleog,ҫулҫӑ
162,Birke::N,beith,хурӑн
163,Birke::N,crann beithe,хурӑн
164,Kiefer[Baum]::N,péine,хыр
165,Weide[Baum]::N,saileach,хӑва
166,Tanne::N,giúis,чӑрӑш
167,Horn::N,adharc,мӑйрака
168,Feder::N,cleite,тӗк
169,Fell::N,clúmh,ҫӑм
170,Flügel::N,eite,ҫунат
171,Flügel::N,sciathán,ҫунат
172,Klaue::N,crúb,чӗрне
173,Klaue::N,crobh,чӗрне
174,Kralle::N,crobh,ура
175,Schwanz::N,eireaball,хӳре
176,Ei::N,ubh,ҫӑмарта
177,Nest::N,nead,йӑва
178,Bau::N,brocais,йӗнӗ
179,Tier::N,ainmhí,выльӑх
180,Tier::N,beithíoch,выльӑх
181,Herde::N,tréad,кӗтӳ
182,Kuh::N,bó,ӗне
183,Bulle::N,tarbh,вӑкӑр
184,Pferd::N,each,лаша
185,Pferd::N,capall,лаша
186,Schaf::N,caora,сурӑх
187,Schwein::N,muc,сысна
188,Hund::N,madra,йытӑ
189,Katze::N,cat,кушак
190,Bär::N,béar,упа
191,Eichhörnchen::N,iora,пакша
192,Elch::N,eilc,пӑши
193,Fuchs::N,sionnach,тилӗ
194,Fuchs::N,madra rua,тилӗ
195,Hase::N,giorria,куян
196,Hase::N,giorria,мулкач
197,Maus::N,luch,шӑши
198,Wolf::N,mac tíre,кашкӑр
199,Vogel::N,éan,кайӑк
200,Vogel::N,éan,вӗҫен кайӑк
201,Schwarm::N,saithe,ушкӑн
202,Huhn::N,cearc,чӑх
203,Huhn::N,cearc,чӑхӑ
204,Hahn::N,coileach,автан
205,Gans::N,gé,хур
206,Adler::N,iolar,ӑмӑрт кайӑк
207,Ente::N,lacha,кӑвакал
208,Eule::N,ulchabhán,тӑмана
209,Kranich::N,grús,тӑрна
210,Krähe::N,caróg,ула курак
211,Krähe::N,préachán,ула курак
212,Kuckuck::N,cuach,куккук
213,Schwan::N,eala,акӑш
214,Fisch::N,iasc,пулӑ
215,Barsch::N,péirse,уланкӑ
216,Hecht::N,liús,ҫӑрттан
217,Schlange[Tier]::N,nathair,ҫӗлен
218,Wurm::N,péist,ӑман
219,Spinne::N,damhán alla,эрешмен
220,Ameise::N,seangán,кӑткӑ
221,Laus::N,míol,пыйтӑ
222,Mücke::N,muiscít,вӑрӑм туна
223,Mücke::N,corrmhíol,вӑрӑм туна
224,Fliege::N,cuil,шӑна
225,Fliege::N,cuileog,шӑна
226,Schmetterling::N,féileacán,лӗпӗш
227,Beere::N,caor,ҫырла
228,Apfel::N,úll,улма
229,Apfel::N,úll,пан улми
230,Pilz::N,beacán,кӑмпа
231,Pilz::N,muisiriún,кӑмпа
232,Zwiebel::N,oinniún,сухан
233,Saat::N,síol,вӑрӑ
234,Korn::N,gráinne,тӗшӗ
235,Korn::N,gráinne,пӗрчӗ
236,Heu::N,féar,утӑ
237,Schale::N,scaimh,хупӑ
238,Grube::N,poll,шӑтӑк
239,Falle::N,gaiste,тапӑ
240,Falle::N,gaiste,капкӑн
241,Schlinge::N,sealán,йӑлӑ
242,Spur::N,rian,йӗр
243,Asche::N,luaith,кӗл
244,Dreck::N,salachar,пылчӑк
245,Eisen::N,iarann,тимӗр
246,Gold::N,ór,ылтӑн
247,Silber::N,airgead,кӗмӗл
248,Kohle::N,gual,кӑмрӑк
249,Glas::N,gloine,кӗленче
250,Lehm::N,cré,тӑм
251,Sand::N,gaineamh,хӑйӑр
252,Mensch::N,duine,ҫын
253,Mensch::N,duine,этем
254,Mann::N,fear,ар
255,Frau::N,bean,хӗрарӑм
256,Kind::N,gasúr,ача
257,Kind::N,páiste,ача
258,Junge::N,buachaill,ача
259,Junge::N,buachaill,ар ҫын ача
260,Mädchen::N,cailín,хӗр ача
261,Familie::N,teaghlach,ҫемье
262,Familie::N,teaghlach,кил-йыш
263,Familie::N,comhluadar,ҫемье
264,Familie::N,comhluadar,кил-йыш
265,Großvater::N,seanathair,кукаҫи
266,Großmutter::N,seanmháthair,кукамай
267,Eltern::N,tuismitheoirí,аҫа-ама
268,Vater::N,athair,атте
269,Mutter::N,máthair,анне
270,Sohn::N,mac,ывӑл
271,Tochter::N,iníon,хӗр
272,Bruder::N,deartháir,ар тӑван
273,Schwester::N,deirfiúr,аппа
274,Schwester::N,deirfiúr,йӑмӑк
275,Onkel::N,uncail,мучи
276,Onkel::N,uncail,пичче
277,Tante::N,aintín,аппа
278,Ehemann::N,fear céile,упӑшка
279,Ehefrau::N,bean chéile,арӑм
280,Freude::N,áthas,савӑнӑҫ
281,Freude::N,áthas,хаваслӑх
282,Gelächter::N,gáire,кулӑ
283,Glück::N,séan,телей
284,Glück::N,séan,ӑраскал
285,Glück::N,sonas,телей
286,Glück::N,sonas,ӑраскал
287,Kummer::N,brón,хурлӑх
288,Kummer::N,buairt,хурлӑх
289,Wunsch::N,guí,ӗмӗт
290,Wunsch::N,guí,кӑмӑл
291,Wunsch::N,achainí,ӗмӗт
292,Wunsch::N,achainí,кӑмӑл
293,Lust::N,fonn,кӑмӑл
294,Geist::N,meon,чун-чӗм
295,Geist::N,meon,ыр-усал
296,Geist::N,meon,чун хавалӗ
297,Geist::N,spiorad,чун-чӗм
298,Geist::N,spiorad,ыр-усал
299,Geist::N,spiorad,чун хавалӗ
300,Gedanke::N,smaoineamh,шухӑш
301,Gedächtnis::N,cuimhne,ас
302,Verstand::N,ciall,ӑс
303,Verstand::N,ciall,ӑс-тӑн
304,Verstand::N,ciall,ӑс-хакӑл
305,Verstand::N,intinn,ӑс
306,Verstand::N,intinn,ӑс-тӑн
307,Verstand::N,intinn,ӑс-хакӑл
308,Sinn::N,brí,тупсӑм
309,Sinn::N,brí,пӗлтерӗш
310,Sinn::N,ciall,тупсӑм
311,Sinn::N,ciall,пӗлтерӗш
312,Grund::N,fáth,сӑлтав
313,Wahrheit::N,fírinne,чӑнлӑх
314,Gespräch::N,comhrá,калаҫу
315,Märchen::N,scéal,юмах
316,Erzählung::N,scéal,акалав
317,Erzählung::N,scéal,каласа пани
318,Nachricht::N,teachtaireacht,хыпар
319,Neuigkeit::N,scéala,ҫӗнӗ хыпар
320,Name::N,ainm,ят
321,Rätsel::N,tomhas,сутмалли юмах
322,Rede::N,óráid,сӑмах
323,Rede::N,aitheasc,сӑмах
324,Sprache::N,teanga,чӗлхе
325,Stimme::N,guth,сасӑ
326,Wort::N,focal,сӑмах
327,Zeichen::N,comhartha,паллӑ
328,Ruf::N,glaoch,йыхрав
329,Ruf::N,glaoch,чӗнӳ
330,Lärm::N,torann,шав
331,Laut::N,fuaim,сасӑ
332,Ton::N,ton,сасӑ
333,Lied::N,amhrán,юрӑ
334,Ruhe::N,suaimhneas,канӑҫлӑх
335,Ruhe::N,suaimhneas,лӑпкӑлӑх
336,Leute::N,muintir,ҫамрӑксем
337,Leute::N,muintir,ҫамрӑк ҫынсем
338,Volk::N,pobal,халӑх
339,Arbeit::N,obair,ӗҫхӗл
340,Arbeit::N,obair,ӗҫлев
341,Gast::N,aoi,хӑна
342,Geschenk::N,féirín,парне
343,Geschenk::N,féirín,кучченеҫ
344,Geschenk::N,bronntanas,парне
345,Geschenk::N,bronntanas,кучченеҫ
346,Spiel::N,cluiche,вӑйӑ
347,Gesellschaft::N,comhluadar,общество
348,Hilfe::N,cúnamh,пулӑшу
349,Hilfe::N,cabhair,пулӑшу
350,Freund::N,cara,тус
351,Kamerad::N,comrádaí,юлташ
352,Kamerad::N,comrádaí,тус
353,Angelegenheit::N,ábhar,ӗҫ
354,Anzahl::N,líon,йыш
355,Anzahl::N,líon,хисеп
356,Art::N,sórt,тӗс
357,Art::N,saghas,тӗс
358,Stück::N,píosa,татӑк
359,Teil::N,cuid,пай
360,Teil::N,páirt,пай
361,Hälfte::N,leath,ҫурӑ
362,Kreis::N,ciorcal,ункӑ
363,Kreis::N,ciorcal,ҫавракӑш
364,Kreuz::N,cros,хӗрес
365,Linie::N,líne,йӗр
366,Strich::N,stríoc,йӗр
367,Abstand::N,achar,хушӑ
368,Entfernung::N,fad,хушӑ
369,Gegend::N,ceantar,вырӑн
370,Platz::N,áit,хутлӑх
371,Platz::N,spás,хутлӑх
372,Ort::N,áit,вырӑн
373,Seite::N,taobh,ен
374,Seite::N,taobh,аяк
375,Seite::N,taobh,айӑк
376,Mitte::N,lár,варӑ
377,Gegenstand::N,ball,япала
378,Gegenstand::N,ábhar,япала
379,Sache::N,ní,япала
380,Sache::N,rud,япала
381,Rand::N,imeall,вӗҫ
382,Rand::N,imeall,хӗрӗ
383,Rand::N,imeall,хӗрри
384,Rand::N,ciumhais,вӗҫ
385,Rand::N,ciumhais,хӗрӗ
386,Rand::N,ciumhais,хӗрри
387,Kante::N,corr,хайкача
388,Kante::N,corr,хысак
389,Kante::N,colbha,хайкача
390,Kante::N,colbha,хысак
391,Ecke::N,coirnéal,кӗтес
392,Spitze::N,gob,вӗҫ
393,Spitze::N,barr,вӗҫ
394,Ende::N,ceann,вӗҫ
395,Ende::N,foirceann,вӗҫ
396,Loch::N,poll,шӑтӑк
397,Winkel::N,cúinne,кӗтес
398,Winkel::N,uillinn,кӗтес
399,Muster::N,patrún,эреш
400,Größe::N,méid,пысӑкӑш
401,Größe::N,toise,пысӑкӑш
402,Länge::N,fad,вӑрӑмӑш
403,Höhe::N,airde,ҫӳллӗш
404,Gewicht::N,meáchan,виҫе
405,Gewicht::N,meáchan,йывӑрӑш
406,Menge::N,méid,йыш
407,Haufen::N,cnap,купа
408,Reihe::N,líne,рет
409,Reihe::N,sraith,рет
410,Boot::N,bád,кимӗ
411,Ruder::N,rámh,кӗсмен
412,Ruder::N,maide rámha,кӗсмен
413,Schlitten::N,carr sleamhnáin,ҫуна
414,Ski::N,scí,йӗлтӗр
415,Lagerfeuer::N,tine champa,вут
416,Lagerfeuer::N,tine champa,кӑвайт
417,Last::N,ualach,сулмаклӑх
418,Last::N,ualach,йывӑр япала
419,Gang::N,siúlóid,куҫӑм
420,Schritt::N,céim,утӑм
421,Schritt::N,céim,пусӑм
422,Schritt::N,coiscéim,утӑм
423,Schritt::N,coiscéim,пусӑм
424,Norden::N,tuaisceart,ҫурҫӗр
425,Süden::N,deisceart,кӑнтӑр
426,Westen::N,iarthar,анӑҫ
427,Westen::N,iarthar,хӗвел анӑҫ
428,Osten::N,oirthear,хӗвел тухӑҫ
429,Holz::N,adhmad,йывӑҫ
430,Brett::N,clár,хӑма
431,Platte::N,leac,плита
432,Stütze::N,taca,ура
433,Stange::N,polla,шерте
434,Stange::N,cuaille,шерте
435,Stock::N,bata,патак
436,Stock::N,maide,патак
437,Stab::N,maide,шӑчӑ
438,Stab::N,bachall,шӑчӑ
439,Rohr::N,píopa,пӑрӑх
440,Haus::N,teach,ҫурт
441,Heim::N,baile,кил
442,Ofen::N,sornóg,кӑмака
443,Fußboden::N,urlár,урай
444,Tisch::N,bord,сӗтел
445,Tisch::N,tábla,сӗтел
446,Stuhl::N,cathaoir,пукан
447,Wiege::N,cliabhán,сӑпка
448,Bett::N,leaba,кравать
449,Regal::N,seilf,ҫӳлӗк
450,Regal::N,seilf,сентре
451,Kiste::N,bosca,ещӗк
452,Kiste::N,bosca,сунтӑх
453,Fenster::N,fuinneoig,чӳрече
454,Tür::N,doras,алӑк
455,Tor::N,geata,хапха
456,Zaun::N,fál,хӳме
457,Zaun::N,claí,хӳме
458,Dach::N,díon,тӑрӑ
459,Leiter::N,dréimire,пусма
460,Besen::N,scuab,шӑпӑр
461,Spaten::N,spád,кӗреҫе
462,Spaten::N,rámhainn,кӗреҫе
463,Schaufel::N,sluasaid,кӗреҫе
464,Gabel::N,forc,вилка
465,Gabel::N,gabhlóg,вилка
466,Löffel::N,spúnóg,кашӑк
467,Messer::N,scian,ҫӗҫӗ
468,Nagel::N,tairne,пӑта
469,Netz::N,líon,тетел
470,Netz::N,eangach,тетел
471,Haken::N,croch,йӑрхах
472,Haken::N,croch,ҫекӗл
473,Griff::N,cos,хӑлӑп
474,Griff::N,hanla,хӑлӑп
475,Schloss::N,glas,ҫӑра
476,Bild::N,pictiúr,сӑн
477,Bild::N,pictiúr,сӑнлӑх
478,Bild::N,pictiúr,картина
479,Figur::N,fíor,кӗлетке
480,Puppe::N,bábóg,пукане
481,Beutel::N,mála,михӗ
482,Beutel::N,mealbhóg,михӗ
483,Bündel::N,beart,ҫыхӑ
484,Bündel::N,beart,тӗрке
485,Tasche::N,mála,сумка
486,Eimer::N,buicéad,витре
487,Deckel::N,clár,хупӑ
488,Deckel::N,claibín,хупӑ
489,Geschirr::N,soithí,савӑт-сапа
490,Geschirr::N,gréithe,савӑт-сапа
491,Sack::N,sac,михӗ
492,Sack::N,mála,михӗ
493,Tasse::N,cupán,курка
494,Topf::N,pota,кастрюль
495,Kessel::N,citeal,хуран
496,Essen::N,béile,апат
497,Nahrung::N,bia,апат-ҫимӗс
498,Speise::N,mias,апат
499,Speise::N,mias,ҫимӗҫ
500,Fleisch::N,feoil,аш
501,Fleisch::N,feoil,какай
502,Getreide::N,grán,тырӑ
503,Getreide::N,arbhar,тырӑ
504,Brei::N,brúitín,пӑтӑ
505,Brot::N,arán,ҫӑкӑр
506,Scheibe::N,píosa,чӗлӗ
507,Scheibe::N,píosa,касӑк
508,Scheibe::N,slisne,чӗлӗ
509,Scheibe::N,slisne,касӑк
510,Fett::N,saill,ҫу
511,Fett::N,méathras,ҫу
512,Butter::N,im,ҫу
513,Öl::N,ola,ҫу
514,Salz::N,salann,тӑвар
515,Suppe::N,sú,яшка
516,Suppe::N,anraith,яшка
517,Honig::N,mil,пыл
518,Milch::N,bainne,сӗт
519,Tee::N,tae,чей
520,Leder::N,leathar,сӑран
521,Wolle::N,olann,ҫӑм
522,Stoff::N,éadach,тӗртӗм
523,Nadel::N,snáthaid,йӗп
524,Faden::N,snáth,ҫип
525,Knopf::N,cnaipe,тӳме
526,Knoten::N,snaidhm,йӑлӑ
527,Farbe::N,péint,сӑрӑ
528,Kleidung::N,éadaí,тум
529,Kleidung::N,éadaí,ҫипуҫ
530,Kleidung::N,éadaí,тум-тир
531,Hemd::N,léine,кӗпе
532,Kragen::N,bóna,ҫуха
533,Ärmel::N,muinchille,ҫанӑ
534,Hose::N,bríste,шӑлавар
535,Hose::N,treabhsar,шӑлавар
536,Gürtel::N,crios,пиҫиххи
537,Mütze::N,caipín,ҫӗлӗк
538,Schuh::N,bróg,пушмак
539,Schuh::N,bróg,ботинок
540,Stiefel::N,buatais,атӑ
541,Ring::N,fáinne,ҫӗрӗ
542,Band::N,ribín,хаю
543,Band::N,ribín,йӗсме
544,Kamm::N,cíor,тура
545,Spiegel::N,scáthán,тӗкӗр
546,Spiegel::N,scáthán,куҫ кӗски
547,Riemen::N,iall,чӗн
548,Riemen::N,strapa,чӗн
549,Schnur::N,téad,кантра
550,Schnur::N,sreangán,кантра
551,Leine::N,iall,касмӑк
552,Decke::N,pluid,утиял
553,Decke::N,blaincéad,утиял
554,Kissen::N,piliúr,ҫытар
555,Kissen::N,piliúr,минтер
556,Kissen::N,adhartán,ҫытар
557,Kissen::N,adhartán,минтер
558,Tuch::N,scaif,тутӑр
559,Handtuch::N,tuáille,ал шӑлли
560,Kraft::N,fórsa,вӑй
561,Kraft::N,fórsa,хӑват
562,Stärke::N,neart,хал
563,Stärke::N,neart,хӑват
564,Gesundheit::N,sláinte,хал
565,Gesundheit::N,sláinte,сывлӑх
566,Krankheit::N,tinneas,чир
567,Krankheit::N,breoiteacht,чир
568,Schmerz::N,pian,ырату
569,Wunde::N,goin,суран
570,Fieber::N,fiabhras,сив чир
571,Arznei::N,cógas,эмел
572,Brücke::N,droichead,кӗпер
573,Brunnen::N,tobar,ҫӑл
574,Brunnen::N,tobar,пусӑ
575,Weide::N,féarach,ҫаран
576,Pfad::N,cosán,йӗр
577,Pfad::N,cosán,сукмак
578,Pfad::N,conair,йӗр
579,Pfad::N,conair,сукмак
580,Weg::N,slí,ҫул
581,Weg::N,slí,ҫул-йӗр
582,Weg::N,bealach,ҫул
583,Weg::N,bealach,ҫул-йӗр
584,Straße::N,bóthar,ҫӳрев
585,Straße::N,bóthar,ҫул ҫӳрени
586,Dorf::N,sráidbhaile,ял
587,Stadt::N,baile,хула
588,Stadt::N,cathair,хула
589,Brief::N,litir,ҫыру
590,Buch::N,cín,кӗнеке
591,Buch::N,leabhar,кӗнеке
592,Buchstabe::N,litir,сас палли
593,Zeitung::N,nuachtán,хаҫат
594,Leben::N,saol,пурнӑҫ
595,Leben::N,beatha,пурнӑҫ
596,Tod::N,bás,вилӗм
597,Grab::N,uaigh,масар шӑтӑкӗ
598,Kirche::N,eaglais,чиркӳ
599,Sünde::N,peaca,ҫылӑх
600,Gott::N,dia,турӑ
601,Arbeiter::N,oibrí,рабочи
602,Chef::N,saoiste,пуҫлӑх
603,Chef::N,ceannasaí,пуҫлӑх
604,Meister::N,máistir,ӑста
605,Meister::N,máistir,мастер
606,Arzt::N,lia,врач
607,Arzt::N,lia,тухтӑр
608,Arzt::N,dochtúir,врач
609,Arzt::N,dochtúir,тухтӑр
610,Lehrer::N,oide,учитель
611,Lehrer::N,oide,вӗрентекен
612,Lehrer::N,múinteoir,учитель
613,Lehrer::N,múinteoir,вӗрентекен
614,Geld::N,airgead,укҫа
615,Geschäft::N,gnó,бизнес
616,Laden::N,siopa,магазин
617,Preis::N,praghas,хак
618,Ware::N,earra,тавар
619,Nutzen::N,tairbhe,пайта
620,Reichtum::N,rachmas,мул
621,Reichtum::N,saibhreas,мул
622,Welt::N,domhan,тӗнче
623,Land::N,tír,ҫӗр-шыв
624,Staat::N,stát,патшàлӑх
625,König::N,rí,король
626,Macht::N,cumhacht,власть
627,Grenze::N,críoch,чикӗ
628,Grenze::N,teorainn,чикӗ
629,Krieg::N,cogadh,вӑрҫӑ
630,Feind::N,namhaid,тӑшман
631,Gewalt::N,foréigean,ирӗксӗрлӳ
632,Kampf::N,troid,кӗрешӳ
633,Bogen[Waffe]::N,bogha,ухӑ
634,Pfeil::N,saighead,ҫӗмрен
635,Pfeil::N,saighead,ухӑ йӗппи
636,Gewehr::N,gunna,пӑшал
637,Fehler::N,botún,йӑнӑш
638,Fehler::N,meancóg,йӑнӑш
639,Lüge::N,bréag,суя
640,Lüge::N,bréag,ултав
641,Lüge::N,éitheach,суя
642,Lüge::N,éitheach,ултав
643,Schaden::N,dochar,сиен
644,Schaden::N,damáiste,сиен
645,Unglück::N,drochrath,шар
646,Unglück::N,drochrath,инкек
647,Schuld::N,locht,айӑп
648,Schuld::N,milleán,айӑп
649,Alter::N,aois,ҫул шучӗ
650,Schluss::N,deireadh,пӗтни
651,Schluss::N,deireadh,пӗтмӗш
652,Zeit::N,am,вӑхӑт
653,Zeit::N,aimsir,вӑхӑт
654,Tag::N,lá,кун
655,Morgen::N,maidin,ир
656,Mittag::N,nóin,кӑнтӑрла
657,Abend::N,tráthnóna,каҫ
658,Nacht::N,oíche,каҫ
659,Woche::N,seachtain,эрне
660,Monat::N,mí,уйӑх
661,Jahr::N,bliain,ҫулталӑк
662,Frühling::N,earrach,ҫур
663,Frühling::N,earrach,ҫуркунне
664,Sommer::N,samhradh,ҫу
665,Sommer::N,samhradh,ҫулла
666,Herbst::N,fómhar,кӗр
667,Herbst::N,fómhar,кӗркунне
668,Winter::N,geimhreadh,хӗл
669,Winter::N,geimhreadh,хӗлле
670,Januar::N,Eanáir,январь
671,Februar::N,Feabhra,февраль
672,Februar::N,Feabhra,кӗҫӗн кӑрлач
673,März::N,Márta,март
674,März::N,Márta,пуш уйӑхӗ
675,April::N,Aibreán,апрель
676,Mai::N,Bealtaine,май
677,Juni::N,Meitheamh,июнь
678,Juli::N,Iúil,июль
679,August::N,Lúnasa,август
680,September::N,Meán Fómhair,сентябрь
681,September::N,Meán Fómhair,авӑн уйӑхӗ
682,Oktober::N,Deireadh Fómhair,октябрь
683,November::N,Samhain,ноябрь
684,November::N,Mí na Samhna,ноябрь
685,Dezember::N,Mí na Nollag,раштав
686,Dezember::N,Mí na Nollag,декабрь
687,Montag::N,Luan,тунти кун
688,Montag::N,Dé Luain,тунти кун
689,Dienstag::N,Máirt,ытлари кун
690,Dienstag::N,Dé Máirt,ытлари кун
691,Mittwoch::N,Céadaoin,юн кун
692,Mittwoch::N,Dé Céadaoin,юн кун
693,Donnerstag::N,Déardaoin,кӗҫнерни кун
694,Freitag::N,Aoine,эрне кун
695,Freitag::N,Dé hAoine,эрне кун
696,Samstag::N,Satharn,шӑмат кун
697,Samstag::N,Dé Sathairn,шӑмат кун
698,Sonntag::N,Domhnach,вырсарни кун
699,Sonntag::N,Dé Domhnaigh,вырсарни кун
700,groß::A,mór,пысӑк
701,klein::A,beag,пӗчӗк
702,lang::A,fada,вӑрӑм
703,kurz::A,gearr,кӗске
704,kurz::A,gairid,кӗске
705,breit::A,leathan,сарлака
706,breit::A,fairsing,сарлака
707,schmal::A,cúng,ансӑр
708,dicht::A,dlúth,йӑвӑ
709,dick[Gegenstand]::A,tiubh,хулӑн
710,dünn::A,caol,ҫинҫе
711,dünn::A,caol,ҫӳхе
712,dünn::A,tanaí,ҫинҫе
713,dünn::A,tanaí,ҫӳхе
714,fein::A,scáinte,тарай
715,fein::A,scáinte,вӗлтӗрти
716,fein::A,fíneálta,тарай
717,fein::A,fíneálta,вӗлтӗрти
718,fest::A,daingean,тӗреклӗ
719,flach::A,cothrom,лаптак
720,glatt::A,mín,такӑр
